,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,PCHN,PNI1,PNI2,GSR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
10,10,,,,,,143.2254,144.0309,144.9177,144.3666,,,,,,144.623,136.781,,176.2879,185.7254,,50,,128.89,128.89,141.662,141.662,,63.371,,,,144.625,143.37,,65.6,65.6,131.98,138.8048,6/7/2012
11,11,,,,,,142.7987,144.4172,145.0108,144.3863,,,,,,144.623,136.781,,176.2881,185.8027,,50,,128.89,128.89,141.662,141.662,,63.371,,,,144.625,143.37,,65.6,65.6,132.3023,138.5491,6/7/2012
12,12,,,,,,142.6138,144.2541,145.6838,144.4045,,,,,,144.623,136.781,,176.2881,185.9727,,50,,128.89,128.89,141.662,141.662,,63.371,,,,144.625,143.37,,65.6,65.6,131.98,138.7838,6/7/2012
13,13,,,,,,142.6117,144.114,,144.3842,,,,,,144.623,136.781,,176.2881,185.7813,,50,,128.89,128.89,141.662,141.662,,63.371,,,,144.625,143.37,,65.6,65.6,131.98,138.2474,6/7/2012
14,14,,,,,,142.6076,144.2104,,144.3695,,,,,,144.623,136.781,,176.2881,185.9024,,50,,128.89,128.89,141.662,141.662,,63.371,,,,144.625,143.37,,65.6,65.6,131.98,138.1648,6/7/2012
15,15,,,,,,142.5477,144.5332,,144.3728,,,,,,144.623,136.781,,176.2927,185.8177,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,143.37,,65.6,65.6,131.98,138.6964,6/7/2012
16,16,,,,,,142.5188,144.2069,,144.3421,,,,,,144.623,136.781,,176.2478,185.9991,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,143.37,,65.6,65.6,131.98,139.5195,6/7/2012
17,17,,,,,,142.524,144.0933,,144.3637,,,,,,144.623,136.781,,176.2478,185.9882,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,143.37,,65.6,65.6,131.9869,138.7932,6/7/2012
18,18,,,,,,142.5319,144.0934,145.5343,144.3807,,,,,,144.623,136.781,,176.2478,185.8779,,50,,128.89,128.89,141.662,141.662,,63.371,,,,144.625,143.37,,65.6,65.6,131.98,138.5316,6/7/2012
19,19,,,,,,142.5159,144.0734,145.4923,144.3395,,,,,,144.623,136.781,,176.2478,185.9058,,50,,128.89,128.89,141.662,141.662,,63.371,,,,144.625,143.37,,65.6,65.6,131.98,138.3553,6/7/2012
20,20,,,,,,142.532,144.1025,145.673,144.3691,,,,,,144.623,136.781,,176.2536,186.0137,,50,,128.89,128.89,141.662,141.662,,63.371,,,,144.625,143.37,,65.6,65.6,131.98,138.973,6/7/2012
21,21,,,,,,142.5723,144.1118,,144.3683,,,,,,144.623,136.781,,176.3679,186.0214,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,143.37,,65.6,65.6,131.98,138.8666,6/7/2012
22,22,,,,,,142.58,160.4564,,144.3697,,,,,,,136.781,,176.4207,185.9747,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,143.37,,65.6,65.6,131.98,140.2188,6/7/2012
23,23,,,,,,142.5722,165.8515,,148.5871,,,,,,,136.781,,176.3361,186.0214,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,143.37,,65.6,65.6,132.6477,140.2516,6/7/2012
0,0,,,,,,142.5693,165.8982,,,,,,,,,136.781,,176.3062,186.0191,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,143.37,,65.6,65.6,132.803,140.0598,7/7/2012
1,1,,,,,,142.5689,165.9472,,,,,,,,,136.781,,176.3107,185.9546,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,143.37,,65.6,65.6,132.9418,139.7865,7/7/2012
2,2,,,,,,144.1202,165.9287,,,,,,,,,136.781,,176.1939,185.905,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,,,65.6,65.6,132.2706,140.0863,7/7/2012
3,3,,,,,,,165.9184,,,,,,,,,136.781,,176.3679,185.7516,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,,,65.6,65.6,132.6864,140.2903,7/7/2012
4,4,,,,,,,165.9184,,,,,,,,,136.781,,176.2641,185.7717,,50,,128.89,128.89,,141.662,,63.371,,,,,,,65.6,65.6,132.6073,139.9239,7/7/2012
5,5,,,,,,,165.9244,,,,,,,,,136.781,,176.1283,185.626,,50,,128.89,128.89,,141.662,,63.371,,,,,,,65.6,65.6,132.606,140.0948,7/7/2012
6,6,,,,,,,165.9198,,,,,,,,,136.781,,176.2083,185.7158,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,,,65.6,65.6,132.4063,140.3337,7/7/2012
7,7,,,,,,143.1648,165.9308,,156.846,,,,,,,136.781,,176.2036,185.5238,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,143.37,,65.6,65.6,132.0998,139.7567,7/7/2012
8,8,,,,,,142.6373,167.6052,,147.779,,,,,,,,,176.2173,185.6074,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,143.37,,65.6,65.6,131.9998,139.6132,7/7/2012
9,9,,,,,,142.639,,,144.3651,,,,,,144.623,,,176.1818,185.6165,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,143.37,,65.6,65.6,131.9893,139.3937,7/7/2012
10,10,,,,,,142.6572,,,144.4084,,,,,,144.623,,,176.2046,185.6503,,50,,128.89,128.89,141.662,141.662,,63.371,,,,144.625,143.37,,65.6,65.6,132.0256,139.4775,7/7/2012
11,11,,,,,,143.0585,,145.2803,144.4077,,,,,,144.623,,,176.3065,185.7437,,50,,128.89,128.89,141.662,141.662,,63.371,,,,144.625,143.37,,65.6,65.6,132.1836,139.728,7/7/2012
12,12,,,,,,143.4439,,145.3388,144.4465,,,,,,144.623,,,176.3484,185.7437,,50,,128.89,128.89,141.662,141.662,,63.371,,,,144.625,143.37,,65.6,65.6,132.1142,140.2276,7/7/2012
13,13,,,,,,143.4671,,,144.8177,,,,,,144.623,136.781,,176.3485,185.7437,,50,,128.89,128.89,141.662,141.662,,63.371,,,,144.625,143.37,,65.6,65.6,132.0698,139.4785,7/7/2012
14,14,,,,,,143.4961,,,144.8363,,,,,,144.623,136.781,,176.3381,185.7451,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,143.37,,65.6,65.6,131.98,139.5428,7/7/2012
15,15,,,,,,143.4682,,,144.8387,,,,,,144.623,136.781,,176.2942,185.7618,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,143.37,,65.6,65.6,131.98,139.7591,7/7/2012
16,16,,,,,,143.4812,,,144.7339,,,,,,144.623,136.781,,176.259,185.7193,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,143.37,,65.6,65.6,131.98,140.0169,7/7/2012
17,17,,,,,,143.4753,,,144.4264,,,,,,144.623,136.781,,176.2405,185.8585,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,143.37,,65.6,65.6,131.98,139.6129,7/7/2012
18,18,,,,,,143.1965,147.4789,145.7415,144.4313,,,,,,144.623,136.781,,176.3148,185.8964,,50,,128.89,128.89,141.662,141.662,,63.371,,,,144.625,143.37,,65.6,65.6,132.1189,139.8268,7/7/2012
19,19,,,,,,142.6501,143.8604,144.9351,144.3986,,,,,,144.623,136.781,,176.3508,185.7779,,50,,128.89,128.89,141.662,141.662,,63.371,,,,144.625,143.37,,65.6,65.6,131.98,139.3847,7/7/2012
20,20,,,,,,142.6491,147.7362,145.1605,144.4007,,,,,,144.623,136.781,,176.4242,185.9102,,50,,128.89,128.89,141.662,141.662,,63.371,,,,144.625,143.37,,65.6,65.6,131.98,140.3721,7/7/2012
21,21,,,,,,142.6557,162.2379,,144.3933,,,,,,144.623,136.781,,176.5081,185.9203,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,143.37,,65.6,65.6,131.98,140.4524,7/7/2012
22,22,,,,,,142.6468,,,147.0515,,,,,,,136.781,,176.3807,185.9094,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,143.37,,65.6,65.6,131.98,139.7686,7/7/2012
23,23,,,,,,142.6485,,,,,,,,,144.623,136.781,,176.268,185.8664,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,143.37,,65.6,65.6,131.98,139.8078,7/7/2012
0,0,,,,,,143.5503,,,,,,,,,,136.781,,176.3039,185.7994,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,143.37,,65.6,65.6,132.0696,140.0685,8/7/2012
1,1,,,,,,146.34,,,,,,,,,144.623,136.781,,176.2478,185.7577,,50,,128.89,128.89,,141.662,,63.371,,,,,,,65.6,65.6,132.3681,140.3578,8/7/2012
2,2,,,,,,,,,,,,,,,,136.781,,176.2969,185.7132,,50,,128.89,128.89,,141.662,,63.371,,,,,,,65.6,65.6,132.3127,140.2659,8/7/2012
3,3,,,,,,,,,,,,,,,,136.781,,176.1739,185.7257,,50,,128.89,128.89,,141.662,,63.371,,,,,,,65.6,65.6,132.1951,140.3823,8/7/2012
4,4,,,,,,,,,,,,,,,,136.781,,176.1568,185.4887,,50,,128.89,128.89,,141.662,,63.371,,,,,,,65.6,65.6,131.98,139.7229,8/7/2012
5,5,,,,,,,,,,,,,,,,136.781,,176.3442,185.5777,,50,,128.89,128.89,,141.662,,63.371,,,,,,,65.6,65.6,132.0025,139.5905,8/7/2012
6,6,,,,,,,,,,,,,,,,136.781,,176.3485,185.5835,,50,,128.89,128.89,,141.662,,63.371,,,,,,,65.6,65.6,132.9227,139.9549,8/7/2012
7,7,,,,,,,,,,,,,,,,136.781,,176.4086,185.8557,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,,,65.6,65.6,131.9902,139.6563,8/7/2012
8,8,,,,,,,,,,,,,,,,136.781,,176.3983,185.8996,,50,,128.89,128.89,141.662,141.662,63.371,63.371,,,,,,,65.6,65.6,132.0871,139.1229,8/7/2012
9,9,,,,,,147.313,,,,,,,,,144.623,136.781,,176.4682,185.9782,,50,,128.89,128.89,141.662,141.662,63.371,63.371,,,,,143.37,,65.6,65.6,132.2105,138.6965,8/7/2012
10,10,,,,,,143.5233,,,,,,,,,144.623,136.781,,176.4309,185.969,,50,,128.89,128.89,141.662,141.662,63.371,63.371,,,,,143.37,,65.6,65.6,131.98,139.3311,8/7/2012
11,11,,,,,,142.9837,,,,,,,,,144.623,136.781,,176.4326,186.0218,,50,,128.89,128.89,141.662,141.662,63.371,63.371,,,,,143.37,,65.6,65.6,131.98,138.2228,8/7/2012
12,12,,,,,,142.6014,,,,,,,,,144.623,136.781,,176.3845,185.9654,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,143.37,,65.6,65.6,131.98,138.8052,8/7/2012
13,13,,,,,,142.6526,,,,,,,,,,136.781,,176.3828,185.9813,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,143.37,,65.6,65.6,131.98,138.913,8/7/2012
14,14,,,,,,143.2362,,,,,,,,,144.623,136.781,,176.3502,186.0379,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,143.37,,65.6,65.6,131.98,138.206,8/7/2012
15,15,,,,,,142.8548,,,,,,,,,144.623,136.781,,176.3223,185.816,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,143.37,,65.6,65.6,131.98,138.6317,8/7/2012
16,16,,,,,,142.8031,,,,,,,,,144.623,136.781,,176.2129,185.9651,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,143.37,,65.6,65.6,132.4371,139.1887,8/7/2012
17,17,,,,,,142.6505,,,,,,,,,144.623,136.781,,176.197,186.0009,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,143.37,,65.6,65.6,132.745,138.2183,8/7/2012
18,18,,,,,,142.6514,151.8677,,148.547,,,,,,144.623,136.781,,176.169,186.0809,,50,,128.89,128.89,141.662,141.662,,63.371,,,,144.625,143.37,,65.6,65.6,132.3507,138.6156,8/7/2012
19,19,,,,,,142.6678,155.6473,,143.7616,,,,,,144.623,136.781,,176.1592,185.6546,,50,,128.89,128.89,141.662,141.662,,63.371,,,,144.625,143.37,,65.6,65.6,132.9143,138.6266,8/7/2012
20,20,,,,,,142.6657,,,146.7499,,,,,,144.623,136.781,,176.0557,185.9082,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,143.37,,65.6,65.6,132.9182,139.1328,8/7/2012
21,21,,,,,,143.0051,,,,,,,,,144.623,136.781,,176.1095,185.6604,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,143.37,,65.6,65.6,132.1827,138.8835,8/7/2012
22,22,,,,,,145.945,,,,,,,,,,136.781,,176.2043,185.8332,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,,,65.6,65.6,132.4895,139.2336,8/7/2012
23,23,,,,,,,,,,,,,,,,136.781,,176.1982,185.9139,,50,,128.89,128.89,141.662,141.662,,63.371,,,,,,,65.6,65.6,132.3006,138.6836,8/7/2012
0,0,,,,,,,,,,,,,,,,140.632,,181.2646,191.3041,,50,,146.5,146.5,,146.5,,63.371,,,,,,,65.6,65.6,135.8313,142.6706,9/7/2012
1,1,,,,,,,,,,,,,,,,140.632,,181.2146,191.4368,,50,,146.5,146.5,,146.5,,63.371,,,,,,,65.6,65.6,135.817,142.6754,9/7/2012
2,2,,,,,,,,,,,,,,,,140.632,,181.2769,190.8946,,50,,146.5,146.5,146.5,146.5,,63.371,,,,,,,65.6,65.6,136.1719,142.6754,9/7/2012
3,3,,,,,,,,,,,,,,,,140.632,,181.1869,190.9534,,50,,146.5,146.5,146.5,146.5,,63.371,,,,,,,65.6,65.6,136.601,143.1509,9/7/2012
4,4,,,,,,,,,,,,,,,,140.632,,181.2415,191.3573,,50,,,146.5,146.5,146.5,,63.371,,,,,,,65.6,65.6,136.8232,142.5187,9/7/2012
5,5,,,,,,,,,,,,,,,,140.632,,181.5399,191.3613,,50,,,146.5,146.5,146.5,,63.371,,,,,,,65.6,65.6,135.854,142.723,9/7/2012
6,6,,,,,,,,,,,,,,,,140.632,,181.4806,191.3422,,50,,146.5,146.5,146.5,146.5,,63.371,,,,,,,65.6,65.6,135.8245,142.0748,9/7/2012
7,7,,,,,,146.7966,,,,,,,,,148.455,140.632,,181.3123,191.1421,,50,,146.5,146.5,146.5,146.5,,63.371,,,,,147.426,,65.6,65.6,136.1065,142.8772,9/7/2012
8,8,,,,,,146.3399,,,152.3506,,,,,,148.455,140.632,,181.5663,190.9794,,50,,146.5,146.5,146.5,146.5,,63.371,,,,,147.426,,65.6,65.6,136.0308,141.9402,9/7/2012
9,9,,,,,,146.3475,157.5397,,148.2666,,,,,,148.455,140.632,,181.4072,191.1181,,50,,146.5,146.5,146.5,146.5,,63.371,,,,,147.426,,65.6,65.6,135.817,142.551,9/7/2012
10,10,,,165.1207,,,146.3969,148.5787,149.6747,148.7046,,,,,,148.455,140.632,,181.4226,191.1309,,50,,146.5,146.5,146.5,146.5,,63.371,,,,148.717,147.426,,65.6,65.6,135.817,141.6295,9/7/2012
11,11,,,157.1101,,,146.4267,149.0982,149.5587,148.6935,,,,,,148.455,140.632,,181.5289,191.2542,,50,,146.5,146.5,146.5,,,63.371,,,,148.717,147.426,,65.6,65.6,135.817,141.5535,9/7/2012
12,12,,,169.5851,,,146.52,149.4317,149.4109,148.7198,,,,,,148.455,140.632,,180.9317,191.1406,,50,,146.5,146.5,146.5,146.5,,63.371,,,,148.717,147.426,,65.6,65.6,135.817,142.2662,9/7/2012
13,13,,,,,,146.5869,150.2983,149.5685,149.109,,,,,,148.455,140.632,,181.0763,191.2303,,50,,146.5,146.5,146.5,146.5,,63.371,,,,,147.426,,65.6,65.6,136.3443,141.6708,9/7/2012
14,14,,,,,,147.5278,149.8977,149.5864,149.2095,,213.225,,,,148.455,140.632,,181.2944,191.2084,,50,,146.5,146.5,146.5,146.5,,63.371,,,,148.717,147.426,,65.6,65.6,135.817,141.5599,9/7/2012
15,15,,,,,,147.3697,149.325,149.4967,148.8765,,,,,,148.455,140.632,,181.5909,191.2409,,50,,146.5,146.5,146.5,146.5,,63.371,,,,148.717,147.426,,65.6,65.6,135.817,141.5599,9/7/2012
16,16,,,,,,146.5082,149.3055,149.7044,148.7712,,,,,,148.455,140.632,,181.6933,191.2819,,50,,146.5,146.5,146.5,146.5,,63.371,,,,,147.426,,65.6,65.6,135.817,141.8091,9/7/2012
17,17,,,,,,146.3998,149.2692,149.4876,148.7338,,,,,,148.455,140.632,,181.4719,191.3999,,50,,146.5,146.5,146.5,146.5,,63.371,,,,148.717,147.426,,65.6,65.6,135.8174,142.1119,9/7/2012
18,18,159.2161,,157.4308,,,146.2674,148.3548,148.9084,148.7218,,,,,,148.455,140.632,,181.3537,191.4126,,50,,146.5,146.5,146.5,146.5,,63.371,,,,148.717,147.426,,65.6,65.6,135.817,141.5419,9/7/2012
19,19,155.9262,,155.7485,,,147.0826,147.9309,148.8196,148.6969,,,,,,148.455,140.632,,181.3537,191.343,,,,146.5,146.5,146.5,146.5,,63.371,,,,148.717,147.426,,65.6,65.6,135.817,141.5419,9/7/2012
20,20,161.0836,,159.1411,,,147.0864,147.7688,148.3155,148.6771,,,,,,148.455,140.632,,181.3537,191.2845,,,,146.5,146.5,146.5,146.5,,63.371,,,,148.717,147.426,,65.6,65.6,135.817,141.5419,9/7/2012
21,21,,,,,,147.0786,155.9191,149.8423,151.1733,,,,,,148.455,140.632,,181.3537,191.4054,,50,,146.5,146.5,146.5,146.5,,63.371,,,,,147.426,,65.6,65.6,135.817,141.5169,9/7/2012
22,22,,,,,,147.0741,,,,,,,,,148.455,140.632,,181.3537,191.4083,,50,,146.5,146.5,146.5,146.5,,63.371,,,,,147.426,,65.6,65.6,135.817,142.0856,9/7/2012
23,23,,,,,,147.9309,,,,,,,,,148.455,140.632,,181.3537,191.3092,,50,,146.5,146.5,146.5,146.5,,63.371,,,,,147.426,,65.6,65.6,135.817,142.3675,9/7/2012
0,0,,,,,,,,,,,,,,,,140.632,,181.0659,191.2845,,50,,146.5,146.5,,146.5,,63.371,,,,,,,65.6,65.6,135.817,143.6082,10/7/2012
1,1,,,,,,,,,,,,,,,,140.632,,181.1401,191.2402,,50,,146.5,146.5,,146.5,,63.371,,,,,,,65.6,65.6,135.817,143.2533,10/7/2012
2,2,,,,,,147.5751,,,,,,,,,,140.632,,181.2155,191.3636,,50,,146.5,146.5,,146.5,,63.371,,,,,,,65.6,65.6,136.1882,142.4722,10/7/2012
3,3,,,,,,149.8655,,,,,,,,,,140.632,,181.1365,191.3958,,50,,146.5,146.5,,146.5,,63.371,,,,,,,65.6,65.6,135.8693,142.8458,10/7/2012
4,4,,,,,,148.0086,,,,,,,,,,140.632,,180.9624,191.3063,,50,,146.5,146.5,146.5,146.5,,63.371,,,,,,,65.6,65.6,135.817,142.3286,10/7/2012
5,5,,,,,,147.1433,,,,,,,,,,140.632,,181.0517,191.3192,,50,,146.5,146.5,146.5,146.5,,63.371,,,,,,,65.6,65.6,135.8958,142.6525,10/7/2012
6,6,,,,,,147.1261,,,,,,,,,,140.632,,181.19,190.9894,,50,,146.5,146.5,146.5,146.5,,63.371,,,,,,,65.6,65.6,135.817,141.967,10/7/2012
7,7,,,,,,147.1397,,,152.4652,,,,,,148.455,140.632,,181.0026,190.8185,,50,,146.5,146.5,146.5,146.5,,63.371,,,,,147.426,,65.6,65.6,135.817,141.9196,10/7/2012
8,8,158.7554,,,,,147.1615,,,148.6233,,,,,,148.455,140.632,,181.2302,191.1109,,50,,146.5,146.5,146.5,146.5,,63.371,,,,148.717,147.426,,65.6,65.6,136.0402,141.7729,10/7/2012
9,9,155.4524,156.325,,,,147.1739,,,148.6903,,,,,,148.455,140.632,,181.282,191.1101,,50,,146.5,146.5,146.5,146.5,,63.371,,,,148.717,147.426,,65.6,65.6,135.9363,142.5429,10/7/2012
10,10,155.8198,156.903,,,,147.1949,157.5627,149.4816,148.6938,,213.225,,,,148.455,140.632,,181.2302,191.1348,,50,,146.5,146.5,146.5,146.5,,63.371,,,,148.717,147.426,,65.6,65.6,135.817,141.5711,10/7/2012
11,11,155.9909,167.5462,,,,147.219,148.26,148.9486,148.6668,,,,,,148.455,140.632,,181.4047,191.1694,,50,,146.5,146.5,146.5,146.5,,63.371,,,,148.717,147.426,,65.6,65.6,135.817,141.5682,10/7/2012
12,12,163.1013,,,,,147.3454,148.86,148.8994,148.6656,,213.225,,,,148.455,140.632,,181.2175,191.0556,,50,,146.5,146.5,146.5,146.5,,63.371,,,,148.717,147.426,,65.6,65.6,135.817,141.6977,10/7/2012
13,13,158.04,,,,,147.6435,149.0349,148.8984,148.9536,,,,,,148.455,140.632,,181.1804,190.9994,,50,,146.5,146.5,146.5,146.5,,63.371,,,,148.717,147.426,,65.6,65.6,135.8171,142.0158,10/7/2012
14,14,157.0088,156.9955,,,,147.6746,149.2631,148.9363,149.1335,,,,,,148.455,140.632,,181.2251,191.0011,,50,,146.5,146.5,146.5,146.5,,63.371,,,,148.717,147.426,,65.6,65.6,136.1402,143.0889,10/7/2012
15,15,169.0744,165.0856,,,,147.4402,149.1349,149.4176,148.7304,,,,,,148.455,140.632,,181.0977,191.0414,,50,,146.5,146.5,146.5,146.5,,63.371,,,,,147.426,,65.6,65.6,136.1912,142.1124,10/7/2012
16,16,,,,,,147.4294,149.062,,148.6908,,,,,,148.455,140.632,,181.1246,191.0352,,50,,146.5,146.5,146.5,146.5,,63.371,,,,,147.426,,65.6,65.6,135.8191,142.2566,10/7/2012
17,17,,,,,,147.4258,148.0725,149.6779,148.6449,,,,,,148.455,140.632,,181.0647,190.9896,,50,,146.5,146.5,146.5,146.5,,63.371,,,,,147.426,,65.6,65.6,135.817,142.7217,10/7/2012
18,18,,,158.2569,,,147.4255,147.9757,149.0764,148.6222,,,,,,148.455,140.632,,181.0453,190.9685,,50,,146.5,146.5,146.5,146.5,,63.371,,,,148.717,147.426,,65.6,65.6,135.817,142.6002,10/7/2012
19,19,,,157.6303,,,147.4243,147.9564,149.3703,148.5977,,,,,,148.455,140.632,,181.0453,190.9961,,50,,146.5,146.5,146.5,146.5,,63.371,,,,148.717,147.426,,65.6,65.6,135.817,142.4364,10/7/2012
20,20,,,,,,147.3756,147.9618,149.559,148.5783,,,,,,148.455,140.632,,181.299,191.5365,,50,,146.5,146.5,146.5,146.5,,63.371,,,,148.717,147.426,,65.6,65.6,135.817,142.5927,10/7/2012
21,21,,,,,,147.3197,155.6564,,148.597,,,,,,148.455,140.632,,181.4181,191.1834,,50,,146.5,146.5,146.5,146.5,,63.371,,,,,147.426,,65.6,65.6,135.817,142.535,10/7/2012
22,22,,,,,,147.3297,,,148.6005,,,,,,148.455,140.632,,181.4566,191.0556,,50,,146.5,146.5,146.5,146.5,,63.371,,,,,147.426,,65.6,65.6,135.817,143.2846,10/7/2012
23,23,,,,,,147.3174,,,153.1638,,,,,,148.455,140.632,,181.4566,190.9385,,50,,146.5,146.5,146.5,146.5,,63.371,,,,,147.426,,65.6,65.6,135.817,142.8913,10/7/2012
0,0,,,,,,147.8661,,,,,,,,,,140.632,,181.4566,191.012,,50,,146.5,146.5,146.5,146.5,,63.371,,,,,,,65.6,65.6,135.817,143.1924,11/7/2012
1,1,,,,,,151.0565,,,,,,,,,,140.632,,181.4423,191.0265,,50,,146.5,146.5,146.5,146.5,,63.371,,,,,,,65.6,65.6,135.9362,145.328,11/7/2012
2,2,,,,,,,,,,,,,,,,,,181.4671,190.9643,,50,,146.5,146.5,146.5,146.5,,63.371,,,,,,,65.6,65.6,135.818,153.1572,11/7/2012
3,3,,,,,,,,,,,,,,,,,,181.2748,190.8234,,50,,146.5,146.5,146.5,146.5,,63.371,,,,,,,65.6,65.6,135.8176,153.539,11/7/2012
4,4,,,,,,,,,,,,,,,,,,181.2302,190.8066,,50,,146.5,146.5,146.5,146.5,,63.371,,,,,,,65.6,65.6,135.8209,148.5667,11/7/2012
5,5,,,,,,,,,,,,,,,,,,181.2302,191.1686,,50,,146.5,146.5,146.5,146.5,,63.371,,,,,,,65.6,65.6,135.8241,144.6005,11/7/2012
6,6,,,,,,,,,,,,,,,,140.632,,181.2302,191.4516,,50,,146.5,146.5,146.5,146.5,,63.371,,,,,,,65.6,65.6,135.817,141.6408,11/7/2012
7,7,,,,,,147.5157,,,158.3073,,,,,,148.455,140.632,,181.2302,191.1636,,50,,146.5,146.5,146.5,146.5,,63.371,,,,,147.426,,65.6,65.6,135.817,142.0891,11/7/2012
8,8,,,,,,147.279,162.9698,,149.2925,,,,,,148.455,140.632,,181.2137,191.0002,,50,,146.5,146.5,146.5,146.5,,63.371,,,,,147.426,,65.6,65.6,135.817,141.9698,11/7/2012
9,9,,,,,,147.3035,148.721,149.5398,149.1985,,,,,,148.455,140.632,,181.2708,191.2308,,50,,146.5,146.5,146.5,146.5,,63.371,,,,,147.426,,65.6,65.6,135.817,142.0979,11/7/2012
10,10,,,,,,147.4001,148.9817,149.0941,149.2043,,,,,,148.455,140.632,,181.1976,191.077,,50,,146.5,146.5,146.5,146.5,,63.371,,,,148.717,147.426,,65.6,65.6,135.817,142.0389,11/7/2012
11,11,,,159.2999,,,147.1397,149.1748,149.3707,149.2171,,213.225,,,,148.455,140.632,,181.5008,191.0837,,50,,146.5,146.5,146.5,146.5,,63.371,,,,148.717,147.426,,65.6,65.6,135.817,141.6831,11/7/2012
12,12,,,156.4795,,,147.2955,148.1075,149.3919,149.2149,,,,,,148.455,140.632,,181.3627,190.9692,,50,,146.5,146.5,146.5,146.5,,63.371,,,,148.717,147.426,,65.6,65.6,135.817,142.2523,11/7/2012
13,13,,,156.6552,,,147.4564,148.7138,149.3307,149.6264,,,,,,148.455,140.632,,181.2716,190.9367,,50,,146.5,146.5,146.5,146.5,,63.371,,,,148.717,147.426,,65.6,65.6,135.817,141.7767,11/7/2012
14,14,,,156.6387,,,147.4959,148.5073,149.2257,149.6967,,,,,,148.455,140.632,,181.2716,191.2845,,50,,146.5,146.5,146.5,146.5,,63.371,,,,148.717,147.426,,65.6,65.6,135.817,141.6742,11/7/2012
15,15,,,157.6637,,,147.5483,149.2349,149.5805,150.1572,,,,,,148.455,140.632,,181.2716,191.2248,,50,,146.5,146.5,146.5,146.5,,63.371,,,,148.717,147.426,,65.6,65.6,135.817,142.0972,11/7/2012
16,16,,,168.0488,,,147.5419,149.5068,149.6657,149.234,,,,,,148.455,140.632,,181.3038,191.1469,,50,,146.5,146.5,146.5,146.5,,63.371,,,,148.717,147.426,,65.6,65.6,135.817,141.9204,11/7/2012
17,17,,,,,,147.5257,147.9434,,149.2392,,,,,,148.455,140.632,,181.2716,191.1129,,50,,146.5,146.5,146.5,146.5,,63.371,,,,,147.426,,65.6,65.6,135.817,141.6979,11/7/2012
18,18,163.0692,162.91,158.3764,,,147.5451,147.9274,149.3768,149.2179,,,,,,148.455,140.632,,181.2716,190.8612,,50,,146.5,146.5,146.5,146.5,,63.371,,,,148.717,147.426,,65.6,65.6,135.817,141.861,11/7/2012
19,19,159.0616,157.8772,158.5673,,,147.5093,147.8953,149.1066,149.2015,,,,,,148.455,140.632,,181.1679,191.0861,,50,,146.5,146.5,146.5,146.5,,63.371,,,,148.717,147.426,,65.6,65.6,135.817,141.7789,11/7/2012
20,20,,,170.449,,,147.4943,147.8986,149.2361,149.185,,,,,,148.455,140.632,,181.0038,191.3203,,50,,146.5,146.5,146.5,146.5,,63.371,,,,148.717,147.426,,65.6,65.6,135.817,141.9386,11/7/2012
21,21,,,,,,147.4708,147.8916,149.5262,152.3443,,,,,,148.455,140.632,,181.2579,191.3989,,50,,146.5,146.5,146.5,146.5,,63.371,,,,,147.426,,65.6,65.6,135.817,141.9067,11/7/2012
