,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,GSR,HPA1,HPA2,C.CONT,C.OPOR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
17,17,,,,130.05,,,111.7088,114.5652,116.294,122.728,,,,,,112.7997,111.2727,,,135.0753,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,113.089,,85.0605,82.583,,,,,,89.5,,,106.8164,107.387,2/12/2014
18,18,,,,,,,111.7032,112.6926,,116.4421,,,,,,112.7997,111.2727,,,135.1769,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,113.089,,85.0605,82.583,,,,,,89.5,,89.5,106.771,107.3604,2/12/2014
19,19,,,,,,,111.6872,112.7484,,,,,,,,112.7997,111.2727,,,135.1993,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,113.089,,85.0605,82.583,,,,,,89.5,,89.5,106.5667,107.4754,2/12/2014
20,20,,,,,,,111.689,114.5905,,,,,,,,112.7997,111.2727,,,135.1105,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,113.089,,85.0605,82.583,,,,,,89.5,,89.5,106.5667,107.6832,2/12/2014
21,21,,,,,,,112.2182,129.6294,,,,,,,,112.7997,111.2727,,,135.0743,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,,,85.0605,82.583,,,,,,89.5,,89.5,106.5667,107.5644,2/12/2014
22,22,,,,,,,,,,,,,,,,112.7997,111.2727,,,135.1072,,,113.498,113.498,,,50,34.1659,107.18,107.18,,,,85.0605,82.583,,,,,,89.5,,89.5,106.5706,108.2333,2/12/2014
23,23,,,,,,,,,,,,,,,,,,,,135.0888,,,113.498,113.498,,,50,34.1659,107.18,107.18,,,,85.0605,82.583,,,,,,89.5,,89.5,106.6539,109.2307,2/12/2014
0,00,,,,,,,,,,,,,,,,,,,,135.1865,,,113.498,113.498,,,50,34.1659,107.18,107.18,,,,85.0605,82.583,,,,,,89.5,,89.5,108.1005,,3/12/2014
1,01,,,,,,,,,,,,,,,,,,,,135.0725,,,113.498,113.498,,,50,34.1659,107.18,107.18,,,,85.0605,82.583,,,,,,89.5,,89.5,110.2295,,3/12/2014
2,02,,,,,,,,,,,,,,,,,,,,135.0659,,,113.498,113.498,,,50,34.1659,107.18,107.18,,,,85.0605,82.583,,,,,,89.5,,89.5,,,3/12/2014
3,03,,,,,,,,,,,,,,,,,,,,135.06,,,113.498,113.498,,,50,34.1659,107.18,107.18,,,,85.0605,82.583,,,,,,89.5,,89.5,,,3/12/2014
4,04,,,,,,,,,,,,,,,,,,,,135.0595,,,113.498,113.498,,,50,34.1659,107.18,107.18,,,,85.0605,82.583,,,,,,89.5,,89.5,117.9927,,3/12/2014
5,05,,,,,,,,,,,,,,,,,111.2727,,,135.0947,,,113.498,113.498,,,50,34.1659,107.18,107.18,,,,85.0605,82.583,,,,,,89.5,,89.5,107.2923,,3/12/2014
6,06,,,,,,,,,,,,,,,,,111.2727,,,135.1005,,,113.498,113.498,,,50,34.1659,107.18,107.18,,,,85.0605,82.583,,,,,,89.5,,89.5,106.7297,109.9079,3/12/2014
7,07,,,,,,,,,,,,,,,,,,,,135.0983,,,113.498,113.498,,,50,34.1659,107.18,107.18,,,,85.0605,82.583,,,,,,89.5,,,106.5774,108.0502,3/12/2014
8,08,,,,,,,,,,,,,,,,,111.2727,,,135.1332,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,,,85.0605,82.583,,,,,,89.5,,,106.5705,107.3033,3/12/2014
9,09,,,,,,,113.2534,120.0197,,,,,,,,,111.2727,,,135.1918,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,113.089,,85.0605,82.583,,,,,,89.5,,,106.5667,107.397,3/12/2014
10,10,,,,,,,112.2534,113.0857,,,,,,,,112.7997,111.2727,,,135.0822,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,113.089,,85.0605,82.583,,,,,,89.5,,,106.5667,107.6591,3/12/2014
11,11,,,,,,,112.2377,113.0676,,,,,,,,112.7997,111.2727,,,135.0095,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,113.089,,85.0605,82.583,,,,,,89.5,,,106.5667,107.52,3/12/2014
12,12,,,,,,,112.2808,113.1626,,,,,,,,112.7997,111.2727,,,135.0352,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,113.089,,85.0605,82.583,,,,,,89.5,,,106.5667,107.649,3/12/2014
13,13,,,,,,,112.3024,113.284,,,,,,,,112.7997,111.2727,,,135.0082,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,113.089,,85.0605,82.583,,,,,,89.5,,,106.5667,107.3944,3/12/2014
14,14,,,,,,,112.2151,113.2604,,122.728,,,,,,112.7997,111.2727,,,135.0311,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,113.089,,85.0605,82.583,,,,117.939,116.406,89.5,,,106.5667,107.2306,3/12/2014
15,15,,,,,,,111.9965,113.3096,,115.9954,,,,,,112.7997,111.2727,,,135.0564,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,113.089,,85.0605,82.583,,,,117.939,116.406,89.5,,,106.5667,107.6017,3/12/2014
16,16,,,,,,,112.2062,118.6909,,117.0625,,,,,,112.7997,111.2727,,,135.0291,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,113.089,,85.0605,82.583,,,,,,89.5,,,106.5667,107.5393,3/12/2014
17,17,,,,,,,112.1902,119.4852,,116.5302,,,,,,112.7997,111.2727,,,135.0253,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,113.089,,85.0605,82.583,,,,,,89.5,,,106.5667,107.5369,3/12/2014
18,18,,,,,,,111.7288,112.731,,114.9582,,,,,,112.7997,111.2727,,,135.0118,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,113.089,,85.0605,82.583,,,,,,89.5,,89.5,106.5667,107.2582,3/12/2014
19,19,,,,,,,111.7334,112.7384,,,,,,,,112.7997,111.2727,,,135.0737,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,113.089,,85.0605,82.583,,,,,,89.5,,89.5,106.5667,107.17,3/12/2014
20,20,,,,,,,111.7452,120.7737,,,,,,,,112.7997,111.2727,,,135.0842,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,113.089,,85.0605,82.583,,,,,,89.5,,89.5,106.5667,107.3967,3/12/2014
21,21,,,,,,,112.5807,,,,,,,,,112.7997,111.2727,,,135.1003,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,,,85.0605,82.583,,,,,,89.5,,89.5,106.6394,107.4669,3/12/2014
22,22,,,,,,,,,,,,,,,,112.7997,111.2727,,,135.0738,,,113.498,113.498,,,50,34.1659,107.18,107.18,,,,85.0605,82.583,,,,,,89.5,,89.5,107.1977,107.8407,3/12/2014
23,23,,,,,,,,,,,,,,,,,,,,135.0944,,,113.498,113.498,,,50,34.1659,107.18,107.18,,,,85.0605,82.583,,,,,,89.5,,89.5,107.512,108.5799,3/12/2014
0,00,,,,,,,,,,,,,,,,,,,,135.0712,,,113.498,113.498,,,50,34.1659,107.18,107.18,,,,85.0605,82.583,,,,,,89.5,,89.5,107.4867,,4/12/2014
1,01,,,,,,,,,,,,,,,,,,,,135.0299,,,113.498,113.498,,,50,34.1659,107.18,107.18,,,,85.0605,82.583,,,,,,89.5,,89.5,107.4803,,4/12/2014
2,02,,,,,,,,,,,,,,,,,,,,134.9888,,,113.498,113.498,,,50,34.1659,107.18,107.18,,,,85.0605,82.583,,,,,,89.5,,89.5,107.449,,4/12/2014
3,03,,,,,,,,,,,,,,,,,,,,135.019,,,113.498,113.498,,,50,34.1659,107.18,107.18,,,,85.0605,82.583,,,,,,89.5,,89.5,107.4844,,4/12/2014
4,04,,,,,,,,,,,,,,,,,,,,135.0594,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,,,85.0605,82.583,,,,,,89.5,,89.5,107.8245,,4/12/2014
5,05,,,,,,,,,,,,,,,,,,,,135.063,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,113.089,,85.0605,82.583,,,,,,89.5,,89.5,108.3138,109.4279,4/12/2014
6,06,,,,,,,,,,,,,,,,,,,,135.0735,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,,,85.0605,82.583,,,,,,89.5,,89.5,107.5039,107.9266,4/12/2014
7,07,,,,,,,112.3235,,,,,,,,,,111.2727,,,135.073,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,,,85.0605,82.583,,,,,,89.5,,,106.5712,107.4089,4/12/2014
8,08,,,,,,,112.1613,,,,,,,,,,111.2727,,,135.1052,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,113.089,,85.0605,82.583,,,,,,89.5,,,106.5667,107.6179,4/12/2014
9,09,,,,,,,112.2104,114.5855,,,,,,,,112.7997,111.2727,,,135.1579,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,113.089,,85.0605,82.583,,,,,,89.5,,,106.5733,107.3058,4/12/2014
10,10,,,,,,,112.0879,113.9174,,121.0968,,,,,,112.7997,111.2727,,,135.1276,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,113.089,,85.0605,82.583,,,,,,89.5,,,107.8971,107.4624,4/12/2014
11,11,,,,,,,111.7102,114.0612,,,,,,,,112.7997,111.2727,,,135.0049,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,113.089,,85.0605,82.583,,,,,,89.5,,,106.6411,107.3375,4/12/2014
12,12,,,,,,,111.7645,113.8184,,118.7081,,,,,,112.7997,111.2727,,,134.9853,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,113.089,,85.0605,82.583,,,,,,89.5,,89.5,106.5936,107.3363,4/12/2014
13,13,,,,,,,111.8487,114.2326,,113.4931,,,,,,112.7997,111.2727,,,134.9546,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,113.089,,85.0605,82.583,,,,,,89.5,,89.5,106.6151,107.277,4/12/2014
14,14,,,,,,,111.7376,114.0858,116.6455,113.7965,,,,,,112.7997,111.2727,,,135.0098,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,113.089,,85.0605,82.583,,,,117.939,116.406,89.5,,89.5,106.5981,107.1704,4/12/2014
15,15,,,,,,,111.6409,114.0054,116.66,113.8181,,,,,,112.7997,111.2727,,,135.0955,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,113.089,,85.0605,82.583,,,,117.939,116.406,89.5,,89.5,106.8864,107.3049,4/12/2014
16,16,,,,,,,111.2949,112.9873,116.3793,113.8117,,,,,,112.7997,111.2727,,,135.0824,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,113.089,,85.0605,82.583,,,,117.939,116.406,89.5,,89.5,107.2648,107.4206,4/12/2014
17,17,,127.4038,127.5631,130.3717,,,111.3095,113.0077,116.1558,113.51,,,,,,112.7997,111.2727,,,135.148,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,113.089,,85.0605,82.583,,,,117.939,116.406,89.5,,89.5,107.9094,107.5382,4/12/2014
18,18,,,,,,,111.3073,112.7665,116.0324,113.2176,,,,,,112.7997,111.2727,,,135.1138,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,113.089,,85.0605,82.583,,,,117.939,116.406,89.5,,89.5,107.5336,107.5047,4/12/2014
19,19,,,,,,,111.3092,112.7567,116.1359,113.0194,,,,,,112.7997,111.2727,,,135.0853,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,113.089,,85.0605,82.583,,,,117.939,116.406,89.5,,89.5,107.93,107.4987,4/12/2014
20,20,,,,,,,111.3036,112.7636,116.332,113.0194,,,,,,112.7997,111.2727,,,135.1057,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,113.089,,85.0605,82.583,,,,,,89.5,,89.5,106.8329,107.5074,4/12/2014
21,21,,,,,,,111.3143,113.6937,,115.5132,,,,,,112.7997,111.2727,,,135.0589,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,113.089,,85.0605,82.583,,,,,,89.5,,89.5,107.3042,107.6016,4/12/2014
22,22,,,,,,,111.3152,122.4635,,,,,,,,112.7997,111.2727,,,135.0605,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,,,85.0605,82.583,,,,,,89.5,,89.5,106.8488,107.4173,4/12/2014
23,23,,,,,,,111.3179,,,,,,,,,112.7997,111.2727,,,135.0934,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,,,85.0605,82.583,,,,,,89.5,,89.5,106.9248,107.5546,4/12/2014
0,00,,,,,,,112.9988,,,,,,,,,112.7997,111.2727,,,135.0623,,,113.498,113.498,,,50,34.1659,107.18,107.18,,,,85.0605,82.583,,,,,,89.5,,89.5,107.9488,107.7506,5/12/2014
1,01,,,,,,,,,,,,,,,,,111.2727,,,135.1293,,,113.498,113.498,,,50,34.1659,107.18,107.18,,,,85.0605,82.583,,,,,,89.5,,89.5,108.1627,107.5354,5/12/2014
2,02,,,,,,,,,,,,,,,,,111.2727,,,135.0498,,,113.498,113.498,,,50,34.1659,107.18,107.18,,,,85.0605,82.583,,,,,,89.5,,89.5,108.0698,107.6497,5/12/2014
3,03,,,,,,,,,,,,,,,,,111.2727,,,135.0717,,,113.498,113.498,,,50,34.1659,107.18,107.18,,,,85.0605,82.583,,,,,,89.5,,89.5,108.0106,107.5592,5/12/2014
4,04,,,,,,,,,,,,,,,,,111.2727,,,135.1117,,,113.498,113.498,,,50,34.1659,107.18,107.18,,,,85.0605,82.583,,,,,,89.5,,89.5,116.7446,107.4135,5/12/2014
5,05,,,,,,,,,,,,,,,,,,,,,,,113.498,,,,,,,107.18,113.089,113.089,,85.0605,82.583,,,,,,,,89.5,125.1303,,5/12/2014
6,06,,129.5861,,,,,,,,,177.882,177.882,,,,112.7997,111.2727,,,,,,113.498,113.498,,,50,34.1659,,107.18,113.089,113.089,,85.0605,82.583,,,,117.939,,,,,111.63,107.8622,5/12/2014
7,07,,122.9665,,,,,111.6382,114.9391,116.1245,117.0192,177.882,177.882,,,,112.7997,111.2727,,,,,,113.498,113.498,,,50,34.1659,,107.18,113.089,113.089,,85.0605,82.583,,,,117.939,116.406,89.5,,,107.275,107.5341,5/12/2014
8,08,,131.266,,,,,111.4795,112.9084,116.0218,113.3856,,,,,,112.7997,111.2727,,,,,,113.498,113.498,,,50,34.1659,,107.18,113.089,113.089,,85.0605,82.583,,,,117.939,116.406,89.5,,,106.9681,107.4486,5/12/2014
9,09,,121.4746,121.9117,,,,111.5413,112.9223,116.0296,113.3795,,,,,,112.7997,111.2727,,,,,,113.498,113.498,,,50,34.1659,,107.18,113.089,113.089,,85.0605,82.583,,,,117.939,116.406,89.5,,,106.6982,107.7373,5/12/2014
10,10,,120.4088,120.1874,129.4638,125.8053,130.3209,111.4946,113.0462,116.0281,113.3858,,177.882,,,,112.7997,111.2727,,,,,,113.498,113.498,,,50,34.1659,,107.18,113.089,113.089,,85.0605,82.583,,,,117.939,116.406,89.5,,,106.5976,107.2603,5/12/2014
11,11,,120.729,120.1751,123.5454,121.8693,124.0661,111.2987,113.0987,116.1211,113.3783,,,,,,112.7997,111.2727,,,,,,113.498,113.498,,,50,34.1659,,107.18,113.089,113.089,,85.0605,82.583,,,,117.939,116.406,89.5,,,106.6248,107.2813,5/12/2014
12,12,,120.659,120.1697,122.9766,121.9332,123.8722,111.3747,113.2818,116.2293,113.3919,,,,,,112.7997,111.2727,,,,,,113.498,113.498,,,50,34.1659,,107.18,113.089,113.089,,85.0605,82.583,,,,117.939,116.406,89.5,,,106.7487,107.3953,5/12/2014
13,13,,120.5125,120.4442,122.3583,121.9281,124.1819,111.3758,114.1089,116.221,113.3919,,,,,,112.7997,111.2727,,,,,,113.498,113.498,,,50,34.1659,,107.18,113.089,113.089,,85.0605,82.583,,,,117.939,116.406,89.5,,,106.6221,107.2805,5/12/2014
14,14,,120.6021,120.1938,122.3985,121.9388,123.9224,111.3673,114.2198,116.2412,113.3873,,,,,,112.7997,111.2727,,,,,,113.498,113.498,,,50,34.1659,,107.18,113.089,113.089,,85.0605,82.583,,,,117.939,116.406,89.5,,,106.6001,107.3178,5/12/2014
15,15,,120.6009,120.1644,122.4615,123.5402,126.0971,111.3663,112.9471,116.2377,113.3999,,,,,,112.7997,111.2727,,,,,,113.498,113.498,,,50,34.1659,,107.18,113.089,113.089,,85.0605,82.583,,,,117.939,116.406,89.5,,,106.9332,107.4487,5/12/2014
16,16,,120.6394,120.2805,123.3141,123.8683,,111.3636,113.0019,116.0287,113.4112,,,,,,112.7997,111.2727,,,135.515,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,113.089,,85.0605,82.583,,,,117.939,116.406,89.5,,89.5,107.7315,107.7821,5/12/2014
17,17,,120.4717,124.0993,126.0907,124.1482,128.8017,111.3612,112.972,116.0271,113.4051,,,,,,112.7997,111.2727,,,135.4699,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,113.089,,85.0605,82.583,,,,117.939,116.406,89.5,,89.5,107.5134,107.5499,5/12/2014
18,18,,120.501,120.0452,123.2132,121.8295,123.9066,111.332,112.9493,116.0296,113.3935,,,,,,112.7997,111.2727,,,135.0785,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,113.089,,85.0605,82.583,,,,117.939,116.406,89.5,,89.5,108.0728,107.695,5/12/2014
19,19,,121.3506,122.0948,126.9695,124.161,131.0777,111.3244,113.0847,116.0892,113.3994,,,,,,112.7997,111.2727,,,135.1123,,,113.498,113.498,,,50,34.1659,107.18,107.18,113.089,113.089,,85.0605,82.583,,,,117.939,116.406,89.5,,89.5,108.1359,107.6442,5/12/2014
