datetime,prog_ind,prog_liq,real_ind,real_liq
2013-01-01 00:00:00,158.11,158.11,159.24,159.24
2013-01-01 01:00:00,158.11,158.11,163.03,163.03
2013-01-01 02:00:00,153.95,153.95,158.22,158.22
2013-01-01 03:00:00,149.71,149.71,158.87,158.87
2013-01-01 04:00:00,150.09,150.09,156.72,156.72
2013-01-01 05:00:00,154.33,154.33,152.03,152.03
2013-01-01 06:00:00,158.1,158.1,158.1,158.1
2013-01-01 07:00:00,153.5,153.5,158.1,158.1
2013-01-01 08:00:00,149.35,149.35,159.75,159.75
2013-01-01 09:00:00,151.28,151.28,158.1,158.1
2013-01-01 10:00:00,155.43,155.43,158.1,158.1
2013-01-01 11:00:00,158.1,158.1,158.1,158.1
2013-01-01 12:00:00,158.1,158.1,154.9,154.9
2013-01-01 13:00:00,158.1,158.1,157.66,157.66
2013-01-01 14:00:00,158.1,158.1,158.1,158.1
2013-01-01 15:00:00,158.1,158.1,152.76,152.76
2013-01-01 16:00:00,158.1,158.1,158.79,158.79
2013-01-01 17:00:00,159.4,159.4,157.88,157.88
2013-01-01 18:00:00,160.52,160.52,162.65,162.65
2013-01-01 19:00:00,160.52,160.52,159.74,159.74
2013-01-01 20:00:00,160.52,160.52,163.53,163.53
2013-01-01 21:00:00,159.4,159.4,158.59,158.59
2013-01-01 22:00:00,156.82,156.82,158.87,158.87
2013-01-01 23:00:00,157.0,157.0,155.63,155.63
2013-01-02 00:00:00,158.72,158.72,151.68,151.68
2013-01-02 01:00:00,158.72,158.72,148.92,148.92
2013-01-02 02:00:00,158.72,158.72,150.26,150.26
2013-01-02 03:00:00,158.72,158.72,149.98,149.98
2013-01-02 04:00:00,158.72,158.72,158.1,158.1
2013-01-02 05:00:00,157.7,157.7,158.1,158.1
2013-01-02 06:00:00,157.38,157.38,148.24,148.24
2013-01-02 07:00:00,158.13,158.13,159.05,159.05
2013-01-02 08:00:00,159.59,159.59,160.33,160.33
2013-01-02 09:00:00,160.14,160.14,159.48,159.48
2013-01-02 10:00:00,160.52,160.52,159.62,159.62
2013-01-02 11:00:00,160.52,160.52,160.52,160.52
2013-01-02 12:00:00,160.52,160.52,160.52,160.52
2013-01-02 13:00:00,160.52,160.52,160.52,160.52
2013-01-02 14:00:00,160.52,160.52,160.72,160.72
2013-01-02 15:00:00,160.52,160.52,160.52,160.52
2013-01-02 16:00:00,160.52,160.52,160.52,160.52
2013-01-02 17:00:00,161.5,161.5,162.29,162.29
2013-01-02 18:00:00,162.46,162.46,163.35,163.35
2013-01-02 19:00:00,161.9,161.9,164.39,164.39
2013-01-02 20:00:00,160.93,160.93,160.52,160.52
2013-01-02 21:00:00,160.52,160.52,160.17,160.17
2013-01-02 22:00:00,160.0,160.0,160.72,160.72
2013-01-02 23:00:00,159.1,159.1,158.03,158.03
2013-01-03 00:00:00,158.34,158.34,155.79,155.79
2013-01-03 01:00:00,158.34,158.34,151.48,151.48
2013-01-03 02:00:00,158.34,158.34,158.7,158.7
2013-01-03 03:00:00,158.34,158.34,152.76,152.76
2013-01-03 04:00:00,158.34,158.34,161.65,161.65
2013-01-03 05:00:00,158.34,158.34,159.09,159.09
2013-01-03 06:00:00,159.54,159.54,160.02,160.02
2013-01-03 07:00:00,160.52,160.52,160.93,160.93
2013-01-03 08:00:00,160.52,160.52,159.4,159.4
2013-01-03 09:00:00,160.52,160.52,160.33,160.33
2013-01-03 10:00:00,160.52,160.52,160.52,160.52
2013-01-03 11:00:00,161.52,161.52,160.52,160.52
2013-01-03 12:00:00,161.68,161.68,160.52,160.52
2013-01-03 13:00:00,161.68,161.68,160.52,160.52
2013-01-03 14:00:00,161.68,161.68,163.64,163.64
2013-01-03 15:00:00,161.68,161.68,162.48,162.48
2013-01-03 16:00:00,161.68,161.68,161.7,161.7
2013-01-03 17:00:00,162.07,162.07,160.52,160.52
2013-01-03 18:00:00,162.46,162.46,160.52,160.52
2013-01-03 19:00:00,162.46,162.46,160.52,160.52
2013-01-03 20:00:00,160.93,160.93,160.52,160.52
2013-01-03 21:00:00,160.52,160.52,159.87,159.87
2013-01-03 22:00:00,160.52,160.52,163.12,163.12
2013-01-03 23:00:00,159.45,159.45,157.7,157.7
2013-01-04 00:00:00,156.5,156.5,158.52,158.52
2013-01-04 01:00:00,154.74,154.74,166.0,166.0
2013-01-04 02:00:00,154.74,154.74,152.99,152.99
2013-01-04 03:00:00,155.0,155.0,152.76,152.76
2013-01-04 04:00:00,153.94,153.94,157.81,157.81
2013-01-04 05:00:00,157.27,157.27,159.2,159.2
2013-01-04 06:00:00,155.54,155.54,164.86,164.86
2013-01-04 07:00:00,157.3,157.3,158.21,158.21
2013-01-04 08:00:00,159.51,159.51,163.02,163.02
2013-01-04 09:00:00,159.9,159.9,159.39,159.39
2013-01-04 10:00:00,160.32,160.32,160.28,160.28
2013-01-04 11:00:00,160.52,160.52,160.52,160.52
2013-01-04 12:00:00,160.52,160.52,160.52,160.52
2013-01-04 13:00:00,160.52,160.52,160.52,160.52
2013-01-04 14:00:00,160.52,160.52,160.52,160.52
2013-01-04 15:00:00,160.52,160.52,160.52,160.52
2013-01-04 16:00:00,160.52,160.52,160.52,160.52
2013-01-04 17:00:00,160.93,160.93,160.52,160.52
2013-01-04 18:00:00,161.34,161.34,160.52,160.52
2013-01-04 19:00:00,161.34,161.34,160.52,160.52
2013-01-04 20:00:00,161.34,161.34,160.52,160.52
2013-01-04 21:00:00,160.52,160.52,162.39,162.39
2013-01-04 22:00:00,160.52,160.52,160.5,160.5
2013-01-04 23:00:00,159.45,159.45,157.52,157.52
2013-01-05 00:00:00,154.74,154.74,156.04,156.04
2013-01-05 01:00:00,156.1,156.1,152.76,152.76
2013-01-05 02:00:00,157.38,157.38,149.53,149.53
2013-01-05 03:00:00,158.11,158.11,149.2,149.2
2013-01-05 04:00:00,156.83,156.83,151.24,151.24
2013-01-05 05:00:00,156.9,156.9,159.18,159.18
2013-01-05 06:00:00,157.0,157.0,153.89,153.89
2013-01-05 07:00:00,157.51,157.51,156.31,156.31
2013-01-05 08:00:00,158.75,158.75,157.29,157.29
2013-01-05 09:00:00,159.4,159.4,158.97,158.97
2013-01-05 10:00:00,159.4,159.4,159.4,159.4
2013-01-05 11:00:00,159.4,159.4,159.4,159.4
2013-01-05 12:00:00,159.4,159.4,159.4,159.4
2013-01-05 13:00:00,159.4,159.4,159.4,159.4
2013-01-05 14:00:00,159.4,159.4,159.4,159.4
2013-01-05 15:00:00,159.4,159.4,158.91,158.91
2013-01-05 16:00:00,159.4,159.4,158.1,158.1
2013-01-05 17:00:00,160.0,160.0,160.38,160.38
2013-01-05 18:00:00,160.52,160.52,160.52,160.52
2013-01-05 19:00:00,160.52,160.52,160.52,160.52
2013-01-05 20:00:00,160.52,160.52,160.11,160.11
2013-01-05 21:00:00,160.0,160.0,162.02,162.02
2013-01-05 22:00:00,159.44,159.44,158.86,158.86
2013-01-05 23:00:00,156.67,156.67,158.43,158.43
2013-01-06 00:00:00,154.7,154.7,150.8,150.8
2013-01-06 01:00:00,151.47,151.47,150.3,150.3
2013-01-06 02:00:00,149.99,149.99,161.11,161.11
2013-01-06 03:00:00,150.27,150.27,162.18,162.18
2013-01-06 04:00:00,153.09,153.09,156.06,156.06
2013-01-06 05:00:00,159.47,159.47,149.07,149.07
2013-01-06 06:00:00,159.47,159.47,159.35,159.35
2013-01-06 07:00:00,159.47,159.47,153.61,153.61
2013-01-06 08:00:00,159.47,159.47,158.1,158.1
2013-01-06 09:00:00,159.47,159.47,158.1,158.1
2013-01-06 10:00:00,159.47,159.47,158.1,158.1
2013-01-06 11:00:00,159.47,159.47,158.91,158.91
2013-01-06 12:00:00,159.47,159.47,158.1,158.1
2013-01-06 13:00:00,159.47,159.47,158.1,158.1
2013-01-06 14:00:00,159.47,159.47,158.1,158.1
2013-01-06 15:00:00,159.47,159.47,158.1,158.1
2013-01-06 16:00:00,159.47,159.47,159.96,159.96
2013-01-06 17:00:00,160.0,160.0,160.17,160.17
2013-01-06 18:00:00,160.52,160.52,162.07,162.07
2013-01-06 19:00:00,160.52,160.52,159.4,159.4
2013-01-06 20:00:00,159.82,159.82,164.03,164.03
2013-01-06 21:00:00,158.61,158.61,159.51,159.51
2013-01-06 22:00:00,157.37,157.37,158.98,158.98
2013-01-06 23:00:00,154.7,154.7,149.57,149.57
2013-01-07 00:00:00,153.7,153.7,153.62,153.62
2013-01-07 01:00:00,152.07,152.07,156.28,156.28
2013-01-07 02:00:00,150.44,150.44,165.78,165.78
2013-01-07 03:00:00,150.81,150.81,166.49,166.49
2013-01-07 04:00:00,152.44,152.44,157.62,157.62
2013-01-07 05:00:00,153.7,153.7,154.38,154.38
2013-01-07 06:00:00,153.74,153.74,153.7,153.7
2013-01-07 07:00:00,154.95,154.95,156.3,156.3
2013-01-07 08:00:00,158.07,158.07,163.68,163.68
2013-01-07 09:00:00,161.36,161.36,161.52,161.52
2013-01-07 10:00:00,161.52,161.52,161.52,161.52
2013-01-07 11:00:00,161.52,161.52,161.52,161.52
2013-01-07 12:00:00,161.52,161.52,161.52,161.52
2013-01-07 13:00:00,161.52,161.52,163.97,163.97
2013-01-07 14:00:00,161.52,161.52,164.73,164.73
2013-01-07 15:00:00,161.52,161.52,162.79,162.79
2013-01-07 16:00:00,161.52,161.52,163.7,163.7
2013-01-07 17:00:00,161.95,161.95,160.6,160.6
