datetime,prog_ind,prog_liq,real_ind,real_liq
2012-01-01 00:00:00,151.1,151.1,151.51,151.51
2012-01-01 01:00:00,150.76,150.76,154.53,154.53
2012-01-01 02:00:00,150.76,150.76,147.79,147.79
2012-01-01 03:00:00,150.76,150.76,150.76,150.76
2012-01-01 04:00:00,150.76,150.76,150.76,150.76
2012-01-01 05:00:00,150.76,150.76,150.76,150.76
2012-01-01 06:00:00,150.76,150.76,150.76,150.76
2012-01-01 07:00:00,150.76,150.76,150.76,150.76
2012-01-01 08:00:00,150.76,150.76,150.76,150.76
2012-01-01 09:00:00,150.76,150.76,150.76,150.76
2012-01-01 10:00:00,150.76,150.76,150.76,150.76
2012-01-01 11:00:00,150.76,150.76,150.76,150.76
2012-01-01 12:00:00,150.76,150.76,153.49,153.49
2012-01-01 13:00:00,150.76,150.76,153.62,153.62
2012-01-01 14:00:00,150.76,150.76,150.76,150.76
2012-01-01 15:00:00,150.76,150.76,150.76,150.76
2012-01-01 16:00:00,151.15,151.15,152.22,152.22
2012-01-01 17:00:00,154.86,154.86,155.18,155.18
2012-01-01 18:00:00,158.17,158.17,158.28,158.28
2012-01-01 19:00:00,158.17,158.17,157.33,157.33
2012-01-01 20:00:00,154.86,154.86,159.13,159.13
2012-01-01 21:00:00,151.55,151.55,152.26,152.26
2012-01-01 22:00:00,151.15,151.15,155.19,155.19
2012-01-01 23:00:00,150.76,150.76,151.04,151.04
2012-01-02 00:00:00,153.97,153.97,153.73,153.73
2012-01-02 01:00:00,153.97,153.97,153.73,153.73
2012-01-02 02:00:00,153.85,153.85,152.23,152.23
2012-01-02 03:00:00,153.73,153.73,150.52,150.52
2012-01-02 04:00:00,154.1,154.1,150.52,150.52
2012-01-02 05:00:00,154.48,154.48,151.96,151.96
2012-01-02 06:00:00,154.48,154.48,153.73,153.73
2012-01-02 07:00:00,154.48,154.48,154.96,154.96
2012-01-02 08:00:00,154.78,154.78,156.97,156.97
2012-01-02 09:00:00,155.07,155.07,154.59,154.59
2012-01-02 10:00:00,155.07,155.07,154.59,154.59
2012-01-02 11:00:00,155.07,155.07,154.59,154.59
2012-01-02 12:00:00,155.07,155.07,154.59,154.59
2012-01-02 13:00:00,155.07,155.07,154.59,154.59
2012-01-02 14:00:00,155.07,155.07,154.59,154.59
2012-01-02 15:00:00,155.07,155.07,154.95,154.95
2012-01-02 16:00:00,154.78,154.78,155.45,155.45
2012-01-02 17:00:00,161.85,161.85,158.56,158.56
2012-01-02 18:00:00,169.99,169.99,161.12,161.12
2012-01-02 19:00:00,164.98,164.98,161.12,161.12
2012-01-02 20:00:00,161.37,161.37,160.92,160.92
2012-01-02 21:00:00,158.7,158.7,162.04,162.04
2012-01-02 22:00:00,154.43,154.43,157.52,157.52
2012-01-02 23:00:00,154.2,154.2,153.89,153.89
2012-01-03 00:00:00,153.97,153.97,153.75,153.75
2012-01-03 01:00:00,153.97,153.97,153.73,153.73
2012-01-03 02:00:00,153.97,153.97,151.75,151.75
2012-01-03 03:00:00,153.73,153.73,150.52,150.52
2012-01-03 04:00:00,153.73,153.73,152.26,152.26
2012-01-03 05:00:00,154.62,154.62,154.25,154.25
2012-01-03 06:00:00,154.62,154.62,155.23,155.23
2012-01-03 07:00:00,154.62,154.62,156.24,156.24
2012-01-03 08:00:00,155.67,155.67,155.05,155.05
2012-01-03 09:00:00,160.92,160.92,159.45,159.45
2012-01-03 10:00:00,160.92,160.92,160.84,160.84
2012-01-03 11:00:00,160.92,160.92,160.85,160.85
2012-01-03 12:00:00,161.75,161.75,160.84,160.84
2012-01-03 13:00:00,161.75,161.75,161.03,161.03
2012-01-03 14:00:00,161.75,161.75,161.12,161.12
2012-01-03 15:00:00,161.7,161.7,161.12,161.12
2012-01-03 16:00:00,160.99,160.99,160.84,160.84
2012-01-03 17:00:00,160.83,160.83,160.9,160.9
2012-01-03 18:00:00,170.14,170.14,161.71,161.71
2012-01-03 19:00:00,170.16,170.16,161.74,161.74
2012-01-03 20:00:00,161.7,161.7,161.7,161.7
2012-01-03 21:00:00,161.7,161.7,164.62,164.62
2012-01-03 22:00:00,154.6,154.6,162.84,162.84
2012-01-03 23:00:00,154.41,154.41,157.51,157.51
2012-01-04 00:00:00,153.97,153.97,156.0,156.0
2012-01-04 01:00:00,154.23,154.23,153.73,153.73
2012-01-04 02:00:00,154.5,154.5,166.09,166.09
2012-01-04 03:00:00,155.97,155.97,167.47,167.47
2012-01-04 04:00:00,156.04,156.04,155.96,155.96
2012-01-04 05:00:00,154.64,154.64,154.57,154.57
2012-01-04 06:00:00,154.63,154.63,154.57,154.57
2012-01-04 07:00:00,157.82,157.82,156.18,156.18
2012-01-04 08:00:00,161.07,161.07,161.34,161.34
2012-01-04 09:00:00,161.12,161.12,160.82,160.82
2012-01-04 10:00:00,161.12,161.12,160.92,160.92
2012-01-04 11:00:00,161.12,161.12,161.12,161.12
2012-01-04 12:00:00,161.12,161.12,161.12,161.12
2012-01-04 13:00:00,161.12,161.12,161.12,161.12
2012-01-04 14:00:00,161.12,161.12,161.12,161.12
2012-01-04 15:00:00,161.12,161.12,161.12,161.12
2012-01-04 16:00:00,161.12,161.12,161.12,161.12
2012-01-04 17:00:00,161.41,161.41,161.55,161.55
2012-01-04 18:00:00,161.7,161.7,161.6,161.6
2012-01-04 19:00:00,161.7,161.7,162.0,162.0
2012-01-04 20:00:00,161.41,161.41,161.39,161.39
2012-01-04 21:00:00,161.12,161.12,163.78,163.78
2012-01-04 22:00:00,157.78,157.78,158.86,158.86
2012-01-04 23:00:00,154.2,154.2,155.61,155.61
2012-01-05 00:00:00,153.97,153.97,153.48,153.48
2012-01-05 01:00:00,153.97,153.97,153.93,153.93
2012-01-05 02:00:00,153.97,153.97,153.73,153.73
2012-01-05 03:00:00,155.37,155.37,153.74,153.74
2012-01-05 04:00:00,155.7,155.7,153.76,153.76
2012-01-05 05:00:00,154.62,154.62,155.25,155.25
2012-01-05 06:00:00,154.62,154.62,154.57,154.57
2012-01-05 07:00:00,157.73,157.73,156.97,156.97
2012-01-05 08:00:00,160.98,160.98,162.77,162.77
2012-01-05 09:00:00,161.41,161.41,161.13,161.13
2012-01-05 10:00:00,161.7,161.7,161.56,161.56
2012-01-05 11:00:00,161.7,161.7,161.63,161.63
2012-01-05 12:00:00,161.7,161.7,161.47,161.47
2012-01-05 13:00:00,161.7,161.7,161.44,161.44
2012-01-05 14:00:00,161.72,161.72,161.53,161.53
2012-01-05 15:00:00,161.74,161.74,161.55,161.55
2012-01-05 16:00:00,161.73,161.73,161.51,161.51
2012-01-05 17:00:00,161.71,161.71,161.47,161.47
2012-01-05 18:00:00,161.69,161.69,161.76,161.76
2012-01-05 19:00:00,161.69,161.69,161.39,161.39
2012-01-05 20:00:00,161.41,161.41,162.4,162.4
2012-01-05 21:00:00,161.12,161.12,164.11,164.11
2012-01-05 22:00:00,157.87,157.87,158.5,158.5
2012-01-05 23:00:00,154.29,154.29,157.58,157.58
2012-01-06 00:00:00,154.38,154.38,155.26,155.26
2012-01-06 01:00:00,154.38,154.38,158.19,158.19
2012-01-06 02:00:00,154.38,154.38,150.52,150.52
2012-01-06 03:00:00,154.38,154.38,150.52,150.52
2012-01-06 04:00:00,155.37,155.37,153.75,153.75
2012-01-06 05:00:00,156.49,156.49,158.72,158.72
2012-01-06 06:00:00,158.8,158.8,157.38,157.38
2012-01-06 07:00:00,161.08,161.08,161.53,161.53
2012-01-06 08:00:00,161.1,161.1,161.12,161.12
2012-01-06 09:00:00,161.12,161.12,161.12,161.12
2012-01-06 10:00:00,161.12,161.12,161.12,161.12
2012-01-06 11:00:00,161.12,161.12,161.12,161.12
2012-01-06 12:00:00,161.12,161.12,161.12,161.12
2012-01-06 13:00:00,161.12,161.12,161.12,161.12
2012-01-06 14:00:00,161.12,161.12,161.12,161.12
2012-01-06 15:00:00,161.12,161.12,161.12,161.12
2012-01-06 16:00:00,161.12,161.12,161.13,161.13
2012-01-06 17:00:00,165.67,165.67,161.57,161.57
2012-01-06 18:00:00,169.99,169.99,168.28,168.28
2012-01-06 19:00:00,165.67,165.67,167.95,167.95
2012-01-06 20:00:00,161.12,161.12,162.64,162.64
2012-01-06 21:00:00,159.36,159.36,162.44,162.44
2012-01-06 22:00:00,154.48,154.48,159.7,159.7
2012-01-06 23:00:00,154.43,154.43,155.23,155.23
2012-01-07 00:00:00,154.38,154.38,154.3,154.3
2012-01-07 01:00:00,154.38,154.38,154.31,154.31
2012-01-07 02:00:00,154.38,154.38,154.32,154.32
2012-01-07 03:00:00,154.38,154.38,154.3,154.3
2012-01-07 04:00:00,154.38,154.38,154.32,154.32
2012-01-07 05:00:00,154.38,154.38,154.9,154.9
2012-01-07 06:00:00,155.02,155.02,154.6,154.6
2012-01-07 07:00:00,155.03,155.03,154.6,154.6
2012-01-07 08:00:00,157.47,157.47,162.73,162.73
2012-01-07 09:00:00,160.5,160.5,161.03,161.03
2012-01-07 10:00:00,161.12,161.12,161.12,161.12
2012-01-07 11:00:00,161.12,161.12,161.13,161.13
2012-01-07 12:00:00,161.12,161.12,161.12,161.12
2012-01-07 13:00:00,160.5,160.5,160.56,160.56
2012-01-07 14:00:00,160.56,160.56,160.56,160.56
