datetime,prog_ind,prog_liq,real_ind,real_liq
2015-01-01 00:00:00,89.4,89.4,87.81,87.81
2015-01-01 01:00:00,88.27,88.27,84.75,84.75
2015-01-01 02:00:00,88.72,88.72,83.78,83.78
2015-01-01 03:00:00,88.72,88.72,82.97,82.97
2015-01-01 04:00:00,88.72,88.72,82.94,82.94
2015-01-01 05:00:00,88.72,88.72,82.92,82.92
2015-01-01 06:00:00,88.72,88.72,82.92,82.92
2015-01-01 07:00:00,88.72,88.72,83.21,83.21
2015-01-01 08:00:00,88.72,88.72,85.59,85.59
2015-01-01 09:00:00,88.72,88.72,87.81,87.81
2015-01-01 10:00:00,88.72,88.72,87.9,87.9
2015-01-01 11:00:00,88.72,88.72,87.81,87.81
2015-01-01 12:00:00,88.72,88.72,87.81,87.81
2015-01-01 13:00:00,88.72,88.72,87.81,87.81
2015-01-01 14:00:00,88.72,88.72,87.81,87.81
2015-01-01 15:00:00,88.72,88.72,87.81,87.81
2015-01-01 16:00:00,88.72,88.72,90.97,90.97
2015-01-01 17:00:00,88.69,88.69,88.4,88.4
2015-01-01 18:00:00,89.64,89.64,89.73,89.73
2015-01-01 19:00:00,89.64,89.64,88.88,88.88
2015-01-01 20:00:00,88.44,88.44,89.31,89.31
2015-01-01 21:00:00,88.01,88.01,87.81,87.81
2015-01-01 22:00:00,88.27,88.27,89.29,89.29
2015-01-01 23:00:00,89.85,89.85,83.51,83.51
2015-01-02 00:00:00,88.72,88.72,82.92,82.92
2015-01-02 01:00:00,88.72,88.72,83.32,83.32
2015-01-02 02:00:00,88.72,88.72,83.36,83.36
2015-01-02 03:00:00,88.72,88.72,82.93,82.93
2015-01-02 04:00:00,88.72,88.72,83.08,83.08
2015-01-02 05:00:00,88.72,88.72,83.15,83.15
2015-01-02 06:00:00,88.72,88.72,83.98,83.98
2015-01-02 07:00:00,88.27,88.27,83.37,83.37
2015-01-02 08:00:00,89.19,89.19,87.81,87.81
2015-01-02 09:00:00,90.59,90.59,87.81,87.81
2015-01-02 10:00:00,90.61,90.61,87.81,87.81
2015-01-02 11:00:00,90.61,90.61,87.81,87.81
2015-01-02 12:00:00,90.61,90.61,87.81,87.81
2015-01-02 13:00:00,90.61,90.61,87.81,87.81
2015-01-02 14:00:00,90.61,90.61,87.81,87.81
2015-01-02 15:00:00,90.33,90.33,87.81,87.81
2015-01-02 16:00:00,90.22,90.22,87.81,87.81
2015-01-02 17:00:00,90.5,90.5,88.8,88.8
2015-01-02 18:00:00,91.09,91.09,90.29,90.29
2015-01-02 19:00:00,92.66,92.66,89.02,89.02
2015-01-02 20:00:00,91.21,91.21,91.57,91.57
2015-01-02 21:00:00,89.82,89.82,89.84,89.84
2015-01-02 22:00:00,89.4,89.4,83.66,83.66
2015-01-02 23:00:00,88.27,88.27,84.66,84.66
2015-01-03 00:00:00,86.78,86.78,84.6,84.6
2015-01-03 01:00:00,85.46,85.46,85.34,85.34
2015-01-03 02:00:00,86.43,86.43,83.38,83.38
2015-01-03 03:00:00,87.75,87.75,83.27,83.27
2015-01-03 04:00:00,88.69,88.69,83.72,83.72
2015-01-03 05:00:00,87.19,87.19,84.75,84.75
2015-01-03 06:00:00,87.38,87.38,85.36,85.36
2015-01-03 07:00:00,90.98,90.98,86.83,86.83
2015-01-03 08:00:00,90.98,90.98,87.81,87.81
2015-01-03 09:00:00,90.36,90.36,87.98,87.98
2015-01-03 10:00:00,89.89,89.89,88.43,88.43
2015-01-03 11:00:00,90.52,90.52,88.43,88.43
2015-01-03 12:00:00,90.98,90.98,88.43,88.43
2015-01-03 13:00:00,90.98,90.98,88.43,88.43
2015-01-03 14:00:00,90.98,90.98,88.43,88.43
2015-01-03 15:00:00,90.98,90.98,88.43,88.43
2015-01-03 16:00:00,90.98,90.98,88.43,88.43
2015-01-03 17:00:00,90.8,90.8,89.62,89.62
2015-01-03 18:00:00,91.09,91.09,88.48,88.48
2015-01-03 19:00:00,92.66,92.66,90.3,90.3
2015-01-03 20:00:00,92.18,92.18,88.43,88.43
2015-01-03 21:00:00,90.09,90.09,88.52,88.52
2015-01-03 22:00:00,90.27,90.27,85.43,85.43
