datetime,prog_ind,prog_liq,real_ind,real_liq
2011-01-01 00:00:00,131.4,131.4,131.4,131.4
2011-01-01 01:00:00,128.27,128.27,130.05,130.05
2011-01-01 02:00:00,125.13,125.13,116.02,116.02
2011-01-01 03:00:00,120.58,120.58,116.02,116.02
2011-01-01 04:00:00,116.02,116.02,116.02,116.02
2011-01-01 05:00:00,116.02,116.02,116.02,116.02
2011-01-01 06:00:00,116.02,116.02,121.06,121.06
2011-01-01 07:00:00,116.02,116.02,116.02,116.02
2011-01-01 08:00:00,116.02,116.02,116.02,116.02
2011-01-01 09:00:00,116.02,116.02,116.02,116.02
2011-01-01 10:00:00,120.58,120.58,116.02,116.02
2011-01-01 11:00:00,125.13,125.13,123.71,123.71
2011-01-01 12:00:00,120.58,120.58,131.4,131.4
2011-01-01 13:00:00,116.02,116.02,131.4,131.4
2011-01-01 14:00:00,116.02,116.02,131.4,131.4
2011-01-01 15:00:00,116.02,116.02,131.4,131.4
2011-01-01 16:00:00,116.02,116.02,131.4,131.4
2011-01-01 17:00:00,124.2,124.2,131.52,131.52
2011-01-01 18:00:00,131.94,131.94,132.71,132.71
2011-01-01 19:00:00,131.95,131.95,132.3,132.3
2011-01-01 20:00:00,131.4,131.4,131.41,131.41
2011-01-01 21:00:00,131.4,131.4,131.4,131.4
2011-01-01 22:00:00,131.4,131.4,131.4,131.4
2011-01-01 23:00:00,131.4,131.4,131.4,131.4
2011-01-02 00:00:00,131.4,131.4,118.82,118.82
2011-01-02 01:00:00,128.27,128.27,116.02,116.02
2011-01-02 02:00:00,125.13,125.13,116.02,116.02
2011-01-02 03:00:00,125.13,125.13,116.02,116.02
2011-01-02 04:00:00,125.13,125.13,116.02,116.02
2011-01-02 05:00:00,125.13,125.13,123.61,123.61
2011-01-02 06:00:00,128.27,128.27,116.17,116.17
2011-01-02 07:00:00,131.4,131.4,116.02,116.02
2011-01-02 08:00:00,131.4,131.4,116.02,116.02
2011-01-02 09:00:00,131.4,131.4,122.43,122.43
2011-01-02 10:00:00,131.4,131.4,131.4,131.4
2011-01-02 11:00:00,131.4,131.4,131.4,131.4
2011-01-02 12:00:00,131.4,131.4,131.4,131.4
2011-01-02 13:00:00,131.4,131.4,131.4,131.4
2011-01-02 14:00:00,131.4,131.4,131.4,131.4
2011-01-02 15:00:00,131.4,131.4,131.4,131.4
2011-01-02 16:00:00,131.4,131.4,131.4,131.4
2011-01-02 17:00:00,134.24,134.24,131.4,131.4
2011-01-02 18:00:00,135.01,135.01,135.13,135.13
2011-01-02 19:00:00,134.08,134.08,134.43,134.43
