,ABR,AMY-L9030,AMY1,AMY2,CEN,Date,Demanda,EEC,EEC20,EOL,GSR,HORA,HPA1,HPA2,LNI-L9040,MTR,NSL,PBP,PCA1,PCA2,PCF1,PCF2,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PEN3,PEN4,PHC1,PHC2,PHL1,PHL2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,PNI1,PNI2,SND-L9090,TCPI-L9150,TPC
20,204 255 204,0 0 0,204 255 204,204 255 204,166 202 240,22/3/2015,0 0 0,0 0 0,0 0 0,204 255 204,255 255 153,20,166 202 240,166 202 240,0 0 0,0 0 0,0 0 0,204 255 204,204 153 204,204 153 204,255 255 153,255 255 153,0 0 0,0 0 0,166 202 240,0 0 0,0 0 0,166 202 240,166 202 240,166 202 240,166 202 240,204 255 204,204 255 204,166 202 240,166 202 240,,,0 0 0,255 255 153,255 255 153,0 0 0,0 0 0,204 255 204,255 255 153,204 255 204,255 255 153,0 0 0,0 0 0,0 0 0,166 202 240
21,204 255 204,0 0 0,204 255 204,204 255 204,166 202 240,22/3/2015,0 0 0,0 0 0,0 0 0,204 255 204,255 255 153,21,166 202 240,166 202 240,0 0 0,166 202 240,0 0 0,204 255 204,204 153 204,204 153 204,255 255 153,255 255 153,0 0 0,0 0 0,166 202 240,0 0 0,0 0 0,166 202 240,166 202 240,166 202 240,166 202 240,204 255 204,204 255 204,166 202 240,166 202 240,,,0 0 0,255 255 153,255 255 153,0 0 0,0 0 0,204 255 204,255 255 153,204 255 204,255 255 153,0 0 0,0 0 0,0 0 0,166 202 240
22,204 255 204,0 0 0,204 255 204,204 255 204,166 202 240,22/3/2015,0 0 0,0 0 0,0 0 0,204 255 204,255 255 153,22,166 202 240,166 202 240,0 0 0,166 202 240,0 0 0,204 255 204,204 153 204,204 153 204,255 255 153,255 255 153,0 0 0,0 0 0,166 202 240,0 0 0,0 0 0,166 202 240,166 202 240,166 202 240,166 202 240,204 255 204,204 255 204,166 202 240,166 202 240,,,0 0 0,255 255 153,255 255 153,0 0 0,0 0 0,204 255 204,255 255 153,204 255 204,255 255 153,0 0 0,0 0 0,0 0 0,166 202 240
23,204 255 204,0 0 0,204 255 204,204 255 204,166 202 240,22/3/2015,0 0 0,0 0 0,0 0 0,204 255 204,255 255 153,23,166 202 240,166 202 240,0 0 0,166 202 240,0 0 0,204 255 204,204 153 204,204 153 204,255 255 153,255 255 153,0 0 0,0 0 0,166 202 240,0 0 0,0 0 0,166 202 240,166 202 240,166 202 240,166 202 240,204 255 204,204 255 204,166 202 240,166 202 240,,,0 0 0,255 255 153,255 255 153,0 0 0,0 0 0,204 255 204,255 255 153,204 255 204,255 255 153,0 0 0,0 0 0,0 0 0,166 202 240
0,255 180 118,0 0 0,204 255 204,204 255 204,166 202 240,23/3/2015,0 0 0,0 0 0,204 153 204,204 255 204,255 255 153,00,166 202 240,166 202 240,0 0 0,166 202 240,0 0 0,204 255 204,204 153 204,204 153 204,255 255 153,255 255 153,0 0 0,0 0 0,166 202 240,0 0 0,0 0 0,166 202 240,166 202 240,166 202 240,166 202 240,204 255 204,204 255 204,166 202 240,166 202 240,,,0 0 0,255 255 153,255 255 153,0 0 0,0 0 0,204 255 204,255 255 153,204 255 204,255 255 153,0 0 0,0 0 0,0 0 0,204 153 204
1,255 180 118,0 0 0,204 255 204,204 255 204,166 202 240,23/3/2015,0 0 0,0 0 0,204 153 204,204 255 204,255 255 153,01,166 202 240,166 202 240,0 0 0,166 202 240,0 0 0,204 255 204,204 153 204,204 153 204,255 255 153,255 255 153,0 0 0,0 0 0,166 202 240,0 0 0,0 0 0,166 202 240,166 202 240,166 202 240,166 202 240,204 255 204,204 255 204,166 202 240,166 202 240,,,0 0 0,255 255 153,255 255 153,0 0 0,0 0 0,204 255 204,255 255 153,204 255 204,255 255 153,0 0 0,0 0 0,0 0 0,204 153 204
2,255 180 118,0 0 0,204 255 204,204 255 204,166 202 240,23/3/2015,0 0 0,0 0 0,204 153 204,204 255 204,255 255 153,02,166 202 240,166 202 240,0 0 0,0 0 0,0 0 0,204 255 204,204 153 204,204 153 204,255 255 153,255 255 153,0 0 0,0 0 0,166 202 240,0 0 0,0 0 0,166 202 240,166 202 240,166 202 240,166 202 240,204 255 204,204 255 204,166 202 240,166 202 240,,,0 0 0,255 255 153,255 255 153,0 0 0,0 0 0,204 255 204,255 255 153,204 255 204,255 255 153,0 0 0,0 0 0,0 0 0,204 153 204
3,255 180 118,0 0 0,204 255 204,204 255 204,166 202 240,23/3/2015,0 0 0,0 0 0,204 153 204,204 255 204,255 255 153,03,166 202 240,166 202 240,0 0 0,166 202 240,166 202 240,204 255 204,204 153 204,204 153 204,255 255 153,255 255 153,0 0 0,0 0 0,166 202 240,0 0 0,0 0 0,166 202 240,166 202 240,166 202 240,166 202 240,204 255 204,204 255 204,166 202 240,166 202 240,,,0 0 0,255 255 153,255 255 153,0 0 0,0 0 0,204 255 204,255 255 153,204 255 204,255 255 153,0 0 0,0 0 0,0 0 0,204 153 204
4,255 180 118,0 0 0,204 255 204,204 255 204,166 202 240,23/3/2015,0 0 0,0 0 0,204 153 204,204 255 204,255 255 153,04,166 202 240,166 202 240,0 0 0,166 202 240,0 0 0,204 255 204,204 153 204,204 153 204,255 255 153,255 255 153,0 0 0,0 0 0,166 202 240,0 0 0,0 0 0,166 202 240,166 202 240,166 202 240,166 202 240,204 255 204,204 255 204,166 202 240,166 202 240,,,0 0 0,255 255 153,255 255 153,0 0 0,0 0 0,204 255 204,255 255 153,204 255 204,255 255 153,0 0 0,0 0 0,0 0 0,204 153 204
5,255 180 118,0 0 0,204 255 204,204 255 204,166 202 240,23/3/2015,0 0 0,0 0 0,204 153 204,204 255 204,255 255 153,05,166 202 240,166 202 240,0 0 0,0 0 0,0 0 0,204 255 204,204 153 204,204 153 204,255 255 153,255 255 153,0 0 0,0 0 0,166 202 240,0 0 0,0 0 0,166 202 240,166 202 240,166 202 240,166 202 240,204 255 204,204 255 204,166 202 240,166 202 240,,,0 0 0,255 255 153,255 255 153,0 0 0,0 0 0,204 255 204,255 255 153,204 255 204,255 255 153,0 0 0,0 0 0,0 0 0,166 202 240
6,255 180 118,0 0 0,204 255 204,204 255 204,166 202 240,23/3/2015,0 0 0,0 0 0,0 0 0,204 255 204,255 255 153,06,166 202 240,166 202 240,0 0 0,166 202 240,0 0 0,204 255 204,204 153 204,204 153 204,255 255 153,255 255 153,0 0 0,0 0 0,166 202 240,0 0 0,0 0 0,166 202 240,166 202 240,166 202 240,166 202 240,204 255 204,204 255 204,166 202 240,166 202 240,,,0 0 0,255 255 153,255 255 153,0 0 0,0 0 0,204 255 204,255 255 153,204 255 204,255 255 153,0 0 0,0 0 0,0 0 0,166 202 240
7,204 255 204,0 0 0,204 255 204,204 255 204,166 202 240,23/3/2015,0 0 0,0 0 0,255 255 153,204 255 204,255 255 153,07,166 202 240,166 202 240,0 0 0,166 202 240,166 202 240,204 255 204,204 153 204,204 153 204,255 255 153,255 255 153,0 0 0,0 0 0,166 202 240,0 0 0,0 0 0,166 202 240,166 202 240,166 202 240,166 202 240,204 255 204,204 255 204,166 202 240,166 202 240,,,0 0 0,255 255 153,255 255 153,0 0 0,0 0 0,204 255 204,255 255 153,204 255 204,255 255 153,0 0 0,0 0 0,0 0 0,166 202 240
8,204 255 204,0 0 0,204 255 204,204 255 204,166 202 240,23/3/2015,0 0 0,0 0 0,255 255 153,166 202 240,255 255 153,08,166 202 240,166 202 240,0 0 0,166 202 240,0 0 0,204 255 204,204 153 204,204 153 204,255 255 153,255 255 153,0 0 0,0 0 0,166 202 240,0 0 0,0 0 0,166 202 240,166 202 240,166 202 240,166 202 240,204 255 204,204 255 204,166 202 240,166 202 240,,,0 0 0,255 255 153,255 255 153,0 0 0,0 0 0,204 255 204,255 255 153,204 255 204,255 255 153,0 0 0,0 0 0,0 0 0,166 202 240
9,204 255 204,0 0 0,204 255 204,204 255 204,166 202 240,23/3/2015,0 0 0,0 0 0,255 255 153,166 202 240,255 255 153,09,166 202 240,166 202 240,0 0 0,166 202 240,0 0 0,204 255 204,204 153 204,204 153 204,255 255 153,255 255 153,0 0 0,0 0 0,166 202 240,0 0 0,0 0 0,166 202 240,166 202 240,166 202 240,166 202 240,204 255 204,204 255 204,166 202 240,166 202 240,,,0 0 0,255 255 153,255 255 153,0 0 0,0 0 0,204 255 204,255 255 153,204 255 204,255 255 153,0 0 0,0 0 0,0 0 0,166 202 240
10,204 255 204,0 0 0,204 255 204,204 255 204,166 202 240,23/3/2015,0 0 0,0 0 0,0 0 0,166 202 240,255 255 153,10,166 202 240,204 255 204,0 0 0,166 202 240,0 0 0,204 255 204,204 153 204,204 153 204,255 255 153,255 255 153,0 0 0,0 0 0,166 202 240,0 0 0,0 0 0,166 202 240,166 202 240,166 202 240,166 202 240,204 255 204,204 255 204,166 202 240,166 202 240,,,0 0 0,255 255 153,255 255 153,0 0 0,0 0 0,204 255 204,255 255 153,204 255 204,255 255 153,0 0 0,0 0 0,0 0 0,166 202 240
11,204 255 204,0 0 0,204 255 204,204 255 204,166 202 240,23/3/2015,0 0 0,0 0 0,0 0 0,166 202 240,255 255 153,11,166 202 240,204 255 204,0 0 0,166 202 240,0 0 0,204 255 204,204 153 204,204 153 204,255 255 153,255 255 153,0 0 0,0 0 0,166 202 240,0 0 0,0 0 0,166 202 240,166 202 240,166 202 240,166 202 240,204 255 204,204 255 204,166 202 240,166 202 240,,,0 0 0,255 255 153,255 255 153,0 0 0,0 0 0,204 255 204,255 255 153,204 255 204,255 255 153,0 0 0,0 0 0,0 0 0,166 202 240
12,204 255 204,0 0 0,204 255 204,204 255 204,166 202 240,23/3/2015,0 0 0,0 0 0,0 0 0,204 255 204,255 255 153,12,166 202 240,204 255 204,0 0 0,0 0 0,0 0 0,204 255 204,204 153 204,204 153 204,255 255 153,255 255 153,0 0 0,0 0 0,166 202 240,0 0 0,0 0 0,166 202 240,166 202 240,166 202 240,166 202 240,204 255 204,204 255 204,166 202 240,166 202 240,,,0 0 0,255 255 153,255 255 153,0 0 0,0 0 0,204 255 204,255 255 153,204 255 204,255 255 153,0 0 0,0 0 0,0 0 0,166 202 240
13,204 255 204,0 0 0,204 255 204,204 255 204,166 202 240,23/3/2015,0 0 0,0 0 0,0 0 0,166 202 240,255 255 153,13,166 202 240,204 255 204,0 0 0,166 202 240,166 202 240,204 255 204,204 153 204,204 153 204,255 255 153,255 255 153,0 0 0,0 0 0,166 202 240,0 0 0,0 0 0,166 202 240,166 202 240,166 202 240,166 202 240,204 255 204,204 255 204,166 202 240,166 202 240,,,0 0 0,255 255 153,255 255 153,0 0 0,0 0 0,204 255 204,255 255 153,204 255 204,255 255 153,0 0 0,0 0 0,0 0 0,166 202 240
14,204 255 204,0 0 0,204 255 204,204 255 204,166 202 240,23/3/2015,0 0 0,0 0 0,0 0 0,166 202 240,255 255 153,14,166 202 240,204 255 204,0 0 0,166 202 240,166 202 240,204 255 204,204 153 204,204 153 204,255 255 153,255 255 153,0 0 0,0 0 0,166 202 240,0 0 0,0 0 0,166 202 240,166 202 240,166 202 240,166 202 240,204 255 204,204 255 204,166 202 240,166 202 240,,,0 0 0,255 255 153,255 255 153,0 0 0,0 0 0,204 255 204,255 255 153,204 255 204,255 255 153,0 0 0,0 0 0,0 0 0,166 202 240
15,204 255 204,0 0 0,204 255 204,204 255 204,166 202 240,23/3/2015,0 0 0,0 0 0,0 0 0,166 202 240,255 255 153,15,166 202 240,204 255 204,0 0 0,166 202 240,166 202 240,204 255 204,204 153 204,204 153 204,255 255 153,255 255 153,0 0 0,0 0 0,166 202 240,0 0 0,0 0 0,166 202 240,166 202 240,166 202 240,166 202 240,204 255 204,204 255 204,166 202 240,166 202 240,,,0 0 0,255 255 153,255 255 153,0 0 0,0 0 0,204 255 204,255 255 153,204 255 204,255 255 153,0 0 0,0 0 0,0 0 0,166 202 240
16,255 180 118,0 0 0,204 255 204,204 255 204,166 202 240,23/3/2015,0 0 0,0 0 0,0 0 0,166 202 240,255 255 153,16,166 202 240,204 255 204,0 0 0,166 202 240,0 0 0,204 255 204,204 153 204,204 153 204,255 255 153,255 255 153,0 0 0,0 0 0,166 202 240,0 0 0,0 0 0,166 202 240,166 202 240,166 202 240,166 202 240,204 255 204,204 255 204,166 202 240,166 202 240,,,0 0 0,255 255 153,255 255 153,0 0 0,0 0 0,204 255 204,255 255 153,204 255 204,255 255 153,0 0 0,0 0 0,0 0 0,166 202 240
17,255 180 118,0 0 0,204 255 204,204 255 204,166 202 240,23/3/2015,0 0 0,0 0 0,0 0 0,204 255 204,255 255 153,17,166 202 240,204 255 204,0 0 0,0 0 0,166 202 240,204 255 204,204 153 204,204 153 204,255 255 153,255 255 153,0 0 0,0 0 0,166 202 240,0 0 0,0 0 0,166 202 240,166 202 240,166 202 240,166 202 240,204 255 204,204 255 204,166 202 240,166 202 240,,,0 0 0,255 255 153,255 255 153,0 0 0,0 0 0,204 255 204,255 255 153,204 255 204,255 255 153,0 0 0,0 0 0,0 0 0,166 202 240
18,255 180 118,0 0 0,204 255 204,204 255 204,166 202 240,23/3/2015,0 0 0,0 0 0,204 153 204,204 255 204,255 255 153,18,166 202 240,204 255 204,0 0 0,166 202 240,0 0 0,204 255 204,204 153 204,204 153 204,255 255 153,255 255 153,0 0 0,0 0 0,166 202 240,0 0 0,0 0 0,166 202 240,166 202 240,166 202 240,166 202 240,204 255 204,204 255 204,166 202 240,166 202 240,,,0 0 0,255 255 153,255 255 153,0 0 0,0 0 0,204 255 204,255 255 153,204 255 204,255 255 153,0 0 0,0 0 0,0 0 0,166 202 240
19,255 180 118,0 0 0,204 255 204,204 255 204,166 202 240,23/3/2015,0 0 0,0 0 0,204 153 204,204 255 204,255 255 153,19,166 202 240,204 255 204,0 0 0,0 0 0,0 0 0,204 255 204,204 153 204,204 153 204,255 255 153,255 255 153,0 0 0,0 0 0,166 202 240,0 0 0,0 0 0,166 202 240,166 202 240,166 202 240,166 202 240,204 255 204,204 255 204,166 202 240,166 202 240,,,0 0 0,255 255 153,255 255 153,0 0 0,0 0 0,204 255 204,255 255 153,204 255 204,255 255 153,0 0 0,0 0 0,0 0 0,166 202 240
20,255 180 118,0 0 0,204 255 204,204 255 204,166 202 240,23/3/2015,0 0 0,0 0 0,204 153 204,204 255 204,255 255 153,20,166 202 240,166 202 240,0 0 0,166 202 240,0 0 0,204 255 204,204 153 204,204 153 204,255 255 153,255 255 153,0 0 0,0 0 0,166 202 240,0 0 0,0 0 0,166 202 240,166 202 240,166 202 240,166 202 240,204 255 204,204 255 204,166 202 240,166 202 240,,,0 0 0,255 255 153,255 255 153,0 0 0,0 0 0,204 255 204,255 255 153,204 255 204,255 255 153,0 0 0,0 0 0,0 0 0,166 202 240
