,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,GSR,HPA1,HPA2,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN3,PEN4,PHL1,PHL2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
0,00,25.113,0,0,0,0,0,0,0,0,0,0,0,33.301,15.701,37.398,0,44.677,0,43.737,25.968,25.69,0,6.519,6.532,13.702,0,0,9.393,0,0,28.138,28.268,3.458,5.976,0,0,0,0,0,19.9,0,5.6,38.66,59.45,52.992,-46.101,-84.616,436.02,1/7/2015
1,01,25.567,0,0,0,0,0,0,0,0,0,0,0,37.401,16.301,36.978,0,44.372,0,43.429,26.024,25.467,0,5.157,5.145,13.836,0,0,7.137,0,0,28.158,27.988,0,3.397,0,0,0,0,0,20.1,0,5.66,28.876,38.82,35.505,-26.501,-69.509,422.7,1/7/2015
2,02,10.254,0,0,0,0,0,0,0,0,0,0,0,37.501,16.401,37.975,0,44.901,0,43.87,26.079,25.634,0,5.153,5.143,13.904,0,0,7.465,0,0,28.618,28.398,0,3.495,0,0,0,0,0,20,0,5.6,28.876,37.233,32.658,-28.101,-65.902,413.38,1/7/2015
3,03,0,0,0,0,0,0,0,0,0,0,0,0,37.301,16.401,36.978,0,46.183,0,43.15,26.107,25.467,0,5.153,5.138,0,0,0,7.52,0,0,28.378,28.088,0,3.477,0,0,0,0,0,19.8,0,5.6,28.876,36.5,32.466,-32.401,-66.707,393.77,1/7/2015
4,04,0,0,0,0,0,0,0,0,0,0,0,0,37.401,16.401,37.135,0,46.538,0,43.618,26.107,25.467,0,5.147,5.182,13.791,0,0,14.342,0,0,28.908,28.337,0,3.471,0,0,0,0,0,20.2,0,5.6,28.876,37.843,31.724,-28.301,-63.503,408.78,1/7/2015
5,05,20.189,0,0,0,0,0,0,0,0,0,0,0,35.101,16.201,37.818,0,54.112,0,43.42,25.912,25.551,0,5.142,5.123,14.151,0,0,7.069,0,0,28.767,28.308,0,3.53,0,0,0,0,0,20.2,0,5.7,28.876,33.204,26.917,-23.901,-64.016,432.97,1/7/2015
6,06,10.21,0,0,0,0,0,0,0,0,0,0,0,36.801,16.201,36.978,0,48.812,0,43.7,25.328,25.467,0,5.163,5.152,14.083,0,0,8.791,0,0,28.368,27.999,0,3.514,0,0,0,0,0,20.3,0,5.7,28.876,31.739,25.581,-28.501,-65.517,428.14,1/7/2015
7,07,20.033,0,0,0,0,0,0,0,0,0,0,0,36.601,16.401,36.558,0,44.508,0,43.974,25.968,25.634,0,5.162,5.143,14.083,0,0,10.76,0,0,28.388,28.058,0,3.492,0,0,0,0,0,19.8,0,5.6,48.109,24.903,25.755,-24.101,-61.415,453.12,1/7/2015
8,08,20.135,0,0,0,0,0,10.247,4.766,0,0,0,0,37.301,16.401,36.243,6.607,52.071,16.172,43.83,26.052,25.439,0,5.135,5.138,13.589,0,15.709,16.694,0,0,28.597,28.108,0,4.677,0,0,0,0,0,19.8,0,5.5,48.011,35.646,30.222,-30.001,-67.312,517.68,1/7/2015
9,09,25.015,0,0,0,0,1.563,8.731,29.482,0,0,0,0,35.001,16.401,36.085,30.172,50.216,16.415,43.863,25.829,25.439,0,5.111,5.113,0,0,21.917,22.805,0,0,28.088,27.907,6.476,6.456,0,0,0,0,0,20,0,5.45,46.566,27.223,27.421,-15.5,-63.009,564,1/7/2015
10,10,34.18,0,0,0,0,1.953,8.628,28.658,0,0,0,0,34.501,16.001,35.717,49.878,49.625,16.003,43.962,25.968,25.384,0,5.143,5.12,0,0,9.434,10.459,15.627,0,28.358,27.478,3.537,3.438,0,0,0,0,0,19.5,0,5.3,47.346,41.017,40.294,-33.101,-76.614,579.61,1/7/2015
11,11,25.343,0,0,0,0,2.441,8.592,28.569,0,35.682,0,0,28.201,13,32.145,50.099,50.271,16.182,42.003,25.996,25.606,0,5.14,5.105,0,0,14.999,16.024,14.575,0,28.448,28.068,5.167,5.044,0,0,0,0,0,19.4,0,5.22,46.138,44.435,42.106,-40.201,-71.615,602.74,1/7/2015
12,12,33.397,0,0,0,0,2.539,8.408,28.422,2.159,35.793,0,0,18.801,13.1,29.572,35.14,48.394,15.206,41.589,26.052,25.606,0,5.121,5.113,0,0,14.383,15.368,20.454,0,28.408,27.428,8.054,7.983,0,0,0,4.9,4.9,19.7,0,5.22,46.336,36.866,37.254,-40.001,-64.016,607.44,1/7/2015
13,13,30.24,0,0,0,0,2.539,8.35,27.833,21.947,35.793,0,0,13,8.5,24.003,39.758,47.488,15.196,32.791,25.829,25.662,0,5.147,5.096,0,0,14.315,15.34,14.903,0,28.559,27.508,5.97,3.753,0,0,0,4.9,4.9,19.6,0,5,46.336,33.692,27.659,-31.901,-56.911,587.73,1/7/2015
14,14,14.868,17.507,0,0,0,2.637,8.335,28.451,21.641,36.35,0,0,23.201,14.1,25.316,48.858,46.603,4.744,40.244,25.912,25.662,0,5.125,5.13,0,0,9.858,10.869,14.916,0,28.218,27.048,6.004,8.002,0,0,0,4.9,4.9,19.6,0,5,47.699,37.721,34.462,-31.901,-55.409,596.84,1/7/2015
15,15,20.105,18.445,0,0,0,2.637,9.888,29.423,20.529,36.934,0,0,8.7,5.2,14.653,49.167,54.064,17.428,16.799,25.885,25.745,0,5.108,5.123,0,0,19.661,20.891,18.143,0,28.767,26.608,6.004,9.1,0,0,0,4.9,4.9,19.6,0,5,48.013,49.196,39.232,-52.902,-58.504,600.4,1/7/2015
