,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,GSR,HPA1,HPA2,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN3,PEN4,PHL1,PHL2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
0,0,0,0,0,0,0,0,11.477,24.857,0,37.602,0,0,25.801,10.7,25.421,43.559,29.427,0,15.262,25.801,0,0,0,0,24.708,9.108,0,8.655,0,0,28.738,28.948,4.447,0,0,0,0,0,0,18.741,0,5.77,37.663,62.014,54.476,-54.402,-61.013,415.62,1/6/2015
1,1,0,0,0,0,0,0,11.609,24.386,0,37.602,0,0,21.601,11.6,19.748,19.75,29.595,0,25.161,25.857,0,0,0,0,24.798,8.316,0,14.957,0,0,27.578,27.498,4.447,0,0,0,0,0,0,18.741,0,5.87,37.66,64.211,56.526,-57.002,-65.719,398.78,1/6/2015
2,2,19.601,0,0,0,0,0,11.807,30.101,0,0,0,0,21.401,8.7,16.282,28.341,29.408,0,28.262,25.968,0,0,0,0,25.314,8.448,0,11.731,0,0,27.048,27.078,4.934,0,0,0,0,0,0,18.741,0,5.92,37.741,67.507,58.623,-55.902,-70.113,386.7,1/6/2015
3,3,10.216,0,0,0,0,0,10.342,30.101,0,0,0,0,26.301,14.5,20.589,24.193,31.369,0,31.122,25.801,0,0,0,0,21.698,8.448,0,6.946,0,0,27.458,26.778,5.026,0,0,0,0,0,0,18.741,0,5.92,38.586,61.647,53.13,-46.101,-66.616,382.09,1/6/2015
4,4,21.248,0,0,0,0,0,10.21,29.865,0,0,0,0,26.201,13,17.49,20.655,29.535,0,23.205,25.634,0,0,0,0,23.54,8.184,0,18.321,0,0,27.748,27.068,5.026,0,0,0,0,0,0,18.741,0,6,37.684,56.154,47.096,-41.801,-61.415,389.34,1/6/2015
5,5,3.405,0,0,0,0,0,10.13,28.982,0,37.157,0,0,34.001,14.7,16.754,35.662,29.595,0,27.844,25.773,0,0,0,0,23.248,7.26,0,7.205,0,0,27.648,26.658,5.926,0,0,0,0,0,0,19.539,0,6,37.7,50.661,45.549,-34.201,-53.908,417.1,1/6/2015
6,6,17.539,0,0,0,0,0,10.305,24.121,0,37.185,0,0,13.2,6.7,8.77,31.165,44.671,0,22.818,25.606,0,0,0,0,11.658,8.448,0,12.141,0,0,27.298,27.139,6.02,0,0,0,0,0,0,18.778,0,5.92,37.682,50.295,44.542,-53.502,-58.211,414.06,1/6/2015
7,7,10.449,0,0,0,0,0,10.247,24.003,1.482,37.24,0,0,22.901,10,18.803,43.088,45.192,0,21.784,25.662,0,0,0,0,21.541,8.712,0,10.159,0,0,27.078,26.598,7.04,0,0,0,0,0,0,18.778,0,5.85,38.175,46.876,37.437,-37.301,-52.718,440.48,1/6/2015
8,8,19.268,6.597,6.714,0,0,0,8.731,25.329,15.469,36.712,0,0,14.6,7.5,21.272,43.133,50.97,0,20.961,25.551,0,0,0,0,21.204,8.184,0,15.409,20.905,0,27.348,26.258,5.967,0,0,0,0,4.9,4.9,18.778,0,5.7,38.75,48.83,36.293,-39.001,-53.413,508.4,1/6/2015
9,9,23.717,16.863,18.567,16.187,0,0,8.636,23.65,19.111,36.071,0,0,15.801,5.2,17.174,40.879,51.993,0,16.811,25.495,0,0,0,0,20.934,8.184,21.589,22.286,20.604,0,27.229,26.418,5.971,0,0,0,0,4.9,4.9,18.778,0,5.6,38.824,46.144,31.925,-36.601,-45.906,566.81,1/6/2015
10,10,22.121,17.045,18.69,16.48,18.445,17.383,8.584,29.335,19.175,36.071,0,0,19.601,10.4,18.225,43.535,45.639,0,22.157,25.745,0,0,0,0,16.734,8.316,9.256,10.241,14.971,0,26.858,26.188,8.695,0,0,0,0,4.9,4.9,18.778,0,5.4,38.073,16.846,9.65,-5.1,-31.312,591.89,1/6/2015
11,11,20.348,17.017,18.653,16.236,18.751,17.48,8.614,27.744,20.948,36.016,0,0,10.8,5.7,15.389,43.566,46.344,0,15.32,47.344,0,0,0,0,16.959,6.996,12.975,13.727,21.26,0,26.728,25.828,8.703,8.66,0,0,0,4.9,4.9,18.778,0,5.2,37.635,23.072,11.216,-22.001,-23.218,610.47,1/6/2015
12,12,15.616,16.765,18.543,16.053,18.421,17.285,8.401,27.656,20.062,36.016,0,0,4.6,3.4,11.974,43.218,33.189,0,12.954,47.678,0,0,0,0,16.981,6.732,19.921,20.891,20.563,0,26.669,26.558,8.874,8.896,0,0,0,4.9,4.9,18.37,0,5,38.544,30.763,16.956,-23.501,-33.601,589.01,1/6/2015
13,13,11.852,16.793,18.641,16.382,18.543,17.48,8.54,27.951,21.995,36.016,0,10.064,6.9,5.6,12.342,44.016,36.061,0,15.443,47.65,0,0,0,0,18.508,6.996,15.026,16.202,19.934,0,26.348,26.348,6.098,6.025,0,0,0,4.9,4.9,18.37,0,5.1,35.933,52.004,33.006,-39.101,-43.507,580.56,1/6/2015
14,14,10.044,16.737,18.58,16.053,18.409,15.82,9.5,27.597,20.078,36.016,10.131,30.066,1,1.5,7.456,43.634,32.372,0,6.791,47.706,0,0,3.209,0,19.047,7.128,19.524,20.194,20.768,0,26.418,26.338,7.568,7.514,0,0,0,4.9,4.9,18.37,0,5.2,38.691,17.335,0,-6.8,-10.602,599.33,1/6/2015
15,15,15.059,15.085,18.445,15.943,18.409,15.918,7.954,27.538,21.641,37.213,10.148,30.391,4.1,4.1,9.926,43.516,34.833,0,6.805,47.65,0,0,6.578,0,20.238,6.996,15.915,16.954,20.891,0,26.918,26.268,4.236,4.067,0,0,0,4.9,4.9,18.407,0,5.2,38.356,14.283,10.236,-9.7,-17.011,607.73,1/6/2015
16,16,12.672,16.779,18.36,16.053,18.323,15.82,7.962,27.479,21.48,38.27,10.148,20.187,5.7,3.6,6.984,39.042,32.213,0,13.67,47.733,0,0,6.569,0,17.026,7.788,17.213,18.294,20.741,0,26.879,26.478,4.795,4.654,0,0,0,4.9,4.9,18.407,0,5.1,37.949,22.095,10.41,-17.601,-17.908,597.16,1/6/2015
17,17,11.348,16.821,16.968,15.943,18.262,3.906,7.039,30.101,21.528,38.298,0,0,8.4,4.7,11.975,39.225,44.858,0,14.156,32.676,0,0,6.596,0,18.598,8.712,14.26,15.327,15.436,0,26.388,25.828,3.956,3.836,0,0,0,4.9,4.9,18.407,0,5.2,37.589,44.191,29.582,-28.601,-37.812,538.83,1/6/2015
18,18,7.426,16.905,17.371,15.992,0,0,8.02,30.366,21.737,38.298,0,0,6.3,5.9,6.039,39.225,44.778,0,15.454,26.469,0,0,6.59,0,21.159,8.184,15.217,16.284,19.784,0,26.928,26.138,3.523,3.509,0,0,0,4.9,4.9,18.407,0,5.4,37.912,51.149,36.879,-41.301,-43.709,516.11,1/6/2015
19,19,13.021,16.681,18.616,16.041,18.592,17.48,8.211,30.484,21.705,38.827,10.114,30.18,4.5,3.2,6.406,36.036,49.403,0,13.834,47.622,0,0,6.586,0,22.619,7.656,18.348,19.346,20.167,0,26.718,25.688,8.441,8.415,0,0,0,4.9,4.9,18.407,0,5.36,38.322,49.562,41.795,-45.201,-45.412,636.1,1/6/2015
20,20,14.052,16.919,18.714,16.028,18.445,17.383,8.225,30.926,21.496,38.827,0,0,20.101,10.4,14.548,36.353,45.009,0,24.281,47.9,0,0,0,0,22.372,8.316,15.573,16.598,20.837,0,26.758,25.628,6.718,6.713,0,0,0,4.9,4.9,18.407,0,5.45,37.604,60.793,46.547,-49.201,-62.404,624.66,1/6/2015
21,21,15.704,17.045,17.273,16.004,18.494,17.383,9.771,30.985,21.979,38.827,0,0,13.3,8.7,20.746,36.353,45.087,0,13.066,30.811,0,0,0,0,22.17,8.316,15.491,16.434,15.081,0,26.658,25.809,8.176,8.125,0,0,0,4.9,4.9,18.407,0,5.6,37.551,55.91,37.199,-36.101,-46.309,578.46,1/6/2015
22,22,5.041,15.504,0,10.071,0,0,10.166,31.014,23.397,38.827,0,0,23.901,12.6,19.118,36.174,46.002,0,30.801,25.634,0,0,0,0,22.664,8.052,0,9.024,0,0,26.558,26.158,3.556,3.521,0,0,0,4.9,4.9,18.407,0,5.53,38.608,68.972,51.857,-55.202,-70.003,504.49,1/6/2015
23,23,12.189,0,0,0,0,0,10.013,30.749,23.027,38.827,0,0,9.5,7.4,10.346,37.323,48.859,0,27.113,25.829,0,0,0,0,22.686,7.92,0,21.124,0,0,26.908,26.058,3.557,3.383,0,0,0,4.9,4.9,18.407,0,5.84,38.199,52.736,35.459,-39.801,-48.616,465.29,1/6/2015
0,0,15.867,0,0,0,0,0,10.02,30.749,10.973,38.827,0,0,14.1,8.5,17.49,41.141,44.622,0,20.317,25.94,0,0,0,0,12.556,8.184,0,8.108,0,0,26.658,26.248,3.578,0,0,0,0,4.9,4.9,18.407,0,5.77,37.509,48.097,38.224,-40.301,-52.113,441.47,2/6/2015
1,1,4.892,0,0,0,0,0,10.093,28.363,0,38.827,0,0,15.801,9.3,13.656,47.478,49.829,0,25.759,25.912,0,0,0,0,13.365,8.844,0,7.848,0,0,26.638,26.208,3.578,0,0,0,0,0,0,18.407,0,5.77,38.7,62.38,49.055,-55.602,-63.118,426.56,2/6/2015
2,2,14.665,0,0,0,0,0,10.1,24.474,11.006,38.827,0,0,15.501,9.1,16.072,43.842,44.855,0,20.224,26.219,0,0,0,0,13.275,7.92,0,8.408,0,0,26.918,26.388,3.578,0,0,0,0,0,4.9,18.407,0,5.84,31.201,69.46,55.025,-55.202,-64.309,416.76,2/6/2015
3,3,7.58,0,0,0,0,0,10.005,24.563,0.226,38.827,0,0,9.3,3.6,8.664,46.423,45.435,0,14.866,25.634,0,0,0,0,13.679,8.976,0,16.311,0,0,26.879,26.358,3.578,0,0,0,0,0,4.9,19.186,0,5.92,38.582,60.06,47.847,-60.402,-58.01,410.01,2/6/2015
4,4,8.764,0,0,0,0,0,10.013,24.563,0,38.827,0,0,14.6,5.4,10.398,44.325,48.177,0,16.007,25.718,0,0,0,0,13.185,7.26,0,20.276,0,0,26.669,26.258,8.683,0,0,0,0,0,4.9,18.37,0,5.85,37.629,57.009,44.505,-50.702,-53.908,418.98,2/6/2015
5,5,8.081,0,0,0,0,0,10.042,25.034,23.027,38.827,0,0,3.7,2.9,6.511,48.438,51.775,0,8.069,25.773,0,0,0,0,13.163,8.58,0,24.911,0,0,27.018,26.239,8.638,0,0,0,0,4.9,4.9,18.37,0,5.85,38.756,59.572,43.928,-57.202,-49.916,437.13,2/6/2015
6,6,9.535,0,18.677,0,0,0,10.042,31.22,22.64,38.827,0,0,9.9,6.4,8.035,30.73,44.962,0,21.883,25.69,0,0,0,0,12.489,9.504,0,8.08,0,0,26.558,26.118,3.522,0,0,0,0,4.9,4.9,19.13,0,5.85,38.615,52.614,40.001,-40.901,-45.705,432.22,2/6/2015
7,7,11.209,0,18.653,0,0,0,8.643,31.191,22.833,38.827,0,0,11.4,7,9.926,38.066,50.909,0,14.604,25.912,0,0,0,0,12.309,6.864,0,8.791,0,0,26.608,26.268,3.527,0,0,0,0,4.9,4.9,19.335,0,5.85,38.643,38.575,22.111,-34.101,-35.011,455.59,2/6/2015
8,8,14.681,15.35,18.58,14.698,0,0,8.386,29.6,19.53,37.157,0,0,14.8,7.6,9.611,48.204,49.631,0,14.269,25.857,0,0,0,0,11.455,8.184,14.561,15.463,0,0,27.058,26.268,7.933,7.877,0,0,0,4.9,4.9,18.574,0,5.52,38.698,28.809,15.555,-19.301,-30.103,524.38,2/6/2015
9,9,2.213,16.989,18.665,15.027,18.653,17.676,8.533,29.777,20.078,37.24,0,0,19.501,11.7,14.128,44.803,45.052,0,26.995,25.773,0,0,0,0,11.411,7.92,11.799,12.729,17.323,0,28.528,28.188,4.667,4.582,0,0,0,4.9,4.9,18.574,0,5.45,37.578,43.947,31.87,-33.401,-49.312,578.25,2/6/2015
10,10,17.391,16.821,18.445,14.588,18.58,17.383,8.474,29.541,19.594,37.213,0,0,10.7,7.1,9.505,46.838,47.76,0,22.073,45.284,0,0,0,0,11.231,8.58,15.422,16.489,20.96,0,27.188,26.728,6.909,6.893,0,0,0,4.9,4.9,18.574,0,5.37,37.51,55.055,37.611,-49.602,-54.109,609.97,2/6/2015
11,11,12.691,16.709,18.47,14.429,18.238,17.188,8.438,29.777,19.417,37.213,11.084,30.128,2.4,1.9,5.775,46.303,52.747,0,10.498,47.65,0,0,0,0,12.579,7.656,17.76,18.745,20.495,0,26.548,26.258,8.774,8.747,0,0,0,4.9,4.9,18.574,0,5.21,37.51,43.58,28.08,-37.001,-37.208,622.29,2/6/2015
