,AMY-L9030,AMY1,AMY2,CEN,Date,Demanda,EEC,EEC20,GSR,HORA,LNI-L9040,MTR,NSL,PBP,PCA1,PCA2,PCF1,PCF2,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PCHN,PEN1 y 2,PEN3,PHC2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,PNI1,PNI2,TCPI-L9150,TPC
19,-27.101,33.501,14.2,48.668,30/10/2012,546.713,46.554,0,0,19,70.559,0,0,27.943,20.796,0,15.45,14.807,18.095,18.567,17.725,0,8.984,11.682,31.633,17.661,35.904,,0,37.988,0,0,0,0,5.2,5.2,0,18.5,3.2,25.244,25.328,-39.113,48.258
20,-45.201,15.601,13,49.539,30/10/2012,533.255,50.172,0,0,20,83.377,0,0,19.066,19.62,0,20.18,19.141,18.249,18.799,17.908,0,0,11.836,32.428,17.87,35.904,,0,37.638,0,0,0,0,5.2,5.2,0,18.5,3.26,24.771,24.604,-44.807,48.138
21,-28.201,17.901,13.9,49.011,30/10/2012,474.442,49.506,0,0,21,50.905,0,0,26.788,7.328,0,0,0,18.152,6.018,17.908,0,0,11.675,31.633,18.74,34.596,,0,37.717,0,0,0,0,5.2,5.2,0,18.6,3.41,25.328,25.801,-29.701,43.033
22,-12.8,23.501,15.901,49.093,30/10/2012,414.459,49.95,0,0,22,42.238,0,0,26.682,8.326,0,0,0,0,0,0,0,0,11.836,31.692,10.184,34.652,,0,37.747,0,0,0,0,5.2,5.2,0,18.3,3.41,25.272,25.411,-21.003,40.537
23,8.4,30.301,17.901,45.09,30/10/2012,373.447,44.622,0,0,23,6.226,0,0,33.196,0,0,0,0,0,0,0,0,0,11.624,0.33,0,34.04,,0,38.118,0,0,0,0,5.2,5.2,0,18.3,3.4,24.521,25.411,-9.101,41.718
0,0,24.401,17.601,45.137,31/10/2012,347.301,50.172,0,0,00,9.644,0,0,25.685,0,0,0,0,0,0,0,0,0,11.778,0,0,0,,0,38.147,0,0,0,0,5.2,5.2,0,18,3.2,25.356,25.523,0,48.91
1,0,28.201,19.601,35.591,31/10/2012,337.822,51.504,0,0,01,25.758,0,0,31.987,0,0,0,0,0,0,0,0,0,11.88,0,0,0,,0,37.948,0,0,0,0,0,5.2,0,18,3.2,26.107,25.161,0,37.553
2,1,29.201,18.401,24.626,31/10/2012,329.913,50.764,0,0,02,11.109,0,0,27.838,0,0,0,0,0,0,0,0,0,11.829,0,0,0,,0,38.038,0,0,0,0,0,5.2,0,18,3.2,25.662,25.551,0,49.266
3,1.9,34.001,19.801,34.95,31/10/2012,322.412,44.252,0,0,03,27.345,0,0,36.085,0,0,0,0,0,0,0,0,0,11.858,0,0,0,,0,38.017,0,0,0,0,0,5.2,0,18,3.2,25.662,25.384,0,38.199
4,0,31.901,17.801,24.43,31/10/2012,332.806,47.656,0,0,04,28.321,0,0,28.153,0,0,0,0,0,0,0,0,0,11.697,0,0,0,,0,38.328,0,0,0,0,0,5.2,0,18,0,25.745,25.356,0,50.614
5,0,35.401,20.401,47.271,31/10/2012,362.931,51.504,0,0,05,27.955,0,0,31.672,0,0,0,0,0,0,0,0,0,11.646,0,0,0,,0,37.887,0,0,0,0,0,5.2,0,18,3.4,25.829,25.356,0,42.387
6,0,36.201,20.501,48.649,31/10/2012,362.332,50.394,0,0,06,19.654,0,0,36.558,0,0,0,0,0,0,0,0,0,11.646,0,0,0,,0,38.418,0,0,0,0,5.2,5.2,0,18,3.4,25.829,25.077,0,37.783
7,10.2,34.901,20.501,34.636,31/10/2012,376.17,46.768,0,0,07,0,0,0,36.61,0,0,0,0,0,0,0,0,0,11.961,31.928,0,0,,0,37.768,0,0,0,0,5.2,5.2,0,18,3.4,25.857,25.439,0,37.692
8,6.3,33.001,21.401,49.159,31/10/2012,423.782,49.654,0,0,08,5.249,0,0,33.826,0,0,0,0,0,0,0,0,0,11.668,30.808,2.24,23.407,,0,38.087,0,0,0,0,0,5.2,0,18,3.4,25.467,25.523,0,49.989
9,0,29.401,21.901,49.292,31/10/2012,472.115,50.468,0,0,09,35.157,0,0,31.935,11.84,0,23.147,0,0,0,0,0,0,11.8,31.721,17.725,33.149,,0,37.438,0,0,0,0,0,5.2,0,18,0,25.467,25.384,0,48.388
10,0,30.201,21.901,49.388,31/10/2012,486.485,50.172,0,0,10,56.887,0,0,27.208,7.233,0,21.083,0,16.891,18.58,0,0,0,11.822,31.191,15.147,31.924,,0,38.297,0,0,0,0,0,5.2,0,18,0,25.356,25.384,0,48.388
11,0,27.501,17.701,49.179,31/10/2012,512.187,50.69,0,0,11,56.276,0,0,27.732,6.946,0,21.452,21.247,18.291,18.604,0,0,0,11.8,31.338,16.227,31.646,,0,37.757,0,0,0,0,0,5.2,0,18,0,25.3,25.718,0,48.629
12,0,17.901,11.7,49.5,31/10/2012,502.024,47.374,0,0,12,101.199,0,0,12.552,21.014,19.797,24.473,24.214,18.278,18.763,1.331,0,0,11.939,31.191,17.709,32.063,,0,37.497,0,0,0,0,0,5.2,0,18,0,24.91,25.912,0,47.562
13,0,13.8,9.9,49.156,31/10/2012,488.633,49.432,0,2.1,13,49.074,0,0,12.867,13.18,0,14.916,13.631,18.053,18.604,16.004,16.688,17.285,11.682,30.838,17.403,31.785,,0,0,0,0,0,0,0,5.2,0,18,0,35.737,25.773,0,48.953
14,0,10.4,8,49.172,31/10/2012,506.237,50.69,0,2.1,14,64.333,0,0,11.712,18.143,0,18.389,18.211,18.319,18.482,16.15,16.7,17.48,11.778,31.279,17.645,32.397,,0,0,0,0,0,0,0,5.2,0,18,0,47.483,25.411,0,47.809
15,0,12.2,8.6,49.223,31/10/2012,497.116,50.764,0,2.1,15,78.616,0,0,13.76,20.659,0,20.18,0,18.403,18.726,15.015,16.822,17.48,11.917,31.279,17.806,33.483,,0,0,0,0,0,0,0,5.2,0,18,0,47.761,25.69,0,47.455
16,0,7.4,8.1,49.098,31/10/2012,491.164,49.802,0,0,16,99.368,0,0,8.034,10.2,0,14.534,0,18.194,18.445,15.882,16.7,17.383,11.668,30.838,17.58,33.455,,0,33.308,0,0,0,0,5.2,5.2,0,18,0,26.052,25.94,0,47.015
17,0,12.7,9.5,48.954,31/10/2012,475.594,49.728,0,0,17,18.555,0,0,18.961,10.022,0,14.684,0,18.11,18.445,17.249,0,0,11.624,32.104,17.516,33.511,,0,32.778,0,0,0,0,5.2,5.2,0,18,0,25.578,25.495,0,49.482
18,0,7.6,5,49.102,31/10/2012,553.69,50.912,0,2.1,18,21.607,0,0,20.169,12.032,18.403,16.133,15.846,18.474,18.86,17.579,17.603,18.164,11.997,32.959,17.886,33.873,,0,33.478,0,0,0,0,5.2,5.2,0,18,3.2,33.427,25.244,0,48.849
19,0,15.301,12.2,49.079,31/10/2012,554.878,50.172,0,2.1,19,64.577,0,0,19.276,7.944,7.998,15.163,14.821,18.291,18.592,17.457,16.736,17.383,11.814,32.752,17.79,34.763,,0,33.988,0,0,0,0,5.2,5.2,0,18,3.2,31.813,25.968,0,48.849
20,0,25.101,17.801,48.965,31/10/2012,543.759,50.69,0,0,20,67.873,0,0,19.066,10.295,16.584,14.889,14.588,18.306,18.567,17.298,0,0,11.726,31.81,18.644,34.318,,0,34.128,0,0,0,0,5.2,5.2,0,18,3.2,25.328,25.161,0,48.849
21,0,17.601,14.1,49.601,31/10/2012,478.493,50.912,0,0,21,63.723,0,0,15.967,7.096,7.588,15.477,14.561,16.05,4.749,0,0,0,11.814,31.839,18.789,34.429,,0,33.757,0,0,0,0,5.2,5.2,0,18,3.2,25.69,25.244,0,48.849
22,0,16.901,12.3,49.418,31/10/2012,426.284,50.246,0,0,22,41.871,0,0,18.488,6.672,13.289,0,0,0,0,0,0,0,11.873,32.31,18.918,35.153,,0,33.558,0,0,0,0,5.2,5.2,0,18,3.2,25.634,24.437,0,48.849
23,28.701,16.501,12.2,45.606,31/10/2012,381.343,50.394,0,0,23,14.039,0,0,19.434,8.627,0,0,0,0,0,0,0,0,11.829,31.81,0,34.819,,0,34.038,0,0,0,0,0,5.2,0,18,3.2,25.634,24.938,0,43.638
