,AMY-L9030,AMY1,AMY2,CEN,Date,Demanda,EEC,EEC20,GSR,HORA,LNI-L9040,MTR,NSL,PBP,PCA1,PCA2,PCF1,PCF2,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PCHN,PEN1 y 2,PEN3,PHC2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,PNI1,PNI2,TCPI-L9150,TPC
17,0,0,1.2,49.355,26/10/2012,462.797,49.728,0,0,17,9.644,0,0,1.68,0,0,24.528,24.159,18.474,18.592,16.297,0,3.418,10.496,30.484,17.58,32.787,0,0,36.218,0,0,0,0,5.2,5.2,0,17.6,3.1,25.244,26.246,0,41.139
18,0,0,0,49.691,26/10/2012,543.1,50.394,0,3.1,18,16.114,0,0,0.944,7.506,12.592,24.528,24.159,18.361,18.543,16.041,15.259,17.383,11.631,31.662,17.532,32.898,0,0,36.937,0,0,0,0,5.2,5.2,0,17.6,3.1,35.849,40.052,0,45.84
19,0,0,0,49.833,26/10/2012,535.787,49.358,0,2.4,19,61.281,3.684,0,0,10.746,9.256,24.569,24.268,18.376,18.787,16.443,15.467,17.383,12.1,32.134,17.79,33.065,0,0,35.397,0,0,0,0,5.2,5.2,0,17.6,3.1,34.958,32.648,0,46.503
20,0,0,0,49.571,26/10/2012,509.519,49.136,0,0,20,53.102,0,0,0,10.131,10.022,24.323,24.186,17.059,18.47,14.869,14.747,17.383,11.814,31.515,18.644,32.759,0,0,34.288,0,0,0,0,5.2,5.2,0,17.6,3.1,25.996,25.495,0,46.706
21,0,0,0,49.661,26/10/2012,456.586,50.616,0,0,21,72.512,0,0,0,10.254,0,24.282,24.214,18.558,17.322,8.325,3.662,0,12.217,32.635,19.014,33.232,0,0,32.948,0,0,0,0,5.2,5.2,0,17.6,3.1,25.077,25.801,0,45.66
22,0,0,0,49.501,26/10/2012,407.274,49.21,0,0,22,29.298,0,0,0,7.041,0,24.61,24.2,0,0,0,2.661,0,12.137,32.369,18.724,31.841,0,0,33.038,0,0,0,0,5.2,5.2,0,17.6,3.1,25.022,25.968,0,44.336
23,1.8,0,0,46.998,26/10/2012,372.664,49.802,0,0,23,0,0,0,0,8.367,0,24.596,24.186,0,0,0,3.088,0,11.939,31.81,18.756,0,0,0,33.107,0,0,0,0,5.2,5.2,0,17.6,3.1,24.938,25.606,10.785,40.312
0,-13.3,0,0,46.826,27/10/2012,349.029,49.58,0,0,00,15.503,0,0,0,8.012,0,24.419,24.309,0,0,0,2.918,0,11.895,31.545,0,0,0,0,33.308,0,0,0,0,0,5.2,0,17.6,3.56,25.356,25.857,-3.204,37.643
1,-7.5,0,0,31.562,27/10/2012,331.332,50.764,0,0,01,7.935,0,0,0,7.547,0,24.378,24.241,0,0,0,2.893,0,12.232,32.252,0,0,0,0,33.778,0,0,0,0,0,5.2,0,16.9,3.57,25.356,25.801,2.582,37.875
2,-11.9,0,0,20.478,27/10/2012,327.557,50.986,0,0,02,10.865,0,0,0,7.451,0,24.637,24.145,0,0,0,2.637,0,12.166,32.252,0,0,0,0,33.327,0,0,0,0,0,5.2,0,16.8,3.56,25.467,26.246,0,41.17
3,-6.4,0,0,27.713,27/10/2012,320.815,50.986,0,0,03,3.906,0,0,0,8.067,0,19.36,15.204,0,0,0,2.661,0,12.093,32.222,0,0,0,0,33.178,0,0,0,0,0,5.2,0,16.9,3.57,25.662,25.718,5.09,44.877
4,-16.3,0,0,46.935,27/10/2012,327.394,50.024,0,0,04,17.212,0,0,0,8.436,0,15.504,0,0,0,0,2.637,0,12.093,32.104,0,0,0,0,33.528,0,0,0,0,0,5.2,0,16.9,3.55,25.662,25.606,-3.809,46.318
5,-4.8,0,0,50.545,27/10/2012,347.362,49.284,0,0,05,-2.686,0,0,0,8.08,0,0,0,0,0,0,2.673,0,12.027,31.869,0,34.652,0,0,33.717,0,0,0,0,5.2,5.2,0,16.8,3.5,25.662,25.634,6.098,41.131
6,-27.601,0,0,50.413,27/10/2012,339.053,50.616,0,0,06,0,0,0,0,8.08,0,0,0,0,0,0,2.71,0,12.188,32.369,0,33.344,0,0,33.877,0,0,0,0,5.2,5.2,0,17,3.5,25.801,25.3,28.492,34.346
7,-29.601,0,0,50.256,27/10/2012,358.348,50.024,0,0,07,0,0,0,0,7.533,0,0,0,0,0,0,2.649,0,12.041,32.104,18.676,32.704,0,0,33.308,0,0,0,0,5.2,5.2,0,17,3.49,25.801,25.272,29.499,36.988
8,-34.101,0,0,49.304,27/10/2012,390.709,50.32,0,0,08,0,0,0,0,8.039,0,14.233,0,10.994,0,0,2.71,0,11.763,31.839,17.483,33.038,0,0,33.118,0,0,0,0,5.2,5.2,0,16.7,3.35,25.384,25.272,26.991,39.652
9,-26.601,0.4,0.1,45.712,27/10/2012,420.608,50.616,0,0,09,0,0,0,1.89,19.811,0,20.372,0,18.474,0,17.371,2.649,0,12.129,32.163,17.806,32.704,0,0,32.908,0,0,0,0,5.2,5.2,0,17,3.35,25.384,25.244,29.792,37.316
10,-23.701,3.3,3,45.81,27/10/2012,434.197,49.432,0,0,10,0,0,0,0,6.809,0,19.77,0,18.222,18.47,16.785,2.649,0,11.946,31.633,17.612,32.509,0,0,33.228,0,0,0,0,5.2,5.2,0,16.7,3.35,25.356,25.272,22.083,40.326
11,-16.5,9,6.8,49.503,27/10/2012,451.994,49.876,0,0,11,0,0,0,6.511,6.699,0,26.087,0,18.403,18.677,16.651,2.625,0,11.975,31.869,17.822,33.149,0,0,33.428,0,0,0,0,5.2,5.2,0,16.8,3.34,25.356,25.3,22.596,37.819
12,-17.801,5.7,4.7,39.524,27/10/2012,435.548,51.43,0,0,12,0,0,0,3.937,7.137,0,25.403,0,18.656,18.641,16.37,2.698,0,12.078,33.165,18.225,32.425,0,0,33.338,0,0,0,0,5.2,5.2,0,16.7,3.2,25.105,25.356,24.592,38.151
13,-22.301,1.6,2.1,46.025,27/10/2012,424.688,49.95,0,0,13,0,0,0,5.356,7.082,0,25.348,0,18.432,18.628,0,2.661,0,12.056,32.104,17.87,32.203,0,0,33.587,0,0,0,0,5.2,5.2,0,16.7,3.25,25.495,25.578,24.885,40.847
14,-24.901,1.7,0.9,45.884,27/10/2012,414.301,50.912,0,0,14,0,0,0,1.155,15.737,0,25.348,0,18.67,0,0,2.661,0,12.085,31.986,16.855,31.201,0,0,33.338,0,0,0,0,5.2,5.2,0,16.8,3.17,25.495,25.578,28.089,47.614
15,-31.001,0.1,0.8,45.705,27/10/2012,407.07,50.098,0,0,15,0,0,0,0,8.504,0,24.419,24.091,0,0,0,2.649,0,11.778,31.957,16.533,31.507,0,0,33.698,0,0,0,0,5.2,5.2,0,16.8,3.26,25.495,25.578,28.584,41.281
16,-19.801,3.8,3.7,45.979,27/10/2012,390.41,44.252,0,0,16,-11.719,0,0,1.207,7.957,0,22.053,20.714,0,0,0,3.088,0,11.17,32.222,14.325,33.539,0,0,33.327,0,0,0,0,5.2,5.2,0,17,3.26,25.495,25.439,38.197,38.16
17,17.201,23.701,16.701,24.297,27/10/2012,399.533,43.586,0,0,17,-23.316,0,0,23.688,0,0,15.545,14.151,0,0,0,2.649,0,10.284,29.63,0,32.036,0,0,33.277,0,0,0,0,3,3,0,17.2,3.33,25.495,25.411,2.893,49.33
18,-5.3,14.8,10.3,45.935,27/10/2012,525.377,49.21,0,0,18,10.132,0,0,23.479,10.719,19.497,24.391,24.118,14.202,10.132,16.858,2.698,0,11.873,31.78,17.628,34.207,0,0,33.058,0,0,0,0,5.2,5.2,0,18,3.33,25.467,25.022,-5.31,47.795
19,-31.201,15.1,12.2,46.017,27/10/2012,513.945,50.32,0,0,19,77.883,0,0,23.11,8.436,8.012,24.446,24.091,18.529,18.738,17.042,2.661,0,12.21,32.369,18.144,34.847,0,0,32.928,0,0,0,0,5.2,5.2,0,18.2,3.33,25.467,25.384,-36.604,42.042
20,-41.201,12.3,8.7,46.013,27/10/2012,510.646,49.654,0,0,20,75.32,0,0,15.179,7.465,7.492,24.514,24.091,18.361,18.628,16.651,2.649,0,11.851,31.456,17.548,34.318,0,0,33.438,0,0,0,0,5.2,5.2,0,18,3.33,25.551,25.829,-40.01,41.337
21,-28.301,15.301,9.7,45.814,27/10/2012,471.005,50.098,0,0,21,67.141,0,0,13.813,8.545,0,20.864,19.674,17.059,18.787,8.142,2.649,0,12.1,32.252,18.885,34.652,0,0,33.317,0,0,0,0,5.2,5.2,0,18,3.33,25.551,25.328,-24.812,40.772
22,20.701,11,9.6,46.331,27/10/2012,412.646,43.29,0,0,22,19.288,0,0,18.645,8.477,0,0,0,18.586,0,0,2.637,0,12.166,32.34,19.063,34.791,0,0,33.208,0,0,0,0,5.2,5.2,0,18.1,3.41,25.551,25.328,-42.116,37.596
23,43.401,26.501,16.901,35.256,27/10/2012,382.63,41.588,0,0,23,8.179,0,0,24.423,7.807,0,0,0,0,0,0,2.71,0,11.939,31.662,0,34.29,0,0,33.277,0,0,0,0,0,5.2,0,18.2,3.34,25.551,25.634,-53.011,36.92
0,43.401,25.901,17.001,32.939,28/10/2012,352.371,49.432,0,0,00,21.485,0,0,22.323,6.809,0,0,0,0,0,0,2.649,0,11.902,31.692,0,0,0,0,33.287,0,0,0,0,0,5.2,0,17.8,3.41,25.551,25.634,-64.51,41.217
1,31.201,18.301,13.8,17.835,28/10/2012,335.768,50.542,0,0,01,14.405,0,0,20.379,8.354,0,0,0,0,0,0,2.673,0,11.997,31.839,0,0,0,0,33.847,0,0,0,0,0,5.2,0,17.3,3.41,25.133,25.634,-45.302,49.837
2,26.501,14.2,12.3,25.301,28/10/2012,323.258,49.802,0,0,02,14.527,0,0,18.436,7.725,0,0,0,0,0,0,2.661,0,11.975,31.869,0,0,0,0,35.907,0,0,0,0,0,5.2,0,16,3.42,25.578,25.578,-30.909,47.425
3,38.601,24.701,15.301,9.61,28/10/2012,319.858,40.996,0,0,03,14.527,0,0,22.585,7.315,0,0,0,0,0,0,2.698,0,12.049,31.986,0,0,0,0,37.397,0,0,0,0,0,5.2,0,17.2,3.4,25.578,25.578,-48.415,42.977
4,36.801,21.501,15.601,10.198,28/10/2012,319.556,42.328,0,0,04,11.841,0,0,19.119,7.137,0,0,0,0,0,0,2.698,0,11.888,31.869,0,0,0,0,36.797,0,0,0,0,0,0,0,17.3,3.4,25.578,25.578,-50.612,46.596
5,49.102,30.601,19.901,8.838,28/10/2012,328.484,42.476,0,0,05,14.039,0,0,16.124,0,0,24.309,24.091,0,0,0,1.331,0,11.858,0,0,0,0,0,36.287,0,0,0,0,0,0,0,17,3.49,25.578,25.578,-66.414,37.749
6,50.702,32.401,19.001,8.924,28/10/2012,312.631,50.394,0,0,06,-1.221,0,0,31.042,0,0,17.419,0,0,0,0,2.661,0,11.99,0,0,0,0,0,36.488,0,0,0,0,0,0,0,17.5,3.41,25.578,25.578,-48.616,31.11
7,49.202,31.201,19.301,8.92,28/10/2012,319.23,50.172,0,0,07,0,0,0,20.537,9.502,0,25.458,0,0,0,0,2.661,0,12.078,0,0,0,0,0,33.847,0,0,0,0,0,0,0,17.4,3.34,25.578,25.578,-38.014,44.845
8,17.201,36.101,20.501,8.881,28/10/2012,335.459,49.728,0,0,08,0,0,0,34.351,8.504,0,21.219,0,0,0,0,2.71,0,12.173,0,0,0,0,0,33.778,0,0,0,0,0,0,0,17,3.34,25.578,25.745,-8.606,44.445
9,9.7,33.201,20.501,8.928,28/10/2012,348.645,49.284,0,0,09,0,0,0,32.828,8.258,0,25.171,0,0,0,0,2.673,0,11.939,0,0,0,0,0,33.417,0,0,0,0,0,0,0,17,3.34,25.662,25.745,-12.506,47.892
10,9.8,34.101,20.201,8.835,28/10/2012,354.406,50.172,0,0,10,0,0,0,32.04,6.891,0,19.688,18.84,0,0,0,2.71,0,11.88,0,0,0,0,0,32.948,0,0,0,0,0,0,0,17,3.26,25.328,25.773,-11.701,42.838
11,7.7,31.601,17.401,8.468,28/10/2012,363.733,49.95,0,0,11,0,0,0,27.155,7.998,0,24.487,24.022,0,0,0,2.71,0,12.078,0,0,0,0,0,33.537,0,0,0,0,0,0,0,17,3.26,25.69,25.773,-9.705,50.598
12,10.1,24.201,11.9,8.503,28/10/2012,369.396,50.394,0,0,12,0,0,0,25.684,6.987,0,24.514,24.091,0,0,0,2.71,0,11.873,28.245,0,0,0,0,33.378,0,0,0,0,0,5.2,0,16.8,3.17,25.328,26.135,-3.204,47.179
13,2.6,16.801,10.9,9.378,28/10/2012,364.741,51.282,0,0,13,0,0,0,21.009,8.053,0,19.442,18.499,0,0,0,2.649,0,11.639,31.309,0,0,0,0,33.908,0,0,0,0,0,5.2,0,17,3.17,25.328,25.773,-5.31,50.691
14,0.9,11.6,7.5,29.753,28/10/2012,364.621,49.95,0,0,14,0,0,0,13.025,10.924,0,20.057,18.84,0,0,0,2.661,0,11.69,31.633,0,0,0,0,33.098,0,0,0,0,0,5.2,0,17,3.17,25.328,25.384,-.714,47.994
15,-2.5,7.5,6.8,39.698,28/10/2012,361.401,49.95,0,0,15,0,0,0,11.186,8.053,0,15.272,13.754,0,0,0,2.649,0,11.573,31.662,0,0,0,0,33.457,0,0,0,0,0,5.2,0,17,3.26,25.328,25.773,-.916,49.87
16,0,10.1,7.3,48.842,28/10/2012,358.214,50.098,0,0,16,0,0,0,8.507,8.244,0,19.661,0,0,0,0,2.722,0,11.748,31.839,0,0,0,0,35.137,0,0,0,0,5.2,5.2,0,16.2,3.26,25.328,25.384,1.099,44.543
17,1.8,9.7,8.5,48.962,28/10/2012,362.865,50.246,0,0,17,-1.221,0,0,14.181,8.436,0,19.948,0,0,0,0,2.661,0,11.756,32.252,0,0,0,0,37.308,0,0,0,0,5.2,5.2,0,17.2,3.26,25.912,24.966,1.483,39.239
18,-8.5,14.6,9.8,48.962,28/10/2012,498.947,50.394,0,0,18,19.166,0,0,14.18,14.041,0,18.266,17.008,18.46,18.677,17.005,2.649,0,11.631,31.721,17.612,35.014,0,0,38.978,0,0,0,0,5.2,5.2,0,17.4,3.2,25.857,24.966,-8.606,40.186
19,-24.601,11.3,9.6,48.74,28/10/2012,505.589,49.58,0,0,19,47.609,0,0,21.903,11.17,0,16.803,15.272,18.278,18.555,16.59,2.612,0,11.631,31.397,17.483,34.93,0,0,39.108,0,0,0,0,5.2,5.2,0,17.2,3.34,25.857,25.328,-22.614,48.906
20,-25.901,15.301,10.3,47.634,28/10/2012,499.987,49.728,0,0,20,46.51,0,0,16.807,11.621,0,17.227,15.805,18.319,18.482,16.565,2.661,0,11.822,31.898,17.741,34.401,0,0,38.227,0,0,0,0,5.2,5.2,0,17,3.4,25.495,25.634,-23.914,40.214
21,-26.001,16.101,10.7,48.864,28/10/2012,453.181,49.432,0,0,21,45.656,0,0,18.908,19.948,0,0,0,16.765,0,0,2.71,0,11.631,31.515,18.563,34.902,0,0,38.107,0,0,0,0,5.2,5.2,0,17.8,3.5,25.384,25.244,-24.812,47.55
22,3.4,19.401,13.2,42.352,28/10/2012,393.608,49.95,0,0,22,6.592,0,0,20.536,13.85,0,0,0,0,0,0,2.673,0,12.085,31.898,0,35.153,0,0,38.158,0,0,0,0,0,5.2,0,17.5,3.5,25.829,25.244,-3.113,43.958
23,0.6,17.301,12,28.129,28/10/2012,359.001,42.846,0,0,23,4.639,0,0,18.803,6.33,0,0,0,0,0,0,2.661,0,11.851,31.545,0,34.735,0,0,38.357,0,0,0,0,0,5.2,0,17.8,3.3,25.411,25.244,-4.505,38.222
0,-2.7,12.6,9.4,28.016,29/10/2012,330.87,49.358,0,0,00,6.592,0,0,15.336,8.012,0,0,0,0,0,0,2.661,0,11.712,31.397,0,0,0,0,38.158,0,0,0,0,0,5.2,0,17.5,3.4,25.773,24.883,-3.717,47.639
1,-11.7,12.6,11,8.084,29/10/2012,318.869,49.358,0,0,01,16.236,0,0,9.715,10.569,0,0,0,0,0,0,2.637,0,11.939,30.484,0,0,0,0,38.187,0,0,0,0,0,5.2,0,18,3.34,25.411,24.966,-11.316,50.599
2,-9.9,11.9,8.5,7.666,29/10/2012,310.33,49.95,0,0,02,14.161,0,0,8.98,7.684,0,0,0,0,0,0,2.661,0,11.836,30.219,0,0,0,0,38.418,0,0,0,0,0,5.2,0,18,3.34,25.662,25.467,-8.606,50.502
3,3.3,9.1,6.1,11.36,29/10/2012,303.426,49.654,0,0,03,-7.691,0,0,10.241,7.356,0,0,0,0,0,0,2.71,0,12.049,30.661,0,0,0,0,38.657,0,0,0,0,0,5.2,0,18,3.41,25.662,25.467,4.083,47.491
4,0.8,25.401,14.7,8.035,29/10/2012,309.759,43.512,0,0,04,9.156,0,0,15.966,7.848,0,0,0,0,0,0,2.698,0,12.019,31.014,0,0,0,0,39.058,0,0,0,0,0,0,0,18,3.5,25.662,25.467,-8.716,38.119
5,-7.6,26.501,13.3,18.781,29/10/2012,342.335,49.802,0,0,05,19.654,0,0,13.55,15.846,0,0,0,0,0,0,1.318,0,12.012,30.838,0,0,0,0,38.967,0,0,0,0,0,5.2,0,10,3.5,25.662,25.467,-13.514,50.131
6,-9.2,18.501,13.4,28.705,29/10/2012,345.224,42.92,0,0,06,14.649,0,0,15.862,8.217,0,0,0,0,0,0,1.526,0,12.085,30.779,0,0,0,0,38.087,0,0,0,0,0,5.2,0,17.5,3.5,25.662,25.467,-12.708,50.554
7,6.5,26.901,13.5,49.486,29/10/2012,361.858,49.136,0,0,07,-8.301,0,0,17.122,8.094,0,0,0,0,0,0,1.306,0,11.88,30.337,0,3.924,0,0,38.177,0,0,0,0,0,5.2,0,0,3.45,25.662,25.467,-4.907,45.508
8,6.1,27.001,17.601,49.662,29/10/2012,411.98,49.432,0,0,08,6.714,0,0,22.795,8.285,0,16.297,0,0,0,0,0,0,11.792,30.661,0,32.759,0,0,38.687,0,0,0,0,5.2,5.2,0,5,3.45,25.161,25.189,-5.603,45.019
9,-30.401,26.801,17.601,49.149,29/10/2012,475.726,49.432,0,0,09,62.502,0,0,20.168,7.506,0,14.752,0,16.793,18.641,0,0,0,11.866,30.396,12.295,32.871,0,0,38.068,0,0,0,0,5.2,5.2,0,17.2,3.41,25.551,25.411,-32.118,47.398
10,-19.001,23.201,15.701,49.45,29/10/2012,504.672,49.432,0,0,10,36.988,0,0,23.215,8.969,0,24.583,0,16.779,18.555,15.76,0,0,11.748,30.131,12.134,30.561,0,0,38.028,0,0,0,0,5.2,5.2,0,16.5,3.17,25.94,25.439,-26.514,46.449
11,-29.701,22.701,16.201,48.938,29/10/2012,519.288,48.618,0,0,11,59.45,0,0,24.581,12.879,0,24.555,0,16.891,18.592,16.797,0,17.383,11.639,30.101,12.053,30.728,0,0,38.227,0,0,0,0,5.2,5.2,0,17.2,3.26,25.328,25.495,-34.407,42.124
12,-27.701,23.301,16.701,48.505,29/10/2012,518.86,49.506,0,0,12,57.131,0,0,21.745,11.157,0,24.596,0,16.849,18.567,16.211,0,17.383,11.631,30.101,12.069,30.199,0,0,37.048,0,0,0,0,5.2,5.2,0,17.4,3.26,25.634,25.69,-33.418,46.919
13,-29.501,26.701,17.401,48.466,29/10/2012,506.797,50.098,0,0,13,73.366,0,0,22.48,6.918,0,24.72,0,16.779,18.665,16.529,0,17.383,11.704,30.572,17.757,30.867,0,0,36.977,0,0,0,0,5.2,5.2,0,17.4,3.26,25.356,25.022,-37.501,37.706
14,-21.601,22.401,17.001,49.084,29/10/2012,518.203,49.432,0,0,14,51.637,0,0,20.326,7.944,0,24.46,0,16.793,18.458,16.272,0,17.383,11.609,30.072,17.548,31.145,0,0,38.907,0,0,0,0,5.2,5.2,0,17.3,3.36,25.662,25.551,-29.115,48.016
15,-27.101,15.201,13,49.248,29/10/2012,510.462,49.802,0,0,15,59.816,0,0,15.493,15.135,0,16.311,15.04,16.863,18.445,16.175,0,17.285,11.47,30.072,17.661,31.813,0,0,37.627,0,0,0,0,5.2,5.2,0,17.2,0,25.662,25.495,-30.103,47.676
16,-33.001,12.4,12.2,49.452,29/10/2012,503.276,46.948,0,0,16,66.286,2.4,0,15.389,8.532,0,16.584,15.327,17.045,18.702,17.42,0,17.578,11.631,30.543,17.902,31.98,0,0,37.717,0,0,0,0,5.2,5.2,0,17.3,0,25.662,24.966,-31.513,46.97
17,-17.701,12.2,10,49.116,29/10/2012,473.018,49.506,0,0,17,30.885,11.478,0,14.128,7.834,0,0,0,16.835,18.677,17.737,0,17.676,11.741,30.572,17.902,31.785,0,0,37.057,0,0,0,0,5.2,5.2,0,17.1,0,25.439,25.217,-15.601,38.201
18,-8.8,9.6,7.2,49.147,29/10/2012,574.997,49.21,0,1.8,18,9.644,11.995,0,17.962,14.506,14.452,24.637,24.036,16.779,18.799,17.823,13.916,17.48,11.741,30.278,17.661,33.9,0,0,37.367,0,0,0,0,5.2,5.2,0,17.2,3.41,28.111,25.439,-5.805,45.187
19,-39.901,6.3,4.6,49.323,29/10/2012,559.177,49.506,0,0,19,71.535,13.499,0,18.225,15.969,15.586,24.323,23.927,16.807,18.592,17.554,6.714,17.48,11.858,30.396,17.725,34.234,0,0,37.957,0,0,0,0,5.2,5.2,0,17.4,3.5,25.912,25.523,-32.411,45.187
20,-32.301,11.9,8,49.553,29/10/2012,560.156,49.728,0,0,20,28.809,0,0,21.903,15.709,0,24.296,23.968,16.723,18.506,17.542,0,17.383,11.851,30.366,17.612,34.624,0,0,36.748,0,0,0,0,5.2,5.2,0,17,3.5,25.411,25.272,-26.002,42.677
21,-21.501,9.7,5.7,49.155,29/10/2012,491.579,48.914,0,0,21,38.575,0,0,20.905,0,0,21.083,0,16.779,18.677,17.627,0,17.48,11.866,30.513,18.66,34.457,0,0,37.738,0,0,0,0,5.2,5.2,0,17,3.5,25.523,25.272,-19.703,48.011
22,-22.601,9.5,7.2,49.419,29/10/2012,421.59,49.358,0,0,22,35.646,0,0,18.121,0,0,0,0,0,16.663,5.713,0,0,12.049,30.602,18.934,34.485,0,0,37.208,0,0,0,0,5.2,5.2,0,17.2,3.5,24.994,25.189,-19.703,44.407
23,-8.5,8.9,8.3,46,29/10/2012,377.937,49.654,0,0,23,14.161,0,0,19.695,6.563,0,0,0,0,0,2.258,0,0,11.778,30.131,0,34.179,0,0,37.977,0,0,0,0,0,5.2,0,17.2,3.5,24.994,25.272,-6.116,45.891
0,-4.7,8.9,6.6,35.703,30/10/2012,355.987,49.728,0,0,00,8.423,0,0,14.6,8.819,0,0,0,0,0,0,0,0,11.785,30.337,0,34.262,,0,37.757,0,0,0,0,0,5.2,0,17.3,3.5,25.077,25.272,-5.017,39.851
1,-2.5,8.4,6.5,26.201,30/10/2012,334.823,49.95,0,0,01,7.935,0,0,11.554,7.055,0,0,0,0,0,0,0,0,11.8,29.011,0,31.284,,0,37.787,0,0,0,0,0,5.2,0,17.2,3.5,25.077,25.272,0,44.467
2,2.2,12.9,9,26.493,30/10/2012,335.906,42.476,0,0,02,-2.319,0,0,7.719,7.862,0,0,0,0,0,0,0,0,11.851,29.158,0,31.479,,0,38.477,0,0,0,0,0,5.2,0,18.2,3.5,25.133,25.411,-2.307,38.621
3,-4.2,13.3,8.6,37.344,30/10/2012,334.945,40.626,0,0,03,4.028,0,0,15.284,8.627,0,0,0,0,0,0,0,0,11.953,29.276,0,0,,0,37.267,0,0,0,0,0,5.2,0,18.2,3.5,25.523,25.022,-6.903,48.158
4,-1.4,17.101,12.7,26.887,30/10/2012,338.888,48.692,0,0,04,1.465,0,0,16.807,7.192,0,0,0,0,0,0,0,0,11.536,28.864,0,0,,0,37.908,0,0,0,0,0,5.2,0,18.2,3.5,25.467,25.022,-5.805,48.082
5,-11.2,17.101,10.4,49.838,30/10/2012,354.165,49.58,0,0,05,33.692,0,0,14.496,7.492,0,0,0,0,0,0,0,0,12.005,29.806,0,0,,0,37.617,0,0,0,0,5.2,5.2,0,18.5,3.5,25.495,25.022,-15.418,50.027
6,7.8,19.001,11.9,49.991,30/10/2012,360.578,48.84,0,0,06,-2.93,0,0,16.072,8.012,0,0,0,0,0,0,0,0,11.807,30.425,0,10.159,,0,36.597,0,0,0,0,5.2,5.2,0,18.5,3.41,25.495,25.161,0.385,40.063
7,7.4,20.601,13.4,31.753,30/10/2012,380.947,50.542,0,0,07,-9.033,0,0,22.585,9.557,0,0,0,0,0,0,0,0,11.858,30.513,0,31.869,,0,38.577,0,0,0,0,5.2,5.2,0,18.5,3.5,25.495,25.161,0,35.013
8,-4.2,28.001,17.301,49.487,30/10/2012,437.454,50.32,0,0,08,11.353,0,0,22.323,7.451,0,0,0,0,0,0,0,0,12.034,27.774,16.533,32.063,,0,37.298,0,0,0,0,5.2,5.2,0,18.3,3.41,25.495,25.411,-11.518,49.488
9,-9.4,28.301,18.801,49.413,30/10/2012,501,49.654,0,0,09,18.799,0,0,25.632,7.752,0,15.997,0,16.863,18.824,15.064,0,0,11.704,27.332,18.466,31.98,,0,37.237,0,0,0,0,5.2,5.2,0,18.3,3.33,25.551,25.634,-18.915,35.249
10,-16.3,24.401,17.701,49.202,30/10/2012,514.512,49.802,0,0,10,48.952,0,0,25.999,18.116,0,20.331,0,16.905,18.677,16.419,0,0,11.785,27.479,17.645,32.147,,0,37.927,0,0,0,0,5.2,5.2,0,18.1,3.34,25.606,25.578,-29.609,49.995
11,-31.801,33.701,18.001,49.299,30/10/2012,542.354,50.024,0,0,11,53.346,0,0,22.007,11.348,0,20.194,14.971,16.877,18.873,16.651,0,0,11.873,27.627,17.822,30.561,,0,38.367,0,0,0,0,5.2,5.2,0,18,0,25.161,25.829,-38.105,48.21
12,-26.101,31.201,16.001,48.808,30/10/2012,517.634,49.506,0,0,12,68.728,0,0,20.693,13.713,0,20.057,19.059,16.779,18.445,16.407,0,0,11.609,27.744,17.725,30.755,,0,37.868,0,0,0,0,5.2,5.2,0,18.2,0,25.217,25.745,-36.201,48.128
13,-19.301,26.301,18.001,48.323,30/10/2012,507.05,49.728,0,0,13,52.37,0,0,24.266,7.233,0,16.215,14.834,16.835,18.482,16.309,0,0,11.675,28.893,17.757,30.087,,0,37.377,0,0,0,0,5.2,5.2,0,18.2,0,25.244,25.3,-30.415,48.244
14,-38.801,20.501,15.901,48.241,30/10/2012,527.073,49.728,0,0,14,69.094,0,0,17.017,16.42,0,23.325,22.532,17.017,18.519,16.26,0,0,10.159,28.775,17.532,31.507,,0,37.247,0,0,0,0,5.2,5.2,0,18.3,0,25.244,25.384,-39.113,48.244
15,-31.401,20.801,14.5,48.131,30/10/2012,507.837,49.654,0,0,15,73,0,0,17.332,10.61,0,22.764,21.602,17.143,18.726,16.37,0,0,10.086,28.952,17.854,32.258,,0,37.237,0,0,0,0,5.2,5.2,0,18.4,3.26,25.217,25.69,-34.205,48.244
16,-39.901,20.801,12.6,44.965,30/10/2012,494.762,50.986,0,0,16,92.898,0,0,26.104,8.573,0,16.27,14.957,17.956,18.738,16.138,0,0,10.24,29.689,18.128,32.982,,0,37.317,0,0,0,0,5.2,5.2,0,18.3,3.26,25.217,25.3,-40.706,48.132
17,-8,18.001,11.4,47.823,30/10/2012,484.227,49.95,0,0,17,14.161,0,0,15.336,15.86,0,23.995,0,18.152,18.665,0,0,0,10.24,31.103,17.983,32.537,,0,37.447,0,0,0,0,5.2,5.2,0,18.4,3.2,25.634,25.356,-10.804,48.132
18,-12.2,19.601,12.4,48.719,30/10/2012,564.584,50.098,0,1.7,18,20.997,0,0,13.025,8.996,7.26,21.206,20.221,18.165,18.812,18.201,16.846,17.48,11.844,32.193,17.983,36.378,,0,37.997,0,0,0,0,5.2,5.2,0,18.5,3.2,25.244,25.578,-13.111,48.253
