,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,GSR,HPA1,HPA2,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
0,00,14.597,0,0,0,0,0,10.701,34.019,0,0,0,0,25.301,17.301,10.977,36.296,51.134,16.65,19.667,25.745,25.384,0,6.598,0,13.971,0,0,0,0,0,31.737,29.488,0,0,0,0,0,0,0,5.5,50.611,-27.955,-36.494,36.701,8.185,445.25,1/8/2014
1,01,10.987,0,0,0,0,0,10.708,33.783,0,36.851,0,0,16.801,10.9,7.72,43.949,51.06,16.798,11.542,25.523,25.495,0,0,0,13.881,0,0,0,0,0,28.897,27.838,0,0,0,0,0,0,0,5.2,42.328,-25.513,-27.412,34.401,18.183,420.61,1/8/2014
2,02,6.417,0,0,0,0,0,10.489,32.281,22.753,36.378,0,0,14.8,7.7,4.462,44.093,43.66,14.208,17.025,25.606,25.439,0,0,0,13.769,0,0,0,0,0,31.607,28.788,0,0,0,0,0,0,0,5.37,38.054,-18.921,-26.798,38.301,21.992,408.34,1/8/2014
3,03,10.19,0,0,0,0,0,10.664,32.988,0,36.378,0,0,12.8,8.7,13.078,17.02,45.288,14.874,30.128,25.467,25.217,0,0,0,14.016,0,0,0,0,0,29.038,28.158,0,0,0,0,0,0,0,5.5,40.569,-23.194,-26.13,35.701,13.697,400.01,1/8/2014
4,04,28.155,0,0,0,0,0,10.65,32.576,0,0,0,0,23.601,14.1,21.587,17.106,45.214,14.504,35.948,25.606,25.272,0,0,0,13.859,0,0,0,0,0,28.528,27.999,0,0,0,0,0,0,0,5.6,43.295,-26.612,-29.041,52.602,8.899,407.77,1/8/2014
5,05,23.922,0,0,0,0,0,10.818,0,0,0,0,0,37.901,20.501,26.21,17.015,45.806,14.8,38.225,25.439,25.439,0,0,0,14.106,0,0,0,0,0,29.197,28.597,0,0,0,0,0,0,0,5.6,50.732,-22.34,-24.491,43.801,-4.614,421.97,1/8/2014
6,06,26.991,0,0,0,0,0,10.818,0,0,0,0,0,35.201,19.601,27.838,17.157,45.436,14.874,37.391,25.606,25.606,0,0,0,13.791,0,0,8.914,0,0,29.587,28.108,0,0,0,0,0,0,0,5.6,32.07,-36.256,-38.664,62.102,10.785,406.63,1/8/2014
7,07,27.378,0,0,0,0,0,10.899,0,0,0,0,0,36.201,16.601,30.044,17.133,51.726,17.168,35.837,25.578,25.495,0,4.264,0,14.039,0,0,9.448,0,0,28.708,27.878,0,0,0,0,0,0,0,5.6,40.507,-20.142,-23.392,45.101,-3.9,426.85,1/8/2014
8,08,26.899,0,0,0,0,0,10.745,30.101,0,0,0,0,30.301,16.301,20.852,12.979,51.282,16.65,37.322,25.745,25.606,0,6.645,0,13.32,0,0,17.377,0,0,30.357,27.758,0,0,0,0,0,0,0,5.37,40.38,-6.714,-13.642,19.601,-14.502,461.26,1/8/2014
9,09,25.282,0,0,0,0,0,10.481,31.486,0,27.889,0,0,27.601,14.4,22.217,39.855,42.994,13.838,36.637,25.745,25.745,0,6.616,0,13.387,0,0,7.506,0,0,30.308,27.638,0,0,0,0,0,0,0,5.23,40.368,-3.418,-5.319,19.801,-21.809,486.01,1/8/2014
10,10,33.03,0,0,0,0,0,10.489,31.397,0,36.378,0,0,19.401,18.701,20.432,49.773,50.986,16.576,38.459,25.328,25.773,0,6.638,0,13.387,0,0,7.643,0,0,29.568,28.268,0,0,0,0,0,0,0,5.05,41.986,7.813,5.374,16.501,-22.413,502.01,1/8/2014
11,11,26.059,0,0,0,0,0,10.313,32.31,5.962,35.96,0,0,14.8,10.4,22.007,50.018,50.912,16.354,26.131,25.745,25.718,0,6.605,0,13.185,0,0,15.258,0,0,30.708,27.598,0,0,0,0,0,0,0,4.82,50.326,-6.104,-9.247,13,-10.712,514.27,1/8/2014
12,12,21.971,0,18.555,0,0,0,10.166,31.721,21.576,35.904,0,0,14.2,9.5,14.39,50.242,51.134,16.724,17.576,25.662,25.662,0,6.606,0,13.634,0,0,7.465,0,0,29.998,27.739,0,0,0,5.2,5.2,0,0,4.82,47.198,1.343,-6.308,11.5,-4.212,510.53,1/8/2014
