,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,MTL,GSR,HEM,HPA1,HPA2,PHD,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN3,PEN4,PHL1,PHL2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
0,00,32.42,0,0,0,0,0,0,0,0,0,0,0,28.301,20.101,36.82,0,42.231,13.557,42.347,25.773,0,22.7,0,0,0,0,0,28.571,28.512,8.723,0,0,0,29.838,27.818,3.529,3.524,0,0,0,0,4.9,18.7,0,5.3,31.065,31.617,18.815,3.8,-43.709,444.2,1/3/2016
1,01,31.326,0,0,0,0,0,0,0,0,0,0,0,29.901,21.301,34.51,0,45.222,0,41.715,25.69,0,22.999,0,0,0,0,0,29.896,33.264,7.465,0,0,0,29.887,27.678,3.481,0,0,0,0,0,0,18.5,0,5.4,30.105,20.02,9.705,6.2,-37.812,440.24,1/3/2016
2,02,33.229,0,0,0,0,0,0,0,0,0,0,0,28.101,20.601,30.307,0,49.766,0,29.778,25.773,0,22.599,0,0,0,0,0,25.674,31.416,8.285,0,0,0,29.558,27.309,3.481,0,0,0,0,0,0,18.4,0,5.37,31.646,20.264,6.986,3.1,-33.216,424.18,1/3/2016
3,03,25.881,0,0,0,0,0,0,0,0,0,0,0,28.201,21.401,26.21,0,46.377,0,30.148,25.69,0,23.3,0,0,0,0,0,30.683,33.66,7.998,0,0,0,29.698,28.808,3.508,0,0,0,0,0,0,18.5,0,5.43,30.603,22.584,11.911,-.2,-33.601,415.41,1/3/2016
4,04,28.304,0,0,0,0,0,0,0,0,0,0,0,27.101,20.701,22.848,0,49.301,0,28.886,25.718,0,22.999,0,0,0,0,0,31.873,28.38,13.303,0,0,0,29.438,28.458,3.508,0,0,0,0,0,0,18.9,0,5.53,33.188,15.503,3.864,2.1,-26.112,423.09,1/3/2016
5,05,30.636,0,0,0,0,0,0,0,0,0,0,0,22.501,15.701,20.642,0,52.538,0,37.942,25.69,0,22.599,0,0,0,0,0,30.188,31.152,24.624,0,0,0,29.268,28.238,3.508,0,0,0,0,0,0,18.9,0,5.3,40.425,17.09,3.708,3.1,-32.502,448.46,1/3/2016
6,06,33.127,0,0,0,0,0,0,30.278,0,0,0,0,20.301,16.401,26.578,0,40.729,13.06,37.824,25.634,0,22.9,0,0,0,0,0,30.121,30.756,8.6,0,0,0,29.118,28.278,8.008,0,0,0,0,0,0,18.7,0,5.53,35.657,15.992,0,10,-25.416,461.04,1/3/2016
7,07,10.32,0,0,0,0,0,0,33.548,0,0,0,0,31.301,21.401,30.097,0,41.927,13.259,25.108,25.773,0,22.999,0,0,0,0,0,31.94,27.72,12.045,0,0,0,29.808,28.668,8,0,0,0,0,0,0,18.4,0,5.52,35.846,8.301,5.905,9.6,-22.706,452.6,1/3/2016
8,08,32.56,0,0,0,0,0,5.237,31.81,0,0,0,0,30.101,22.201,27.838,7.095,46.689,14.891,31.148,24.938,0,22.9,0,0,0,0,0,30.188,31.284,18.239,0,0,0,28.948,28.678,7.956,0,0,0,0,0,4.9,18.7,0,5.4,35.841,0,4.596,15.1,-27.412,515.27,1/3/2016
9,09,31.25,0,0,0,0,0,8.987,31.839,0,0,0,0,29.701,21.801,31.147,52.118,49.548,16.316,43.61,25.523,0,24.199,0,0,0,0,0,30.121,20.724,7.643,8.969,0,0,28.478,28.508,3.516,0,0,0,0,0,4.9,18.6,0,5.22,37.392,4.395,12.342,21.401,-27.302,549.28,1/3/2016
10,10,34.523,0,0,0,0,0,8.943,31.869,0,11.467,0,0,29.001,22.101,30.517,51.772,48.022,15.449,40.098,25.662,0,27.599,0,0,0,0,0,29.043,25.212,13.508,14.944,0,0,28.548,28.548,8.718,0,0,0,0,0,4.9,18.5,0,5.14,35.97,20.631,24.519,3.1,-37.812,579.61,1/3/2016
11,11,34.046,0,0,0,0,0,8.994,31.869,0,37.38,0,0,24.701,20.801,33.406,52.191,53.058,16.671,39.543,25.272,0,24.6,0,0,0,0,0,30.975,22.176,8.408,9.844,0,0,28.918,28.637,9.095,0,0,0,0,0,4.9,18.4,0,4.9,39.215,16.236,15.885,1.8,-37.318,611.41,1/3/2016
12,12,34.371,0,0,0,0,0,8.972,31.662,0,35.348,0,0,22.801,17.201,29.204,45.131,47.04,14.331,36.368,25.356,0,24.9,0,0,6.588,0,0,29.829,17.82,9.871,11.293,0,15.34,28.508,28.878,3.521,3.415,0,0,0,0,4.9,18.6,0,4.9,35.801,-8.789,0,27.401,-13.715,587.06,1/3/2016
13,13,31.737,0,0,0,0,0,8.965,31.721,0,35.348,0,0,17.601,14.7,22.638,28.58,49.844,15.64,29.256,25.244,0,24.699,0,0,6.542,0,0,29.29,30.624,14.834,16.215,0,16.12,28.888,28.758,8.776,8.756,0,0,0,0,4.9,18.3,0,4.75,35.74,2.564,-6.024,13.6,-20.71,599.05,1/3/2016
14,14,23.429,0,0,0,0,0,8.819,31.545,1.627,35.96,0,0,12.7,12.9,20.274,47.89,52.481,17.088,23.516,40.246,0,8.599,0,0,6.598,0,0,32.457,32.604,23.667,24.651,0,21.26,28.878,28.908,8.777,8.722,0,0,0,4.9,4.9,18.3,0,4.7,39.887,17.701,18.22,-8,-30.818,629.21,1/3/2016
15,15,26.231,0,0,17.371,0,0,8.709,31.279,19.24,35.737,0,0,13.7,10.8,19.644,39.697,51.971,16.647,22.505,47.594,0,0,0,0,6.588,0,0,29.133,31.68,19.524,20.727,0,15.709,28.368,28.218,8.777,8.722,0,0,0,4.9,4.9,18.3,0,4.75,37.221,-4.883,-9.76,21.301,-3.003,624.99,1/3/2016
16,16,32.029,0,0,0,0,0,9.969,31.486,19.095,35.153,0,0,18.501,15.801,31.042,42.649,39.968,12.787,29.06,47.678,0,0,0,0,6.6,0,0,30.435,33.132,11.034,12.168,0,14.301,27.968,28.108,3.486,3.499,0,0,0,4.9,4.9,18.3,0,4.67,37.947,10.987,5.741,15.2,-29.408,604.167,1/3/2016
17,17,27.35,0,0,0,0,0,10.313,31.486,0,13.471,0,0,19.301,17.401,25.106,47.991,50.6,15.547,30.375,26.079,0,0,0,0,6.584,0,0,29.245,30.492,13.207,14.534,0,16.024,28.398,27.788,5.516,5.515,0,0,0,0,4.9,18.3,0,4.83,37.83,24.293,9.302,-.5,-31.111,556.22,1/3/2016
18,18,33.922,0,0,0,0,0,10.445,31.751,0,6.068,0,0,30.101,22.001,33.091,49.598,32.215,10.691,42.731,25.133,0,0,0,0,6.613,0,0,30.772,33,11.909,13.125,0,0,28.028,27.988,5.516,5.49,0,0,0,0,4.9,18.3,0,4.95,30.217,33.204,19.556,-3.1,-43.709,542.62,1/3/2016
19,19,34.799,0,0,0,0,0,9.112,33.076,0,37.435,0,0,33.601,22.501,35.402,46.998,48.08,14.73,43.53,25.411,0,3.799,0,0,6.581,0,0,31.222,29.568,19.182,20.426,0,15.805,28.878,28.129,6.003,6.038,0,0,0,4.9,4.9,18.4,0,5.05,38.217,38.331,31.669,-10.8,-54.805,647.4,1/3/2016
20,20,32.029,0,0,0,0,0,9.251,33.783,0,36.906,0,0,33.301,22.401,32.881,49.806,47.752,14.593,43.117,25.467,0,15.9,0,0,6.581,0,0,31.334,32.604,10.664,11.95,0,15.094,29.289,28.808,6.01,6.006,0,0,0,0,4.9,18.6,0,5.22,38.305,22.34,16.416,1.5,-42.116,644.405,1/3/2016
21,21,33.711,0,0,0,0,0,9.258,33.813,0,0,0,0,31.801,21.801,33.459,49.647,47.523,14.871,43.182,25.662,0,20.699,0,0,0,0,0,28.032,30.756,15.874,17.323,0,0,28.478,28.098,6.004,6.017,0,0,0,0,4.9,18.5,0,5.22,38.35,24.537,12.488,6.9,-36.805,585.85,1/3/2016
22,22,33.99,0,0,0,0,0,9.405,6.004,0,0,0,0,33.801,21.801,39.552,1.931,42.069,13.205,43.935,25.578,0,24.299,0,0,0,0,0,29.335,32.868,6.973,8.094,0,0,28.368,28.429,6.497,6.533,0,0,0,0,4.9,18.6,0,5.22,38.27,32.105,14.942,0.4,-49.513,511.73,1/3/2016
23,23,29.154,0,0,0,0,0,0,0,0,0,0,0,34.501,22.501,34.614,0,41.9,13.629,43.632,25.578,0,24.4,0,0,0,0,0,30.75,33.66,6.918,8.231,0,0,28.458,28.178,5.007,5.016,0,0,0,0,0,18.3,0,5.26,38.27,27.711,17.982,3.5,-40.907,469.68,1/3/2016
0,00,34.757,0,0,0,0,0,0,0,0,0,0,0,34.801,22.301,36.977,0,49.685,0,43.7,25.634,0,25,0,0,0,0,0,30.435,30.36,6.918,0,0,0,28.488,28.108,3.482,0,0,0,0,0,0,18.5,0,5.22,31.43,36.866,25.892,6.5,-48.213,434.76,2/3/2016
1,01,10.398,0,0,0,0,0,0,0,0,0,0,0,34.201,22.401,37.714,0,50.06,0,43.963,25.384,0,22.8,0,0,0,0,0,32.008,31.416,7.123,0,0,0,27.918,28.228,3.493,0,0,0,0,0,0,18.5,0,5.29,30.62,34.669,23.392,-5.7,-47.005,426.16,2/3/2016
2,02,10.033,0,0,0,0,0,0,0,0,0,0,0,30.901,21.501,29.676,0,50.535,0,42.871,25.718,0,22.7,0,0,0,0,0,30.054,28.512,14.643,0,0,0,28.299,28.458,3.513,0,0,0,0,0,0,18.6,0,5.37,29.45,46.51,30.845,-21.701,-56.508,421.68,2/3/2016
3,03,10.149,0,0,0,0,0,0,0,0,0,0,0,29.201,21.501,30.622,0,50.581,0,43.08,25.773,0,23.599,0,0,0,0,0,30.57,30.36,7.205,0,0,0,28.368,28.438,3.485,0,0,0,0,0,0,19,0,5.45,29.13,42.97,27.842,-19.201,-48.506,413.42,2/3/2016
4,04,10.185,0,0,0,0,0,0,0,0,0,0,0,32.601,19.401,31.725,0,50.415,0,43.569,25.69,0,24.099,0,0,0,0,0,29.896,30.624,9.325,0,0,0,28.568,28.618,3.485,0,0,0,0,0,0,18.3,0,5.37,38.26,46.266,27.21,-13.8,-49.11,419.59,2/3/2016
5,05,29.685,0,0,0,0,0,0,0,0,0,0,0,30.201,22.401,33.09,0,49.828,0,43.206,25.745,0,20.6,0,0,0,0,0,27.381,28.908,23.995,0,0,0,29.327,28.698,3.485,0,0,0,0,0,0,18.3,0,5.45,37.66,35.157,19.181,-5.1,-48.012,456.76,2/3/2016
6,06,32.455,0,0,0,0,0,0,0,0,0,0,0,29.201,21.101,28.836,0,51.418,16.659,36.977,25.634,0,24.099,0,0,0,0,0,29.223,32.34,6.576,0,0,0,28.808,28.299,3.589,0,0,0,0,0,0,18.5,0,5.45,31.667,40.284,26.679,-8.4,-47.517,439.81,2/3/2016
7,07,10.258,0,0,0,0,0,0,32.252,0,0,0,0,32.601,20.501,28.521,0,42.707,13.587,34.625,25.69,0,20.799,0,0,0,0,0,30.548,28.776,18.129,0,0,0,28.528,28.378,3.491,0,0,0,0,0,0,18.6,0,5.38,38.701,51.759,40.184,-32.801,-61.818,464.77,2/3/2016
8,08,30.319,0,0,0,0,0,8.723,31.662,0,0,0,0,29.001,17.701,25.316,0,51.637,16.4,30.49,25.578,0,24,0,0,0,0,0,29.762,27.06,17.76,19.141,0,0,27.518,28.167,3.565,0,0,0,0,0,0,18.3,0,5.3,38.544,27.223,24.454,-13.6,-40.815,508.7,2/3/2016
9,09,30.269,0,0,0,0,0,9.17,30.484,0,35.849,0,0,26.601,19.201,28.153,42.104,52.327,16.575,32.926,25.439,0,24.4,0,0,0,0,0,30.391,29.832,6.905,8.135,0,0,28.608,28.208,3.561,3.46,0,0,0,0,0,18.4,0,5.2,36.77,37.599,39.451,-22.501,-51.509,569.94,2/3/2016
10,10,32.257,0,0,0,0,0,9.178,31.692,0,34.624,0,0,28.401,20.201,36.032,42.367,48.573,14.804,40.01,25.356,0,23.9,0,0,0,0,0,27.942,29.568,13.385,14.93,0,0,28.708,28.548,3.558,3.454,0,0,0,0,4.9,18.8,0,5.1,38.07,43.825,48.653,-25.801,-62.203,599.88,2/3/2016
11,11,25.077,0,0,0,0,0,9.104,29.306,0,34.095,0,0,24.701,18.601,23.74,42.599,49.881,15.118,38.432,25.411,0,23.599,0,0,6.625,0,0,31.985,29.172,12.989,14.438,0,15.723,28.278,27.829,6.508,6.448,0,0,0,0,4.9,18.3,0,5,37.337,37.111,39.186,-21.201,-49.403,599.52,2/3/2016
12,12,33.029,0,0,0,0,0,9.156,31.456,0,34.095,0,0,20.901,18.201,32.04,42.363,47.317,14.969,33.902,25.467,0,23.599,0,0,6.611,0,0,29.537,32.604,9.844,11.567,0,14.93,28.129,27.569,7.55,7.452,0,0,0,4.9,0,18.4,0,4.8,33.644,43.58,39.222,-18.401,-49.403,589.04,2/3/2016
13,13,21.276,0,0,0,0,0,8.709,31.162,0,34.095,0,0,9.4,8.2,18.226,45.516,52.654,16.447,24.011,35.236,0,23.8,0,0,6.583,0,0,31.109,29.172,19.251,20.645,0,14.602,28.228,28.198,8.756,8.73,0,0,0,4.9,0,18.4,0,4.75,39.008,40.407,39.854,-28.501,-47.81,587.14,2/3/2016
14,14,21.098,0,0,0,0,0,8.504,31.191,18.724,35.209,0,0,12.3,11,22.27,43.824,51.877,16.561,24.075,47.316,0,23.9,0,0,6.611,0,0,31.064,27.456,17.815,19.223,0,14.93,27.959,28.259,3.581,3.472,0,0,0,4.9,0,18.2,0,4.6,39.15,36.988,30.708,-25.801,-45.302,618.47,2/3/2016
15,15,25.786,0,0,0,0,0,0,0,19.288,6.346,0,0,28.401,20.301,15.442,0,38.24,12.292,37.266,47.177,0,0,0,0,0,0,0,29.425,20.328,7.082,8.217,0,15.887,5.08,9.089,0,7.695,0,0,0,4.9,0,0,0,0,37.4,46.51,44.441,-13.6,-47.719,366.04,2/3/2016
16,16,34.162,0,0,0,0,0,0,0,19.208,35.626,0,0,35.001,22.501,34.509,45.692,31.561,10.266,43.81,47.372,0,0,0,0,0,0,0,31.896,29.7,12.948,14.288,0,0,27.829,26.879,6.927,6.864,0,0,0,4.9,0,18.4,0,4.8,35.9,48.83,41.118,-24.601,-68.007,583.71,2/3/2016
17,17,34.421,0,0,0,0,0,9.038,33.43,0,0,0,0,35.201,22.501,32.04,44.382,48.258,14.784,43.208,25.578,0,0,0,0,6.633,0,0,31.334,20.196,7.656,8.873,0,0,28.278,27.068,8.659,8.594,0,0,0,0,0,18.7,0,4.9,35.6,57.863,45.796,-28.401,-70.406,544.48,2/3/2016
18,18,34.676,0,0,0,0,0,9.06,32.959,0,0,0,0,28.101,22.201,34.877,27.49,47.5,0,43.48,27.415,0,0,0,0,6.615,0,0,30.346,19.008,14.465,15.778,0,0,28.658,27.468,3.549,3.468,0,0,0,0,0,18.6,0,4.9,37.8,35.279,24.601,-11.1,-50.813,520.48,2/3/2016
19,19,29.95,0,0,0,0,0,9.053,33.106,19.546,35.988,0,0,27.201,20.401,31.778,46.524,49.531,15.472,41.66,47.622,0,0,0,0,6.596,0,0,28.369,18.348,18.84,20.085,0,15.573,28.648,28.328,7.986,7.984,0,0,0,4.9,0,18.6,0,4.9,37.7,38.82,26.194,-8,-54.714,652.4,2/3/2016
20,20,33.466,0,0,0,0,0,9.221,34.049,18.95,35.96,0,0,30.601,22.201,33.354,43.308,47.848,14.643,42.745,47.372,0,0,0,0,6.601,0,0,27.291,24.42,14.247,15.6,0,15.532,28.748,28.498,7.995,8,0,0,0,4.9,0,18.7,0,4.9,38,43.092,27.238,-13.3,-51.711,651.84,2/3/2016
21,21,34.494,0,0,0,0,0,9.258,34.019,0,20.485,0,0,35.901,22.401,35.979,44.997,49.071,15.164,42.979,25.161,0,0,0,0,6.628,0,0,28.324,27.192,9.83,11.184,0,15.983,28.788,28.848,3.517,3.445,0,0,0,4.9,0,18.5,0,5.1,37.7,45.778,31.87,-13.1,-61.214,596.51,2/3/2016
22,22,34.248,0,0,0,0,0,9.229,34.373,0,0,0,0,35.201,22.301,37.556,2.366,49.477,15.185,43.254,25.745,0,0,0,0,6.625,0,0,30.256,28.908,11.129,12.373,0,0,28.198,28.118,3.517,3.511,0,0,0,0,0,18.4,0,5.1,37.7,46.022,29.975,-9.1,-54.915,510.82,2/3/2016
23,23,34.856,0,0,0,0,0,9.295,2.704,0,0,0,0,34.101,22.401,36.138,0,42.048,13.687,43.091,25.606,0,17.5,0,0,0,0,0,30.188,26.136,7.533,8.6,0,0,28.597,28.588,3.507,3.401,0,0,0,0,0,18.4,0,5.22,37.6,40.284,30.076,-11.6,-58.504,478.96,2/3/2016
0,00,30.909,0,0,0,0,0,0,0,0,0,0,0,34.401,22.401,35.928,0,48.833,14.532,42.499,25.662,0,18.1,0,0,0,0,0,27.358,29.964,8.846,0,0,0,28.718,28.328,3.485,3.413,0,0,0,0,0,19,0,5.3,28.1,55.544,41.658,-30.101,-69.802,458.48,3/3/2016
1,01,28.642,0,0,0,0,0,0,0,0,0,0,0,29.201,16.701,35.14,0,51.371,16.529,40.126,25.133,0,18.2,0,0,0,0,0,26.864,29.568,12.004,0,0,0,28.158,28.508,3.592,0,0,0,0,0,0,18.4,0,5.37,29.6,64.089,51.372,-42.201,-72.402,442.24,3/3/2016
2,02,33.604,0,0,0,0,0,0,0,0,0,0,0,25.001,19.801,30.779,0,45.708,0,32.999,25.718,0,18.1,0,0,0,0,0,27.583,27.456,6.836,0,0,0,28.748,28.518,3.589,0,0,0,0,0,0,18.6,0,5.35,30,51.393,42.445,-34.101,-65.004,413.66,3/3/2016
3,03,26.681,0,0,0,0,0,0,0,0,0,0,0,25.901,18.801,24.634,0,50.092,0,34.13,25.634,0,18.2,0,0,0,0,0,29.559,30.096,13.836,0,0,0,28.828,28.388,3.547,0,0,0,0,0,0,18.6,0,5.37,37.7,32.35,21.131,-17.001,-45.503,429.02,3/3/2016
4,04,26.573,0,0,0,0,0,0,0,0,0,0,0,24.601,17.301,26.157,0,52.702,16.567,33.026,25.634,0,12.299,0,0,0,0,0,33.064,30.624,8.532,0,0,0,28.597,28.498,3.554,0,0,0,0,0,0,18.8,0,5.37,38,54.933,38.353,-32.301,-57.918,426.83,3/3/2016
5,05,30.453,0,0,0,0,0,0,0,0,0,0,0,26.601,20.601,24,0,52.306,16.876,39.274,25.662,0,0,0,0,0,0,0,30.885,32.472,24.61,0,0,0,28.637,29.058,3.544,0,0,0,0,0,0,18.7,0,5.45,37.6,45.9,31.825,-32.101,-62.404,463.5,3/3/2016
6,06,27.104,0,0,0,0,0,1.15,34.049,0,0,0,0,23.601,18.101,28,0,48.292,14.853,31.943,25.606,0,0,0,0,0,0,0,21.743,32.34,14.752,16.311,0,0,28.559,28.158,7.937,8.026,0,0,0,0,0,18.7,0,5.53,37.8,34.669,21.653,-14,-43.104,473.33,3/3/2016
7,07,21.414,0,0,0,0,0,7.654,33.724,0,0,0,0,21.901,15.601,26.03,20.082,50.179,15.388,28.329,25.662,0,0,0,0,0,0,0,31.334,27.72,13.084,14.534,0,0,28.418,28.678,3.545,3.41,0,0,0,0,0,19.2,0,5.45,37.9,26.856,13.898,-11.5,-36.311,486.27,3/3/2016
8,08,30.321,0,0,0,0,0,7.603,33.607,0,0,0,0,26.001,19.901,31.6,25.565,51.238,16.523,41.296,25.467,0,0,0,0,0,0,0,29.357,31.944,8.983,10.282,0,0,27.948,28.178,5.023,4.996,0,0,0,0,0,18.5,0,5.1,37.7,16.114,17.341,-1.4,-37.812,522.9,3/3/2016
9,09,32.851,0,0,0,0,0,7.537,33.872,0,34.875,0,0,29.601,21.901,28.68,43.1,47.804,14.383,41.033,25.244,0,0,0,0,0,0,0,31.109,26.004,7.274,8.422,0,13.795,28.658,28.788,3.56,3.482,0,0,0,0,0,18.8,0,5.1,37.7,1.343,0,23.701,-24.207,572.73,3/3/2016
10,10,31.075,0,0,0,0,0,7.603,32.104,0,36.099,0,0,34.901,22.401,29.256,45.123,49.667,16.407,41.958,25.662,0,0,0,0,6.544,0,0,26.887,20.988,16.844,18.266,0,0,27.948,28.108,4.607,4.458,0,0,0,4.9,0,18.7,0,4.8,37.7,20.264,27.1,-4.8,-46.419,596.88,3/3/2016
11,11,32.241,0,0,0,0,0,7.427,31.839,0,35.515,0,0,30.301,20.301,32.67,41.957,47.183,14.595,40.843,35.014,0,0,0,0,6.568,0,0,30.278,25.344,16.776,18.129,0,20.932,27.869,27.999,8.717,8.592,0,0,0,4.9,0,18.6,0,4.6,27.4,14.771,17.743,1,-38.105,621.2,3/3/2016
12,12,31.059,0,0,0,0,0,7.383,33.43,0,35.515,0,0,28.001,20.101,27.05,42.657,48.98,16.111,40.611,47.733,0,0,0,0,6.566,0,0,28.796,25.344,11.102,12.291,0,15.614,27.248,28.888,6.863,6.796,0,0,0,4.9,0,18.6,0,4.6,36.9,20.631,24.262,1,-40.211,607.46,3/3/2016
13,13,32.518,0,0,0,0,0,7.127,33.165,0,35.932,0,0,32.901,21.901,35.191,48.667,49.201,16.125,40.045,25.662,0,0,0,0,6.569,0,0,25.494,22.44,14.602,15.983,0,15.75,27.458,28.658,6.023,5.872,0,0,0,4.9,0,18.5,0,4.52,37.7,17.945,18.485,7.1,-39.003,608.37,3/3/2016
14,14,33.203,0,0,0,0,0,7.193,33.017,6.478,35.32,0,0,21.401,15.401,27.996,42.58,51.645,16.427,33.602,47.316,0,0,0,0,6.571,0,0,29.425,18.744,19.647,20.973,0,20.126,27.048,28.158,8.706,8.669,0,0,0,0,0,18.5,0,4.6,37.1,22.706,13.468,-3.1,-35.908,622.7,3/3/2016
15,15,22.523,0,0,13.025,0,0,7.171,33.047,19.224,35.236,0,0,19.301,15.701,22.953,41.642,54.959,17.619,27.968,47.232,0,0,0,0,6.551,0,0,30.683,20.46,23.735,24.542,0,24.05,27.739,28.888,8.633,8.59,0,0,0,0,0,18.8,0,4.5,18.9,21.851,15.464,2.4,-27.302,611.26,3/3/2016
16,16,31.955,0,0,17.115,0,0,8.804,32.841,16.742,35.32,0,0,23.101,17.501,29.099,43.387,48.942,14.614,36.986,47.065,0,0,0,0,6.556,0,0,29.694,25.608,9.571,10.91,0,14.957,28.818,29.108,5.111,4.947,0,0,0,0,0,18.7,0,4.7,19.6,18.311,18.494,-1.2,-42.207,618.38,3/3/2016
17,17,32.375,0,0,0,0,0,8.701,33.194,0,0,0,0,14.2,14.7,30.044,37.826,54.891,17.549,41.126,25.384,0,0,0,0,6.559,0,0,27.448,27.852,21.739,22.86,0,14.807,27.229,27.858,8.794,8.773,0,0,0,0,0,18.7,0,4.8,36.7,25.88,10.52,1.9,-36.201,562.01,3/3/2016
18,18,34.037,0,0,0,0,0,8.98,33.194,0,0,0,0,13.6,16.501,35.139,42.783,52.541,16.995,41.994,27.026,0,0,0,0,6.571,0,0,29.312,27.06,9.297,10.514,0,14.67,27.328,28.818,5.026,4.994,0,0,0,0,0,18.6,0,4.9,36.6,17.09,0,7,-32.502,554.89,3/3/2016
19,19,33.247,0,0,0,0,0,9.031,33.312,17.322,35.57,0,0,32.001,20.701,33.09,40.879,49.224,15.446,39.142,47.817,0,0,0,0,6.583,0,0,28.212,28.644,14.356,15.641,0,15.067,28.259,29.338,5.026,4.994,0,0,0,4.9,0,18.8,0,5,36.5,40.651,27.375,-9.9,-50.117,640.09,3/3/2016
20,20,31.824,0,0,0,0,0,9.06,33.371,17.483,35.57,0,0,32.901,22.201,20.904,38.341,47.675,14.311,43.536,47.622,0,0,0,0,6.588,0,0,29.694,25.08,14.602,16.051,0,15.19,27.678,27.408,8.44,8.487,0,0,0,4.9,0,19.2,0,5.05,36.6,28.321,13.99,1.2,-35.212,631.46,3/3/2016
21,21,30.993,0,0,0,0,0,9.046,33.371,0,0,0,0,33.301,19.401,34.141,43.206,53.132,17.457,43.4,25.328,0,0,0,0,6.618,0,0,29.223,23.364,19.51,20.768,0,15.299,27.858,27.318,5.003,5.008,0,0,0,4.9,0,18.8,0,5.05,36.5,48.83,33.866,-14.5,-59.108,578.91,3/3/2016
22,22,33.176,0,0,0,0,0,9.068,33.872,0,0,0,0,31.001,20.201,32.303,2.143,48.624,15.092,43.274,25.217,0,0,0,0,6.553,0,0,28.571,26.268,15.518,17.118,0,0,28.448,28.158,5.003,5.008,0,0,0,0,0,18.6,0,5.14,36.5,46.51,28.162,-15.9,-56.709,512.79,3/3/2016
23,23,34.225,0,0,0,0,0,9.265,16.108,0,0,0,0,29.101,21.901,34.037,0,50.45,16.262,44.061,25.551,0,0,0,0,0,0,0,29.492,27.72,7.287,8.34,0,0,28.658,27.888,4.987,5.013,0,0,0,0,0,18.6,0,5.17,36.5,51.515,33.354,-25.501,-59.108,480.37,3/3/2016
0,00,34.01,0,0,0,0,0,9.28,0,0,0,0,0,31.801,22.101,35.245,0,48.211,15.118,43.423,25.551,0,0,0,0,0,0,0,29.312,24.948,8.285,0,0,0,28.358,27.699,3.548,3.382,0,0,0,0,0,18.6,0,5.22,37.3,35.524,25.251,-9.2,-50.41,450.24,4/3/2016
1,01,33.706,0,0,0,0,0,0,0,0,0,0,0,36.001,20.501,37.924,0,42.219,12.982,43.945,25.606,0,0,0,0,0,0,0,27.515,31.284,7.369,0,0,0,28.528,27.869,3.545,0,0,0,0,0,0,18.6,0,5.22,37.4,52.248,37.73,-24.901,-65.902,441.05,4/3/2016
2,02,33.441,0,0,0,0,0,0,0,0,0,0,0,36.601,22.501,31.515,0,47.523,0,43.757,25.439,0,0,0,0,0,0,0,31.514,29.832,9.844,0,0,0,29.208,28.299,3.545,0,0,0,0,0,0,18.7,0,5.24,38,42.116,32.704,-12.2,-58.01,430.35,4/3/2016
3,03,25.899,0,0,0,0,0,0,0,0,0,0,0,34.601,22.401,22.795,0,54.663,0,42.956,25.606,0,0,0,0,0,0,0,28.526,27.456,11.772,0,0,0,28.778,27.248,6.001,0,0,0,0,0,0,19,0,5.35,38,42.604,30.305,-17.101,-55.116,420.38,4/3/2016
4,04,33.056,0,0,0,0,0,0,0,0,0,0,0,34.501,21.901,31.2,0,48.409,9.413,35.183,25.328,0,0,0,0,0,0,0,32.839,22.704,16.981,0,0,0,28.328,27.678,7,0,0,0,0,0,0,18.9,0,5.36,29.5,38.331,24.235,-16.5,-53.908,436.12,4/3/2016
5,05,34.273,0,0,0,0,0,5.493,0,0,0,0,0,32.801,22.101,29.624,0,50.868,16.343,39.418,25.384,0,0,0,0,0,0,0,28.032,26.796,13.604,15.245,0,0,28.729,27.928,6.997,0,0,0,0,0,0,18.7,0,5.37,30,36.256,23.914,-8.6,-54.714,460.84,4/3/2016
6,06,34.544,0,0,0,0,0,9.324,0,0,0,0,0,37.301,22.501,33.301,0,49.452,15.602,42.699,25.411,0,0,0,0,0,0,0,33.94,27.984,7.328,8.463,0,0,28.368,27.678,8.218,8.815,0,0,0,0,0,18.4,0,5.37,38,47.609,31.513,-21.101,-62.111,486.78,4/3/2016
7,07,33.78,0,0,0,0,0,9.243,0,0,0,0,0,37.901,22.301,33.669,0,48.599,14.858,43.949,25.356,0,0,0,0,0,0,0,30.638,27.324,11.567,12.989,0,0,28.288,27.869,3.411,3.314,0,0,0,0,0,18.5,0,5.3,38.1,25.88,10.529,4.1,-44.111,480.56,4/3/2016
8,08,34.228,0,0,0,0,0,7.976,32.34,0,0,0,0,36.501,22.001,29.939,2.397,53.562,17.572,41.437,25.3,0,0,0,0,0,0,0,28.279,30.36,19.059,20.262,0,15.053,28.037,28.478,6.014,6.005,0,0,0,0,0,18.7,0,5.22,38.2,27.711,16.59,7.1,-39.717,535.25,4/3/2016
