,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,MTL,GSR,HEM,HPA1,HPA2,PHD,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN3,PEN4,PHL1,PHL2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
20,20,32.221,0,0,0,0,0,10.379,34.991,3.078,35.821,0,0,37.301,22.501,33.616,40.239,48.289,15.47,42.828,41.081,25.384,25.999,0,0,0,6.621,0,32.637,28.38,9.201,10.446,0,16.161,28.538,28.008,3.52,3.474,0,0,0,0,4.9,0,0,5.2,35.4,-23.438,-34.196,54.602,-.916,665.65,8/3/2016
21,21,32.99,0,0,0,0,0,10.598,35.256,0,35.821,0,0,29.301,21.301,31.673,34.813,50.712,16.809,42.565,25.495,25.189,25.899,0,0,0,6.571,0,31.806,23.892,8.559,9.612,0,15.764,28.238,27.708,3.522,3.449,0,0,0,0,4.9,0,0,5.27,35.4,-30.03,-34.983,70.402,10.584,607.15,8/3/2016
22,22,31.786,0,0,0,0,0,10.481,35.315,0,18.565,0,0,37.901,21.701,31.831,40.914,34.488,10.839,43.829,25.634,25.634,25.999,0,0,0,0,0,33.648,16.368,6.645,7.67,0,0,27.648,27.668,3.498,3.403,0,0,0,0,0,0,0,5.2,35.289,-39.918,-43.113,84.103,22.596,538.3,8/3/2016
23,23,30.671,0,0,0,0,0,10.503,35.492,0,0,0,0,38.001,21.801,36.085,0,40.465,12.999,43.617,25.523,25.606,26.2,0,0,0,0,0,28.751,17.556,10.2,11.498,0,0,28.398,27.498,7.249,7.136,0,0,0,0,0,0,0,4.9,36.794,-38.453,-47.298,87.203,26.588,498.92,8/3/2016
0,00,32.95,0,0,0,0,0,10.518,34.726,0,0,0,0,36.301,20.401,36.558,0,42.288,11.944,43.892,25.606,25.718,24.5,0,0,0,0,0,29.851,26.796,7.233,0,0,0,28.878,28.118,3.523,3.433,0,0,0,0,0,0,0,5.37,35.382,-27.223,-34.342,86.903,22.193,466.46,9/3/2016
1,01,32.813,0,0,0,0,0,10.576,0,0,0,0,0,32.101,21.501,37.03,0,51.73,16.679,43.809,25.912,25.773,5.399,0,0,0,0,0,27.897,27.324,16.42,0,0,0,28.748,27.898,0,3.442,0,0,0,0,0,0,0,5.37,37.262,-37.965,-47.819,91.603,29.298,442.57,9/3/2016
2,02,33.035,0,0,0,0,0,10.606,0,0,0,0,0,34.701,21.601,28.889,0,51.237,0,43.558,26.024,25.634,18.599,0,0,0,0,0,28.594,31.152,15.204,0,0,0,28.989,27.888,0,3.53,0,0,0,0,0,0,0,5.45,35.736,-48.219,-53.404,95.103,34.993,441.96,9/3/2016
3,03,32.367,0,0,0,0,0,10.547,0,0,0,0,0,32.801,22.201,34.299,0,51.054,0,43.211,26.135,25.467,25.999,0,0,0,0,0,29.739,27.324,10.391,0,0,0,28.138,27.388,0,3.441,0,0,0,0,0,0,0,5.4,36.44,-40.162,-46.565,89.403,27.393,442.29,9/3/2016
4,04,32.25,0,0,0,0,0,10.584,0,0,0,0,0,33.401,20.701,28.678,0,50.764,0,42.952,25.996,25.718,25.7,0,0,0,0,0,28.279,26.532,11.02,0,0,0,28.838,27.538,0,3.456,0,0,0,0,0,0,0,5.45,39.12,-56.032,-60.601,100.503,38.087,445.02,9/3/2016
5,05,32.009,0,0,0,0,0,10.533,16.226,0,0,0,0,28.801,21.401,30.517,0,50.507,0,43.882,25.857,25.523,25.799,0,0,0,0,0,30.143,28.908,16.967,0,0,0,28.238,27.658,4.515,4.532,0,0,0,0,0,0,0,5.53,37.877,-46.388,-48.231,92.803,30.598,466.66,9/3/2016
6,06,31.564,0,0,0,0,0,10.672,35.315,0,0,0,0,28.801,20.701,29.046,20.673,43.168,0,43.996,26.079,25.551,25.799,0,0,0,0,0,30.076,23.232,10.377,0,0,0,28.888,27.978,3.565,3.403,0,0,0,0,0,0,0,5.61,35.279,-44.313,-46.73,87.803,31.294,481.74,9/3/2016
7,07,32.568,0,0,0,0,0,10.576,35.168,0,0,0,0,31.301,21.801,30.044,20.719,43.255,0,43.923,25.996,25.495,25.5,0,0,0,0,0,31.851,27.06,7.123,0,0,0,29.058,28.018,0,3.477,0,0,0,0,0,0,0,5.57,35.428,-70.559,-64.986,118.504,51.601,479.4,9/3/2016
8,08,32.769,0,0,0,0,0,8.958,33.459,0,0,0,0,29.101,18.101,27.26,22.557,51.02,16.45,42.785,26.052,25.578,25.899,0,0,0,0,0,27.875,28.38,24.309,0,0,0,28.408,27.618,0,3.501,0,0,0,0,0,0,0,5.37,38.54,-74.343,-63.054,100.703,40.999,539.7,9/3/2016
9,09,30.72,0,0,0,0,0,8.972,31.957,0,35.626,0,0,28.201,21.501,33.879,43.368,49.156,15.487,39.654,25.857,25.411,0,0,0,0,0,0,31.042,29.7,7.151,8.436,0,14.739,27.269,26.678,5.22,5.069,0,0,0,4.9,4.9,0,0,5.12,38.64,-75.93,-67.879,106.403,39.79,596.29,9/3/2016
10,10,28.577,0,0,0,0,0,9.082,32.222,14.051,35.626,0,0,29.301,21.301,30.201,43.163,48.107,14.758,37.439,46.564,25.272,0,0,0,0,0,0,28.279,26.4,10.719,12.018,0,15.286,26.818,26.658,6.632,6.528,0,0,0,4.9,4.9,0,0,5.12,38.345,-60.915,-53.725,95.903,38.49,608.54,9/3/2016
11,11,31.263,0,0,0,0,0,9.031,32.252,19.739,35.626,0,0,26.501,18.701,29.729,46.457,49.132,14.886,38.186,47.316,25.161,0,0,0,0,0,0,29.537,26.664,9.379,10.623,0,20.645,26.839,26.338,8.5,3.225,0,0,0,4.9,4.9,0,0,5.05,39.581,-59.938,-54.833,89.103,31.587,634.26,9/3/2016
12,12,29.488,0,0,0,0,0,10.364,32.045,11.312,35.487,0,0,22.601,15.401,25.054,49.041,49.622,15.976,29.921,47.539,25.634,6.3,0,0,0,0,0,32.637,27.852,7.356,8.573,0,14.288,26.398,25.968,3.496,3.42,0,0,0,4.9,4.9,0,0,4.98,49.987,-78.738,-67.202,92.903,43.397,630.19,9/3/2016
13,13,32.793,0,0,0,0,0,10.313,31.81,0,33.761,0,0,16.901,12.8,28.258,45.477,48.212,15.501,26.036,44.894,25.662,20.899,0,0,0,5.34,0,30.705,27.192,14.465,15.764,0,14.383,24.219,23.948,6.555,6.492,0,0,0,4.9,4.9,0,0,4.83,49.269,-71.535,-60.875,90.003,45.686,623.01,9/3/2016
14,14,22.335,0,0,0,0,0,10.247,31.368,0.918,34.012,0,0,11.8,7.2,22.848,48.678,53.477,16.046,14.17,47.344,47.121,25.999,0,0,0,6.605,0,30.503,27.192,18.799,20.071,0,14.164,25.018,22.698,6.579,6.492,0,0,0,4.9,4.9,0,0,4.83,49.765,-66.897,-59.026,81.803,44.899,635.33,9/3/2016
15,15,21.32,17.676,0,14.576,0,0,8.848,32.517,18.773,34.012,0,0,14.1,7.8,18.54,48.457,49.404,16.319,16.819,47.427,47.566,26.3,0,0,0,6.601,0,32.143,25.74,8.408,9.571,15.354,0,24.559,23.848,6.498,6.419,0,0,0,4.9,4.9,0,0,4.82,47.642,-56.276,-50.365,65.802,38.984,663.74,9/3/2016
16,16,16.662,4.664,0,4.773,0,0,10.24,31.662,19.82,35.264,0,0,17.801,13.6,19.066,41.451,40.103,13.157,19.056,47.566,47.483,26.1,0,0,0,6.591,0,29.874,21.384,13.727,14.711,16.161,0,23.328,29.327,3.546,3.381,0,0,0,0,4.9,0,0,4.82,45.696,-55.177,-51.747,68.202,36.183,628.46,9/3/2016
17,17,20.681,0,0,1.55,0,0,10.232,32.576,0,35.264,0,0,18.501,13.6,24.319,40.792,46.439,14.805,27.648,39.996,27.972,23.9,0,0,0,6.613,0,27.987,24.816,6.85,7.957,16.79,0,27.058,25.948,3.552,3.47,0,0,0,0,4.9,0,0,4.82,35.352,-64.943,-69.225,75.002,36.695,596.87,9/3/2016
18,18,16.707,0,0,0,0,0,10.357,33.96,0,35.264,0,0,22.901,16.501,21.902,44.759,42.608,14.036,34.189,39.3,25.69,25.899,0,0,0,6.615,0,26.415,29.568,8.272,9.352,0,0,26.808,25.979,3.519,3.397,0,0,0,0,3,0,0,4.98,35.352,-42.482,-44.349,65.502,26.789,561.89,9/3/2016
19,19,28.479,0,0,0,0,0,10.335,34.608,0,35.264,0,0,30.901,19.901,28.468,40.959,52.315,15.959,36.303,47.427,25.244,26.2,0,0,0,6.596,0,28.594,27.06,12.291,13.631,14.985,15.86,26.598,25.838,3.574,3.409,0,0,0,4.9,4.9,0,0,5.05,48.141,-12.696,-23.859,42.901,-4.102,671.56,9/3/2016
20,20,30.113,0,0,0,0,0,10.423,34.697,0,35.264,0,0,34.501,22.401,30.989,40.892,48.479,15.449,42.883,35.57,25.411,25.999,0,0,0,6.618,0,28.639,27.192,8.6,9.885,20.276,0,26.548,25.639,5.551,5.472,0,0,0,0,4.9,0,0,5.04,46.645,-34.547,-36.421,58.902,6.098,660.05,9/3/2016
21,21,29.972,0,0,0,0,0,10.481,34.225,0,35.153,0,0,33.101,21.001,29.256,44.104,50.449,16.209,41.91,35.57,25.578,25.5,0,0,0,0,0,29.515,22.572,10.938,12.319,15.163,0,26.398,26.168,5.529,5.493,0,0,0,0,4.9,0,0,5.05,46.172,-17.701,-27.403,61.002,4.798,622.03,9/3/2016
22,22,31.293,0,0,0,0,0,10.555,34.697,0,0,0,0,35.901,22.001,32.461,40.815,46.963,14.82,41.279,25.439,25.356,23.499,0,0,0,0,0,29.784,27.588,7.465,8.6,0,0,25.898,25.748,5.496,5.499,0,0,0,0,0,0,0,5,45.105,-19.654,-30.058,73.802,12.397,534.8,9/3/2016
23,23,28.02,0,0,0,0,0,10.584,34.873,0,0,0,0,20.001,12.6,30.412,21.128,39.907,13.063,39.458,25.829,25.523,24.9,0,0,0,0,0,28.099,26.268,17.35,18.704,0,0,25.858,25.509,3.449,3.375,0,0,0,0,0,0,0,4.98,48.577,-31.007,-38.435,70.402,24.299,503.22,9/3/2016
0,00,14.989,0,0,0,0,0,10.555,34.638,0,0,0,0,20.501,13.5,29.361,21.128,50.227,0,28.089,25.968,25.523,26.499,0,0,0,0,0,26.347,32.34,14.11,15.5,0,0,25.778,25.868,3.565,3.412,0,0,0,0,0,0,0,5.5,47.961,-54.079,-60.994,89.503,50.484,476.47,10/3/2016
1,01,17.557,0,0,0,0,0,10.533,34.903,0,0,0,0,14.4,12,17.28,21.128,50.418,0,25.014,25.773,25.467,26.499,0,0,0,0,0,29.717,26.928,19.018,20.4,0,0,25.798,25.469,7.953,7.865,0,0,0,0,0,0,0,4.8,39.462,-57.131,-62.597,92.403,56.984,458.74,10/3/2016
2,02,18.615,0,0,0,0,0,10.62,35.109,0,0,0,0,18.001,12.6,16.177,28.522,51.888,0,27.334,25.467,25.272,26.499,0,0,0,0,0,28.975,27.192,16.065,0,0,0,25.549,23.038,3.381,8.765,0,0,0,0,0,0,0,4.9,39.184,-35.768,-43.782,68.302,36.988,447.43,10/3/2016
3,03,14.337,0,0,0,0,0,10.591,35.168,0,0,0,0,14.3,11.4,14.234,31.228,50.718,0,16.466,25.857,25.912,25.5,0,0,0,0,0,30.256,27.588,24.72,0,0,0,26.138,26.279,3.475,4.938,0,0,0,0,0,0,0,5.1,40.191,-51.271,-57.845,82.803,50.887,439.85,10/3/2016
4,04,17.34,0,0,0,0,0,10.672,34.932,0,35.181,0,0,15.401,12.7,20.484,37.538,50.545,0,22.054,25.801,25.885,26.3,0,0,0,0,0,28.257,23.496,6.987,0,0,0,26.128,25.939,3.447,3.373,0,0,0,0,4.9,0,0,5,31.438,-36.012,-40.056,81.803,45.796,442.28,10/3/2016
5,05,28.095,0,0,0,0,0,10.694,35.139,0,20.429,0,0,29.401,20.901,26.525,11.383,42.552,0,37.445,25.439,25.94,25.899,0,0,0,0,0,29.492,28.512,6.987,0,0,0,25.598,25.459,3.433,3.327,0,0,0,0,0,0,0,5,31.34,-55.788,-56.911,91.303,42.793,477.61,10/3/2016
6,06,28.752,0,0,0,0,0,10.847,35.345,0,0,0,0,32.401,21.801,27.418,19.7,42.727,0,37.113,25.662,25.718,26.2,0,0,0,0,0,29.717,28.776,9.912,0,0,0,25.798,25.679,3.502,3.436,0,0,0,0,0,0,0,4.8,39.801,-46.754,-46.107,91.403,37.391,469.19,10/3/2016
7,07,24.169,0,0,0,0,0,10.789,35.08,0,0,0,0,29.601,19.501,23.478,35.754,49.495,0,32.252,25.384,25.718,26.2,0,0,0,0,0,30.323,28.908,13.207,0,0,0,26.168,25.668,0,3.447,0,0,0,0,0,0,0,5.45,39.801,-43.214,-43.69,82.303,36,479,10/3/2016
8,08,28.94,0,0,0,0,0,10.606,33.754,0,30.032,0,0,34.901,19.601,32.723,40.566,46.559,14.532,40.581,25.467,25.857,26.3,0,0,0,0,0,31.222,26.136,6.809,0,0,0,25.948,25.128,0,3.416,0,0,0,0,4.9,0,0,5.5,39.899,-40.284,-33.317,81.803,23.896,547.29,10/3/2016
9,09,30.636,0,0,0,0,0,10.62,33.518,0,34.374,0,0,32.301,20.501,31.095,42.742,50.175,16.075,39.022,44.059,25.384,13.6,0,0,0,0,0,28.706,25.212,9.844,11.321,15.204,0,26.508,25.538,0,3.494,0,0,0,4.9,4.9,0,0,5.1,40.442,-46.388,-37.712,83.503,25.892,599.98,10/3/2016
10,10,25.955,0,0,0,0,0,10.467,33.224,19.337,34.374,0,0,24.301,18.201,25.264,42.727,50.771,15.908,34.274,47.121,46.759,0,0,0,0,0,0,28.639,17.688,12.592,12.934,14.465,0,26.028,25.448,7.92,7.981,0,0,0,4.9,4.9,0,0,5.2,39.992,-57.131,-55.364,92.003,40.284,617.58,10/3/2016
11,11,28.498,0,0,14.478,0,0,10.613,33.43,19.594,34.513,0,0,25.501,18.601,28.153,41.22,47.592,15.115,34.723,47.455,41.443,7.599,0,0,0,0,0,32.951,27.192,7.397,7.41,15.122,0,24.989,25.379,7.992,7.993,0,0,0,4.9,4.9,0,0,4.9,39.917,-67.385,-58.467,101.903,45.796,637.72,10/3/2016
12,12,28.35,0,0,17.322,0,0,8.848,32.723,20.545,35.348,0,0,12.5,10.3,22.743,43.043,47.59,14.93,24.166,47.316,25.662,22.9,0,0,0,0,0,33.198,30.36,11.43,12.702,15.436,0,24.989,24.769,3.488,3.479,0,0,0,4.9,4.9,0,0,4.7,37.997,-71.657,-65.856,85.703,49.989,628.48,10/3/2016
13,13,23.11,0,0,17.42,0,0,8.848,32.693,20.819,34.596,0,0,6.8,5.7,17.437,41.758,48.637,15.486,22.352,45.34,25.328,26.3,0,0,0,0.614,0,30.862,22.176,20.194,21.096,15.833,0,24.628,23.609,7.035,7.031,0,0,0,4.9,4.9,0,0,4.8,38.641,-68.606,-75.268,91.403,54.183,617.26,10/3/2016
14,14,21.674,18.039,6.738,17.298,0,0,8.907,32.399,20.803,33.205,0,0,5.3,4.6,12.867,41.314,50.648,16.615,18.036,47.177,39.857,24.9,0,0,0,6.635,0,31.401,17.16,17.842,19.551,17.651,0,23.988,22.619,8.393,8.519,0,0,0,4.9,4.9,4,0,4.6,38.522,-81.668,-73.153,96.803,67,642.1,10/3/2016
15,15,25.211,10.575,0,8.936,0,0,8.826,33.607,19.691,32.648,0,0,32.301,21.501,22.48,40.421,33.602,10.728,33.763,47.344,36.35,21.199,0,0,0,6.628,0,30.099,25.74,11.157,12.483,0,0,24.469,23.659,3.451,3.381,0,0,0,4.9,4.9,18.3,0,4.5,32.55,-65.188,-52.992,83.403,30.982,649.21,10/3/2016
16,16,19.222,0,0,0,0,0,8.855,33.636,0,32.592,0,0,15.301,11.7,21.219,41.908,50.068,16.415,24.045,47.483,25.189,26.2,0,0,0,6.623,0,29.133,26.004,23.762,24.501,20.18,0,24.039,23.229,8.003,7.94,0,0,0,4.9,4.9,18.2,0,4.6,40.2,-67.507,-60.033,84.003,44.789,638.8,10/3/2016
17,17,27.784,0,0,0,0,0,8.855,33.813,0,0,0,0,26.601,17.101,25.737,41.108,48.411,14.955,34.916,25.022,25.523,27.2,0,0,0,6.613,0,34.86,28.644,8.121,9.366,15.997,0,23.869,23.068,7.037,6.97,0,0,0,4.9,4.9,18.5,0,4.7,45.263,-30.274,-36.256,64.502,15.986,585.88,10/3/2016
18,18,23.657,0,0,0,0,0,10.313,33.607,0,0,0,0,32.901,21.701,29.939,22.087,48.668,12.703,36.541,25.272,25.244,27.5,0,0,0,6.601,0,29.267,24.42,9.598,10.828,15.422,0,24.698,23.579,3.466,3.465,0,0,0,0,0,18.5,0,4.9,47.877,-34.181,-42.335,66.602,12.69,570,10/3/2016
19,19,30.342,0,0,0,0,0,10.357,34.814,0,35.821,0,0,37.701,21.801,26.367,39.28,51.493,16.581,38.517,39.439,25.467,28,0,0,0,6.586,0,30.391,27.324,13.385,14.698,15.368,0,23.959,23.789,3.524,3.464,0,0,0,4.9,4.9,18.6,0,4.8,47.905,-15.748,-26.222,47.301,-4.01,678.26,10/3/2016
20,20,31.506,0,0,0,0,0,10.254,33.548,0,21.181,0,0,32.801,21.101,36.242,43.047,48.202,15.159,42.7,25.634,25.328,27.3,0,0,0,6.594,0,28.099,28.908,13.741,15.026,15.75,0,25.398,25.408,3.567,3.471,0,0,0,4.9,4.9,18,0,5.09,48.191,-28.809,-32.548,64.002,3.699,654.71,10/3/2016
21,21,32.565,0,0,0,0,0,10.276,33.783,0,0,0,0,36.701,20.901,36.716,24.657,47.851,15.231,43.816,25.328,25.578,26.7,0,0,0,6.588,0,27.201,30.624,10.117,10.842,15.997,0,25.798,25.509,3.57,3.475,0,0,0,4.9,4.9,18,0,5.07,48.85,-21.363,-30.113,67.302,5.182,600.56,10/3/2016
22,22,33.18,0,0,0,0,0,10.701,33.96,0,0,0,0,35.601,22.401,32.565,1.505,47.6,14.483,43.585,25.467,25.384,27.9,0,0,0,0,0,30.503,25.608,6.699,7.807,15.204,0,25.268,24.848,3.568,3.475,0,0,0,0,0,18,0,5.14,48.392,-31.739,-39.882,78.402,17.89,544.19,10/3/2016
23,23,30.909,0,0,0,0,0,10.657,0,0,0,0,0,34.301,19.801,24.056,0,49.184,0,42.793,25.773,25.773,28.5,0,0,0,0,0,27.65,26.268,9.584,10.828,15.368,0,25.639,25.358,7.015,6.889,0,0,0,0,0,18.2,0,5.22,41.839,-37.843,-46.483,81.402,23.695,490.83,10/3/2016
0,00,31.258,0,0,0,0,0,10.804,25.417,0,0,0,0,36.101,22.001,29.414,0,46.036,0,43.677,25.829,25.634,28.5,0,0,0,0,0,28.931,30.756,7.752,0,0,0,26.218,26.348,3.538,3.457,0,0,0,0,0,18.1,0,5.14,50.61,-10.62,-19.822,69.802,10.895,475.27,11/3/2016
1,01,26.779,0,0,0,0,0,0,29.335,0,0,0,0,27.201,19.301,25.527,0,47.043,0,40.57,25.801,25.384,28.4,0,0,0,0,0,31.312,26.004,10.076,0,0,0,26.248,26.308,0,8.761,0,0,0,0,0,18.4,0,5.2,29.65,-35.157,-40.477,75.202,23.988,453.75,11/3/2016
2,02,24.599,0,0,0,0,0,0,29.306,0,0,0,0,30.301,20.201,23.951,0,46.084,0,42.243,25.829,25.606,27.8,0,0,0,0,0,32.39,27.456,11.827,0,0,0,26.069,25.778,0,3.409,0,0,0,0,0,18.4,0,5.29,29.65,-26.124,-35.972,70.702,16.883,450.71,11/3/2016
3,03,28.305,0,0,0,0,0,0,29.6,0,0,0,0,34.001,20.801,24.844,0,46.052,0,38.148,25.801,25.662,28.199,0,0,0,0,0,30.593,28.644,7.875,0,0,0,25.868,25.668,0,3.465,0,0,0,0,0,18.4,0,5.37,29.65,-35.035,-37.776,80.202,25.69,443.88,11/3/2016
4,04,26.989,0,0,0,0,0,9.895,29.571,0,0,0,0,31.301,20.301,24.424,0,45.166,0,31.704,25.801,25.69,27.8,0,0,0,0,0,27.201,27.192,9.748,0,0,0,25.688,25.368,0,3.543,0,0,0,0,0,18.2,0,5.3,38.616,-38.087,-43.507,77.502,26.185,457.41,11/3/2016
5,05,30.404,0,0,0,0,0,10.408,29.335,0,0,0,0,35.001,21.501,30.989,10.457,36.399,0,35.625,25.912,25.578,28.099,0,0,0,0,0,31.648,26.532,6.699,0,0,0,26.088,25.858,0,3.439,0,0,0,0,0,18.2,0,5.37,36.636,-28.565,-30.873,69.502,13.385,476.75,11/3/2016
6,06,30.713,0,0,0,0,0,10.415,29.158,0,0,0,0,33.101,21.501,32.723,18.159,36.386,0,36.927,25.996,25.578,27.9,0,0,0,0,0,28.391,22.308,12.893,0,0,0,25.549,25.258,0,3.534,0,0,0,0,0,18.2,0,5.3,30.098,-50.539,-51.582,94.403,33.088,474.73,11/3/2016
7,07,26.328,0,0,0,0,0,10.467,29.335,0,0,0,0,35.501,22.201,33.563,18.13,43.457,10.29,43.032,25.829,25.551,22.8,0,0,0,0,0,31.469,24.156,7.492,0,0,0,25.128,25.198,0,3.553,0,0,0,0,0,18.3,0,5.22,38.266,-56.764,-57.955,106.303,43.086,490.61,11/3/2016
8,08,30.625,0,0,0,0,0,10.496,32.428,0,0,0,0,37.701,21.701,28.626,18.36,50.793,16.279,43.33,25.551,25.551,28.099,0,0,0,0,0,31.446,26.532,14.725,0,0,0,25.188,25.769,0,3.449,0,0,0,0,0,18.2,0,5.1,40.524,-61.525,-53.706,97.503,29.499,548.73,11/3/2016
9,09,32.727,0,0,0,0,0,10.349,32.487,0,35.543,0,0,35.701,22.501,33.354,40.357,50.664,16.091,42.761,25.356,25.384,28.299,0,0,0,0,0,30.503,25.476,10.035,11.334,0,0,24.928,24.949,3.571,3.421,0,0,0,0,4.9,18.2,0,5.1,36.488,-51.149,-39.882,93.403,30.982,597.13,11/3/2016
10,10,30.343,0,0,0,0,0,10.804,32.458,0,35.598,0,0,33.901,20.701,29.309,38.954,47.873,15.153,43.66,41.61,25.662,28.6,0,0,0,0,0,31.064,26.4,9.735,11.143,0,0,25.159,25.278,8.792,8.739,0,0,0,0,4.9,18.2,0,4.8,34.249,-58.229,-51.949,100.903,35.688,616.66,11/3/2016
11,11,27.466,0,0,0,0,0,11.111,32.517,0,34.429,0,0,22.401,15.901,23.425,41.631,47.893,14.402,34.404,47.121,44.254,28.699,0,0,0,0,0,31.02,21.12,14.834,16.133,16.079,0,24.989,25.679,5.257,5.09,0,0,0,4.9,4.9,18.2,0,4.8,34.249,-72.756,-67.339,100.103,50.099,642.8,11/3/2016
12,12,31.125,0,0,0,0,0,11.455,33.607,0,33.956,0,0,14.5,10.3,20.379,41.749,50.027,15.773,24.088,47.121,47.817,0,0,0,0,0,0,27.358,24.684,21.534,22.805,20.372,0,25.549,25.438,8.755,8.725,0,0,0,4.9,4.9,18.2,0,4.9,39.518,-77.639,-72.658,93.903,54.695,641.27,11/3/2016
13,13,29.625,0,0,0,0,0,10.884,32.87,19.53,33.928,0,0,5.2,3.9,21.587,41.176,49.915,16.411,24.121,47.539,47.316,0,0,0,0,6.594,0,30.076,20.988,16.844,18.799,19.579,0,25.918,25.728,5.212,5.118,0,0,0,4.9,4.9,18.3,0,4.35,37.443,-70.07,-73.006,92.603,53.487,625.76,11/3/2016
14,14,22.592,17.885,0,17.286,0,0,9.471,31.014,19.449,34.374,0,0,5.8,5,16.859,41.004,49.473,16.026,13.728,47.511,47.566,0,0,0,0,6.606,0,29.312,23.232,16.038,17.295,15.381,0,26.628,27.468,8.74,8.685,0,0,0,4.9,4.9,18,0,4.4,38.436,-87.771,-85.101,96.703,69.601,651.65,11/3/2016
15,15,23.035,0,0,1.648,0,0,9.837,30.867,18.305,33.928,0,0,12.2,6.6,17.122,40.631,48.75,15.507,21.775,47.594,47.594,0,0,0,0,6.568,0,30.233,23.892,22.833,23.968,18.321,17.46,26.328,27.788,8.716,8.7,0,0,0,4.9,4.9,18.2,0,4.6,38.18,-60.305,-65.7,85.803,47.993,653.22,11/3/2016
16,16,25.242,0,0,0,0,0,9.91,32.281,19.337,33.873,0,0,21.001,11.3,24.424,41.455,41.395,13.33,29.41,47.539,34.624,0,0,0,0,6.584,0,28.975,25.212,10.924,12.25,15.163,14.629,25.218,26.109,5.251,5.055,0,0,0,4.9,4.9,18.2,0,4.6,38.29,-63.601,-60.152,78.402,38.087,638.64,11/3/2016
17,17,28.996,0,0,0,0,0,11.426,32.458,0,0,0,0,35.601,16.301,30.832,37.854,49.219,15.954,42.699,25.634,25.328,0,0,0,0,6.6,0,28.436,28.512,12.264,13.508,15.026,0,25.668,26.109,3.49,3.411,0,0,0,0,0,18.3,0,4.7,38.053,-48.219,-52.937,85.903,24.189,567.45,11/3/2016
18,18,30.449,0,0,0,0,0,11.404,32.841,0,0,0,0,29.401,18.201,29.729,27.337,49.373,15.687,43.548,24.215,25.189,0,0,0,0,3.063,0,29.762,27.06,10.049,11.321,15.19,0,24.649,25.348,3.563,3.433,0,0,0,0,0,18.3,0,4.8,46.509,-45.045,-55.354,73.402,19.098,568.32,11/3/2016
19,19,29.682,0,0,0,0,0,11.639,34.373,0,35.626,0,0,31.301,20.401,35.822,37.163,48.717,15.56,42.169,47.622,24.91,5.499,0,0,0,6.584,0,31.132,28.908,9.42,10.705,15.86,0,24.538,25.778,8.755,8.675,0,0,0,4.9,4.9,18.2,0,4.9,45.894,-27.955,-36.613,64.202,8.295,661.71,11/3/2016
20,20,28.973,0,0,0,0,0,11.822,35.256,0,35.626,0,0,29.101,19.701,34.088,37.849,49.072,15.739,42.192,25.3,25.105,14.599,0,0,0,6.613,0,31.626,25.476,15.067,16.571,15.573,0,24.989,25.648,3.548,3.453,0,0,0,0,4.9,18.3,0,4.9,46.126,-54.811,-58.98,87.303,28.291,645.43,11/3/2016
21,21,32.508,0,0,0,0,0,11.829,35.05,0,0,0,0,33.601,22.501,34.509,39.645,42.725,13.441,43.617,25.495,25.077,25,0,0,0,6.61,0,32.165,25.608,10.186,11.512,15.395,0,25.348,24.888,3.539,3.375,0,0,0,0,0,18.1,0,5.05,46.657,-42.726,-49.028,77.702,20.985,606.55,11/3/2016
22,22,32.374,0,0,0,0,0,11.946,35.05,0,0,0,0,34.001,19.701,32.303,20.074,47.5,15.664,43.365,25.662,22.294,21.1,0,0,0,0,0,31.626,26.532,12.223,13.522,0,0,25.258,25.578,3.539,3.385,0,0,0,0,0,17,0,5.14,46.255,-30.763,-37.977,83.303,15.986,540.54,11/3/2016
23,23,29.774,0,0,0,0,0,11.88,35.315,0,0,0,0,35.801,21.201,27.47,18.485,48.938,15.602,43.297,25.69,0,21.199,0,0,0,0,0,29.874,28.38,8.805,10.131,0,0,25.079,25.459,3.539,3.416,0,0,0,0,0,18.4,0,5.05,44.836,-26.612,-34.169,76.302,17.89,504.23,11/3/2016
0,00,29.33,0,0,0,0,0,11.858,20.085,0,0,0,0,37.101,22.601,32.461,0,36.762,0,43.682,25.662,0,24.4,0,0,0,0,0,30.391,30.36,9.489,0,0,0,25.608,25.228,6.503,6.5,0,0,0,0,0,19.5,0,5.25,44.538,-17.945,-27.293,56.002,-1.117,477.67,12/3/2016
1,01,30.272,0,0,0,0,0,11.88,0,0,0,0,0,37.201,21.501,27.312,0,48.422,0,43.651,25.857,0,29,0,0,0,0,0,30.862,27.852,12.155,0,0,0,25.759,25.469,3.46,0,0,0,0,0,0,18.5,0,5.25,36.172,-47.609,-53.221,79.502,23.988,457.91,12/3/2016
2,02,30.423,0,0,0,0,0,5.23,0,0,0,0,0,35.601,21.201,29.151,0,48.757,0,43.928,26.219,0,29,0,0,0,0,0,30.031,28.908,7.684,0,0,0,25.218,26.128,3.52,0,0,0,0,0,0,19,0,5.22,35.514,-40.529,-49.303,79.002,18.494,443.07,12/3/2016
