,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,GSR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
11,11,18.249,0,8.863,0,0,8.386,32.163,20.561,37.63,0,16.301,12.7,19.013,47.011,51.282,16.946,27.423,25.718,25.606,0,28.2,20.8,0,23.872,19.77,0,28.888,33.048,0,0,0,5.2,5.2,0,19,5.3,49.814,9.156,0,16.801,1.392,583.239,9/4/2013
12,12,18.39,0,16.578,0,0,8.365,33.4,20.706,36.099,0,10.2,8.9,11.292,52.348,51.874,16.872,19.212,25.857,25.662,0,31.9,20.8,0,9.967,25.458,0,28.718,33.488,0,0,0,5.2,5.2,0,19.8,5.3,48.044,17.457,0,3.7,1.593,566.88,9/4/2013
13,13,18.278,5.139,3.418,0,0,8.13,31.81,20.593,35.904,0,5.2,6.2,10.503,52.38,50.838,16.724,20.905,25.94,25.912,0,33,21,24.104,23.53,0,0,28.729,33.547,0,0,0,5.2,5.2,0,20.5,5.04,39.176,0,0,24.001,16.883,551.535,9/4/2013
14,14,18.053,18.311,15.906,18.958,6.641,7.874,30.425,19.868,37.073,0,3.3,4.1,10.713,53.211,50.542,16.798,14.14,25.745,26.246,0,33,21.2,14.711,15.819,0,0,29.218,32.897,0,0,0,5.2,5.2,0,21,5,41.26,3.784,0,11.4,8.588,589.679,9/4/2013
15,15,17.914,18.47,15.992,18.14,13.184,7.962,30.72,20.207,37.324,0,14.5,13.4,16.755,53.061,50.468,16.502,25.655,25.745,25.662,0,30,21.2,0,6.125,0,0,29.118,32.908,0,0,0,5.2,5.2,0,21,5.2,39.982,20.631,8.551,7,-8.716,590.128,9/4/2013
16,16,15.462,9.815,2.332,0,0,7.866,30.425,19.981,37.324,0,20.001,13.7,23.583,53.296,44.77,14.578,32.852,25.857,25.384,0,32.8,18.9,0,0,26.018,0,29.098,33.457,0,0,0,5.2,5.2,0,20.8,5.2,39.06,10.254,0,16.801,-3.717,569.621,9/4/2013
17,17,0,0,0,0,0,8.218,31.014,10.506,23.129,0,34.701,19.001,28.153,37.832,45.214,14.43,40.94,25.857,25.801,0,30.3,21,0,0,15.778,0,29.148,33.298,0,0,0,0,0,0,19.8,5.1,37.673,15.259,0,16.501,-20.307,525.44,9/4/2013
18,18,0,0,0,0,0,8.24,32.163,0,0,0,30.601,19.401,31.357,13.192,52.244,16.724,41.054,25.606,25.523,0,30,21.7,0,0,25.526,0,33.048,30.798,0,0,0,0,0,0,18.6,5.4,50.466,-9.156,0,34.101,-4.706,514.54,9/4/2013
19,19,0,0,0,0,0,8.284,32.693,20.255,35.821,0,27.801,16.801,30.569,54.092,51.43,16.872,38.881,25.773,25.801,0,30,20.6,7.11,8.121,25.198,0,32.538,30.458,0,0,0,5.2,5.2,0,18.3,5.5,48.074,11.841,0,12.2,-14.704,612.035,9/4/2013
20,20,0,0,0,0,0,8.46,33.754,20.481,35.877,0,32.901,20.601,32.933,53.581,50.986,16.724,40.954,25.523,25.634,0,31.9,16.2,0,10.022,25.198,0,32.448,30.838,0,0,0,0,5.2,0,20.4,5.51,47.96,11.597,0,27.701,-10.511,600.892,9/4/2013
21,21,0,0,0,0,0,8.548,33.666,0,21.431,0,35.001,19.701,33.721,53.542,51.8,16.724,41.613,25.718,25.523,0,32.5,24.3,0,8.518,24.911,0,32.818,30.708,0,0,0,0,0,0,18.4,5.51,37.744,25.758,14.722,12.3,-26.514,556.131,9/4/2013
22,22,0,0,0,0,0,8.445,18.583,0,0,0,29.901,19.101,32.67,0,50.468,16.65,42.101,25.718,25.578,0,32.5,20.9,0,7.178,25.212,0,32.557,30.527,0,0,0,0,0,0,20.7,5.5,43.108,7.813,0,16.801,-18.915,489.599,9/4/2013
23,23,0,0,0,0,0,3.281,0,0,0,0,32.601,20.201,29.939,0,50.838,16.724,40.3,25.634,25.578,0,33.5,22.1,0,25.061,25.157,0,32.518,30.758,0,0,0,0,0,0,19.8,5.8,0,3.418,0,22.701,-13.605,440.216,9/4/2013
0,0,0,0,0,0,0,0,0,0,0,0,31.601,20.401,32.355,0,51.578,0,42.496,25.718,26.191,0,29.919,21.252,0,21.315,24.993,0,32.618,30.568,0,0,0,0,0,0,19.6,5.67,0,7.813,0,17.101,-21.717,417.373,10/4/2013
1,1,0,0,0,0,0,0,0,0,0,0,23.601,18.101,35.192,0,50.024,0,41.409,25.912,25.829,0,31.424,20.46,0,7.971,24.938,0,32.937,30.097,0,0,0,0,0,0,19.5,5.8,0,22.706,8.789,-0.9,-31.916,394.556,10/4/2013
2,2,0,0,0,0,0,0,0,0,0,0,25.801,17.801,21.902,0,50.098,0,38.602,26.024,25.244,0,32.03,18.876,0,19.333,24.938,0,33.547,30.187,0,0,0,0,0,0,19.6,5.91,0,15.137,0,5.4,-22.211,391.567,10/4/2013
3,3,0,0,0,0,0,0,0,0,0,0,26.101,17.501,21.64,0,51.208,0,37.003,25.885,25.829,0,34.164,15.048,0,13.932,24.938,0,33.768,29.778,0,0,0,0,0,0,19.7,6,0,7.569,0,8.6,-16.004,385.956,10/4/2013
4,4,0,0,0,0,0,0,0,0,0,0,22.801,15.901,17.7,0,50.616,16.724,35.252,25.912,25.745,0,30.076,20.592,0,16.762,24.938,0,33.138,30.338,0,0,0,0,0,0,19.7,6,0,16.968,3.388,-1.8,-21.607,395.246,10/4/2013
5,5,0,0,0,0,0,0,0,0,0,0,24.301,17.601,18.751,0,51.208,16.872,39.799,25.885,25.718,0,31.334,20.196,0,16.543,25.007,0,33.587,30.657,0,0,0,0,0,0,19.8,6,19.463,9.033,0,12.6,-14.814,424.445,10/4/2013
6,6,0,0,0,0,0,0,0,0,0,0,28.001,19.501,19.906,0,44.4,14.652,40.892,25.912,25.773,0,30.256,23.1,0,12.496,24.487,0,33.608,30.538,0,0,0,0,0,0,19.7,6,30.234,2.686,0,26.501,-3.113,414.909,10/4/2013
7,7,0,0,0,0,0,0,0,0,0,0,25.301,18.701,24.791,0,44.474,14.578,41.447,25.94,26.024,0,29.851,19.536,0,14.178,24.843,0,33.847,30.438,0,0,0,0,0,0,19.6,5.8,30.121,-18.433,0,42.001,5.988,428.464,10/4/2013
8,8,0,0,0,0,0,0,30.484,0,0,0,26.801,19.901,27.995,0,50.69,16.798,36.5,25.857,25.94,0,28.549,18.216,0,19.551,24.87,0,32.377,31.728,0,0,0,0,0,0,18.8,5.6,39.662,-6.958,0,18.401,-15.418,499.556,10/4/2013
9,9,0,0,0,0,0,8.504,31.044,19.82,35.042,0,29.701,19.101,25.316,41.131,44.03,14.356,37.69,26.052,25.411,0,29.851,17.16,0,0,0,0,32.568,31.517,0,0,0,0,5.2,0,19.7,5.7,37.638,21.973,9.558,-5.7,-31.202,541.903,10/4/2013
10,10,0,0,0,0,0,8.496,30.985,19.272,36.099,0,25.801,19.501,27.418,42.295,50.986,16.872,33.466,26.107,25.745,0,29.851,20.988,0,6.221,15.956,0,32.337,31.448,0,0,0,0,5.2,0,19,5.5,37.69,33.815,15.574,-11.5,-35.817,565.162,10/4/2013
11,11,0,0,0,0,0,8.467,31.162,19.175,36.35,0,15.401,12,17.28,52.499,50.986,16.576,25.671,25.801,25.467,0,31.671,24.684,0,25.567,24.733,0,31.598,31.298,0,0,0,5.2,5.2,0,19,5.2,48.128,29.176,10.089,-8.5,-24.702,583.051,10/4/2013
12,12,16.597,18.592,16.297,0,0,8.43,30.484,18.901,35.626,0,12.2,9.9,16.281,51.588,50.838,16.872,20.291,25.551,25.745,0,30.143,19.8,0,8.532,0,0,33.008,31.538,0,0,0,5.2,5.2,0,19.5,5.2,48.128,18.433,4.212,-2.6,-15.308,575.705,10/4/2013
13,13,16.639,18.726,16.187,0,0,8.423,30.749,19.143,37.547,0,6.9,4.7,10.451,46.121,50.986,16.724,10.309,25.606,25.94,0,29.267,26.004,0,19.51,0,0,32.507,32.308,0,0,0,5.2,5.2,0,19.5,5.04,44.672,14.039,0,-6.8,-18.915,576.035,10/4/2013
14,14,16.709,18.677,15.894,0,0,8.343,30.425,19.32,37.63,0,3.5,2.6,13.708,52.496,51.134,16.798,9.055,25.69,25.662,0,30.907,19.668,0,25.512,20.235,0,31.838,31.468,0,0,0,5.2,5.2,0,19.5,5,48.093,30.152,10.685,-26.801,-17.414,593.64,10/4/2013
15,15,16.653,18.494,15.931,0,0,8.247,30.131,20.61,36.962,0,2.7,1.5,11.817,52.632,51.652,16.946,10.053,25.161,25.161,0,31.469,20.328,0,24.706,15.969,0,32.417,31.708,0,0,0,5.2,5.2,0,19.4,5.1,50.127,53.591,29.069,-40.001,-30.213,573.828,10/4/2013
16,16,16.877,18.323,15.857,0,0,8.035,29.689,20.255,36.934,0,8,3.9,13.97,52.819,51.356,16.65,10.915,25.384,25.105,0,31.177,16.896,0,6.317,15.668,0,32.077,31.898,0,0,0,5.2,5.2,0,18.8,5.1,48.523,26.246,10.08,-15.4,-9.21,559.209,10/4/2013
17,17,0,4.663,0,0,0,8.24,31.692,20.738,37.24,0,16.001,8.5,10.293,52.911,50.986,16.872,12.16,25.356,24.91,0,28.953,14.52,0,18.006,0,0,32.417,30.438,0,0,0,0,5.2,0,18.3,5.2,47.493,28.565,12.854,-18.801,-24.116,522.587,10/4/2013
18,18,0,0,0,0,0,8.299,31.957,19.063,36.071,0,29.001,19.501,13.97,37.949,45.362,14.652,31.186,25.439,25.272,0,30.795,15.576,0,0,0,0,31.618,31.188,0,0,0,0,0,0,19.8,5.5,37.756,-12.329,0,20.301,2.692,519.543,10/4/2013
19,19,0,0,0,0,0,8.555,33.283,20.384,37.24,0,28.801,10.6,30.516,54.113,50.32,0,35.888,25.384,24.966,0,31.581,15.18,17.282,18.116,15.668,0,31.928,31.968,0,0,0,5.2,5.2,0,19.8,5.8,48.967,1.587,0,20.101,-11.115,602.814,10/4/2013
20,20,0,0,0,0,0,8.592,33.076,11.989,37.352,0,23.901,14.6,31.146,54.554,49.728,0,37.836,25.523,25.69,0,27.223,20.196,18.321,19.538,15.108,0,32.408,31.777,0,0,0,0,5.2,0,19.7,5.8,48.967,-9.4,0,32.001,-1.209,595.386,10/4/2013
21,21,0,0,0,0,0,8.504,33.017,0,21.849,0,28.401,16.501,34.929,55.031,49.284,0,41.132,25.718,25.578,0,29.582,15.048,0,7.998,15.204,0,32.117,31.647,0,0,0,0,5.2,0,20,5.8,48.967,-9.4,0,31.601,-10.602,554.021,10/4/2013
22,22,0,0,0,0,0,8.423,32.9,0,0,0,31.001,18.001,28.258,38.534,49.284,0,41.554,25.801,25.495,0,30.66,13.068,0,7.875,0,0,32.117,31.777,0,0,0,0,0,0,19.7,5.8,48.088,8.911,0,10.8,-23.218,491.803,10/4/2013
23,23,0,0,0,0,0,0,33.076,0,0,0,25.401,19.101,27.313,0,49.58,0,42.922,25.801,25.662,0,29.043,12.012,0,7.233,0,0,32.088,31.817,0,0,0,0,0,0,19.8,5.8,50.191,18.311,5.393,0.7,-30.616,443.012,10/4/2013
0,0,0,0,0,0,0,0,18.936,0,0,0,27.301,18.701,27.207,0,43.956,0,40.883,25.578,25.801,0,31.491,15.972,0,6.891,0,0,32.608,31.368,0,0,0,0,0,0,19.5,5.8,45.45,14.283,3.378,6.4,-24.812,418.224,11/4/2013
1,1,0,0,0,0,0,0,0,0,0,0,18.201,13.6,23.478,0,52.17,0,36.547,25.634,25.133,0,30.817,21.78,0,15.381,0,0,32.207,29.188,0,0,0,0,0,0,19.5,5.8,49.995,25.513,10.474,-5.6,-27.705,396.779,11/4/2013
2,2,0,0,0,0,0,0,0,0,0,0,14.2,13,23.426,0,51.06,15.688,30.105,25.551,25.857,0,30.683,16.764,0,8.108,0,0,32.148,31.208,0,0,0,0,0,0,19.3,5.91,44.777,20.02,5.786,-5.9,-24.116,391.995,11/4/2013
3,3,0,0,0,0,0,0,0,0,0,0,14.7,12.1,16.387,0,51.208,0,26.678,25.467,25.801,0,27.403,19.404,0,24.829,0,0,32.377,32.117,0,0,0,0,0,0,18.6,5.91,50.419,7.813,0,4.4,-10.913,386.522,11/4/2013
4,4,0,0,0,0,0,0,0,0,0,0,17.101,12.8,14.128,0,51.652,16.946,31.132,25.495,25.551,0,31.064,21.12,0,7.998,0,0,31.848,30.818,0,0,0,0,0,0,19.3,5.91,50.524,15.625,0,-1.5,-17.103,396.365,11/4/2013
5,5,0,0,0,0,0,0,33.43,0,0,0,20.301,16.101,13.918,0,51.06,16.946,36.965,25.523,25.69,0,29.919,20.592,0,0,0,0,32.328,31.788,0,0,0,0,0,0,20.2,6.03,37.826,26.978,11.82,-8.8,-27.21,415.829,11/4/2013
6,6,0,0,0,0,0,0,33.076,0,0,0,20.501,14.9,14.916,0,46.028,14.356,30.876,25.578,25.495,0,30.593,19.668,0,0,0,0,32.368,31.878,0,0,0,0,0,0,20.1,5.99,45.141,8.423,0,16.201,-6.702,398.385,11/4/2013
7,7,0,0,0,0,0,0,31.397,0,0,0,14.5,11.2,12.814,0,51.208,16.798,27.446,25.634,25.495,0,29.739,19.008,0,17.077,0,0,32.628,31.898,0,0,0,0,0,0,19.6,5.99,50.144,24.781,7.718,-9.2,-21.113,420.39,11/4/2013
8,8,0,0,0,0,0,8.555,31.751,0,9.602,0,13.7,10,16.387,50.336,51.282,16.946,20.786,25.745,25.634,0,30.952,18.612,0,11.649,0,0,31.918,31.687,0,0,0,0,5.2,0,19.8,5.8,48.2,37.965,22.12,-26.601,-33.015,484.033,11/4/2013
9,9,0,0,0,0,0,8.562,31.751,21.383,36.712,0,13.7,11.2,17.174,54.299,51.06,16.798,18.542,25.912,25.495,0,30.301,16.236,0,21.315,0,0,31.598,31.448,0,0,0,5.2,5.2,0,19.6,5.5,40.043,40.407,24.381,-27.101,-35.505,536.847,11/4/2013
10,10,0,0,17.286,19.141,0,8.526,31.986,20.4,36.322,0,9.7,7.6,13.34,53.517,50.912,16.798,13.299,25.912,25.662,0,29.357,17.688,0,12.524,15.723,0,31.848,31.598,0,0,0,5.2,5.2,0,19.1,5.44,38.422,27.345,12.268,-15.5,-18.403,556.791,11/4/2013
11,11,17.171,0,16.565,17.957,0,8.357,32.134,18.805,35.988,0,7.6,5.5,14.023,53.443,50.098,16.28,11.718,25.829,25.578,0,30.48,19.932,0,11.457,14.356,0,32.028,31.408,0,0,0,5.2,5.2,0,18.2,5.3,48.059,36.256,18.531,-34.601,-30.415,588.895,11/4/2013
12,12,16.583,0,15.088,17.969,0,8.321,30.896,20.062,36.044,0,11.4,6,15.442,53.312,49.802,16.354,11.119,25.885,25.634,0,29.582,15.18,0,8.723,13.631,0,31.448,31.217,0,0,0,5.2,5.2,0,20,5.36,48.059,33.326,23.099,-33.801,-30.616,581.503,11/4/2013
13,13,16.919,0,15.564,18.445,0,8.504,32.399,20.819,35.988,0,11.8,8.3,15.336,53.655,51.06,16.724,15.053,25.885,25.356,0,29.762,21.384,0,8.463,0,0,32.028,31.548,0,0,0,5.2,5.2,0,20,5.28,39.786,44.679,24.5,-32.501,-31.715,565.495,11/4/2013
14,14,16.723,16.211,14.93,18.165,0,8.262,31.073,20.384,35.543,0,4.7,3.4,13.183,53.571,51.134,16.798,9.163,25.745,25.857,0,30.57,17.556,0,24.022,0,0,31.848,31.878,0,0,0,5.2,5.2,0,20,5.28,48.005,42.36,23.557,-37.401,-31.202,587.087,11/4/2013
15,15,16.527,17.151,16.321,18.262,0,8.13,30.955,20.416,35.654,0,4.7,3.8,6.616,53.673,51.208,16.872,7.952,25.773,25.69,0,30.054,11.484,0,24.296,15.532,0,31.538,32.018,0,0,0,5.2,5.2,0,19.8,5.11,48.005,42.238,27.668,-33.301,-25.819,577.151,11/4/2013
16,16,16.765,17.005,16.504,18.189,0,8.159,31.368,20.658,36.461,0,3.3,3.2,5.881,53.648,50.69,16.798,6.527,25.662,25.718,0,28.908,0,13.372,14.356,15.135,0,31.848,31.607,0,0,0,5.2,5.2,0,19.9,5.04,48.005,38.82,28.272,-37.701,-28.712,574.361,11/4/2013
17,17,17.788,4.749,16.248,4.041,0,8.284,30.72,20.142,35.403,0,7.2,4.6,4.778,53.702,44.548,14.652,6.727,25.384,25.411,0,29.784,16.764,0,8.149,0,0,31.708,31.047,0,0,0,5.2,5.2,0,19.8,5.28,42.27,-1.465,0,6.9,7.782,519.83,11/4/2013
18,18,0,0,17.579,0,0,8.211,31.309,19.933,35.682,0,0.9,1,5.776,53.752,50.542,16.354,15.994,25.356,25.356,0,29.874,12.54,0,18.102,0,0,31.788,31.387,0,0,0,5.2,5.2,0,19.7,5.53,50.515,0,0,9.5,13.587,510.817,11/4/2013
19,19,18.137,18.543,17.737,18.165,5.859,8.416,33.253,20.255,35.793,0,15.701,10.1,17.963,53.989,50.468,16.724,29.012,25.439,25.189,0,28.818,13.068,7.287,7.862,14.424,0,31.867,31.638,0,0,0,5.2,5.2,0,19.8,5.59,37.841,14.771,5.109,4.3,-14.905,620.063,11/4/2013
20,20,0,0,0,0,0,8.548,33.489,20.432,35.904,0,30.901,20.101,35.245,53.925,50.912,16.576,42.056,25.467,25.551,0,34.546,17.292,13.891,14.862,0,0,31.687,30.728,0,0,0,0,5.2,0,19.8,5.8,44.697,19.532,6.592,18.101,-20.215,593.6,11/4/2013
21,21,0,0,0,0,0,8.665,32.428,0,32.091,0,29.301,19.601,34.194,53.18,50.69,16.798,42.376,25.801,25.189,0,31.02,24.156,7.274,8.162,0,0,31.798,31.458,0,0,0,0,0,0,19.8,5.8,47.922,13.672,0,24.101,-17.908,557.839,11/4/2013
22,22,0,0,0,0,0,8.489,32.104,0,0,0,32.901,17.801,31.672,5.811,50.616,16.798,42.97,25.718,25.495,0,30.076,21.78,0,14.342,0,0,32.028,31.928,0,0,0,0,0,0,19.8,6,49.066,7.691,0,16.801,-22.102,499.743,11/4/2013
23,23,0,0,0,0,0,6.24,32.752,0,0,0,28.001,15.401,27.996,0,51.8,16.946,39.806,25.801,25.356,0,29.694,10.824,0,8.039,0,0,32.278,31.328,0,0,0,0,0,0,19.8,6,39.485,11.475,0,9.1,-24.519,456.856,11/4/2013
0,0,0,0,0,0,0,0,0,0,0,0,15.801,10.9,25.211,0,53.28,17.242,31.808,25.745,25.634,0,28.998,7.392,0,18.936,0,0,32.488,31.708,0,0,0,0,0,0,19.8,6,50.7,0,0,5.4,-18.513,423.912,12/4/2013
1,1,0,0,0,0,0,0,32.252,0,0,0,13.1,10.1,20.747,0,50.616,16.724,25.896,25.773,25.467,0,31.199,20.46,0,7.069,0,0,32.058,31.828,0,0,0,0,0,0,20.5,6,43.213,21.485,5.228,-8,-23.017,417.306,12/4/2013
2,2,0,0,0,0,0,0,32.193,0,0,0,11.8,11.1,15.914,0,50.69,16.65,24.496,25.857,25.578,0,31.312,16.5,0,7.985,0,0,31.798,31.647,0,0,0,0,0,0,20,5.9,43.715,24.537,9.934,-7.8,-20.508,396.972,12/4/2013
3,3,0,0,0,0,0,0,31.839,0,0,0,8.4,5.9,12.132,0,50.098,0,16.182,25.773,25.718,0,31.446,17.028,0,24.46,0,0,31.968,31.658,0,0,0,0,0,0,20,5.9,48.909,23.804,8.698,-15.6,-18.403,388.912,12/4/2013
4,4,0,0,0,0,0,0,32.045,0,0,0,11.2,7.7,9.978,0,50.542,16.724,17.42,25.69,25.745,0,30.413,16.368,0,24.46,0,0,32.198,31.588,0,0,0,0,0,0,20,5.9,38.246,28.443,9.879,-18.101,-21.607,397.603,12/4/2013
5,5,0,0,0,0,0,8.474,32.075,0,0,0,11.3,9.3,7.929,8.014,50.69,16.65,17.522,25.523,25.94,0,29.919,17.028,0,24.501,0,0,31.737,31.687,0,0,0,0,0,0,20.5,5.9,50.604,28.565,10.913,-16.1,-19.611,421.526,12/4/2013
6,6,0,0,0,0,0,8.496,32.104,0,0,0,14.1,11.2,8.192,15.245,50.394,16.502,15.087,25.578,25.495,0,28.459,10.956,0,8.354,0,0,31.607,31.248,0,0,0,0,0,0,19.8,5.9,49.8,-2.686,0,9.7,4.688,411.647,12/4/2013
7,7,0,0,0,0,0,8.636,32.399,0,0,0,9.2,6.7,8.665,33.492,51.06,16.798,12.798,25.69,25.773,0,30.143,21.252,0,22.833,0,0,31.678,31.578,0,0,0,0,0,0,20,6,44.828,5.493,0,10.6,6.995,426.891,12/4/2013
8,8,0,0,0,0,0,8.672,32.369,0,13.081,0,11.8,8.3,9.768,53.902,51.504,16.798,13.394,25.745,25.467,0,27.538,18.348,0,9.598,15.641,0,32.167,31.358,0,0,0,0,5.2,0,20.9,5.67,44.036,7.08,0,-8.3,-7.306,494.753,12/4/2013
9,9,0,0,1.392,0,0,8.54,32.134,17.097,34.457,0,11.6,8.7,7.194,54.05,51.06,16.798,14.32,25.773,25.439,0,31.693,18.48,7.438,8.258,25.184,0,32.488,31.217,0,0,0,5.2,5.2,0,19.8,5.59,48.158,10.01,0,-0.9,-4.102,542.252,12/4/2013
10,10,0,17.615,16.761,0,0,8.482,30.602,18.918,36.099,0,12.3,8.9,10.871,53.88,50.838,16.724,14.464,25.885,25.69,0,31.424,16.896,0,20.167,15.149,0,32.188,31.437,0,0,0,5.2,5.2,0,19.9,5.44,48.041,20.753,0,-5.7,-11.206,575.224,12/4/2013
11,11,17.129,18.567,16.749,18.531,0,7.053,30.985,19.401,36.378,0,9.5,7.3,10.766,53.331,51.578,16.872,16.356,25.885,25.885,0,29.986,15.444,0,14.151,15.532,0,32.178,31.118,0,0,0,5.2,5.2,0,19.8,5.36,47.866,19.776,4.532,-8.2,-11.206,599.199,12/4/2013
12,12,16.443,18.323,16.431,18.226,0,8.284,30.513,20.384,36.461,0,9.6,7.8,14.863,53.149,50.986,16.502,14.963,25.829,25.718,0,31.132,14.784,0,14.206,15.477,0,31.468,31.338,0,0,0,5.2,5.2,0,19.8,5.13,47.866,24.903,16.334,-5.5,-9.101,579.44,12/4/2013
13,13,16.597,18.567,16.565,18.751,0,8.372,29.541,20.787,35.209,0,8.9,5.8,18.383,53.903,51.208,16.872,11.47,25.885,25.718,0,30.48,19.272,0,5.606,0,0,31.658,31.198,0,0,0,5.2,5.2,0,19.8,5.36,48.64,24.537,9.54,-5.5,-10.108,566.473,12/4/2013
14,14,16.372,18.25,16.199,18.152,0,8.657,28.422,19.933,34.457,0,5.1,3,10.609,53.74,50.32,16.28,10.28,25.94,25.801,0,30.638,15.84,0,9.407,15.149,0,31.728,31.208,0,0,0,5.2,5.2,0,19.8,5.13,50.321,-1.587,0,12.1,7.892,574.813,12/4/2013
15,15,16.667,18.25,15.809,17.982,0,8.994,28.392,19.933,36.016,0,1.1,0.9,10.871,53.605,50.838,16.354,5.51,25.857,25.662,0,28.01,15.444,0,24.309,13.795,0,30.948,31.268,0,0,0,5.2,5.2,0,19.8,5.13,50.321,5.371,0,-7.8,-0.513,592.908,12/4/2013
16,16,16.653,18.311,16.028,13.001,0,9.024,28.481,20.174,36.489,0,6.6,5.2,7.877,54.011,50.838,16.502,11.899,25.912,25.801,0,29.896,12.276,0,16.106,14.916,0,31.127,30.808,0,0,0,5.2,5.2,0,19.7,5.04,47.152,12.085,0,-1.8,-1.41,571.347,12/4/2013
17,17,8.151,0,0,0,0,9.778,32.104,20.368,37.435,0,8,7.7,15.546,53.436,50.986,16.65,20.598,25.94,25.662,0,31.469,18.876,0,6.453,0,0,31.567,30.747,0,0,0,5.2,5.2,0,19.8,5.09,45.964,0,0,17.601,5.493,523.195,12/4/2013
18,18,0,0,0,0,0,9.807,32.841,20.352,21.793,0,32.301,21.101,29.414,12.856,50.838,16.502,39.409,25.885,25.606,0,28.257,14.652,0,0,0,0,31.758,31.138,0,0,0,0,0,0,19.7,5.36,50.574,-15.015,0,43.901,2.49,516.015,12/4/2013
19,19,0,0,0,0,0,9.888,32.959,20.255,37.018,0,29.401,21.001,36.767,53.975,50.394,16.576,42.827,26.024,25.773,0,29.065,17.952,6.33,6.987,14.616,0,30.657,31.328,0,0,0,5.2,5.2,0,19.7,5.67,45.46,-2.441,0,33.101,-2.911,607.245,12/4/2013
20,20,0,0,0,0,0,10.093,33.312,20.561,37.463,0,35.301,22.601,35.612,53.943,50.69,16.724,42.802,25.634,25.551,0,32.435,18.876,9.475,10.282,0,0,32.778,31.798,0,0,0,5.2,5.2,0,19.8,5.8,37.841,15.992,4.239,22.701,-17.817,594.657,12/4/2013
21,21,0,0,0,0,0,10.188,33.872,0,15.475,0,29.701,21.101,34.982,53.701,50.838,16.872,43.357,25.272,25.133,0,30.031,22.836,7.67,8.586,0,0,32.798,31.978,0,0,0,0,0,0,19.9,5.8,47.497,14.283,3.479,11.5,-25.105,563.431,12/4/2013
22,22,0,0,0,0,0,9.961,33.017,0,0,0,33.601,20.101,36.82,31.542,50.542,16.724,42.06,25.217,0,0,29.874,14.388,0,14.233,0,0,33.287,31.898,0,0,0,0,0,0,20,5.8,47.497,23.682,10.373,-2.8,-39.405,504.712,12/4/2013
23,23,0,0,0,0,0,10.064,33.489,0,0,0,34.101,21.801,36.137,4.756,50.69,16.724,43.642,25.801,0,0,31.648,19.668,0,6.987,0,0,32.088,31.468,0,0,0,0,0,0,20,5.8,37.681,12.574,0,18.401,-23.713,455.283,12/4/2013
0,0,0,0,0,0,0,10.086,19.172,0,0,0,30.901,18.701,32.723,0,44.992,14.874,42.102,25.801,0,0,32.435,22.044,0,7.944,0,0,32.218,31.557,0,0,0,0,0,0,20,5.8,45.833,15.625,0,8.9,-23.511,436.169,13/4/2013
1,1,0,0,0,0,0,9.91,0,0,0,0,29.501,20.801,28.153,0,50.542,16.65,39.789,25.634,0,0,28.504,21.12,0,7.137,0,0,31.687,31.548,0,0,0,0,0,0,20,5.8,43.336,6.47,0,19.401,-17.707,410.014,13/4/2013
2,2,0,0,0,0,0,10.049,0,0,0,0,30.401,21.001,28.363,0,50.468,16.502,36.744,25.718,0,0,30.548,20.856,0,7.52,0,0,31.758,31.477,0,0,0,0,0,0,20,5.9,37.881,11.841,0,16,-19.501,396.846,13/4/2013
3,3,0,0,0,0,0,0,0,0,0,0,32.601,22.101,26.63,0,49.95,4.662,39.308,25.801,0,0,30.705,19.8,0,7.821,0,0,32.008,31.768,0,0,0,0,0,0,21,5.8,47.76,14.039,0,10,-25.214,398.92,13/4/2013
4,4,0,0,0,0,0,0,0,0,0,0,24.501,17.301,22.06,0,50.838,16.724,32.831,25.857,0,0,31.109,21.384,0,9.53,0,0,32.198,31.588,0,0,0,0,0,0,20,5.8,50.37,8.179,0,8.7,-16.608,397.847,13/4/2013
5,5,0,0,0,0,0,10.115,30.69,0,0,0,35.001,21.601,28.1,0,44.844,14.43,41.155,25.94,0,0,30.031,19.536,0,0,0,0,32.427,31.598,0,0,0,0,0,0,20.5,5.92,37.304,21.973,8.396,7.9,-26.716,417.639,13/4/2013
6,6,0,0,0,0,0,10.027,0,0,0,0,24.901,16.701,27.155,0,50.764,16.724,34.582,25.885,0,0,30.143,25.344,0,0,0,0,32.388,31.607,0,0,0,0,0,0,20,5.9,30.274,0,0,12.6,-16.407,397.399,13/4/2013
7,7,0,0,0,0,0,10.254,0,0,0,0,26.401,20.501,24.633,0,51.208,17.02,33.352,25.606,0,0,30.862,23.364,21.889,0,0,0,32.058,31.358,0,0,0,0,0,0,19,5.8,50.661,27.711,8.991,-4,-30.305,421.61,13/4/2013
8,8,0,0,0,0,0,10.071,33.4,0,0,0,27.601,19.001,20.326,22.195,50.764,16.576,36.563,25.634,0,0,30.323,16.5,6.987,7.916,0,0,31.257,31.208,0,0,0,0,0,0,20,5.8,42.914,9.766,0,10.9,-17.908,452.318,13/4/2013
