,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,GSR,HPA1,HPA2,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
0,00,22.691,0,0,0,0,0,12.012,0,0,0,0,0,20.501,14.9,19.959,9.63,49.506,0,27.734,25.634,25.718,0,0,0,0,0,0,0,24.692,0,29.327,27.959,0,0,0,0,0,15.586,0,5.37,49.794,0,0,19.801,-12.909,374.12,1/9/2014
1,01,15.675,0,0,0,0,0,12.195,0,0,0,0,0,17.401,13.1,9.4,8.132,50.912,0,25.109,25.244,25.745,0,0,0,0,0,0,0,24.692,0,28.928,27.399,0,0,0,0,0,15.586,0,5.29,48.723,0,-5.347,10.6,-13.001,361.29,1/9/2014
2,02,5.377,0,0,0,0,0,12.159,0,0,0,0,0,16.601,8.7,1.89,21.921,50.468,0,12.557,25.662,25.94,0,0,0,0,0,0,8.121,24.692,0,31.448,31.538,0,0,0,0,0,15.586,0,5.29,49.039,0,-8.139,5.9,-2.509,351.75,1/9/2014
3,03,13.193,0,0,0,0,0,12.166,0,0,0,0,0,4.1,3.8,8.402,42.899,50.468,0,12.732,25.773,25.801,0,0,0,0,0,0,0,24.692,0,30.148,28.718,0,0,0,0,0,15.586,0,5.7,40.52,0,-5.942,-.7,-2.509,353.85,1/9/2014
4,04,10.349,0,0,0,0,0,12.129,0,0,0,0,0,15.501,10.8,7.142,40.174,44.326,0,25.419,25.801,25.801,0,0,0,0,0,0,0,15.833,0,31.588,28.628,0,0,0,0,0,16.366,0,5.7,39.629,4.273,0,6.9,-9.412,353.43,1/9/2014
5,05,5.134,0,0,0,0,0,12.129,0,0,0,0,0,11.9,7.6,5.671,48.44,50.024,0,19.353,25.745,25.69,0,0,0,0,0,0,0,25.266,0,31.978,29.258,0,0,0,0,0,16.366,0,5.7,48.929,0,-3.845,3.5,-6.903,376.44,1/9/2014
6,06,8.333,0,0,0,0,0,12.21,30.69,0,0,0,0,12.3,8.6,7.3,46.023,50.32,0,18.954,25.69,25.773,0,0,0,0,0,0,8.176,0,0,31.668,29.688,0,0,0,0,0,16.366,0,5.5,47.847,7.935,0,0.2,-10.309,387.61,1/9/2014
7,07,6.654,0,0,0,0,0,12.239,30.189,0,5.233,0,0,10.7,5.5,6.196,49.295,50.32,0,15.569,25.662,25.634,0,0,3.182,0,0,0,0,0,0,31.298,28.948,0,0,0,0,0,16.366,0,5.3,50.125,-2.197,-3.9,-5.2,-10.712,400.43,1/9/2014
8,08,23.381,0,0,0,0,0,11.99,30.072,0,34.791,0,0,22.301,13.3,12.132,43.726,43.216,0,32.822,25.634,25.578,0,0,6.573,0,0,0,8.067,0,0,33.658,26.969,0,0,0,0,0,16.366,0,5.15,49.124,-2.075,-4.569,18.501,-12.012,465.01,1/9/2014
9,09,13.864,15.938,17.237,0,0,0,12.005,28.599,19.852,34.763,0,0,19.801,10.9,10.188,47.683,49.654,0,23.424,25.578,25.773,0,0,6.564,0,0,0,12.51,0,0,33.208,27.099,0,0,0,5.2,0,16.366,0,4.98,49.476,-14.039,-15.326,12.1,-8.808,536.74,1/9/2014
