,AMY-L9030,AMY1,AMY2,CEN,Date,Demanda,EEC,EEC20,EOL,GSR,HORA,LNI-L9040,MTR,NSL,PBP,PCA1,PCA2,PCF1,PCF2,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PEN1 y 2,PEN3,PHC2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,PNI1,PNI2,TCPI-L9150,TPC
17,0,19.401,15.501,29.73,17/11/2012,414.918,50.912,16.354,0,0,17,0,31.446,2.64,12.342,0,0,0,0,0,0,0,1.453,0,10.086,30.513,20.626,0,0,37.677,0,0,0,0,0,5.2,0,18.5,5.6,25.356,25.523,0,47.363
18,0,22.201,15,40.402,17/11/2012,535.798,51.578,16.798,0,0,18,21.485,28.369,3.432,24.634,7.588,0,15.149,0,19.034,18.604,19.031,0,0,10.218,31.309,20.738,33.9,0,38.527,0,0,0,0,5.2,5.2,0,18.5,5.6,25.384,25.551,0,42.342
19,5,27.201,19.801,40.39,17/11/2012,536.251,51.504,16.798,0,0,19,17.335,32.547,3.432,26.472,7.889,0,14.903,0,12.199,18.641,17.896,0,0,10.284,31.662,20.593,33.566,0,38.007,0,0,0,0,5.2,5.2,0,18.5,5.6,25.384,25.551,0,37.727
20,8,23.601,17.801,40.366,17/11/2012,528.626,50.838,16.724,0,0,20,0,33.176,0.924,26.63,7.096,0,13.809,0,0,18.628,0,0,0,9.991,31.162,21.319,32.871,0,38.297,0,0,0,0,5.2,5.2,0,18.5,5.6,25.384,25.801,0,46.197
21,0,25.901,18.301,40.116,17/11/2012,480.989,51.578,16.946,0,0,21,36.012,30.975,3.96,25.421,7.602,0,15.108,0,0,0,0,0,0,10.269,31.427,21.673,33.344,0,37.667,0,0,0,0,5.2,5.2,0,18.5,5.6,25.745,25.384,0,37.827
22,0,21.401,15.501,40.144,17/11/2012,445.003,51.06,16.206,0,0,22,23.804,32.884,3.564,26.945,7.342,0,0,0,0,0,0,0,0,10.159,31.603,21.512,0,0,38.548,0,0,0,0,5.2,5.2,0,18.5,5.6,25.745,25.745,0,47.255
23,9.7,26.601,17.301,29.869,17/11/2012,401.244,43.586,8.954,0,0,23,0,32.659,2.112,29.729,0,0,0,0,0,0,0,0,0,10.218,31.456,0,0,0,38.927,0,0,0,0,0,5.2,0,18.5,5.6,25.745,25.745,0,48.633
0,-.5,27.801,15.901,0,18/11/2012,366.609,49.802,0,0,0,00,5.127,32.502,0,26.787,0,0,0,0,0,0,0,0,0,10.349,31.574,0,0,0,39.217,0,0,0,0,0,5.2,0,18,6.05,25.745,25.745,-17.212,39.351
1,-13.5,35.101,22.101,0,18/11/2012,333.47,49.284,0,0,0,01,47.975,32.165,1.848,30.78,0,0,0,0,0,0,0,0,0,10.181,0.878,0,0,0,39.068,0,0,0,0,0,0,0,18,5.92,25.745,25.745,-33.418,37.711
2,-16.4,37.201,22.501,0,18/11/2012,329.205,50.542,0,0,0,02,40.529,32.367,3.3,33.038,0,0,0,0,0,0,0,0,0,0,2.262,0,0,0,39.488,0,0,0,0,0,0,0,18,5.99,25.801,25.745,-36.915,20.184
3,-12.9,36.001,22.201,1.904,18/11/2012,319.777,43.142,0,0,0,03,37.111,30.525,5.148,34.613,0,0,0,0,0,0,0,0,0,0,2.292,0,0,0,38.817,0,0,0,0,0,0,0,18.1,5.92,25.411,25.69,-34.004,20.22
4,-14.8,36.301,22.501,0,18/11/2012,322.323,44.178,0,0,0,04,32.838,29.829,6.072,33.196,0,0,0,0,0,0,0,0,0,0,2.292,0,0,0,38.187,0,0,0,0,0,0,0,18.2,6.13,25.411,25.69,-35.908,16.466
5,-12.7,35.201,22.501,0,18/11/2012,326.924,43.808,0,0,0,05,28.443,31.446,3.696,35.087,0,0,0,0,0,0,0,0,0,0,2.292,0,0,0,39.068,0,0,0,0,0,0,0,18.1,6.07,25.411,25.69,-34.114,20.183
6,-16,30.701,21.201,0,18/11/2012,300.185,43.438,0,0,0,06,28.932,30.728,4.092,27.786,0,0,0,0,0,0,0,0,0,0,2.292,0,0,0,37.927,0,0,0,0,0,0,0,18.2,5.9,25.801,25.328,-31.202,8.521
7,-16.5,35.201,22.101,0,18/11/2012,315.943,50.246,0,0,0,07,30.885,31.446,3.696,21.797,0,0,0,0,0,0,0,0,0,0,2.292,0,0,0,37.558,0,0,0,0,0,0,0,18,5.99,25.801,25.3,-33.308,17.592
8,-19.401,36.201,22.401,0,18/11/2012,332.342,49.728,0,0,0,08,41.017,16.936,8.184,26.893,0,0,0,0,0,0,0,0,0,10.174,2.292,0,0,0,39.287,0,0,0,0,0,0,0,18.5,5.99,25.578,25.133,-35.505,31.156
9,-10.4,35.201,20.401,0,18/11/2012,339.06,48.988,0,0,0,09,23.804,15.835,10.692,32.145,0,0,0,0,0,0,0,0,0,10.415,2.292,0,0,0,38.628,0,0,0,0,0,0,0,18.2,5.84,24.855,25.3,-31.806,31.866
10,-28.501,30.501,21.101,0,18/11/2012,345.506,48.84,0,0,0,10,71.291,17.722,9.768,33.406,8.422,0,0,0,0,0,0,0,0,10.232,2.262,0,0,0,38.537,0,0,0,0,0,2,0,18.2,5.76,25.411,25.328,-41.31,49.496
11,-8.3,31.301,21.501,0,18/11/2012,352.492,48.766,0,0,0,11,24.537,14.802,7.92,28.521,8.258,0,0,0,0,0,0,0,0,10.313,2.262,0,0,0,38.328,0,0,0,0,0,5.2,0,18.1,5.6,25.411,25.606,-27.302,49.548
12,-10.4,31.001,20.701,15.909,18/11/2012,370.048,49.284,0,0,0,12,28.809,18.194,11.088,30.36,9.229,0,0,0,0,0,0,0,0,10.349,2.233,0,0,0,39.007,0,0,0,0,0,5.2,0,18.1,5.52,25.189,25.634,-27.412,44.047
13,-.6,26.501,18.301,15.85,18/11/2012,363.349,49.506,0,0,0,13,16.968,16.622,9.504,29.886,7.438,0,15.764,0,0,0,0,0,0,10.357,2.233,0,0,0,39.148,0,0,0,0,0,5.2,0,17.9,5.44,25.189,25.606,-17.103,42.169
14,-8.5,22.901,16.701,9.424,18/11/2012,359.449,49.358,0,0,0,14,21.729,19.025,8.712,25.631,7.547,0,14.807,0,0,0,0,0,0,10.247,2.292,0,0,0,38.987,0,0,0,0,0,5.2,0,17.9,5.4,25.077,25.578,-22.706,45.185
15,-18.501,21.501,16.701,9.497,18/11/2012,353.575,48.914,0,0,0,15,33.448,16.195,4.884,21.902,7.137,0,15.299,0,0,0,0,0,0,10.877,2.292,0,0,0,38.967,0,0,0,0,0,5.2,0,17.8,5.47,25.69,25.189,-25.105,49.902
16,-16.2,22.701,16.701,9.497,18/11/2012,371.327,49.358,0,14.204,0,16,24.415,15.925,6.336,22.323,9.188,0,0,0,0,0,0,0,0,11.507,2.292,0,0,0,38.938,0,0,0,0,0,5.2,0,18,5.5,25.133,25.3,-31.404,50.035
17,-1.1,24.101,17.601,19.241,18/11/2012,367.036,49.506,10.286,15.454,0,17,36.744,29.267,9.108,24.476,6.631,0,0,0,0,0,0,0,0,11.77,2.292,0,0,0,38.338,0,0,0,0,0,5.2,0,17.8,5.44,25.523,25.439,-24.61,40.597
18,0.2,35.201,22.001,47.199,18/11/2012,493.44,51.134,16.872,15.903,0,18,27.955,29.492,7.128,25.632,9.557,0,20.508,0,0,0,0,0,0,11.756,31.751,0,0,0,39.108,0,0,0,0,5.2,5.2,0,17.7,5.8,25.217,25.523,-23.218,50.495
19,21.001,28.701,20.601,47.328,18/11/2012,515.153,50.394,16.354,15.373,0,19,-18.799,30.143,5.148,36.242,6.221,0,15.915,0,0,0,0,0,0,11.536,31.662,20.271,0,0,38.917,0,0,0,0,5.2,5.2,0,18.2,6,25.523,25.523,-7.91,48.993
20,3.9,32.701,22.001,47.292,18/11/2012,499.935,51.504,16.354,15.076,0,20,11.231,30.435,8.844,34.246,6.877,0,0,0,0,0,0,0,0,11.602,31.78,20.738,0,0,39.498,0,0,0,0,5.2,5.2,0,18.3,5.8,25.272,25.551,-19.904,40.891
21,-3.3,35.001,22.201,26.296,18/11/2012,445.109,44.548,14.652,13.619,0,21,25.636,33.019,8.448,33.669,7.151,0,0,0,0,0,0,0,0,11.858,22.972,0,0,0,38.598,0,0,0,0,0,5.2,0,18.2,5.8,25.662,25.551,-33.015,41.985
22,-12.4,35.201,21.701,0,18/11/2012,391.32,50.986,16.724,11.968,0,22,31.007,33.131,8.712,35.087,0,0,0,0,0,0,0,0,0,0,2.233,0,0,0,37.717,0,0,0,0,0,0,0,18.2,5.8,25.662,25.495,-39.405,41.905
23,-7.7,36.301,20.401,0,18/11/2012,353.182,50.838,16.724,14.345,0,23,29.176,33.041,7.392,37.083,8.258,0,0,0,0,0,0,0,0,0,2.292,0,0,0,38.307,0,0,0,0,0,0,0,18,6,25.718,25.551,-34.407,0
0,-2.2,37.701,22.501,0,19/11/2012,332.183,44.104,0,15.985,0,00,23.682,33.535,10.692,39.814,0,0,0,0,0,0,0,0,0,0,2.292,0,0,0,38.867,0,0,0,0,0,0,0,18.2,5.8,25.718,25.551,-32.905,0
1,0,39.201,22.501,0,19/11/2012,314.694,29.008,0,15.865,0,01,13.916,32.659,4.356,37.661,0,0,0,0,0,0,0,0,0,0,2.292,0,0,0,39.007,0,0,0,0,0,0,0,18.2,5.8,25.718,25.634,-30.708,0
2,-12,34.901,22.101,0,19/11/2012,308.703,26.27,0,15.125,0,02,22.828,30.076,7.788,29.467,0,0,0,0,0,0,0,0,0,0,2.292,0,0,0,38.147,0,0,0,0,0,0,0,18.2,6,25.885,25.467,-37.812,0
3,-16.901,31.201,21.301,0,19/11/2012,299.143,24.05,0,13.558,0,03,36.134,32.614,11.616,31.2,0,0,0,0,0,0,0,0,0,0,2.292,0,0,0,37.057,0,0,0,0,0,0,0,18,6.1,25.495,25.384,-38.508,0
4,-14.1,31.801,21.001,0,19/11/2012,317.719,44.474,0,11.075,0,04,28.565,32.277,14.784,25.789,0,0,0,0,0,0,0,0,0,0,2.292,0,0,0,39.087,0,0,0,0,0,0,0,17.6,6.22,25.523,25.745,-34.516,0
5,-11.4,35.001,22.501,0,19/11/2012,342.733,50.986,16.65,15.729,0,05,40.284,33.805,11.484,30.255,0,0,0,0,0,0,0,0,0,0,2.292,0,0,0,39.427,0,0,0,0,0,0,0,19.5,6.38,25.523,25.773,-36.311,0
6,4.5,34.401,20.701,0,19/11/2012,347.401,43.882,14.356,14.89,0,06,14.893,31.896,17.424,26.63,0,0,0,0,0,0,0,0,0,0,2.292,0,0,0,37.997,0,0,0,0,0,0,0,18.5,6.3,25.523,25.606,-21.003,25.393
7,9.1,28.801,17.701,1.775,19/11/2012,382.706,52.096,16.872,15.496,0,07,6.592,31.334,0,21.955,17.241,0,0,0,0,0,0,0,0,10.474,2.262,0,0,0,38.817,0,0,0,0,0,5.2,0,18.4,6.2,25.578,25.551,-14.612,48.033
8,15,31.501,19.601,21.721,19/11/2012,419.55,44.03,14.43,15.721,0,08,-10.743,33.895,10.296,25.054,0,0,0,0,0,0,0,0,0,10.298,30.513,0,0,0,38.907,0,0,0,0,0,5.2,0,18.2,6,25.551,24.966,-8.313,39.61
9,20.701,31.001,17.401,51.416,19/11/2012,473.015,50.986,16.872,14.019,0,09,-35.279,31.289,8.052,28.731,0,0,0,0,0,0,0,0,0,10.357,30.248,0,0,0,37.967,0,0,0,0,5.2,5.2,0,18.1,5.72,25.885,25.411,-1.502,43.08
10,25.701,23.001,17.301,51.255,19/11/2012,498.061,50.764,16.576,12.289,0,10,-28.932,35.22,12.012,26.367,7.52,0,0,0,0,0,0,0,0,10.137,31.427,21.48,7.153,0,39.027,0,0,0,0,5.2,5.2,0,17.8,5.65,25.523,25.133,1.392,50.187
11,10.6,22.801,17.401,46.046,19/11/2012,527.442,51.282,16.872,16.794,0,11,3.174,31.559,13.728,24.686,7.561,0,0,14.889,5,0,0,0,0,10.408,30.867,19.337,30.533,0,39.337,0,0,0,0,5.2,5.2,0,17.7,5.6,25.551,25.495,-11.609,45.76
12,8.3,25.201,17.401,46.972,19/11/2012,525.962,50.912,16.65,17.212,0,12,7.324,30.346,11.616,26.419,7.123,0,0,14.561,18.432,0,0,0,0,10.232,30.189,19.03,30.394,0,37.908,0,0,0,0,5.2,5.2,0,17.7,5.6,25.217,25.495,-8.808,37.768
13,5.7,19.601,16.201,47.16,19/11/2012,520.61,51.356,16.946,16.123,0,13,-7.324,32.21,0,23.32,7.328,0,0,14.916,0,0,0,0,0,10.305,31.81,19.24,30.087,0,38.357,0,0,0,0,5.2,5.2,0,17.8,5.36,25.217,25.523,-10.309,49.417
14,0,16.301,13.2,47.156,19/11/2012,532.866,50.912,16.798,14.195,0,14,1.587,33.984,3.696,22.06,7.752,0,0,14.739,18.39,0,0,0,0,10.408,31.545,19.256,30.477,0,39.267,0,0,0,0,5.2,5.2,0,17.7,5.36,25.217,25.551,-12.708,47.381
15,12,15.301,12.9,47.101,19/11/2012,517.641,50.986,16.502,13.875,0,15,-15.503,30.728,9.768,21.062,7.752,0,0,0,18.291,17.054,0,0,0,11.294,30.867,19.111,30.505,0,37.988,0,0,0,0,5.2,1,0,17.6,5.35,25.217,26.024,2.692,45.354
16,1.1,28.401,18.001,47.312,19/11/2012,509.669,45.214,14.652,18.344,0,16,28.687,34.636,10.824,23.425,8.121,0,0,0,18.544,0,0,0,0,11.507,31.721,20.722,30.533,0,38.638,0,0,0,0,3,3,0,17.7,5.28,25.272,25.439,-17.011,42.159
17,6.2,25.401,18.401,36.625,19/11/2012,476.121,50.986,16.28,19.437,0,17,28.809,33.94,14.256,22.48,0,0,0,0,0,0,0,0,0,11.492,31.721,20.706,33.149,0,38.848,0,0,0,0,5.2,5.2,0,18.3,5.28,25.356,25.467,-14.502,38.103
18,-5.6,26.801,18.501,51.133,19/11/2012,571.929,51.726,16.724,18.213,0,18,28.077,32.659,13.464,20.432,8.819,0,0,0,18.796,18.995,16.797,0,0,12.049,31.869,20.803,33.622,0,39.058,0,0,0,0,5.2,5.2,0,18,5.51,25.356,25.467,-21.607,37.605
19,-.1,17.301,13.7,51.188,19/11/2012,571.094,51.208,16.502,14.604,0,19,-13.062,29.762,10.428,21.955,9.707,0,0,0,18.348,18.604,15.101,0,0,11.661,31.338,20.078,33.177,0,38.548,0,0,0,0,5.2,5.2,0,18,5.7,25.718,25.467,-5.512,43.925
20,0.1,23.901,17.301,50.979,19/11/2012,524.252,51.356,16.872,18.584,0,20,30.274,33.176,12.672,23.425,7,0,0,0,18.361,4.688,0,0,0,11.902,31.78,21.109,33.483,0,37.187,0,0,0,0,5.2,5.2,0,18.2,5.7,25.3,25.467,-17.707,38.076
21,6.8,22.201,15.1,51.027,19/11/2012,475.94,51.208,16.576,17.498,0,21,0,33.198,8.58,22.27,8.819,0,0,0,0,0,0,0,0,11.88,31.486,21.351,0,0,38.437,0,0,0,0,5.2,5.2,0,18,2.5,25.3,25.467,-9.101,42.341
22,7.9,20.301,15.401,29.673,19/11/2012,413.479,52.022,16.65,18.073,0,22,18.921,32.547,13.596,18.645,8.135,0,0,0,0,0,0,0,0,11.924,31.957,0,0,0,39.037,0,0,0,0,0,5.2,0,18.2,3.5,25.3,25.467,-9.412,45.26
23,-2.7,21.901,12.8,0,19/11/2012,377.024,44.77,14.06,21.099,0,23,12.452,33.76,11.616,23.793,0,0,0,0,0,0,0,0,0,12.041,19.378,0,0,0,38.347,0,0,0,0,0,0,0,18.2,6,25.3,25.467,-20.618,37.626
0,0.6,33.101,21.001,0,20/11/2012,358.18,52.022,17.094,20.975,0,00,8.911,35.916,6.6,28.679,0,0,0,0,0,0,0,0,0,11.734,0,0,0,0,38.888,0,0,0,0,0,0,0,18.2,6.2,25.3,25.467,-26.514,0
1,-22.001,34.501,17.601,0,20/11/2012,338.928,43.66,0,21.874,0,01,42.116,34.568,11.088,19.381,7.178,0,0,0,0,0,0,0,0,11.99,0,0,0,0,39.278,0,0,0,0,0,0,0,18.2,6,25.3,25.411,-43.013,0
2,-20.301,31.501,17.301,0,20/11/2012,334.467,43.216,0,18.882,0,02,30.03,33.131,13.464,22.848,0,0,0,0,0,0,0,0,0,12.085,0,0,0,0,38.727,0,0,0,0,0,0,0,18,6.1,25.328,25.801,-37.812,0
3,-19.501,27.001,17.101,0,20/11/2012,335.714,41.736,0,19.039,0,03,26.856,32.547,8.712,22.795,7.684,0,0,0,0,0,0,0,0,11.88,0,0,0,0,39.188,0,0,0,0,0,0,0,19,6.2,25.634,25.439,-39.113,0
4,-22.601,19.801,14.7,0,20/11/2012,337.836,50.098,0,13.336,0,04,11.231,29.672,12.012,27.418,0,0,0,0,0,0,0,0,0,11.866,0,0,0,0,38.917,0,0,0,0,0,0,0,18,6.3,25.634,25.606,-33.106,0
5,-14,20.301,11.3,0,20/11/2012,361.98,48.914,0,15.633,0,05,17.457,31.109,8.844,16.282,0,0,0,0,0,0,0,0,0,11.624,11.512,0,0,0,38.418,0,0,0,0,0,0,0,18,6.4,25.634,26.079,-26.203,49.184
6,-.4,21.801,14.8,0,20/11/2012,376.397,42.698,0,16.919,0,06,-2.93,32.165,10.956,18.751,0,0,0,0,0,0,0,0,0,11.741,32.693,0,0,0,38.817,0,0,0,0,0,0,0,18,6.3,25.634,25.328,-16.901,39.563
7,0.3,20.401,16.001,0,20/11/2012,402.52,46.102,14.134,19.254,0,07,-8.423,31.244,10.56,20.956,0,0,0,0,0,0,0,0,0,12.034,32.193,0,0,0,38.458,0,0,0,0,0,0,0,18.2,6.2,25.634,25.161,-18.201,39.664
8,-7.7,24.501,17.301,28.149,20/11/2012,443.085,51.874,16.576,19.978,0,08,20.508,33.535,10.956,18.751,0,0,0,0,0,0,0,0,0,12.012,32.458,0,0,0,38.248,0,0,0,0,0,5.2,0,18.5,6,25.467,25.551,-22.01,48.826
9,4.7,31.501,20.401,47.647,20/11/2012,484.173,51.726,16.872,16.661,0,09,8.057,32.053,10.56,26.577,9.516,0,0,0,0,0,0,0,0,10.327,30.543,0,0,0,38.418,0,0,0,0,0,5.2,0,18,5.52,25.467,25.467,-25.819,48.655
10,-1.6,24.001,18.401,44.799,20/11/2012,512.381,51.43,16.946,15.096,0,10,18.311,30.952,8.976,27.312,13.973,0,0,0,0,0,0,0,0,10.298,30.248,21.367,20.93,0,39.177,0,0,0,0,5.2,5.2,0,18.2,5.44,25.467,26.024,-21.607,48.048
11,-1.4,23.001,16.901,44.768,20/11/2012,538.304,51.652,17.02,12.62,0,11,12.574,29.02,8.448,17.858,22.327,0,0,0,2.675,19.337,5.603,0,0,10.276,30.337,20.384,31.702,0,37.078,0,0,0,0,5.2,5.2,0,17.6,5.44,25.467,25.606,-13.916,50.042
12,11.6,25.301,16.601,44.051,20/11/2012,534.7,51.504,16.724,14.016,0,12,0,28.796,5.94,20.747,6.836,0,0,0,18.572,18.384,15.015,0,0,12.005,31.928,20.352,33.093,0,38.288,0,0,0,0,5.2,5.2,0,16.3,5.36,25.384,25.606,-7.508,37.589
13,-5.8,15.1,11.4,37.701,20/11/2012,526.744,51.8,16.946,9.937,0,13,15.015,27.089,11.352,21.272,10.514,0,0,0,18.6,18.506,0,0,0,11.69,32.104,20.835,33.455,0,37.908,0,0,0,0,5.2,5.2,0,17.7,5.28,25.384,25.606,-14.905,50.475
14,-6.1,20.101,14.9,43.865,20/11/2012,543.643,51.208,16.724,11.048,0,14,15.015,30.548,8.184,17.595,8.778,0,0,0,18.306,18.482,12.378,0,0,11.455,31.692,20.577,33.372,0,38.297,0,0,0,0,5.2,5.2,0,18.3,5.2,25.495,25.606,-14.008,46.039
15,-9.3,12.8,10.6,43.802,20/11/2012,536.87,51.134,16.428,11.284,0,15,25.513,23.517,19.536,10.346,23.598,0,0,0,18.319,18.384,14.637,0,0,11.272,30.69,20.287,32.258,0,38.297,0,0,0,0,5.2,5.2,0,18,5.2,25.495,25.606,-15.308,45.885
16,-4.9,16.901,13,44.112,20/11/2012,530.104,51.948,16.946,10.268,0,16,5.615,29.245,10.428,12.657,9.735,0,0,0,18.46,18.47,11.975,0,0,11.368,30.926,19.159,32.119,0,39.157,0,0,0,0,5.2,5.2,0,18.2,5.3,25.495,25.606,-9.613,39.331
17,7.3,15.801,12.4,30.445,20/11/2012,495.667,51.726,16.872,8.376,0,17,-5.127,30.862,11.748,18.908,0,0,0,0,18.319,18.567,0,0,0,11.331,30.985,19.095,33.789,0,38.447,0,0,0,0,5.2,5.2,0,18.8,5.36,25.578,25.551,-3.003,41.477
18,5.7,17.401,13,44.474,20/11/2012,578.317,51.652,16.65,11.638,0,18,-1.831,32.569,10.032,19.59,16.954,0,20.604,0,18.39,18.531,14.686,0,1.563,11.69,31.427,19.079,35.181,0,38.557,0,0,0,0,5.2,5.2,0,18,5.44,25.578,25.3,-5.109,48.691
19,7.5,23.001,17.601,44.487,20/11/2012,565.223,52.096,17.02,16.15,0,19,29.176,34.456,5.544,21.272,7.246,0,0,0,18.586,18.848,14.698,13.697,17.676,11.968,31.928,20.722,34.93,0,37.837,0,0,0,0,5.2,5.2,0,18,5.6,25.578,25.3,-19.501,37.757
20,-.6,17.201,12.8,44.479,20/11/2012,544.786,52.392,16.724,16.695,0,20,17.09,31.963,6.468,20.169,10.993,0,0,0,18.487,16.431,13.587,0,0,11.932,31.751,21.689,34.624,0,38.837,0,0,0,0,5.2,5.2,0,18.1,5.76,25.551,25.3,-13.404,45.539
21,-2.3,18.701,14.3,44.838,20/11/2012,474.076,43.586,14.208,14.188,0,21,42.36,35.04,8.712,20.063,8.778,0,0,0,0,0,0,0,0,12.041,32.134,21.818,35.153,0,38.567,0,0,0,0,5.2,5.2,0,17.9,5.67,25.3,25.3,-21.003,46.436
22,8.2,22.901,16.401,49.385,20/11/2012,436.676,50.468,16.65,14.909,0,22,10.01,27.583,13.068,31.568,0,0,0,0,0,0,0,0,0,11.814,31.162,0,0,0,38.797,0,0,0,0,0,5.2,0,18,5.84,25.3,25.3,-12.909,37.631
23,-15.9,18.001,16.001,0,20/11/2012,391.518,49.432,0,18.244,0,23,26.734,34.928,8.58,22.848,0,0,0,0,0,0,0,0,0,11.763,31.515,0,0,0,38.927,0,0,0,0,0,0,0,18,6,25.384,25.356,-31.312,46.071
0,-6.7,27.401,18.201,0,21/11/2012,368.281,45.288,14.578,20.732,0,00,12.574,34.613,11.748,20.432,0,0,0,0,0,0,0,0,0,6.636,2.292,0,0,0,38.288,0,0,0,0,0,0,0,18,5.76,25.384,25.356,-29.408,30.038
1,-21.301,25.001,18.501,0,21/11/2012,354.646,44.03,13.246,15.785,0,01,17.212,33.4,10.296,21.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.297,0,0,0,0,0,0,0,18.8,5.67,25.356,25.356,-33.802,21.798
2,-16.701,27.601,19.301,0,21/11/2012,347.315,43.216,13.838,20.051,0,02,26.368,33.378,8.448,21.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.827,0,0,0,0,0,0,0,18.4,5.92,25.745,25.69,-34.718,20
3,-15.7,33.001,18.701,0,21/11/2012,339.508,50.542,8.954,20.423,0,03,33.082,29.447,11.22,24.476,7.998,0,0,0,0,0,0,0,0,0,0,0,0,0,38.848,0,0,0,0,0,0,0,18.3,5.92,25.328,25.718,-38.014,0
4,-13,36.601,19.601,0,21/11/2012,347.753,50.32,16.28,17.759,0,04,38.453,34.164,8.316,25.737,7.397,0,0,0,0,0,0,0,0,0,0,0,0,0,39.058,0,0,0,0,0,0,0,18.3,6,25.328,25.718,-36.805,5.891
5,-.2,32.801,19.701,0,21/11/2012,374.655,50.246,16.502,19.19,0,05,12.329,32.682,12.672,24.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.357,0,0,0,0,0,0,0,18.4,5.91,25.328,25.718,-21.717,42.926
6,1.1,26.201,18.001,0,21/11/2012,382.005,43.216,13.986,18.251,0,06,17.457,31.514,11.748,23.898,0,0,0,0,0,0,0,0,0,11.946,32.281,0,0,0,39.207,0,0,0,0,0,0,0,18.2,6.2,25.328,25.328,-17.615,37.642
7,-3,26.301,17.601,0,21/11/2012,392.528,45.88,14.134,17.01,0,07,23.194,33.266,14.388,25.001,0,0,0,0,0,0,0,0,0,12.144,32.546,0,0,0,38.338,0,0,0,0,0,0,0,18.3,6.07,25.328,25.384,-20.417,40.614
8,-12.4,29.301,20.601,19.291,21/11/2012,454.166,0,0,19.085,0,08,31.739,31.356,10.824,22.375,18.581,24.323,19.811,15.012,0,0,0,0,0,10.335,31.81,0,0,0,38.787,0,0,0,0,5.2,5.2,0,18.2,5.7,25.634,25.384,-31.001,45.694
9,-20.401,24.601,17.201,22.458,21/11/2012,480.392,44.918,14.208,18.361,0,09,68.85,29.537,11.22,27.102,0,0,0,0,18.628,0,0,0,0,10.54,30.955,21.963,33.483,0,39.307,0,0,0,0,5.2,5.2,0,17.6,5.6,25.467,25.523,-37.007,42.762
10,0.8,20.601,14.3,39.976,21/11/2012,528.947,50.69,16.502,19.444,0,10,4.883,30.458,14.784,25.527,13.604,0,0,0,18.558,0,0,0,0,10.386,28.716,18.885,32.648,0,37.898,0,0,0,0,5.2,5.2,0,18.2,5,25.467,25.523,-12.415,44.648
11,-21.601,26.601,19.301,47.472,21/11/2012,540.35,51.356,17.02,15.678,0,11,72.146,32.255,7.656,27.418,7.356,0,0,0,18.74,19.337,0,0,13.379,10.474,29.247,19.401,33.232,0,38.768,0,0,0,0,5.2,5.2,0,18,5.36,25.467,25.272,-34.114,37.591
12,-21.201,25.201,17.001,31.999,21/11/2012,535.649,51.43,16.502,21.44,0,12,70.803,32.861,11.616,28.731,10.035,0,0,0,18.39,14.612,14.917,0,0,10.166,29.129,19.337,33.372,0,37.948,0,0,0,0,5.2,5.2,0,18.3,5.51,25.384,25.384,-37.812,37.774
13,5.2,35.301,22.301,32.589,21/11/2012,526.985,51.06,16.576,17.847,0,13,11.963,30.952,15.18,35.297,0,0,0,0,0,0,14.991,0,0,9.917,29.865,19.353,32.871,0,38.227,0,0,0,0,5.2,5.2,0,18.2,5.21,25.105,25.272,-13.715,43.919
14,-15.3,28.901,20.801,31.544,21/11/2012,538.64,44.77,14.578,24,0,14,48.341,30.346,11.616,32.04,7.178,0,0,0,18.445,0,14.441,0,0,10.745,29.129,20.303,33.733,0,39.207,0,0,0,0,5.2,5.2,0,18.5,5.3,25.105,25.578,-36.402,38.619
15,-3.9,24.601,17.601,31.605,21/11/2012,541.988,44.178,14.356,19.319,0,15,9.156,30.391,10.164,28.1,6.727,0,0,0,18.249,0,14.502,0,0,11.089,29.188,18.837,32.648,0,37.757,0,0,0,0,5.2,5.2,0,18.2,5.18,25.217,25.551,-23.109,50.275
16,-9.8,24.201,15.801,31.754,21/11/2012,503.59,44.4,14.282,20.526,0,16,60.427,30.772,15.18,20.116,14.178,0,0,0,18.432,0,7.666,0,0,11.28,29.512,20.319,33.149,0,38.657,0,0,0,0,5.2,5.2,0,18.3,5.36,25.217,25.551,-37.208,41.956
17,-7.2,28.301,19.601,39.181,21/11/2012,500.347,50.542,16.428,19.694,0,17,55.666,32.727,16.764,21.219,6.631,0,0,0,0,0,0,0,0,11.69,31.191,20.4,34.596,0,38.628,0,0,0,0,5.2,5.2,0,18.4,5.44,25.077,25.968,-33.216,42.719
18,-11.7,36.501,20.101,47.28,21/11/2012,575.487,44.918,14.208,25.081,0,18,60.671,30.323,15.972,33.091,6.617,0,0,0,19.104,18.714,16.712,0,0,11.756,31.397,20.368,34.485,0,37.438,0,0,0,0,5.2,5.2,0,18.5,5.67,25.356,25.968,-36.805,37.693
19,-23.001,21.401,16.701,51.165,21/11/2012,549.531,44.474,14.282,21.5,0,19,82.4,30.66,13.068,30.097,17.473,0,0,0,18.516,18.714,0,0,0,11.822,31.81,20.497,34.568,0,39.227,0,0,0,0,5.2,5.2,0,18,5.76,25.356,25.634,-38.71,49.095
