,AMY-L9030,AMY1,AMY2,CEN,Date,Demanda,EEC,EEC20,EOL,GSR,HORA,LNI-L9040,MTR,NSL,PBP,PCA1,PCA2,PCF1,PCF2,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PEN1 y 2,PEN3,PHC2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,PNI1,PNI2,TCPI-L9150,TPC
16,1.8,28.701,20.801,43.174,13/11/2012,517.175,50.246,0,3.644,1.2,16,7.08,11.68,9.504,22.69,0,8.258,0,0,18.516,18.824,16.187,18.336,0,9.617,28.569,21.963,31.59,0,38.338,0,0,0,0,1,5.2,0,0,5.44,25.69,25.578,-14.704,41.165
17,9.7,29.801,20.501,49.565,13/11/2012,494.988,48.84,0,1.999,0,17,-12.696,13.612,7.392,19.223,0,0,0,0,18.207,18.445,17.298,2.832,0,9.456,28.275,21.464,32.564,0,38.147,0,0,0,0,5.2,5.2,0,0,5.44,25.578,25.523,-2.71,39.28
18,3.8,33.401,22.101,50.413,13/11/2012,577.511,49.506,0,0,1.2,18,6.348,15.072,3.036,25.999,0,7.014,16.215,15.983,18.249,18.653,17.322,18.421,16.016,10.1,28.628,21.576,32.843,0,39.597,0,0,0,0,5.2,5.2,0,0,5.5,25.718,25.356,-14.411,39.429
19,11.4,33.501,20.501,50.379,13/11/2012,563.269,43.29,0,0,1.2,19,-5.127,17.093,2.244,26.472,0,6.836,0,15.286,18.432,18.775,17.884,18.543,16.016,10.078,28.834,21.754,33.232,0,38.498,0,0,0,0,5.2,5.2,0,0,5.4,25.773,25.161,-9.21,49.35
20,4.5,25.901,18.501,50.69,13/11/2012,539.666,49.506,0,0,1.2,20,15.137,15.229,4.884,26.42,0,10.774,0,14.588,18.39,18.641,17.872,18.189,0,10.049,29.07,23.236,33.177,0,38.487,0,0,0,0,5.2,5.2,0,0,5.6,25.439,25.634,-16.608,45.238
21,8.6,30.401,21.801,43.819,13/11/2012,507.837,42.402,0,0,0,21,-16.358,17.093,0.1,36.4,0,7.834,0,0,14.72,16.932,6.055,2.649,0,10.298,29.217,23.494,31.618,0,39.397,0,0,0,0,5.2,5.2,0,0,5.6,25.467,25.578,-13.111,40.093
22,11,22.401,15.901,40.596,13/11/2012,426.458,49.284,0,0,0,22,2.319,16.622,4.488,39.499,0,7,0,0,0,0,4.346,2.698,0,10.298,29.247,23.284,17.785,0,38.607,0,0,0,0,5.2,5.2,0,0,5.76,25.773,25.244,-7.105,37.679
23,8.4,30.801,19.201,6.535,13/11/2012,383.47,49.728,0,0,0,23,5.982,17.812,0.1,37.713,0,7.424,0,0,0,0,2.612,2.698,0,10.247,28.952,23.059,0,0,39.307,0,0,0,0,0,5.2,0,0,5.84,25.439,25.634,-12.415,41.295
0,7.5,34.001,21.101,0,14/11/2012,352.869,43.734,0,0,0,00,6.348,16.083,7.656,26.945,0,0,0,0,0,0,2.673,2.771,0,10.349,29.541,23.639,0,0,38.768,0,0,0,0,0,5.2,0,0,5.76,25.551,25.773,-9.412,37.76
1,11.5,35.701,19.501,0,14/11/2012,341.9,49.062,0,0,0,01,-5.737,17.565,4.356,26.998,0,0,0,0,0,0,2.734,2.783,0,10.43,0,23.607,0,0,38.957,0,0,0,0,0,5.2,0,0,5.92,25.467,25.384,-7.013,46.975
2,15.7,33.801,19.301,9.961,14/11/2012,330.119,47.434,0,0,0,02,-14.039,16.487,3.432,19.066,0,0,0,0,0,0,2.698,2.698,0,10.284,0,23.188,0,0,39.328,0,0,0,0,0,5.2,0,0,5.92,25.885,24.855,0,42.235
3,7.7,34.301,19.501,0,14/11/2012,322.013,49.136,0,0,0,03,7.202,17.206,4.488,23.321,0,0,0,0,0,0,2.722,2.649,0,10.247,0,23.091,0,0,38.678,0,0,0,0,0,5.2,0,0,5.76,25.885,24.855,-9.21,40.665
4,12.6,28.301,20.901,0,14/11/2012,334.843,49.654,0,0,0,04,-17.823,17.52,0,20.904,0,0,0,0,0,0,2.722,2.734,0,10.342,0,23.446,0,0,38.387,0,0,0,0,0,5.2,0,0,5.76,25.885,25.857,-2.417,49.59
5,3,25.101,17.401,9.595,14/11/2012,352.997,49.95,0,0,0,05,-4.151,15.678,3.828,20.904,10.787,0,0,0,0,0,2.686,2.71,0,10.393,0,23.429,0,0,38.997,0,0,0,0,0,5.2,0,0,3.56,25.885,25.523,-9.705,50.514
6,14.5,37.901,20.701,22.498,14/11/2012,370.247,49.284,0,0,0,06,-17.945,15.499,6.864,15.232,7.055,0,0,0,0,0,2.6,2.747,0,10.371,0,23.317,0,0,38.888,0,0,0,0,0,5.2,0,0,3.64,25.885,25.578,-2.802,50.74
7,-2.8,28.601,21.801,50.746,14/11/2012,379.186,42.624,0,0,0,07,11.597,18.823,3.3,15.179,0,0,0,0,0,0,2.612,2.649,0,10.284,27.921,21.931,0,0,38.947,0,0,0,0,0,5.2,0,0,3.4,25.885,25.885,-11.902,30.293
8,-6.6,29.401,21.101,51.043,14/11/2012,426.352,50.32,0,7.34,0,08,12.207,17.924,2.904,20.379,0,0,0,0,0,0,2.6,2.649,0,10.518,26.684,20.867,0,0,38.737,0,0,0,0,0,5.2,0,0,3.4,25.885,25.662,-21.918,47.427
9,2.1,25.601,19.301,51.004,14/11/2012,467.376,50.986,0,6.785,0,09,23.438,4.358,3.828,33.196,9.557,0,0,0,16.975,0,2.637,2.673,0,10.503,26.389,20.916,32.119,0,38.437,0,0,0,0,5.2,5.2,0,0,5.5,25.912,25.885,-20.801,49.151
10,5.6,23.701,18.201,50.873,14/11/2012,506.446,49.802,0,6.062,0,10,5.493,25.045,4.224,30.202,8.573,0,0,0,16.975,17.042,16.602,2.686,0,10.305,26.242,20.61,30.588,0,39.188,0,0,0,0,5.2,5.2,0,0,5.4,25.634,25.523,-9.009,44.652
11,12,18.901,15.401,50.846,14/11/2012,520.107,49.21,0,7.153,0,11,-10.376,28.931,3.696,23.531,8.203,0,16.079,0,16.863,17.017,16.431,2.673,0,10.152,27.597,20.448,30.338,0,38.848,0,0,0,0,5.2,5.2,0,0,5.4,25.634,25.551,-1.813,50.615
12,8.4,26.201,18.101,50.531,14/11/2012,518.021,50.024,0,8.867,0,12,5.005,26.235,5.94,22.113,8.873,0,16.543,0,17.129,17.139,16.602,2.783,0,10.086,28.009,22.156,30.533,0,38.787,0,0,0,0,5.2,5.2,0,0,5.3,25.578,25.857,-9.009,38.63
13,7.9,22.601,16.701,50.265,14/11/2012,513.154,49.728,0,7.612,0,13,0,31.199,4.224,28.416,8.367,0,0,0,16.947,17.09,16.504,2.71,0,9.705,28.746,21.028,30.171,0,38.678,0,0,0,0,5.2,5.2,0,0,5.27,25.551,25.857,-5.017,48.267
14,20.701,16.201,12.7,49.531,14/11/2012,524.371,49.062,0,6.685,0,14,-32.105,28.571,4.62,17.7,7.588,0,16.571,0,16.639,16.956,16.236,2.649,0,9.258,27.803,20.255,31.618,0,38.338,0,0,0,0,5.2,5.2,0,18.3,5.28,25.551,25.801,7.599,46.253
15,17.101,13,10.9,49.199,14/11/2012,526.444,49.358,0,3.815,0,15,-41.505,29.447,1.584,14.023,19.921,0,15.901,0,16.583,16.919,16.016,2.661,0,9.236,27.744,19.997,29.976,0,38.877,0,0,0,0,5.2,5.2,0,17.7,5.28,25.551,25.411,11.188,43.729
16,1,17.801,14.8,49.609,14/11/2012,520.243,49.506,0,5.749,0,16,-2.808,34.838,6.336,17.122,7.26,0,0,0,17.325,13.477,16.26,4.053,0,9.536,28.245,21.705,29.976,0,38.678,0,0,0,0,5.2,5.2,0,18,5.36,25.551,25.578,-3.204,48.066
17,5.3,23.001,15.201,49.484,14/11/2012,477.601,50.098,0,8.346,0,17,13.672,28.099,3.036,16.229,7.328,0,0,0,16.247,0,16.285,2.649,0,9.859,28.068,21.786,33.372,0,38.747,0,0,0,0,5.2,5.2,0,17.5,5.36,25.801,25.996,-5.603,38.078
18,-3.2,21.501,12,49.844,14/11/2012,578.443,50.69,0,5.512,1.2,18,4.883,30.84,3.696,22.165,9.584,0,16.803,15.026,18.572,17.286,17.75,16.98,0,10.313,28.687,21.995,33.372,0,38.947,0,0,0,0,5.2,5.2,0,17.3,5.28,25.606,25.745,-5.914,47.118
19,5.5,22.701,14.4,49.484,14/11/2012,562.858,50.32,0,6.814,0,19,2.93,16.644,5.676,26.105,9.598,0,21.001,19.715,18.432,17.225,17.518,2.649,0,10.291,28.893,21.915,33.288,0,37.797,0,0,0,0,5.2,5.2,0,17.4,5.51,25.606,25.745,-7.416,48.745
20,5.9,20.001,16.201,49.507,14/11/2012,532.01,48.618,0,8.045,0,20,-6.348,20.193,3.696,25.579,14.178,0,0,14.26,18.291,8.875,17.396,0,0,10.152,28.716,21.625,32.119,0,38.407,0,0,0,0,5.2,5.2,0,17.4,5.51,25.217,25.384,-5.2,46.592
21,20.101,14.3,13.3,50.265,14/11/2012,481.64,49.21,0,0,0,21,-41.017,30.458,1.98,22.217,9.366,0,0,0,0,0,15.54,0,0,10.269,29.099,23.01,32.119,0,38.078,0,0,0,0,5.2,5.2,0,17.6,5.51,25.328,25.439,11.298,48.534
22,3.1,21.201,16.701,50.33,14/11/2012,414.987,50.024,0,0,0,22,0,30.009,5.016,30.307,0,0,0,0,0,0,2.734,0,0,10.496,2.91,23.542,0,0,39.287,0,0,0,0,0,5.2,0,17.7,5.6,25.328,25.439,-11.408,44.855
23,16.601,27.001,19.101,36.889,14/11/2012,375.735,48.026,0,0,0,23,1.831,34.074,2.244,24.319,0,0,0,0,0,0,2.637,0,0,10.218,0,23.107,0,0,39.027,0,0,0,0,0,5.2,0,17.6,5.8,25.328,25.439,-.604,47.593
0,13.3,30.601,21.301,0,15/11/2012,351.354,42.846,0,0,0,00,-1.709,32.5,5.016,31.358,0,0,0,0,0,0,0,0,0,10.393,0,23.397,0,0,37.428,0,0,0,0,0,5.2,0,17.6,5.8,25.328,25.578,-7.91,40.709
1,5.7,30.901,19.901,0,15/11/2012,338.462,50.172,0,0,0,01,4.273,34,5.94,28.363,0,0,0,0,0,0,0,0,0,10.533,0,0,0,0,38.808,0,0,0,0,0,5.2,0,17.8,5.8,25.551,25.495,-12.012,37.999
2,2.1,23.001,15.601,0,15/11/2012,329.627,50.616,0,0,0,02,6.226,33.9,7.392,27.523,0,0,0,0,0,0,0,0,0,10.305,0,0,0,0,38.888,0,0,0,0,0,5.2,0,18.8,5.8,26.079,25.3,-9.21,40.298
3,8.3,20.201,13,15.763,15/11/2012,323.796,33.818,0,0,0,03,-13.184,33.3,4.356,16.964,0,0,0,0,0,0,0,0,0,10.349,0,0,0,0,38.387,0,0,0,0,0,5.2,0,18.7,5.9,25.745,24.938,-2.106,50.185
4,7.9,17.901,13.4,15.701,15/11/2012,332.228,49.21,0,0,0,04,-12.94,33.5,4.224,15.231,0,0,0,0,0,0,0,0,0,10.437,0,0,0,0,39.007,0,0,0,0,0,5.2,0,18,5.8,25.69,25.3,1.685,50.232
5,4.3,23.201,13.6,33.766,15/11/2012,355.734,49.432,0,0,0,05,-2.441,32.9,2.772,16.282,0,0,0,0,0,0,0,0,0,10.518,0,0,0,0,38.967,0,0,0,0,0,5.2,0,19,5.92,25.69,25.3,-4.505,50.54
6,16.201,23.501,15.801,40.693,15/11/2012,367.583,48.988,0,0,0,06,-21.241,33.9,6.072,25.947,0,0,0,0,0,0,0,0,0,10.54,0,0,0,0,37.868,0,0,0,0,0,5.2,0,19.6,5.8,25.69,25.3,0,37.673
7,5.4,22.601,16.301,22.049,15/11/2012,388.207,42.698,0,7.094,0,07,-10.865,33.6,0,24.949,0,0,0,0,0,0,0,0,0,10.474,0,23.155,0,0,39.227,0,0,0,0,0,5.2,0,19.3,6,25.69,25.3,-10.218,48.886
8,4.9,24.501,17.901,51.074,15/11/2012,424.543,48.914,0,9.194,0,08,7.08,32,6.6,28.941,7,0,0,0,0,0,0,0,0,8.855,0,20.174,0,0,39.517,0,0,0,0,5.2,5.2,0,19,5.8,25.69,25.718,-8.405,46.799
9,4.4,27.901,20.801,51.156,15/11/2012,494.932,49.358,0,11.934,0,09,-5.982,35,0,27.365,9.844,0,0,0,16.849,0,0,0,0,8.87,0,20.416,30.31,0,38.737,0,0,0,0,5.2,5.2,0,18.9,5.66,25.773,25.634,-13.514,44.928
10,10.7,26.801,17.501,50.548,15/11/2012,506.353,49.506,0,13.408,0,10,-1.587,32.8,3.432,23.583,6.836,0,16.12,0,16.877,17.762,16.578,0,0,8.936,0,21.077,30.839,0,39.238,0,0,0,0,5.2,5.2,0,0,5.5,25.773,25.578,-6.903,49.47
11,3.3,17.601,14.3,47.501,15/11/2012,525.797,49.654,0,0,0,11,-4.273,34.8,2.772,27.155,21.397,0,20.686,0,16.905,17.078,16.285,0,0,8.789,0,21.641,30.366,0,38.418,0,0,0,0,5.2,5.2,0,18,5.5,25.773,25.495,-4.01,50.298
12,7.4,19.601,15.401,50.281,15/11/2012,516.791,49.802,0,2.114,0,12,1.587,25.7,1.98,26.577,9.967,0,16.448,0,18.403,17.164,16.321,16.932,0,8.694,0,21.963,30.394,0,38.947,0,0,0,0,5.2,5.2,0,18.7,5.67,25.411,25.523,-6.006,47.379
13,4.7,18.901,15.301,50.64,15/11/2012,514.946,49.506,0,3.998,0,13,-1.221,34.1,6.996,20.169,10.268,0,0,0,18.291,16.968,16.15,16.602,0,8.65,0,21.915,30.115,0,38.827,0,0,0,0,5.2,5.2,0,18.3,5.44,25.411,25.885,-8.405,47.187
14,-3.9,15.801,12,50.914,15/11/2012,527.21,49.728,0,4.497,0,14,5.615,35.2,4.884,15.231,22.012,0,16.667,0,18.487,17.029,16.053,16.846,0,8.723,0,19.433,24.855,0,38.017,0,0,0,0,5.2,5.2,0,18.5,5.44,25.773,25.523,-6.5,50.412
15,3.5,15.801,12.2,50.839,15/11/2012,519.307,49.802,0,4.759,0,15,11.597,33,4.092,20.484,7.315,0,15.901,0,18.487,17.005,16.26,17.005,0,10.291,17.935,20.432,30.254,0,38.458,0,0,0,0,5.2,5.2,0,18.4,5.45,25.356,25.523,-4.907,44.048
16,0.4,12.1,11.2,50.336,15/11/2012,503.146,49.062,0,5.084,0,16,14.161,33.2,2.376,16.859,15.19,0,0,0,18.418,13.062,16.211,0,0,10.401,28.864,20.577,31.841,0,39.477,0,0,0,0,5.2,5.2,0,18.4,5.44,25.718,25.523,-10.016,47.952
17,7.2,9.7,10.8,50.528,15/11/2012,479.857,49.062,0,9.035,0,17,0,32.9,3.432,16.702,6.85,0,0,0,18.319,0,15.979,0,0,10.137,28.628,21.415,31.674,0,38.667,0,0,0,0,5.2,5.2,0,18.3,5.52,25.662,25.551,-1.904,45.892
18,-3.4,15.801,12.2,50.757,15/11/2012,572.652,50.024,0,10.318,1.2,18,3.906,33.5,5.28,15.862,6.932,0,15.709,15.915,18.572,17.237,16.553,16.919,0,10.613,31.279,22.092,32.258,0,38.277,0,0,0,0,5.2,5.2,0,18.3,5.6,25.578,25.356,-2.307,48.329
19,5.2,18.201,14.6,50.8,15/11/2012,551.868,49.21,0,9.154,1.2,19,0,33.423,0,16.387,7.342,0,0,15.901,18.278,16.968,17.383,16.614,0,10.21,31.044,21.657,31.256,0,38.118,0,0,0,0,5.2,5.2,0,18.5,5.67,25.578,25.356,-5.512,48.329
20,5.2,16.101,12.3,43.74,15/11/2012,539.924,49.21,0,9.389,0,20,-20.142,33.3,0,12.499,24.583,0,0,0,18.39,17.066,17.615,0,0,10.305,31.103,21.625,31.674,0,38.898,0,0,0,0,5.2,5.2,0,18.3,5.51,25.578,25.551,-3.516,48.329
21,4.3,16.601,11.8,43.829,15/11/2012,487.783,49.506,0,8.371,0,21,-6.592,33,0,8.665,9.448,0,0,0,15.841,4.968,17.896,0,0,10.43,30.72,23.365,32.258,0,38.508,0,0,0,0,5.2,5.2,0,18.2,5.76,25.578,25.523,-1.904,42.92
22,10.3,18.201,11,43.911,15/11/2012,424.088,49.58,0,8.446,0,22,-21.241,31.8,0,16.754,7,0,0,0,0,0,0,0,0,10.32,23.62,23.172,0,0,38.537,0,0,0,0,5.2,5.2,0,18.2,5.9,25.495,25.411,0.586,45.986
23,6.1,29.101,20.401,32.919,15/11/2012,382.213,49.802,0,7.16,0,23,8.667,33.8,0,20.904,0,0,0,0,0,0,0,0,0,10.576,0,23,0,0,38.938,0,0,0,0,0,5.2,0,18.2,5.84,25.495,25.411,-12.506,37.727
0,11.3,32.201,21.901,0,16/11/2012,359.86,50.172,0,12.963,0,00,8.667,30.683,0,24.056,0,0,0,0,0,0,0,0,0,10.445,0,12.907,0,0,39.318,0,0,0,0,0,5.2,0,18.5,5.6,25.495,25.411,0,49.492
1,3.2,25.601,16.301,0,16/11/2012,342.711,49.358,0,11.549,0,01,14.771,33.67,0,21.692,8.819,0,0,0,0,0,0,0,0,9.192,0,0,0,0,38.257,0,0,0,0,0,5.2,0,18.5,5.6,25.495,25.411,0,48.707
2,9,30.401,21.501,0,16/11/2012,341.536,49.358,0,12.645,0,02,16.114,33.153,0,27.576,0,0,0,0,0,0,0,0,0,10.313,0,0,0,0,38.317,0,0,0,0,0,5.2,0,18.5,5.6,25.439,25.495,0,43.758
3,0,20.001,15,0,16/11/2012,336.154,49.728,0,9.144,0,03,11.475,33.984,0,22.112,4.567,0,0,0,0,0,0,0,0,10.379,0,0,0,0,38.808,0,0,0,0,0,5.2,0,18.5,5.6,26.024,25.634,0,46.337
4,0,18.201,11.9,0,16/11/2012,346.491,49.21,0,6.785,0,04,20.508,32.839,0,19.17,0,0,0,0,0,0,0,0,0,10.467,0,23.526,0,0,38.667,0,0,0,0,0,5.2,0,18.5,5.6,25.94,25.272,0,46.065
5,0,16.201,11.4,15.353,16/11/2012,368.165,49.284,0,5.784,0,05,6.714,30.525,0,16.965,0,0,0,0,0,0,0,0,0,10.496,0,23.429,0,0,39.328,0,0,0,0,0,5.2,0,18.5,5.6,25.94,25.272,0,50.483
6,0,19.901,15.801,39.746,16/11/2012,369.806,42.698,0,6.295,0,06,12.818,32.232,0,19.906,0,0,0,0,0,0,0,0,0,10.415,0,23.139,0,0,38.607,0,0,0,0,0,5.2,0,18.5,5.6,25.94,25.384,0,32.915
7,0,24.201,16.101,36.149,16/11/2012,392.419,42.698,0,8.314,0,07,24.537,30.076,4.752,20.642,0,0,0,0,0,0,0,0,0,10.32,0,23.22,0,0,37.697,0,0,0,0,5.2,5.2,0,18.5,5.6,25.912,25.384,0,37.196
8,0,17.301,16.001,46.704,16/11/2012,434.381,48.248,2.368,6.644,0,08,48.463,29.941,6.072,25.106,25.048,0,0,0,0,0,0,0,0,10.284,0,20.577,0,0,38.407,0,0,0,0,5.2,5.2,0,18.5,5.6,25.495,25.69,0,37.947
9,0,18.901,15.1,46.926,16/11/2012,482.686,49.802,0,8.742,0,09,44.313,30.458,3.168,20.064,8.217,0,0,0,0,0,11.768,0,0,8.789,28.216,20.223,30.227,0,38.987,0,0,0,0,5.2,5.2,0,18.5,5.6,25.411,25.356,0,39.515
10,0,14.7,11.7,47.047,16/11/2012,510.297,50.32,2.516,5.582,0,10,63.845,30.054,5.016,20.169,15.942,0,0,0,18.544,12.317,18.043,0,0,9.009,28.982,20.851,30.894,0,38.718,0,0,0,0,5.2,5.2,0,18.5,5.6,25.328,25.411,0,36.774
11,0,11.5,9.5,39.808,16/11/2012,531.082,46.916,3.848,5.158,0,11,18.311,33.648,7.788,15.389,9.858,0,24.747,0,18.487,18.641,17.933,0,0,8.965,27.538,20.577,29.976,0,39.027,0,0,0,0,5.2,5.2,0,18.5,5.6,25.69,25.801,0,36.531
12,0,9.3,7.2,37.003,16/11/2012,537.208,50.098,5.18,6.302,0,12,45.045,31.873,6.336,15.862,9.68,0,18.184,16.803,0,18.604,17.518,0,0,8.95,27.656,20.561,30.588,0,39.357,0,0,0,0,5.2,5.2,0,18.5,5.6,25.551,25.662,0,46.96
13,0,5.6,3.2,40.406,16/11/2012,508.003,50.098,9.916,4.464,0,13,50.661,31.918,6.996,6.879,8.901,0,20.536,19.647,17.577,0,17.469,0,0,8.782,27.597,19.159,30.087,0,38.957,0,0,0,0,5.2,5.2,0,18.5,5.6,25.495,25.662,0,46.96
14,0,4.2,2.9,39.847,16/11/2012,534.374,50.024,11.618,6.135,1.2,14,31.007,32.884,0,9.296,14.602,0,14.616,0,18.291,18.458,17.335,16.736,0,8.43,29.777,17.016,30.31,0,39.108,0,0,0,0,5.2,5.2,0,18.5,5.6,25.495,25.662,0,43.178
15,0,3.2,3.8,39.914,16/11/2012,531.785,50.246,13.024,7.159,1.2,15,44.679,31.177,8.448,4.726,14.301,0,0,0,18.46,18.555,17.322,16.822,17.48,8.504,28.864,18.144,30.533,0,38.817,0,0,0,0,5.2,5.2,0,18.5,5.6,25.523,25.384,0,38.606
16,0,5.3,4.6,46.811,16/11/2012,497.643,50.32,15.17,7.792,0,16,63.601,32.547,7.524,5.67,6.959,0,0,0,18.319,18.433,17.127,8.606,0,8.533,29.777,18.096,30.06,0,38.577,0,0,0,0,5.2,5.2,0,18.5,5.6,25.745,25.384,0,48.918
17,0,7.3,6.9,46.807,16/11/2012,468.444,50.838,16.428,10.097,0,17,61.159,34.187,7.788,10.451,6.809,0,0,0,18.236,0,0,0,0,10.218,29.836,19.143,30.338,0,38.468,0,0,0,0,5.2,5.2,0,18.5,5.6,25.773,25.69,0,44.059
18,0,10.1,8.2,47.053,16/11/2012,553.663,50.69,16.428,12.394,0,18,30.152,32.772,4.488,18.435,7.916,6.686,15.258,0,18.39,19.422,18.958,15.198,0,10.284,30.16,19.24,30.533,0,39.148,0,0,0,0,5.2,5.2,0,18.5,5.6,25.634,25.328,0,49.021
19,0,8.5,7.8,46.967,16/11/2012,573.717,50.394,16.576,0,0,19,20.386,31.356,1.716,20.904,14.821,20.098,14.848,0,18.222,18.641,17.859,0,0,10.269,28.334,18.966,30.032,0,39.047,0,0,0,0,5.2,5.2,0,18.5,5.6,25.634,25.3,0,48.791
20,0,6.5,7.2,46.592,16/11/2012,573.167,52.096,16.354,0,0,20,16.724,36.523,3.696,17.175,10.008,10.309,14.944,0,18.348,18.775,0,0,0,10.327,28.923,19.401,30.143,0,38.978,0,0,0,0,5.2,5.2,0,18.5,5.6,25.634,25.578,0,49.147
21,0,12.5,9.8,46.6,16/11/2012,563.461,51.134,16.502,0,0,21,31.739,31.154,6.204,13.656,6.973,0,14.725,0,16.639,0,0,0,0,10.342,30.484,20.207,30.394,0,39.408,0,0,0,0,5.2,5.2,0,18.5,5.6,25.244,25.217,0,46.777
22,0,15.401,13.3,48.732,16/11/2012,559.589,51.06,16.502,0,0,22,12.818,29.335,7.524,12.185,7.205,0,0,0,0,0,0,0,0,10.196,30.072,19.949,17.089,0,38.437,0,0,0,0,5.2,5.2,0,18.5,5.6,25.634,25.801,0,37.822
23,0,21.801,16.701,19.694,16/11/2012,568.491,49.876,0,0,0,23,19.41,31.401,4.884,29.624,6.959,0,0,0,0,0,0,0,0,10.467,30.543,0,0,0,38.338,0,0,0,0,0,5.2,0,18.5,5.6,25.634,25.411,0,46.141
0,0,20.701,14.5,5.835,17/11/2012,371.716,49.95,0,0,0,00,24.659,35.175,0,25.685,7.957,0,0,0,0,0,0,0,0,10.327,30.513,0,0,0,38.777,0,0,0,0,0,5.2,0,18.5,5.6,25.634,25.411,0,47.494
1,0,13.8,11.8,0,17/11/2012,349.046,50.394,0,0,0,01,31.739,33.019,0,18.225,7.629,0,0,0,0,0,0,0,0,10.525,30.808,0,0,0,38.758,0,0,0,0,0,5.2,0,18.5,5.6,25.606,25.411,0,49.383
2,0,19.901,12.4,0,17/11/2012,335.441,49.802,0,0,0,02,15.503,31.514,5.016,7.982,7.383,0,0,0,0,0,0,0,0,10.437,30.572,0,0,0,38.297,0,0,0,0,0,0,0,18.5,5.6,25.551,25.356,0,48.028
3,0,11.7,10.5,0,17/11/2012,328.527,49.284,0,0,0,03,27.711,31.806,2.64,14.653,7.821,0,0,0,0,0,0,0,0,10.218,30.189,0,0,0,39.137,0,0,0,0,0,0,0,18.5,5.6,25.356,25.718,0,46.752
4,0,19.201,12.9,0,17/11/2012,331.887,42.254,8.658,0,0,04,29.298,33.221,4.092,16.124,7.793,0,0,0,0,0,0,0,0,10.342,30.455,0,0,0,38.227,0,0,0,0,0,0,0,18.5,5.6,25.773,25.718,0,40.646
5,0,9.6,8.9,6.676,17/11/2012,354.225,50.616,0,0,0,05,21.241,32.614,6.204,14.181,14.178,0,0,0,0,0,0,0,0,10.459,30.867,0,0,0,38.967,0,0,0,0,0,0,0,18.5,5.6,25.773,25.718,0,41.739
6,0,10,8.6,13.84,17/11/2012,334.529,44.104,14.282,0,0,06,29.054,31.626,4.488,15.179,8.231,0,0,0,0,0,0,0,0,10.305,30.278,0,0,0,38.947,0,0,0,0,0,0,0,18.5,5.6,25.773,25.356,0,33.544
7,0,13.9,9.2,21.608,17/11/2012,367.387,51.208,16.798,0,0,07,16.846,32.569,0,7.089,8.75,0,0,0,0,0,0,0,0,10.335,30.779,0,0,0,38.837,0,0,0,0,5.2,5.2,0,18.5,5.6,25.773,25.356,0,40.228
8,0,16.101,10.6,28.433,17/11/2012,394.489,51.874,16.354,0,0,08,10.987,33.423,5.412,10.345,6.672,0,0,0,0,0,0,0,0,10.254,29.041,18.869,0,0,38.227,0,0,0,0,5.2,5.2,0,18.5,5.6,25.384,25.356,0,38.129
9,0,16.901,11.3,47.428,17/11/2012,432.889,51.356,16.576,0,0,09,24.537,28.324,6.072,9.506,6.317,0,0,0,0,0,0,0,0,10.24,28.569,18.918,27.805,0,39.018,0,0,0,0,5.2,5.2,0,18.5,5.6,25.773,25.356,0,30.839
10,26.501,11.9,9,47.281,17/11/2012,451.282,51.356,16.132,0,0,10,0,30.031,0,9.926,0,0,0,0,0,0,3.211,0,0,10.247,28.51,18.95,32.286,0,38.817,0,0,0,0,5.2,5.2,0,18.5,5.6,25.411,25.356,23.2,40.281
11,0,12.6,11.8,47.256,17/11/2012,469.874,51.504,16.872,0,0,11,1.953,31.963,1.584,14.233,7.328,0,19.169,0,0,0,0,0,0,10.349,29.188,19.24,32.592,0,38.567,0,0,0,0,5.2,5.2,0,18.5,5.6,25.411,25.356,0,37.096
12,9.9,13.2,9.9,46.995,17/11/2012,457.722,51.134,16.724,0,0,12,0,32.39,6.204,15.494,7.602,0,0,0,0,0,0,0,0,10.086,29.512,20.013,33.038,0,38.947,0,0,0,0,5.2,5.2,0,18.5,5.6,25.328,25.356,6.793,39.636
13,3.9,13.3,10,39.863,17/11/2012,425.376,51.06,16.65,0,0,13,12.085,30.795,6.468,16.492,0,0,0,0,0,0,0,0,0,10.298,28.923,20.416,32.871,0,39.278,0,0,0,0,5.2,5.2,0,18.5,5.6,25.328,25.634,0,41.983
14,12.4,13,11.4,36.775,17/11/2012,436.598,50.542,16.502,0,0,14,0,27.987,1.584,21.744,6.768,0,0,0,0,0,0,0,0,10.108,28.451,20.223,9.909,0,39.337,0,0,0,0,5.2,5.2,0,18.5,5.6,25.328,25.69,5.292,47.082
15,0,11.4,9.2,46.5,17/11/2012,423.514,51.8,16.576,0,0,15,9.156,31.559,3.168,11.081,11.157,0,0,0,0,0,0,0,0,9.873,28.245,20.239,0,0,38.617,0,0,0,0,5.2,5.2,0,18.5,5.6,25.328,25.69,0,47.657
16,5.2,14.8,12.2,46.262,17/11/2012,392.614,51.282,16.502,0,0,16,14.161,30.413,5.544,14.653,6.453,0,0,0,0,0,0,1.379,0,9.771,27.98,20.158,0,0,38.777,0,0,0,0,5.2,5.2,0,18.5,5.6,25.328,25.718,0,30.74
