,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,GSR,HPA1,HPA2,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN3,PEN4,PHL1,PHL2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
0,00,0.555,0,0,0,0,0,11.88,35.168,21.592,38.075,0,0,0.6,0.7,1.68,47.734,48.659,0,6.443,47.678,25.578,0,0,0,0,0,0,0,0,0,28.708,28.028,0,0,0,0,0,4.9,4.9,0,0,5.6,37.865,23.438,15.839,-37.001,-29.518,423.6,1/10/2015
1,01,0,0,0,0,0,0,11.895,35.521,21.689,38.632,0,0,0,0,0.683,40.741,47.594,0,0,37.268,26.052,0,0,0,0,0,0,0,0,0,28.678,27.718,0,0,0,0,0,4.9,4.9,0,0,5.61,37.865,23.682,14.805,-45.401,-30.012,406.67,1/10/2015
2,02,0.324,0,0,0,0,0,12.027,34.991,21.544,38.632,0,0,0,0,0,40.814,45.591,0,0,36.183,25.69,0,0,0,0,0,0,0,0,0,28.408,28.218,0,0,0,0,0,4.9,4.9,0,0,5.7,40.242,27.467,20.023,-48.601,-33.308,402.57,1/10/2015
3,03,0.193,0,0,0,0,0,12.027,35.256,21.512,38.66,0,0,0.1,0,0.63,40.646,32.721,1.681,3.23,35.737,25.829,0,0,0,0,0,0,0,0,0,28.938,28.138,0,0,0,0,0,4.9,4.9,0,0,6,37.933,23.194,15.61,-44.101,-30.213,394.55,1/10/2015
4,04,0,0,0,0,0,0,11.924,35.286,21.496,38.716,0,0,0,0,0,40.698,49.509,0,0.546,40.079,25.773,0,0,0,0,0,0,0,0,0,28.337,28.167,0,0,0,0,0,4.9,4.9,0,0,6,31.563,25.636,17.414,-47.301,-31.916,404.08,1/10/2015
5,05,0.186,0,0,0,0,0,12.085,35.757,21.834,38.688,0,0,0,0,0.367,40.571,49.668,5.65,0,47.817,25.718,0,0,0,0,0,0,0,0,0,28.167,27.898,0,0,0,0,0,4.9,4.9,0,0,6,32.317,10.865,0,-40.701,-24.317,436.7,1/10/2015
6,06,0,18.403,17.09,16.492,0,0,12.034,35.286,21.367,38.075,0,0,0,0,0,38.789,45.361,7.713,0,47.539,25.968,0,0,0,0,0,0,0,0,0,27.898,27.858,0,0,0,0,0,4.9,4.9,0,0,5.93,37.85,6.592,0,-7.6,1.996,432.47,1/10/2015
7,07,0,17.311,16.993,16.565,0,0,12.012,35.315,21.689,38.103,0,0,0,0,0,46.392,47.342,9.808,0,47.622,25.885,0,0,0,0,0,0,0,0,0,28.129,27.768,0,0,0,0,0,4.9,4.9,0,0,5.93,39.038,16.968,11.335,-21.501,-11.609,450.51,1/10/2015
8,08,0,16.751,16.98,15.113,16.797,17.383,11.873,34.932,19.498,38.075,0,0,0,0,0,50.047,45.319,12.399,0,47.789,47.483,0,0,4.905,0,0,0,0,0,0,27.668,27.558,0,0,0,0,0,4.9,4.9,0,0,5.61,39.936,-8.545,0,1.5,9.888,503.09,1/10/2015
9,09,1.024,16.611,16.871,14.844,16.797,17.188,11.69,33.165,19.272,35.849,12.67,30.101,0,0,0,45.072,47.996,14.756,0,47.789,48.179,0,0,6.615,0,0,0,0,0,0,25.998,27.478,0,0,0,0,0,4.9,4.9,0,0,5.67,49.371,-1.465,7.022,-11.3,-.604,561.17,1/10/2015
