,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,GSR,HPA1,HPA2,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
0,00,0,0,0,0,0,0,0,0,0,0,0,0,35.601,21.001,31.042,0,42.476,13.986,42.569,25.885,0,0,6.578,0,30.593,29.172,23.325,24.118,17.159,16.571,24.169,23.309,0,0,0,0,0,0,17.8,5.6,27.44,-32.105,-42.793,61.802,14.686,456.804,1/1/2014
1,01,0,0,0,0,0,0,0,0,0,0,0,0,35.501,21.401,27.418,0,44.178,14.652,43.615,25.857,0,0,6.569,0,30.862,29.04,14.137,14.985,0,15.122,24.169,23.368,0,0,0,0,0,0,17.8,5.6,23.187,-25.513,-36.402,54.502,6.793,418.081,1/1/2014
2,02,0,0,0,0,0,0,0,0,0,0,0,0,26.701,17.501,31.042,0,44.548,14.43,38.212,25.94,0,0,6.561,0,30.054,26.136,10.938,12.004,0,0,24.208,23.179,0,0,0,0,0,0,17.8,5.8,22.594,-29.176,-38.124,56.602,15.784,372.562,1/1/2014
3,03,0,0,0,0,0,0,0,0,0,0,0,0,8.3,13.7,32.408,0,44.474,0,40.167,25.885,0,0,6.573,0,30.323,26.004,21.944,22.696,0,0,23.898,23.688,0,0,0,0,0,0,17.8,5.8,0,-31.007,-40.934,48.301,17.89,349.41,1/1/2014
4,04,0,0,0,0,0,0,0,0,0,0,0,0,34.501,22.001,32.829,0,34.262,0,39.79,25.773,0,0,6.59,0,29.582,23.892,6.645,7.629,0,0,23.838,23.319,0,0,0,0,0,0,17.8,5.76,0,-37.111,-43.178,64.102,15.088,335.31,1/1/2014
5,05,0,0,0,0,0,0,0,0,0,0,0,0,39.301,21.701,36.978,0,0,0,44.005,25.773,0,0,6.556,0,32.008,27.852,12.797,13.754,0,0,23.708,23.088,0,0,0,0,0,0,17.8,5.6,0,-16.358,-19.675,44.201,-6.702,329.455,1/1/2014
6,06,0,0,0,0,0,0,0,0,0,0,0,0,36.401,22.201,30.254,0,0,0,41.721,25.745,0,0,6.591,0,30.548,26.928,6.699,7.547,0,0,23.818,23.229,0,0,0,0,0,0,17.8,5.6,0,3.906,0,19.401,-21.003,302.778,1/1/2014
7,07,0,0,0,0,0,0,0,0,0,0,0,0,37.501,22.301,32.04,0,0,0,41.5,25.662,0,0,6.6,0,30.975,30.228,7.328,0,0,0,23.898,23.288,0,0,0,0,0,0,17.8,5.52,0,-9.278,-13.971,36.201,-8.515,300.204,1/1/2014
8,08,0,0,0,0,0,0,0,0,0,0,0,0,38.101,22.301,36.348,0,0,0,43.733,25.773,0,0,0,0,31.671,29.04,23.339,0,0,0,24.238,23.498,0,0,0,0,0,0,17.9,5.54,0,-31.617,-34.013,58.602,10.492,318.018,1/1/2014
9,09,0,0,0,0,0,0,0,0,0,0,0,0,39.201,21.601,34.667,0,0,0,44.094,25.745,0,0,6.596,0,32.637,30.624,17.227,18.581,0,0,24.129,23.269,0,0,0,0,0,0,17.7,5.36,0,-25.269,-28.199,53.002,0.989,340.908,1/1/2014
10,10,0,0,0,0,0,0,0,0,0,0,0,0,36.601,22.401,37.241,0,0,0,42.273,25.968,0,0,6.588,0,27.56,26.268,16.612,17.842,0,14.479,23.9,23.668,0,0,0,0,0,0,17.7,5.37,0,-35.646,-37.034,60.502,10.895,345.754,1/1/2014
11,11,0,0,0,0,0,0,0,0,0,0,0,0,38.301,22.201,34.194,0,0,0,40.796,25.718,0,0,6.563,0,31.401,29.436,17.295,18.307,0,15.395,23.7,23.338,0,0,0,0,0,0,17.7,5.29,0,-26.612,-30.699,55.102,6.684,345.16,1/1/2014
12,12,0,0,0,0,0,0,0,0,0,0,0,0,29.601,19.901,32.933,0,0,0,38.5,25.662,0,0,6.534,0,30.795,29.832,20.044,20.796,16.42,14.698,23.8,23.588,0,0,0,0,0,0,17.7,5.13,0,-27.833,-33.921,49.402,11.499,356.787,1/1/2014
13,13,0,0,0,0,0,0,0,0,0,0,0,0,21.901,15.801,31.673,0,0,0,27.633,25.745,0,0,6.568,0,29.694,27.588,24.159,24.678,23.557,22.436,23.6,23.108,0,0,0,0,0,0,17.7,5,0,-23.56,-33.015,44.101,11.298,352.017,1/1/2014
