,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,GSR,HPA1,HPA2,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
12,12,16.723,18.067,18.25,0,15.82,6.863,26.684,20.626,37.324,0,0,3.5,2,11.186,52.818,49.95,0,6.036,25.69,0,0,6.581,6.594,0,0,24.2,24.897,0,24.596,22.128,22.208,0,0,0,5.2,5.2,0,22,5.5,39.427,5.737,0,-5.6,0,531.827,30/10/2013
13,13,16.891,18.091,18.189,0,0,6.885,27.391,20.626,37.324,0,0,9.9,2,6.196,43.257,53.502,0,13.832,25.634,0,0,6.598,6.638,0,0,24.296,24.897,0,24.569,22.619,22.449,0,0,0,5.2,1,0,22,5.5,48.036,4.883,0,5.8,3.79,499.021,30/10/2013
14,14,16.625,17.896,17.884,16.7,13.77,6.702,27.067,20.191,36.962,0,0,1.1,0,2.363,51.468,52.91,0,2.71,25.773,0,0,6.601,6.635,0,0,19.661,20.59,0,24.569,22.048,22.258,0,0,0,5.2,5.2,0,22,5.5,49.006,-2.808,0,-3.7,7.984,526.443,30/10/2013
15,15,16.723,17.872,16.541,16.81,8.105,8.05,27.479,20.803,37.018,0,0,2.2,2.7,5.146,45.14,50.468,0,5.35,25.495,0,0,6.618,6.623,0,0,21.93,22.805,0,24.637,21.979,22.289,0,0,0,5.2,5.2,0,22,5.5,49.317,-4.639,0,-4.1,0,528.737,30/10/2013
16,16,17.269,16.578,16.907,3.54,0,8.225,28.658,19.465,37.63,0,0,7.7,9.1,25.527,51.985,50.246,0,33.988,25.662,0,0,6.621,6.658,0,0,12.291,13.372,0,24.733,22.038,22.598,0,0,0,5.2,5.2,0,22,5.5,38.027,20.264,14.319,2,0,514.425,30/10/2013
17,17,17.984,16.712,16.797,16.822,0,8.181,29.541,20.61,37.741,0,0,2.2,2.8,7.457,51.88,49.876,0,11.455,25.662,0,0,6.635,6.645,0,0,10.282,11.075,0,24.692,21.708,22.348,0,0,0,5.2,5.2,0,22,5.5,37.631,0,0,-.4,3.296,496.295,30/10/2013
18,18,18.291,16.724,18.213,16.724,15.918,8.167,28.952,19.159,38.521,0,30.031,2.4,2.3,1.155,51.852,50.394,0,5.131,38.131,0,0,6.611,6.596,0,0,23.639,24.309,0,24.596,21.809,22.248,0,0,0,5.2,5.2,0,22,5.5,50.432,3.174,0,-.6,5.383,571.11,30/10/2013
19,19,18.348,16.712,18.177,16.883,15.918,8.614,29.453,19.385,38.27,0,10.011,0,0,0,52.24,50.616,0,3.984,47.733,0,0,6.611,6.613,0,0,23.667,24.419,0,24.692,21.989,22.919,0,0,0,5.2,5.2,0,22,5.5,46.481,5.127,0,-13.5,0,573.845,30/10/2013
20,20,18.137,16.578,18.372,16.614,7.813,8.482,29.041,19.61,38.604,0,0,0,1,3.781,48.559,42.772,0,10.541,33.511,0,0,6.596,6.606,0,0,24.214,24.938,0,24.337,21.648,22.549,0,0,0,5.2,5.2,0,22,5.5,50.303,7.691,6.72,-13,0,537.092,30/10/2013
21,21,18.319,16.626,18.238,7.886,0,8.518,29.129,20.529,38.716,0,0,1,0,0,52.238,53.058,0,0,25.161,0,0,6.626,6.616,0,0,17.077,18.088,0,24.61,21.589,22.619,0,0,0,5.2,5.2,0,22,5.5,47.018,5.127,0,-10.1,5.292,496.776,30/10/2013
22,22,1.653,0,1.648,0,0,8.614,29.07,20.674,38.938,0,0,0,0,0,52.183,42.698,0,4.882,25.133,0,0,6.623,6.615,0,0,18.184,19.251,0,24.637,21.968,22.629,0,0,0,0,5.2,0,22,5.5,43.743,6.958,0,-11.6,0,430.683,30/10/2013
23,23,3.053,0,1.27,0,0,8.687,29.365,0,0,0,0,0,0,2.31,52.133,35.816,0,4.147,24.994,0,0,6.636,6.601,0,0,15.846,16.803,0,24.665,22.059,23.009,0,0,0,0,5.2,0,22,5.5,37.983,1.465,0,-25.501,0,386.657,30/10/2013
0,00,0,0,0,0,0,8.518,28.982,0,0,0,0,-.2,0,2.94,21.715,34.484,0,0.94,25.217,0,0,6.63,6.606,0,0,9.215,10.049,0,24.391,21.908,22.508,0,0,0,0,5.2,0,21.3,5.9,37.901,-6.714,0,-31.301,-18.201,360.454,31/10/2013
1,01,0,0,0,0,0,8.496,29.041,0,0,0,0,-.2,0,3.886,0,34.114,0,2.579,25.161,0,0,6.625,6.635,0,0,6.905,7.684,0,24.692,21.819,22.579,0,0,0,0,0,0,21,5.92,38.559,-11.231,0,-33.901,-21.809,345.409,31/10/2013
2,02,0,0,0,0,0,8.562,0.33,0,0,0,0,2.8,2.8,0,0,34.336,0,8.82,25.244,0,0,6.63,6.605,0,0,15.532,16.393,0,24.624,21.618,22.669,0,0,0,0,0,0,21.1,5.92,38.452,-13.55,0,-30.701,-21.516,345.909,31/10/2013
3,03,0,0,0,0,0,8.379,0,0,0,0,0,0.2,0,0,0,34.188,0,6.45,25.244,0,0,6.66,6.628,0,0,14.971,15.928,0,24.432,22.128,23.149,0,0,0,0,0,0,21.2,5.99,42.033,-23.438,0,-25.201,-12.104,342.475,31/10/2013
4,04,0,0,0,0,0,8.65,0,0,0,0,0,18.701,8.8,0.893,0,28.49,0,21.083,25.161,0,0,6.626,6.594,0,0,7.889,0,0,19.319,21.748,22.658,0,0,0,0,0,0,21,5.99,37.61,-20.142,0,-22.901,-26.112,349.31,31/10/2013
5,05,0,0,0,0,0,8.592,30.042,0,0,0,0,5.9,2.4,0,0,34.558,0,4.942,25.05,0,0,6.625,6.579,0,0,20.262,0,0,24.61,21.889,22.849,0,0,0,0,0,0,21,5.99,45.255,-15.625,0,-29.901,-20.106,369.653,31/10/2013
6,06,0,0,0,0,0,8.438,28.952,0,0,0,0,1.9,0.8,1.732,32.357,34.188,0,7.407,25.551,0,0,6.628,6.584,0,0,19.415,20.481,0,24.61,21.819,22.868,0,0,0,0,5.2,0,21.1,5.99,45.765,-15.503,0,-5.6,0.696,380.457,31/10/2013
7,07,0,0,0,0,0,8.416,29.158,0,0,0,0,5.5,5,7.036,52.062,50.098,0,7.805,25.523,0,0,6.611,6.586,0,0,18.253,19.346,0,0,21.698,22.549,0,0,0,0,5.2,0,21.1,5.9,39.913,-7.447,0,-13.7,-8.515,397.505,31/10/2013
8,08,0,0,0,0,0,8.423,29.453,0,37.602,0,0,9.8,7.8,3.098,52.699,51.504,0,17.535,25.439,0,0,6.579,6.61,0,0,24.077,24.665,0,0,21.948,22.518,0,0,0,1,1,0,20.8,5.92,50.484,-4.639,0,-5.6,-9.21,453.658,31/10/2013
9,09,18.516,17.139,16.98,0,0,7.193,30.366,19.562,37.908,0,0,3.5,2.9,10.24,52.566,43.734,0,23.364,25.634,0,0,6.62,6.631,0,0,24.2,24.911,0,0,21.939,22.638,0,0,0,5.2,5.2,0,14.8,5.7,50.448,14.039,8.542,-6.2,-11.609,493.117,31/10/2013
10,10,18.249,16.883,16.663,16.858,15.82,7.141,29.806,19.498,37.129,0,0,16.601,9.3,14.601,52.576,52.836,0,21.458,25.606,0,0,6.606,6.618,0,0,7.369,8.121,0,0,21.488,22.568,0,0,0,5.2,5.2,0,16.2,5.67,42.64,12.207,0,-8.2,-15.601,530.341,31/10/2013
11,11,18.152,16.846,16.785,16.724,16.016,8.372,27.656,19.143,37.825,0,10.081,6.1,4.6,8.087,52.22,50.172,0,7.159,28.445,0,0,6.605,6.633,0,0,24.309,24.993,0,0,22.038,22.518,0,0,0,5.2,5.2,0,21.1,5.5,50.024,0,0,3.4,5.786,534.225,31/10/2013
12,12,18.207,17.029,16.651,17.029,15.918,6.797,27.744,20.771,35.849,0,0,4.1,3,4.673,52.275,53.206,0,5.815,35.793,0,0,6.65,6.626,0,0,24.241,24.665,0,0,21.629,22.409,0,0,0,5.2,5.2,0,21,5.5,44.735,5.86,0,-6.1,4.395,518.557,31/10/2013
13,13,18.152,16.663,16.675,16.944,15.82,8.416,27.803,20.658,36.851,0,0,0.3,1.3,3.832,52.44,52.318,0,4.156,35.765,0,0,6.616,6.613,0,0,23.803,24.569,0,0,22.048,22.808,0,0,0,5.2,5.2,0,21,5.5,48.111,4.395,0,-4,0.696,518.47,31/10/2013
14,14,17.843,16.761,16.773,17.017,15.82,8.328,28.923,19.401,37.296,0,0,0,0,0,52.36,52.54,0,0,40.887,0,0,6.601,6.618,0,0,24.104,24.856,0,24.61,21.668,22.768,0,0,0,5.2,5.2,0,21.1,5.5,50.627,-2.564,0,-2.7,9.888,545.704,31/10/2013
15,15,17.899,16.871,16.578,16.81,15.82,8.174,26.861,18.966,36.517,0,0,0,0,0,51.9,52.17,0,2.693,42.278,0,0,6.605,6.593,0,0,20.796,21.616,0,24.46,21.979,22.579,0,0,0,5.2,5.2,0,20.7,5.6,47.508,0,0,3.1,10.492,527.213,31/10/2013
16,16,18.319,16.956,16.688,17.115,0,8.526,28.982,19.385,37.519,0,0,0,0,3.518,51.743,50.172,0,5.138,25.551,0,0,6.601,6.59,0,0,24.378,24.966,0,24.542,21.968,22.688,0,0,0,5.2,5.2,0,21.5,5.72,47.706,8.057,3.717,-12,-1.611,518.508,31/10/2013
17,17,18.222,16.736,16.431,6.861,0,8.343,29.895,18.885,36.433,0,0,22.501,11.3,7.772,51.86,49.506,0,12.682,25.523,0,0,6.643,6.611,0,0,6.877,7.602,0,24.555,21.948,22.808,0,0,0,5.2,5.2,0,21,5.67,37.599,-17.579,0,16,5.383,520.827,31/10/2013
18,18,18.361,17.005,18.189,16.858,15.918,8.43,30.484,19.192,38.242,0,0,13.8,11.4,13.97,51.821,50.69,0,20.282,25.356,0,0,6.621,6.611,0,0,24.145,24.829,0,24.624,21.908,22.799,0,0,0,5.2,5.2,0,21,5.84,39.845,0,0,5.5,-3.717,576.837,31/10/2013
19,19,18.445,16.846,18.091,16.956,0,8.584,30.602,19.288,37.129,0,0,14.9,11,8.088,51.936,50.764,0,26.357,25.718,0,0,6.618,6.615,0,0,23.612,24.255,0,24.528,21.648,22.839,0,0,0,5.2,5.2,0,21.2,5.9,47.444,0,0,3.7,-9.613,575.676,31/10/2013
20,20,5.854,0,18.421,0,0,8.577,30.955,20.706,37.407,0,0,24.701,17.101,16.649,52.692,43.512,0,40.489,25.551,0,0,6.62,6.586,0,3.036,18.157,19.319,0,24.596,22.348,22.629,0,0,0,5.2,5.2,0,21.2,5.84,37.657,5.249,3.571,10.1,-17.103,539.186,31/10/2013
21,21,2.227,0,1.636,0,0,8.533,30.572,5.962,36.962,0,0,21.301,16.701,18.54,52.807,49.802,0,39.223,25.634,0,0,6.655,6.605,0,3.564,12.688,13.7,0,24.596,21.908,22.898,0,0,0,0,5.2,0,21.3,5.76,37.767,0,0,17.001,-12.415,487.955,31/10/2013
22,22,0,0,0,0,0,8.614,30.779,5.656,0,0,0,19.901,15.301,17.174,29.765,50.172,0,38.475,25.69,0,0,6.657,6.646,0,0,12.141,13.659,0,24.555,22.149,22.619,0,0,0,0,5.2,0,21.4,5.84,45.058,9.644,4.147,8.3,-19.501,424.861,31/10/2013
23,23,0,0,0,0,0,8.577,30.808,0,0,0,0,16.601,10.7,14.285,0,50.32,0,32.818,25.662,0,0,6.601,6.591,0,0,15.395,16.516,0,24.542,21.878,22.728,0,0,0,0,0,0,21.1,5.66,48.63,8.789,5.026,0.9,-18.714,383.411,31/10/2013
