,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,GSR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
13,13,0,0,0,0,0,0,32.222,0,0,0,37.401,22.701,39.814,5.852,49.136,0,25.909,25.606,25.328,0,29.335,25.344,7.274,0,0,0,0,13.429,38.297,0,0,0,0,0,0,19.6,5.13,37.652,-26.856,0,34.001,-16.81,449.695,22/12/2012
14,14,0,0,0,0,0,0,1.526,0,0,0,35.901,19.401,38.449,0,49.432,15.91,25.947,25.606,25.829,0,30.997,24.156,0,0,0,0,0,14.109,37.728,0,0,0,0,0,0,20,5.05,50.051,6.104,0,12.4,-18.714,420.302,22/12/2012
15,15,0,0,0,0,0,0,2.439,0,0,0,34.801,20.301,35.98,0,49.654,16.058,25.975,25.606,25.606,0,34.995,24.288,0,0,0,0,0,13.97,37.997,0,0,0,0,0,0,20,5.21,45.216,1.587,0,21.301,-15.802,411.01,22/12/2012
16,16,0,0,0,0,0,0,0,0,0,0,38.701,22.501,38.292,0,50.246,16.354,25.818,26.024,25.606,0,31.985,26.532,0,0,0,0,0,37.667,15.078,0,0,0,0,0,0,19.8,5.21,37.543,11.475,0,18.501,-21.113,408.494,22/12/2012
17,17,0,0,0,0,0,0,0,0,0,0,37.801,22.501,35.56,0,50.394,16.65,25.568,25.968,25.718,0,31.446,25.476,0,0,0,0,0,36.327,14.868,0,0,0,0,0,0,18.6,5.44,44.928,9.522,0,19.301,-15.015,403.437,22/12/2012
18,18,0,0,0,0,0,8.965,35.463,0,0,0,37.601,22.601,32.198,14.322,50.024,16.354,25.247,25.606,25.662,0,30.817,22.968,25.307,0,17.747,0,0,37.688,15.13,0,0,0,5.2,5.2,0,20.5,5.44,49.831,-5.127,0,18.601,-20.801,537.198,22/12/2012
19,19,0,0,0,0,0,8.636,33.872,0,0,0,37.301,22.101,34.825,51.379,49.876,16.354,25.115,25.606,25.662,0,31.514,24.42,7.903,0,15.04,0,0,36.557,14.14,0,0,0,5.2,5.2,0,20,5.67,49.811,-30.641,0,27.301,-9.009,558.531,22/12/2012
20,20,0,0,0,0,0,8.789,34.579,0,0,0,34.501,22.101,34.352,19.954,49.728,16.428,25.983,25.244,25.662,0,31.963,27.192,18.417,0,0,0,0,38.537,14.029,0,0,0,5.2,5.2,0,20,5.5,50.078,-35.768,0,23.101,-11.206,537.31,22/12/2012
21,21,0,0,0,0,0,8.745,34.196,0,0,0,34.401,22.601,36.82,35.57,49.432,16.206,25.968,25.244,25.662,0,30.009,23.892,8.108,0,0,0,0,38.288,14.14,0,0,0,0,5.2,0,19.8,5.67,42.362,7.447,0,12.2,-25.306,507.973,22/12/2012
22,22,0,0,0,0,0,0,18.7,0,0,0,35.301,22.601,38.764,6.555,49.58,16.354,25.873,25.244,25.606,0,32.457,29.172,7.533,0,0,0,0,38.477,13.97,0,0,0,0,0,0,19.9,5.76,37.588,-4.151,0,24.601,-13.605,442.59,22/12/2012
23,23,0,0,0,0,0,0,0,0,0,0,36.601,22.101,38.397,0,44.548,14.282,25.943,25.606,25.829,0,30.256,27.852,7.629,0,0,0,0,37.348,13.929,0,0,0,0,0,0,19.8,5.76,37.737,-5.371,0,23.201,-16.205,411.993,22/12/2012
0,0,0,0,0,0,0,0,0,0,0,0,37.401,22.601,35.612,0,44.696,14.652,25.969,25.606,25.634,0,34.366,28.776,8.203,0,0,0,0,38.227,14.489,0,0,0,0,0,0,19.9,6,0,-12.696,0,26.901,-9.302,377.179,23/12/2012
1,1,0,0,0,0,0,0,0,0,0,0,39.401,20.601,35.769,0,32.856,0,25.877,25.244,25.662,0,35.175,27.852,0,0,0,0,0,38.277,14.089,0,0,0,0,0,0,19.9,6.07,0,0,0,19.401,-18.604,345.976,23/12/2012
2,2,0,0,0,0,0,0,0,0,0,0,39.301,22.601,36.295,0,33.152,0,21.933,25.3,26.079,0,29.919,26.268,8.819,0,0,0,0,37.957,14.449,0,0,0,0,0,0,19.9,6,0,-5.005,0,25.601,-13.514,340.861,23/12/2012
3,3,0,0,0,0,0,0,0,0,0,0,39.301,22.401,37.818,0,0,0,23.965,25.3,25.968,0,33.311,29.436,16.174,0,0,0,0,38.498,14.549,0,0,0,0,0,0,19.9,5.92,0,-3.418,0,23.901,-16.517,328.575,23/12/2012
4,4,0,0,0,0,0,0,0,0,0,0,39.301,22.501,36.4,0,0,0,23.908,25.3,25.857,0,31.244,27.324,22.409,0,0,0,0,38.338,14.669,0,0,0,0,0,0,20,6,0,0,0,20.101,-19.501,332.651,23/12/2012
5,5,0,0,0,0,0,0,0,0,0,0,37.201,22.501,34.299,0,18.278,0,23.985,25.3,25.551,0,23.248,18.084,25.362,0,0,0,0,38.517,14.029,0,0,0,0,0,0,20,6,0,1.465,0,6.8,-22.303,346.393,23/12/2012
6,6,0,0,0,0,0,0,0,0,0,0,39.101,22.501,37.871,0,50.764,0,9.979,25.523,25.857,0,17.565,17.028,14.52,0,0,0,0,38.068,14.4,0,0,0,0,0,0,20,2,0,0,0,18.601,-16.407,332.983,23/12/2012
7,7,0,0,0,0,0,9.082,0,0,0,0,39.301,22.401,37.608,0,50.69,0,12.044,25.523,25.801,0,15.566,16.632,8.696,0,0,0,0,38.288,14.409,0,0,0,0,0,0,20,6,0,0,0,19.501,-16.004,338.524,23/12/2012
8,8,0,0,0,0,0,9.068,0,0,0,0,39.401,22.501,38.239,0,49.654,0,15.972,25.439,25.356,0,16.936,16.632,22.723,0,0,0,0,27.229,24.739,0,0,0,0,0,0,20,5.84,0,0,0,20.201,-18.201,357.729,23/12/2012
9,9,0,0,0,0,0,8.723,0,0,0,0,39.501,22.501,37.66,0,47.286,0,21.901,25.439,25.662,0,16.734,15.312,7.301,0,0,0,0,25.108,29.178,0,0,0,0,0,0,20.6,5.76,20.01,0,0,20.001,-18.604,367.279,23/12/2012
10,10,0,0,0,0,0,8.738,0,0,0,0,39.501,22.501,37.083,0,47.508,0,19.976,25.662,25.829,0,14.623,13.2,7.041,0,0,0,0,25.549,29.278,0,0,0,0,0,0,20.5,5.57,27.668,0,0,18.101,-19.318,371.444,23/12/2012
11,11,0,0,0,0,0,8.833,0,0,0,0,39.201,22.501,37.399,0,47.878,0,20.009,25.662,25.634,0,14.623,12.672,9.571,0,0,0,0,23.938,28.738,0,0,0,0,0,0,20,5.44,36.064,0,0,16.601,-19.501,381.063,23/12/2012
12,12,0,0,0,0,0,8.753,0,0,0,0,37.001,22.301,34.194,0,47.952,0,19.975,25.662,25.829,0,14.645,12.54,9.01,0,0,0,0,37.428,14.449,0,0,0,0,0,0,20,5.3,46.702,0,0,17.001,-16.81,381.55,23/12/2012
13,13,0,0,0,0,0,8.833,0,0,0,0,38.801,22.601,37.293,0,48.174,0,19.924,25.634,25.606,0,14.623,11.352,8.176,0,0,0,0,37.497,14.169,0,0,0,0,0,0,20,5.28,38.561,0,0,18.101,-18.604,377.027,23/12/2012
14,14,0,0,0,0,0,8.745,0,0,0,0,37.401,21.601,37.818,0,47.804,0,19.877,25.328,25.606,0,16.038,12.672,8.162,0,0,0,0,37.638,14.489,0,0,0,0,0,0,20.4,5.22,39.209,0,0,18.201,-18.403,378.21,23/12/2012
15,15,0,0,0,0,0,8.636,0,0,0,0,38.301,21.601,39.815,0,47.952,0,18.319,25.356,25.996,0,15.207,11.352,8.012,0,0,0,0,38.277,13.699,0,0,0,0,0,0,20,5.28,37.78,0,0,18.001,-18.714,376.296,23/12/2012
16,16,0,0,0,0,0,8.782,0,0,0,0,33.501,21.301,36.663,0,48.692,0,19.512,25.6,25.6,0,15.454,14.256,8.326,0,0,0,0,37.948,13.769,0,0,0,0,0,0,20,5.44,41.116,0,0,16.701,-17.103,376.362,23/12/2012
17,17,0,0,0,0,0,8.804,0,0,0,0,36.001,22.201,35.191,0,48.618,0,19.946,25.6,25.7,0,16.262,12.408,8.49,0,0,0,0,37.577,14.379,0,0,0,0,0,0,19.8,5.6,45.58,0,0,18.401,-17.103,380.859,23/12/2012
18,18,0,0,0,0,0,8.863,35.639,0,0,0,36.401,22.401,37.923,20,51.726,17.094,19.918,25.5,25.6,0,15.835,14.124,17.35,11.731,21.848,0,0,38.548,13.979,0,0,0,5.2,5.2,0,20,5.6,42.925,0,0,18.901,-14.301,508.805,23/12/2012
19,19,0,0,0,0,0,8.804,34.225,0,0,0,35.501,21.701,36.19,49.3,49.95,16.576,19.826,25.6,25.7,0,16.981,9.768,15.354,0,15.532,0,0,38.208,13.97,0,0,0,5.2,5.2,0,20,5.76,42.095,-19.41,0,14.9,-16.517,532.468,23/12/2012
20,20,0,0,0,0,0,8.914,34.873,0,0,0,36.801,22.601,37.871,51.147,50.394,16.65,19.996,25.69,25.523,0,31.918,27.984,8.532,0,0,0,0,37.977,14.01,0,0,0,0,0,0,20,6.03,43.107,0,0,18.001,-18.513,520.53,23/12/2012
21,21,0,0,0,0,0,8.723,34.107,0,0,0,37.901,22.601,38.134,5.138,50.394,16.28,19.934,25.69,25.161,0,31.873,26.664,7.684,0,0,0,0,38.257,14.308,0,0,0,0,0,0,20.1,6,42.064,-7.691,0,22.701,-14.118,470.121,23/12/2012
22,22,0,0,0,0,0,4.871,0,0,0,0,38.101,22.501,37.871,0,51.652,16.576,19.925,25.69,25.161,0,31.042,27.588,8.559,0,0,0,0,38.038,13.939,0,0,0,0,0,0,20,5.9,42.064,6.104,0,18.801,-16.517,421.09,23/12/2012
23,23,0,0,0,0,0,0,0,0,0,0,39.201,22.601,38.554,0,44.77,14.356,19.904,25.69,25.551,0,32.727,25.212,0,0,0,0,0,38.328,14.169,0,0,0,0,0,0,20,5.9,16.364,-5.615,0,23.901,-14.209,379.25,23/12/2012
0,0,0,0,0,0,0,0,0,0,0,0,39.101,22.301,39.237,0,48.1,0,20.014,25.69,25.161,0,27.65,26.4,0,0,0,0,0,37.898,13.849,0,0,0,0,0,0,20,5.6,0,14.405,0,10.8,0,335.057,24/12/2012
1,1,0,0,0,0,0,0,0,0,0,0,39.201,18.501,37.031,0,34.632,0,19.928,25.69,25.189,0,31.177,26.268,0,0,0,0,0,38.407,14.129,0,0,0,0,0,0,20,5.6,0,21.241,0,6,0,319.797,24/12/2012
2,2,0,0,0,0,0,0,0,0,0,0,38.501,18.201,33.774,0,25.826,0,19.963,25.69,25.244,0,31.446,25.344,0,0,0,0,0,38.487,14.459,0,0,0,0,0,0,20,5.6,0,26.368,0,2.6,0,309.339,24/12/2012
3,3,0,0,0,0,0,0,0,0,0,0,39.201,20.401,38.397,0,25.752,0,19.98,25.69,25.244,0,32.816,25.74,0,0,0,0,0,37.738,14.379,0,0,0,0,0,0,20,5.6,0,28.687,0,6.2,0,306.861,24/12/2012
4,4,0,0,0,0,0,0,0,0,0,0,39.201,20.501,32.041,0,9.916,0,19.665,25.69,25.244,0,31.491,24.156,23.229,0,0,0,0,37.497,13.439,0,0,0,0,0,0,20,5.6,0,30.885,0,1.6,0,310.844,24/12/2012
5,5,0,0,0,0,0,0,0,0,0,0,37.101,22.401,34.614,0,34.336,0,20.036,25.69,25.411,0,32.884,23.496,7.506,0,0,0,0,37.807,14.389,0,0,0,0,0,0,20,5.6,0,16.602,0,5.4,0,327.829,24/12/2012
6,6,0,0,0,0,0,0,0,0,0,0,39.401,22.301,36.347,0,25.456,0,19.922,25.69,25.411,0,31.514,25.872,6.959,0,0,0,0,38.437,14.499,0,0,0,0,0,0,20,5.6,0,0,0,14.6,0,325.103,24/12/2012
7,7,0,0,0,0,0,0,0,0,0,0,39.401,22.501,32.408,0,34.632,0,19.661,25.69,25.411,0,29.694,26.268,7.725,0,0,0,0,37.757,14.01,0,0,0,0,0,0,20,5.6,0,0,0,22.701,0,331.87,24/12/2012
8,8,0,0,0,0,0,0,0,0,0,0,35.801,19.901,34.351,0,51.134,16.428,19.362,25.69,25.411,0,32.816,28.248,13.399,0,0,0,0,25.708,25.188,0,0,0,0,0,0,20,5.6,0,6.226,0,16,0,354.925,24/12/2012
9,9,0,0,0,0,0,0,3.146,0,0,0,29.001,15.701,38.186,0,50.912,16.428,16.149,25.69,25.411,0,33.76,24.288,8.668,0,0,0,0,25.979,25.478,0,0,0,0,0,0,20,5.6,46.828,3.418,0,18.701,0,378.15,24/12/2012
10,10,0,0,0,0,0,0,34.255,0,0,0,27.101,21.701,34.404,0,43.808,14.208,15.553,25.077,25.439,0,31.469,21.648,0,0,0,0,0,14.539,38.307,0,0,0,0,0,0,20,5.6,47.787,0,0,15.7,0,385.463,24/12/2012
11,11,0,0,0,0,0,0,34.549,0,0,0,31.501,22.401,33.091,0,51.948,16.872,19.688,25.495,25.885,0,32.727,23.76,0,0,0,0,0,14.799,37.117,0,0,0,0,0,0,20,5.6,48.075,5.371,0,17.701,0,388.999,24/12/2012
12,12,0,0,0,0,0,0,34.402,0,0,0,30.001,19.501,27.786,7.436,51.726,16.872,20.463,25.495,25.829,0,32.682,27.984,0,0,0,0,0,37.577,12.269,0,0,0,0,0,0,20,5.6,39.064,4.517,0,15.9,0,413.87,24/12/2012
13,13,0,0,0,0,0,0,33.901,0,0,0,19.201,14,23.005,12.319,51.578,16.872,14.646,25.467,25.551,0,30.121,25.872,7.615,0,0,0,0,37.917,12.329,0,0,0,0,0,0,20,5.6,37.693,0,0,9.3,0,404.454,24/12/2012
14,14,0,0,0,0,0,0,33.548,0,0,0,17.901,14.9,24.319,0,50.172,16.206,16.61,25.189,25.912,0,30.952,24.288,9.666,0,0,0,0,38.127,13.11,0,0,0,0,0,0,20,5.6,37.693,1.343,0,7.4,0,388.357,24/12/2012
15,15,0,0,0,0,0,0,33.489,0,0,0,15,14.8,17.175,18.567,50.468,16.428,14.28,25.578,0,0,31.469,23.628,11.717,20.686,0,0,0,37.088,0,0,0,0,0,0,0,20,5.6,37.693,0,0,10,0,401.371,24/12/2012
16,16,0,0,0,0,0,8.738,33.931,0,0,0,18.901,14.3,17.595,25.015,50.912,16.576,13.408,25.578,0,0,25.045,27.588,13.33,0,0,0,0,37.667,0,0,0,0,0,0,0,20,5.6,42.475,0,0,8.4,0,396.362,24/12/2012
17,17,0,0,0,0,0,8.877,34.225,0,0,0,18.101,12.9,15.809,24.217,51.282,16.798,12.069,25.384,0,0,27.538,25.344,12.743,0,0,0,0,38.068,0,0,0,0,0,0,0,20,5.6,48.224,0,0,4.4,0,399.879,24/12/2012
18,18,0,0,0,0,0,8.709,34.107,0,29.392,0,13.2,11.1,13.813,53.019,51.208,16.724,13.069,25.745,0,0,29.155,27.456,21.438,20.495,21.342,20.276,0,38.638,0,0,0,0,5.2,5.2,0,20,5.6,48.327,0,0,11.9,0,525.75,24/12/2012
19,19,0,0,0,0,0,8.877,33.342,17.773,36.378,0,14.1,11.8,25.527,53.429,51.504,16.428,10.273,25.606,0,0,32.098,24.684,7.397,7.369,23.639,22.669,0,38.307,0,0,0,0,5.2,5.2,0,20,5.6,48.327,0,0,1.8,0,553.19,24/12/2012
20,20,0,0,0,0,0,8.694,32.988,17.709,35.097,0,23.501,18.501,27.576,53.883,50.986,16.28,15.772,25.606,0,0,31.469,26.532,6.576,0,0,15.327,0,39.117,0,0,0,0,5.2,5.2,0,20,5.6,48.327,3.418,0,8.4,0,533.296,24/12/2012
21,21,0,0,0,0,0,8.687,34.314,0,35.932,0,21.001,15.701,23.321,54.066,51.134,16.502,12.957,25.634,0,0,34.187,21.252,14.643,0,0,0,0,38.687,0,0,0,0,0,5.2,0,20,5.6,48.327,4.273,0,1.1,0,493.196,24/12/2012
22,22,0,0,0,0,0,8.797,34.638,0,22.294,0,19.101,13.2,15.336,54.031,51.726,16.354,12.854,25.634,0,0,31.985,25.476,15.545,0,0,0,0,38.647,0,0,0,0,0,5.2,0,20,5.6,43.38,0,0,7.3,0,458.98,24/12/2012
23,23,0,0,0,0,0,8.804,34.461,0,0,0,16.801,12.6,14.916,54.121,51.43,16.502,11.643,25.634,0,0,32.524,26.796,16.872,0,0,0,0,38.407,0,0,0,0,0,5.2,0,20,5.6,45.791,5.127,0,3.3,0,436.678,24/12/2012
0,0,0,0,0,0,0,8.687,33.99,0,0,0,18.501,12.5,13.918,53.933,50.838,16.65,11.727,26.024,0,0,32,26.6,6.946,0,0,0,0,38.458,0,0,0,0,0,0,0,19.6,6,37.797,11.963,0,1.6,-9.21,409.816,25/12/2012
1,1,0,0,0,0,0,8.753,34.019,0,0,0,21.101,16.501,20.484,0,51.282,16.428,15.96,25.606,0,0,32.5,25.5,6.645,0,0,0,0,38.787,0,0,0,0,0,0,0,19.7,6,40.623,14.893,0,3.7,-13.807,375.103,25/12/2012
2,2,0,0,0,0,0,8.738,0,0,0,0,14,10,18.698,9.742,50.172,16.354,11.555,25.606,0,0,30,27.4,9.352,0,0,0,0,38.567,0,0,0,0,0,0,0,20,6.07,50.08,18.189,0,-5.3,-15.51,348.955,25/12/2012
3,3,0,0,0,0,0,8.804,0,0,0,0,17.801,13.7,21.744,0,49.95,9.62,16.443,25.606,0,0,34,27,7.465,0,0,0,0,38.877,0,0,0,0,0,0,0,19.8,6.07,41.328,34.425,0,-6.7,-20.71,331.225,25/12/2012
4,4,0,0,0,0,0,0,0,0,0,0,24.501,15.901,22.217,0,43.882,13.986,19.087,25.523,0,0,32.4,25.4,0,0,0,0,0,39.137,0,0,0,0,0,0,0,19.8,6.15,38.481,30.519,0,-4.4,-23.402,323.748,25/12/2012
5,5,0,0,0,0,0,0,0,0,0,0,17.001,12.9,15.809,0,44.696,14.504,18.13,25.523,0,0,32.8,26,0,0,0,0,0,38.947,0,0,0,0,0,0,0,19.9,6.17,50.494,28.809,0,-10.3,-21.003,325.368,25/12/2012
6,6,0,0,0,0,0,0,0,0,0,0,17.301,9.7,18.593,0,50.69,16.576,15.402,25.523,0,0,34.8,26.3,6.481,0,0,0,0,38.987,0,0,0,0,0,0,0,19.6,6.07,30.117,33.692,0,-5.4,-17.615,305.463,25/12/2012
7,7,0,0,0,0,0,0,0,0,0,0,26.701,15.1,27.523,0,40.33,12.506,11.661,25.523,0,0,31.9,27.7,0,0,0,0,0,38.537,0,0,0,0,0,0,0,19.7,6.15,18.19,1.465,0,7.2,-12.909,305.765,25/12/2012
8,8,0,0,0,0,0,0,0,0,0,0,24.601,15.601,30.412,0,46.398,14.282,13.124,25.551,0,0,31.8,26,0,0,0,0,0,38.277,0,0,0,0,0,0,0,20,6.07,31.804,1.343,0,13.1,-9.705,319.226,25/12/2012
9,9,0,0,0,0,0,0,0,0,0,0,13,8.5,14.549,17.121,51.356,17.02,11.259,25.578,0,0,32.2,26,14.493,0,0,0,0,38.817,0,0,0,0,0,0,0,21,6,36.09,31.251,0,-13.1,-18.201,333.033,25/12/2012
10,10,0,0,0,0,0,0,0,0,0,0,8,7.3,16.544,22.662,51.134,16.946,11.997,25.634,0,0,31.6,26,10.787,0,0,0,0,38.557,0,0,0,0,0,0,0,21,5.76,48.381,33.448,0,-16.6,-18.604,344.058,25/12/2012
11,11,0,0,0,0,0,0,0,0,0,0,7.7,5.8,10.871,24.525,50.912,16.206,11.033,25.634,0,0,30.5,25.8,13.454,15.983,0,0,0,38.927,0,0,0,0,0,0,0,20.8,5.67,49.723,14.161,0,-9.9,-11.206,360.483,25/12/2012
12,12,0,0,0,0,0,0,0,0,0,0,11.3,8.2,17.28,36.374,51.652,16.65,9.88,25.634,0,0,31.5,26.2,8.463,0,0,16.721,0,39.047,0,0,0,0,0,0,0,19,5.4,37.769,35.89,0,-17.901,-20.307,363.388,25/12/2012
13,13,0,0,0,0,0,0,0,0,0,0,6.6,6.2,7.667,35.53,51.578,16.724,6.576,25.634,0,0,30.8,26.2,24.938,0,0,16.215,0,38.647,0,0,0,0,0,0,0,21,5.28,37.769,29.542,0,-20.001,-15.711,363.528,25/12/2012
14,14,0,0,0,0,0,0,33.901,0,0,0,11.5,6.8,13.656,35.409,51.43,16.872,7.579,25.634,0,0,31,26.4,0,0,0,0,0,38.758,0,0,0,0,0,0,0,20.5,5.28,37.597,11.597,0,-5.2,-9.412,365.331,25/12/2012
15,15,0,0,0,0,0,0,33.783,0,0,0,7.9,4.9,7.719,36.069,51.282,16.872,5.269,25.634,0,0,31.7,26.3,0,0,0,0,0,38.848,0,0,0,0,0,0,0,20.5,5.28,47.757,40.407,0,-14.4,-19.007,352.813,25/12/2012
16,16,0,0,0,0,0,0,33.253,0,0,0,12.2,8.2,17.122,12.985,51.134,16.798,9.492,25.411,0,0,31.8,26.7,0,0,0,0,0,38.567,0,0,0,0,0,0,0,20,5.28,46.071,18.799,0,-5.5,-13.001,354.715,25/12/2012
17,17,0,0,0,0,0,0,33.931,0,0,0,10.3,9.7,14.443,27.929,50.838,16.65,10.769,25.523,0,0,32.9,23.1,0,0,0,0,0,38.697,0,0,0,0,0,0,0,19,5.76,42.88,29.298,0,-13.4,-21.003,367.525,25/12/2012
18,18,0,0,0,0,0,8.636,33.754,3.658,17.256,0,1.4,1.5,6.196,54.184,51.578,16.946,4.38,25.718,0,0,32.8,22.2,22.874,23.585,21.63,20.7,0,38.687,0,0,0,0,5.2,5.2,0,19,5.91,47.942,7.324,0,-9.2,-5.512,498.322,25/12/2012
19,19,0,0,0,0,0,8.738,33.872,17.661,36.071,0,3.8,3.6,2.888,54.169,51.43,17.02,5.046,25.829,0,0,30.5,23.3,20.071,20.276,21.151,20.112,0,39.068,0,0,0,0,5.2,5.2,0,20,6.07,47.942,17.457,0,-17.301,-10.108,528.966,25/12/2012
20,20,0,0,0,0,0,8.738,34.225,17.822,36.266,0,4,2.7,7.247,54.524,51.578,16.872,7.073,25.829,0,0,33,25.1,20.878,20.85,0,21.657,0,38.208,0,0,0,0,5.2,5.2,0,19.6,6.15,47.942,25.147,0,-16.4,-12.104,514.016,25/12/2012
21,21,0,0,0,0,0,8.65,34.166,18.724,36.071,0,0.1,0.6,9.611,53.823,51.578,16.798,4.782,25.885,0,0,30.7,3.8,20.153,19.962,0,0,0,38.577,0,0,0,0,5.2,5.2,0,19.6,6.22,47.942,35.035,0,-28.601,-20.215,471.923,25/12/2012
22,22,0,0,0,0,0,8.738,33.931,18.692,20.29,0,1.2,1.2,2.414,53.557,51.504,17.094,1.879,25.885,0,0,32.1,16.8,6.822,0,0,0,0,38.758,0,0,0,0,5.2,5.2,0,19.7,6.15,47.942,28.687,0,-15.6,-5.713,407.682,25/12/2012
23,23,0,0,0,0,0,3.56,33.99,0,0,0,3.9,3.5,12.762,53.905,44.252,14.504,7.597,25.885,0,0,33.2,23.5,11.881,0,0,0,0,38.477,0,0,0,0,0,0,0,19.7,5.8,37.795,34.547,0,-16.801,-15.217,371.679,25/12/2012
0,0,0,0,0,0,0,0,34.49,0,0,0,14.7,11.3,12.132,3.876,50.912,16.724,12.94,25.885,0,0,33,25.4,6.276,0,0,0,0,38.758,0,0,0,0,0,0,0,19,5.9,37.661,29.908,0,-9.8,-17.505,346.351,26/12/2012
1,1,0,0,0,0,0,0,34.373,0,0,0,16.401,13.6,13.13,0,44.326,14.356,11.318,25.885,0,0,32.8,25.1,0,0,0,0,0,38.367,0,0,0,0,0,0,0,19.6,6.15,37.661,25.636,0,-4.1,-19.611,331.142,26/12/2012
2,2,0,0,0,0,0,0,34.697,0,0,0,15.601,14,12.5,0,45.214,14.874,11.687,25.411,0,0,33.5,25.1,0,0,0,0,0,38.267,0,0,0,0,0,0,0,19.6,6,37.661,36.622,0,-7.4,-20.911,325.801,26/12/2012
3,3,0,0,0,0,0,0,34.019,0,0,0,17.201,14.4,14.968,0,50.024,5.254,12.298,25.773,0,0,31.7,25.5,0,0,0,0,0,38.877,0,0,0,0,0,0,0,19.5,6,37.671,35.524,0,-7.6,-23.914,329.175,26/12/2012
4,4,0,0,0,0,0,0,34.49,0,0,0,18.601,13.9,10.714,0,52.022,16.946,8.167,25.773,0,0,32.4,22.4,0,0,0,0,0,38.697,0,0,0,0,0,0,0,19.6,6.2,30.618,30.519,0,-11,-22.614,333.623,26/12/2012
5,5,0,0,0,0,0,0,34.284,0,0,0,8,7.1,12.184,0,51.134,16.798,6.73,25.745,0,0,33,26.2,8.627,0,0,0,0,38.797,0,0,0,0,0,0,0,19.5,6.3,50.503,19.776,0,-9.9,-13.715,348.741,26/12/2012
6,6,0,0,0,0,0,0,34.402,0,0,0,5.7,3.8,5.933,23.89,51.282,16.946,2.911,25.885,0,0,32,21.1,11.854,0,0,0,0,38.947,0,0,0,0,0,0,0,19.6,6.3,48.297,-8.545,0,6,3.882,347.51,26/12/2012
7,7,0,0,0,0,0,0,35.08,0,0,0,0,0,3.045,36.411,51.578,16.946,3.133,25.356,0,0,32.1,20.2,24.665,0,0,0,0,38.517,0,0,0,0,0,0,0,19.5,6.07,50.51,4.517,0,-3.8,1.099,361.295,26/12/2012
8,8,0,0,0,0,0,8.745,34.343,0,33.789,0,0.1,1.3,4.253,53.811,51.726,16.946,5.999,25.718,0,0,33.198,7.1,9.912,12.319,0,0,0,39.117,0,0,0,0,5.2,5.2,0,19.5,5.9,45.781,3.906,0,-2.4,1.392,417.061,26/12/2012
9,9,12.451,0,0,0,0,8.811,34.166,18.676,36.35,0,2.8,2.2,5.776,53.896,50.986,16.798,7.287,25.578,0,0,31.6,8.1,11.211,11.608,0,0,0,38.768,0,0,0,0,5.2,5.2,0,19.5,5.7,49.049,8.667,0,-8.8,0,461.844,26/12/2012
10,10,17.017,17.933,0,0,0,8.885,34.343,17.757,35.042,0,0.2,0.5,2.941,53.927,51.726,17.094,2.992,25.69,0,0,32.3,8,17.172,17.569,0,0,0,38.527,0,0,0,0,5.2,5.2,0,19.5,5.5,43.084,12.696,0,-8.6,-1.813,475.816,26/12/2012
11,11,0,18.653,0,18.946,0,8.899,34.373,18.015,35.125,0,1.3,2,6.722,54.041,51.874,16.576,3.415,25.69,0,0,33.4,6.5,11.252,11.184,0,15.846,0,38.397,0,0,0,0,5.2,5.2,0,20.8,5.6,38.809,-7.08,0,-0.5,1.794,493.603,26/12/2012
12,12,0,18.531,0,0,0,8.65,33.518,17.596,34.541,0,2.4,1.9,5.461,53.798,50.394,16.576,4.919,25.384,0,0,32.9,8.1,14.602,14.985,0,17.446,0,38.657,0,0,0,0,5.2,5.2,0,20.6,5.6,47.248,-12.94,0,10.3,2.49,484.356,26/12/2012
13,13,18.39,18.726,13.977,0,0,8.584,33.724,17.677,34.791,0,0.8,1,3.097,54.094,51.43,16.872,2.541,25.384,0,0,30,8.5,16.844,0,0,0,0,38.997,0,0,0,0,5.2,5.2,0,20.6,5.6,47.013,-8.057,0,-1.4,3.186,485.283,26/12/2012
14,14,18.207,18.409,16.785,19.166,0,8.723,33.783,19.192,34.624,0,3,2.1,6.669,54.04,51.504,16.946,2.186,25.384,0,0,32.1,4.3,7.055,0,0,0,0,38.777,0,0,0,0,5.2,5.2,0,20.6,5.6,45.905,5.249,0,-4.9,-3.113,498.219,26/12/2012
15,15,18.306,18.628,16.492,18.445,0,8.592,34.019,17.822,33.706,0,1.3,1.6,2.362,53.454,51.06,16.724,3.852,25.022,0,0,12,5,21.794,0,0,0,0,38.577,0,0,0,0,5.2,5.2,0,19.8,5.3,49.105,-11.109,0,6.4,7.984,480.085,26/12/2012
16,16,18.319,18.665,16.529,18.531,0,8.636,32.841,17.951,33.539,0,1.5,2.9,1.365,53.594,50.912,16.872,3.93,25.551,0,0,15.5,7.3,17.186,0,0,0,0,38.787,0,0,0,0,5.2,5.2,0,19.8,5.4,49.253,6.348,0,0.7,-4.505,482.718,26/12/2012
