,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,GSR,HPA1,HPA2,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN3,PEN4,PHL1,PHL2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
0,00,2.842,0,0,0,0,0,9.075,33.724,0,36.378,0,0,0,0,0,50.515,51.449,16.269,2.13,25.829,25.773,0,6.578,0,0,0,0,0,0,0,24.779,25.138,0,3.57,0,0,0,0,0,18.6,0,5.54,48.59,12.696,5.942,-35.901,-25.416,429.47,1/11/2015
1,01,0,0,0,0,0,0,9.038,33.931,0,36.238,0,0,0,0,0,50.318,49.789,15.357,0,25.801,25.189,0,0,0,0,0,0,0,0,0,24.358,24.819,0,0,0,0,0,0,0,18.8,0,5.5,49.458,18.555,11.197,-43.201,-29.609,411.66,1/11/2015
2,02,0,0,0,0,0,0,8.965,0,23.01,36.461,0,0,0,0,0,50.376,54.78,17.988,0,25.606,25.662,0,0,0,0,0,0,0,0,0,24.769,25.058,0,0,0,0,0,4.9,4.9,0,0,0,50.004,17.09,0,-38.501,-23.804,397.7,1/11/2015
3,03,0,0,0,0,0,0,9.112,0,23.123,36.461,0,0,0,0,0,46.779,54.78,17.988,0,25.467,25.857,0,0,0,0,0,0,0,0,0,24.838,24.748,0,0,0,0,0,4.9,4.9,0,0,0,50.004,21.119,8.625,-42.501,-27.613,389.32,1/11/2015
4,04,0,0,0,0,0,0,9.148,0,23.123,36.461,0,0,0,0,0,50.08,52.961,17.187,0,25.662,25.745,0,0,0,0,0,0,0,0,0,26.228,26.499,0,0,0,0,0,4.9,4.9,0,0,0,41.559,18.555,5.979,-42.601,-27.503,390.02,1/11/2015
5,05,0,17.661,0,0,0,0,9.163,0,23.155,36.851,0,0,0,0,0,50.231,55.11,18.133,0,25.801,26.079,0,0,0,0,0,0,0,0,0,25.188,24.978,0,0,0,0,0,4.9,4.9,0,0,0,50.021,33.204,21.003,-47.801,-32.905,398.68,1/11/2015
6,06,0,0,0,0,0,0,9.163,0,23.268,32.676,0,0,0,0,0,50.141,49.625,15.915,0,25.718,25.885,0,0,0,0,0,0,0,0,0,24.819,24.928,0,0,0,0,0,4.9,4.9,0,0,0,40.004,16.358,5.2,-39.501,-25.013,374.91,1/11/2015
7,07,0,0,0,0,0,0,9.097,0,22.575,32.815,0,0,0,0,0,50.141,54.038,17.352,0,25.885,25.801,0,0,0,0,0,0,0,0,0,24.769,24.588,0,0,0,0,0,4.9,4.9,0,0,0,39.644,5.371,3.928,-36.401,-23.603,387.22,1/11/2015
8,08,0,18.236,18.555,0,0,0,9.024,0,21.979,32.286,0,0,0,0,0,48.633,44.56,14.317,0,25.912,25.968,0,6.626,0,0,0,0,0,0,0,24.718,25.119,0,0,0,0,0,4.9,4.9,0,0,0,38.089,1.465,7.984,-28.301,-16.315,399.01,1/11/2015
9,09,0,18.068,18.519,13.318,0,0,8.921,0,22.253,32.286,0,0,0,0,0,50.378,49.469,15.515,0,47.65,25.634,0,6.611,0,0,0,0,0,0,0,25.788,25.798,0,0,0,0,0,4.9,4.9,0,0,0,37.236,29.542,28.501,-45.101,-28.803,423.12,1/11/2015
