,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,GSR,HPA1,HPA2,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
0,00,0,0,2.734,0,0,0,0,0,0,0,0,0,39.501,19.101,22.007,0,33.744,0,32.09,25.551,0,0,6.534,6.568,32.277,18.084,23.571,24.419,0,16.762,23.829,23.479,0,0,0,0,0,0,18,5.61,0,-4.395,-12.543,30.001,-5.402,366.2,1/12/2013
1,01,0,0,2.637,0,0,0,0,0,0,0,0,0,29.201,15.301,19.959,0,32.042,0,25.79,25.578,0,0,6.549,6.538,30.885,16.896,19.606,20.372,0,24.774,23.829,23.359,0,0,0,0,0,0,18,5.6,0,1.953,-7.297,14.1,-12.214,350.374,1/12/2013
2,02,0,0,2.686,0,0,0,0,0,0,0,0,0,32.101,12.4,16.229,0,32.708,0,27.49,25.439,0,0,6.524,6.538,32.772,17.82,17.309,18.389,0,24.46,23.869,24.268,0,0,0,0,0,0,18,5.44,0,8.179,0,10.6,-16.901,342.564,1/12/2013
3,03,0,0,2.686,0,0,0,0,0,0,0,0,0,27.201,15.501,16.807,0,27.676,0,27.81,25.467,0,0,6.507,6.566,32.21,19.932,16.202,17.213,0,15.956,23.938,24.148,0,0,0,0,0,0,18,5.7,0,0,-9.668,17.301,-11.206,333.093,1/12/2013
4,04,0,0,2.734,0,0,0,0,0,0,0,0,0,24.901,13.6,16.86,0,27.898,0,21.63,25.606,0,0,6.561,6.534,30.75,15.84,24.2,24.911,0,15.928,23.938,24.078,0,0,0,0,0,0,17.8,5.8,0,3.052,-8.908,10.3,-9.815,334.94,1/12/2013
5,05,0,0,2.71,0,0,0,0,0,0,0,0,0,12.5,7.7,15.283,0,34.336,0,21.19,25.495,0,0,6.558,6.541,32.053,18.612,23.407,24.063,20.782,20.7,23.818,24.018,0,0,0,0,0,0,17.8,5.7,0,8.667,-5.96,7.2,-6.006,339.365,1/12/2013
6,06,0,0,2.698,0,0,0,0,0,0,0,0,0,19.401,10,12.604,0,34.558,0,22.99,25.411,0,0,6.539,6.526,31.491,19.14,14.123,15.04,14.383,14.657,23.978,24.058,0,0,0,0,0,0,18,5.7,0,5.982,-6.5,7.3,-7.91,322.425,1/12/2013
7,07,0,0,2.698,0,0,0,0,0,0,0,0,0,29.401,15.201,17.438,0,44.622,0,29.69,25.578,0,0,6.559,6.544,29.267,19.668,20.973,21.548,0,0,23.758,24.118,0,0,0,0,0,0,18,5.6,0,8.423,-4.221,13,-15.107,338.568,1/12/2013
8,08,0,0,2.673,0,0,0,0,0,0,0,0,0,22.501,12.9,20.536,0,44.474,0,23.585,25.662,0,0,6.549,6.571,31.559,21.12,23.639,24.432,0,0,24.018,23.708,0,0,0,0,0,0,17.7,5.5,0,0,-13.962,8.3,-8.313,351.102,1/12/2013
9,09,0,0,2.673,0,0,0,0,0,0,0,0,0,15.801,9.7,12.237,0,44.844,0,17.291,25.745,0,0,6.539,6.588,29.941,18.48,22.436,23.626,15.163,14.547,23.798,23.848,0,0,0,0,0,0,17.8,5.44,27.357,2.441,-9.119,9,-6.812,368.344,1/12/2013
10,10,0,0,2.686,0,0,0,0,0,0,0,0,0,15.1,10.1,9.033,0,45.14,0,10.025,25.634,0,0,6.531,6.526,30.683,19.668,20.755,21.671,16.092,15.6,23.959,23.418,0,0,0,0,0,0,17.7,5.3,48.191,11.963,0,1.9,-4.505,364.454,1/12/2013
11,11,0,0,2.71,0,0,0,0,0,0,0,0,0,17.601,12.8,13.445,0,44.622,0,8.607,25.829,0,0,6.544,6.551,28.144,18.744,24.268,24.774,14.93,14.903,23.688,23.218,0,0,0,0,0,0,17.7,5.3,48.191,0,-15.574,10.4,-.201,387.964,1/12/2013
