,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,GSR,HPA1,HPA2,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN3,PEN4,PHL1,PHL2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
0,0,20.208,0,0,0,0,0,0,0,0,0,0,0,38.601,16.301,39.026,8.602,27.894,0,44.03,26.052,0,0,0,0,28.549,27.72,12.36,13.467,0,19.087,31.857,30.038,0,0,0,0,0,0,0,19.891,0,6,8.144,2.93,0,23.101,-26.112,417.91,1/3/2015
1,1,0,0,0,0,0,0,0,0,0,0,0,0,38.801,15.801,39.132,8.769,28.535,0,43.983,26.246,0,0,0,0,31.626,27.06,11.43,12.537,0,19.087,31.618,30.038,0,0,0,0,0,0,0,19.891,0,5.16,8.144,-1.221,-6.858,25.001,-17.212,398.16,1/3/2015
2,2,0,0,0,0,0,0,0,0,0,0,0,0,35.701,15.901,37.135,9.549,32.831,0,32.26,26.052,0,0,0,0,28.01,26.268,12.989,13.891,0,19.087,31.588,30.108,0,0,0,0,0,0,0,19.891,0,6.31,8.144,-3.418,-7.132,24.501,-11.316,383.09,1/3/2015
3,3,0,0,0,0,0,0,0,0,0,0,0,0,32.001,16.401,37.714,9.076,29.415,0,32.313,25.94,0,0,0,0,25.786,28.644,12.989,14.028,0,19.059,31.828,30.148,0,0,0,0,0,0,0,19.836,0,6.31,8.144,10.498,0,7.4,-24.409,386.15,1/3/2015
4,4,0,0,0,0,0,0,0,0,0,0,0,0,38.601,16.201,37.555,9.026,32.502,0,21.232,25.94,0,0,0,0,31.469,28.248,11.403,12.592,0,19.059,31.798,30.317,0,0,0,0,0,0,0,19.836,0,6.24,8.144,1.953,-5.09,18.501,-13.807,378.62,1/3/2015
5,5,0,0,0,0,0,0,0,0,0,0,0,0,39.101,16.501,38.869,8.986,32.352,0,21.293,26.024,0,0,0,0,29.582,29.172,14.479,15.682,0,19.059,31.668,29.208,0,0,0,0,0,0,0,19.836,0,6.16,8.144,1.709,-5.841,17.701,-14.814,387.35,1/3/2015
6,6,0,0,0,0,0,0,0,0,0,0,0,0,38.501,14.2,37.871,8.532,25.034,0,21.462,25.996,0,0,0,0,28.459,29.568,9.653,10.733,0,19.032,32.668,30.068,0,0,0,0,0,0,0,19.836,0,6.23,8.144,0,-3.882,18.801,-13.605,364.67,1/3/2015
7,7,0,0,0,0,0,0,0,0,0,0,0,0,39.401,16.101,37.503,9.387,28.853,0,10.209,25.885,0,0,0,0,30.413,29.304,14.575,15.668,0,19.032,31.838,29.748,0,0,0,0,0,0,0,19.836,0,6.16,8.534,-1.587,-20.893,27.801,-4.01,371.14,1/3/2015
8,8,0,0,0,0,0,0,0,0,0,0,0,0,38.701,14.9,38.134,9.415,37.127,0,44.1,25.857,0,0,0,0,30.346,33,13.836,14.848,0,0,31.938,29.887,0,0,0,0,0,0,0,19.836,0,6.1,8.723,-1.343,-36.732,44.001,-1.41,392.25,1/3/2015
9,9,2.134,0,0,0,0,0,0,0,0,0,0,0,38.001,16.301,38.659,9.407,42.043,0,43.57,25.912,0,0,0,0,30.211,26.532,17.377,18.526,0,0,31.708,29.757,0,0,0,0,0,0,0,19.817,0,5.8,9.077,-18.433,-22.761,48.701,0.494,396.84,1/3/2015
