,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,GSR,HPA1,HPA2,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
0,00,39.358,0,0,0,0,0,0,0,0,0,0,0,35.901,15.2,39.289,0,34.411,11.149,43.85,25.69,0,0,6.199,6.165,32.412,24.948,10.323,11.307,15.696,0,28.668,23.879,0,0,0,0,0,18.834,0,6.2,37.924,16.724,12.149,12.5,-39.918,465.96,1/1/2015
1,01,39.108,0,0,0,0,0,0,0,0,0,0,0,36.201,16.401,39.447,0,25.658,7.945,43.929,25.718,0,0,0,0,29.155,27.984,8.026,8.955,0,0,28.528,23.728,0,0,0,0,0,18.091,0,6.21,37.924,40.04,35.432,-19.601,-66.817,433.98,1/1/2015
2,02,20.084,0,0,0,0,0,0,0,0,0,0,0,37.201,16.501,39.605,0,43.036,0,43.932,25.328,0,0,0,0,32.075,29.436,10.76,12.004,0,0,18.679,24.309,0,0,0,0,0,19.019,0,6.16,25.924,37.233,31.889,-6.8,-49.202,390.94,1/1/2015
3,03,20.087,0,0,0,0,0,0,0,0,0,0,0,37.401,16.401,39.499,0,25.28,0,43.98,25.411,0,0,0,0,30.391,27.192,7.301,8.408,0,0,30.487,28.767,0,0,0,0,0,17.999,0,6.15,0,51.149,40.614,-19.601,-61.507,354.11,1/1/2015
4,04,0,0,0,0,0,0,0,0,0,0,0,0,37.301,16.401,38.922,0,28.642,0,30.385,25.411,0,0,0,0,31.222,28.644,10.391,11.403,0,0,30.848,28.758,0,0,0,0,0,18.796,0,6.23,0,42.726,34.672,-29.601,-57.314,352.86,1/1/2015
5,05,0,0,0,0,0,0,0,0,0,0,0,0,34.901,16.401,39.447,0,28.642,0,30.469,25.356,0,0,0,0,29.896,25.212,16.366,17.528,0,0,29.988,28.008,0,0,0,0,0,18.796,0,6.16,0,41.749,33.299,-27.901,-54.201,354.24,1/1/2015
6,06,0,0,0,0,0,0,0,0,0,0,0,0,35.201,16.301,37.136,0,28.835,0,30.386,25.495,0,0,0,0,29.492,30.492,9.256,10.336,0,0,30.138,27.078,0,0,0,0,0,18.796,0,6.08,0,45.778,35.89,-28.501,-55.208,337.09,1/1/2015
7,07,0,0,0,0,0,0,0,0,0,0,0,0,36.601,16.401,37.871,0,28.751,0,10.196,25.718,0,0,0,0,30.975,26.136,14.52,15.491,0,0,30.758,27.648,0,0,0,0,0,17.999,0,6,0,40.284,35.212,-30.301,-47.609,327.5,1/1/2015
8,08,0,0,0,0,0,0,0,0,0,0,0,0,36.201,16.401,38.974,0,26.061,0,30.475,25.912,0,0,0,0,31.918,25.608,12.579,13.672,0,0,31.428,28.148,0,0,0,0,0,17.813,0,5.75,0,40.04,29.545,-19.201,-50.209,340.76,1/1/2015
9,09,0,0,0,0,0,0,0,0,0,0,0,0,37.201,15.3,39.237,0,26.954,0,43.929,0,0,0,0,0,31.087,28.644,17.186,18.253,17.46,0,29.218,27.358,0,0,0,0,0,17.813,0,5.68,0,57.009,43.333,-37.001,-66.305,358.29,1/1/2015
10,10,9.654,0,0,0,0,0,0,0,0,0,0,0,33.401,15.2,39.184,0,22.184,0,41.77,0,0,0,0,0,30.93,27.06,20.973,21.917,22.313,0,29.778,27.478,0,0,0,0,0,17.813,0,5.61,0,48.097,40.202,-24.601,-62.716,364.27,1/1/2015
11,11,10.369,0,0,0,0,0,0,0,0,0,0,0,36.801,16.301,39.657,0,27.302,0,43.68,0,0,0,0,0,30.93,26.268,17.323,18.417,22.846,0,28.597,25.018,0,0,0,0,0,17.924,0,5.45,0,45.778,35.789,-23.701,-65.004,374.02,1/1/2015
12,12,9.942,0,0,0,0,0,0,0,0,0,0,0,32.401,15.3,38.816,0,27.726,0,43.861,0,0,0,0,0,32.367,28.512,19.059,20.18,21.383,0,30.298,27.708,0,0,0,0,0,17.924,0,5.37,0,40.04,28.318,-19.201,-54.714,376.4,1/1/2015
13,13,10.333,0,0,0,0,0,0,0,0,0,0,0,31.401,14.7,36.978,0,26.252,0,43.826,0,19.26,0,0,0,29.717,27.588,17.09,18.225,21.671,0,28.628,26.518,0,0,0,0,0,17.776,0,5.29,0,44.923,36.979,-26.001,-58.705,378.08,1/1/2015
14,14,10.488,0,0,0,0,0,0,0,0,0,0,0,27.901,16.101,39.132,0,23.228,0,42.034,0,25.634,0,0,0,31.851,16.368,14.588,15.709,21.971,0,30.548,28.028,0,0,0,0,0,18.574,0,5.29,0,34.181,27.329,-17.301,-52.113,375.34,1/1/2015
15,15,10.267,0,0,0,0,0,0,0,0,0,0,0,32.801,16.401,39.447,0,27.674,0,43.59,0,25.634,0,0,0,31.491,28.512,7.848,9.065,16.051,0,29.768,25.918,0,0,0,0,0,17.683,0,5.29,0,47.853,38.81,-26.901,-58.504,366.18,1/1/2015
16,16,10.076,0,0,0,0,0,0,0,0,0,0,0,37.401,16.401,39.605,0,12.748,0,43.861,0,25.857,0,0,0,30.638,27.324,7.643,8.176,15.327,0,30.957,27.758,0,0,0,0,0,18.444,0,5.5,0,31.983,24.903,-7.8,-52.315,360.97,1/1/2015
17,17,9.961,0,0,0,0,0,0,0,0,0,0,0,34.301,16.201,39.762,0,15.211,0,43.854,0,25.662,0,0,0,29.425,27.192,11.102,12.264,16.161,0,30.628,27.108,0,0,0,0,0,18.444,0,5.53,7.348,42.482,36.329,-20.701,-58.815,370.85,1/1/2015
18,18,39.079,0,0,0,0,0,0.154,0,0,0,0,0,35.301,16.301,39.079,1.5,42.911,0,43.842,0,25.578,0,6.182,6.18,30.66,28.776,19.702,20.7,15.368,14.957,31.347,27.829,0,0,0,0,0,18.314,0,5.63,43.475,44.923,35.011,-14.7,-65.81,513.45,1/1/2015
19,19,0,0,0,0,0,0,11.719,31.162,0,0,0,0,37.501,15.3,39.762,2.614,50.902,0,30.281,0,25.69,0,6.207,6.246,28.863,26.004,24.241,24.255,24.104,23.995,29.938,26.198,0,0,0,0,0,18.295,0,5.85,49.732,28.809,17.148,-15.2,-42.701,550.8,1/1/2015
20,20,39.231,0,0,0,0,0,11.851,16.049,0,0,0,0,35.201,15.4,39.657,0.972,38.894,0,43.952,0,25.662,0,6.222,6.204,31.379,29.172,15.983,17.131,15.696,15.313,30.357,26.618,0,0,0,0,0,18.277,0,5.92,43.063,35.401,25.764,-6.8,-53.011,526.84,1/1/2015
21,21,39.216,0,0,0,0,0,0,0,0,0,0,0,36.301,16.401,39.605,0.972,27.48,0,43.925,0,25.69,0,6.232,6.241,29.784,27.06,20.385,21.288,16.106,0,30.478,26.868,0,0,0,0,0,18.258,0,6,33.515,36.378,30.964,-7.6,-59.31,471.4,1/1/2015
22,22,39.057,0,0,0,0,0,0,0,0,0,0,0,37.401,16.401,38.921,0.972,25.718,0,43.91,0,25.634,0,6.212,6.246,31.199,27.984,7.233,8.34,15.354,0,30.577,26.628,0,0,0,0,0,18.258,0,6.08,5.018,36.866,29.545,-11.2,-61.306,423.23,1/1/2015
23,23,20.391,0,0,0,0,0,0,0,0,0,0,0,37.301,16.301,37.241,0,20.878,0,44.021,0,25.829,0,6.244,6.229,30.211,27.192,7.957,9.065,15.395,0,30.268,23.648,0,0,0,0,0,18.258,0,6,0,37.233,31.697,-16.801,-60.207,390.52,1/1/2015
0,00,19.904,0,0,0,0,0,0,0,0,0,0,0,35.101,15.701,37.293,0,24.713,0,43.85,0,25.411,0,6.226,6.205,32.524,24.948,6.836,7.862,0,0,30.068,26.358,0,0,0,0,0,18.258,0,6.08,0,35.89,30.598,-10.1,-52.113,363.06,2/1/2015
1,01,10.433,0,0,0,0,0,0,0,0,0,0,0,37.201,16.301,37.083,0,24.946,0,43.95,0,25.495,0,0,0,32.008,26.664,6.85,7.834,0,0,30.038,26.528,0,0,0,0,0,18.258,0,6.08,0,12.207,8.982,11.4,-33.216,350.3,2/1/2015
2,02,0,0,0,0,0,0,0,0,0,0,0,0,37.401,16.401,38.081,0,23.482,0,43.993,0,25.801,0,0,0,28.481,29.964,8.805,9.68,0,0,30.397,27.009,0,0,0,0,0,18.258,0,6.08,0,22.095,15.564,-.9,-39.314,346.38,2/1/2015
3,03,0,0,0,0,0,0,0,0,0,0,0,0,35.401,16.401,37.503,0,24.384,0,44.007,0,25.829,0,0,0,32.659,28.116,7.574,8.6,0,0,30.418,26.658,0,0,0,0,0,18.258,0,6.08,0,20.264,13.001,4.5,-34.315,338.45,2/1/2015
4,04,0,0,0,0,0,0,0,0,0,0,0,0,34.201,15.2,37.346,0,24.712,0,43.998,0,25.829,0,0,0,33.625,24.684,8.067,9.215,0,0,30.288,26.908,0,0,0,0,0,18.258,0,6.08,0,18.311,13.028,0,-35.615,342.71,2/1/2015
5,05,10.367,0,0,0,0,0,0,0,0,0,0,0,35.401,16.401,37.293,0,28.758,0,43.869,0,25.718,0,0,0,29.627,29.568,13.153,14.383,0,0,30.088,26.879,0,0,0,0,0,18.258,0,6.08,0,11.109,5.695,15.5,-29.316,362.86,2/1/2015
6,06,10.163,0,0,0,0,0,0,0,0,0,0,0,35.301,16.301,37.871,0,25.898,0,43.93,0,25.773,0,0,0,29.739,26.004,10.391,11.649,0,0,29.868,27.177,0,0,0,0,0,18.258,0,6.16,0,18.189,10.996,5,-35.212,355.5,2/1/2015
