,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,GSR,HPA1,HPA2,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
0,00,33.73,0,0,0,0,0,0,0,0,0,0,0,36.601,19.601,30.937,0,50.394,0,43.978,25.662,0,0,0,0,30.952,22.308,7.629,8.272,0,0,27.648,27.248,0,0,0,0,0,19.409,0,5.5,43.388,-55.544,0,97.903,40.999,417.835,1/3/2014
1,01,30.422,0,0,0,0,0,0,0,0,0,0,0,32.201,19.101,30.097,0,50.394,0,43.185,25.885,0,0,0,0,30.615,24.156,8.381,9.283,0,0,27.708,27.748,0,0,0,0,0,19.409,0,5.5,39.312,-59.206,0,99.003,54.183,395.97,1/3/2014
2,02,30.211,0,0,0,0,0,0,0,0,0,0,0,29.601,17.301,29.361,0,50.394,0,41.623,25.968,0,0,0,0,30.323,25.08,7.643,8.586,0,0,27.758,27.458,0,0,0,0,0,19.483,0,5.5,43.831,-61.647,0,105.903,62.294,384.393,1/3/2014
3,03,22.644,0,0,0,0,0,0,0,0,0,0,0,21.501,16.701,18.75,0,50.098,0,29.321,25.885,0,0,0,0,29.964,26.4,18.813,19.715,0,0,27.739,27.838,0,0,0,0,0,19.464,0,5.5,45.897,-65.31,0,100.303,67.989,379.776,1/3/2014
4,04,16.433,0,0,0,0,0,0,0,0,0,0,0,24.401,15.701,12.604,0,50.542,0,34.883,25.718,0,0,0,0,29.717,27.192,16.776,17.76,0,0,27.699,27.598,0,0,0,0,0,18.685,0,5.5,47.336,-69.948,0,94.303,65.297,382.28,1/3/2014
5,05,20.451,0,0,0,0,0,8.643,0,0,0,0,0,24.601,14.3,9.978,0,50.468,0,23.342,25.634,0,0,0,0,30.952,24.684,23.913,24.637,0,0,27.699,27.378,0,0,0,0,0,18.685,0,5.5,49.847,-74.465,0,92.503,68.3,406.8,1/3/2014
6,06,27.891,0,0,0,0,0,8.731,0,0,0,0,0,23.601,12,21.482,0,51.652,17.094,24.918,25.718,0,0,0,0,29.02,24.024,7.356,8.039,0,0,27.858,27.328,0,0,0,0,0,19.446,0,5.5,39.771,-64.699,0,90.003,62.185,389.259,1/3/2014
7,07,29.988,0,0,0,0,0,0,0,0,0,0,0,31.701,17.001,21.324,0,51.726,17.02,32.423,25.551,0,0,0,0,32.21,26.004,23.462,0,0,0,27.068,27.598,0,0,0,0,0,19.446,0,5.5,28.525,-57.131,0,85.203,50.685,406.209,1/3/2014
8,08,30.821,0,0,0,0,0,0,0,0,0,0,0,36.201,19.501,31.778,0,51.134,16.428,42.106,25.578,0,0,0,0,29.38,23.628,20.891,21.643,0,0,27.768,27.168,0,0,0,0,0,19.446,0,5.5,28.525,-47.243,0,85.903,37.593,440.684,1/3/2014
9,09,30.196,0,0,0,0,0,8.54,0,0,0,0,0,36.701,20.101,31.252,7.367,51.282,16.946,43.794,25.662,0,0,0,0,30.862,21.912,19.196,20.085,0,0,28.378,27.638,0,0,0,0,0,18.648,0,5.5,47.938,-48.952,0,88.603,41.896,472.041,1/3/2014
