,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,GSR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
10,10,0,0,0,0,0,9.8,32.045,12.375,36.127,0,0,0,0,51.528,51.652,16.946,0.478,0,0,0,13.567,11.484,19.087,20.085,19.292,19.442,30.478,30.158,0,0,0,0,0,0,19,5.84,48.709,4.151,0,-3.3,4.596,455.253,1/6/2013
11,11,0,0,0,0,0,9.844,32.31,18.982,36.016,0,1.6,1.1,0,51.747,51.8,17.094,2.754,0,0,0,13.612,11.748,18.321,19.333,18.704,19.374,30.708,30.397,0,0,0,0,0,0,19,5.67,47.976,7.08,0,-3.4,3.882,457.697,1/6/2013
12,12,0,0,0,0,0,9.925,32.693,19.192,36.35,0,0.4,0.1,0.735,51.983,51.874,17.168,0.383,0,0,0,13.612,12.012,17.063,18.389,17.692,20.714,30.357,30.218,0,0,0,0,0,0,19,5.44,46.415,5.615,0,-2,7.892,453.548,1/6/2013
13,13,0,0,0,0,0,9.72,32.31,19.111,36.044,0,0.1,0,0,51.969,51.652,17.094,0,0,0,0,13.814,11.616,15.627,16.584,17.022,20.946,30.638,30.168,0,0,0,0,0,0,19.4,5.5,36.805,10.865,0,-5.6,5.786,431.533,1/6/2013
14,14,0,0,0,0,0,10.005,32.605,0,36.35,0,0.1,0,0,51.842,51.874,17.242,0,0,0,0,13.544,12.012,21.315,22.19,22.45,0,30.628,30.388,0,0,0,0,0,0,20,5.7,38.365,14.405,0,-8.3,2.783,407.722,1/6/2013
15,15,0,0,0,0,0,9.998,32.929,0,36.071,0,0.1,0,0,51.858,51.726,17.094,0,0,0,0,13.544,12.012,12.469,13.125,17.049,0,30.478,30.588,0,0,0,0,0,0,20,5.76,45.095,15.748,3.58,-13.3,-3.607,397.475,1/6/2013
16,16,0,0,0,0,0,9.822,32.075,1.402,0,0,0.1,0,0,51.732,52.318,17.094,0,0,0,0,13.005,11.748,23.94,24.405,24.186,0,30.917,29.768,0,0,0,0,0,0,19.4,5.84,50.477,11.109,0,-10.3,2.783,398.07,1/6/2013
17,17,0,0,0,0,0,9.947,32.929,3.481,0,0,0.1,0,0,48.733,53.798,17.834,0.347,0,0,0,13.41,12.012,23.749,24.35,24.911,0,30.468,29.138,0,0,0,0,0,0,19.2,5.84,50.415,5.127,0,-9.1,1.794,410.559,1/6/2013
18,18,0,0,0,0,0,9.742,32.399,21.238,27.666,0,0.1,0,0,48.49,51.134,16.946,0.48,0,0,0,13.41,11.616,23.175,23.981,23.995,0,30.468,30.348,0,0,0,0,0,0,19.2,5.84,50.097,9.888,0,-6.5,4.596,441.194,1/6/2013
19,19,18.165,19.459,19.056,19.324,0,10.049,32.723,21.931,36.739,0,0.5,0,0,48.502,53.724,17.686,1.116,0,0,0,13.41,11.88,14.985,15.874,24.227,24.788,30.827,30.338,0,0,0,5.2,0,0,19.5,5.9,39.348,10.62,0,-1.3,6.391,523.092,1/6/2013
20,20,17.745,18.604,18.555,18.824,0,10.056,32.664,20.577,36.489,0,0.9,0.3,0,48.803,51.726,17.168,2.813,0,0,0,13.499,11.748,14.082,15.012,16.584,15.381,30.787,29.418,0,0,0,5.2,0,0,19.4,5.92,39.969,16.602,0,-6.9,2.893,499.629,1/6/2013
21,21,16.849,3.198,18.616,0,0,10.115,32.87,21.85,36.879,0,0.2,0,0,49.836,51.578,17.094,0.418,0,0,0,13.41,11.748,14.889,15.915,16.215,14.834,30.688,30.138,0,0,0,5.2,0,0,18.2,6,41.35,16.236,0,-10.9,0,472.754,1/6/2013
22,22,3.053,0,2.991,0,0,9.873,32.546,21.48,36.628,0,0,0,0,52.555,51.504,17.02,0.241,0,0,0,13.41,11.616,13.153,14.178,15.545,14.834,30.568,30.548,0,0,0,0,0,0,18,6,37.743,8.545,0,-3.3,6.299,427.215,1/6/2013
23,23,0,0,0,0,0,10.049,33.017,2.755,36.35,0,0.1,0,0,46.36,48.988,3.774,0.526,0,0,0,13.477,12.012,13.946,14.821,16.571,14.821,31.278,29.178,0,0,0,0,0,0,19.6,6.15,38.421,12.696,0,-6.9,2.692,383.706,1/6/2013
0,00,0,0,0,0,0,9.932,32.576,2.739,0,0,0.1,0,0,29.73,50.616,0,0.905,0,0,0,13.499,11.616,19.264,20.18,19.551,15.19,30.708,29.128,0,0,0,0,0,0,19.6,6.07,47.175,7.324,0,-5.3,2.783,361.325,2/6/2013
1,01,0,0,0,0,0,10.02,32.517,2.755,0,0,0.1,0,0,0.453,51.504,17.094,0.531,0,0,0,13.724,11.88,18.84,19.702,17.501,15.299,30.348,29.408,0,0,0,0,0,0,19.3,6.07,47.931,7.08,0,-2.9,3.699,346.601,2/6/2013
2,02,0,0,0,0,0,9.998,32.576,2.739,0,0,0.1,0,0,0,52.022,16.946,1.79,0,0,0,13.612,11.88,16.584,17.514,16.489,15.395,30.818,30.708,0,0,0,0,0,0,19.2,6.14,45.434,11.841,0,-4.4,3.497,336.487,2/6/2013
3,03,0,0,0,0,0,10.24,32.988,2.788,0,0,0.1,0,0,0,51.8,17.02,0,0,0,0,13.589,11.88,16.051,17.131,16.762,15.395,30.827,29.318,0,0,0,0,0,0,19.3,6.15,43.986,6.958,0,0.9,8.991,329.994,2/6/2013
4,04,0,0,0,0,0,10.013,32.693,2.739,0,0,0.1,0,0,0,51.8,17.02,0.528,0,0,0,13.522,12.144,14.916,15.983,16.393,15.258,30.527,30.508,0,0,0,0,0,0,19.3,6.15,42.57,10.376,0,-4.9,2.985,332.474,2/6/2013
5,05,0,0,0,0,0,9.917,32.252,2.788,0,0,0.1,0,0,38.28,0,0,0,0,0,0,13.477,12.276,23.79,24.309,24.569,24.227,30.678,30.548,0,0,0,0,0,0,19.3,6.07,44.444,4.639,0,-5,3.589,339.464,2/6/2013
6,06,0,0,0,0,0,10.122,32.693,2.723,0,0,0.1,0,0,46.134,0,0,0,0,0,0,13.387,12.144,15.997,16.981,16.899,15.204,30.588,29.768,0,0,0,0,0,0,19.3,6.07,43.458,6.226,0,-7.1,2.49,309.952,2/6/2013
7,07,0,0,0,0,0,10.188,33.076,6.123,18.425,0,0.1,0,0,46.275,0,0,0,0,0,0,13.657,12.144,17.979,19.018,16.967,15.081,30.458,29.719,0,0,0,5.2,0,0,19.4,6.07,36.453,8.789,0,-5.1,4.486,328.158,2/6/2013
8,08,0,0,9.412,0,0,10.049,32.458,20.078,35.682,0,0.1,0,0,46.27,0,0,0,0,0,0,13.207,11.748,15.409,0,15.833,0,29.838,29.797,0,0,0,0,0,0,19,6.1,48.885,0,0,-4.5,7.984,347.194,2/6/2013
9,09,0,0,0,0,0,10.027,32.693,2.659,0,0,0.1,0,0,32.165,51.134,16.354,0,0,0,0,13.567,12.144,19.004,0,19.21,15.559,29.497,29.887,0,0,0,0,0,0,19,5.9,50.448,0,0,-.7,9.485,366.375,2/6/2013
10,10,0,0,0,0,0,10.042,32.664,2.691,0,0,0.1,0,0,46.189,51.282,16.206,0,0,0,0,13.657,11.88,11.184,12.25,19.921,20.126,2.74,32.857,0,0,0,0,0,0,19,5.8,47.935,10.987,0,-18.501,-3.113,367.151,2/6/2013
11,11,0,0,0,0,0,10.76,32.163,2.659,0,0,0.1,0,0.262,45.435,51.208,16.428,0,0,0,0,13.657,12.144,15.682,16.626,19.128,20.153,0,32.977,0,0,0,0,0,0,19.3,5.8,45.421,1.587,0,-5,5.786,365.257,2/6/2013
12,12,0,0,0,0,0,9.991,32.458,2.691,0,0,0,0,0,51.503,51.652,16.872,0.375,0,0,0,13.14,12.276,13.153,14.069,18.786,20.399,13.878,33.138,0,0,0,0,0,0,19.3,5.6,39.729,0,0,1,11.499,369.814,2/6/2013
13,13,0,0,0,0,0,9.932,32.281,2.578,0,0,0,0,0,51.23,51.578,16.65,0,0,0,0,12.826,12.276,17.87,18.827,0,16.325,29.708,29.578,0,0,0,0,0,0,19,5.4,39.853,-1.221,0,2.2,9.394,365.995,2/6/2013
14,14,0,0,0,0,0,11.419,32.252,2.594,0,0,0,0,0,51.3,51.282,16.872,0,0,0,0,12.713,12.408,15.614,16.858,0,16.325,30.068,29.738,0,0,0,0,0,0,19.7,5.7,37.694,5.249,0,0.8,8.588,357.87,2/6/2013
15,15,0,0,0,0,0,11.287,31.957,2.578,0,0,0,0,0,18.363,51.43,16.872,0,0,0,0,12.174,12.54,15.504,16.434,0,16.448,30.428,29.838,0,0,0,0,0,0,19.5,5.8,37.811,10.498,0,-2.4,5.585,323.622,2/6/2013
16,16,0,0,0,0,0,11.397,32.281,2.675,0,0,0,0,0,21.661,51.504,17.02,0,0,0,0,12.691,12.408,19.059,20.071,0,16.27,30.397,29.938,0,0,0,0,0,0,19.2,5.6,41.61,5.86,0,-3.8,6.885,344.45,2/6/2013
17,17,0,0,0,0,0,11.448,32.546,2.707,0,0,0,0,0,21.529,51.726,17.094,0.644,0,0,0,12.691,12.804,10.063,10.91,21.178,20.098,30.268,30.288,0,0,0,0,0,0,20,5.7,47.427,6.958,0,-3.8,3.497,360.578,2/6/2013
18,18,0,0,0,0,0,11.184,32.104,12.069,10.91,0,0,0,0,51.463,51.726,17.02,0,0,0,0,13.005,12.276,11.909,12.811,15.354,15.026,30.268,29.278,0,0,0,5.2,0,0,20,5.8,46.94,-2.197,0,4,13.788,406.889,2/6/2013
19,19,17.927,18.567,18.25,0,0,11.236,31.928,20.046,36.044,0,0.2,0,0,51.511,51.43,16.724,2.395,0,0,0,13.612,12.408,13.618,14.465,21.411,21.137,30.357,29.778,0,0,0,5.2,0,0,19.5,5.9,44.31,13.428,0,-14.2,-1.3,510.026,2/6/2013
20,20,18.165,18.555,18.36,0,0,11.441,32.399,20.223,35.932,0,0.2,0,0,51.628,52.096,17.094,0.516,0,0,0,13.499,12.144,16.721,17.514,15.709,15.053,29.108,30.148,0,0,0,5.2,0,0,19.3,6,47.468,4.151,0,-2.4,8.496,503.436,2/6/2013
21,21,0,0,0,0,0,11.39,32.252,21.496,35.765,0,0,0,0,51.146,51.948,16.65,0,0,0,0,13.634,12.144,21.862,22.682,14.916,15.217,29.698,30.468,0,0,0,5.2,0,0,19,6,47.729,-6.104,0,5.2,15.198,464.789,2/6/2013
22,22,0,0,0,0,0,11.595,32.723,21.786,0,0,0,0,0,51.423,52.096,16.872,0,0,0,0,13.612,12.408,12.606,13.33,15.764,14.438,29.438,30.258,0,0,0,0,0,0,19.5,6,47.617,4.761,0,0,8.185,400.605,2/6/2013
23,23,0,0,0,0,0,11.485,32.723,2.675,0,0,0,0,0,29.34,51.578,17.02,0,0,0,0,13.814,12.144,17.637,18.389,15.928,14.465,29.548,30.348,0,0,0,0,0,0,19.3,6.07,37.835,8.057,0,-6.9,5.182,361.294,2/6/2013
0,00,0,0,0,0,0,11.426,32.546,2.707,0,0,0,0,0,0,51.874,16.798,0,0,0,0,13.9,11.9,19.182,20.057,16.571,14.957,29.308,30.258,0,0,0,0,0,0,19.7,6,43.489,10.865,0,-5.2,2.985,342.451,3/6/2013
1,01,0,0,0,0,0,11.514,32.841,2.643,0,0,0,0,0,0,51.874,17.242,0,0,0,0,13.9,12.276,9.68,10.555,16.626,14.985,29.338,30.418,0,0,0,0,0,0,19.9,6.15,47.582,8.911,0,-4.9,5.383,327.017,3/6/2013
2,02,0,0,0,0,0,11.441,32.693,2.675,0,0,0,0,0,0,51.578,16.65,0,0,0,0,13.9,12.54,7.096,7.629,15.463,16.12,29.438,30.397,0,0,0,0,0,0,19.7,6.07,47.582,10.376,0,-2.3,4.486,317.516,3/6/2013
3,03,0,0,0,0,0,11.551,32.87,2.643,0,0,0,0,0,0,51.578,0,0,0,0,0,14.1,12.4,13.248,14.11,15.573,16.12,29.148,30.298,0,0,0,0,0,0,19.7,6.07,47.565,7.324,0,-5.5,4.999,318.748,3/6/2013
4,04,0,0,0,0,0,11.536,32.782,2.675,0,0,0,0,0,0,44.696,14.726,0,0,0,0,13.881,12.2,14.069,14.821,15.833,16.079,29.197,30.017,0,0,0,0,0,0,19.3,6.07,47.612,7.569,0,-5.4,3.882,328.828,3/6/2013
5,05,0,0,0,0,0,11.316,32.31,2.691,0,0,0,0,0,4.614,51.874,16.946,0,0,0,0,13.8,12.276,18.895,19.715,18.676,15.682,29.598,30.498,0,0,0,0,0,0,19.5,6.07,47.418,1.709,0,1.3,11.298,356.814,3/6/2013
6,06,0,0,0,0,0,11.602,32.635,2.659,0,0,0,0,0,20.069,52.096,16.946,0,0,0,0,14.016,12.1,16.079,17.104,16.393,16.12,29.438,30.568,0,0,0,0,0,0,19.4,6.07,47.206,8.545,0,-5.1,4.285,361.196,3/6/2013
7,07,0,0,0,0,0,11.477,32.222,2.675,0,0,0,0,0,30.257,51.726,16.798,0,0,7.209,0,13.9,12.1,16.831,17.815,16.721,16.051,29.188,30.328,0,0,0,0,0,0,19,5.9,48.357,18.921,0,-14.1,-2.6,376.334,3/6/2013
8,08,0,0,0,0,0,11.426,32.104,2.675,33.789,0,0,0,0,45.587,51.948,16.724,0,0,6.68,0,13.8,11.616,18.28,19.264,18.006,15.805,29.438,30.447,0,0,0,0,5.2,0,19,5.7,47.997,11.231,0,-4.2,10.089,430.289,3/6/2013
9,09,18.095,0,18.47,0,0,10.042,25.329,18.982,33.594,0,3.7,2.7,0.63,46.192,52.244,17.242,5.795,0,25.662,0,13.7,12,8.518,9.256,15.559,14.329,29.587,30.428,0,0,0,5.2,0,0,18,5.67,49.719,13.062,0,-6.4,0.494,487.076,3/6/2013
10,10,18.418,0,18.628,0,0,10.196,25.83,19.304,34.986,0,3.1,2.8,1.627,49.693,52.466,17.39,6.428,0,25.69,0,13.5,11.8,17.391,18.43,15.791,14.547,29.157,30.208,0,0,0,5.2,0,0,19.3,5.59,49.583,16.114,0,-9.4,-4.706,515.045,3/6/2013
11,11,18.333,0,18.299,0,0,10.086,25.977,19.272,34.763,0,2.9,2.3,6.931,49.882,52.688,17.316,7.498,0,25.885,0,13.4,11,16.297,17.61,21.903,20.112,29.408,30.317,0,0,0,5.2,0,0,19.5,5.61,49.583,7.569,0,-4.8,0,533.201,3/6/2013
12,12,18.236,19.202,18.25,0,0,10.078,25.8,19.224,35.209,0,2.9,2.2,2.624,49.365,51.948,16.798,6.36,0,25.384,0,13.5,11.8,8.367,9.024,16.284,15.19,29.138,29.958,0,0,0,5.2,0,0,19.4,5.44,49.583,0,0,2.2,8.386,522.228,3/6/2013
13,13,9.117,0,17.835,0,0,9.881,25.005,18.74,34.763,0,0,0,0,49.382,52.392,17.168,1.032,0,25.69,0,13.8,12,22.163,22.86,15.805,15.395,29.538,30.558,0,0,0,5.2,0,0,19.3,5.4,49.583,-6.226,0,1.9,9.284,518.881,3/6/2013
14,14,18.194,0,18.018,0,0,9.866,25.152,19.079,34.624,0,0,0,0,48.942,52.022,16.724,0,0,25.718,0,13.2,11.8,20.987,21.794,24.651,24.46,29.128,30.248,0,0,0,5.2,0,0,19.2,5.38,50.444,-9.4,0,12.2,22.687,525.932,3/6/2013
15,15,18.264,0,18.091,0,0,10.034,25.388,19.256,34.262,0,0,0,0,48.823,51.726,16.798,0,0,25.606,0,23.607,12.012,19.62,20.44,21.657,19.688,29.578,30.508,0,0,0,5.2,0,0,19.3,5.44,47.305,-10.254,0,8.3,18.183,530.672,3/6/2013
16,16,18.11,0,18.177,0,0,9.903,26.772,18.869,34.234,0,0,0,0,48.786,51.43,16.798,0,0,25.69,0,25.8,11.8,16.721,17.733,21.042,19.784,29.388,30.208,0,0,0,5.2,0,0,19.4,5.51,48.731,-30.519,0,35.401,36.988,520.46,3/6/2013
17,17,0,0,4.126,0,0,9.998,32.075,18.95,34.151,0,0,0,0,48.753,51.948,17.02,0,0,25.718,0,25.7,12.2,19.702,20.604,16.202,14.575,29.518,30.747,0,0,0,5.2,0,0,19.5,5.76,47.007,0,0,0.7,14.283,490.255,3/6/2013
18,18,0,1.416,0,0,0,9.961,32.193,19.03,35.932,0,0,0,0,48.739,51.726,16.946,0.665,0,25.745,0,25.8,12.2,20.631,21.548,23.352,0,29.027,30.538,0,0,0,5.2,0,0,18.8,5.76,50.474,-12.574,0,11.9,23.292,493.214,3/6/2013
19,19,18.39,18.628,18.494,0,0,10.95,32.458,19.175,36.127,0,0.8,0.1,0,48.322,51.282,16.946,1.622,0,25.885,0,25.9,11.9,23.68,24.378,24.514,24.268,30.038,29.618,0,0,0,5.2,0,0,18,5.67,49.457,-3.784,0,7.4,17.487,569.999,3/6/2013
20,20,18.291,18.751,18.384,0,0,11.419,32.104,19.868,35.904,0,0,0,0,48.438,51.208,16.946,0,0,25.857,0,25.9,12,16.667,17.555,24.514,24.268,29.898,30.708,0,0,0,5.2,0,0,19.6,5.9,49.528,-2.441,0,6.1,12.891,560.449,3/6/2013
21,21,0,0,0,0,0,11.492,32.281,19.949,35.932,0,0,0,0,47.997,51.208,17.02,0.467,0,25.829,0,25.9,12,17.651,18.526,24.514,24.268,29.927,29.908,0,0,0,5.2,0,0,19.5,6,47.513,-13.184,0,13.2,21.186,510.299,3/6/2013
22,22,0,0,0,0,0,11.404,32.31,0,18.37,0,0,0,0,51.237,51.578,16.872,0,0,25.829,0,25,12.3,8.162,9.215,18.977,20.508,29.988,30.298,0,0,0,0,0,0,19.4,5.9,47.513,0,0,-2.6,7.196,443.449,3/6/2013
23,23,0,0,0,0,0,11.28,31.986,0,0,0,0,0,0,21.512,51.504,16.946,0,0,26.052,0,25,12,14.821,15.668,20.59,20.112,30.068,30.808,0,0,0,0,0,0,19.3,6,38.02,6.47,0,-.6,9.796,387.848,3/6/2013
0,00,0,0,0,0,0,11.368,31.928,0,0,0,0,0,0,0,51.282,16.946,0,0,25.94,0,25.9,12.6,14.807,15.682,20.112,20.44,30.128,30.268,0,0,0,0,0,0,19.3,6,38.02,10.254,0,-5.1,4.486,369.156,4/6/2013
1,01,0,0,0,0,0,11.697,32.959,0,0,0,0,0,0,0,51.726,17.168,0,0,25.829,0,26.5,12.2,8.012,9.037,20.796,20.344,30.028,30.268,0,0,0,0,0,0,19,6,38.02,2.93,0,0.9,9.394,359.214,4/6/2013
2,02,0,0,0,0,0,11.426,32.458,0,0,0,0,0,0,0,51.43,17.02,0,0,25.829,0,26,12.7,10.528,11.375,14.985,15.026,30.397,30.108,0,0,0,0,0,0,19,6,38.02,8.545,0,-2.1,5.292,350.123,4/6/2013
3,03,0,0,0,0,0,11.441,32.34,0,0,0,0,0,0,0,49.802,8.51,0,0,25.912,0,26.5,12.8,8.121,8.791,15.709,15.108,29.848,29.238,0,0,0,0,0,0,19,6,47.651,13.916,0,-7.3,0.989,343.268,4/6/2013
4,04,0,0,0,0,0,11.368,32.104,0,0,0,0,0,0,0,51.208,16.872,0,0,25.968,0,26.6,12.8,16.188,17.09,0,0,30.208,30.998,0,0,0,0,0,0,19,6,47.651,10.01,0,-14.6,0,356.894,4/6/2013
5,05,0,0,0,0,0,11.258,32.163,0,0,0,1.5,0.4,0,2.836,53.65,17.39,0,0,25.801,0,26.7,12.9,23.708,24.391,0,0,30.238,30.138,0,0,0,0,0,0,18,6,50.488,0,0,-2.9,5.695,380.285,4/6/2013
6,06,0,0,0,0,0,11.617,32.458,0,0,0,2.5,0.8,0.577,21.775,51.652,16.946,6.991,0,25.439,0,25,12.2,12.1,12.825,19.319,0,30.538,30.368,0,0,0,0,0,0,19,6,43.977,0,0,7.5,10.785,380.195,4/6/2013
7,07,0,0,0,0,0,11.433,31.898,0,0,0,4.6,2.6,2.363,21.679,50.986,16.65,5.343,0,25.411,0,25,12.3,17.09,18.088,24.2,0,30.558,29.598,0,0,0,0,0,0,19,5.9,46.419,7.324,0,5.8,11.097,385.062,4/6/2013
8,08,0,0,0,0,0,10.254,31.309,0,34.346,0,2.4,1.5,1.26,48.216,51.578,16.946,5.572,0,25.467,0,26,11.8,15.778,16.79,24.542,0,30.278,28.968,0,0,0,0,0,0,19,5.8,47.56,13.428,4.532,-4,-5.2,446.604,4/6/2013
9,09,18.207,12.854,0,0,0,9.829,29.571,16.001,35.626,0,0.7,0.6,0.997,47.499,50.986,16.502,2.932,0,25.634,0,26,11.8,15.655,16.461,24.624,0,30.538,29.367,0,0,0,5.2,0,0,19.5,5.7,47.482,-12.329,0,12,15.784,511.361,4/6/2013
10,10,16.821,17.066,17.493,0,0,10.13,29.453,16.452,35.737,0,0,0,0,47.318,52.096,17.168,1.238,0,25.773,0,25,11.5,14.164,15.067,24.747,0,29.838,29.938,0,0,0,5.2,0,0,19.7,5.4,47.482,8.057,0,-10.7,-3.717,529.253,4/6/2013
11,11,16.597,18.494,17.286,2.454,0,9.873,29.188,16.017,35.57,0,0,0,0,46.864,50.468,16.576,0,0,25.857,0,25.6,11.5,15.559,16.543,15.737,24.091,30.657,29.887,0,0,0,5.2,0,0,19,5.4,47.497,0,0,3.5,10.895,534.064,4/6/2013
12,12,0,18.58,16.578,0,0,9.829,29.129,16.291,35.682,0,0,0,0,46.752,51.134,16.798,0,0,25.439,0,26.1,11.3,19.497,20.385,24.651,24.309,30.348,28.868,0,0,0,5.2,0,0,18,5.36,48.071,8.423,0,-6.1,5.182,527.177,4/6/2013
13,13,0,18.47,16.761,0,0,9.866,29.247,16.565,36.238,0,0,0,0,46.666,51.43,16.724,0,0,25.578,0,26.2,11.3,17.665,18.786,24.651,24.364,30.288,28.888,0,0,0,5.2,0,0,18,5.3,48.071,4.028,0,-.9,7.892,529.484,4/6/2013
14,14,16.695,18.653,16.81,0,0,10.672,28.982,17.725,33.065,0,0,0,0,46.768,51.504,16.872,0,0,25.857,0,26.1,11.3,21.233,22.135,24.651,24.364,30.187,28.788,0,0,0,5.2,0,0,19,5.2,48.071,0,0,4.6,10.089,550.085,4/6/2013
15,15,16.723,18.58,16.578,0,0,9.925,28.716,17.757,34.513,0,0,0,0,45.401,51.8,16.798,0,0,25.467,0,25.9,11.3,20.44,21.52,24.651,24.364,30.408,29.088,0,0,0,5.2,0,0,19,5.2,46.082,-6.714,0,9.7,20.783,545.108,4/6/2013
16,16,0,18.445,0,0,0,10.166,29.335,17.741,34.457,0,0,0,0,48.045,52.466,17.094,0,0,25.885,0,26,11.4,23.94,24.432,24.651,24.364,30.328,29.027,0,0,0,5.2,0,0,18,5.36,50.633,-6.348,0,11.3,18.091,523.601,4/6/2013
17,17,0,14.429,0,0,0,11.148,28.893,17.435,34.318,0,0,0.4,1.365,48.354,51.43,16.724,3.263,0,25.745,0,25.5,11.8,9.283,10.159,24.706,24.364,30.258,28.748,0,0,0,5.2,0,0,19,5.51,37.836,-18.311,0,14.6,17.798,505.098,4/6/2013
18,18,9.37,13.66,0,0,0,11.294,31.633,17.5,34.457,0,1.4,0.1,0,48.336,51.282,16.872,3.983,0,25.244,0,26.011,11.748,6.617,7.342,24.747,24.364,29.938,27.928,0,0,0,5.2,0,0,19,5.2,39.627,0,0,5.8,17.798,488.899,4/6/2013
19,19,18.18,18.641,16.736,0,0,11.309,32.399,17.677,34.207,0,1.9,1.6,1.575,48.556,51.43,16.946,4.381,0,25.384,0,26,11.5,20.057,20.891,24.528,24.364,30.518,28.689,0,0,0,5.2,0,0,19,5.63,40.514,-11.719,0,19.401,18.586,558.489,4/6/2013
20,20,18.306,18.836,2.087,0,0,11.426,32.664,19.063,34.93,0,0,0,0,48.334,51.43,16.872,0.715,0,25.439,0,26.3,11.8,20.454,21.055,24.528,24.364,30.378,29.098,0,0,0,5.2,0,0,19.1,5.83,44.304,-2.319,0,7.5,15.29,537.689,4/6/2013
21,21,5.308,0,1.746,0,0,11.492,30.69,10.345,19.845,0,19.301,12.4,38.239,48.455,44.474,14.578,16.166,0,25.439,0,26.3,11.6,0,0,16.051,15.381,30.258,28.818,0,0,0,0,0,0,18.9,5.7,38.649,-19.654,0,31.101,3.589,508.801,4/6/2013
22,22,2.619,0,0,0,0,11.36,31.044,0,0,0,0,0,0,42.211,51.948,17.02,0,0,25.523,0,26,11.7,20.126,21.274,24.569,24.268,30.308,28.767,0,0,0,0,0,0,19.4,5.84,37.88,0,0,1.3,10.089,436.646,4/6/2013
23,23,0,0,0,0,0,11.426,31.044,0,0,0,0,0,0,22.449,51.504,16.65,0,0,25.495,0,25.9,11.748,16.448,17.473,19.729,20.317,30.418,28.689,0,0,0,0,0,0,19.1,5.8,45.298,3.784,0,4,9.796,391.409,4/6/2013
