,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,GSR,HPA1,HPA2,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
0,00,15.796,0,0,0,0,0,11.917,34.873,0,0,0,0,9.4,8.4,19.801,41.606,50,16.8,18.732,25.801,0,0,0,0,29.2,23.496,0,19.811,0,0,29.388,28.678,0,0,0,0,0,20.8,0,5.5,50.416,-70.559,-78.6,96.103,66.286,449.4,1/5/2014
1,01,15.792,0,0,0,0,0,11.807,34.432,0,0,0,0,16.401,13.6,17.332,30.807,51.504,16.502,24.651,25.718,0,0,0,0,28.728,22.572,0,7.069,0,0,29.808,29.538,0,0,0,0,0,20.337,0,5.4,38.517,-50.783,-59.456,76.802,41.786,432.166,1/5/2014
2,02,15.275,0,0,0,0,0,11.785,34.667,0,0,0,0,16.201,11.3,11.344,21.147,51.356,16.428,23.836,25.801,0,0,0,0,29.739,27.456,0,7.916,0,0,29.048,29.248,0,0,0,0,0,20.337,0,5.5,47.056,-51.759,-62.404,81.002,47.389,421.212,1/5/2014
3,03,17.977,0,0,0,0,0,11.888,34.873,0,0,0,0,22.201,15.701,13.97,11.95,51.578,16.576,20.763,25.634,0,0,0,0,30.054,20.724,0,0,0,0,29.008,28.328,0,0,0,0,0,20.337,0,5.5,41.736,-53.957,-65.087,80.202,42.994,414.646,1/5/2014
4,04,19.941,0,0,0,0,0,11.822,18.553,0,0,0,0,29.501,20.101,17.595,0,40.478,12.728,30.673,25.745,0,0,0,0,28.728,21.252,0,0,0,0,30.088,28.998,0,0,0,0,0,20.337,0,5.5,49.494,-54.445,-63.292,78.802,31.385,419.084,1/5/2014
5,05,14.708,0,0,0,0,0,12.129,35.286,0,0,0,0,22.701,14.3,22.165,0,52.17,17.168,20.282,25.745,0,0,0,0,27.83,22.704,0,0,0,0,29.438,28.908,0,0,0,0,0,20.337,0,5.5,50.516,-51.393,-62.615,75.402,37.3,423.193,1/5/2014
6,06,18.951,0,0,0,0,0,11.851,31.869,0,0,0,0,23.901,16.501,33.196,0,42.18,13.394,23.397,25.829,0,0,0,0,30.368,25.872,0,0,0,0,28.218,28.148,0,0,0,0,0,20.337,0,5.5,37.779,-47.731,-58.687,91.703,43.892,388.114,1/5/2014
7,07,19.07,0,0,0,0,0,12.254,0,0,0,0,0,32.501,20.701,24.161,0,44.992,13.912,36.538,25.885,0,0,0,0,31.154,20.856,0,0,0,0,28.438,28.518,0,0,0,0,0,20.337,0,5.6,50.371,-45.412,-56.847,85.503,31.495,400.549,1/5/2014
8,08,23.76,0,0,0,0,0,11.807,33.813,0,0,0,0,24.201,19.101,26,0,50.986,16.502,25.874,25.773,0,0,0,0,25.853,18.744,0,7.561,0,0,28.228,28.418,0,0,0,0,0,20.337,0,5.6,43.005,-48.341,-59.795,87.503,37.3,418.896,1/5/2014
9,09,27.307,0,0,0,0,0,11.734,34.814,0,0,0,0,18.501,12.4,20.589,2.945,51.134,16.576,22.573,25.801,0,0,0,0,29.447,3.564,0,23.981,0,0,29.818,28.228,0,0,0,0,0,20.337,0,5.49,49.778,-63.479,-74.032,95.103,49.385,428.04,1/5/2014
