,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,GSR,HEM,HPA1,HPA2,PHD,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN3,PEN4,PHL1,PHL2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
22,22,31.384,0,0,0,0,0,10.32,31.898,0,0,0,0,23.401,14.4,33.48,10,52.782,17.219,41.75,0,25.411,0,0,0,6.61,0,28.728,28.248,0,0,0,0,28.259,27.658,0,0,0,0,0,0,0,18.9,0,5.7,49.824,35.035,15.821,-12.4,-43.91,491.42,7/12/2015
23,23,30.474,0,0,0,0,0,10.24,32.399,0,0,0,0,27.101,15.301,31.04,0,34.098,10.501,41.409,0,25.523,0,0,0,6.59,0,28.953,26.4,0,0,0,0,27.928,27.168,0,0,0,0,0,0,0,19.8,0,5.6,48.261,48.708,31.962,-25.501,-57.717,451.33,7/12/2015
0,0,36.032,0,0,0,0,0,1.611,0,0,0,0,0,24.101,13.1,29.42,0,44.7,13.671,43.107,0,25.356,0,0,0,6.608,0,28.234,26.664,0,0,0,0,28.037,27.048,0,0,0,0,0,0,0,20.2,0,5.7,45.388,47.609,31.001,-26.901,-58.101,425.37,8/12/2015
1,1,30.963,0,0,0,0,0,0,0,0,0,0,0,25.401,12,24.12,0,51.286,0,42.128,0,25.328,0,0,0,6.618,0,27.852,20.856,0,0,0,0,27.968,27.569,0,0,0,0,0,0,0,20.5,0,5.7,49.862,39.674,24.921,-24.001,-51.912,409.48,8/12/2015
2,2,28.727,0,0,0,0,0,0,0,0,0,0,0,30.001,10.8,24.93,0,45.54,0,38.203,0,25.328,0,0,0,6.611,0,26.617,25.476,0,0,0,0,28.108,27.348,0,0,0,0,0,0,0,22,0,5.8,48.236,50.661,32.74,-29.301,-57.405,397.05,8/12/2015
3,3,31.452,0,0,0,0,0,0,0,0,0,0,0,23.901,11.3,23.42,0,35.12,0,38.569,0,25.3,0,0,0,6.603,0,29.065,27.192,0,0,0,0,28.118,26.669,0,0,0,0,0,0,0,22.5,0,5.8,49.205,48.341,33.93,-28.901,-53.908,384.76,8/12/2015
4,4,26.647,0,0,0,0,0,0,0,0,0,0,0,32.101,13.7,23.78,0,29.836,0,39.672,0,25.272,0,0,0,6.594,0,30.054,30.756,0,0,0,0,28.129,26.958,0,0,0,0,0,0,0,23,0,5.86,47.755,49.44,35.844,-27.701,-55.208,387.75,8/12/2015
5,5,33.38,0,0,0,0,0,0,0,0,0,0,0,23.901,11.3,22.8,0,43.789,6.51,31.726,0,25.578,0,0,0,6.613,0,26.347,33.132,0,0,0,0,28.668,27.108,0,0,0,0,0,0,0,23,0,5.86,50.803,37.721,23.42,-14,-42.006,395.39,8/12/2015
6,6,33.544,0,0,0,0,0,0,0,0,0,0,0,20.301,12.6,27.62,0,29.758,0,39.524,0,25.105,0,0,0,6.63,0,28.751,32.472,0,0,0,0,28.429,26.938,0,0,0,0,0,0,0,23.4,0,5.8,39.16,52.98,38.343,-28.701,-56.105,373.52,8/12/2015
7,7,35.009,0,0,0,0,0,0,0,0,0,0,0,23.701,14.4,22.02,0,34.904,0,43.803,0,25.328,0,0,0,0,0,29.829,31.02,0,0,0,0,28.378,27.318,0,0,0,0,0,0,0,23.3,0,5.7,36.927,25.513,17.945,-12.3,-42.518,393,8/12/2015
8,8,30.813,0,0,0,0,0,0,0,0,0,0,0,18.901,12.7,23.45,0,50.976,0,36.64,0,25.189,0,0,0,0,0,30.885,32.076,0,0,0,0,27.918,27.009,0,0,0,0,0,0,0,23.4,0,5.6,50.528,31.495,29.426,-19.501,-46.107,400.78,8/12/2015
9,9,31.69,0,0,0,0,0,10.503,15.813,0,0,0,0,18.601,9.4,30.4,0,50.724,0,36.129,0,25.244,0,0,0,6.593,0,30.683,31.548,0,0,0,0,27.128,26.128,0,0,0,0,0,0,0,22.6,0,5.44,48.612,36.744,30.863,-22.401,-49.019,431.04,8/12/2015
10,10,21.711,0,0,0,0,0,10.327,30.543,0,0,0,0,17.701,10.1,22.2,0,51.922,16.61,33.044,0,25.801,0,0,0,6.625,0,27.763,32.34,0,0,0,0,25.809,25.728,0,0,0,0,0,0,0,22.33,0,5.15,48.126,32.35,26.176,-25.501,-43.416,444.22,8/12/2015
11,11,19.769,0,0,0,0,0,8.767,29.217,0,0,0,0,19.901,12.7,26.3,22.831,41.879,13.238,21.128,0,25.857,0,0,0,6.628,0,30.548,30.096,0,0,0,0,25.388,24.739,0,0,0,0,0,0,0,22.3,0,5,47.103,25.88,23.466,-18.201,-38.508,440.77,8/12/2015
12,12,25.528,0,0,0,0,0,8.657,28.481,0,0,0,0,15.501,9.3,27.8,21.303,52.169,17.271,24.528,0,26.135,0,0,0,6.638,0,27.74,30.36,0,0,0,0,24.888,23.668,0,0,0,0,0,0,0,21.8,0,4.9,46.992,26.734,26.853,-21.201,-38.801,450.09,8/12/2015
13,13,19.388,0,0,0,0,0,8.584,28.127,0,0,0,0,11.7,7.6,22.9,43.851,52.584,17.236,18.379,0,25.885,0,0,0,6.64,0,27.336,30.228,0,0,0,0,25.048,23.708,0,0,0,0,0,0,0,22,0,4,50.057,32.838,30.314,-23.301,-34.718,440.14,8/12/2015
14,14,11.459,0,0,0,0,0,8.599,27.774,0,0,0,0,8.9,4.9,14.4,54.364,48.036,15.017,12.612,0,26.191,0,0,0,6.608,0,33.76,32.208,0,0,0,0,25.518,24.108,0,0,0,0,0,4.9,4.9,21.8,0,4.9,45.704,32.96,28.382,-37.801,-40.101,453.22,8/12/2015
15,15,7.59,0,0,0,0,0,9.756,28.039,0,35.932,0,0,2.2,2.5,6.6,37.9,53.15,17.378,8.499,0,26.219,0,0,0,6.594,0,27.156,27.72,0,0,0,0,25.339,23.789,0,0,0,0,0,0,0,22.3,0,4.9,43.981,26.49,18.22,-37.101,-29.316,439.26,8/12/2015
16,16,6.661,0,0,0,0,0,9.859,29.512,0,0,0,0,3.7,3,5.5,53.325,55.213,18.202,9.64,0,25.718,0,0,0,6.621,0,30.211,29.964,0,0,0,0,25.388,23.848,0,0,0,0,0,4.9,4.9,21.8,0,5.22,50.879,40.04,28.053,-35.001,-34.205,425.18,8/12/2015
17,17,20.293,0,0,0,0,0,9.983,29.6,0,0,0,0,10.3,6.1,23.7,21.638,47.798,14.787,19.791,0,26.052,0,0,0,6.621,0,30.548,29.7,0,0,0,0,25.598,24.689,0,0,0,0,0,0,0,21.7,0,5,49.353,35.279,19.227,-27.901,-42.116,438.76,8/12/2015
18,18,35.414,0,0,0,0,0,10.005,30.248,20.593,35.904,0,0,30.201,13.8,31.4,48.312,47.843,15.173,43.732,0,25.94,0,0,0,6.594,0,30.885,29.7,7.506,0,0,0,25.329,24.299,0,0,0,0,0,4.9,4.9,21.5,0,5.3,46.931,55.177,36.879,-21.701,-54.714,580.75,8/12/2015
19,19,30.1,0,0,0,0,0,10.042,30.661,20.916,35.877,0,0,26.701,12.9,23,53.198,52.931,17.251,33.955,0,25.745,0,0,0,6.611,0,26.033,32.076,7.615,0,0,0,25.459,23.968,0,8.869,0,0,0,4.9,4.9,21.4,0,5.4,49.187,45.656,29.948,-33.901,-57.002,605.01,8/12/2015
20,20,23.196,0,0,0,0,0,8.738,29.512,20.674,35.348,0,20.11,19.701,5.6,12.9,53.072,52.803,17.143,28.104,0,25.773,0,0,0,6.6,0,29.672,30.36,15.217,0,0,0,25.469,23.648,0,3.774,0,0,0,4.9,4.9,21.3,0,5.4,50.539,55.91,35.432,-39.201,-54.915,577.22,8/12/2015
21,21,17.895,4.678,0,0,0,0,9.471,29.718,13.02,35.932,0,0,31.701,15.701,13.62,55.835,33.126,10.516,34.155,0,25.745,0,0,0,6.61,0,30.728,32.736,0,0,0,0,26.078,23.479,0,8.73,0,0,0,0,0,21.2,0,5.4,37.14,47.365,31.697,-37.501,-59.713,541.39,8/12/2015
22,22,12.136,0,0,0,0,0,9.983,30.16,0,0,0,0,17.801,10,14.62,53.064,51.962,16.401,25.023,0,25.912,0,0,0,6.62,0,30.817,32.604,0,0,0,0,26.669,23.898,0,0,0,0,0,0,0,21.6,0,5.5,48.365,39.918,21.213,-28.701,-38.911,469.61,8/12/2015
23,23,24.122,0,0,0,0,0,10.049,0,0,0,0,0,26.101,14.3,27.06,13.992,34.095,10.914,35.012,0,25.885,0,0,0,6.6,0,30.48,32.076,0,0,0,0,25.939,23.609,0,0,0,0,0,0,0,21.2,0,5.5,31.021,42.238,27.531,-34.401,-60.115,422.71,8/12/2015
0,0,30.509,0,0,0,0,0,0,0,0,0,0,0,19.101,12.3,25.07,0,47.945,14.244,30.831,0,25.745,0,0,0,6.621,0,26.55,30.624,0,0,0,0,26.069,23.208,0,0,0,0,0,0,0,21.2,0,5.46,39.488,40.773,25.15,-33.301,-55.318,407.67,9/12/2015
1,1,28.482,0,0,0,0,0,0,0,0,0,0,0,24.401,13.9,21.1,0,32.929,10.754,28.631,0,25.606,0,0,0,6.613,0,29.492,33.66,0,0,0,0,26.038,23.118,0,0,0,0,0,0,0,21.4,0,5.55,37.621,32.472,20.371,-21.901,-47.114,385.46,9/12/2015
2,2,16.344,0,0,0,0,0,0,0,0,0,0,0,16.301,6.4,15.27,0,48.466,14.201,8.394,0,25.69,0,0,0,6.628,0,29.762,31.68,0,0,0,0,25.788,23.059,0,0,0,0,0,0,0,21.3,0,5.78,41.137,27.589,10.996,-42.201,-41.804,381.61,9/12/2015
3,3,20.06,0,0,0,0,0,10.327,0,0,0,0,0,11.2,6.4,12.16,18.784,50.777,0,25.308,0,25.829,0,0,0,6.613,0,29.604,30.096,0,0,0,0,25.428,22.749,0,0,0,0,0,0,0,21.6,0,5.6,32.862,36.378,21.973,-36.301,-41.713,375.06,9/12/2015
4,4,26.152,0,0,0,0,0,10.027,0,0,0,0,0,19.201,9.3,27.96,16.67,33.942,0,24.559,0,25.801,0,0,0,6.61,0,28.683,23.1,0,0,0,0,26.168,22.438,0,0,0,0,0,0,0,21.3,0,5.6,37.359,31.373,19.987,-31.801,-46.602,391.91,9/12/2015
5,5,26.751,0,0,0,0,0,9.961,10.275,0,0,0,0,13.5,9.6,20.93,16.359,34.213,11.012,33.201,0,25.384,0,0,0,6.608,0,31.536,24.552,0,0,0,0,25.849,22.988,0,0,0,0,0,0,0,21.3,0,5.6,41.738,39.796,29.911,-28.301,-50.209,400.16,9/12/2015
6,6,26.529,0,0,0,0,0,10.042,26.212,0,0,0,0,16.801,7.9,18.32,19.33,40.444,13.13,29.65,0,25.829,0,0,0,6.62,0,28.953,27.588,0,0,0,0,25.898,23.189,0,0,0,0,0,0,0,21.3,0,5.6,37.109,50.417,34.141,-31.301,-46.602,403.78,9/12/2015
7,7,24.304,0,0,0,0,0,9.939,26.183,0,0,0,0,20.701,9.3,17.59,16.681,41.774,13.331,34.65,0,25.662,0,0,0,6.603,0,29.582,29.964,0,0,0,0,26.028,23.118,0,0,0,0,0,0,0,21.4,0,5.7,36.995,19.044,15.5,-15.8,-37.611,438.36,9/12/2015
8,8,30.506,0,0,0,0,0,9.844,29.188,0,0,0,0,27.101,12.2,21.74,50.227,47.956,15.072,41.426,0,25.857,0,0,0,6.611,0,28.122,31.152,0,0,0,0,25.849,22.889,0,0,0,0,0,0,4.9,21.2,0,5.6,46.185,27.711,25.416,-1.8,-44.002,496.31,9/12/2015
9,9,26.133,0,0,0,0,0,9.859,29.129,0,32.871,0,0,24.101,11.3,23.1,57.308,47.68,14.962,41.503,0,25.968,0,0,0,6.615,0,31.199,33.264,0,0,0,0,26.078,24.498,0,0,0,0,0,4.9,4.9,21.1,0,5.38,49.401,34.913,33.958,-26.801,-54.109,563.29,9/12/2015
10,10,23.86,0,0,0,0,0,9.8,30.131,19.143,32.871,0,0,17.601,11.3,22.5,57.876,52.109,16.708,36.556,0,26.135,0,0,0,6.603,0,27.066,18.348,23.639,0,0,0,25.258,24.009,0,0,0,0,0,4.9,0,20.2,0,5.23,49.861,15.87,9.961,-10.3,-35.414,581.6,9/12/2015
11,11,30.923,0,18.543,0,0,0,9.566,31.191,19.449,33.455,0,0,22.201,10.6,25.27,51.876,48.189,15.325,28.892,0,26.052,0,0,0,6.615,0,29.335,27.984,12.633,0,0,0,25.128,24.179,3.558,0,0,0,0,4.9,0,20.5,0,5.23,46.998,16.48,16.453,-12.3,-33.912,591.89,9/12/2015
12,12,21.5,0,18.421,0,0,0,9.74,31.16,22.334,33.288,0,0,20.601,10.4,17.7,54.767,48.084,15.252,28.383,0,26.024,0,0,0,6.6,0,28.908,31.02,8.258,0,0,0,24.859,23.678,6.425,0,0,0,0,4.9,4.9,20.8,0,5.15,47.267,15.87,8.103,-9.1,-33.601,589.15,9/12/2015
13,13,21.634,0,18.384,0,0,0,9.58,30.602,20.255,33.594,0,0,21.501,9.3,20.17,54.064,51.497,16.919,22.33,0,26.163,0,0,0,6.611,0,25.269,26.4,18.417,0,0,0,24.808,23.988,5.246,0,0,0,0,4.9,4.9,21.2,0,5.15,49.363,18.677,16.041,-13.4,-31.111,582.03,9/12/2015
14,14,16.984,0,18.262,0,0,0,9.478,29.954,20.319,33.01,0,0,10.5,5.8,18.9,49.273,52.223,17.03,18.394,0,46.397,0,0,0,6.606,0,13.724,30.624,17.473,19.1,0,14.752,25.079,24.918,7,6.925,0,0,0,4.9,4.9,20.7,0,4.9,50.41,24.537,20.096,-21.201,-32.704,607.78,9/12/2015
15,15,9.398,4.552,18.531,6.885,0,0,9.053,30.396,21.947,32.871,0,0,3.2,3.1,5.9,47.451,52.38,17.05,7.654,0,47.678,0,0,0,6.601,0,0,31.284,22.997,24.186,24.419,23.516,25.079,23.749,8.88,8.831,0,0,0,4.9,4.9,20.6,0,4.91,49.826,39.43,34.37,-34.701,-27.302,590.94,9/12/2015
16,16,5.233,16.429,18.323,16.724,0,0,6.753,31.279,21.77,32.926,0,0,0.9,1.1,3.4,49.648,48.183,15.028,6.064,0,47.761,0,0,0,6.608,0,0,30.228,14.055,15.614,18.977,20.249,24.779,24.009,6.215,6.135,0,0,0,4.9,4.9,20.4,0,4.9,48.331,28.687,19.785,-33.801,-29.206,586.36,9/12/2015
17,17,7.17,16.387,18.641,14.356,0,0,7.127,30.278,21.737,33.622,0,0,4.7,2.9,6.1,49.317,48.08,15.258,10.155,15.698,47.65,0,0,0,6.61,0,1.078,29.304,7.698,9.119,0,0,24.888,24.118,5.748,5.646,0,0,0,4.9,4.9,20.5,0,5.14,47.504,40.773,29.279,-41.901,-33.802,552.01,9/12/2015
18,18,6.924,16.345,18.653,16.797,9.082,5.566,6.929,30.896,21.431,35.598,0,0,6.2,3.7,13.25,48.649,51.997,16.954,9.7,43.67,47.594,0,0,0,6.606,0,7.794,29.964,14,15.573,0,0,24.989,24.118,8.911,8.887,0,0,0,4.9,4.9,21,0,5.3,48.874,32.105,17.542,-30.601,-30.415,647.12,9/12/2015
19,19,9.819,16.288,18.787,16.773,18.482,17.09,8.584,31.751,21.85,35.737,0,0,14.2,8.9,14.7,53.683,40.957,13.146,10.314,47.372,47.65,0,0,0,6.615,0,13.005,26.268,0,7.752,0,0,25.148,24.358,3.534,3.458,0,0,0,4.9,4.9,20.6,0,5.2,36.829,40.895,33.262,-40.901,-42.701,638.1,9/12/2015
20,20,29.15,0,1.465,12.586,1.184,0,8.592,31.986,21.979,35.737,0,0,12.6,9.4,20.4,53.848,49.693,15.73,25.735,46.898,41.276,0,0,0,6.591,0,29.986,30.096,0,7.725,0,0,26.158,23.309,0,3.435,0,0,0,4.9,4.9,20.5,0,5.4,45.788,45.778,31.083,-34.301,-45.906,630.44,9/12/2015
21,21,25.498,0,0,0,0,0,8.665,31.986,0,35.626,0,0,20.101,13.9,24.79,53.848,52.239,17.117,40.78,26.135,25.551,0,0,0,6.605,0,29.694,29.832,0,7.807,0,0,26.058,23.078,0,3.453,0,0,0,0,0,20.2,0,5.22,49.514,50.539,37.574,-31.401,-59.017,580.03,9/12/2015
22,22,26.627,0,0,0,0,0,9.002,32.163,0,0,0,0,26.501,12.3,33.39,50.599,42.36,13.806,35.189,25.968,25.718,0,0,0,6.6,0,27.852,33.528,0,0,0,0,26.058,23.309,0,3.535,0,0,0,0,0,20.5,0,5.5,45.542,54.201,40.129,-28.701,-54.604,515.03,9/12/2015
23,23,31.689,0,0,0,0,0,4.688,0,0,0,0,0,31.101,16.201,26.64,0,52.102,17.06,37.953,25.912,25.745,0,0,0,6.61,0,28.886,31.02,0,0,0,0,26.279,23.808,0,0,0,0,0,0,0,20.5,0,5.5,46.065,36.622,20.774,-19.201,-52.004,471.58,9/12/2015
0,0,32.461,0,0,0,0,0,0,0,0,0,0,0,29.701,14.8,25.17,0,47.825,14.907,31.74,26.024,25.551,0,0,0,6.605,0,29.941,28.116,0,0,0,0,26.038,23.009,0,0,0,0,0,0,0,20.5,0,5.5,44.947,33.57,21.021,-15.2,-45.906,439.37,10/12/2015
1,1,28.894,0,0,0,0,0,0,0,0,0,0,0,24.501,14,23.9,0,50.678,0,33.914,25.885,25.745,0,0,0,0,0,29.2,27.192,0,0,0,0,26.858,23.309,0,0,0,0,0,0,0,20.1,0,5.5,41.269,34.425,23.191,-28.301,-52.315,423.95,10/12/2015
2,2,30.081,0,0,0,0,0,0,0,0,0,0,0,15.1,10.2,28.72,0,54.003,1.534,36.828,25.94,25.801,0,0,0,0,0,28.998,31.152,0,0,0,0,26.138,22.858,0,0,0,0,0,0,0,20.2,0,5.53,49.836,40.895,28.639,-22.701,-47.316,413.4,10/12/2015
3,3,33.512,0,0,0,0,0,0,0,0,0,0,0,24.301,12.7,23.22,0,51.534,0,42.228,25.718,25.94,0,0,0,0,0,30.031,29.964,0,0,0,0,26.058,23.128,0,0,0,0,0,0,0,20.2,0,5.53,37.989,43.58,29.481,-21.101,-50.41,410.5,10/12/2015
4,4,33.572,0,0,0,0,0,0,0,0,0,0,0,32,13.9,21.66,0,47.5,8,41.29,25.745,25.885,0,0,0,0,0,31.626,29.7,0,0,0,0,26.188,23.428,0,0,0,0,0,0,0,20,0,5.53,32.047,46.754,31.175,-23.2,-53.505,416.87,10/12/2015
5,5,32.045,0,0,0,0,0,0,0,0,0,0,0,19.701,13.3,26.61,0,53.165,17.434,43.439,25.912,25.968,0,0,0,0,0,31.312,27.588,0,0,0,0,26.488,23.198,0,0,0,0,0,0,0,20,0,5.53,39.125,41.749,23.978,-25.701,-51.711,442.51,10/12/2015
6,6,31.537,0,0,0,0,0,7.332,17.198,0,0,0,0,16.501,13.9,21.4,0,34.319,10.342,40.135,25.69,25.718,0,0,0,0,0,31.491,30.228,0,0,0,0,25.968,24.098,0,0,0,0,0,0,0,20.3,0,5.63,45.039,45.167,32.081,-27.001,-50.209,426.8,10/12/2015
7,7,33.534,0,0,0,0,0,7.105,19.466,0,0,0,0,24.101,13.3,31.01,0,51.479,16.641,42.254,25.968,25.857,0,0,0,0,0,31.356,29.436,0,0,0,0,26.058,23.869,0,0,0,0,0,0,0,20.5,0,3.2,48.199,17.212,4.495,16.801,-26.405,461.25,10/12/2015
8,8,31.069,0,0,0,0,0,7.134,33.371,0,0,0,0,17.401,10.8,22.92,13.777,51.972,16.906,41.186,26.135,25.829,0,0,0,6.621,0,30.076,29.7,0,19.524,0,0,25.858,23.548,0,0,0,0,0,0,4.9,20.2,0,5.15,50.658,14.405,11.408,0.5,-25.105,513.54,10/12/2015
9,9,27.527,0,0,0,0,0,7.061,33.017,0.564,36.183,0,0,21.901,8.6,17.09,49.108,52.492,0,27.687,25.829,25.94,0,0,0,6.643,0,30.076,30.492,0,22.395,0,0,26.078,23.668,0,0,0,0,0,4.9,4.9,20.2,0,5.3,49.291,10.498,13.642,-6.2,-23.402,562.41,10/12/2015
10,10,20.081,0,0,0,0,0,6.973,32.723,21.657,34.485,0,0,20.301,9.4,10.23,51.241,49.398,15.675,18.965,41.109,25.94,0,0,0,6.61,0,28.526,30.624,7,8.285,0,0,25.648,23.428,8.765,8.766,0,0,0,4.9,4.9,20.1,0,5,48.035,4.395,0,4.7,-10.108,589.81,10/12/2015
11,11,16.685,0,0,0,0,0,6.79,32.34,20.336,34.568,0,0,22.001,11,11.25,49.356,48.826,0,31.241,40.887,25.773,0,0,0,6.591,0,27.336,31.152,11.348,13.016,0,0,25.918,23.789,3.537,3.446,0,0,0,4.9,4.9,20.4,0,5.07,48.359,-8.301,-3.809,6.4,-15.51,602.07,10/12/2015
12,12,17.953,0,0,0,0,0,5.567,31.839,20.384,34.067,0,0,12.2,5.2,8.39,51.664,47.224,0,19.064,40.72,25.801,0,0,0,6.618,0,29.312,29.568,17.555,19.1,0,0,26.938,26.938,8.901,8.884,0,0,0,4.9,4.9,20.2,0,5,47.929,1.587,0,-2.8,-10.511,588.53,10/12/2015
13,13,9.958,0,0,0,0,0,5.596,31.397,20.046,34.012,0,0,5.4,2.4,9.05,52.12,51.299,0,8.383,46.982,34.29,0,0,0,6.611,0,29.267,29.568,19.948,21.192,0,0,27.988,27.498,8.74,8.748,0,0,0,4.9,4.9,20,0,4.83,49.657,6.958,3.021,-17.501,-11.701,594.02,10/12/2015
14,14,6.813,0,0,0,0,0,5.479,30.867,18.74,33.956,0,0,2.5,1.8,5.04,52.304,51.392,0,7.332,47.65,47.622,0,0,0,6.623,0,27.763,31.68,21.206,22.368,0,20.331,25.688,25.979,8.014,7.944,0,0,0,4.9,4.9,20,0,4.83,49.66,5.86,3.919,-19.501,-13.916,617.01,10/12/2015
15,15,5.742,0,18.311,0,0,0,5.654,31.132,17.516,33.956,0,0,1.2,0.8,4.2,52.823,50.472,0,3.222,47.789,47.65,0,0,0,6.611,0,28.796,30.756,16.612,18.061,0,21.342,25.238,24.798,6.599,6.515,0,0,0,4.9,4.9,20,0,4.99,50.165,8.423,8.322,-24.001,-10.016,608.04,10/12/2015
16,16,5.493,0,18.47,15.479,0,0,4.021,31.191,17.467,35.014,0,0,2,0.9,6.19,52.613,49.416,0,5.198,47.511,47.427,0,0,0,6.593,0,29.402,5.28,16.831,18.307,0,20.194,24.868,24.228,3.525,3.503,0,0,0,4.9,4.9,20.3,0,5.15,48.748,9.766,8.753,-11.1,-11.115,578.82,10/12/2015
17,17,10.609,0,0,0,0,0,4.05,30.867,18.289,34.958,0,0,9.5,4.5,11.01,55.757,44.748,0,14.108,38.27,38.91,0,0,0,6.601,0,27.448,28.644,14.493,15.997,0,0,27.298,27.108,3.511,3.345,0,0,0,4.9,4.9,20.5,0,5.15,47.313,-4.395,-16.929,7.5,4.193,562.44,10/12/2015
18,18,28.898,0,0,0,0,0,2.695,31.928,18.901,35.487,0,0,17.701,7.1,28.13,56.798,54.331,0,35.816,39.885,29.252,0,0,0,6.621,0,24.775,29.964,23.721,24.678,0,0,24.479,24.438,3.685,3.531,0,0,0,4.9,4.9,19.8,0,5.15,50.127,22.828,10.84,-4.6,-32.704,641.35,10/12/2015
19,19,22.136,11.821,0,0,0,0,2.703,32.87,21.351,35.543,0,0,22.301,9.2,21.6,53.022,44.831,0,29.648,47.539,47.65,0,0,0,6.606,0,30.435,27.588,10.746,12.223,0,17.35,24.378,24.098,5.222,5.112,0,0,0,4.9,4.9,19.8,0,5.06,47.389,30.03,19.126,-17.601,-31.001,647.47,10/12/2015
20,20,16.945,16.499,0,0,0,0,2.703,33.076,20.658,35.543,0,0,9.1,4.3,23.03,56.551,47.62,0,22.891,47.399,47.399,0,0,0,6.583,0,26.684,28.248,16.817,18.294,0,0,24.328,24.098,3.559,3.445,0,0,0,4.9,4.9,19.7,0,5.22,48.674,37.721,27.055,-36.501,-40.815,631.71,10/12/2015
21,21,7.307,14.944,0,0,0,0,2.637,33.047,21.721,35.487,0,0,4.7,2.3,9.89,55.345,45.486,0,12.295,47.344,43.642,0,0,0,6.598,0,30.615,25.74,16.708,17.706,0,0,24.479,24.438,5.992,5.857,0,0,0,4.9,4.9,19.6,0,5.36,47.976,36.256,23.521,-29.301,-18.714,565.28,10/12/2015
22,22,10.499,0,0,0,0,0,2.637,32.841,18.321,35.543,0,0,11.4,5.1,11.1,52.876,44.458,14.471,17.772,34.151,25.523,0,0,0,6.615,0,27.583,28.248,0,0,0,0,24.689,24.528,6.102,0.294,0,0,0,4.9,4.9,20,0,5.38,45.102,42.238,25.105,-33.001,-33.418,514.1,10/12/2015
23,23,12.695,0,0,0,0,0,2.71,33.047,0,0,0,0,16.601,7.5,11.5,42.184,50.719,15.716,29.615,25.885,25.718,0,0,0,6.605,0,30.054,28.908,0,0,0,0,24.638,24.158,0,0,0,0,0,0,0,19.3,0,5.45,50.163,35.524,20.051,-32.801,-37.501,477.92,10/12/2015
0,0,24.75,0,0,0,0,0,2.71,33.135,0,0,0,0,13.3,6,20.25,28.279,53.146,16.864,18.177,25.69,25.745,0,0,0,6.626,0,29.425,32.34,0,0,0,0,24.538,24.219,0,0,0,0,0,0,0,19.7,0,5.6,48.072,54.079,36.11,-33.901,-42.409,444.71,11/12/2015
1,1,30.775,0,0,0,0,0,0,33.135,0,0,0,0,23.401,9.8,22.9,0,38.981,12.692,31.672,25.551,25.411,0,0,0,6.636,0,33.153,30.624,0,0,0,0,24.508,24.418,0,0,0,0,0,0,0,19.4,0,5.6,40.004,52.858,36.119,-28.101,-48.213,425.99,11/12/2015
2,2,33.522,0,0,0,0,0,1.626,0,0,0,0,0,26.601,9.7,21,0,49.641,15.286,31.541,25.551,25.3,0,0,0,6.586,0,30.683,27.588,0,0,0,0,24.628,24.378,0,0,0,0,0,0,0,19.5,0,5.61,46.736,49.074,33.015,-22.101,-46.51,412.01,11/12/2015
3,3,34.4,0,0,0,0,0,0,0,0,0,0,0,16.401,9.4,27,0,42.124,13.208,36.634,25.411,25.328,0,0,0,6.598,0,27.987,28.116,0,0,0,0,24.299,24.368,0,0,0,0,0,0,0,19.5,0,5.69,47.218,43.092,29.188,-26.001,-49.11,416.52,11/12/2015
4,4,30.102,0,0,0,0,0,0,0,0,0,0,0,15.401,9.1,29.2,0,52.446,0,33.416,25.328,25.272,0,0,0,6.594,0,32.345,27.72,0,0,0,0,24.418,24.519,0,0,0,0,0,0,0,19.8,0,5.6,50.268,47.243,33.702,-35.301,-53.706,419.61,11/12/2015
5,5,30.103,0,0,0,0,0,5.947,32.9,0,0,0,0,16.201,8.6,24.7,0,46.683,15.081,34.064,25.634,25.328,0,0,0,6.64,0,27.65,30.36,0,0,0,0,25.408,25.459,0,0,0,0,0,0,0,19.6,0,5.75,36.926,44.191,27.833,-26.801,-45.705,443.52,11/12/2015
6,6,31.261,0,0,0,0,0,5.786,1.496,0,0,0,0,20.201,7.6,27.4,0,39.668,12.68,39.105,25.69,25.495,0,0,0,6.591,0,22.776,28.908,0,0,0,0,25.209,24.108,0,0,0,0,0,0,0,19.2,0,5.67,37.074,37.233,23.429,-28.401,-53.102,426.78,11/12/2015
7,7,29.521,0,0,0,0,0,5.808,32.9,0,0,0,0,25.401,8.7,28.8,0,38.436,12.338,33.464,25.634,25.718,0,0,0,6.601,0,27.852,28.644,0,0,0,0,24.828,23.479,0,0,0,0,0,0,0,19.4,0,5.69,50.196,22.34,16.736,-7.5,-36.11,457.94,11/12/2015
8,8,32.86,0,0,0,0,0,5.713,30.307,0,0,0,0,21.801,9.7,29.1,50.409,50.552,16.607,34.233,25.718,25.801,0,0,0,6.584,0,29.649,29.7,0,0,0,0,25.448,24.358,0,0,0,0,0,0,0,19.5,0,5.41,49.489,17.335,19.236,-6.4,-33.106,525.87,11/12/2015
