,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,GSR,HPA1,HPA2,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
0,00,13.928,0,0,0,0,0,10.284,18.141,0,0,0,0,6.8,7.9,13.813,16.243,51.578,16.798,21.266,25.3,25.411,0,6.618,0,0,0,0,0,0,0,30.378,25.168,0,0,0,0,0,19.297,0,5.29,50.655,-11.597,-16.37,4.2,-8.716,397.37,1/10/2014
1,01,16.957,0,0,0,0,0,10.144,0,0,0,0,0,10.6,7.3,14.075,30.151,51.504,16.798,22.361,25.523,25.606,0,0,0,0,0,0,0,0,0,30.558,25.308,0,0,0,0,0,19.297,0,5.29,37.7,0,0,-16.5,-23.914,389.59,1/10/2014
2,02,18.181,0,0,0,0,0,10.349,0,0,0,0,0,10.8,7.2,13.235,0,51.652,16.724,20.805,25.551,25.356,0,0,0,0,0,0,0,0,0,30.978,25.509,0,0,0,0,0,19.297,0,5.2,49.622,7.691,0,-18.801,-35.011,376.59,1/10/2014
3,03,8.254,0,0,0,0,0,10.269,31.692,0,0,0,0,3.7,1.5,15.336,0,50.098,0,13.888,25.69,25.551,0,0,0,0,0,0,0,0,0,30.957,25.088,0,0,0,0,0,19.297,0,5.2,50.64,7.447,0,-26.601,-30.213,366.53,1/10/2014
4,04,7.008,0,0,0,0,0,10.108,32.9,0,0,0,0,7.9,7.1,10.504,23.194,49.654,0,8.71,25.662,25.439,0,0,0,0,0,20.167,0,0,0,31.328,25.459,0,0,0,0,0,19.297,0,5.4,40.559,10.498,8.167,-19.901,-20.417,372.04,1/10/2014
5,05,5.895,0,0,0,0,0,10.247,32.635,0,0,0,0,6,4.7,12.237,49.139,51.948,16.946,13.707,25.189,25.578,0,0,0,0,0,19.333,0,0,0,30.738,25.268,0,0,0,0,0,19.297,0,5.44,50.507,10.987,4.935,-1.9,-8.002,398.81,1/10/2014
6,06,17.245,0,0,0,0,0,10.313,32.959,0,0,0,0,18.001,14.9,14.023,13.964,52.244,16.872,27.992,25.3,25.578,0,0,0,0,0,0,0,0,0,31.378,24.938,0,0,0,0,0,19.297,0,5.47,37.662,-3.052,-9.632,11.2,-11.701,401.31,1/10/2014
7,07,14.278,0,0,0,0,0,10.152,32.9,0,1.726,0,0,16.001,14,14.076,40.706,44.104,14.356,24.551,25.634,25.551,0,0,0,0,0,0,0,0,0,30.948,25.408,0,0,0,0,0,19.297,0,5.44,38.251,-17.579,-22.816,14,-5.017,428.81,1/10/2014
8,08,18.151,0,0,0,0,0,10.305,32.487,0,38.382,0,0,19.801,15.1,16.912,48.793,51.356,16.576,34.077,25.551,25.439,0,6.559,0,0,0,0,0,0,0,30.708,25.318,0,0,0,0,0,19.279,0,5.17,46.38,16.48,12.571,1.4,-28.309,484.22,1/10/2014
9,09,11.581,0,19.312,14.759,0,0,10.093,30.278,19.836,37.185,0,0,18.801,12,22.48,49.757,44.4,14.06,23.804,25.634,25.272,0,6.548,0,0,0,7.643,0,0,0,30.768,24.928,0,0,0,5.2,5.2,19.279,0,5.2,48.684,25.147,22.156,-14.1,-32.704,532.19,1/10/2014
10,10,11.594,10.925,18.567,15.882,2.258,0,10.181,29.659,21.093,35.793,0,0,16.101,11.8,12.185,51.222,51.356,15.392,24.933,25.829,25.467,0,6.541,0,0,0,20.276,0,0,0,31.328,24.958,0,0,0,5.2,5.2,19.279,0,5.13,50.301,35.89,25.535,-25.301,-36.311,558.64,1/10/2014
11,11,18.27,16.219,0,15.979,0,0,8.482,29.453,19.755,35.793,0,0,13.4,10.9,13.813,56.774,51.282,15.54,19.424,44.672,25.272,0,6.532,0,0,0,11.348,0,0,21.561,30.798,25.098,0,0,0,5.2,5.2,19.279,0,5,49.624,27.467,19.666,-15,-29.005,571.52,1/10/2014
12,12,8.834,15.827,0,15.418,0,0,8.548,31.014,20.545,35.849,0,0,1.3,1.6,6.039,56.566,50.394,14.948,6.38,47.455,33.873,0,6.551,0,0,0,18.676,0,19.046,18.458,33.027,24.519,0,0,0,5.2,5.2,19.446,0,4.7,49.667,27.955,16.306,-30.101,-17.615,562.56,1/10/2014
