,AMY-L9030,AMY1,AMY2,CEN,Date,Demanda,EEC,EEC20,EOL,GSR,HORA,LNI-L9040,MTR,NSL,PBP,PCA1,PCA2,PCF1,PCF2,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PEN1 y 2,PEN3,PEN4,PHC2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,PNI1,PNI2,SND-L9090,TCPI-L9150,TPC
17,21.101,32.401,21.701,0,29/3/2013,360.078,0,0,43.552,0,17,0,30.48,19.272,37.556,15.04,15.901,0,0,0,0,0,0,0,0,0,0,0,,29.438,33.977,0,0,0,0,0,0,0,19.6,5.44,25.634,25.634,0,-20.417,0
18,22.201,38.401,22.201,0,29/3/2013,401.622,40.922,0,43.001,0,18,0,32.435,14.52,38.081,13.659,14.985,0,0,0,0,0,0,0,0,0,0,0,,29.768,33.837,0,0,0,0,0,0,0,19.6,5.6,25.495,25.161,0,-14.301,0
19,23.201,39.301,20.501,0,29/3/2013,513.343,49.284,0,43.764,0,19,1.587,31.851,22.836,37.293,16.817,17.829,22.19,21.657,0,0,0,0,0,0,0,0,0,,29.838,34.108,0,0,0,0,0,0,0,18,5.6,25.745,25.551,0,-18.201,47.135
20,33.601,38.401,22.501,0,29/3/2013,503.207,50.172,0,43.351,0,20,-1.953,30.952,18.876,38.712,17.938,19.059,20.385,20.098,0,0,0,0,0,0,0,0,0,,29.367,34.347,0,0,0,0,0,0,0,18.2,5.59,25.662,25.745,0,-11.811,47.135
21,24.101,39.301,22.501,0,29/3/2013,466.207,50.172,0,43.552,0,21,6.836,32.435,16.5,39.184,7.821,8.737,16.626,14.561,0,0,0,0,0,0,0,0,0,,30.527,33.587,0,0,0,0,0,0,0,20.6,5.7,25.801,25.272,0,-22.211,35.693
22,23.501,39.301,22.601,0,29/3/2013,419.196,50.172,0,43.73,0,22,0,33.872,18.216,39.762,11.362,12.305,0,0,0,0,0,0,0,0,0,0,0,,30.487,33.617,0,0,0,0,0,0,0,20.1,5.8,25.411,25.94,0,-20.215,0
23,21.701,37.201,22.601,0,29/3/2013,383.718,38.998,0,43.713,0,23,2.808,31.626,19.404,39.499,0,7.588,0,0,0,0,0,0,0,0,0,0,0,,30.998,33.568,0,0,0,0,0,0,0,20,5.8,25.467,25.857,0,-19.117,0
0,21.501,37.301,22.701,0,30/3/2013,351.579,3.33,0,43.713,0,00,-1.221,33.827,12.936,38.291,0,12.647,0,0,0,0,0,0,0,0,0,0,0,,30.808,33.788,0,0,0,0,0,0,0,20,5.8,25.801,25.912,0,-21.406,0
1,36.301,35.101,22.601,0,30/3/2013,331.482,0,0,43.827,0,01,-8.667,32.457,16.5,38.501,0,7.246,0,0,0,0,0,0,0,0,0,0,0,,30.598,33.837,0,0,0,0,0,0,0,20,5.8,25.857,25.885,0,-10.108,0
2,36.501,39.501,22.001,0,30/3/2013,328.596,0,0,30.447,0,02,-13.672,32.3,18.348,36.611,0,7.492,0,0,0,0,0,0,0,0,0,0,0,,30.698,33.868,0,0,0,0,0,0,0,20,5.91,25.94,26.024,0,-4.102,0
3,33.201,33.401,22.601,0,30/3/2013,321.072,0,0,30.512,0,03,-10.987,32.502,15.708,38.186,0,7.684,0,0,0,0,0,0,0,0,0,0,0,,30.648,33.898,0,0,0,0,0,0,0,20.2,5.92,25.829,25.662,0,-6.5,0
4,30.601,34.901,20.301,0,30/3/2013,321.547,0,0,30.398,0,04,-9.522,33.4,17.952,36.19,0,7.698,0,0,0,0,0,0,0,0,0,0,0,,31.047,33.847,0,0,0,0,0,0,0,20,6,25.829,25.69,0,-6.61,0
5,25.801,32.901,22.501,0,30/3/2013,329.33,0,0,30.475,0,05,-9.644,33.019,13.068,37.398,0,10.022,0,0,0,0,0,0,0,0,0,0,0,,31.437,34.328,0,0,0,0,0,0,0,19.7,6,25.912,25.133,0,-10.913,0
6,26.201,31.901,22.601,0,30/3/2013,307.882,0,0,20.428,0,06,-9.156,32.547,17.556,37.03,0,7.656,0,0,0,0,0,0,0,0,0,0,0,,30.957,33.707,0,0,0,0,0,0,0,19,5.95,25.662,25.439,0,0,0
7,-7.3,38.601,20.701,0,30/3/2013,328.198,0,0,30.265,0,07,3.296,32.232,12.672,39.394,0,8.313,0,0,0,0,0,0,0,0,0,0,0,,30.747,33.837,0,0,0,0,0,0,0,20.3,5.92,25.773,25.439,0,0,0
8,-7.4,33.401,18.501,0,30/3/2013,345,0,0,41.731,0,08,4.151,32.906,8.712,35.087,0,13.276,0,15.791,0,0,0,0,0,0,0,0,0,,30.898,34.418,0,0,0,0,0,0,0,20.2,5.8,25.551,25.439,0,0,0
9,7.5,38.601,22.401,0,30/3/2013,364.143,0,0,43.25,0,09,0,31.604,10.428,34.194,0,23.858,0,16.297,0,0,0,0,0,0,0,0,0,,30.558,33.948,0,0,0,0,0,0,0,20,5.51,25.523,25.272,0,0,0
10,-2.7,34.301,20.101,0,30/3/2013,353.979,0,0,42.426,0,10,15.015,32.39,7.92,32.618,0,10.569,23.544,23.106,0,0,0,0,0,0,0,0,0,,31.607,33.138,0,0,0,0,0,0,0,19,5.28,25.3,24.994,0,0,0
11,22.001,36.401,22.501,0,30/3/2013,377.9,0,0,43.866,0,11,-5.86,31.289,10.296,37.083,0,21.862,19.88,20.044,0,0,0,0,0,0,0,0,0,,29.627,33.747,0,0,0,0,0,0,0,20,5.21,24.966,25.467,0,0,0
12,7.4,27.201,18.901,0,30/3/2013,371.922,0,0,40.146,0,12,6.104,30.525,7.524,29.571,22.928,23.708,20.044,20.044,0,0,0,0,0,0,0,0,0,,30.028,33.707,0,0,0,0,0,0,0,19.8,5.13,25.356,25.384,0,0,0
13,9.2,20.801,16.101,0,30/3/2013,370.509,0,0,32.738,0,13,0,31.401,7.392,27.051,23.53,23.913,23.721,23.776,0,0,0,0,0,0,0,0,0,,29.978,33.938,0,0,0,0,0,0,0,20,5,25.662,25.606,0,0,0
14,5.6,17.801,15.201,0,30/3/2013,369.987,47.73,0,35.452,0,14,1.953,32.053,8.316,28.101,13.563,14.657,0,16.161,0,0,0,0,0,0,0,0,0,,29.719,33.248,0,0,0,0,0,0,0,19.8,4.89,25.801,25.69,0,0,0
15,3.7,12.8,10.8,0,30/3/2013,374.87,50.246,0,21.757,0,15,1.343,29.357,5.808,24.581,24.159,23.981,0,24.938,0,0,0,0,0,0,0,0,0,,30.238,33.678,0,0,0,0,0,0,0,19,4.89,25.885,25.829,0,0,0
16,-16.6,5.8,6.1,0,30/3/2013,376.094,50.986,16.798,24.599,0,16,4.517,33.108,10.956,14.496,25.034,0,0,21.766,0,0,0,0,0,0,0,0,0,,30.368,33.837,0,0,0,0,0,0,0,20.3,5.04,25.801,25.829,0,0,0
17,-6.5,6,6,0,30/3/2013,368.695,50.986,16.724,18.146,0,17,8.423,0,14.652,7.772,25.677,0,18.376,20.44,0,0,0,0,0,0,0,0,0,,30.268,33.547,0,0,0,0,0,0,0,20.3,5.04,25.912,25.3,0,0,45.478
18,18.601,13.6,10.6,0,30/3/2013,406.463,50.246,16.724,31.933,0,18,-5.493,31.514,10.428,16.124,18.635,7.903,0,0,0,0,0,0,0,11.448,0,0,0,,30.178,33.577,0,0,0,0,0,0,0,20.5,5.2,25.94,25.745,0,0,47.465
19,4.3,29.301,19.401,11.992,30/3/2013,536.348,50.394,16.724,38.611,0,19,2.197,30.278,7.92,29.204,17.145,18.088,16.366,14.247,0,0,0,0,0,11.507,31.014,0,0,,30.088,32.937,0,0,0,0,0,0,0,20.1,5.28,25.968,26.052,0,0,47.465
20,24.201,38.501,22.601,0,30/3/2013,518.463,49.95,16.428,43.936,0,20,0,32.929,11.616,37.083,13.672,14.561,0,14.848,0,0,0,0,0,11.463,18.553,0,0,,30.968,33.738,0,0,0,0,0,0,0,20,5.36,25.801,25.662,0,-15.217,47.582
21,33.501,38.701,22.601,0,30/3/2013,485.154,50.32,16.132,43.544,0,21,-4.395,30.84,8.712,37.084,24.091,24.528,0,0,0,0,0,0,0,0,0,0,0,,30.688,33.338,0,0,0,0,0,0,0,20,5.6,25.551,25.718,0,-10.401,47.889
22,29.901,38.001,22.601,0,30/3/2013,444.269,50.32,16.65,43.766,0,22,-1.953,30.638,8.58,30.517,13.727,14.807,0,0,0,0,0,0,0,0,0,0,0,,31.028,34.017,0,0,0,0,0,0,0,19.3,5.6,25.606,25.217,0,-12.104,37.68
23,26.601,39.601,22.601,0,30/3/2013,404.153,48.988,0,43.655,0,23,-1.221,31.379,1.056,38.816,17.801,18.827,0,0,0,0,0,0,0,0,0,0,0,,30.138,33.797,0,0,0,0,0,0,0,19,5.7,25.606,25.634,0,-19.117,0
0,32.301,39.301,22.601,0,31/3/2013,369.702,32.19,0,43.82,0,00,-8.423,31.9,7.4,38.869,8.887,0,0,0,0,0,0,0,0,0,0,0,0,,30.108,33.358,0,0,0,0,0,0,0,20.2,5.9,25.495,25.69,0,-14.411,0
1,25.701,39.201,22.501,0,31/3/2013,359.542,28.786,0,41.096,0,01,0,32,9.2,39.079,7.41,0,0,0,0,0,0,0,0,0,0,0,0,,29.468,33.468,0,0,0,0,0,0,0,20,5.8,25.857,25.912,0,-18.513,0
2,30.801,37.001,22.601,0,31/3/2013,343.188,28.934,0,41.199,0,02,-5.615,31,3.5,34.667,7.834,0,0,0,0,0,0,0,0,0,0,0,0,,28.228,33.998,0,0,0,0,0,0,0,20,5.9,25.94,25.662,0,-12.214,0
3,25.001,31.801,19.901,0,31/3/2013,338.054,0,0,41.116,0,03,-12.94,30,4.5,34.824,20.96,0,0,0,0,0,0,0,0,0,0,0,0,,29.808,33.837,0,0,0,0,0,0,0,19.8,6,25.968,24.994,0,-14.704,0
4,21.801,34.101,21.001,0,31/3/2013,336.717,0,0,41.268,0,04,-1.709,30.3,4.3,32.933,15.819,15.19,0,0,0,0,0,0,0,0,0,0,0,,29.228,33.977,0,0,0,0,0,0,0,19.6,6,25.912,25.857,0,-16.901,0
5,26.801,36.801,19.601,0,31/3/2013,346.715,0,0,39.509,0,05,-5.982,31.9,4.5,32.25,19.401,21.657,0,0,0,0,0,0,0,0,0,0,0,,30.148,33.778,0,0,0,0,0,0,0,19.6,6.07,25.885,25.551,0,-12.909,0
6,35.101,37.001,22.401,0,31/3/2013,319.46,0,0,36.739,0,06,-11.231,32,0,35.875,9.215,8.039,0,0,0,0,0,0,0,0,0,0,0,,30.538,33.648,0,0,0,0,0,0,0,19.6,6,25.912,25.606,0,-7.215,0
7,13,38.301,22.101,0,31/3/2013,336.764,0,0,39.826,0,07,-13.428,32.5,4,31.357,8.149,9.092,0,0,0,0,0,0,0,0,0,0,0,,30.057,33.918,0,0,0,0,0,0,0,19.3,5.9,26.024,25.3,0,0,0
8,25.601,35.201,22.401,0,31/3/2013,349.724,0,0,41.732,0,08,-10.132,32.3,4,32.408,20.112,20.878,0,0,0,0,0,0,0,0,0,0,0,,29.968,34.357,0,0,0,0,0,0,0,18.8,5.67,25.662,25.718,0,0,0
9,20.901,35.901,22.401,0,31/3/2013,361.364,0,0,40.619,0,09,-5.86,32,6,34.247,18.43,19.333,16.571,0,0,0,0,0,0,0,0,0,0,,29.988,34.177,0,0,0,0,0,0,0,20.4,5.59,25.662,25.912,0,0,0
10,27.801,29.001,18.701,0,31/3/2013,364.968,0,0,41.791,0,10,-9.278,32.5,10,31.463,22.751,23.585,15.791,0,0,0,0,0,0,0,0,0,0,,29.938,33.147,0,0,0,0,0,0,0,20,5.2,25.384,26.413,0,0,0
11,-2.1,34.601,22.501,0,31/3/2013,373.269,0,0,41.604,0,11,3.784,32.8,5,26.157,13.057,14.151,24.678,20.604,0,0,0,0,0,0,0,0,0,,29.998,33.428,0,0,0,0,0,0,0,20,5.05,25.467,25.857,0,0,0
12,17.001,37.201,22.501,0,31/3/2013,393.629,33.078,0,43.267,0,12,-10.254,32.2,6,34.719,7.629,8.436,15.19,0,0,0,0,0,0,0,0,0,0,,29.748,33.918,0,0,0,0,0,0,0,20,5.05,25.495,25.857,0,0,0
13,0,30.901,22.201,0,31/3/2013,392.06,32.56,0,41.188,0,13,0,32,10.8,33.669,10.856,11.84,15.272,0,0,0,0,0,0,0,0,0,0,,29.757,32.628,0,0,0,0,0,0,0,20,4.89,25.718,26.079,0,0,0
14,11.1,37.201,22.601,0,31/3/2013,383.053,33.004,0,43.609,0,14,-1.587,32.5,20,36.19,7.178,8.19,2.789,0,0,0,0,0,0,0,0,0,0,,29.558,33.358,0,0,0,0,0,0,0,20.1,4.89,25.857,25.745,0,0,0
15,14.5,38.301,22.001,0,31/3/2013,379.643,32.412,0,43.003,0,15,-2.075,32.7,20,35.665,7.916,9.037,0,0,0,0,0,0,0,0,0,0,0,,29.698,33.528,0,0,0,0,0,0,0,20.3,5.04,25.606,25.801,0,0,0
16,13.1,37.501,22.601,0,31/3/2013,380.506,32.412,0,43.442,0,16,-7.935,31.1,8.5,36.61,10.555,11.28,0,0,0,0,0,0,0,0,0,0,0,,29.797,32.738,0,0,0,0,0,0,0,20,5.13,25.718,25.634,0,0,0
17,3.5,37.401,22.301,0,31/3/2013,361.676,43.29,0,41.461,0,17,11.719,33.5,18,34.456,7.547,0,0,0,0,0,0,0,0,0,0,0,0,,29.978,32.918,0,0,0,0,0,0,0,19.3,5.28,25.773,25.69,0,0,0
18,34.001,39.001,22.401,0,31/3/2013,418.544,51.06,6.808,43.642,0,18,-5.249,30,17.2,36.662,15.778,16.749,0,0,0,0,0,0,0,0,0,0,0,,29.848,32.987,0,0,0,0,0,0,0,20,5.44,25.801,25.94,0,-12.305,0
19,33.401,38.901,22.601,9.815,31/3/2013,533.35,51.208,16.798,43.602,0,19,-4.395,31.7,0,33.984,16.079,17.09,24.774,0,0,0,0,0,0,11.529,30.867,0,0,,29.968,33.237,0,0,0,0,0,0,0,20.3,5.51,25.885,25.745,0,-9.705,48.006
20,31.601,38.601,22.501,0,31/3/2013,539.291,51.06,16.872,43.719,0,20,-10.62,31.9,5.7,33.406,14.588,15.518,24.514,0,0,0,0,0,0,11.316,30.396,0,0,,29.818,33.638,0,0,0,0,0,0,0,19.6,5.45,25.384,25.857,0,-12.909,48.124
21,17.901,38.401,22.501,0,31/3/2013,498.981,51.134,16.502,41.819,0,21,4.151,30,0,38.291,17.924,18.909,24.61,0,0,0,0,0,0,6.38,0,0,0,,30.357,33.208,0,0,0,0,0,0,0,19.7,5.8,25.578,25.467,0,-20.014,48.243
22,28.401,36.201,21.901,0,31/3/2013,442.095,51.06,16.65,43.712,0,22,-1.953,31.5,4.5,39.026,8.819,9.516,0,0,0,0,0,0,0,0,0,0,0,,30.108,33.218,0,0,0,0,0,0,0,19.6,5.8,25.606,25.244,0,-15.711,38.035
23,26.901,36.001,22.501,0,31/3/2013,397.058,51.134,0,43.17,0,23,-1.831,32.9,1.9,35.402,16.229,0,16.024,0,0,0,0,0,0,0,0,0,0,,30.148,33.698,0,0,0,0,0,0,0,19.5,5.8,25.718,25.384,0,-16.004,0
