,AMY-L9030,AMY1,AMY2,CEN,Date,Demanda,EEC,EEC20,EOL,GSR,HORA,LNI-L9040,MTR,NSL,PBP,PCA1,PCA2,PCF1,PCF2,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PEN1 y 2,PEN3,PEN4,PHC2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,PNI1,PNI2,SND-L9090,TCPI-L9150,TPC
14,0.2,0.1,0,46.553,25/3/2013,560.222,50.838,16.872,0,0,14,-5.127,31.491,20.196,0,23.147,23.858,0,24.884,18.361,0,0,0,0,9.405,28.451,20.11,36.879,,29.887,33.268,0,0,0,0,5.2,5.2,0,20,5.2,25.411,25.745,0,15.784,47.546
15,-10.6,0.1,0,46.998,25/3/2013,556.201,51.06,16.65,0,0,15,9.278,32.075,23.892,0,17.309,18.294,0,14.821,18.319,18.433,0,0,0,10.262,28.864,20.368,37.491,,29.719,33.008,0,0,0,0,5.2,5.2,0,20,5.2,25.439,25.662,0,3.882,48.016
16,2.4,0.1,0,46.949,25/3/2013,542.062,50.32,16.354,0,0,16,0,31.02,21.912,0,12.948,13.795,0,15.327,18.291,18.274,0,0,0,10.891,27.803,20.094,37.352,,30.317,34.047,0,0,0,0,5.2,5.2,0,19.8,5.3,25.161,25.551,0,6.995,48.016
17,-9.7,0.1,0,50.343,25/3/2013,506.149,50.616,16.354,0,0,17,15.87,30.817,20.196,0,15.887,16.926,0,15.696,0,0,0,0,0,11.097,28.599,20.561,37.574,,30.088,33.157,0,0,0,0,0,5.2,0,19.8,5.4,25.189,26.052,0,1.392,48.016
18,-11,0.1,0,50.294,25/3/2013,516.225,51.208,16.946,0,0,18,8.911,31.873,21.516,0,10.678,11.635,0,15.696,3.095,5.567,1.66,0,0,11.302,30.072,20.722,37.352,,30.458,33.298,0,0,0,0,5.2,0,0,18.8,5.4,25.411,25.328,0,3.589,47.888
19,-1,0.1,0,50.255,25/3/2013,585.442,50.69,16.798,1.728,0,19,16.968,32.053,21.12,0,14.041,15.012,0,14.752,18.249,18.36,17.884,18.616,18.164,11.214,30.219,20.142,36.044,,30.728,33.407,0,0,0,0,5.2,0,0,18.8,5.58,25.189,25.411,0,1.483,48.101
20,-4.3,0.1,0,50.674,25/3/2013,596.851,50.764,16.724,1.985,0,20,3.662,32.188,20.724,0,18.84,19.811,0,20.577,18.418,18.458,17.737,7.202,0,11.331,30.749,20.867,36.211,,30.798,33.388,0,0,0,0,5.2,0,0,18.3,5.76,25.467,25.829,0,4.999,47.976
21,-9.8,0,0,50.634,25/3/2013,553.496,50.764,16.502,0,0,21,10.987,31.581,21.252,0,11.909,13.016,0,15.313,18.516,18.445,12.305,0,0,11.338,30.661,21.673,35.932,,30.388,33.667,0,0,0,0,5.2,0,0,18.4,5.91,25.439,25.857,0,3.497,47.976
22,9.2,20.501,13.1,44.152,25/3/2013,493.417,44.696,14.282,21.844,0,22,9.4,22.596,21.912,0,8.067,8.655,0,15.258,0,0,0,0,0,11.411,30.896,12.118,36.155,,30.408,33.138,0,0,0,0,0,0,0,20.2,6.1,25.467,25.829,0,-3.314,41.948
23,18.401,35.001,20.901,0,25/3/2013,452.657,50.838,16.724,41.817,0,23,7.691,32.749,20.196,23.478,13.276,14.588,0,0,0,0,0,0,0,2.629,0,0,0,,30.657,33.338,0,0,0,0,0,0,0,19.8,6.15,25.606,25.773,0,-19.703,37.679
0,23.601,28.701,20.601,0,26/3/2013,416.85,50.838,16.872,41.833,0,00,5.005,30.301,21.912,26.262,8.463,9.42,0,0,0,0,0,0,0,0,0,0,0,,30.588,33.338,0,0,0,0,0,0,0,20,6.1,25.634,25.801,0,-16.718,25.79
1,19.501,25.701,16.201,0,26/3/2013,395.846,51.06,16.798,32.303,0,01,3.174,30.862,21.648,19.066,22.696,23.626,0,0,0,0,0,0,0,0,0,0,0,,30.298,33.147,0,0,0,0,0,0,0,20,6.15,25.662,25.578,0,-9.503,0
2,9.2,18.701,14.8,0,26/3/2013,393.766,50.468,16.28,29.858,0,02,9.278,31.334,24.816,14.706,23.38,24.296,0,0,0,0,0,0,0,0,0,0,0,,30.158,33.717,0,0,0,0,0,0,0,19.8,6.2,25.773,25.69,0,-12.214,0
3,16.501,28.701,16.001,0,26/3/2013,380.332,50.32,2.59,30.625,0,03,5.249,31.716,14.388,27.68,14.164,15.053,0,0,0,0,0,0,0,0,0,0,0,,30.198,33.587,0,0,0,0,0,0,0,20,5.91,25.745,25.857,0,-12.415,11.08
4,14,23.701,17.201,1.831,26/3/2013,401.333,50.468,16.28,25.031,0,04,-1.831,31.02,24.948,27.261,15.6,16.352,0,0,0,0,0,0,0,0,0,0,0,,30.057,33.608,0,0,0,0,0,0,0,19.7,6,25.745,25.718,0,-9.412,0
5,12.1,22.601,13.1,0,26/3/2013,412.774,50.69,16.576,27.898,0,05,7.08,33.356,21.78,23.898,12.975,13.959,0,0,0,0,0,0,0,0,0,0,0,,29.908,33.237,0,0,0,0,0,0,0,20,6,25.745,25.912,0,-9.302,36.804
6,28.601,32.401,20.101,0,26/3/2013,396.861,44.548,14.652,35.478,0,06,1.221,31.761,21.516,34.299,6.713,7.561,0,0,0,0,0,0,0,0,0,0,0,,30.048,33.558,0,0,0,0,0,0,0,19.6,5.69,25.634,25.829,0,-7.416,22.563
7,21.501,39.201,22.601,0,26/3/2013,424.271,44.622,14.504,40.948,0,07,5.615,33.4,24.552,33.144,9.803,10.651,10.856,0,0,0,0,0,0,0,0,0,0,,30.198,33.717,0,0,0,0,0,0,0,18.8,5.68,25.634,25.829,0,-18.714,0
8,20.201,38.201,22.501,0,26/3/2013,484.661,50.32,16.354,34.789,0,08,5.127,32.48,16.764,36.61,23.448,24.159,5.045,24.733,0,0,0,0,0,0,0,0,0,,29.887,33.317,0,0,0,0,0,0,0,18.3,5.66,25.606,25.328,0,-17.908,17.684
9,21.601,38.301,22.601,0,26/3/2013,506.882,51.504,16.946,37.466,0,09,13.794,32.277,16.896,36.768,10.487,11.485,20.495,14.452,0,0,0,0,0,11.617,22.736,0,0,,30.057,33.447,0,0,0,0,0,0,0,18,5.51,25.634,25.189,0,-19.41,37.978
10,18.501,36.101,21.701,0,26/3/2013,531.774,50.246,16.502,37.589,0,10,8.667,29.807,13.728,37.555,18.006,19.169,8.805,15.45,0,0,0,0,0,11.448,29.188,0,0,,29.887,33.808,0,0,0,0,0,0,0,20,5.28,25.356,25.411,0,-21.314,47.546
11,19.901,29.001,17.801,0,26/3/2013,544.279,50.468,16.502,33.889,0,11,0,30.503,15.18,31.725,21.985,22.846,20.003,18.731,0,0,0,0,0,9.917,28.746,0,0,,29.978,33.568,0,0,0,0,0,0,0,19.8,5.05,25.745,25.495,0,-16.718,47.546
12,23.401,31.501,18.501,29.411,26/3/2013,466.585,50.32,16.502,36.011,0,12,10.62,28.01,24.024,31.515,9.981,10.828,0,0,0,0,0,0,0,10.034,0.33,1.064,0,,30.308,33.788,0,0,0,0,0,0,0,19.6,5.04,25.523,25.662,0,-15.107,47.546
13,16,24.501,13.8,14.479,26/3/2013,526.779,50.912,16.65,36.42,0,13,3.174,30.772,14.388,30.149,13.59,14.629,20.454,15.819,0,0,0,0,0,9.976,28.923,2.562,0,,29.908,33.678,0,0,0,0,0,0,0,19.6,4.89,25.773,25.467,0,-12.708,47.546
14,20.601,35.101,20.101,14.662,26/3/2013,546.4,50.764,16.576,39.281,0,14,0,29.402,7.788,36.137,15.149,16.352,14.711,14.206,0,0,0,0,0,10.386,28.923,0.532,0,,30.298,33.728,0,0,0,0,0,0,0,19.6,4.89,25.773,25.606,0,-17.304,45.238
15,27.201,36.001,22.101,0,26/3/2013,542.51,50.172,16.428,43.105,0,15,3.174,23.45,13.86,35.349,17.952,18.963,19.702,18.854,0,0,0,0,0,10.364,29.777,0,0,,30.097,33.038,0,0,0,0,0,0,0,19.5,4.81,25.773,25.634,0,-17.505,48.584
16,15.3,35.301,17.401,0,26/3/2013,527.206,50.764,16.65,42.514,0,16,11.231,23.068,17.82,37.084,13.03,13.987,17.295,17.377,0,0,0,0,0,10.313,28.304,0,0,,30.278,33.747,0,0,0,0,0,0,0,19.6,4.7,25.718,25.885,0,-24.317,48.584
17,20.401,36.401,18.301,0,26/3/2013,499.613,50.394,16.576,40.436,0,17,8.057,32.03,20.46,33.616,10.254,10.993,15.477,15.491,0,0,0,0,0,10.379,0,0,0,,30.017,34.447,0,0,0,0,0,0,0,19.7,4.8,25.578,25.745,0,-16.517,48.584
18,27.601,35.101,20.501,0,26/3/2013,502.301,50.32,16.502,40.948,0,18,0,32.165,20.988,37.714,19.073,19.838,0,0,0,0,0,0,0,11.031,4.089,0,0,,30.328,34.718,0,0,0,0,0,0,0,19.8,4.9,25.606,25.606,0,-20.106,47.723
19,30.301,37.201,21.901,47.291,26/3/2013,592.065,50.32,16.502,43.469,0,19,-2.686,30.997,18.612,37.66,13.727,14.698,16.667,16.981,0,0,0,0,0,11.097,31.603,0,0,,30.017,34.097,0,0,0,0,0,0,0,19.9,4.9,25.745,25.411,0,-18.403,44.241
20,22.801,38.401,22.501,30.227,26/3/2013,583.143,50.542,16.724,43.13,0,20,4.883,32.098,21.12,38.133,13.686,15.053,17.542,17.309,0,0,0,0,0,11.272,31.751,0,0,,29.548,33.378,0,0,0,0,0,0,0,20,5.2,25.857,25.578,0,-18.311,47.46
21,11.3,38.001,22.501,0,26/3/2013,552.032,51.578,16.65,43.24,0,21,15.015,30.817,21.78,38.186,8.49,9.461,17.61,17.829,0,0,0,0,0,11.221,31.662,0,0,,29.488,34.208,0,0,0,0,0,0,0,20,5.3,25.69,25.662,0,-31.513,47.46
22,26.001,39.301,22.601,0,26/3/2013,491.125,50.986,16.724,43.22,0,22,0,31.851,18.348,37.293,12.92,13.918,0,0,0,0,0,0,0,11.14,0,0,0,,29.398,34.407,0,0,0,0,0,0,0,20.6,5.5,25.857,25.773,0,-18.403,47.46
23,30.001,39.401,22.601,0,26/3/2013,451.39,50.69,16.65,43.28,0,23,-3.296,30.885,19.008,39.499,9.707,10.418,0,0,0,0,0,0,0,0,0,0,0,,29.038,33.977,0,0,0,0,0,0,0,21,5.5,25.745,25.773,0,-15.711,24.792
0,21.001,37.201,22.501,0,27/3/2013,420.28,50.69,11.914,43.736,0,00,10.254,32.188,27.324,40.025,10.35,11.252,0,0,0,0,0,0,0,0,0,0,0,,28.167,34.518,0,0,0,0,0,0,0,20.5,5.7,25.578,25.885,0,-24.006,0
1,20.701,39.001,22.501,0,27/3/2013,403.535,50.32,0,43.759,0,01,5.249,31.267,22.44,40.34,0,10.446,0,0,0,0,0,0,0,0,0,0,0,,27.758,34.898,0,0,0,0,0,0,0,20.8,5.7,25.551,25.745,0,-23.713,0
2,24.001,39.001,22.701,0,27/3/2013,391.178,50.542,0,43.786,0,02,3.174,32.075,20.196,39.289,0,6.371,0,0,0,0,0,0,0,0,0,0,0,,28.458,34.907,0,0,0,0,0,0,0,20.6,5.7,25.745,25.662,0,-19.813,0
3,27.001,39.101,22.501,0,27/3/2013,384.542,42.846,0,43.538,0,03,9.033,31.109,24.948,40.078,0,16.092,0,0,0,0,0,0,0,0,0,0,0,,28.618,35.077,0,0,0,0,0,0,0,20.4,5.8,25.439,25.912,0,-19.117,0
4,23.101,39.401,20.501,0,27/3/2013,400.986,33.966,0,43.775,0,04,0,30.997,22.704,39.394,0,26.429,0,0,0,0,0,0,0,0,0,0,0,,28.478,34.888,0,0,0,0,0,0,0,20.3,5.7,25.773,25.606,0,-19.501,0
5,28.201,39.101,22.601,0.676,27/3/2013,412.715,49.876,0,43.788,0,05,0,31.581,19.668,38.974,13.918,14.793,0,0,0,0,0,0,0,0,0,0,0,,28.818,34.898,0,0,0,0,0,0,0,18.8,5.6,25.773,25.912,0,-15.308,0
6,24.301,39.101,22.501,0,27/3/2013,397.228,49.654,0,43.796,0,06,7.447,33.872,24.156,39.499,6.809,7.711,0,0,0,0,0,0,0,0,0,0,0,,28.897,34.917,0,0,0,0,0,0,0,18.8,5.7,25.662,25.69,0,-22.211,0
7,16.801,39.001,20.401,0,27/3/2013,420.553,50.098,0,43.205,0,07,7.447,31.491,19.272,39.657,14.397,15.491,0,0,0,0,0,0,0,0,0,0,0,,28.518,34.787,0,0,0,0,0,0,0,21,5.8,25.606,25.69,0,-26.807,0
8,20.501,38.101,22.501,0,27/3/2013,461.639,50.69,16.502,43.732,0,08,5.493,31.94,19.008,40.55,6.987,8.026,0,0,0,0,0,0,0,0,0,0,0,,29.188,33.147,0,0,0,0,0,0,0,19.8,5.59,25.718,25.551,0,-23.109,41.231
9,37.801,38.201,22.601,0,27/3/2013,487.645,50.32,16.428,43.804,0,09,-8.545,32.435,20.064,39.079,9.735,10.268,0,14.424,0,0,0,0,0,0,0,0,0,,29.497,34.238,0,0,0,0,0,0,0,20,5.44,25.829,26.024,0,-8.112,48.053
10,6.5,37.901,22.601,0,27/3/2013,500.023,50.69,16.576,42.527,0,10,20.264,32.974,14.784,39.814,15.094,16.133,0,16.42,0,0,0,0,0,0,0,0,0,,28.998,34.368,0,0,0,0,0,0,0,20,5.36,26.052,25.857,3.323,-35.908,48.053
11,28.501,37.601,21.901,0,27/3/2013,504.195,50.246,16.502,42.767,0,11,0,32.794,16.632,39.29,19.483,20.126,0,19.51,0,0,0,0,0,0,0,0,0,,28.958,34.298,0,0,0,0,0,0,0,19.9,5.21,25.94,25.634,0,-13.605,48.053
12,19.901,34.001,21.401,0,27/3/2013,499.004,50.024,16.428,42.576,0,12,5.249,32.502,21.648,36.768,16.543,17.788,0,15.641,0,0,0,0,0,0,0,0,0,,29.067,34.617,0,0,0,0,0,0,0,19.9,4.9,25.912,26.163,0,-19.904,48.053
13,20.701,29.201,19.301,0,27/3/2013,485.814,49.95,16.502,34.768,0,13,0,31.716,14.652,34.194,20.098,20.891,0,15.6,0,0,0,0,0,5.611,0,0,0,,29.118,34.298,0,0,0,0,0,0,0,19.9,5.04,25.801,25.801,0,-13.202,48.053
14,17.301,35.401,22.001,0,27/3/2013,477.937,50.468,16.428,40.378,0,14,12.085,28.796,12.672,38.134,14.055,15.286,0,18.143,0,0,0,0,0,5.552,0,0,0,,28.998,34.177,0,0,0,0,0,0,0,19.9,5.04,25.745,25.885,0,-22.211,48.053
15,12.9,39.301,20.501,0,27/3/2013,483.469,50.024,16.502,41.593,0,15,10.743,29.851,15.444,39.079,12.196,13.166,0,15.491,0,0,0,0,0,5.42,0,0,0,,29.367,34.617,0,0,0,0,0,0,0,19.8,5.2,25.745,26.024,0,-30.103,37.688
16,22.101,36.801,20.501,0,27/3/2013,464.977,49.728,16.428,41.448,0,16,9.522,32.727,16.236,39.026,9.078,9.68,0,15.45,0,0,0,0,0,5.332,0,0,0,,29.367,33.918,0,0,0,0,0,0,0,19.8,4.96,25.718,26.246,0,-20.911,37.688
17,23.901,37.201,20.501,0,27/3/2013,445.353,49.876,16.354,41.665,0,17,3.418,30.952,14.388,36.452,6.74,7.684,0,0,0,0,0,0,0,5.427,0,0,0,,29.098,33.788,0,0,0,0,0,0,0,19.8,5.04,25.745,25.69,0,-19.501,37.688
18,35.301,39.301,22.501,0,27/3/2013,480.205,50.468,16.058,41.564,0,18,-8.179,28.908,16.104,40.182,14.684,15.518,0,0,0,0,0,0,0,5.391,0,0,0,,29.268,34.617,0,0,0,0,0,0,0,19.9,5.3,25.495,25.578,0,-10.804,45.301
19,8.7,39.401,20.501,22.433,27/3/2013,573.535,50.616,16.65,41.708,0,19,20.386,29.447,19.14,39.71,13.344,14.684,16.174,17.063,0,0,0,0,0,11.25,32.428,0,0,,29.398,34.338,0,0,0,0,0,0,0,19.9,5.7,25.634,25.551,6.729,-37.208,47.072
20,24.201,39.401,22.601,0,27/3/2013,572.302,50.246,16.65,41.7,0,20,-5.371,32.929,17.688,39.762,10.733,11.731,19.647,19.264,0,0,0,0,0,11.045,32.222,0,0,,29.157,33.707,0,0,0,0,0,0,0,20,5.9,25.662,25.356,0,-16.205,46.628
21,32.301,39.301,22.401,0,27/3/2013,514.382,49.95,16.354,41.584,0,21,0,31.312,17.556,39.657,8.627,9.256,16.803,15.463,0,0,0,0,0,11.053,17.876,0,0,,29.887,34.527,0,0,0,0,0,0,0,20.2,5.8,25.662,25.161,0,-11.701,40.823
22,28.101,37.201,22.501,0,27/3/2013,460.937,50.098,16.576,41.799,0,22,2.564,34.995,16.764,39.919,10.405,11.116,0,0,0,0,0,0,0,0,0,0,0,,29.528,34.498,0,0,0,0,0,0,0,20.2,6,25.773,25.189,0,-18.915,40.429
23,23.301,37.201,22.501,0,27/3/2013,425.73,43.882,14.208,41.786,0,23,2.564,29.402,18.348,39.762,16.981,17.911,0,0,0,0,0,0,0,0,0,0,0,,29.768,34.078,0,0,0,0,0,0,0,20,6,25.885,25.244,0,-19.904,0
0,26.001,39.301,22.601,0,28/3/2013,399.869,49.062,0,41.741,0,00,0,30.907,20.856,38.922,0,10.2,0,0,0,0,0,0,0,0,0,0,0,,29.518,34.238,0,0,0,0,0,0,0,21,6,25.857,25.161,0,-20.508,0
1,25.001,38.401,22.501,0,28/3/2013,378.115,32.856,0,41.834,0,01,2.319,30.391,25.476,39.657,0,7.274,0,0,0,0,0,0,0,0,0,0,0,,29.428,35.077,0,0,0,0,0,0,0,21,5.9,25.467,25.105,0,-19.703,0
2,22.201,36.001,22.501,0,28/3/2013,369.737,27.602,0,41.777,0,02,0,29.784,24.156,33.773,0,8.313,0,0,0,0,0,0,0,0,0,0,0,,29.338,34.567,0,0,0,0,0,0,0,21,6.1,25.885,25.634,0,-18.311,0
3,25.201,39.401,22.501,0,28/3/2013,356.69,0,0,41.709,0,03,0,28.931,20.856,39.605,0,22.915,0,0,0,0,0,0,0,0,0,0,0,,29.848,34.508,0,0,0,0,0,0,0,21,6,25.773,25.745,0,-19.904,0
4,22.401,39.401,20.501,0,28/3/2013,360.283,0,0,41.872,0,04,2.441,32.03,23.76,40.34,0,23.339,0,0,0,0,0,0,0,0,0,0,0,,29.698,34.588,0,0,0,0,0,0,0,21,6,25.773,25.912,0,-20.911,0
5,136.204,39.801,22.501,0,28/3/2013,352.723,0,0,35.796,0,05,2.808,33.805,24.288,39.604,0,25.69,0,0,0,0,0,0,0,0,0,0,0,,29.438,34.787,0,0,0,0,0,0,0,21,0,25.801,25.718,0,-133.506,0
6,102.803,39.401,18.401,0,28/3/2013,341.875,27.38,0,20.154,0,06,-7.569,32.659,22.968,25.528,0,8.422,0,0,0,0,0,0,0,0,0,0,0,,29.719,34.798,0,0,0,0,0,0,0,21,5,25.551,25.829,0,-86.209,0
7,22.901,39.401,20.501,0,28/3/2013,342.15,0,0,39.961,0,07,5.371,32.547,23.628,37.083,0,14.971,0,0,0,0,0,0,0,0,0,0,0,,29.418,34.208,0,0,0,0,0,0,0,21,5.9,25.578,25.718,0,-20.508,0
8,19.501,39.301,22.601,0,28/3/2013,367.917,0,0,39.813,0,08,-1.221,33.648,21.252,37.083,0,21.958,0,0,0,0,0,0,0,0,0,0,0,,29.828,34.588,0,0,0,0,0,0,0,21,5.9,25.356,25.523,0,-23.017,0
9,35.901,39.001,22.701,0,28/3/2013,383.116,33.966,0,39.687,0,09,-16.114,29.851,19.668,34.982,0,9.789,0,0,0,0,0,0,0,0,0,0,0,,29.648,34.208,0,0,0,0,0,0,0,20.2,5.67,25.718,25.495,0,-11.902,0
10,19.201,37.801,20.801,0,28/3/2013,380.823,43.586,0,41.612,0,10,3.784,30.121,22.176,37.241,0,8.395,0,0,0,0,0,0,0,0,0,0,0,,30.138,34.187,0,0,0,0,0,0,0,20.2,5.28,25.662,25.495,0,-21.113,0
11,29.401,39.001,22.401,0,28/3/2013,385.494,39.146,0,40.39,0,11,-5.982,31.109,22.044,39.342,0,7.725,0,0,0,0,0,0,0,0,0,0,0,,30.458,33.738,0,0,0,0,0,0,0,19.6,5.28,25.745,26.135,0,-10.218,0
12,14.7,38.801,22.601,0,28/3/2013,388.928,39.146,0,41.464,0,12,8.667,30.076,20.064,38.502,0,0,0,16.475,0,0,0,0,0,0,0,0,0,,30.348,33.208,0,0,0,0,0,0,0,20,5.1,25.912,26.079,0,-24.519,0
13,21.301,35.101,22.301,0,28/3/2013,390.143,47.73,0,41.531,0,13,2.441,32.188,18.48,35.613,0,0,0,14.247,0,0,0,0,0,0,0,0,0,,29.178,34.347,0,0,0,0,0,0,0,20,5,25.718,25.662,0,-18.11,0
14,32.801,37.201,22.501,0,28/3/2013,380.212,38.924,0,43.702,0,14,0,29.672,21.252,39.395,0,0,0,15.75,0,0,0,0,0,0,0,0,0,,30.718,33.828,0,0,0,0,0,0,0,19.7,5,25.69,25.857,0,-15.107,0
15,21.201,37.301,20.501,0,28/3/2013,381.076,29.23,0,43.697,0,15,0,32.277,22.572,38.974,0,0,0,16.352,0,0,0,0,0,0,0,0,0,,30.487,33.877,0,0,0,0,0,0,0,19.7,5.13,25.801,25.467,0,-20.911,0
16,28.301,36.001,19.801,1.856,28/3/2013,381.348,28.194,0,43.701,0,16,-7.08,33.064,18.084,37.818,0,0,0,14.916,0,0,0,0,0,0,0,0,0,,30.518,33.768,0,0,0,0,0,0,0,19.7,5.04,25.773,25.578,0,-13.916,0
17,20.501,32.101,22.501,0,28/3/2013,384.131,28.712,0,43.697,0,17,-1.587,33.221,16.764,38.186,0,0,0,16.188,0,0,0,0,0,0,0,0,0,,29.488,33.457,0,0,0,0,0,0,0,20,5.2,25.773,25.356,0,-23.017,0
18,20.901,35.201,22.501,0,28/3/2013,414.002,35.002,0,43.659,0,18,1.709,31.312,22.836,38.974,0,0,11.061,22.682,0,0,0,0,0,0,0,0,0,,30.128,34.088,0,0,0,0,0,0,0,20,5.34,25.718,26.386,0,-21.314,0
19,25.001,38.601,20.701,0,28/3/2013,533.43,51.282,16.946,43.334,0,19,0,32.412,18.216,38.081,16.366,17.254,24.159,24.596,0,0,0,0,0,0,0,0,0,,29.228,34.688,0,0,0,0,0,0,0,20.3,5.44,25.69,25.495,0,-17.817,47.488
20,33.701,39.201,22.701,0,28/3/2013,524.185,51.208,16.576,43.496,0,20,-6.47,32.547,20.988,39.132,15.778,16.776,19.21,18.471,0,0,0,0,0,0,0,0,0,,29.568,34.307,0,0,0,0,0,0,0,20,5.51,25.801,25.384,0,-9.503,47.488
21,21.801,39.301,22.601,0,28/3/2013,488.706,50.764,16.724,43.821,0,21,6.47,32.614,18.744,39.289,21.944,22.778,15.163,16.311,0,0,0,0,0,0,0,0,0,,29.638,34.288,0,0,0,0,0,0,0,19.7,5.67,25.857,25.244,0,-21.607,6.249
22,22.501,39.201,22.501,0,28/3/2013,438.516,51.208,16.946,43.424,0,22,5.493,33.85,21.78,37.976,14.793,15.915,0,0,0,0,0,0,0,0,0,0,0,,29.578,34.718,0,0,0,0,0,0,0,19.7,5.83,26.052,25.077,0,-20.911,0
23,20.201,39.401,22.401,0,28/3/2013,393.803,48.544,0,43.61,0,23,2.075,30.885,14.256,39.762,0,12.907,0,0,0,0,0,0,0,0,0,0,0,,29.698,35.047,0,0,0,0,0,0,0,19.4,5.84,25.69,25.328,0,-23.31,0
0,23.001,36.301,22.501,0,29/3/2013,363.94,40.256,0,43.706,0,00,5.005,30.391,12.54,37.451,0,7.192,0,0,0,0,0,0,0,0,0,0,0,,29.719,34.577,0,0,0,0,0,0,0,19.7,6,25.773,25.634,0,-20.215,0
1,20.501,39.501,22.601,0,29/3/2013,351.397,0,0,43.709,0,01,5.005,31.761,21.648,37.503,0,15.737,0,0,0,0,0,0,0,0,0,0,0,,29.768,34.928,0,0,0,0,0,0,0,19.6,6.07,25.523,25.244,0,-23.31,0
2,17.301,33.201,20.401,0,29/3/2013,338.257,0,0,43.768,0,02,2.808,33.198,19.404,36.452,0,7.862,0,0,0,0,0,0,0,0,0,0,0,,29.708,34.628,0,0,0,0,0,0,0,20.7,6.05,25.801,25.384,0,-21.809,0
3,17.401,37.401,21.601,0,29/3/2013,327.811,0,0,30.392,0,03,0,31.154,15.708,35.402,0,6.754,0,0,0,0,0,0,0,0,0,0,0,,29.757,34.957,0,0,0,0,0,0,0,20,6.07,25.773,25.495,0,-18.806,0
4,13.4,34.101,20.401,0,29/3/2013,331.212,0,0,30.387,0,04,6.958,33.153,22.44,36.821,0,11.58,0,0,0,0,0,0,0,0,0,0,0,,29.708,34.267,0,0,0,0,0,0,0,20.2,6,25.69,25.829,0,-21.003,0
5,16.701,39.101,22.601,0,29/3/2013,338.473,0,0,30.396,0,05,6.47,30.256,16.368,37.976,0,20.549,0,0,0,0,0,0,0,0,0,0,0,,29.638,35.007,0,0,0,0,0,0,0,20.1,6,25.551,26.302,0,-21.809,0
6,18.901,37.001,22.601,0,29/3/2013,305.396,0,0,20.262,0,06,-11.475,31.222,14.916,25.895,0,8.969,0,0,0,0,0,0,0,0,0,0,0,,29.408,35.018,0,0,0,0,0,0,0,20.1,6.15,25.328,25.551,0,-10.401,0
7,16.601,39.401,20.501,0,29/3/2013,330.339,0,0,30.35,0,07,0,28.998,19.668,35.349,0,10.405,0,0,0,0,0,0,0,0,0,0,0,,29.438,34.827,0,0,0,0,0,0,0,20,6,25.411,25.328,0,-21.314,0
8,23.601,37.101,22.401,0,29/3/2013,342.296,0,0,43.776,0,08,3.174,29.717,24.552,34.456,0,19.647,0,0,0,0,0,0,0,0,0,0,0,,29.587,33.497,0,0,0,0,0,0,0,20,5.76,25.467,24.799,0,-18.311,0
9,22.601,36.201,22.101,0,29/3/2013,352.145,0,0,43.833,0,09,-7.935,31.806,20.064,33.354,0,19.975,0,0,0,0,0,0,0,0,0,0,0,,29.748,34.468,0,0,0,0,0,0,0,19.6,5.67,25.495,25.69,0,-18.806,0
10,19.701,32.701,20.301,0,29/3/2013,351.217,0,0,43.994,0,10,2.93,30.278,20.592,35.875,15.915,16.872,0,0,0,0,0,0,0,0,0,0,0,,29.538,33.858,0,0,0,0,0,0,0,19.6,5.28,25.272,24.966,0,-18.806,0
11,24.901,35.801,19.401,0,29/3/2013,359.332,0,0,42.415,0,11,-4.395,32.12,20.064,40.078,11.006,11.799,0,0,0,0,0,0,0,0,0,0,0,,29.757,33.558,0,0,0,0,0,0,0,19.6,5.13,25.495,25.662,0,-21.314,0
12,19.701,36.401,19.701,0,29/3/2013,363.681,28.046,0,38.981,0,12,0,32.165,18.216,36.768,0,7.561,0,0,0,0,0,0,0,0,0,0,0,,29.828,33.868,0,0,0,0,0,0,0,20,5.2,25.662,25.551,0,-14.209,0
13,14.5,28.901,19.701,0,29/3/2013,365.476,33.152,0,37.598,0,13,3.174,30.683,20.724,36.295,0,9.311,0,0,0,0,0,0,0,0,0,0,0,,29.578,33.608,0,0,0,0,0,0,0,20,5.21,25.745,25.718,0,-17.908,0
14,15.2,19.401,16.401,0,29/3/2013,362.838,49.136,0,35.472,0,14,4.151,33.76,21.648,37.818,0,8.641,0,0,0,0,0,0,0,0,0,0,0,,29.728,33.508,0,0,0,0,0,0,0,19.7,5.13,25.662,25.996,0,-15.418,0
15,18.301,37.001,22.601,0,29/3/2013,359.31,28.86,0,41.498,0,15,8.911,33.984,20.46,37.188,0,9.037,0,0,0,0,0,0,0,0,0,0,0,,29.278,32.637,0,0,0,0,0,0,0,19.7,5.2,25.606,25.857,0,-17.615,0
16,21.901,38.101,22.501,0,29/3/2013,354.055,0,0,43.43,0,16,3.662,30.57,25.08,35.56,0,24.843,0,0,0,0,0,0,0,0,0,0,0,,29.587,33.228,0,0,0,0,0,0,0,19.7,5.2,25.606,25.411,0,-20.801,0
