,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,GSR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
10,10,0,0,0,0,0,0,0,0,0,0,19.901,15.401,36.452,0,50.912,16.132,17.573,25.662,25.829,0,32.569,24.024,0,7.889,0,0,0,13.439,37.348,0,0,0,0,0,0,19.8,5.36,0,25.391,0,-3.9,-22.816,349.616,1/1/2013
11,11,0,0,0,0,0,0,0,0,0,0,16.801,12.3,29.834,0,51.208,16.724,15.271,25.523,25.829,0,29.335,27.456,0,20.495,0,0,0,13.429,35.997,0,0,0,0,0,0,20,5.21,0,13.184,0,-6.8,-21.314,360.342,1/1/2013
12,12,0,0,0,0,0,0,0,0,0,0,22.401,14.6,23.426,0,50.616,16.428,18.254,25.885,25.495,0,33.131,24.684,0,15.217,0,17.46,0,13.979,36.748,0,0,0,0,0,0,20,5.2,0,26.124,0,-14.6,-18.403,370.403,1/1/2013
13,13,0,0,0,0,0,0,0,0,0,0,16.801,13.1,31.148,0,50.32,16.206,17.635,25.885,25.745,0,30.323,23.364,0,0,0,24.747,0,13.28,37.547,0,0,0,0,0,0,20,5.2,0,13.062,0,-3.3,-21.809,363.348,1/1/2013
14,14,0,0,0,0,0,0,0,0,0,0,25.701,19.501,27.943,0,51.208,15.984,15.169,25.885,25.745,0,28.931,20.592,0,7.492,0,16.147,0,13.639,36.947,0,0,0,0,0,0,19.8,5.5,0,25.147,0,-6.5,-25.617,363.154,1/1/2013
15,15,0,0,0,0,0,0,0,0,0,0,27.901,17.801,33.931,0,50.69,15.318,21.975,25.885,25.857,0,32.345,20.592,0,9.201,0,0,0,13.029,38.168,0,0,0,0,0,0,19.9,5.12,0,30.519,0,0.4,-25.416,352.21,1/1/2013
16,16,0,0,0,0,0,0,0,0,0,0,29.401,19.601,36.82,0,48.174,14.652,21.867,25.857,26.052,0,31.514,22.176,0,6.754,0,0,0,12.94,37.237,0,0,0,0,0,0,19.8,5.12,0,24.293,0,3.6,-24.519,354.591,1/1/2013
17,17,0,0,0,0,0,0,0,0,0,0,30.001,19.401,24.844,0,49.21,15.688,19.186,25.662,25.467,0,30.503,21.912,0,0,0,0,0,13.069,37.157,0,0,0,0,0,0,18.8,5.12,24.527,25.025,0,5,-20.307,350.829,1/1/2013
18,18,0,0,0,0,0,0,0,0,0,0,34.501,21.901,34.246,0,49.136,14.874,21.067,25.634,25.411,0,31.379,23.628,20.044,22.313,15.436,14.096,0,13.429,37.478,0,0,0,0,0,0,20,5.44,48.24,-1.343,0,9.2,-22.211,492.607,1/1/2013
19,19,0,0,0,0,0,11.851,34.107,0,0,0,35.701,21.801,35.087,0,51.578,16.724,21.406,25.467,25.411,0,34.097,23.628,14.452,16.393,23.339,22.559,0,12.919,37.598,0,0,0,0,0,0,20,5.44,38.717,46.51,0,1.1,-34.205,514.87,1/1/2013
20,20,0,0,0,0,0,0,33.342,0,0,0,38.501,22.401,35.087,0,51.356,16.576,21.751,25.857,25.411,0,34.119,20.064,7.137,7.192,18.813,17.487,0,12.539,37.558,0,0,0,0,0,0,20,5.5,38.587,22.706,0,-3.9,-40.706,511.178,1/1/2013
21,21,0,0,0,0,0,0,0,0,0,0,37.901,22.501,32.461,0,51.578,16.65,20.223,25.69,25.3,0,31.604,20.196,7.834,6.959,20.372,19.497,0,12.689,37.577,0,0,0,0,0,0,20,5.76,38.587,27.833,0,4.4,-28.712,449.858,1/1/2013
22,22,0,0,0,0,0,0,0,0,0,0,37.601,22.201,32.355,0,51.43,16.502,21.036,25.244,25.551,0,33.198,23.364,0,9.803,0,0,0,12.839,38.498,0,0,0,0,0,0,19.7,5.76,30.188,25.391,0,6.2,-24.812,398.491,1/1/2013
23,23,0,0,0,0,0,0,0,0,0,0,36.601,22.101,28.994,0,44.696,14.356,20.6,25.606,25.912,0,32.861,24.156,0,0,0,0,0,12.68,38.097,0,0,0,0,0,0,20,5.84,15.102,31.251,0,0.1,-29.316,365.567,1/1/2013
0,00,0,0,0,0,0,0,0,0,0,0,32.101,21.001,29.256,0,44.4,14.134,21.54,25.69,25.523,0,31.8,26.9,0,0,0,0,0,12.929,37.868,0,0,0,0,0,0,19.3,5.9,0,36.5,0,-1.6,-29.701,343.143,2/1/2013
1,01,0,0,0,0,0,0,0,0,0,0,26.401,19.901,34.824,0,38.406,5.328,19.43,25.69,25.523,0,32.7,20.6,0,0,0,0,0,12.55,38.237,0,0,0,0,0,0,19.4,5.84,0,37.843,0,-7.2,-33.216,327.403,2/1/2013
2,02,0,0,0,0,0,0,0,0,0,0,31.501,22.101,35.192,0,43.29,0,17.916,25.328,25.523,0,33.2,26.1,0,0,0,0,0,12.749,37.357,0,0,0,0,0,0,19.6,5.84,0,35.768,0,2.4,-26.716,324.245,2/1/2013
3,03,0,0,0,0,0,0,0,0,0,0,29.401,18.201,29.887,0,35.446,0,17.571,25.801,25.161,0,32.5,25.1,0,0,0,0,0,12.599,37.697,0,0,0,0,0,0,19.8,5.9,0,24.293,0,-2.2,-26.514,319.504,2/1/2013
4,04,0,0,0,0,0,0,0,0,0,0,26.001,20.901,26.682,0,35.15,0,16.439,25.69,25.244,0,32,22.9,0,8.723,0,0,0,12.68,37.898,0,0,0,0,0,0,19.6,5.9,0,13.672,0,0,-22.816,324.952,2/1/2013
5,05,0,0,0,0,0,0,0,0,0,0,25.201,19.201,23.583,0,49.358,0,19.796,25.328,25.244,0,34,23.2,0,7.506,0,0,0,12.619,37.877,0,0,0,0,0,0,19.5,6,0,21.607,0,-8.2,-26.405,341.411,2/1/2013
6,06,0,0,0,0,0,0,0,0,0,0,32.901,21.501,26.944,0,53.132,0,20.929,25.328,25.244,0,32.547,19.8,0,9.68,0,0,0,12.64,37.877,0,0,0,0,0,0,19,6.15,0,21.485,0,3.1,-23.603,342.644,2/1/2013
7,07,0,0,0,0,0,0,0,0,0,0,30.601,21.901,32.093,0,50.838,0,20.594,25.328,25.244,0,32,26.9,0,14.506,0,0,0,12.55,37.977,0,0,0,0,0,0,20.4,6,0,24.659,0,1.6,-27.009,357.682,2/1/2013
8,08,0,0,0,0,0,0,0,0,0,0,28.301,20.501,30.202,0,51.06,16.872,21.47,25.328,25.662,0,32.2,25.3,0,24.419,0,0,0,12.449,37.227,0,0,0,0,0,0,20,5.84,30.302,21.241,0,1.7,-25.416,409.608,2/1/2013
9,09,0,0,0,0,0,0,26.006,0,0,0,32.701,21.701,26.63,0,50.764,16.798,21.184,25.634,25.662,0,32,25.7,11.69,14.534,0,15.518,0,2.42,37.827,0,0,0,0,0,0,20,5.76,43.662,21.851,0,6,-21.406,449.746,2/1/2013
10,10,0,0,0,0,0,0,32.252,0,0,0,35.501,21.401,28.416,0,50.542,0,21.545,25.3,25.244,0,32.8,25,20.413,23.134,0,15.122,0,12.649,37.287,0,0,0,0,0,0,20,5.67,48.971,24.537,0,-3.2,-29.005,488.915,2/1/2013
11,11,0,0,0,0,0,0,32.9,0,0,0,28.501,19.901,25.527,11.44,51.578,16.872,17.107,25.3,25.439,0,33.9,25.2,19.237,23.516,0,16.338,0,13.789,37.157,0,0,0,0,0,0,20.1,5.5,47.024,11.475,0,6.1,-16.004,494.755,2/1/2013
12,12,0,0,0,0,0,0,32.576,0,0,0,22.401,15.901,23.793,32.436,50.616,16.576,13.988,25.356,25.439,0,33.7,25.4,15.545,16.926,0,6.686,0,13.679,36.958,0,0,0,0,0,0,20,5.36,49.112,7.691,0,-.5,-20.106,495.363,2/1/2013
13,13,0,0,0,0,0,0,32.458,0,0,0,13.7,9.7,21.009,36.047,50.468,16.65,12.515,25.356,25.439,0,31.8,18.5,23.434,23.051,0,0,0,13.209,37.388,0,0,0,0,0,0,20,5.21,50.275,6.104,0,3,-5.603,462.708,2/1/2013
14,14,0,0,0,0,0,0,32.693,0,0,0,14.8,12.3,11.239,53.148,51.8,17.02,10.544,25.356,25.439,0,31.5,25,16.448,22.272,0,15.258,0,13.37,37.587,0,0,0,0,0,0,20,5.3,49.119,23.316,0,-11,-13.807,491.664,2/1/2013
15,15,0,0,0,0,0,10.745,32.134,0,0,0,16.301,7.1,10.451,53.242,50.764,16.798,5.037,26.079,25.439,0,11,25.1,15.026,13.659,16.653,17.719,0,13.299,37.478,0,0,0,0,5.2,0,20.3,5.36,49.771,20.264,0,-.9,-5.713,471.004,2/1/2013
16,16,0,0,0,0,0,11.726,32.9,0,0,0,19.901,9.4,19.329,53.384,51.8,16.946,5.859,25.718,25.411,0,10.6,27.4,0,26.21,0,0,0,13.399,37.518,0,0,0,0,5.2,0,20.1,5.3,47.902,17.212,0,-15.8,-21.809,486.38,2/1/2013
17,17,0,0,0,0,0,11.609,33.548,0,0,0,31.401,21.101,25.316,53.24,51.504,16.724,17.839,25.718,25.411,0,10.085,26.6,0,6.385,0,0,0,13.41,37.327,0,0,0,0,0,0,20,5.51,39.214,16.358,0,7.8,-18.714,466.513,2/1/2013
18,18,0,0,0,0,0,11.316,33.489,0,8.433,0,29.201,20.301,24.896,53.322,50.616,16.576,19.832,25.718,25.718,0,33.8,25.6,9.42,9.94,19.169,17.528,0,9.37,36.658,0,0,0,0,5.2,0,20,5.51,47.583,22.828,0,2.1,-11.811,546.079,2/1/2013
19,19,0,0,0,0,0,11.433,33.813,0,34.262,0,33.001,21.501,25.684,53.361,50.468,16.502,21.215,25.718,25.718,0,30,22.7,0,12.934,14.629,13.221,0,13.219,37.097,0,0,0,0,5.2,0,19.9,5.63,46.601,0,0,8.1,-22.907,588.614,2/1/2013
20,20,0,0,0,0,0,11.529,34.373,0,0,0,30.401,20.701,24.739,53.291,51.208,16.724,21.065,25.718,25.69,0,32,24,0,12.045,21.493,20.495,0,13.099,37.178,0,0,0,0,5.2,0,19.7,5.76,47.592,8.789,0,9.8,-16.608,552.02,2/1/2013
21,21,0,0,0,0,0,11.477,34.196,0,0,0,31.201,21.601,27.733,52.537,51.356,16.946,18.993,25.718,25.801,0,31,26.4,0,7.246,0,0,0,12.779,37.067,0,0,0,0,0,0,20,5.84,47.521,28.932,0,4.4,-21.406,493.486,2/1/2013
22,22,0,0,0,0,0,6.475,34.019,0,0,0,24.601,21.101,31.725,0,50.912,16.724,18.9,25.356,25.801,0,32.435,26.3,0,13.289,0,0,0,13.009,37.267,0,0,0,0,0,0,19.7,6,41.117,10.498,0,14.8,-14.612,434.01,2/1/2013
23,23,0,0,0,0,0,0,19.231,0,0,0,30.001,20.201,28.31,0,50.986,0,19.971,25.356,25.356,0,34,26.7,0,0,0,0,0,12.699,37.048,0,0,0,0,0,0,20,6,43.13,24.049,0,4.1,-24.702,395.542,2/1/2013
0,00,0,0,0,0,0,0,0,0,0,0,31.601,20.501,23.478,0,50.32,0,20.395,25.356,25.411,0,32.9,25.5,0,0,0,0,0,12.899,37.527,0,0,0,0,0,0,19.5,6,46.617,30.519,0,-2.9,-29.005,379.391,3/1/2013
1,01,0,0,0,0,0,0,0,0,0,0,29.101,19.901,27.943,0,50.32,0,15.91,25.356,25.05,0,34,25.1,0,0,0,0,0,13.119,37.298,0,0,0,0,0,0,19.8,5.92,30.297,28.321,0,-.6,-23.914,355.308,3/1/2013
2,02,0,0,0,0,0,0,0,0,0,0,33.801,21.701,28.994,0,51.578,0,19.319,25.384,25.467,0,33.8,25.6,0,0,0,0,0,13.139,37.497,0,0,0,0,0,0,19.7,5.9,10.107,47.853,0,-7.6,-34.205,345.939,3/1/2013
3,03,0,0,0,0,0,0,0,0,0,0,36.401,20.501,26.63,0,44.548,14.652,18.445,25.384,25.467,0,34.4,24.7,0,0,0,0,0,13.029,37.457,0,0,0,0,0,0,19.5,5.9,0,30.885,0,-.7,-29.005,345.834,3/1/2013
4,04,0,0,0,0,0,0,0,0,0,0,34.501,19.301,28.206,0,51.134,16.946,17.738,25.384,25.467,0,32.7,25.7,0,0,0,0,0,13.179,36.797,0,0,0,0,0,0,19.5,6.15,0,36.256,0,-3.7,-29.609,349.756,3/1/2013
5,05,0,0,0,0,0,0,0,0,0,0,35.001,20.201,26.735,0,50.986,16.798,17.076,25.384,25.467,0,34,25,0,0,0,0,0,13.289,37.147,0,0,0,0,0,0,20.5,6.15,10.127,14.527,0,0.2,-24.116,373.25,3/1/2013
6,06,0,0,0,0,0,0,0,0,0,0,33.101,19.201,26.997,0,50.912,16.428,19.229,25.384,25.467,0,33.7,25.7,0,0,0,0,0,12.999,37.097,0,0,0,0,0,0,19.6,6,24.68,24.659,0,4,-21.204,369.04,3/1/2013
7,07,0,0,0,0,0,0,0,0,0,0,34.601,18.701,27.05,0,44.844,14.282,16.059,25.161,25.3,0,32.5,15,0,6.604,0,0,0,12.949,37.237,0,0,0,0,0,0,19.5,5.9,41.941,28.321,0,0.4,-24.207,373.115,3/1/2013
8,08,0,0,0,0,0,10.635,34.019,0,0,0,36.201,19.601,27.734,0,48.248,15.54,19.152,25.411,25.439,0,33.4,15.9,0,9.625,0,0,0,13.209,37.377,0,0,0,0,0,0,20,5.8,37.723,18.189,0,9.7,-22.211,429.336,3/1/2013
9,09,0,0,0,0,0,11.031,31.721,0,0,0,37.601,22.001,31.62,0,51.134,16.872,17.812,25.801,25.551,0,29.9,16,0,11.717,0,24.364,0,13.169,37.258,0,0,0,0,0,0,20,5.6,48.182,23.316,0,4.2,-28.712,478.453,3/1/2013
10,10,0,0,0,0,0,10.144,31.279,0,0,0,36.001,22.501,32.67,11.995,50.616,16.65,19.198,25.94,25.801,0,31.5,16,0,15.286,0,24.118,0,13.119,37.367,0,0,0,0,5.2,0,20,5.5,48.182,38.209,0,1.8,-32.411,491.469,3/1/2013
11,11,0,0,0,0,0,10.313,31.662,0,0,0,33.201,20.801,29.623,19.884,51.134,16.724,17.722,25.467,25.467,0,33.1,16,0,14.178,16.831,15.477,0,13.379,37.287,0,0,0,0,5.2,0,20,5.3,48.07,20.142,0,4.3,-23.109,505.487,3/1/2013
12,12,0,0,0,0,0,10.401,33.312,0,0,0,25.001,16.801,26.314,12.996,51.578,17.02,19.076,25.467,25.467,0,33.7,16.2,0,22.3,19.77,18.499,0,13.359,36.708,0,0,0,0,5.2,0,19.5,5.2,48.07,31.617,0,1,-18.201,487.523,3/1/2013
13,13,0,0,0,0,0,10.174,32.841,0,0,0,20.901,15.401,17.017,12.989,50.986,16.724,17.99,25.495,25.523,0,30.4,16,18.335,17.87,23.448,22.286,0,13.389,37.017,0,0,0,0,5.2,0,19.7,5.1,48.07,21.607,0,-5.2,-15.217,501.666,3/1/2013
14,14,0,0,0,0,0,10.13,32.9,0,0,0,12,10.4,13.445,53.743,51.43,16.946,13.013,25.495,25.69,0,31.267,16.1,19.032,19.428,16.106,14.903,0,13.589,36.367,0,0,0,0,5.2,0,20,5,48.07,27.833,0,-7.1,-13.514,503.068,3/1/2013
15,15,0,0,0,0,0,10.02,32.576,0,36.405,0,15.801,12.4,10.504,53.184,50.912,16.65,12.788,25.495,25.439,0,30,17.4,0,12.455,0,19.647,0,13.299,36.717,0,0,0,5.2,5.2,0,19.6,5.15,42.702,17.457,0,-9,-14.704,515.791,3/1/2013
16,16,0,0,0,0,0,10.093,33.017,0,16.561,0,31.701,19.401,32.933,49.034,44.326,14.282,20.459,25.523,25.606,0,32.5,17.4,0,7.219,0,0,0,13.569,36.807,0,0,0,0,5.2,0,19.5,5.2,37.638,15.015,0,10.4,-18.714,491.268,3/1/2013
17,17,0,0,0,0,0,10.174,33.931,0,0,0,32.401,18.601,31.673,38.815,51.578,16.724,21.529,25.857,25.606,0,32.5,16.7,0,7.451,0,0,0,13.649,36.868,0,0,0,0,0,0,19.5,5.3,37.892,29.664,0,2,-23.804,468.869,3/1/2013
18,18,0,0,0,0,0,10.034,33.783,0,0,0,35.601,20.001,27.05,52.294,50.394,16.502,21.68,25.745,25.606,0,32.5,15,0,23.407,18.116,16.256,0,13.509,35.408,0,0,0,0,5.2,0,19.5,5.3,47.903,5.615,0,6.9,-25.819,564.073,3/1/2013
19,19,0,0,0,0,0,10.21,34.402,0,0,0,34.601,19.301,33.248,53.716,51.134,16.724,20.759,25.745,25.606,0,33,14.5,14.903,18.827,20.673,19.442,0,14.689,36.868,0,0,0,0,5.2,0,19.8,5.36,47.903,26.49,0,12.4,-18.714,556.435,3/1/2013
20,20,0,0,0,0,0,10.232,34.49,0,0,0,37.601,20.501,33.773,53.696,51.282,16.798,21.928,25.384,25.217,0,32.8,6.1,11.567,17.733,16.161,15.053,0,13.689,37.258,0,0,0,0,5.2,0,20.8,5.44,47.79,45.778,0,-5.1,-31.001,550.816,3/1/2013
21,21,0,0,0,0,0,10.203,34.343,0,0,0,32.101,20.101,27.312,19.645,50.764,16.798,22.364,25.69,25.551,0,33.9,15.1,8.532,13.754,16.338,15.04,0,12.229,37.977,0,0,0,0,0,0,20.3,5.59,47.79,19.654,0,8.5,-27.613,510.881,3/1/2013
22,22,0,0,0,0,0,10.276,34.579,0,0,0,30.301,22.301,27.05,0,51.43,16.798,22.929,25.69,25.551,0,32.1,26.9,0,7.698,0,0,0,12.609,37.287,0,0,0,0,0,0,20.4,5.7,37.623,19.776,0,7.5,-20.417,440.363,3/1/2013
23,23,0,0,0,0,0,10.247,0,0,0,0,33.601,22.201,27.576,0,50.32,0,22.971,25.662,25.551,0,32.2,26.2,0,7.916,0,0,0,12.649,37.308,0,0,0,0,0,0,20.3,5.83,42.07,25.269,0,0.4,-28.712,405.645,3/1/2013
0,00,0,0,0,0,0,0,0,0,0,0,32.801,21.201,32.513,0,50.468,0,20.655,25.662,25.244,0,31.985,25.344,0,0,0,0,0,12.949,36.088,0,0,0,0,0,0,20,5.3,37.695,28.687,0,4.2,0,372.719,4/1/2013
1,01,0,0,0,0,0,0,0,0,0,0,38.901,22.401,33.932,0,50.838,0,22.537,25.662,25.217,0,34.276,23.232,0,0,0,0,0,12.869,37.478,0,0,0,0,0,0,20,5.3,15.043,42.726,0,0,0,360.013,4/1/2013
2,02,0,0,0,0,0,0,0,0,0,0,33.201,20.901,34.93,0,43.66,13.986,21.193,25.272,25.578,0,32.547,24.024,0,0,0,0,0,12.929,37.487,0,0,0,0,0,0,20,5.3,1.121,27.833,0,0,0,356.801,4/1/2013
3,03,0,0,0,0,0,0,0,0,0,0,37.801,22.101,32.513,0,42.18,14.06,18.816,25.662,25.578,0,32.682,27.06,0,0,0,0,0,12.829,37.977,0,0,0,0,0,0,20,5.3,0,29.542,0,2,0,351.741,4/1/2013
4,04,0,0,0,0,0,0,0,0,0,0,37.501,22.601,33.301,0,42.254,13.912,20.686,25.3,25.578,0,29.829,24.684,0,0,0,0,0,13.069,37.428,0,0,0,0,0,0,20,5.3,0,33.937,0,0,0,361.691,4/1/2013
5,05,0,0,0,0,0,0,0,0,0,0,36.701,22.301,33.826,0,44.178,13.986,21.181,25.3,25.578,0,33.086,27.984,0,0,0,0,0,13.069,38.007,0,0,0,0,0,0,20,5.3,16.296,33.57,0,0,0,376.756,4/1/2013
6,06,0,0,0,0,0,0,0,0,0,0,37.101,22.501,33.301,0,41.884,13.098,21.911,25.3,25.578,0,33.288,24.948,0,0,0,0,0,12.999,38.087,0,0,0,0,0,0,20,5.3,19.323,24.293,0,6.2,0,371.761,4/1/2013
7,07,0,0,0,0,0,0,0,0,0,0,36.401,18.601,33.09,0,51.504,16.502,21.007,25.662,25.578,0,32.12,24.816,0,8.244,0,0,0,12.819,37.317,0,0,0,0,0,0,20,5.3,14.096,15.992,0,4.8,0,387.115,4/1/2013
8,08,0,0,0,0,0,0,0,0,0,0,36.201,21.701,33.249,0,50.838,16.65,20.813,25.411,25.69,0,31.154,25.212,0,22.641,0,0,0,13.209,37.948,0,0,0,0,0,0,20,5.3,47.093,23.56,0,4.9,0,429.656,4/1/2013
9,09,0,0,0,0,0,8.687,32.723,0,0,0,24.401,19.001,30.726,0,51.06,16.428,21.987,25.411,25.69,0,31.424,26.136,17.637,22.382,0,0,0,12.869,36.337,0,0,0,0,0,0,20,5.3,46.458,12.94,0,14.5,0,459.502,4/1/2013
10,10,0,0,0,0,0,8.745,33.459,0,0,0,22.401,15.901,25.527,0,51.43,17.02,19.579,25.439,25.745,0,31.109,26.796,23.339,23.927,0,24.145,0,12.629,37.797,0,0,0,0,0,0,20,5.3,47.94,9.888,0,3.7,0,501.225,4/1/2013
11,11,0,0,0,0,0,8.687,33.135,0,0,0,23.101,12.8,21.745,38.117,50.912,16.502,11.536,25.439,25.244,0,31.626,24.552,22.86,23.393,0,24.815,0,12.569,37.577,0,0,0,0,0,0,20,5.3,47.327,9.033,0,4.3,0,518.177,4/1/2013
12,12,0,0,0,0,0,10.071,34.52,0,0,0,16.201,14.7,22.218,50.317,51.282,16.724,11.371,25.439,25.718,0,32.232,23.892,15.997,16.885,0,18.006,0,12.989,37.038,0,0,0,0,0,0,20,5.3,47.327,17.823,0,0,0,526.234,4/1/2013
13,13,0,0,0,0,0,10.086,33.754,0,0,0,15.501,12.1,14.916,49.766,50.394,16.428,9.156,25.133,25.718,0,32.929,23.232,23.489,24.323,0,14.711,0,12.439,37.397,0,0,0,0,0,0,20,5.3,47.327,6.348,0,5.7,0,497.48,4/1/2013
14,14,0,0,0,0,0,10.174,32.664,0,0,0,20.101,16.601,27.995,41.967,50.69,15.836,12.174,25.133,25.69,0,32.974,26.4,10.897,11.662,0,19.579,0,12.25,37.027,0,0,0,0,0,0,20,5.3,47.327,0,0,9.2,0,509.55,4/1/2013
15,15,0,0,0,0,0,10.078,32.605,0,0,0,19.701,16.701,31.305,46.484,51.874,17.02,22.085,25.133,25.578,0,34.86,24.288,0,19.141,0,0,0,11.589,37.648,0,0,0,0,0,0,20,5.3,48.923,20.997,0,0,0,506.71,4/1/2013
16,16,0,0,0,0,0,8.841,32.664,0,0,0,39.301,22.301,34.824,18.653,50.986,16.724,21.876,25.133,25.745,0,30.705,23.628,13.33,12.647,0,0,0,11.589,37.887,0,0,0,0,0,0,20,5.3,48.46,20.875,0,10.9,0,495.416,4/1/2013
17,17,0,0,0,0,0,8.994,34.225,0,0,0,32.001,21.201,32.46,26.527,51.504,16.576,20.817,25.133,25.829,0,30.525,23.892,11.553,11.348,0,0,0,11.549,37.657,0,0,0,0,0,0,20,5.3,48.571,29.908,0,0,0,496.89,4/1/2013
18,18,0,0,0,0,0,10.144,33.96,0,0,0,37.201,22.601,27.575,40.196,50.616,16.65,21.829,25.467,25.662,0,30.211,22.176,20.467,17.815,16.53,16.01,0,12.019,37.617,0,0,0,0,0,0,20,5.3,48.432,0,0,20.501,0,549.719,4/1/2013
19,19,0,0,0,0,0,10.225,34.166,0,0,0,35.001,22.501,31.2,47.008,50.764,16.798,21.522,25.439,25.551,0,30.907,24.684,12.414,12.797,21.001,21.507,0,11.749,37.818,0,0,0,0,0,0,20,5.3,48.312,23.927,0,4.2,0,578.401,4/1/2013
20,20,0,0,0,0,0,10.225,34.078,0,0,0,26.501,17.601,34.51,47.291,50.986,16.798,18.449,25.439,25.829,0,31.109,23.628,13.918,20.768,14.342,15.286,0,12.139,37.168,0,0,0,0,0,0,20,5.3,48.121,0,0,9,0,567.779,4/1/2013
21,21,0,0,0,0,0,10.218,34.225,0,0,0,29.501,20.401,31.83,24.775,51.06,16.798,18.632,25.439,25.551,0,30.323,24.684,0,17.172,0,15.463,0,13.139,37.078,0,0,0,0,0,0,20,5.3,48.242,33.448,0,0,0,496.694,4/1/2013
22,22,0,0,0,0,0,10.152,18.759,0,0,0,37.501,22.101,34.404,0,51.06,16.798,21.836,25.439,25.551,0,32.21,25.212,0,7.342,0,0,0,12.829,37.417,0,0,0,0,0,0,20,5.3,37.756,10.132,0,10.8,0,440.471,4/1/2013
23,23,0,0,0,0,0,0,0,0,0,0,34.401,22.401,34.614,0,50.764,16.798,21.45,25.439,25.551,0,31.446,26.664,0,0,0,0,0,13.129,37.377,0,0,0,0,0,0,20,5.3,45.059,24.537,0,3,0,410.348,4/1/2013
0,00,0,0,0,0,0,0,0,0,0,0,39.001,20.601,35.139,0,47.508,15.54,21.958,25.801,25.551,0,29.874,26.4,0,0,0,0,0,13.009,37.338,0,0,0,0,0,0,20.4,5.92,15.15,27.345,0,0.1,-30.818,382.563,5/1/2013
