,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,GSR,HPA1,HPA2,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
0,00,12.585,0,0,0,0,0,0,0,0,0,0,0,33.901,22.201,36.4,0,34.336,0,43.916,25.912,0,0,6.621,0,30,28.38,21.616,22.655,0,0,23.588,23.529,0,0,0,0,0,16.848,0,5.76,0,-46.754,-49.742,78.002,19.391,387.351,1/2/2014
1,01,11.795,0,0,0,0,0,0,0,0,0,0,0,36.901,22.101,37.135,0,0,0,43.423,25.94,0,0,6.576,0,30.6,28.644,21.383,22.409,0,0,23.768,23.739,0,0,0,0,0,16.848,0,5.76,0,-46.999,-49.55,72.902,17.286,363.383,1/2/2014
2,02,11.084,0,0,0,0,0,0,0,0,0,0,0,39.201,22.101,36.978,0,0,0,43.83,25.996,0,0,6.613,0,30.6,32.604,20.358,21.083,0,0,23.208,23.779,0,0,0,0,0,16.848,0,5.76,0,-44.191,-47.343,76.402,17.689,357.486,1/2/2014
3,03,12.375,0,0,0,0,0,0,0,0,0,0,0,37.001,21.201,31.095,0,0,0,43.329,25.801,0,0,6.62,0,30.7,32.208,23.708,24.501,0,0,23.338,23.638,0,0,0,0,0,16.848,0,5.84,0,-41.383,-42.518,68.102,15.693,358.309,1/2/2014
4,04,12.222,0,0,0,0,0,0,0,0,0,0,0,37.401,21.901,30.99,0,0,0,43.97,25.968,0,0,6.605,0,30.2,27.456,19.401,20.399,17.049,0,23.518,23.789,0,0,0,0,0,16.848,0,5.84,0,-39.308,-41.017,70.302,16.883,356.697,1/2/2014
5,05,12.241,0,0,0,0,0,0,0,0,0,0,0,38.001,22.201,31.253,0,0,0,43.667,25.885,0,0,6.613,0,30.6,29.568,24.173,24.761,17.856,0,23.269,23.638,0,0,0,0,0,16.848,0,5.84,0,-42.97,-45.979,69.402,14.795,381.166,1/2/2014
6,06,12.465,0,0,0,0,0,0,0,0,0,0,0,37.201,22.201,31.777,0,32.486,0,43.708,25.912,0,0,6.642,0,32.4,29.04,10.979,12.141,15.764,0,23.269,23.508,0,0,0,0,0,16.848,0,5.92,0,-36.378,-43.37,65.302,12.69,384.017,1/2/2014
7,07,14.104,0,0,0,0,0,0,0,0,0,0,0,38.101,21.801,26.998,0,32.338,0,41.248,25.885,0,0,6.623,0,31,30.492,20.741,21.575,0,0,23.628,23.439,0,0,0,0,0,16.848,0,5.76,0,-50.417,-54.109,76.702,21.094,387.311,1/2/2014
8,08,14.245,0,0,0,0,0,0,0,0,0,0,0,38.801,21.901,33.353,0,51.652,0,43.23,25.94,0,0,6.636,0,30.3,30.228,16.817,18.047,17.596,0,23.428,23.708,0,0,0,0,0,16.848,0,5.76,0,-20.142,-28.611,46.801,0,420.442,1/2/2014
9,09,12.962,0,0,0,0,0,0,0,0,0,0,0,35.801,22.101,30.885,0,51.652,16.65,42.955,25.718,0,0,6.61,0,30.413,27.852,23.872,24.87,16.995,15.04,23.418,23.648,0,0,0,0,0,16.848,0,5.52,0,-31.861,-42.985,83.903,0,444.74,1/2/2014
10,10,12.865,0,0,0,0,0,0,0,0,0,0,0,29.701,20.401,24.844,0,51.726,16.946,43.079,25.467,0,0,6.596,0,31.4,27.588,24.378,24.678,24.05,24.063,23.168,23.879,0,0,0,0,0,16.848,0,5.6,0,-31.373,-44.157,68.902,0,463.895,1/2/2014
11,11,12.457,0,0,0,0,0,0,0,0,0,0,0,28.101,18.301,34.089,0,51.134,16.576,39.961,25.551,0,0,6.621,0,29,26.532,22.956,24.05,17.583,15.778,23.659,23.838,0,0,0,0,0,10.576,0,5.13,38.986,-34.669,-44.194,80.602,0,469.14,1/2/2014
12,12,12.584,0,0,0,0,0,0,0,0,0,0,0,24.301,18.301,27.47,0,51.726,16.798,35.629,25.662,0,0,6.63,0,31.4,27.852,19.825,21.055,15.983,14.178,22.818,23.538,0,0,0,0,0,0,15,4.97,49.908,-31.983,-43.379,73.502,0,467.488,1/2/2014
13,13,10.84,0,0,0,0,0,0,0,0,0,0,0,18.501,13.4,19.013,0,51.282,16.798,25.348,25.718,0,0,6.606,0,28.6,20.46,21.411,22.258,24.542,23.448,23.319,23.818,0,0,0,0,0,0,14.9,4.8,49.963,-41.383,-55.4,96.403,0,445.405,1/2/2014
14,14,9.451,0,0,0,0,0,0,0,0,0,0,0,18.701,14.9,23.688,0,51.8,16.798,32.185,25.718,0,0,6.616,0,30.2,29.436,24.296,24.856,15.956,15.19,22.719,23.749,0,0,0,0,0,13.916,0,4.9,37.583,-29.786,-44.899,50.102,17.396,449.845,1/2/2014
15,15,12.771,0,0,0,0,0,0,0,0,0,0,0,32.201,21.101,24.949,0,51.208,16.798,41.045,25.69,0,0,6.64,0,28.5,33.528,19.018,20.098,15.081,0,22.849,23.668,0,0,0,0,0,0,14.9,4.66,17.616,-35.035,-43.562,62.602,18.293,430.023,1/2/2014
16,16,14.573,0,0,0,0,0,0,0,0,0,0,0,35.801,22.001,33.773,0,43.808,14.282,41.819,25.745,0,0,6.611,0,31.2,27.72,19.223,20.454,15.436,0,22.669,23.598,0,0,0,0,0,0,15.1,4.74,0,-45.167,-53.624,77.102,19.3,420.942,1/2/2014
17,17,11.121,0,0,0,0,0,0,0,0,0,0,0,23.401,16.301,23.163,0,51.504,16.946,31.801,25.551,0,0,6.63,0,31.1,32.472,23.352,24.35,19.784,23.366,23.439,23.538,0,0,0,0,0,0,11,5.05,6.17,-17.457,-36.467,51.402,14.283,418.278,1/2/2014
18,18,11.471,0,0,0,0,0,7.354,20.763,0,0,0,0,24.201,19.401,23.163,5.493,51.208,16.946,40.472,25.578,0,0,6.598,0,30.4,30.756,12.127,13.166,16.899,16.502,23.359,23.579,0,0,0,0,0,16.199,0,5.28,48.79,-23.682,-31.504,58.402,15.198,471.291,1/2/2014
19,19,12.857,0,0,0,0,0,10.166,32.782,0,0,0,0,30.501,20.801,22.953,50.018,51.874,17.094,38.512,25.523,0,0,6.615,0,31,28.644,19.661,20.796,15.627,15.833,23.418,23.708,0,0,0,0,0,16.718,0,5.21,40.339,-15.503,-29.408,47.801,1.099,556.661,1/2/2014
20,20,14.137,0,0,0,0,0,9.969,32.163,0,0,0,0,36.301,22.201,38.186,1.027,51.874,16.65,43.871,25.718,0,0,6.628,0,30.5,27.984,18.963,20.016,14.78,14.616,23.368,23.938,0,0,0,0,0,17.498,0,5.3,40.89,-7.691,-20.966,34.701,-13.715,544.249,1/2/2014
21,21,13.118,0,0,0,0,0,9.983,27.715,0,0,0,0,35.201,22.001,31.988,0,51.578,16.724,43.904,25.801,0,0,6.628,0,32,28.38,17.706,18.881,14.903,15.327,23.238,23.569,0,0,0,0,0,16.644,0,5.5,38.365,3.418,-19.968,51.802,-1.904,485.806,1/2/2014
22,22,14.457,0,0,0,0,0,0,0,0,0,0,0,32.601,21.501,28.731,0,51.652,16.798,43.206,25.885,0,0,6.657,0,32.6,29.7,24.104,24.843,16.803,15.887,23.279,23.678,0,0,0,0,0,16.885,0,5.6,0,-16.114,-29.975,51.102,1.996,447.858,1/2/2014
23,23,11.189,0,0,0,0,0,0,0,0,0,0,0,32.301,20.601,24.949,0,50.838,16.65,42.742,26.024,0,0,6.64,0,29,32.736,18.02,19.087,15.573,0,23.678,23.829,0,0,0,0,0,16.885,0,5.5,0,-38.087,-45.695,66.802,18.787,414.435,1/2/2014
0,00,10.747,0,0,0,0,0,0,0,0,0,0,0,29.701,18.601,25.579,0,43.438,14.134,39.25,25.801,0,0,6.643,0,30.278,27.456,18.881,19.866,0,0,23.479,23.728,0,0,0,0,0,16.885,0,5.6,0,-42.604,0,70.702,24.39,381.537,2/2/2014
1,01,5.458,0,0,0,0,0,0,0,0,0,0,0,23.501,17.501,16.755,0,44.992,14.8,38.791,26.024,0,0,6.642,0,31.536,28.908,17.172,18.389,0,0,23.408,23.319,0,0,0,0,0,16.885,0,5.6,0,-33.326,0,58.502,21.9,359.473,2/2/2014
2,02,5.662,0,0,0,0,0,0,0,0,0,0,0,25.601,17.501,15.074,0,51.134,0,34.374,25.94,0,0,6.591,0,29.559,27.72,18.567,19.743,0,0,23.248,23.609,0,0,0,0,0,16.885,0,5.6,0,-38.697,0,61.902,24.793,344.462,2/2/2014
3,03,10.314,0,0,0,0,0,0,0,0,0,0,0,24.101,16.601,27.837,0,0,0,23.806,25.912,0,0,6.574,0,30.817,28.116,22.122,23.065,15.737,15.491,23.349,23.588,0,0,0,0,0,16.885,0,5.6,0,-41.383,0,63.402,24.683,339.504,2/2/2014
4,04,11.668,0,0,0,0,0,0,0,0,0,0,0,27.901,15.601,26.314,0,0,0,27.955,25.94,0,0,6.611,0,31.154,29.7,19.921,20.946,15.286,15.094,23.548,23.749,0,0,0,0,0,17.646,0,5.6,0,-40.529,0,65.102,23.988,337.913,2/2/2014
5,05,11.475,0,0,0,0,0,0,0,0,0,0,0,30.901,18.601,21.43,0,0,0,29.593,25.885,0,0,6.63,0,28.773,27.984,23.803,24.856,16.038,15.45,23.179,23.609,0,0,0,0,0,17.646,0,5.6,0,-42.726,0,66.902,25.086,347.641,2/2/2014
6,06,10.43,0,0,0,0,0,0,0,0,0,0,0,26.201,15,23.163,0,34.04,0,21.082,25.829,0,0,6.606,0,29.447,26.928,19.483,20.167,18.157,0,22.938,23.449,0,0,0,0,0,16.867,0,5.6,0,-38.209,0,61.202,26.185,351.223,2/2/2014
7,07,11.128,0,0,0,0,0,0,0,0,0,0,0,29.001,15.301,21.272,0,33.818,0,27.299,26.079,0,0,6.578,0,31.963,26.532,17.706,18.799,0,0,23.619,23.388,0,0,0,0,0,17.646,0,5.6,0,-26.002,0,50.702,9.394,331.154,2/2/2014
8,08,12.128,0,0,0,0,0,0,0,0,0,0,0,15.201,12,22.06,0,50.616,0,35.28,25.885,0,0,6.608,0,32.929,30.228,24.378,24.802,0,0,23.258,23.749,0,0,0,0,0,17.627,0,5.6,0,-17.335,0,42.501,10.987,355.761,2/2/2014
9,09,12.436,0,0,0,0,0,0,0,0,0,0,0,26.501,15.1,27.313,0,43.438,14.208,29.877,25.801,0,0,5.083,0,30.346,26.004,21.657,21.548,15.409,0,23.049,23.479,0,0,0,0,0,17.665,0,5.6,0,-39.552,0,65.602,23.292,370.5,2/2/2014
10,10,11.093,0,0,0,0,0,0,0,0,0,0,0,16.201,11.9,18.855,0,52.17,17.168,33.804,25.439,0,0,5.069,0,31.693,26.004,23.817,24.966,0,0,23.359,23.678,0,0,0,0,0,16.885,0,5.6,0,-41.139,0,56.202,22.687,389.282,2/2/2014
11,11,12.243,0,0,0,0,0,0,0,0,0,0,0,22.601,14.2,24.581,0,51.874,16.946,28.863,25.3,0,0,5.071,0,30.975,23.628,23.735,24.624,15.108,0,23.269,23.588,0,0,0,0,0,17.126,0,5.6,0,-35.89,0,58.302,24.683,389.217,2/2/2014
12,12,11.335,0,0,0,0,0,0,0,0,0,0,0,17.601,14,22.953,0,52.022,16.946,27.455,25.801,0,0,5.105,0,31.469,27.984,23.147,23.831,16.12,15.135,23.078,23.858,0,0,0,0,0,17.126,0,5.6,0,-34.181,0,53.802,23.2,405.358,2/2/2014
13,13,7.644,0,0,0,0,0,0,0,0,0,0,0,16.501,11.4,18.698,0,52.022,17.242,20.993,25.718,0,0,5.083,0,30.862,30.36,24.419,24.72,23.557,22.655,22.738,23.818,0,0,0,0,0,17.126,0,5.6,0,-36.622,0,50.502,24.592,406.328,2/2/2014
14,14,7.488,0,0,0,0,0,0,0,0,0,0,0,14.4,10.4,17.91,0,51.874,16.946,20.135,25.801,0,0,5.076,0,28.526,32.34,18.499,19.415,15.34,14.999,22.788,23.498,0,0,0,0,0,17.145,0,5.6,27.71,-30.519,0,49.802,26.185,396.946,2/2/2014
15,15,7.361,0,0,0,0,0,0,0,0,0,0,0,15.201,10.8,19.959,0,52.318,16.724,27.384,25.69,0,0,5.073,0,30.278,27.984,19.633,20.673,15.081,0,23.118,23.858,0,0,0,0,0,17.145,0,5.6,22.702,-40.651,0,59.002,29.096,388.534,2/2/2014
16,16,7.654,0,0,0,0,0,0,0,0,0,0,0,18.001,13.1,20.536,0,51.578,16.724,25.988,25.578,0,0,5.098,0,29.964,29.7,22.204,23.038,16.407,15.04,23.248,23.628,0,0,0,0,0,17.145,0,5.6,0,-28.077,0,54.302,24.995,385.425,2/2/2014
17,17,7.153,0,0,0,0,0,0,0,0,0,0,0,15.401,13.2,21.955,0,51.948,17.02,29.174,25.857,0,0,5.108,0,29.245,26.268,20.809,21.725,16.106,15.34,22.549,23.768,0,0,0,0,0,17.145,0,5.6,0,-25.513,0,51.102,21.9,385.546,2/2/2014
