,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,PCHN,PNI1,PNI2,GSR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,AMY-L9030,TCPI-L9150,Demanda,Date
23,23,0,0,0,0,0,9.947,30.867,21.883,0,0,28.101,18.901,0,23.098,52.244,16.65,0,25.634,25.328,0,0,0,9.051,11.129,16.284,0,0,38.737,0,0,0,5.2,5.2,0,23,6.07,48.099,-4.517,7.4,-3.809,416.277,4/8/2012
0,00,0,0,0,0,0,9.698,30.307,0,0,0,26.001,16.301,0,18.544,51.282,16.65,0,25.634,25.328,0,0,0,10.897,11.758,15.75,0,0,38.758,0,0,0,0,5.2,0,23,6.07,48.099,-6.836,5.1,-4.212,385.154,5/8/2012
1,01,0,0,0,0,0,9.881,2.321,0,0,0,36.001,21.501,0,28.844,51.874,16.502,0,25.634,25.328,0,0,0,12.51,13.235,0,0,0,38.718,0,0,0,0,5.2,0,23.1,6.15,48.099,3.296,5.1,-8.716,365.218,5/8/2012
2,02,0,0,0,0,0,9.712,2.321,0,0,0,22.201,13.4,0,28.769,51.504,16.872,0,26.135,25.69,0,0,0,19.415,18.963,0,0,0,38.718,0,0,0,0,5.2,0,23,6,48.099,8.179,-1.6,-6.5,355.921,5/8/2012
3,03,0,0,0,0,0,9.925,2.321,0,0,0,22.001,15.801,0,28.25,50.616,0.37,0,25.912,25.467,0,0,0,16.489,16.475,14.465,0,0,38.217,0,0,0,0,5.2,0,23,5.88,48.477,0,5.5,-4.614,347.98,5/8/2012
4,04,0,0,0,0,0,9.61,2.292,0,0,0,25.601,15.601,0,22.211,50.32,16.576,0,25.912,25.384,0,0,0,17.077,17.624,0,0,0,38.827,0,0,0,0,5.2,0,23.3,6.07,46.959,3.418,3.2,-5.2,347.146,5/8/2012
5,05,0,0,0,0,0,9.756,2.292,0,0,0,25.501,18.101,0,22.285,47.5,16.281,0,25.912,25.439,0,0,0,16.817,16.106,0,0,0,38.208,0,0,0,0,5.2,0,23.1,6.08,46.73,3.296,1.9,-6.317,346.429,5/8/2012
6,06,0,0,0,0,0,9.617,2.262,0,0,0,19.601,15.701,0,9.937,51.726,16.872,0,25.885,25.745,0,0,0,12.893,14.041,0,0,0,39.217,0,0,0,0,5.2,0,23.2,6.23,46.73,-5.371,4.5,-1.007,326.735,5/8/2012
7,07,0,0,0,0,0,9.8,2.292,0,0,0,23.701,17.401,0,19.289,51.208,16.502,0,25.384,25.578,0,0,0,14.37,12.729,0,0,0,38.338,0,0,0,0,5.2,0,23,6,46.73,6.836,-.9,-7.105,338.689,5/8/2012
8,08,0,0,0,0,0,9.529,2.292,0,0,0,24.601,16.101,0,22.458,50.912,16.576,0,25.467,25.606,0,0,0,12.893,11.498,15.067,0,0,37.717,0,0,0,0,5.2,0,23,5.7,46.73,1.221,1.3,-7.801,356.627,5/8/2012
9,09,0,0,0,0,0,9.8,2.262,0,0,0,20.401,15.901,0,27.849,50.912,16.502,0,25.467,25.634,0,0,0,13.686,14.479,15.887,15.081,0,38.628,0,0,0,0,5.2,0,23,5.8,46.73,-2.441,0.6,-5.109,380.169,5/8/2012
10,10,0,0,0,0,0,9.947,2.292,0,0,0,27.501,18.201,0,28.025,51.504,16.724,0,25.439,25.523,0,0,0,10.268,12.674,20.878,21.014,0,38.888,0,0,0,0,5.2,0,23,5.8,39.082,28.565,1.1,-14.411,366.706,5/8/2012
11,11,0,0,0,0,0,9.822,2.94,0,0,0,17.201,11.6,0,27.924,51.208,16.502,0,25.272,25.578,0,0,0,23.981,24.419,23.27,22.874,0,38.387,0,0,0,0,5.2,0,23,5.6,38.007,7.08,-9.3,-9.412,404.417,5/8/2012
12,12,0,0,0,0,0,9.976,31.81,0,0,0,14.1,11.5,0,28.197,51.356,16.502,0,25.272,25.69,0,0,0,14.479,14.807,21.616,20.618,0,38.357,0,0,0,5.2,5.2,0,23,5.5,38.007,17.457,-5.9,-3.717,393.347,5/8/2012
13,13,0,0,0,0,0,9.558,30.69,0,0,0,4.8,4.1,0,28.08,50.69,16.354,0,25.578,25.523,0,0,0,16.215,16.667,20.59,19.866,0,37.757,0,0,0,5.2,5.2,0,22.8,5.3,47.525,8.911,-5.4,-.201,389.183,5/8/2012
14,14,0,0,0,0,0,9.837,31.338,0,0,0,6.8,4.5,0,21.994,52.022,16.28,0,25.578,25.578,0,0,0,20.891,21.807,16.202,15.45,0,38.407,0,0,0,5.2,5.2,0,22.8,5.2,47.525,18.921,-14,-6.5,394.188,5/8/2012
15,15,0,0,0,0,0,9.734,31.103,0,0,0,0.9,1.1,0,21.872,51.8,16.206,0,25.745,25.745,0,0,0,22.628,22.587,19.579,18.758,0,38.427,0,0,0,5.2,5.2,0,22.8,5.3,47.525,12.574,-8.5,0,388.135,5/8/2012
16,16,0,0,0,0,0,9.463,30.16,0,0,0,0.6,0.1,0,21.735,51.43,16.428,0,25.801,26.135,0,0,0,22.45,21.643,15.805,16.106,0,38.678,0,0,0,5.2,5.2,0,22.8,5.36,47.525,0,-6,2.692,385.927,5/8/2012
17,17,0,0,0,0,0,9.661,30.543,0,0,0,4.7,0.9,0,21.766,51.874,16.28,0,25.69,25.968,0,0,0,18.963,17.815,16.297,16.899,0,38.378,0,0,0,5.2,5.2,0,23.7,5.59,47.525,2.197,-4.5,1.996,383.256,5/8/2012
18,18,0,0,0,0,0,9.654,30.69,21.85,0,0,4.6,4.8,0,21.813,51.282,16.428,0,25.634,25.69,0,0,0,13.959,17.022,16.434,16.913,0,38.517,0,0,0,5.2,5.2,0,23.2,5.76,47.525,6.47,1.8,0,393.942,5/8/2012
19,19,18.418,18.92,18.604,19.324,0,9.676,30.779,20.4,32.787,0,4.8,1.7,0,21.712,51.578,16.354,0,25.718,25.745,0,0,0,24.091,24.132,18.499,18.471,0,38.427,0,0,0,5.2,5.2,0,24,5.73,47.525,-4.028,0.8,10.694,520.324,5/8/2012
20,20,18.137,18.34,18.201,18.482,0,9.507,30.072,20.078,31.785,0,4.1,1.7,0,21.703,51.134,16.428,0,25.718,25.523,0,0,0,23.954,24.446,17.596,17.897,0,38.727,0,0,0,5.2,5.2,0,23.8,5.59,47.525,3.418,-8.7,1.996,524.129,5/8/2012
21,21,17.899,18.53,18.03,18.397,0,7.94,29.777,19.788,31.256,0,0.2,0,0,20.19,51.504,16.354,0,25.718,25.912,0,0,0,14.78,15.969,14.164,14.643,0,38.808,0,0,0,5.2,5.2,0,23.8,5.51,47.525,6.47,-4.6,2.289,482.935,5/8/2012
22,22,0,0,9.705,0,0,8.115,30.455,20.013,31.674,0,3.6,1.1,0,22.592,51.504,16.354,0,25.328,25.662,0,0,0,11.594,11.403,15.176,15.696,0,37.887,0,0,0,5.2,5.2,0,23.3,5.5,47.525,-5.982,1.4,2.783,426.382,5/8/2012
23,23,0,0,0,0,0,8.167,30.278,0,0,0,0.1,0.1,0,22.954,51.726,16.206,0,25.606,25.578,0,0,0,23.913,24.569,18.799,19.155,0,39.027,0,0,0,5.2,5.2,0,22.5,5.76,47.525,0,-.7,6.592,386.471,5/8/2012
0,00,0,0,0,0,0,8.233,30.572,0,0,0,0.2,0.1,0,23.012,53.872,17.168,0,25.606,25.467,0,0,0,23.94,23.557,0,0,0,38.367,0,0,0,5.2,5.2,0,23,5.84,50.701,0,-5.2,3.095,362.14,6/8/2012
1,01,0,0,0,0,0,8.101,14.488,20.255,0,0,0.4,0.1,0,22.849,53.724,17.168,0,25.662,25.328,0,0,0,18.895,19.018,0,0,0,38.487,0,0,0,5.2,5.2,0,23,6.15,48.252,11.475,-9.2,-1.703,351.705,6/8/2012
2,02,0,0,0,0,0,8.137,2.174,20.368,0,0,2.6,3.9,0,22.884,50.986,16.872,0,25.857,25.495,0,0,0,15.723,16.407,0,0,0,38.617,0,0,0,5.2,5.2,0,23,6.23,48.252,0,-4,1.886,340.016,6/8/2012
3,03,0,0,0,0,0,7.984,2.174,20.013,0,0,1.1,1.7,0,22.904,53.354,3.7,0,25.857,25.523,0,0,0,23.448,23.872,0,0,0,38.857,0,0,0,5.2,5.2,0,24,6.23,48.224,-4.883,2,6.391,335.832,6/8/2012
4,04,0,0,0,0,0,7.969,2.292,20.126,0,0,0,0,0,22.865,50.912,16.798,0,25.857,25.523,0,0,0,21.835,22.792,0,0,0,38.777,0,0,0,5.2,5.2,0,24,6.07,48.108,-7.202,-.2,6.189,345.537,6/8/2012
5,05,0,0,0,0,0,8.094,2.292,20.11,30.533,0,0,0.4,0,22.822,51.208,16.724,0,25.857,25.523,0,0,0,17.637,17.883,0,0,0,37.858,0,0,0,5.2,5.2,0,23.4,6.23,48.108,5.86,-9.6,-.311,369.13,6/8/2012
6,06,0,0,0,0,0,8.02,2.262,20.174,30.06,0,0,0,0,20.282,50.986,16.502,0,25.829,25.885,0,0,0,23.393,23.749,0,0,0,38.857,0,0,0,5.2,5.2,0,23.1,6.23,48.108,3.54,-7.9,1.593,376.604,6/8/2012
7,07,0,0,0,0,0,8.013,15.637,20.046,29.948,0,0,0,0,23.64,50.838,16.354,0,25.968,25.94,0,0,0,16.995,16.872,20.549,0,0,38.097,0,0,0,0,5.2,0,23.6,6.15,48.108,3.418,-1,4.193,385.344,6/8/2012
8,08,16.191,0,0,19.288,0,7.962,24.15,18.901,30.143,0,0,0,0,28.976,50.986,16.65,0,25.189,25.857,0,0,0,20.153,21.452,17.186,16.803,0,38.848,0,0,0,0,5.2,0,23.1,6.07,48.108,-18.433,2.3,9.082,468.264,6/8/2012
9,09,18.333,15.57,17.408,18.567,19.15,6.834,23.65,19.514,30.561,0,0,0,0,22.629,51.282,17.02,0,34.513,25.773,0.43,0,0,7.219,16.926,15.942,15.641,0,38.477,0,0,0,0,5.2,0,22.9,6.08,47.997,27.955,-8.5,3.79,474.371,6/8/2012
10,10,18.249,15.64,16.602,18.274,18.66,6.746,23.532,13.922,31.562,0,0,0,0,22.683,51.874,17.094,0,35.57,45.006,3.7,0,0,21.069,22.368,18.458,17.118,0,38.328,0,0,0,0,5.2,0,22.7,5.84,47.997,0,-5.5,-.403,544.056,6/8/2012
11,11,18.081,15.28,16.431,18.421,18.67,8.094,24.091,13.89,29.67,0,0,0,0,22.613,51.578,16.65,0,44.867,47.511,3.2,0,0,22.327,23.571,21.848,21.917,0,38.997,0,0,0,0,5.2,0,22.6,5.67,50.133,-13.306,1.8,6.098,566.718,6/8/2012
12,12,18.348,16.45,16.504,18.36,18.5,8.196,23.178,20.658,29.976,0,0,0,0,22.937,51.43,17.02,0,47.177,47.511,3.8,0,0,22.901,21.643,17.09,17.432,0,38.687,0,0,0,0,5.2,0,22.5,5.51,50.133,29.664,-16.4,-2.509,550.416,6/8/2012
13,13,18.236,16.85,16.395,17.591,18.41,8.181,24.357,20.529,30.032,0,0,0,0,22.726,51.43,17.094,0,47.539,47.873,3.7,0,0,15.819,13.522,15.532,15.135,0,38.797,0,0,0,0,5.2,0,22.5,5.5,50.133,5.249,-8.4,0.494,545.738,6/8/2012
14,14,16.709,16.87,16.468,17.127,18.8,8.211,22.648,20.432,30.505,0,0,0,0,22.926,51.134,16.946,0,47.205,47.232,3.5,0,0,20.96,23.844,18.471,19.319,0,38.187,0,0,0,0,5.2,0,22.8,5.44,47.733,15.259,-16.5,-6.702,566.56,6/8/2012
15,15,16.611,17,15.064,18.494,18.65,8.247,23.06,20.593,30.31,0,0,0,0,24.927,51.356,16.946,0,47.455,47.539,3.3,0,0,18.294,23.749,18.225,19.278,0,37.537,0,0,0,0,5.2,0,22.6,5.36,49.599,-5.127,-3.9,5.182,563.239,6/8/2012
16,16,18.095,17.06,16.285,18.372,18.6,8.277,24.268,20.626,28.473,0,0,0,0,22.528,51.8,17.168,0,47.455,42.946,3.5,0,0,14.999,21.301,15.436,15.942,0,36.738,0,0,0,0,5.2,0,22.6,5.52,47.539,16.236,-11.3,-3.717,539.509,6/8/2012
17,17,18.123,16.98,17.017,18.311,18.61,8.218,24.121,21.947,31.395,0,0,0,0,25.971,51.652,17.168,0,25.745,25.551,0,0,0,10.172,10.828,14.821,15.34,0,37.957,0,0,0,0,5.2,0,22.6,5.67,47.539,6.226,-9.1,-1.611,495.421,6/8/2012
18,18,17.969,17.11,17.591,18.323,18.63,8.189,25.152,21.657,31.757,0,0.2,0,0,25.948,51.578,17.094,0,25.578,25.272,0,0,0,10.5,11.239,0,0,0,38.317,0,0,0,0,5.2,0,22.6,5.76,47.539,11.231,-11.9,-1.209,465.081,6/8/2012
19,19,18.264,16.9,17.505,18.177,18.5,8.167,25.211,21.464,30.282,30.121,0,0,0,25.929,52.244,16.872,0,47.288,0,4.4,0,0,23.721,24.446,23.844,23.995,0,38.118,0,0,0,0,5.2,0,22.6,5.84,50.636,-6.592,-4.4,3.699,577.017,6/8/2012
20,20,18.376,17.11,17.579,18.152,18.8,8.152,25.093,21.544,31.535,10.011,1.1,1.2,0,25.866,52.91,17.464,0,47.733,0,4.5,0,0,22.176,20.577,23.844,23.995,0,38.567,0,0,0,0,5.2,0,22.6,6,49.745,11.963,-25.701,-15.418,578.945,6/8/2012
21,21,18.249,17.02,17.566,18.14,18.64,8.189,25.358,21.544,32.008,0,0.2,0,0,25.897,51.356,16.798,0,46.453,24.576,4.5,0,0,12.729,13.481,13.905,14.082,0,38.707,0,0,0,0,5.2,0,22.7,6.07,47.123,10.987,-1.4,1.392,509.512,6/8/2012
22,22,18.376,0,17.737,0,0,8.203,25.24,21.689,29.837,0,0,0,0,25.96,51.208,16.872,0,25.773,25.411,0,0,0,16.571,17.706,16.571,16.708,0,38.747,0,0,0,0,5.2,0,22.7,6.07,47.123,13.672,-13,-3.809,456.839,6/8/2012
23,23,0,0,0,0,0,8.159,25.211,23.881,29.976,0,0,0,0,26.318,50.838,16.28,0,25.551,25.634,0,0,0,22.464,22.997,22.696,0,0,38.657,0,0,0,0,5.2,0,22.5,6.3,48.076,-4.883,-3.2,5.695,423.126,6/8/2012
0,00,0,0,0,0,0,8.262,25.505,24.735,30.143,0,0,0,0,26.276,51.504,16.872,0,25.69,25.662,0,0,0,17.022,16.653,0,0,0,38.458,0,0,0,0,5.2,0,23,6,48.076,13.55,0,0,385.91,7/8/2012
1,01,0,0,0,0,0,8.247,0,24.251,30.143,0,0,0,0,26.295,51.06,16.872,0,25.773,25.662,0,0,0,19.251,19.756,0,0,0,38.237,0,0,0,0,5.2,0,23,6,48.076,7.202,0,0,368.163,7/8/2012
2,02,0,0,0,0,0,8.299,0,24.412,0,0,0,0,0,25.564,51.208,16.946,0,25.634,25.745,0,0,0,22.286,23.393,15.149,0,0,38.598,0,0,0,0,5.2,0,23,6,48.076,3.418,0,3.186,357.536,7/8/2012
3,03,0,0,0,0,0,8.262,25.977,24.219,0,0,0,0,0,32.857,48.1,6.438,0,25.634,25.439,0,0,0,24.364,22.669,0,0,0,39.217,0,0,0,0,5.2,0,23,6,40.471,4.395,0,2.289,354.858,7/8/2012
4,04,0,0,0,0,0,8.277,24.533,24.122,0,0,0,0,0,29.951,51.282,16.798,0,25.634,25.523,0,0,0,17.965,16.831,0,0,0,39.018,0,0,0,0,5.2,0,23,6,48.001,16.602,0,0,352.834,7/8/2012
5,05,0,0,0,0,0,8.372,25.064,24.364,0,0,0,0,0,32.629,51.282,16.946,0,25.578,25.662,0,0,0,23.188,24.009,0,0,0,38.237,0,0,0,0,5.2,0,23,6,48.001,0,0,5.585,375.478,7/8/2012
6,06,0,0,0,0,0,8.438,25.152,24.171,0,0,0,0,0,32.742,51.134,16.872,0,25.606,25.662,0,0,0,20.686,21.712,16.051,0,0,38.387,0,0,0,0,5.2,0,23,6,48.001,0,0,4.999,386.116,7/8/2012
7,07,0,0,0,0,0,8.313,24.74,24.042,0,0,2.6,0.9,0,26.365,50.764,16.576,0,25.718,25.467,0,0,0,19.428,19.756,15.668,15.901,0,38.867,0,0,0,0,5.2,0,23,6,48.001,5.615,0,0,397.592,7/8/2012
8,08,19.048,12,17.53,0,0,8.328,20.674,20.706,0,0,0,0,0,26.338,51.578,16.65,0,25.356,25.467,0,0,0,20.768,22.354,15.764,15.928,0,37.827,0,0,0,0,5.2,0,23,6,49.847,0,0,3.095,455.178,7/8/2012
9,09,18.474,17,16.895,18.592,18.2,6.936,20.556,20.787,27.081,0,0,0,0,26.392,51.134,16.576,0,35.403,25.189,0,0,0,20.467,19.702,15.778,15.997,0,38.297,0,0,0,0,5.2,0,23,6,47.81,0,0,4.285,515.482,7/8/2012
10,10,18.376,17,16.968,18.653,18.5,6.863,19.349,20.642,27.054,0,0,0,0,26.353,51.504,16.058,0,35.57,47.539,3.5,0,0,20.03,16.598,15.874,15.942,0,38.617,0,0,0,0,5.2,0,23,6,47.649,12.329,0,0,537.821,7/8/2012
11,11,18.516,17,16.858,18.592,18.5,6.9,19.437,21.464,27.443,0,0,0,0,32.689,52.244,16.354,0,42.835,47.873,3.5,0,0,21.329,22.532,16.079,15.723,0,37.937,0,0,0,0,5.2,0,23,6,47.649,0,0,2.582,559.771,7/8/2012
12,12,18.361,17,16.956,18.628,18.5,7.002,21.322,20.674,26.97,0,0,0,0,32.459,52.244,16.28,0,36.545,47.483,5,0,0,19.962,19.182,15.34,14.944,0,37.747,0,0,0,0,5.2,0,23,6,47.538,7.202,0,3.497,538.938,7/8/2012
13,13,16.345,15.4,15.21,16.553,16.6,6.878,19.496,20.738,26.887,0,0,0,0,32.412,51.134,16.28,0,35.403,39.161,5,0,0,7.465,8.627,16.543,14.315,0,37.927,0,0,0,0,5.2,0,23,6,46.538,0,8.5,10.584,491.726,7/8/2012
14,14,16.891,17,16.919,18.543,18.8,6.966,18.995,21.834,29.67,0,0,0,0,26.045,51.578,16.28,0,35.403,25.439,5,0,0,18.116,19.292,14.629,15.163,0,38.508,0,0,0,0,5.2,0,23,6,47.696,1.953,0,3.992,510.622,7/8/2012
15,15,18.46,17,15.467,18.409,18.8,6.804,18.877,20.287,28.751,0,0.9,0.9,0,25.881,51.948,16.354,0,31.535,25.467,0,0,0,20.536,22.546,15.874,15.04,0,38.147,0,0,0,5.2,5.2,0,23,6,47.696,0,3.4,11.682,523.555,7/8/2012
16,16,16.961,16.8,16.956,18.616,18.8,6.878,19.054,20.545,28.501,0,1.5,1.9,0,25.924,52.688,15.836,0,25.523,25.217,0,0,0,21.424,24.405,18.047,18.84,0,37.818,0,0,0,0,5.2,0,23,6,47.578,20.386,0,0,507.642,7/8/2012
17,17,16.807,17,17.945,18.274,10,8.203,19.967,20.271,29.865,0,0,0,0,25.974,52.318,15.762,0,25.467,25.328,0,0,0,17.446,23.229,17.938,17.774,0,37.847,0,0,0,0,5.2,0,23,6,47.578,24.781,0,0,487.927,7/8/2012
18,18,17.255,17,17.969,18.336,6.7,8.174,22.677,21.528,32.926,0,0,0,0,25.834,52.466,15.91,0,25.467,25.3,0,0,0,20.112,19.551,0,0,0,38.217,0,0,0,0,5.2,0,23,6,47.572,0,3.1,8.991,473.438,7/8/2012
19,19,18.502,17,18.36,18.677,18.6,8.408,23.208,21.995,33.344,0,0,0,0,26.021,52.688,15.762,0,46.397,47.232,4.8,0,0,20.686,18.95,21.247,21.766,0,37.598,0,0,0,0,5.2,0,23,6,47.572,0,0,0,583.422,7/8/2012
20,20,18.432,17,18.238,18.763,18.6,8.379,23.738,22.14,33.316,0,0,0,0,25.73,52.392,15.91,0,45.757,47.594,4.8,0,0,16.079,18.799,15.094,15.586,0,37.327,0,0,0,0,5.2,0,23,6,47.572,39.186,0,0,553.174,7/8/2012
21,21,18.319,17,18.226,18.592,18.6,8.313,23.355,23.091,33.65,0,0,0,0,25.726,51.948,15.614,0,28,25.912,0,0,0,10.705,10.664,15.19,15.532,0,38.047,0,0,0,0,5.2,0,23,6,47.572,16.846,0,0,494.415,7/8/2012
22,22,0,0,18.03,0,0,8.291,23.09,23.043,33.399,0,0,0,0,25.121,52.022,15.836,0,25.718,25.773,0,0,0,20.153,18.772,15.012,15.6,0,38.598,0,0,0,0,5.2,0,23,6,47.692,10.254,0,0,444.21,7/8/2012
23,23,0,0,0,0,0,8.101,21.676,23.188,33.511,0,0,0,0,24.945,51.874,15.614,0,25.718,25.801,0,0,0,12.25,12.114,13.372,13.727,0,38.257,0,0,0,0,5.2,0,23,6,38.216,0,10.4,16.791,402.872,7/8/2012
0,00,0,0,0,0,0,8.167,0,23.558,32.926,0,0,0,0,25,51.578,15.836,0,25.773,25.439,0,0,0,9.448,18.321,0,14.985,0,38.817,0,0,0,0,5.2,0,22.6,6.2,47.737,3.54,-8.2,1.282,374.963,8/8/2012
1,01,0,0,0,0,0,8.277,0,23.961,32.954,0,0,0,0,0,52.762,15.984,0,25.523,25.69,0,0,0,11.854,10.965,0,0,0,37.797,0,0,0,0,5.2,0,23,6,47.737,0,-6.7,0,334.404,8/8/2012
2,02,0,0,0,0,0,8.321,0,23.864,33.01,0,0,0,0,0,52.244,15.984,0,25.745,25.467,0,0,0,17.213,14.561,0,0,0,37.457,0,0,0,0,5.2,0,23,6.5,47.695,0,-5.4,3.79,337.871,8/8/2012
3,03,0,0,0,0,0,8.247,0,23.687,33.232,0,0,0,0,0,53.724,0,0,25.523,25.523,0,0,0,16.543,15.915,0,15.327,0,34.527,0,0,0,0,5.2,0,23,6.3,47.695,0,-5.1,3.79,335.753,8/8/2012
4,04,0,0,0,0,0,8.291,0,23.929,33.288,0,0,0,0,0,51.356,16.798,0,25.773,25.3,0,0,0,18.266,20.495,0,0,0,34.928,0,0,0,0,5.2,0,23,6.45,47.695,0,-4.3,4.798,340.271,8/8/2012
5,05,0,0,0,0,0,8.299,0,23.8,33.427,0,0,0,0,17.01,51.06,16.872,0,25.773,25.634,0,0,0,22.778,23.79,0,0,0,35.337,0,0,0,0,5.2,0,23,6.368,47.695,0,-4.1,5.292,364.851,8/8/2012
6,06,0,0,0,0,0,8.452,0,23.993,33.511,0,0,0,0,24.702,51.43,16.724,0,25.773,25.523,0,0,0,14.479,15.409,0,16.01,0,34.758,0,0,0,0,5.2,0,22.6,6.43,47.695,0,-3.8,4.889,371.6,8/8/2012
7,07,0,0,0,0,0,8.46,0,22.14,28.473,0,0,0,0,24.788,51.578,16.428,0,25.773,25.662,0,0,0,15.846,16.954,15.997,15.805,0,34.518,0,0,0,0,5.2,0,22.7,6.38,47.678,0,-4.2,5.896,382.684,8/8/2012
8,08,8.361,7.23,0,0,0,8.35,24.474,20.658,28.751,0,0,0,0,25.558,51.43,16.65,0,25.606,25.467,0,0,0,16.584,19.374,24.432,24.296,0,36.337,0,0,0,0,5.2,0,23,6.12,50.275,7.202,-10.6,0.897,450.654,8/8/2012
9,09,18.39,18.73,0,19.214,0,8.211,22.442,20.239,28.64,0,0,0.5,0,24.784,51.134,16.428,0,25.634,25.467,0,0,0,21.725,16.967,24.596,24.405,0,36.077,0,0,0,0,5.2,0,23,6.15,50.164,3.296,-2.8,4.486,483.115,8/8/2012
10,10,16.863,18.57,17.469,18.433,0,6.753,22.442,19.755,28.362,0,0,0,0,24.694,50.838,16.502,0,25.3,25.495,0,0,0,22.997,21.589,24.35,24.132,0,34.867,0,0,0,0,5.2,0,23.1,6,50.043,15.625,-12.8,-.311,501.24,8/8/2012
11,11,18.529,18.5,17.396,18.653,16.016,7.039,23.767,19.401,28.918,0,0,0,0,24.686,51.356,16.354,0,25.745,25.523,0,0,0,21.37,21.274,24.364,24.282,0,34.078,0,0,0,0,5.2,0,23.1,5.83,46.613,0,-9.5,-1.3,528.794,8/8/2012
12,12,18.376,18.274,16.578,18.36,16.016,6.804,23.178,20.239,28.557,0,0,0,0,25.237,51.282,16.354,0,25.745,25.495,3.9,0,0,19.319,24.432,24.364,24.227,0,34.468,0,0,0,0,5.2,0,22.8,5.76,43.488,0,-6.9,1.483,523.87,8/8/2012
13,13,18.18,18.445,16.541,18.323,15.918,6.76,23.149,20.255,28.362,0,0,0,0,25.253,52.244,16.428,0,26.33,25.578,3.7,0,0,16.297,18.403,24.391,24.2,0,34.208,0,0,0,0,5.2,0,23,5.51,38.471,-21.973,2.5,13.385,511.234,8/8/2012
14,14,17.059,18.458,16.639,18.567,16.016,7.346,24.386,20.432,28.306,0,0,0,0,25.436,51.874,16.132,0,35.682,25.3,5.1,0,0,10.856,13.959,24.391,24.46,0,34.468,0,0,0,0,5.2,0,23,5.51,50.116,9.156,-7.7,0.293,516.944,8/8/2012
15,15,18.614,18.665,15.528,18.628,15.918,7.097,23.915,20.69,27.61,0,0,0,0,25.277,51.948,16.428,0,25.439,25.3,5,0,0,15.682,20.645,24.555,24.268,0,38.068,0,0,0,0,5.2,0,23,6,50.229,7.569,-5.5,4.083,517.552,8/8/2012
16,16,18.376,18.397,17.957,18.274,16.113,6.768,23.149,20.046,26.942,0,0,0,0,25.113,51.652,16.354,0,25.439,25.634,0,0,0,20.823,24.391,24.569,24.391,0,36.627,0,0,0,0,5.2,0,23,6.07,44.591,0,-1.8,6.299,515.377,8/8/2012
17,17,18.502,18.482,18.018,0,0,7.061,23.65,21.383,32.676,0,0,0,0,24.932,51.726,16.428,0,25.578,25.773,0,0,0,21.165,20.577,24.473,24.35,0,34.598,0,0,0,0,5.2,0,24,6.22,45.395,12.696,-13.2,-2.802,493.493,8/8/2012
18,18,18.264,0,17.676,0,0,8.43,23.031,21.464,33.288,0,0,0,0,24.905,52.17,17.168,0,25.578,24.883,0,0,0,19.155,19.62,24.487,24.323,0,34.487,0,0,0,0,5.2,0,23.8,6.22,41.437,-28.321,-.8,16.187,478.52,8/8/2012
19,19,18.39,18.531,17.92,18.458,15.918,7.119,23.473,21.721,33.26,0,24.001,15.201,0,24.815,51.726,16.354,0,34.346,24.994,5,0,0,17.145,14.67,24.323,24.077,0,34.777,0,0,0,0,5.2,0,23.2,6.22,39.732,7.813,1.7,-7.617,558.675,8/8/2012
20,20,18.432,18.751,18.226,18.665,14.551,7.244,25.122,21.915,33.566,0,13.6,8.9,0,24.905,52.17,16.206,0,25.885,25.606,0,0,0,20.18,18.745,24.255,24.2,0,34.668,0,0,0,0,5.2,0,23.8,6.38,43.62,23.56,-18.201,-15.912,555.345,8/8/2012
21,21,18.348,0,18.116,0,0,7.075,24.415,21.609,32.926,0,7.2,5,0,24.843,52.688,16.428,0,25.495,25.94,0,0,0,20.29,21.342,24.501,24.227,0,34.468,0,0,0,0,5.2,0,23.8,6.23,42.035,-12.94,-4.1,2.582,496.634,8/8/2012
22,22,0,0,0,0,0,8.709,14.429,23.623,33.511,0,3.1,2.5,0,24.682,52.022,16.132,0,25.523,25.495,0,0,0,18.69,24.815,24.514,24.391,0,34.888,0,0,0,0,5.2,0,23.4,6.38,42.035,15.87,-6.8,0.897,424.072,8/8/2012
23,23,0,0,0,0,0,8.606,0,23.123,17.702,0,0.5,0.1,0,24.096,51.726,16.354,0,25.523,25.718,0,0,0,17.008,21.042,24.446,24.186,0,34.198,0,0,0,0,5.2,0,23.1,6.45,38.629,3.784,-3.3,2.197,385.026,8/8/2012
0,00,0,0,0,0,0,8.526,0,23.043,0,0,2,0,0,9.147,51.874,16.28,0,25.523,25.801,0,0,0,16.995,19.059,24.446,24.296,0,34.957,0,0,0,0,5.2,0,23,6,47.511,0,0,3.186,367.199,9/8/2012
1,01,0,0,0,0,0,8.621,0,23.22,0,0,0,0,0,0,51.282,16.206,0,25.523,26.052,0,0,0,15.026,17.295,24.432,24.419,0,36.937,0,0,0,0,0,0,23,6,47.511,0,0,5.585,348.761,9/8/2012
