,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,GSR,HPA1,HPA2,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN3,PEN4,PHL1,PHL2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
14,14,9.838,7.339,0,0,0,0,10.987,30.248,19.063,38.075,0,0,3.8,3,2.1,46.077,50.268,15.943,4.917,25.801,25.634,0,0,0,27.111,9.636,16.885,0,0,0,29.438,28.578,8.037,0,0,0,0,4.9,4.9,19.594,0,5.21,39.245,-87.649,-98.029,115.104,98.587,458.64,1/5/2015
15,15,13.292,0,0,0,0,0,10.987,30.572,18.144,38.075,0,0,6,5,8.875,47.096,48.555,14.659,18.48,25.857,25.328,0,0,0,25.359,9.636,6.33,0,0,0,29.408,28.408,8.001,0,0,0,0,0,4.9,18.796,0,5.5,37.756,-75.93,-84.964,114.203,86.886,444.85,1/5/2015
16,16,9.9,0,0,0,0,0,10.972,30.484,0,0,0,0,30.501,16.001,32.197,27.374,47.914,14.578,41.571,25.773,25.551,0,0,0,27.785,9.636,6.371,0,0,0,29.148,25.688,3.724,0,0,0,0,0,0,18.629,0,5.6,37.756,-80.447,-84.185,128.804,67.183,445.81,1/5/2015
17,17,0,1.527,0,0,0,0,11.038,29.453,0,0,0,0,35.101,15.301,33.669,27.205,48.366,14.766,30.486,25.718,25.857,0,0,0,26.819,9.372,7.096,0,0,0,29.638,29.228,3.526,0,0,0,0,0,0,19.39,0,5.51,37.795,-76.052,-81.301,130.504,72.494,421.26,1/5/2015
18,18,16.726,0,0,0,0,0,11.126,29.188,0,11.411,0,0,14.7,9.2,21.797,41.218,51.05,16.151,23.702,25.801,25.606,0,0,0,26.145,9.636,17.76,0,0,0,29.478,28.758,3.526,0,0,0,0,0,4.9,19.39,0,6.3,39.294,-108.646,-109.757,118.404,75.588,507.31,1/5/2015
19,19,7.726,18.558,18.47,15.918,1.794,0,11.294,31.78,22.559,38.938,0,0,14.7,7.7,13.287,45.395,48.204,14.259,21.097,25.578,25.523,0,0,0,26.482,8.184,15.299,16.461,0,0,29.268,28.758,8.777,8.646,0,0,0,4.9,4.9,19.52,0,6.2,37.704,-90.579,-93.634,105.903,73.189,603.01,1/5/2015
20,20,10.754,18.207,18.531,0,17.982,0,11.228,32.104,23.204,38.966,0,0,9.6,4.9,13.603,45.894,48.044,14.607,17.681,25.606,25.69,0,0,0,27.718,8.448,13.303,14.397,0,0,27.388,27.278,5.004,4.974,0,0,0,4.9,4.9,19.52,0,5,37.689,-81.545,-88.232,97.103,65.993,583.8,1/5/2015
21,21,11.256,18.376,0,0,0,0,11.089,32.45,23.349,37.073,0,0,9.5,2.7,11.606,45.894,45.582,13.731,12.788,25.578,25.523,0,0,0,25.382,9.24,17.227,18.348,0,0,27.078,27.739,5.004,4.974,0,0,0,4.9,4.9,19.52,0,5.7,38.682,-75.198,-82.574,99.203,72.988,520.77,1/5/2015
22,22,0,0,0,0,0,0,11.089,32.988,18.482,37.157,0,0,11.7,7.8,16.912,45.258,45.824,13.717,30.938,25.495,25.606,0,0,0,26.505,8.844,7.588,0,0,0,25.589,28.337,5.004,4.974,0,0,0,0,0,19.52,0,6.08,37.65,-75.32,-82.226,119.104,84.799,446.72,1/5/2015
23,23,8.661,0,0,0,0,0,11.419,33.165,0,37.714,0,0,8,4.8,8.139,20.716,46.271,13.94,16.095,25.745,25.105,0,0,0,25.067,7.26,15.518,0,0,0,25.459,28.528,4.974,0,0,0,0,0,0,19.52,0,6.08,38.937,-94.729,-99.786,121.904,95.199,408.56,1/5/2015
0,0,0,0,0,0,0,0,11.697,33.047,0,37.658,0,0,6.3,4.4,6.721,21.047,46.313,13.908,12.629,25.745,25.69,0,0,0,26.415,10.692,7.315,0,0,0,24.339,28.218,4.974,0,0,0,0,0,0,19.52,0,6.17,37.681,-89.114,-88.397,112.903,93.094,382.02,2/5/2015
1,1,0,0,0,0,0,0,11.836,33.017,0,37.658,0,0,4.6,2.4,6.669,21.047,45.952,13.94,0.772,25.829,25.857,0,0,0,28.032,9.108,6.795,0,0,0,27.628,28.878,4.974,0,0,0,0,0,0,19.52,0,6.16,37.752,-88.504,-90.658,111.703,94.998,370.9,2/5/2015
2,2,0,0,0,0,0,0,11.997,32.988,0,37.658,0,0,2.5,1.4,1.05,21.134,45.879,13.94,0.828,25.606,25.773,0,0,0,26.887,9.108,10.473,0,0,0,26.188,28.058,3.526,0,0,0,0,0,0,19.52,0,6.24,37.68,-81.79,-84.826,98.303,90.585,366.18,2/5/2015
3,3,0,0,0,0,0,0,11.932,32.841,0,37.129,0,0,6.9,5,3.57,21.134,45.697,13.9,0.811,25.745,26.024,0,0,0,25.427,9.504,6.727,0,0,0,25.908,27.808,3.526,0,0,0,0,0,0,19.52,0,6.3,37.664,-87.405,-89.065,107.003,95.987,366.56,2/5/2015
4,4,0,0,0,0,0,0,11.99,32.87,0,22.433,0,0,11.3,5.3,9.558,21.134,45.63,13.856,0.672,25.745,25.745,0,0,0,29.29,8.184,7.451,0,0,0,25.738,27.798,3.526,0,0,0,0,0,0,20.281,0,6.32,37.742,-88.87,-90.374,108.803,91.299,371.71,2/5/2015
5,5,0,0,0,0,0,0,11.953,32.752,0,0,0,0,17.601,8.7,15.756,21.134,51.652,16.479,0.805,25.857,25.94,0,0,0,26.684,9.504,24.309,0,0,0,25.979,27.798,3.526,0,0,0,0,0,0,19.483,0,6.32,39.16,-89.969,-93.258,115.404,90.988,388.23,2/5/2015
6,6,0,0,0,0,0,0,11.968,31.486,0,0,0,0,24.401,13.1,9.663,10.108,52.561,16.844,0.856,25.745,25.829,0,0,0,27.313,8.58,7.889,0,0,0,25.948,27.718,3.526,0,0,0,0,0,0,19.483,0,6.32,39.097,-87.771,-92.526,114.804,87.783,366.17,2/5/2015
7,7,0,0,0,0,0,0,11.851,31.191,0,0,0,0,36.601,16.401,9.768,9.318,51.861,16.348,0.829,25.745,25.829,0,0,0,28.683,9.108,16.038,0,0,0,25.889,27.498,3.526,0,0,0,0,0,0,19.483,0,6.3,39.164,-78.86,-88.122,118.104,79.983,380.34,2/5/2015
8,8,0,0,0,0,0,0,12.012,32.252,0,0,0,0,36.301,15.801,29.782,9.058,50.901,16.001,20.337,25.745,25.801,0,0,0,23.787,9.768,13.33,0,0,0,29.197,29.118,3.526,0,0,0,0,0,0,19.483,0,6,38.701,-73.733,-76.092,114.604,68.191,413.94,2/5/2015
9,9,14.99,0,0,0,0,0,11.77,30.72,0,0,0,0,28.501,14.4,30.307,9.058,48.484,14.747,36.643,25.69,25.829,0,0,0,28.369,7.92,11.991,0,0,0,29.708,29.927,3.526,0,0,0,0,0,0,19.483,0,5.7,38.645,-76.662,-80.294,115.104,61.8,446.47,2/5/2015
10,10,29.008,0,0,0,0,0,11.411,30.955,0,0,0,0,27.701,14.7,21.272,11.927,50.475,15.805,35.369,25.606,26.052,0,0,0,25.719,7.26,23.516,0,0,0,32.888,31.898,3.527,0,0,0,0,0,0,19.483,0,5.7,39.144,-73.733,-75.03,112.203,56.783,469.22,2/5/2015
11,11,20.958,0,0,0,0,0,11.097,31.898,0,0,0,0,25.401,12.4,18.278,38.123,48.077,14.706,33.995,25.69,25.829,0,0,0,26.662,7.392,14.957,0,0,0,31.728,31.748,3.548,0,0,0,0,0,0,19.483,0,5.5,39.204,-78.982,-80.422,111.903,63.192,471,2/5/2015
12,12,25.12,0,0,0,0,0,9.595,31.397,0,0,0,0,14.4,8.6,20.642,47.037,51.531,16.671,26.992,25.718,25.3,0,0,0,22.776,8.052,20.727,0,0,0,32.798,32.458,3.555,0,0,0,0,0,0,19.483,0,5.5,39.276,-94.241,-96.756,109.703,70.388,498.56,2/5/2015
13,13,19.161,0,0,0,0,0,9.375,30.101,0,38.938,0,0,4.8,3.6,12.604,50.391,48.703,14.831,13.239,25.69,25.077,0,0,0,22.462,7.392,12.36,0,0,0,32.098,31.777,6.532,0,0,0,0,0,4.9,19.483,0,5.3,38.205,-75.442,-82.327,96.503,67.495,470.79,2/5/2015
14,14,12.458,0,0,0,0,0,9.419,29.865,0,38.521,0,0,3.5,3.2,8.612,47.066,50.871,16.421,6.615,25.634,25.495,0,0,0,25.966,10.56,23.051,0,0,0,31.398,31.448,8.735,0,0,0,0,0,4.9,19.483,0,5.2,39.224,-87.283,-85.604,102.203,81.594,466.75,2/5/2015
15,15,11.387,0,0,0,0,0,9.397,31.044,21.512,38.966,0,0,5.1,3.6,9.505,46.319,49.436,15.202,6.64,25.551,25.467,0,0,0,22.349,8.052,13.864,0,0,0,30.608,30.678,6.225,0,0,0,0,0,4.9,19.483,0,5.2,38.761,-79.714,-88.205,98.703,78.5,469.98,2/5/2015
16,16,12.666,0,0,0,0,0,9.383,29.954,21.657,38.827,0,0,5,3.2,7.299,46.874,48.218,14.521,10.241,25.829,25.578,0,0,0,25.449,8.052,9.789,0,0,0,30.118,30.348,3.61,0,0,0,0,0,4.9,19.483,0,5.3,37.722,-78.982,-87.051,109.503,86.392,444.16,2/5/2015
17,17,10.616,0,0,0,0,0,9.507,33.017,0,38.827,0,0,24.201,13.7,14.705,43.885,48.301,14.784,31.024,25.662,25.328,0,0,0,24.259,8.184,7.807,0,0,0,31.468,31.708,5.02,0,0,0,0,0,0,18.629,0,5.6,37.763,-70.07,-77.291,124.404,76.193,450.78,2/5/2015
18,18,10.132,0,0,0,0,0,11.258,33.459,0,39.244,0,0,17.701,9.4,11.606,47.366,52.464,17.152,19.567,25.662,25.411,0,0,0,28.032,9.372,8.655,10.063,0,0,31.618,31.458,8.805,0,0,0,0,0,4.9,19.39,0,5.8,38.238,-85.94,-92.608,106.103,73.501,515.71,2/5/2015
19,19,21.728,16.751,0,0,0,0,11.236,33.607,22.672,38.938,0,0,15.501,8.6,27.208,47.608,50.367,15.542,22.776,25.606,25.3,0,0,0,30.143,7.524,12.893,14.014,0,0,30.148,30.168,4.538,4.515,0,0,0,4.9,4.9,19.39,0,5.8,38.636,-58.962,-66.808,84.203,42.592,590.01,2/5/2015
20,20,34.78,0,0,0,0,0,11.148,33.636,0,38.966,0,0,21.001,11.9,16.964,44.273,44.865,13.384,30.239,25.634,25.912,0,0,0,26.415,7.128,19.018,20.139,0,0,30.758,30.758,7.002,0,0,0,0,0,0,19.39,0,5.67,38.341,-41.749,-48.039,67.702,23.585,555.83,2/5/2015
21,21,16.206,0,0,0,0,0,11.111,33.607,0,38.938,0,0,21.101,13,13.97,41.295,47.886,14.489,24.038,25.634,25.801,0,0,0,25.853,8.844,7.725,8.682,0,0,30.397,30.428,8.773,8.651,0,0,0,4.9,4.9,19.39,0,6,37.786,-49.928,-56.883,72.402,34.791,529.04,2/5/2015
22,22,9.842,0,0,0,0,0,11.199,33.489,0,0,0,0,17.001,10.6,12.814,42.943,47.855,15.209,32.814,25.829,25.773,0,0,0,28.032,8.316,10.746,11.854,0,0,30.258,29.948,3.579,3.456,0,0,0,0,0,19.427,0,6,38.243,-80.203,-84.332,90.803,54.695,494.26,2/5/2015
23,23,20.099,0,0,0,0,0,11.236,33.636,0,0,0,0,18.101,8.7,25.999,21.769,48.35,14.546,18.715,26.163,25.662,0,0,0,25.651,8.052,11.69,0,0,0,29.478,29.108,3.536,0,0,0,0,0,0,19.483,0,6.08,30.811,-89.969,-94.806,102.203,59.493,459.97,2/5/2015
0,0,0,0,0,0,0,0,0,33.607,0,0,0,0,25.801,13.2,28.311,9.821,47.867,15.121,1.294,25.745,25.69,0,0,0,25.651,8.052,13.481,0,0,0,29.598,29.188,4.954,0,0,0,0,0,0,18.722,0,6.08,38.214,-80.203,-84.716,91.203,57.991,416.12,3/5/2015
1,1,10.07,0,0,0,0,0,0,33.518,0,0,0,0,20.901,10.1,24.424,9.821,47.583,14.991,31.113,25.634,25.996,0,0,0,23.091,7.524,10.446,0,0,0,30.128,29.528,5.048,0,0,0,0,0,0,19.502,0,6.16,37.692,-27.467,-38.682,67.802,28.199,393.41,3/5/2015
2,2,0,0,0,0,0,0,0,33.489,0,0,0,0,22.301,8.8,11.187,9.821,50.61,16.302,26.03,25.857,25.857,0,0,0,27.111,7.92,14.123,0,0,0,29.918,29.858,4.956,0,0,0,0,0,0,19.502,0,6.16,39.23,-28.077,-38.664,63.102,33.399,379.28,3/5/2015
3,3,0,0,0,0,0,0,0,33.783,0,0,0,0,17.101,9.9,14.81,9.821,47.97,15.092,29.574,25.801,25.885,0,0,0,27.403,8.316,11.676,0,0,0,31.217,30.818,4.956,0,0,0,0,0,0,19.502,0,6.16,38.206,-13.794,-27.055,51.002,25.398,372.45,3/5/2015
4,4,0,0,0,0,0,0,0,33.695,0,0,0,0,28.901,11.8,19.644,9.807,48.006,15.153,10.149,25.773,25.885,0,0,0,33.288,8.052,6.426,0,0,0,31.078,29.728,4.972,0,0,0,0,0,0,19.502,0,6.16,38.742,-34.059,-44.102,68.902,38.6,377.43,3/5/2015
5,5,0,0,0,0,0,0,0,33.548,0,0,0,0,26.701,9.7,23.793,0,49.868,16.056,20.66,25.745,25.718,0,0,0,25.898,8.448,12.291,0,0,0,31.217,30.768,4.972,0,0,0,0,0,0,19.502,0,6.24,39.131,-19.654,-29.609,54.402,24.995,380.13,3/5/2015
6,6,0,0,0,0,0,0,0,33.224,0,0,0,0,26.801,11.8,19.592,0,48.037,15.208,0,25.773,25.745,0,0,0,21.631,9.108,13.289,0,0,0,31.347,30.638,4.972,0,0,0,0,0,0,19.502,0,6.16,39.205,-21.363,-35.029,51.402,31.697,355.33,3/5/2015
7,7,0,0,0,0,0,0,0,33.754,0,0,0,0,26.701,13.7,18.803,0,47.993,14.59,0.73,25.94,25.662,0,0,0,29.402,10.032,8.34,0,0,0,30.898,29.788,4.972,0,0,0,0,0,0,20.337,0,6,38.694,-22.217,-36.586,52.602,27.796,364.73,3/5/2015
8,8,0,0,0,0,0,0,0,33.342,0,0,0,0,32.901,12.5,19.381,0,47.916,15.184,0.735,25.912,25.662,0,0,0,30.728,9.9,12.086,0,0,0,30.838,30.858,3.554,0,0,0,0,0,0,19.539,0,5.9,39.169,-31.373,-40.522,62.202,33.583,372.22,3/5/2015
9,9,0,0,0,0,0,0,0,31.957,0,0,0,0,26.801,11.5,30.779,0,52.441,17.018,0.743,25.968,25.662,0,0,0,22.911,9.504,23.161,0,0,0,31.058,30.928,3.536,0,0,0,0,0,0,20.021,0,5.67,39.24,-24.903,-35.578,52.102,22.687,394.59,3/5/2015
10,10,0,0,0,0,0,0,0,33.253,0,0,0,0,31.201,15.301,30.885,0,47.411,14.918,20.063,25.606,25.578,0,0,0,29.919,9.372,7.506,0,0,0,30.057,29.618,3.554,0,0,0,0,0,0,19.26,0,5.6,38.726,-31.495,-40.184,69.902,33.198,386.42,3/5/2015
11,11,0,0,0,0,0,0,0,33.076,0,0,0,0,27.601,15.201,24.214,0,49,15.608,20.349,25.5,25.606,0,0,0,26.033,8.316,11.922,0,0,0,30.768,30.608,3.554,0,0,0,0,0,0,20.04,0,5.6,39.262,-35.401,-47.078,60.902,28.492,405.35,3/5/2015
12,12,10.086,0,0,0,0,0,0,32.576,0,0,0,0,18.001,10.7,23.531,0,47.86,14.984,30.032,25.745,25.745,0,0,0,23.585,10.56,17.924,0,0,0,31.248,30.698,7.823,0,0,0,0,0,0,19.279,0,5.3,39.282,-28.077,-42.235,61.302,27.284,406.71,3/5/2015
13,13,26.006,0,0,0,0,0,0,32.104,0,0,0,0,12.4,7,14.811,14.393,49.289,15.815,17.485,25.857,25.773,0,0,0,26.28,7.392,23.968,0,0,0,30.357,30.268,8.699,0,0,0,0,0,0,19.279,0,5.25,39.202,-32.105,-44.679,63.202,32.099,413.13,3/5/2015
14,14,15.029,0,0,0,0,0,0,31.162,0,0,0,0,9.8,5.4,15.126,46.071,51.621,17.116,12.553,25.857,25.161,0,0,0,3.796,8.844,14.055,15.368,0,0,29.648,29.438,8.877,0,0,0,0,0,0,19.279,0,5.3,39.227,-27.833,-37.41,55.702,33.29,405,3/5/2015
15,15,14.775,0,0,0,0,0,0,31.014,0,0,0,0,5.6,3.9,14.023,45.253,52.271,17.33,12.512,25.801,25.384,0,0,0,0,8.448,20.96,21.821,0,0,29.948,30.428,6.583,6.478,0,0,0,0,0,19.279,0,5.2,39.261,-20.386,-33.399,48.601,23.786,417.66,3/5/2015
16,16,12.835,0,0,0,0,0,11.067,31.014,0,0,0,0,6.7,2.8,11.502,43.217,49.444,15.655,9.123,25.69,25.3,0,0,0,15.319,7.788,12.975,0,0,0,29.618,29.908,3.54,3.447,0,0,0,0,4.9,19.279,0,5.2,39.278,-40.529,-45.302,57.602,40.394,403.46,3/5/2015
17,17,7.098,0,0,0,0,0,9.646,31.191,0,19.372,0,0,2.9,2.5,7.562,41.589,48.516,15.33,9.284,25.829,25.05,0,0,0,13.769,8.58,15.668,0,0,0,29.778,30.028,0,3.505,0,0,0,0,4.9,19.279,0,5.2,38.724,-23.194,-34.965,40.901,29.682,402.89,3/5/2015
18,18,16.985,0,0,0,0,0,10.869,30.896,0,38.66,0,0,17.101,9.1,21.377,18.233,47.87,15.042,27.629,25.523,25.467,0,0,0,11.792,8.58,11.334,0,0,0,29.608,29.887,0,3.42,0,0,0,0,0,19.279,0,5.4,33.763,-38.942,-48.726,68.802,35.285,441.4,3/5/2015
19,19,0,16.065,10.071,0,0,0,10.965,31.486,22.092,38.604,0,0,32.401,16.001,34.509,42.728,47.83,15.04,40.64,25.495,25.523,0,0,0,12.511,8.712,7.698,8.614,0,0,29.768,30.138,0,8.964,0,0,0,4.9,4.9,20.058,0,5.4,33.387,-42.238,-57.25,78.602,24.189,581.21,3/5/2015
20,20,0,16.121,10.181,0,0,0,10.965,31.486,21.931,38.66,0,0,34.201,16.301,35.927,38.838,47.869,15.065,16.31,25.801,25.801,0,0,0,24.483,8.052,7.069,7.944,0,0,29.678,29.748,0,9.083,0,0,0,4.9,4.9,20.058,0,5.4,33.796,-42.116,-52.361,72.602,31.294,561.17,3/5/2015
21,21,0,0,0,0,0,0,11.045,32.723,22.092,38.66,0,0,33.501,15.601,37.241,40.025,48.551,15.187,30.378,25.662,25.773,0,0,0,24.91,7.92,6.686,7.492,0,0,29.778,29.538,7.425,7.299,0,0,0,4.9,4.9,19.854,0,5.37,33.811,-24.903,-32.649,66.102,21.9,535.88,3/5/2015
22,22,0,0,0,0,0,0,11.404,33.165,0,2.06,0,0,35.301,16.401,34.141,44.335,48.441,15.299,30.184,25.801,25.718,0,0,0,23.046,8.316,8.709,0,0,0,29.678,29.488,3.506,3.458,0,0,0,0,4.9,19.854,0,5.53,33.73,-25.758,-30.268,61.302,18.384,468.83,3/5/2015
23,23,0,0,0,0,0,0,11.097,32.693,0,0,0,0,33.501,15.801,36.873,41.189,50.032,16.271,9.825,25.801,25.662,0,0,0,21.9,8.316,7.151,0,0,0,30.017,29.698,0,3.502,0,0,0,0,0,19.854,0,5.6,34.329,-29.908,-36.622,62.802,26.295,436.54,3/5/2015
0,0,0,0,0,0,0,0,0,33.017,0,0,0,0,26.701,14.1,32.198,13.833,49.049,15.707,20.421,25.718,25.606,0,0,0,25.427,8.316,7.465,0,0,0,30.268,29.358,0,3.489,0,0,0,0,0,19.038,0,5.68,34.329,-37.111,-45.933,66.002,27.998,408.79,4/5/2015
1,1,0,0,0,0,0,0,0,32.605,0,0,0,0,26,14.5,31.94,0,47.946,15.194,20.56,25.801,25.69,0,0,0,22.304,8.316,6.549,0,0,0,29.738,29.318,0,3.414,0,0,0,0,0,19.836,0,5.7,33.882,-45.045,-50.484,65,31.587,398.24,4/5/2015
2,2,0,0,0,0,0,0,0,32.752,0,0,0,0,26.401,12.9,21.272,0,54.558,17.198,9.953,25.912,25.829,0,0,0,25.696,7.788,11.963,0,0,0,29.948,29.148,0,3.515,0,0,0,0,0,19.669,0,5.8,28.429,-48.952,-56.169,64.702,41.2,387.96,4/5/2015
3,3,0,0,0,0,0,0,0,31.427,0,0,0,0,19.801,12,21.955,0,47.43,14.973,10.272,25.829,25.912,0,0,0,26.325,7.788,10.979,0,0,0,29.728,28.838,0,3.511,0,0,0,0,0,19.669,0,5.93,28.864,-43.58,-50.868,49.602,28.895,387.19,4/5/2015
4,4,0,0,0,0,0,0,0,31.603,0,0,0,0,21.201,11.6,24.423,0,47.875,14.538,18.366,25.94,25.801,0,0,0,24.775,8.184,10.569,0,0,0,29.558,28.888,0,3.507,0,0,0,0,0,19.669,0,5.93,36.486,-46.388,-55.116,66.402,34.883,389.16,4/5/2015
5,5,28.732,0,0,0,0,0,0,31.515,0,0,0,0,26.501,12.7,27.208,0,47.873,14.949,35.229,25.912,25.885,0,0,0,23.989,8.052,10.391,0,0,0,30.138,29.128,0,3.507,0,0,0,0,0,19.669,0,6.05,26.304,-39.186,-46.739,76.202,23.896,419.57,4/5/2015
6,6,10.203,0,0,0,0,0,11.792,31.869,0,0,0,0,29.301,14.9,35.297,0,50.577,16.381,37.699,26.525,25.69,0,0,0,23.068,7.788,9.379,0,0,0,29.808,29.298,0,3.497,0,0,0,0,0,19.669,0,6,25.25,-43.336,-50.465,87.203,35.194,415.43,4/5/2015
7,7,31.662,0,0,0,0,0,11.499,31.574,0,0,0,0,28.101,14.3,28.626,0,48.766,15.567,33.346,25.634,25.578,0,0,0,21.002,8.712,6.713,0,0,0,30.048,28.848,0,3.512,0,0,0,0,0,19.669,0,6,25.318,-95.828,-94.943,135.804,72.787,426.66,4/5/2015
8,8,27.651,0,0,0,0,0,10.13,30.248,0,0,0,0,25.401,12.6,26.368,43.882,52.533,17.228,29.086,25.439,25.718,0,5.107,0,22.664,8.052,18.84,12.196,0,0,29.719,29.278,0,3.995,0,0,0,0,0,19.669,0,5.9,26.265,-70.925,-73.318,108.003,51.088,493.15,4/5/2015
9,9,20.53,18.081,0,0,0,0,10.115,28.952,10.796,36.155,0,0,25.101,12.4,15.598,38.947,48.769,15.376,29.706,25.857,25.662,0,5.013,5.1,24.955,6.468,7.465,8.518,0,0,29.778,29.027,8.902,8.805,0,0,0,4.9,4.9,19.891,0,5.7,24.829,-74.465,-79.489,109.503,58.193,542.61,4/5/2015
10,10,20.827,18.306,5.31,0,0,0,10.137,28.923,11.811,36.238,0,20.12,10.8,5.9,15.809,42.078,51.925,16.866,19.174,25.801,25.634,0,5.038,5.095,24.506,6.864,16.94,17.938,0,0,29.808,29.208,8.329,8.271,0,0,0,4.9,4.9,19.854,0,5.5,40.323,-66.408,-75.185,101.003,63.594,570.16,4/5/2015
