,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,GSR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
2,2,0,0,0,0,0,0,0,0,0,0,33.801,21.401,22.48,0,0,0,39.922,25.551,25.578,0,30.997,26.4,0,0,0,0,0,32.928,33.098,0,0,0,0,0,0,20,5.9,37.852,-23.804,0,29.401,-9.009,359.32,5/2/2013
3,3,0,0,0,0,0,0,0,0,0,0,28.601,18.101,19.381,0,0,0,32.638,25.551,25.551,0,30.525,24.816,0,0,0,0,0,32.857,32.868,0,0,0,0,0,0,20,0,50.106,-28.687,0,21.201,-8.112,356.593,5/2/2013
4,4,0,0,0,0,0,0,0,0,0,0,31.601,20.901,25.79,0,0,0,32.285,25.384,25.578,0,32.188,27.984,6.905,0,0,0,0,33.367,33.287,0,0,0,0,0,0,20.2,5.92,42.93,-17.09,0,30.701,-6.409,357.118,5/2/2013
5,5,0,0,0,0,0,0,0,0,0,0,34.601,22.001,26.472,0,0,0,29.976,25.3,25.578,0,30.975,20.988,14.875,0,0,0,0,33.298,33.447,0,0,0,0,0,0,20.3,6,48.303,-18.555,0,24.601,-11.115,377.153,5/2/2013
6,6,0,0,0,0,0,10.188,0,0,0,0,33.401,21.601,23.53,0,0,0,23.736,25.3,25.495,0,31.716,25.212,7.684,19.756,0,0,0,32.868,32.618,0,0,0,0,0,0,20.2,6,47.685,-26.612,0,29.301,-2.509,386.8,5/2/2013
7,7,0,0,0,0,0,10.115,34.107,0,0,0,35.401,22.201,25.737,0,0,0,32.875,25.606,25.495,0,32.749,26.664,7.684,7.643,0,0,0,33.277,33.468,0,0,0,0,0,0,20,6.07,37.791,7.935,0,26.801,-13.312,395.459,5/2/2013
8,8,0,0,0,0,0,9.998,31.78,0,0,0,33.801,21.601,22.848,1.353,0,0,32.417,25.439,25.523,0,32.322,19.536,20.645,21.78,0,0,0,32.758,33.447,0,0,0,0,0,0,20,5.92,49.81,-26.856,0,26.801,-9.412,450.449,5/2/2013
9,9,0,0,0,0,0,10.1,31.073,0,0,0,34.901,21.701,27.47,49.805,0,0,41.223,25.328,25.523,0,31.716,25.212,14.862,16.284,16.475,0,0,33.287,33.918,0,0,0,0,0,0,20,5.76,48.474,0,0,15.2,-23.603,521.515,5/2/2013
10,10,0,0,0,0,0,9.932,32.252,0,0,0,32.801,20.101,31.463,54.909,0,0,32.406,25.328,25.105,0,31.896,23.628,16.311,17.145,16.079,16.229,0,33.308,33.648,0,0,0,0,0,0,20,5.9,47.627,-6.226,0,17.701,-13.404,527.997,5/2/2013
11,11,0,0,0,0,0,9.998,31.014,14.921,36.044,0,26.201,19.201,19.223,53.165,0,0,38.547,25.328,25.718,0,33.198,22.836,16.626,17.624,14.452,14.383,0,32.958,32.968,0,0,0,0,3,0,19.7,5.44,49.223,30.885,0,6.1,-24.006,548.789,5/2/2013
12,12,0,0,0,0,0,9.939,30.749,0.677,34.847,0,20.601,15.401,18.383,52.363,0,0,33.364,25.189,25.578,0,32.098,20.592,19.921,20.604,15.19,14.602,0,32.968,33.147,0,0,0,0,5.2,0,19.8,5.36,45.778,-25.513,0,13.7,-6.409,550.573,5/2/2013
13,13,0,0,0,0,0,9.895,30.396,0,34.457,0,11.1,8.7,11.869,52.424,0,0,19.59,25.384,25.105,0,29.964,22.308,24.132,24.596,24.405,24.173,0,33.228,33.098,0,0,0,0,5.2,0,19.6,5.18,50.262,-26.246,0,17.301,8.094,525.917,5/2/2013
14,14,0,19.129,0,0,0,8.584,30.602,20.336,34.596,0,7.1,7,8.034,53.141,0,0,18.257,25.439,25.356,0,31.132,24.288,23.94,24.61,18.54,18.198,0,32.968,33.128,0,0,0,5.2,5.2,0,20,5.2,49.811,-33.57,0,19.801,10.492,553.066,5/2/2013
15,15,0,18.628,16.37,0,0,8.533,28.893,18.966,35.042,0,6.8,7,7.562,53.143,0,0,17.68,25.328,25.773,0,30.817,20.064,23.571,24.761,24.624,0,0,32.618,33.027,0,0,0,5.2,5.2,0,19.5,5.28,47.894,-31.129,0,9.3,8.295,555.808,5/2/2013
16,16,0,18.592,16.993,0,0,9.998,29.188,19.143,34.485,0,5.4,7.2,9.032,52.562,0,0,18.431,25.161,25.662,0,29.11,23.232,14.862,16.174,18.717,0,0,31.848,32.478,0,0,0,5.2,5.2,0,19.5,5.36,47.894,-28.932,0,11.6,3.095,535.659,5/2/2013
17,17,0,4.871,12.476,0,0,10.02,30.896,20.545,35.348,0,12.5,9.4,7.772,53.382,0,0,21.811,25.578,25.718,0,30.054,25.872,7,7.547,0,0,0,33.017,32.528,0,0,0,5.2,5.2,0,18.6,5.36,47.894,-6.104,0,3.1,-2.014,493.607,5/2/2013
18,18,0,0,0,0,0,9.91,30.425,20.481,35.904,0,22.701,15.301,21.325,53.506,0,0,22.995,25.439,25.745,0,28.189,15.444,15.6,0,0,0,0,32.467,32.658,0,0,0,5.2,5.2,0,20,5.36,48.325,-37.355,0,28.701,4.395,496.434,5/2/2013
19,19,0,18.494,18.238,16.407,0,9.939,30.513,20.416,36.211,0,28.701,18.201,15.179,53.17,0,0,25.969,25.495,25.773,0,32.075,19.404,6.139,7.26,17.555,0,0,32.547,33.367,0,0,0,5.2,5.2,0,19.7,5.6,48.325,-21.485,0,26.901,1.483,568.179,5/2/2013
20,20,0,15.345,13.623,0,0,10.1,31.928,20.577,35.793,0,30.401,16.601,22.008,53.444,0,0,36.296,25.411,25.606,0,33.086,21.384,7.971,8.709,16.338,0,0,32.108,34.038,0,0,0,5.2,5.2,0,20,5.67,43.421,-5.615,0,17.701,-9.21,567.382,5/2/2013
21,21,0,0,0,0,0,9.939,32.222,0,27.054,0,21.601,18.601,20.327,54.191,0,0,40.575,25.3,25.523,0,30.121,22.176,10.008,10.924,15.709,0,0,32.228,34.038,0,0,0,0,5.2,0,20,5.76,48.982,-20.142,0,24.601,-7.801,513.821,5/2/2013
22,22,0,0,0,0,0,9.983,32.075,0,0,0,36.801,22.101,16.439,23.394,0,0,41.092,25.356,25.606,0,30.84,22.44,6.918,7.93,0,0,0,32.238,34.198,0,0,0,0,0,0,19.8,5.76,48.982,-25.025,0,30.501,-8.002,444.479,5/2/2013
23,23,0,0,0,0,0,10.049,0,0,0,0,28.501,20.001,19.066,0,0,0,40.741,25.523,25.439,0,32.861,23.364,14.616,15.6,0,0,0,32.278,33.858,0,0,0,0,0,0,19.9,5.92,47.626,-20.508,0,27.201,-8.808,397.458,5/2/2013
0,0,0,0,0,0,0,7.793,0,0,0,0,32.801,22.301,29.729,0,0,0,39.781,25.606,25.411,0,31.401,27.984,7.055,0,0,0,0,31.607,33.638,0,0,0,0,0,0,20,5.91,33.492,-23.56,0,33.801,-7.013,371.281,6/2/2013
1,1,0,0,0,0,0,0,0,0,0,0,36.201,22.401,25.947,0,0,0,38.759,25.857,25.356,0,32.996,27.72,0,0,0,0,0,31.638,34.078,0,0,0,0,0,0,20,5.92,36.827,-25.88,0,34.101,-7.306,362.785,6/2/2013
2,2,0,0,0,0,0,0,0,0,0,0,38.701,22.601,23.268,0,0,0,38.446,25.634,25.551,0,31.244,26.004,0,0,0,0,0,32.108,34.248,0,0,0,0,0,0,20.2,6,19.12,-32.594,0,31.801,-8.606,352.514,6/2/2013
3,3,0,0,0,0,0,0,0,0,0,0,36.001,21.801,20.642,0,0,0,39.409,25.662,25.662,0,33.041,26.4,0,0,0,0,0,31.798,34.038,0,0,0,0,0,0,20,6,20.03,-33.692,0,30.101,-7.013,351.078,6/2/2013
4,4,0,0,0,0,0,0,0,0,0,0,32.001,21.301,23.95,0,0,0,36.133,25.634,25.634,0,32.884,27.852,0,0,0,0,0,31.658,33.948,0,0,0,0,0,0,20.2,6.07,42.239,-28.443,0,33.001,-4.505,359.451,6/2/2013
5,5,0,0,0,0,0,10.166,0,0,0,0,29.201,20.201,26.052,0,0,0,39.798,25.634,25.718,0,32.682,26.928,0,0,0,0,0,31.748,33.898,0,0,0,0,0,0,20.2,6.07,44.661,-46.388,0,41.401,2.289,375.655,6/2/2013
6,6,0,0,0,0,0,10.181,33.224,0,0,0,26.301,19.401,18.33,0,0,0,37.488,25.578,25.551,0,34.703,24.156,7.246,0,0,0,0,32.478,34.617,0,0,0,0,0,0,20.1,5.15,38.399,-18.921,0,28.701,-4.706,387.829,6/2/2013
7,7,0,0,0,0,0,10.196,32.664,0,0,0,24.101,16.301,18.699,0,0,0,33.533,25.69,25.578,0,31.671,26.268,10.323,0,0,0,0,32.348,34.728,0,0,0,0,0,0,20.2,6.07,47.495,-25.025,0,26.201,-2.71,397.399,6/2/2013
8,8,0,0,0,0,0,10.064,32.458,0,35.849,0,26.201,16.001,25.632,20.904,0,0,20.399,25.467,25.495,0,32.524,22.572,9.229,10.364,0,0,0,32.228,33.707,0,0,0,0,0,0,19.4,5.84,47.935,-20.02,0,24.001,-4.01,452.298,6/2/2013
9,9,0,0,0,0,0,10.152,0,19.836,35.181,0,23.401,15.201,23.268,50.197,0,0,20.536,25.384,25.439,0,31.604,22.572,13.508,14.575,15.381,0,0,32.167,34.498,0,0,0,5.2,5.2,0,20.5,5.64,47.935,-27.955,0,20.301,0.494,504.535,6/2/2013
10,10,0,16.7,0,0,0,8.526,0,19.014,36.962,0,24.801,17.101,23.11,51.651,0,0,21.155,25.467,25.495,0,30.031,23.1,13.891,14.903,17.104,15.901,0,32.587,34.357,0,0,0,5.2,5.2,0,19.9,5.75,47.937,-23.804,0,28.401,5.585,525.661,6/2/2013
11,11,0,18.628,2.625,0,0,8.621,0,20.158,31.785,0,18.101,14.6,27.207,50.815,0,0,23.177,25.467,25.69,0,32.367,27.456,16.393,17.377,18.676,17.733,0,33.107,33.508,0,0,0,5.2,5.2,0,19.9,5.51,47.937,-4.883,0,14.7,-6.5,543.921,6/2/2013
12,12,0,18.799,16.883,0,0,8.621,0,19.32,36.238,0,12.6,10.8,22.585,50.533,0,0,26.258,25.467,26.024,0,34.793,20.724,14.629,15.655,16.311,15.026,0,31.888,33.208,0,0,0,5.2,5.2,0,19.8,5.29,47.599,4.639,0,5.7,-6.61,535.722,6/2/2013
13,13,0,18.519,16.651,0,0,8.694,0,17.709,35.765,0,18.501,13.9,18.436,50.959,0,0,29.659,25.439,25.773,0,27.515,24.552,15.504,16.79,15.395,0,0,32.337,33.617,0,0,0,5.2,5.2,0,19.6,5.17,47.508,-15.137,0,17.401,-3.717,529.846,6/2/2013
14,14,0,18.336,16.614,0,0,8.438,0,17.741,34.763,0,16.301,11.4,23.741,52.845,0,0,25.787,25.551,25.912,0,31.581,24.288,16.817,17.706,15.709,0,0,32.518,33.948,0,0,0,5.2,5.2,0,19.6,5.2,47.508,-57.497,0,37.501,13.385,539.315,6/2/2013
15,15,0,18.372,16.382,0,0,8.394,0,19.143,33.873,0,8.1,6.3,15.651,52.953,0,0,18.964,25.356,26.052,0,29.29,22.572,23.585,24.678,20.426,19.579,0,32.028,33.147,0,0,0,5.2,5.2,0,19.5,5.2,47.508,-36.5,0,19.301,7.086,547.566,6/2/2013
16,16,0,18.384,16.321,0,0,9.785,0,20.11,34.485,0,13,10.3,14.601,52.724,0,0,20.709,25.551,26.107,0,32.21,24.42,10.692,11.717,14.985,14.055,0,31.978,33.168,0,0,0,5.2,5.2,0,19.5,5.1,47.508,-14.283,0,13.9,-2.216,520.409,6/2/2013
17,17,0,16.663,0,0,0,9.778,1.084,20.11,36.823,0,15,10.3,22.848,52.6,0,0,14.198,25.773,26.052,0,29.896,28.512,7.793,8.682,16.762,0,0,32.478,33.877,0,0,0,5.2,5.2,0,19.7,5.2,47.508,-13.062,0,13.1,-2.014,494.013,6/2/2013
18,18,0,0,0,0,0,9.917,31.957,20.239,37.547,0,29.001,16.901,29.781,30.936,0,0,27.94,25.634,25.912,0,30.121,16.632,14.315,14.862,0,0,0,31.997,33.757,0,0,0,0,0,0,19.8,5.4,48.159,-29.42,0,28.301,-2.509,504.436,6/2/2013
19,19,0,0,0,0,0,9.742,31.633,11.489,37.073,0,39.401,21.501,32.355,49.517,0,0,41.18,25.718,25.885,0,29.896,21.12,14.315,15.422,17.815,0,0,32.308,34.307,0,0,0,5.2,5.2,0,19.7,5.5,46.42,-35.524,0,32.701,-9.503,585.023,6/2/2013
20,20,0,0,0,0,0,9.954,31.957,0,37.129,0,38.301,18.301,34.929,49.781,0,0,39.184,25.745,25.606,0,30.368,25.608,12.606,13.413,17.46,0,0,32.658,34.347,0,0,0,0,5.2,0,19.8,5.6,47.044,-35.524,0,32.701,-8.606,566.42,6/2/2013
21,21,0,0,0,0,0,9.837,31.486,0,2.588,0,33.901,21.501,34.719,49.813,0,0,41.394,25.69,25.467,0,29.065,29.568,14.342,15.422,0,0,0,32.318,34.147,0,0,0,0,0,0,19.6,5.63,48.108,-18.433,0,34.101,-10.511,499.439,6/2/2013
22,22,0,0,0,0,0,9.925,28.098,0,2.588,0,37.201,21.601,37.398,0,0,0,41.545,25.634,25.467,0,26.954,27.06,8.121,9.256,0,0,0,31.997,34.577,0,0,0,0,0,0,19,5.6,48.108,-27.711,0,35.301,-10.309,442.849,6/2/2013
23,23,0,0,0,0,0,5.735,0,0,2.588,0,35.201,22.101,38.501,0,0,0,40.68,25.801,25.356,0,31.626,25.476,14.657,0,0,0,0,31.748,34.208,0,0,0,0,0,0,19,5.7,47.994,-17.457,0,29.801,-15.418,409.446,6/2/2013
0,0,0,0,0,0,0,0,0,0,2.588,0,34.601,22.101,30.78,1.831,0,0,40.825,25.662,25.467,0,30.211,23.628,7.629,0,0,0,0,32.478,34.447,0,0,0,0,0,0,19.8,5.8,44.034,-30.641,0,38.401,-5.31,379.432,7/2/2013
1,1,0,0,0,0,0,0,0,0,2.588,0,34.901,21.101,31.042,0,0,0,40.719,25.606,25.578,0,29.739,20.196,0,0,0,0,0,32.398,33.178,0,0,0,0,0,0,20,5.8,47.634,-19.898,0,32.501,-12.506,370.383,7/2/2013
2,2,0,0,0,0,0,0,0,0,2.588,0,36.701,22.301,38.764,0,0,0,36.677,25.773,25.745,0,27.65,15.048,0,0,0,0,0,32.498,34.607,0,0,0,0,0,0,19.8,5.8,41.983,-27.589,0,37.701,-7.508,363.331,7/2/2013
3,3,0,0,0,0,0,0,0,0,2.588,0,38.301,20.501,32.881,0,0,0,39.594,25.523,25.439,0,30.683,16.104,0,0,0,0,0,31.867,34.307,0,0,0,0,0,0,19.8,5.8,36.462,-35.401,0,40.101,-4.212,359.362,7/2/2013
4,4,0,0,0,0,0,0,0,0,2.588,0,33.401,22.201,35.297,0,0,0,38.159,25.578,25.523,0,31.177,9.372,8.094,0,0,0,0,32.088,34.328,0,0,0,0,0,0,19.8,5.84,41.129,-27.467,0,34.901,-8.606,365.747,7/2/2013
5,5,0,0,0,0,0,9.991,0,0,2.588,0,31.901,21.701,33.931,0,0,0,39.981,25.662,25.523,0,32.232,17.292,7.301,0,0,0,0,32.148,34.407,0,0,0,0,0,0,19.8,5.9,50.459,-20.386,0,34.701,-7.215,383.717,7/2/2013
6,6,0,0,0,0,0,9.771,30.896,0,2.588,0,33.501,21.101,33.248,0,0,0,41.163,25.69,25.634,0,31.154,11.616,6.932,0,0,0,0,32.048,33.967,0,0,0,0,0,0,19.9,6,41.553,-17.823,0,41.101,-4.212,387.696,7/2/2013
7,7,0,0,0,0,0,10.093,32.252,0,2.588,0,36.901,22.101,31.988,0,0,0,39.355,25.523,25.69,0,15.296,18.216,0,0,0,0,0,32.408,34.598,0,0,0,0,0,0,19.8,6,47.317,-18.921,0,29.701,-12.506,401.842,7/2/2013
8,8,0,0,0,0,0,9.881,32.163,0,2.588,0,32.701,21.501,32.303,4.644,0,0,43.003,25.467,25.606,0,31.514,12.54,20.604,21.342,0,0,0,32.068,34.047,0,0,0,0,0,0,19.6,5.76,48.434,-28.443,0,36.401,-8.313,456.121,7/2/2013
9,9,0,0,0,0,0,8.496,32.134,0,2.588,0,33.701,22.201,36.821,43.266,0,0,42.025,25.189,25.495,0,30.391,20.064,12.25,13.207,15.997,0,0,32.247,34.437,0,0,0,0,0,0,19.5,5.76,48.551,-27.833,0,34.801,-6.5,503.852,7/2/2013
10,10,0,0,0,0,0,8.533,30.838,0,37.936,0,30.701,21.901,33.196,46.375,0,0,34.372,25.356,25.411,0,31.828,12.408,12.442,13.877,14.561,0,0,31.947,34.248,0,0,0,5.2,5.2,0,19.6,5.51,48.551,-45.9,0,39.901,1.996,533.994,7/2/2013
11,11,0,0,0,0,0,9.8,30.72,0,35.737,0,28.701,20.301,29.886,51.264,0,0,34.712,25.105,25.411,0,30.66,18.612,16.721,17.788,16.352,0,0,32.677,34.057,0,0,0,5.2,5.2,0,19.5,5.4,48.551,-33.326,0,34.401,-3.516,544.796,7/2/2013
12,12,0,0,0,0,0,9.998,31.014,0,36.071,0,16.901,13.3,25.421,54.241,0,0,15.823,25.3,25.467,0,32.48,17.16,24.132,24.678,22.094,21.042,0,31.588,32.008,0,0,0,5.2,5.2,0,19.5,5.28,48.434,-4.761,0,10.3,-4.102,540.895,7/2/2013
13,13,0,0,0,0,0,9.917,31.279,0,35.793,0,25.101,17.901,24.581,53.564,0,0,29.07,25.217,25.356,0,31.671,20.46,14.274,15.34,15.04,0,0,31.997,33.268,0,0,0,5.2,5.2,0,19.4,5.2,48.434,-19.166,0,20.001,-13.605,536.033,7/2/2013
14,14,0,0,0,0,0,8.592,30.69,0,35.793,0,28.801,20.201,25.842,53.37,0,0,33.253,25.133,25.662,0,23.877,17.424,24.255,23.954,21.028,0,0,32.637,34.038,0,0,0,5.2,5.2,0,19.5,5.21,48.434,-43.947,0,40.301,4.596,547.144,7/2/2013
15,15,19.2,18.372,0,0,0,8.57,32.959,0,34.624,0,26.301,16.101,25.58,47.129,0,0,32.178,25.077,25.384,0,28.931,16.236,11.772,12.879,15.504,0,0,31.978,34.108,0,0,0,5.2,5.2,0,19.9,5.2,48.434,-29.542,0,30.601,0.787,544.971,7/2/2013
16,16,18.432,2.808,0,0,0,9.815,33.047,0,36.044,0,27.101,19.601,17.805,47.101,0,0,29.294,25.356,25.439,0,32.165,13.728,13.495,14.288,15.86,0,0,32.098,32.438,0,0,0,5.2,5.2,0,19.6,5.2,48.104,-35.646,0,32.401,-3.314,535.778,7/2/2013
17,17,0,0,0,0,0,10.064,33.135,0,36.405,0,22.701,17.001,20.694,47.043,0,0,28.007,25.467,25.829,0,28.953,15.312,7.123,8.203,15.75,0,0,32.618,33.967,0,0,0,5.2,5.2,0,19.7,5.3,43.462,0,0,15.8,-8.002,479.336,7/2/2013
18,18,0,0,0,0,0,9.756,33.017,0,35.682,0,36.901,22.301,33.984,32.888,0,0,43.448,25.495,25.578,0,31.514,14.652,9.666,0,0,0,0,32.048,34.007,0,0,0,0,0,0,19.7,5.5,46.603,-30.885,0,32.801,-11.206,502.03,7/2/2013
19,19,0,0,0,0,0,9.866,33.636,0,35.932,0,36.101,21.501,25.946,53.844,0,0,43.907,25.634,25.773,0,28.796,14.784,17.391,18.389,16.243,19.934,0,32.368,33.778,0,0,0,5.2,5.2,0,19.7,5.5,47.179,18.799,0,15.1,-21.516,564.219,7/2/2013
20,20,0,0,0,0,0,9.881,33.342,0,37.38,0,37.701,19.501,29.729,53.877,0,0,43.541,25.551,26.024,0,31.356,15.444,14.233,15.176,17.377,0,0,32.178,32.937,0,0,0,0,5.2,0,19,5.82,47.179,-5.371,0,20.501,-18.604,555.901,7/2/2013
21,21,0,0,0,0,0,9.749,33.165,0,36.962,0,32.601,20.501,27.89,54.113,0,0,41.595,25.467,26.052,0,29.829,18.612,7.793,8.942,0,0,0,32.668,32.928,0,0,0,0,5.2,0,19.5,5.6,47.179,-21.119,0,24.401,-12.305,525.369,7/2/2013
22,22,0,0,0,0,0,10.078,34.107,0,2.477,0,38.701,22.201,35.979,10.019,0,0,39.886,25.328,26.107,0,31.716,17.028,7.301,8.326,0,0,0,32.738,32.788,0,0,0,0,0,0,19.8,5.84,49.341,-16.114,0,31.501,-16.004,450.378,7/2/2013
23,23,0,0,0,0,0,9.932,0,0,2.477,0,37.401,22.501,30.255,0,0,0,43.273,25.272,26.163,0,30.211,9.24,15.067,15.928,0,0,0,32.408,33.138,0,0,0,0,0,0,19.8,6,49.458,-32.105,0,43.201,-4.907,402.335,7/2/2013
0,0,0,0,0,0,0,0,0,0,2.477,0,35.001,21.501,33.196,0,0,0,41.455,25.411,26.052,0,29.784,8.976,13.303,0,0,0,0,32.158,33.058,0,0,0,0,0,0,19.4,6.05,49.458,-36.134,0,34.701,-6.116,384.829,8/2/2013
1,1,0,0,0,0,0,0,0,0,2.477,0,33.701,21.801,25.37,0,0,0,39.173,25.606,26.079,0,31.199,10.164,10.172,0,0,0,0,32.058,33.147,0,0,0,0,0,0,19.6,6.22,49.458,-18.677,0,29.001,-10.016,365.917,8/2/2013
2,2,0,0,0,0,0,0,0,0,2.477,0,31.201,21.001,25.789,0,0,0,38.106,25.634,25.829,0,29.582,24.552,0,0,0,0,0,32.268,32.717,0,0,0,0,0,0,19.7,6.1,37.793,-33.692,0,32.701,-3.9,357.64,8/2/2013
3,3,0,0,0,0,0,0,0,0,2.477,0,27.301,17.301,23.583,0,0,0,32.239,25.662,25.718,0,32.345,26.928,0,0,0,0,0,32.478,33.178,0,0,0,0,0,0,19.7,6.1,50.369,-28.932,0,29.701,-3.314,357.924,8/2/2013
4,4,0,0,0,0,0,10.32,0,0,2.477,0,23.401,18.701,23.689,0,0,0,31.357,25.578,25.578,0,30.548,29.568,8.026,0,0,0,0,32.597,32.897,0,0,0,0,0,0,19.8,6.1,40.213,-24.293,0,24.701,-3.809,364.251,8/2/2013
5,5,0,0,0,0,0,9.91,33.99,0,2.477,0,28.801,19.801,22.742,0,0,0,34.933,25.662,25.467,0,30.75,25.872,6.385,0,0,0,0,32.488,32.868,0,0,0,0,0,0,19.4,6.1,37.705,-21.485,0,30.501,0.183,386.152,8/2/2013
6,6,0,0,0,0,0,10.115,33.931,0,2.477,0,28.301,20.201,26.63,0,0,0,28.192,25.773,25.495,0,33.378,25.212,0,0,0,0,0,33.488,34.028,0,0,0,0,0,0,19.5,6,44.221,-15.015,0,26.101,-5.2,391.102,8/2/2013
7,7,0,0,0,0,0,10.196,33.931,0,2.477,0,27.201,17.601,25.369,0,0,0,20.526,25.69,25.523,0,30.885,25.872,12.715,0,0,0,0,33.658,33.667,0,0,0,0,0,0,20,6.15,50.426,-29.176,0,27.801,0,403.262,8/2/2013
8,8,0,0,0,0,0,5.662,33.96,0,2.477,0,29.301,16.901,27.785,31.113,0,0,18.912,25.885,25.718,0,30.458,23.364,21.301,24.966,0,0,0,32.758,31.737,0,0,0,0,0,0,20,6,50.017,-10.987,0,21.501,-4.816,452.617,8/2/2013
9,9,0,0,0,0,0,0,32.222,0,26.636,0,34.601,19.201,29.572,51.815,0,0,28.937,25.745,25.745,0,33.603,25.08,13.727,12.155,14.944,0,0,32.807,33.828,0,0,0,0,5.2,0,19.6,5.84,46.956,-10.62,0,32.201,-4.505,501.138,8/2/2013
10,10,0,0,0,0,0,0,32.016,20.094,36.071,0,26.701,18.901,26.367,54.223,0,0,0,25.634,25.606,0,31.626,20.856,21.137,24.884,17.063,0,0,32.028,33.587,0,0,0,5.2,5.2,0,19.5,5.52,49.85,-13.062,0,18.101,2.399,524.626,8/2/2013
11,11,0,0,0,0,0,0,32.075,19.482,36.433,0,31.801,20.801,27.313,54.03,0,0,0,25.69,25.885,0,33.423,23.628,8.6,21.042,16.174,15.204,0,32.178,34.378,0,0,0,5.2,5.2,0,19.6,5.5,39.924,-34.059,0,20.701,4.798,542.121,8/2/2013
12,12,0,0,0,0,0,0,32.252,20.432,37.769,0,23.801,17.201,26.104,47.171,0,0,0,25.523,25.69,0,27.515,21.384,15.614,13.987,20.618,19.401,0,33.568,33.367,0,0,0,5.2,5.2,0,19.5,5.36,49.575,-24.415,0,21.201,6.684,522.762,8/2/2013
13,13,0,0,0,0,0,0,32.252,20.529,37.491,0,24.901,17.601,27.943,46.93,0,0,24.908,25.551,25.912,0,28.122,27.588,7.438,18.649,15.874,0,0,33.627,32.708,0,0,0,5.2,5.2,0,19.6,5.28,45.719,-2.197,0,17.201,-7.416,521.435,8/2/2013
14,14,0,0,0,0,0,0,31.751,20.029,35.737,0,18.701,14.9,19.118,46.41,0,0,19.867,25.551,25.523,0,28.055,24.42,18.909,23.339,23.544,0,0,32.868,33.118,0,0,0,5.2,5.2,0,19.6,5.13,50.09,-34.181,0,22.701,4.999,533.541,8/2/2013
15,15,18.516,0,18.555,0,0,0,32.163,20.593,34.902,0,25.201,18.801,25.211,53.069,0,0,28.198,25.69,25.244,0,31.379,22.968,10.063,9.885,0,0,0,33.237,32.987,0,0,0,5.2,5.2,0,19.6,5.05,37.82,15.381,0,13.9,-13.807,524.088,8/2/2013
16,16,0,0,0,0,0,0,31.81,20.416,34.791,0,35.701,22.301,25.789,53.115,0,0,32.01,25.606,25.133,0,23.068,23.232,7.656,8.272,0,0,0,33.608,33.017,0,0,0,5.2,5.2,0,19.7,5.04,49.525,-7.813,0,23.701,-12.909,517.211,8/2/2013
17,17,0,0,0,0,0,0,33.165,0,14.223,0,32.501,21.301,27.47,53.829,0,0,39.485,25.578,25.495,0,30.84,24.816,6.535,7.698,0,0,0,32.018,32.587,0,0,0,0,0,0,19.8,5.13,42.275,-15.748,0,26.601,-10.218,474.111,8/2/2013
18,18,0,0,0,0,0,0,33.342,0,0,0,39.301,22.501,34.247,36.402,17.316,0,42.005,25.551,25.801,0,30.076,26.268,8.039,8.846,0,0,0,33.058,33.197,0,0,0,0,0,0,19.8,5.21,41.759,-37.355,0,31.101,-9.412,498.385,8/2/2013
19,19,0,0,0,0,0,9.91,33.489,0,36.934,0,39.001,22.401,36.505,47.46,37.37,0,41.76,25.662,25.745,0,31.312,20.856,7.397,8.34,16.872,0,0,33.098,32.438,0,0,0,0,0,0,19.7,5.44,46.46,-17.09,0,28.501,-11.005,577.744,8/2/2013
20,20,0,0,0,0,0,9.837,33.312,0,0,0,38.701,22.601,37.608,47.413,48.248,0,41.993,25.634,25.912,0,27.875,22.176,9.571,10.61,16.653,0,0,32.778,32.658,0,0,0,0,0,0,19.6,5.51,46.538,-35.401,0,38.701,-6.702,558.63,8/2/2013
21,21,0,0,0,0,0,9.888,33.135,0,0,0,39.301,22.201,39.026,16.69,48.618,0,41.881,25.439,25.996,0,33.58,23.232,10.678,11.772,0,0,0,32.928,32.688,0,0,0,0,0,0,19.7,5.51,44.47,-23.072,0,33.601,-9.21,515.414,8/2/2013
22,22,0,0,0,0,0,5.72,0,0,0,0,39.201,22.601,36.453,0,51.578,0,41.973,25.3,25.94,0,31.648,27.72,6.809,7.698,0,0,0,33.088,32.677,0,0,0,0,0,0,19.7,5.61,45.631,-10.987,0,25.901,-16.517,460.95,8/2/2013
23,23,0,0,0,0,0,0,0,0,0,0,39.401,20.401,38.082,0,51.208,0,41.929,25.551,26.107,0,32.21,25.74,7.164,0,0,0,0,32.268,32.278,0,0,0,0,0,0,19.5,5.91,21.039,-42.604,0,44.001,-1.41,418.801,8/2/2013
0,0,0,0,0,0,0,0,0,0,0,0,38.601,20.601,35.612,0,48.47,0,41.631,25.439,25.829,0,33.108,21.12,9.27,0,0,0,0,32.427,32.247,0,0,0,0,0,0,19.6,5.91,0,-38.087,0,38.801,-2.509,391.66,9/2/2013
