,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,GSR,HPA1,HPA2,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
0,00,35.864,0,0,0,0,0,0,0,0,2.588,0,0,39.101,22.101,39.499,0,45.806,14.578,43.817,25.551,0,0,0,0,32.839,25.08,8.532,9.448,0,0,27.188,27.678,0,0,0,0,0,21.524,0,5.5,0.404,-50.539,-59.502,99.103,25.782,412.254,1/4/2014
1,01,37.029,0,0,0,0,0,0,0,0,2.588,0,0,36.601,22.201,39.027,0,49.654,0,44.029,25.384,0,0,0,0,25.404,21.516,13.768,0,0,0,26.969,26.948,0,0,0,0,0,21.524,0,5.5,0,-69.582,-72.759,110.203,39.698,390.582,1/4/2014
2,02,36.924,0,0,0,0,0,0,0,0,2.588,0,0,39.001,22.201,39.079,0,44.4,0,44.047,25.551,0,0,0,0,29.559,21.12,9.721,0,0,0,27.208,27.058,0,0,0,0,0,21.524,0,5.6,0,-67.629,-69.948,114.404,40.486,378.268,1/4/2014
3,03,36.861,0,0,0,0,0,0,0,0,2.588,0,0,39.001,22.301,38.081,0,45.066,0,43.966,25.523,0,0,0,0,28.571,23.496,15.272,0,0,0,27.048,27.229,0,0,0,0,0,21.524,0,5.6,0,-68.85,-72.439,116.804,46.693,379.919,1/4/2014
4,04,36.644,0,0,0,0,0,0,0,0,2.588,0,0,37.301,22.201,38.081,0,44.77,0,43.907,25.606,0,0,0,0,28.077,19.536,22.669,0,0,0,27.378,27.009,0,0,0,0,0,21.524,0,5.67,0,-72.268,-75.982,119.204,44.697,387.31,1/4/2014
5,05,37.136,0,0,0,0,0,0,0,0,2.588,0,0,36.901,22.201,38.502,0,50.69,9.99,43.932,25.551,0,0,0,0,29.043,24.816,23.421,24.255,0,0,27.229,27.058,0,0,0,0,0,21.524,0,5.67,11.411,-61.403,-68.319,125.204,50.392,416.044,1/4/2014
6,06,36.982,0,0,0,0,0,0,0,0,2.588,0,0,39.501,22.201,35.297,0,51.578,0,43.556,25.551,0,0,0,0,29.537,20.196,24.637,0,0,0,27.548,27.538,0,0,0,0,0,21.431,0,5.7,30.373,-55.666,-60.216,110.503,36.897,412.696,1/4/2014
7,07,37.131,0,0,0,0,0,10.957,0,0,2.588,0,0,36.601,21.801,36.716,4.495,51.06,0,43.547,25.495,0,0,0,0,29.47,23.496,7.698,8.367,0,0,27.177,27.248,0,0,0,0,0,21.209,0,5.66,50.58,-36.866,-43.049,101.503,30.085,419.623,1/4/2014
8,08,36.972,0,0,0,0,0,11.902,30.543,0,2.588,0,0,34.701,21.801,38.659,32.907,51.134,0,43.83,25.384,0,0,0,0,30.772,19.14,8.819,9.502,0,0,26.918,26.409,0,0,0,0,0,21.969,0,5.37,47.17,-39.796,-46.876,99.303,28.492,485.367,1/4/2014
9,09,34.718,0,0,0,0,0,10.789,32.399,0,2.588,0,0,37.001,22.001,36.716,52.849,51.134,0,41.939,25.495,0,0,0,0,29.627,25.608,13.125,14.028,0,0,27.848,28.118,0,0,0,0,0,21.431,0,5.13,47.264,-42.482,-48.598,95.703,24.683,530.502,1/4/2014
