,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,PCHN,PNI1,PNI2,GSR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,AMY-L9030,TCPI-L9150,Demanda,Date
8,8,0,0,0,0,0,7.332,25.8,0,0,0,14.8,9.3,0,21.214,50.616,0,0,25.857,25.606,0,0,0,16.653,18.444,0,0,0,38.907,0,0,0,0,5.2,0,23.8,6.15,46.812,14.893,-6.1,-5.2,332.898,15/7/2012
9,9,0,0,0,0,0,7.31,30.101,0,0,0,11.5,8.3,0,26.153,50.246,0,0,25.634,25.662,0,0,0,17.555,18.991,0,0,0,38.787,0,0,0,0,5.2,0,23.7,6,46.663,-4.639,-1,0.787,346.654,15/7/2012
10,10,0,0,0,0,0,10.144,31.574,0,0,0,14.4,7.6,0,29.631,50.32,0,0,25.996,25.968,0,0,0,17.268,17.706,0,0,0,38.647,0,0,0,0,5.2,0,23.4,5.92,46.779,8.789,-3.6,-3.003,348.367,15/7/2012
11,11,0,0,0,0,0,10.313,31.78,0,0,0,5.9,5.4,0,37.733,50.69,0,0,25.996,25.634,0,0,0,22.45,21.602,0,0,0,38.407,0,0,0,0,5.2,0,23.3,5.76,49.245,9.033,-6.3,-1.611,358.288,15/7/2012
12,12,0,0,0,0,0,10.24,32.635,0,0,0,0,0,0,49.155,49.728,0,0,25.996,25.523,0,0,0,21.876,24.296,14.561,0,0,38.577,0,0,0,5.2,5.2,0,23,5.52,50.713,5.249,-1.9,7.288,371.583,15/7/2012
13,13,0,0,0,0,0,10.284,33.194,0,0,0,9,5,0,36.522,50.912,0,0,25.634,25.634,0,0,0,15.422,14.164,25.225,0,0,38.267,0,0,0,0,5.2,0,23.2,5.52,47.167,8.423,-5.1,-1.3,368.322,15/7/2012
14,14,0,0,0,0,0,10.247,33.194,0,0,0,22.901,16.701,0,11.508,50.986,0,0,25.634,25.662,0,0,0,16.584,14.534,25.143,0,0,37.948,0,0,0,0,5.2,0,23.2,5.52,42.225,0,0.7,-5.31,371.797,15/7/2012
15,15,0,0,0,0,0,9.8,32.104,0,0,0,32.201,20.401,0,0,51.208,4.144,0,25.634,25.69,0,0,0,15.627,16.038,25.143,0,0,38.867,0,0,0,0,5.2,0,23,5.3,43.373,-2.808,9.9,-2.71,369.348,15/7/2012
16,16,0,0,0,0,0,9.998,7.211,0,0,0,29.001,20.901,0,0,51.8,16.946,0,25.69,25.439,0,0,0,13.604,18.895,25.075,0,0,39.217,0,0,0,0,5.2,0,23.7,5.38,47.1,6.836,3.2,-7.508,362.629,15/7/2012
17,17,0,0,0,0,0,10.005,3.824,0,0,0,22.701,14.8,0,0.757,51.948,16.724,0,25.773,25.551,0,0,0,21.424,21.083,25.075,0,0,38.808,0,0,0,0,0,0,23.7,5.52,48.276,10.743,-3.9,-7.215,356.341,15/7/2012
18,18,0,0,0,0,0,10.071,3.588,0,0,0,30.401,19.501,0,0.757,51.134,16.798,0,26.135,25.439,0,0,0,18.253,22.614,20.44,20.823,0,38.718,0,0,0,0,0,0,23.6,5.6,46.916,-1.221,7.2,-3.113,377.922,15/7/2012
19,19,0,0,0,0,0,9.844,32.222,5.624,36.35,0,24.901,17.401,0,48.531,50.838,16.798,0,26.107,25.328,0,0,0,21.561,24.46,20.604,20.932,0,38.317,0,0,0,0,5.2,0,23.4,5.77,50.633,-13.55,4.2,5.786,508.385,15/7/2012
20,20,0,0,0,0,0,9.969,32.428,20.223,36.071,0,30.901,19.201,0,48.582,51.134,16.946,0,25.745,25.3,0,0,0,15.135,20.03,16.366,17.104,0,38.827,0,0,0,0,5.2,0,23.4,5.84,42.681,30.03,-11.2,-15.802,498.055,15/7/2012
21,21,0,0,0,0,0,9.998,32.693,0,19.066,0,33.701,19.501,0,48.476,50.838,16.576,0,25.745,25.384,0,0,0,17.911,19.456,16.215,16.516,0,38.508,0,0,0,0,5.2,0,23.6,6,42.681,-4.883,6.8,-4.614,470.762,15/7/2012
22,22,0,0,0,0,0,10.122,32.811,0,0,0,21.701,19.101,0,0,50.912,16.576,0,25.745,25.3,0,0,0,19.032,18.553,19.756,20.221,0,38.537,0,0,0,0,5.2,0,23.6,6.07,48.486,-3.784,8.4,0.385,396.722,15/7/2012
23,23,0,0,0,0,0,9.991,8.272,0,0,0,28.701,15.301,0,0,50.986,16.724,0,25.745,25.133,0,0,0,15.518,15.833,15.053,15.299,0,38.168,0,0,0,0,0,0,24.1,6.15,48.489,-9.156,6.2,-1.41,363.829,15/7/2012
0,0,0,0,0,0,0,0,3.706,0,0,0,23.501,16.701,0,0,51.504,16.798,0,25.745,25.634,0,0,0,23.927,24.487,15.764,0,0,39.457,0,0,0,0,0,0,23.5,6.15,48.489,14.039,-1.8,-8.808,341.932,16/7/2012
1,1,0,0,0,0,0,0,3.706,0,0,0,17.201,11.5,0,0,51.282,16.724,0,25.745,25.745,0,0,0,24.009,24.678,14.739,0,0,38.758,0,0,0,0,5.2,0,24.2,6,39.599,11.353,-4.1,-5.805,327.638,16/7/2012
2,2,0,0,0,0,0,0,3.706,0,0,0,18.201,13.8,0,0,51.652,16.724,0,26.107,25.523,0,0,0,23.557,24.678,14.26,0,0,38.667,0,0,0,0,5.2,0,24.4,6.07,44.244,8.179,6.4,0,322.21,16/7/2012
3,3,0,0,0,0,0,0,3.706,0,0,0,18.901,14.7,0,0,48.605,0,0,26.219,25.857,0,0,0,23.899,24.665,14.889,0,0,38.848,0,0,0,0,5.2,0,24.2,6.15,38.631,3.296,1.7,-2.802,312.276,16/7/2012
4,4,0,0,0,0,0,2.849,3.706,0,0,0,6.4,4.7,0,0,47.5,15.922,0,26.191,25.578,0,0,0,24.022,23.981,19.278,0,0,38.447,0,0,0,0,5.2,0,24.1,6,48.474,2.441,-3.7,0.183,323.424,16/7/2012
5,5,0,0,0,0,0,8.885,3.706,0,0,0,6.3,3.9,0,0,51.282,16.798,0,25.829,25.773,0,0,0,23.585,22.286,24.132,0,0,39.037,0,0,0,0,5.2,0,24.1,6,42.628,-26.734,2.3,5.786,348.119,16/7/2012
6,6,0,0,0,0,0,8.877,3.706,0,0,0,12.8,9.5,0,31.48,51.43,16.724,0,25.829,25.467,0,0,0,20.208,19.128,15.163,0,0,38.957,0,0,0,0,5.2,0,23.9,6.05,31.268,4.273,0.4,0,341.014,16/7/2012
7,7,0,0,0,0,0,8.907,3.706,0,0,0,21.801,16.001,0,31.937,51.652,16.798,0,25.829,25.606,0,0,0,23.844,24.555,15.586,0,0,38.508,0,0,0,0,5.2,0,23.5,6.2,44.331,4.517,-0.2,-4.816,384.46,16/7/2012
8,8,0,0,0,0,0,4.314,3.706,0,33.928,0,18.001,9.4,0,48.74,51.282,16.798,0,25.857,25.551,0,0,0,23.995,24.487,22.628,23.051,0,38.957,0,0,0,5.2,5.2,0,23.7,6.15,42.935,-17.212,7.8,7.398,455.894,16/7/2012
9,9,0,0,0,0,0,8.797,29.482,20.4,36.851,0,19.801,12.2,0,49.326,52.54,16.132,0,25.857,25.634,0,0,0,24.118,24.583,16.667,17.077,0,38.357,0,0,0,5.2,5.2,0,23.5,5.9,47.753,13.672,-0.5,-7.617,499.82,16/7/2012
10,10,0,0,18.165,0,0,9.383,29.217,20.271,37.964,0,9.4,6.6,0,49.462,51.208,16.428,0,25.328,25.857,0,0,0,24.118,24.583,22.655,23.051,0,38.057,0,0,0,5.2,5.2,0,23.8,5.7,50.937,-10.132,1.9,2.783,528.033,16/7/2012
11,11,16.205,18.71,18.165,0,0,8.907,28.51,20.207,36.183,0,7.2,7.2,0,49.162,51.208,16.206,0,25.662,26.024,0,0,0,24.118,24.583,21.11,21.356,0,38.598,0,0,0,5.2,5.2,0,23.7,5.76,45.963,12.94,-11,-1.3,544.497,16/7/2012
12,12,17.031,18.696,18.213,0,0,9.112,29.011,20.529,36.962,0,4.5,3.3,0,48.896,51.652,15.762,0,25.662,25.745,0,0,0,22.71,22.135,20.891,21.479,0,38.208,0,0,0,5.2,5.2,0,23.3,5.44,50.635,25.513,-9.8,-2.6,527.156,16/7/2012
13,13,16.415,18.63,17.615,0,0,8.723,28.687,20.529,36.35,0,4.4,4.3,0,49.228,51.726,15.836,0,25.662,25.745,0,0,0,22.778,22.395,19.21,19.647,0,39.077,0,0,0,5.2,5.2,0,23.7,5.44,37.391,-1.953,-0.3,6.189,519.948,16/7/2012
14,14,15.462,18.4,16.565,16.956,0,8.731,27.98,20.271,36.879,0,7.5,4.6,0,37.052,50.912,15.318,0,25.3,25.439,0,0,0,20.481,19.469,16.461,17.2,0,38.638,0,0,0,5.2,5.2,0,23.5,5.52,49.459,-5.737,0.2,4.083,529.987,16/7/2012
15,15,16.961,18.61,15.479,18.506,0,8.76,28.569,20.61,36.767,0,7.2,6,0,43.181,51.282,15.688,0,25.328,25.523,0,0,0,17.09,20.126,16.639,16.954,0,38.187,0,0,0,5.2,5.2,0,23.5,5.56,49.345,19.288,-8.5,-3.9,529.377,16/7/2012
16,16,16.877,18.65,0,18.494,0,8.511,28.127,20.448,36.628,0,8.8,7.9,0,43.224,51.208,15.466,0,24.91,25.718,0,0,0,17.911,11.69,17.842,18.54,0,38.777,0,0,0,5.2,5.2,0,23,5.6,48.84,23.438,-12.6,-9.101,515.824,16/7/2012
17,17,8.908,18.53,0,0,0,7.354,29.217,19.804,36.934,0,14.1,8.9,0,42.548,50.764,15.688,0,26.219,25.634,0,0,0,10.159,9.598,15.874,16.393,0,38.508,0,0,0,5.2,5.2,0,23.3,5.36,42.45,-5.005,-0.8,4.395,478.052,16/7/2012
18,18,0,0,0,0,0,8.584,29.365,20.626,36.628,0,9.6,7.1,0,42.084,50.912,15.984,0,25.69,25.384,0,0,0,9.981,8.983,14.875,15.299,0,38.378,0,0,0,5.2,5.2,0,23.3,5.5,42.365,-6.592,2.6,5.493,439.537,16/7/2012
19,19,16.765,18.82,16.858,19.312,0,8.511,29.306,20.352,36.517,0,7.4,4.9,0,42.195,51.8,16.132,0,25.69,25.578,0,0,0,19.497,18.95,17.419,18.088,0,38.557,0,0,0,5.2,5.2,0,23.4,5.7,50.196,-30.03,4.6,11.298,556.475,16/7/2012
20,20,16.821,18.73,16.81,18.506,0,8.496,29.512,20.416,36.294,0,2.7,1.5,0,42.234,51.726,15.984,0,25.69,25.968,0,0,0,9.461,23.872,17.049,17.665,0,38.537,0,0,0,5.2,5.2,0,23.5,5.84,49.023,0,-9.4,-0.311,536.445,16/7/2012
21,21,0,0,0,0,0,8.482,29.188,20.11,37.574,0,31.901,19.001,0,49.015,46.25,14.06,0,25.69,25.634,0,0,0,15.545,11.129,15.135,15.463,0,39.177,0,0,0,0,5.2,0,23.4,6,46.695,-12.94,5.1,-6.903,499.392,16/7/2012
22,22,0,0,0,0,0,8.526,3.647,0,36.016,0,15.601,11.1,0,48.933,50.32,16.576,0,25.69,25.634,0,0,0,15.559,15.381,17.446,17.842,0,38.768,0,0,0,0,5.2,0,23.2,6.22,49.561,-10.62,4.3,3.882,433.658,16/7/2012
23,23,0,0,0,0,0,8.723,3.853,0,36.99,0,22.901,11,0,33.168,49.284,0,0,25.69,25.857,0,0,0,11.416,12.332,14.999,15.34,0,39.148,0,0,0,0,5.2,0,23.1,6.14,49.561,1.831,3.7,-1.611,390.782,16/7/2012
0,0,0,0,0,0,0,8.701,3.824,0,36.35,0,16.701,9.8,0,16.416,49.876,0,0,26.052,25.773,0,0,0,16.502,15.887,15.272,15.641,0,38.667,0,0,0,0,5.2,0,23.2,6.2,36.174,7.324,-4.2,-3.003,366.115,17/7/2012
1,1,0,0,0,0,0,8.606,3.765,0,36.572,0,24.301,12.6,0,0,49.95,0,0,25.69,25.523,0,0,0,18.717,22.04,16.284,0,0,39.137,0,0,0,0,5.2,0,23.1,6.07,37.141,3.906,2.6,-3.406,351.596,17/7/2012
2,2,0,0,0,0,0,8.709,3.883,0,36.962,0,9.9,8.2,0,0,49.802,0,0,25.662,25.244,0,0,0,18.28,16.735,16.475,0,0,38.737,0,0,0,0,5.2,0,23,6.1,47.69,5.127,-3.2,-1.3,339.952,17/7/2012
3,3,0,0,0,0,0,8.628,3.794,0,36.433,0,26.901,15.901,0,0,49.728,0,0,25.69,25.718,0,0,0,10.076,9.53,0,0,0,39.047,0,0,0,0,5.2,0,23.3,6.18,47.575,-1.465,0.5,-4.505,339.171,17/7/2012
4,4,0,0,0,0,0,8.621,3.853,0,36.294,0,15.701,11.4,0,0,49.802,0,0,25.69,25.662,0,0,0,19.743,24.2,0,0,0,39.278,0,0,0,0,5.2,0,23.6,6.3,40.773,1.831,-1.2,-1.703,337.189,17/7/2012
5,5,0,0,0,0,0,8.841,3.824,0,36.962,0,13.6,6.7,0,0,46.811,0,0,25.69,25.773,0,0,0,22.846,22.805,23.968,0,0,38.898,0,0,0,0,5.2,0,23.5,6.45,49.482,0,-0.5,0.787,361.063,17/7/2012
6,6,0,0,0,0,0,8.643,3.824,0,36.294,0,21.201,12.1,0,0,50.838,16.502,0,26.079,25.968,0,0,0,13.713,19.087,14.452,0,0,39.657,0,0,0,0,5.2,0,23.6,6.31,41.801,7.569,-0.6,-4.102,362.402,17/7/2012
7,7,0,0,0,0,0,8.745,3.824,0,36.155,0,25.701,16.101,0,0,51.504,16.798,0,26.079,26.024,0,0,0,20.249,21.055,19.401,0,0,37.988,0,0,0,0,5.2,0,23.8,6.23,47.983,18.799,-5.8,-11.206,391.044,17/7/2012
8,8,0,0,0,0,0,8.716,3.706,0,36.35,0,26.101,13.8,0,39.293,50.468,16.428,0,26.052,25.912,0,0,0,21.835,22.956,21.835,0,0,38.707,0,0,0,5.2,5.2,0,23.5,6.07,49.867,-3.052,6,-1.117,440.207,17/7/2012
9,9,0,0,0,0,0,8.614,3.087,19.852,36.517,0,21.901,13.5,0,46.075,49.802,16.206,0,25.662,25.912,0,0,0,23.311,22.518,22.71,22.464,0,38.707,0,0,0,5.2,5.2,0,23.5,6.07,49.867,2.319,-1.9,-3.607,489.863,17/7/2012
10,10,0,0,0,0,0,8.958,29.63,17.741,36.6,0,37.101,20.101,0,46.828,51.8,16.872,0,25.829,25.662,0,0,0,21.602,19.756,14.957,15.272,0,38.187,0,0,0,5.2,5.2,0,24,6,45.234,2.808,2.2,-6.116,513.638,17/7/2012
11,11,0,19.58,0,0,0,9.009,28.864,19.32,36.266,0,20.501,13.5,0,46.804,51.504,16.798,0,25.829,25.439,0,0,0,22.874,21.739,22.436,22.641,0,39.167,0,0,0,5.2,5.2,0,23.8,6.3,49.791,15.015,-5.8,-6.812,530.159,17/7/2012
12,12,0,18.61,19.031,0,0,9.112,29.158,20.497,36.378,0,15.201,8.6,0,40.441,52.614,16.65,0,25.996,25.3,0,0,0,20.044,11.348,22.573,22.559,0,37.508,0,0,0,5.2,5.2,0,23.5,6.15,47.902,1.709,-5.2,-1.3,524.363,17/7/2012
13,13,0,18.54,18.201,12.964,0,9.031,29.129,20.755,36.628,0,4.7,3.7,0,50.292,50.986,16.206,0,25.606,25.217,0,0,0,21.342,23.626,22.655,22.682,0,38.427,0,0,0,5.2,5.2,0,0,0,50.336,-6.348,1.6,10.895,505.276,17/7/2012
14,14,0,18.55,16.712,18.628,0,9.09,29.247,22.189,35.209,0,1.8,2,0,50.194,51.652,16.206,0,25.606,25.662,0,0,0,23.872,24.542,21.465,22.217,0,38.557,0,0,0,5.2,5.2,0,0,0,49.525,2.197,-7.4,-0.714,519.24,17/7/2012
15,15,16.891,18.58,16.858,17.322,0,7.661,28.834,20.448,35.209,0,8.9,6,0,49.764,51.578,16.428,0,25.578,25.217,0,0,0,23.872,24.542,14.178,14.739,0,38.707,0,0,0,5.2,5.2,0,0,0,46.784,16.724,-7.3,-3.406,512.472,17/7/2012
16,16,4.426,18.5,16.102,4.614,0,7.244,28.599,21.592,38.382,0,19.701,13.1,0,49.635,50.838,16.428,0,25.578,24.827,0,0,0,23.94,24.72,15.381,0,0,38.718,0,0,0,5.2,5.2,0,0,0,47.977,-32.594,17.701,12.085,503.51,17/7/2012
17,17,0,0,18.201,0,0,8.826,28.569,21.899,37.797,0,22.501,15,0,49.254,50.838,16.28,0,25.411,25.244,0,0,0,21.096,20.522,24.036,0,0,38.427,0,0,0,5.2,5.2,0,0,5.4,35.581,4.395,1.4,-2.509,471.996,17/7/2012
18,18,0,0,0,0,0,8.972,30.189,21.85,38.159,0,28.501,18.701,0,48.398,45.51,13.764,0,25.411,25.133,0,0,0,12.196,15.299,0,0,0,38.588,0,0,0,5.2,5.2,0,23.8,5.52,33.038,5.493,4.6,-3.314,436.65,17/7/2012
19,19,18.319,18.6,18.079,0,0,8.767,29.748,21.528,38.159,0,21.201,9.6,0,48.663,51.134,16.428,0,25.411,25.328,0,0,0,24.077,24.733,14.698,15.108,0,37.577,0,0,0,5.2,5.2,0,23.5,5.84,48.79,13.184,1.4,-4.706,545.84,17/7/2012
20,20,0.434,0,18.262,0,0,8.863,30.425,21.834,38.549,0,31.201,16.901,0,44.97,50.986,16.65,0,25.578,25.161,0,0,0,22.614,22.928,20.317,20.727,0,38.947,0,0,0,5.2,5.2,0,23.4,6,49.12,-6.714,10.7,-2.417,542.698,17/7/2012
21,21,0,0,0,0,0,9.097,30.926,22.092,38.799,0,36.901,20.301,0,44.91,51.726,16.798,0,25.634,25.356,0,0,0,24.132,24.473,15.463,0,0,38.678,0,0,0,1,5.2,0,23.3,5.84,43.789,33.692,-3.5,-16.004,490.227,17/7/2012
22,22,0,0,0,0,0,8.914,29.954,0,38.465,0,34.901,19.501,0,21.063,51.06,16.428,0,25.634,25.439,0,0,0,17.719,16.94,13.85,0,0,38.727,0,0,0,0,5.2,0,23.4,6,40.724,-11.597,12.3,-3.204,436.42,17/7/2012
23,23,0,0,0,0,0,9.075,30.838,0,38.409,0,22.501,11.2,0,0,51.282,16.502,0,25.634,25.356,0,0,0,21.383,19.278,0,0,0,37.527,0,0,0,0,5.2,0,23.3,6,45.273,0,0,-4.413,393.171,17/7/2012
0,0,0,0,0,0,0,8.701,29.541,0,38.298,0,21.301,14.1,0,0,51.43,16.502,0,25.634,25.467,0,0,0,7.315,10.883,0,0,0,38.427,0,0,0,0,5.2,0,23.4,6,41.166,-12.452,7.3,1.19,367.327,18/7/2012
1,1,0,0,0,0,0,8.811,29.924,0,35.821,0,28.701,18.001,0,0,49.654,0,0,25.745,25.495,0,0,0,8.846,6.535,0,0,0,38.907,0,0,0,0,5.2,0,23.5,6.15,41.152,-12.696,12.6,0,352.538,18/7/2012
2,2,0,0,0,0,0,8.87,29.865,0,0,0,31.001,18.801,0,0,50.838,16.502,0,25.411,25.606,0,0,0,8.969,9.571,0,0,0,38.747,0,0,0,0,5.2,0,23.7,6.3,47.746,-9.644,11.8,-1.813,346.784,18/7/2012
3,3,0,0,0,0,0,9.024,30.455,0,0,0,25.901,12.9,0,0,51.282,16.798,0,25.718,25.411,0,0,0,12.073,17.528,0,0,0,38.947,0,0,0,0,5.2,0,23.7,6.3,46.327,0,8.5,0.183,338.881,18/7/2012
4,4,0,0,0,0,0,8.907,30.307,0,0,0,23.301,13.8,0,0,51.578,16.65,0,25.718,25.662,0,0,0,14.766,15.559,0,0,0,38.598,0,0,0,0,5.2,0,23.7,6.23,46.327,-5.005,6,-0.201,345.509,18/7/2012
5,5,0,0,0,0,0,8.819,29.983,0,0,0,23.301,14,0,14.59,51.43,16.724,0,25.718,25.495,0,0,0,17.965,17.227,0,0,0,38.097,0,0,0,0,5.2,0,23.4,6.23,44.443,-19.166,10.1,3.497,368.191,18/7/2012
6,6,0,0,0,0,0,8.775,29.954,0,0,0,18.701,14.2,0,22.388,51.726,16.872,0,25.912,25.801,0,0,0,15.504,17.145,0,0,0,39.117,0,0,0,0,5.2,0,23.7,6.15,46.124,-2.319,7.8,4.596,357.192,18/7/2012
7,7,0,0,0,0,0,8.863,30.072,0,0,0,33.701,19.201,0,39.754,51.504,16.798,0,25.801,25.996,0,0,0,12.373,10.801,0,0,0,38.527,0,0,0,0,5.2,0,23.6,6.15,46.124,-22.95,17.301,5.383,394.731,18/7/2012
8,8,0,0,0,0,0,8.826,29.836,0.822,36.851,0,21.301,13.6,0,43.063,51.208,16.354,0,25.801,25.718,0,0,0,23.051,23.202,0,0,0,37.778,0,0,0,0,5.2,0,24,6.07,48.027,-29.176,12.3,6.995,450.589,18/7/2012
9,9,17.592,4.46,0,0,0,8.738,28.54,20.4,36.405,0,16.601,13,0,49.997,51.208,16.724,0,25.495,25.523,0,0,0,21.042,19.087,21.342,21.725,0,38.978,0,0,0,5.2,5.2,0,24,5.78,43.858,8.179,-1.6,0,514.516,18/7/2012
10,10,18.249,18.55,0,0,0,8.606,28.599,20.577,36.795,0,28.801,16.001,0,49.813,51.726,15.836,0,25.606,25.272,0,0,0,21.465,22.764,15.204,15.764,0,39.287,0,0,0,5.2,5.2,0,24.3,5.59,44.095,18.799,-6.1,-7.105,537.906,18/7/2012
11,11,18.529,18.6,16.59,0,0,8.701,27.008,20.4,36.378,0,30.701,17.101,0,50.015,50.32,15.54,0,25.578,25.495,0,0,0,12.579,22.942,14.78,15.422,0,37.587,0,0,0,5.2,5.2,0,24,5.36,44.095,-11.841,9.3,6.098,544.764,18/7/2012
12,12,18.306,18.5,16.688,0,0,8.46,26.978,20.352,36.405,0,28.001,17.201,0,50.117,51.282,15.54,0,25.578,25.773,0,0,0,16.735,18.266,16.188,16.516,0,38.817,0,0,0,5.2,5.2,0,0,5.51,43.864,10.865,-6.9,-12.305,533.977,18/7/2012
13,13,18.432,18.5,0,0,0,8.496,27.627,22.382,38.187,0,20.601,14.6,0,50.168,51.874,15.54,0,25.578,25.912,0,0,0,10.309,17.733,16.297,16.776,0,38.657,0,0,0,5.2,5.2,0,23,5.44,40.763,30.519,-17.601,-13.715,518.269,18/7/2012
14,14,16.933,18.5,0,0,0,7.134,26.301,21.834,36.071,0,21.901,14.2,0,46.44,50.616,15.318,0,25.634,25.912,0,0,0,15.409,17.022,15.163,15.764,0,38.418,0,0,0,5.2,5.2,0,23.3,5.6,40.763,0,1.1,-1.502,509.235,18/7/2012
15,15,16.905,18.65,0,0,0,7.149,26.831,20.642,36.684,0,22.301,12.7,0,46.553,52.244,15.762,0,26.441,25.718,0,0,0,8.217,8.832,15.518,16.133,0,39.167,0,0,0,5.2,5.2,0,23.7,6.38,40.763,3.418,-2.6,-2.014,499.086,18/7/2012
16,16,0,0,0,0,0,8.394,28.481,1.482,36.739,0,14.3,9.8,0,40.053,50.764,16.132,0,25.189,25.662,0,0,0,24.091,24.173,23.694,22.874,0,38.297,0,0,0,0,5.2,0,23.7,6.07,50.222,-3.174,-4.8,-0.806,484.097,18/7/2012
17,17,0,0,0,0,0,8.401,27.921,0,36.35,0,13.9,9.7,0,47.382,52.096,16.724,0,25.3,25.829,0,0,0,23.366,23.612,20.878,21.26,0,38.487,0,0,0,0,5.2,0,23.6,6.07,43.158,8.301,12.8,-2.6,450.733,18/7/2012
18,18,0,0,0,0,0,8.548,29.07,3.755,36.684,0,7.4,5.9,0,47.972,51.356,16.058,0,25.578,25.523,0,0,0,16.133,15.149,14.616,14.999,0,39.018,0,0,0,5.2,5.2,0,23.6,6.07,48.426,-27.955,11.3,14.594,448.316,18/7/2012
19,19,18.46,18.73,18.067,0,0,8.921,29.836,21.963,36.572,0,18.101,8.8,0,49.849,50.838,16.058,0,25.606,25.69,0,0,0,21.096,21.001,13.864,14.247,0,38.808,0,0,0,5.2,5.2,0,23.7,6.07,47.674,27.711,0.3,-3.717,520.057,18/7/2012
20,20,9.02,0,13.587,0,0,10.137,29.63,21.399,37.24,0,27.201,19.401,0,40.073,50.542,16.206,0,25.606,25.968,0,0,0,22.901,22.45,14.684,14.807,0,38.718,0,0,0,5.2,5.2,0,23.5,5.92,42.023,3.052,7.1,-2.216,513.477,18/7/2012
21,21,0,0,0,0,0,10.269,29.954,0,37.547,0,26.501,17.501,0,46.101,50.172,16.132,0,25.745,25.912,0,0,0,23.421,23.024,23.147,0,0,39.408,0,0,0,0,5.2,0,23.4,6.15,47.783,38.697,-8,-13.807,460.477,18/7/2012
22,22,0,0,0,0,0,10.027,29.482,0,37.157,0,20.601,15.501,0,27.856,50.32,16.28,0,25.773,26.079,0,0,0,17.432,16.667,13.659,0,0,39.357,0,0,0,0,5.2,0,23.4,6.15,42.141,-2.93,14.1,5.493,406.419,18/7/2012
23,23,0,0,0,0,0,10.093,29.777,0,19.233,0,25.301,15.601,0,0,50.986,16.28,0,26.219,25.384,0,0,0,16.639,22.573,15.532,0,0,38.527,0,0,0,0,5.2,0,23.32,6.15,43.82,-2.319,13.6,1.794,377.56,18/7/2012
0,0,0,0,0,0,0,10.379,30.396,0,0,0,35.501,17.501,0,0,51.356,16.28,0,25.857,25.384,0,0,0,13.987,17.733,0,0,0,38.737,0,0,0,0,5.2,0,23,6,38.462,0,15.2,2.087,355.452,19/7/2012
1,1,0,0,0,0,0,10.166,0,0,0,0,34.601,19.501,0,0,51.43,16.354,0,25.857,25.69,0,0,0,19.059,24.501,0,0,0,39.037,0,0,0,0,5.2,0,23,6,47.067,0,13.9,0,338.647,19/7/2012
2,2,0,0,0,0,0,10.225,0,0,0,0,8.8,7.5,0,0,51.06,16.354,0,25.885,25.356,0,0,0,23.776,24.091,24.761,0,0,39.198,0,0,0,0,5.2,0,23,6,50.827,0,2,0.989,339.373,19/7/2012
3,3,0,0,0,0,0,10.188,30.337,0,0,0,30.501,17.201,0,0,49.802,0,0,25.885,25.551,0,0,0,13.057,11.375,0,0,0,38.057,0,0,0,0,5.2,0,23,6,45.211,0,9.5,0,327.009,19/7/2012
4,4,0,0,0,0,0,10.122,30.013,0,0,0,36.401,18.601,0,0,50.024,0,0,25.885,25.578,0,0,0,9.01,10.487,0,0,0,38.508,0,0,0,0,5.2,0,23,6,38.9,0,16.201,1.483,329.943,19/7/2012
5,5,0,0,0,0,0,10.152,30.278,0,0,0,37.301,19.201,0,0,49.58,0,0,25.885,25.523,0,0,0,16.803,22.45,0,0,0,38.198,0,0,0,0,5.2,0,23,6,33.54,0,19.101,3.186,340.378,19/7/2012
6,6,0,0,0,0,0,10.1,7.359,0,0,0,16.601,13.8,0,0,50.69,0,0,25.133,25.411,0,0,0,23.968,24.651,0,0,0,38.137,0,0,0,0,5.2,0,23,6,40.494,0,4.5,0,310.598,19/7/2012
7,7,0,0,0,0,0,10.181,0,0,0,0,34.101,17.101,0,0,51.06,0,0,25.133,25.551,0,0,0,22.341,21.137,16.598,0,0,39.058,0,0,0,0,5.2,0,23,6,40.494,0,8.6,0,331.101,19/7/2012
8,8,0,0,0,0,0,9.903,30.072,0,0,0,29.601,13.7,0,21.67,50.394,0,0,25.411,25.467,0,0,0,22.067,21.301,14.834,0,0,39.247,0,0,0,0,5.2,0,23,6,38.998,7.813,10.1,0,365.069,19/7/2012
9,9,0,0,0,0,0,9.998,27.685,0,0,0,34.801,20.501,0,21.623,49.876,0,0,25.411,25.745,0,0,0,21.889,22.874,14.848,0,0,38.177,0,0,0,0,5.2,0,23,6,38.887,0,14.5,3.186,374.812,19/7/2012
10,10,0,0,0,0,0,10.284,30.013,0,0,0,38.901,18.001,0,21.588,50.764,0,0,25.3,25.857,0,0,0,23.079,23.489,15.764,0,0,38.317,0,0,0,0,5.2,0,23,6,45.764,35.279,0,0,378.953,19/7/2012
11,11,0,0,0,0,0,9.654,28.805,0,0,0,32.601,17.601,0,21.677,50.394,0,0,25.662,25.606,0,0,0,20.891,19.456,18.061,17.856,0,38.808,0,0,0,0,5.2,0,23,6,48.801,22.584,1.2,0,392.606,19/7/2012
