,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,GSR,HPA1,HPA2,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN3,PEN4,PHL1,PHL2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
0,00,27.307,0,0,0,0,0,11.697,31.928,0,32.564,0,0,5.2,3.2,17.963,44.95,50.124,15.844,16.011,25.578,25.662,0,0,6.643,13.118,0,0,7.328,0,0,26.628,26.458,3.471,0,0,0,0,0,0,18.5,0,5.45,46.577,37.965,30.863,-16.5,-22.816,432.69,1/9/2015
1,01,9.956,0,0,0,0,0,11.939,32.399,0,0,0,0,8.4,5.1,15.126,44.863,49.991,15.914,11.282,25.551,25.523,0,0,0,13.657,0,0,15.245,0,0,26.069,26.109,8.79,0,0,0,0,4.9,4.9,18.4,0,5.5,47.963,27.1,22.147,-23.101,-18.201,419.63,1/9/2015
2,02,15.024,0,0,0,0,0,11.858,32.163,0,0,0,0,11.4,6.6,13.235,44.913,47.475,14.843,14.768,25.634,25.745,0,0,0,13.634,0,0,7.492,0,0,25.698,25.939,3.565,0,0,0,0,0,0,18.6,0,5.6,47.297,31.495,23.402,-29.201,-28.913,414.7,1/9/2015
3,03,11.379,0,0,0,0,0,11.836,30.926,0,0,0,0,9.9,5,7.457,44.957,50.323,16.186,9.65,25.69,25.829,0,0,0,14.016,0,0,15.258,0,0,25.939,25.568,3.565,0,0,0,0,0,0,18.5,0,5.77,50.92,39.064,30.442,-41.801,-30.415,411.42,1/9/2015
4,04,10.98,0,0,0,0,0,11.836,32.31,0,0,0,0,14.7,5.9,5.881,45.324,52.414,16.958,14.261,25.745,25.718,0,0,0,13.859,0,0,12.743,0,0,26.158,26.028,3.571,0,0,0,0,0,0,18.6,0,5.85,47.296,28.809,21.461,-28.801,-26.514,421.18,1/9/2015
5,05,13.639,0,0,0,0,0,11.924,32.281,0,0,0,0,7.6,3.5,6.249,45.229,50.526,15.945,11.217,25.606,25.551,0,0,0,13.904,0,0,20.262,0,0,25.738,25.648,8.721,0,0,0,0,4.9,4.9,18.8,0,5.85,50.928,22.706,13.724,-29.701,-22.907,445.11,1/9/2015
6,06,10.335,0,0,0,0,0,12.005,32.34,0,33.427,0,0,6,4.6,8.98,45.524,50.574,15.748,20.592,25.801,25.857,0,0,0,14.173,0,0,8.805,0,0,24.878,24.978,4.186,0,0,0,0,4.9,4.9,18.6,0,5.85,50.852,26.246,19.712,-24.001,-14.704,446.66,1/9/2015
7,07,17.534,0,0,0,0,0,11.975,32.104,21.947,33.427,0,0,15.1,7.3,11.186,43.283,48.515,15.354,27.96,31.674,25.411,0,0,0,13.836,0,0,7.67,0,0,26.188,25.868,3.536,0,0,0,0,4.9,4.9,18.8,0,5.53,47.272,26.612,25.416,-1.3,-10.602,461.15,1/9/2015
8,08,18.567,0,0,16.773,0,0,11.946,31.309,21.27,32.926,0,0,9.6,5.5,14.705,43.182,49.01,15.663,21.532,46.676,25.745,0,0,0,13.522,0,0,24.542,0,0,25.738,25.918,5.53,0,0,0,0,4.9,4.9,18.5,0,5.5,49.381,14.893,17.917,-4.6,-6.61,521.25,1/9/2015
9,09,24.433,15.308,18.665,16.688,0,0,10.371,30.484,21.093,33.038,0,0,12.6,10.2,18.068,42.078,47.542,14.653,27.775,47.789,25.773,0,0,6.62,12.826,0,0,7.793,0,0,25.809,25.639,3.587,0,0,0,0,4.9,4.9,20.5,0,5.3,49.457,23.316,33.399,-18.501,-26.203,571.88,1/9/2015
