,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,GSR,HPA1,HPA2,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
18,18,0,0,0,0,0,9.646,30.838,20.497,39.384,0,0,5.9,3.6,7.509,38.92,47.5,16,16.88,25.551,0,0,5.073,5.135,0,0,23.68,24.35,24.364,24.132,24.568,24.488,0,0,0,0,0,0,22,5,40.465,-18.921,0,13.3,10.199,513.098,4/9/2013
19,19,18.039,18.677,18.104,16.871,15.918,9.588,31.162,20.336,37.714,0,0,3.5,0,6.301,53.41,47.5,16,5.323,25.551,0,0,5.083,5.137,0,0,15.258,16.215,20.946,19.715,25.228,24.259,0,0,0,5.2,0,0,22,5,40.465,0,0,-5.7,3.388,561.358,4/9/2013
20,20,18.095,18.628,18.043,9.424,7.52,9.551,31.309,20.319,37.825,0,0,0,0.9,2.991,53.597,47.5,16,6.329,25.718,0,0,5.083,5.125,0,0,17.911,18.704,15.75,14.657,25.088,24.949,0,0,0,5.2,0,0,22,5,36.555,4.395,0,-2.9,4.688,520.898,4/9/2013
21,21,0,14.673,16.309,0,0,9.712,31.427,21.576,38.215,0,0,0,1.6,0.945,53.781,47.5,16,3.976,25.551,0,0,5.088,5.133,0,0,12.961,13.918,21.165,20.208,24.909,24.658,0,0,0,5.2,0,0,22,5,40.384,6.226,0,-6.9,5.695,484.8,4/9/2013
22,22,0,0,0,0,0,9.683,31.662,5.849,37.853,0,0,2.1,3.1,3.78,53.977,47.5,16,7.412,25.439,0,0,5.088,5.123,0,0,6.33,6.918,0,0,25.138,24.718,0,0,0,5.2,0,0,22,5,39.985,-4.761,0,-8.9,0,412.835,4/9/2013
23,23,0,0,0,0,0,9.646,31.721,8.266,38.02,0,0,8.7,5.7,7.194,0,47.118,0,16.684,25.384,0,0,5.071,5.127,0,0,6.863,7.52,0,0,25.068,24.828,0,0,0,0,0,0,22,0,34.062,-19.288,0,3.2,0,370.967,4/9/2013
0,00,0,0,0,0,0,9.427,30.543,0,36.739,0,0,4.7,0.5,8.98,0,47.272,0,16.639,25.384,0,0,5.068,5.133,0,0,20.057,21.014,0,0,25.068,24.848,0,0,0,0,0,0,24.6,5.91,40.062,-17.823,0,5.1,9.284,376.038,5/9/2013
1,01,0,0,0,0,0,9.91,32.782,0,38.66,0,0,0.2,0,7.562,0,47.5,8.334,9.222,25.634,0,0,5.053,5.133,0,0,15.272,16.051,0,16.024,25.159,25.339,0,0,0,0,0,0,24.7,5.99,32.003,5.249,0,-4.7,0,349.979,5/9/2013
2,02,0,0,0,0,0,9.514,31.898,0,37.658,0,0,0.4,0,4.673,0,47.5,6.642,3.082,25.829,0,0,5.1,5.108,0,0,16.461,17.487,0,15.012,24.838,25.558,0,0,0,0,0,0,24.5,5.83,33.872,4.517,0,-9.7,0.787,348.581,5/9/2013
3,03,0,0,0,0,0,9.676,32.104,0,4.982,0,0,17.301,11.3,6.984,0,47.5,9.719,23.86,25.718,0,0,5.069,5.121,0,0,8.463,9.16,0,15.641,25.168,25.278,0,0,0,0,0,0,24,5.9,33.966,8.179,0,6,-4.816,337.547,5/9/2013
4,04,0,0,0,0,0,9.815,32.576,0,0,0,0,20.301,13.8,4.989,0,47.5,17.409,20.641,25.773,0,0,5.085,5.128,0,0,9.037,0,0,15.204,25.168,25.209,0,0,0,0,0,0,24.5,5.91,31.132,2.93,0,0,-12.012,352.745,5/9/2013
5,05,0,0,0,0,0,9.661,32.193,0,39.05,0,0,5.2,4.4,0,0,47.5,16.845,7.864,25.801,0,0,5.071,5.103,0,0,9.475,10.391,20.508,19.565,24.899,25.058,0,0,0,0,0,0,24.5,5.76,33.547,4.151,0,-2.8,2.893,374.3,5/9/2013
6,06,0,0,0,0,0,9.807,32.369,0,38.549,0,0,8,5.7,2.888,0,47.5,16.896,10.396,25.718,0,0,5.031,5.111,0,0,15.477,16.721,15.395,14.862,24.968,25.108,0,0,0,0,0,0,24.7,5.91,30.246,6.226,0,-1.4,-1.209,377.735,5/9/2013
7,07,0,0,0,0,0,9.961,32.752,0,38.159,0,0,31.601,10.7,5.041,0,47.5,10.59,23.365,25.606,0,0,5.075,5.118,0,0,11.539,12.127,0,15.887,24.808,25.198,0,0,0,0,0,0,24.6,5.67,30.166,2.686,0,6.7,-7.91,397.677,5/9/2013
8,08,0,0,0,0,0,6.958,31.692,18.724,35.904,0,0,13.5,3.2,8.508,28.175,47.5,8.078,18.346,25.551,0,0,0,6.66,0,0,7.561,8.477,16.202,15.545,25.039,25.159,0,0,0,5.2,0,0,24.6,5.67,40.565,-4.028,0,5,-.916,437.964,5/9/2013
9,09,0,1.599,1.147,0,0,7.031,31.456,17.838,37.992,0,0,9.7,7.3,5.934,48.858,47.5,16.845,12.901,25.328,0,0,0,6.646,0,0,23.735,24.432,24.473,24.569,24.718,25.159,0,0,0,5.2,0,0,24.6,5.5,40.415,9.278,0,-6.9,-6.006,504.504,5/9/2013
10,10,0,18.641,17.286,0,0,7.954,32.87,19.24,38.437,0,0,16.201,9.1,10.504,49.7,47.5,17.307,19.234,24.994,0,0,0,6.645,0,0,19.319,20.167,15.778,16.079,24.438,25.339,0,0,0,5.2,0,0,24.4,5.44,32.979,15.748,8.826,-9.1,-15.107,524.385,5/9/2013
11,11,18.432,18.677,16.81,0,0,8.394,32.222,19.127,36.906,0,0,15.1,8.9,6.722,49.639,47.5,15.051,22.736,25.161,0,0,0,6.657,0,0,19.647,20.454,21.657,22.012,24.779,25.178,0,0,0,5.2,0,0,24.4,5.36,30.173,5.493,0,1.9,-7.105,546.606,5/9/2013
12,12,17.073,18.482,16.602,3.613,0,8.196,30.955,18.918,36.712,0,10.055,4.2,3.2,3.833,50.809,47.5,16,9.779,25.384,0,0,0,6.65,0,0,22.204,22.956,21.452,21.315,24.698,25.128,0,0,0,5.2,0,0,24.5,5.23,36.416,3.906,0,0,3.095,538.282,5/9/2013
13,13,16.933,18.604,16.639,16.846,0,8.313,30.867,18.95,36.155,0,0,2.5,1.9,5.199,52.982,47.5,16.281,7.146,25.161,0,0,0,6.633,0,0,22.71,23.762,15.545,16.065,24.628,25.168,0,0,0,5.2,0,0,24.5,5.2,37.011,5.249,0,-6.4,0,534.31,5/9/2013
14,14,17.927,18.458,16.456,16.919,15.527,8.196,30.278,18.966,36.405,0,0,0.6,0.7,1.838,53.402,47.5,15.102,1.586,25.3,0,0,0,6.672,0,0,23.885,24.583,22.71,21.725,24.588,25.379,0,0,0,5.2,0,0,24.6,5.2,39.936,7.08,0,-7.4,2.49,547.468,5/9/2013
15,15,17.941,18.336,16.37,16.785,15.918,7.962,29.954,18.789,37.908,0,0,1,1.2,1.838,52.437,47.5,14.589,2.949,25.411,0,0,0,6.667,0,0,23.872,24.596,22.505,21.534,24.788,25.348,0,0,0,5.2,0,0,24.4,5.13,39.57,0,0,5.1,13.788,544.582,5/9/2013
16,16,18.068,18.421,16.297,16.846,15.82,8.101,30.189,18.982,37.908,0,0,0.2,0,0,52.464,47.5,14.641,0,25.161,0,0,0,6.64,0,0,23.79,24.432,20.631,19.784,24.448,24.819,0,0,0,5.2,0,0,24.7,5.28,40.364,7.813,0,0.4,8.094,524.379,5/9/2013
17,17,18.068,18.567,17.725,16.895,15.918,8.174,30.602,19.095,39.495,0,0,0,0,0,52.613,47.5,14.999,0,25.077,0,0,0,6.628,0,0,20.126,20.973,0,0,24.689,25.008,0,0,0,5.2,0,0,24.5,5.28,40.051,6.348,0,-4.1,4.285,490.65,5/9/2013
18,18,18.11,18.58,18.043,0,0,8.423,31.103,19.24,39.467,0,0,0,0,0,52.487,47.5,15.358,0,25.3,0,0,0,6.638,0,0,23.735,24.542,0,2.106,24.599,24.909,0,0,0,5.2,0,0,24.2,5.5,40.051,-13.55,0,-5.5,6.684,507.141,5/9/2013
19,19,18.068,18.409,18.189,17.542,16.504,8.386,31.869,19.063,39.885,10.122,0,1.8,1.7,2.783,52.549,47.5,15.256,3.997,46.425,0,0,0,6.633,0,0,23.995,24.432,18.581,17.555,24.268,24.878,0,0,0,5.2,0,0,24.4,5.66,40.051,8.301,0,-4.3,1.282,580.417,5/9/2013
20,20,17.367,18.336,17.969,17.139,15.723,8.386,31.839,19.578,39.05,0,0,0,0.2,0,53.409,47.5,16.281,0,47.539,0,0,0,6.64,0,0,21.507,22.026,15.723,14.479,24.398,24.748,0,0,0,5.2,0,0,24.1,5.76,40.051,9.766,0,-4,3.79,545.392,5/9/2013
21,21,16.625,18.311,17.92,16.858,15.625,8.357,31.78,19.997,38.994,0,0,0,0,0,53.748,47.5,16.743,0,25.467,0,0,0,6.653,0,0,20.399,21.288,0,0,24.618,24.739,0,0,0,5.2,0,0,23.8,6.15,40.445,1.343,0,-3.4,4.889,498.385,5/9/2013
22,22,13.572,18.372,17.969,0,0,8.379,31.898,20.142,39.662,0,0,2.2,0.1,0,53.772,47.5,16.486,0,25.606,0,0,0,6.68,0,0,6.535,7.26,0,0,24.609,25.119,0,0,0,5.2,0,0,24.3,6.2,40.445,2.075,0,2.9,11.097,433.103,5/9/2013
23,23,0,0,0,0,0,8.343,31.603,17.435,39.189,0,0,0,0,0,53.632,47.118,0,0,25.634,0,0,0,0,0,0,23.885,24.46,0,0,24.938,25.228,0,0,0,5.2,0,0,24.3,0,30.367,0,0,-10.9,1.685,397.212,5/9/2013
0,00,0,0,0,0,0,8.518,32.517,9.668,39.022,0,0,0,0,0,24.276,47.99,0,0,25.578,0,0,0,6.615,0,0,11.143,12.1,0,16.215,25.628,24.989,0,0,0,0,0,0,24,6.2,30.367,-8.789,0,-8.8,5.493,372.569,6/9/2013
1,01,0,0,0,0,0,8.533,32.399,0,39.244,0,0,0,0,0,26.425,47.5,11.718,0,25.467,0,0,0,6.618,0,0,6.863,7.711,0,0,25.348,24.488,0,0,0,0,0,0,24,6.24,30.116,-15.259,0,-7.3,5.182,361.883,6/9/2013
2,02,0,0,0,0,0,8.636,32.693,0,39.745,0,0,0,0,0,0,47.5,17.46,0,25.467,0,0,0,6.606,0,0,14.233,15.245,0,0,25.488,25.358,0,0,0,0,0,0,23.9,6.2,31.697,-11.841,0,-11.1,6.592,353.016,6/9/2013
3,03,0,0,0,0,0,8.496,32.428,0,39.3,0,0,0,0,0,0,47.5,16.794,0,25.384,0,0,0,6.623,0,0,11.266,12.401,0,0,25.159,24.488,0,0,0,0,0,0,24,6.2,30.143,-17.579,0,-6.2,8.789,347.645,6/9/2013
4,04,0,0,0,0,0,8.467,32.281,0,39.133,0,0,0,0,0,0,47.5,17.153,0,25.523,0,0,0,6.61,0,0,14.78,15.791,0,0,24.928,24.819,0,0,0,0,0,0,24,6.2,30.025,-17.945,0,-8.4,6.189,361.395,6/9/2013
5,05,0,0,0,0,0,8.643,32.87,0,39.439,0,0,0,0,0,0,47.5,17.871,0,25.411,0,0,0,6.601,0,0,11.922,12.961,0,24.569,24.928,24.729,0,0,0,0,0,0,24.1,6.2,35.231,-12.207,0,-8.5,0.897,381.22,6/9/2013
6,06,0,0,0,0,0,8.445,32.075,0,39.161,0,0,0,0,0,0,47.5,16.794,0,25.578,0,0,0,5.055,0,0,19.319,20.235,21.397,20.481,24.548,24.559,0,0,0,0,0,0,24.2,6.14,39.513,0,0,-5.3,5.786,382.562,6/9/2013
7,07,0,0,0,0,0,8.474,32.045,0,39.244,0,0,0,0,0,34.295,47.5,17.153,0,25.69,0,0,5.069,5.117,0,0,8.75,9.625,24.624,23.393,24.968,24.398,0,0,0,0,0,0,24.2,6,39.513,-2.075,0,-4.5,10.382,406.807,6/9/2013
8,08,0,0,0,0,0,8.54,30.867,5.608,38.242,0,0,0,0,0,43.024,47.5,18.845,0,25.662,0,0,5.066,5.12,0,0,23.749,24.364,24.569,23.147,25.088,24.328,0,0,0,5.2,0,0,24.3,5.92,39.513,-7.447,0,-1.3,12.598,462.7,6/9/2013
9,09,18.586,18.921,17.53,0,0,8.372,29.482,18.74,37.463,0,0,0,0,0,43.668,47.5,16.845,0,25.606,0,0,5.071,5.148,0,0,22.081,23.01,24.432,23.093,25.769,24.729,0,0,0,5.2,0,0,24.4,5.59,39.513,0,0,-4.1,12.195,512.853,6/9/2013
10,10,18.306,18.763,16.846,17.029,15.82,8.467,30.337,19.143,36.183,0,0,0,0,0,43.629,47.5,17.717,0,25.745,0,0,5.059,5.13,0,0,18.608,19.579,24.46,23.489,24.729,24.578,0,0,0,5.2,0,0,24,5.59,39.513,6.47,0,-9.5,2.582,535.868,6/9/2013
11,11,18.39,18.592,16.834,17.09,15.82,8.474,30.572,19.369,36.35,0,0,3.1,2,1.785,46.098,47.5,17.46,5.781,25.634,0,0,5.078,5.117,0,0,16.174,16.872,24.473,23.407,25.108,24.418,0,0,0,5.2,0,0,24.2,5.51,39.513,14.527,0,-11.1,-4.413,546.905,6/9/2013
12,12,18.095,18.445,16.529,17.054,15.82,8.445,31.81,19.192,37.825,0,0,0.4,0.4,0,47.144,47.5,17.563,2.524,25.384,0,0,5.046,5.127,0,0,18.977,19.907,20.686,20.003,25.088,24.658,0,0,0,5.2,0,0,24.2,5.28,39.513,0,0,-7,2.197,550.492,6/9/2013
13,13,18.095,18.226,16.602,16.919,15.723,8.416,31.456,19.175,37.992,0,0,0.2,0,0,47.407,47.5,17.512,1.282,25.356,0,0,5.073,5.13,0,0,16.352,17.542,20.495,20.112,24.698,23.818,0,0,0,5.2,0,0,24.2,5.3,39.478,0,0,-7.8,5.896,535.393,6/9/2013
14,14,18.081,18.311,16.553,16.895,15.918,8.306,31.044,19.288,37.38,0,0,0.2,0,0,47.195,47.5,16.845,0,25.439,0,0,5.055,5.121,0,0,6.85,7.78,0,14.247,24.949,23.888,0,0,0,5.2,0,0,24.2,0,39.409,0,0,-3.6,4.285,481.369,6/9/2013
15,15,18.165,18.506,18.25,16.81,15.82,8.255,29.63,18.837,37.574,0,0,0.2,0,0,47.273,47.5,17.05,0,25.467,0,0,5.069,5.132,0,0,20.413,21.438,16.188,15.559,24.859,23.838,0,0,0,5.2,0,0,24,5.44,40.384,0,0,0,-2.6,529.457,6/9/2013
16,16,0,18.714,18.238,17.31,1.66,8.43,31.633,19.32,38.549,0,0,1.9,2.6,6.091,53.543,47.5,17.922,4.963,25.411,0,0,5.065,5.138,0,0,15.135,16.256,16.311,16.133,24.838,23.898,0,0,0,5.2,0,0,23.8,5.44,40.568,10.01,0,0,-6.812,508.368,6/9/2013
17,17,0,0,18.226,2.271,0,8.423,30.808,19.03,38.242,0,0,3,2.3,10.24,52.717,47.5,17.614,7.893,25.439,0,0,5.081,5.125,0,0,20.878,21.712,15.75,15.354,25.048,24.138,0,0,0,5.2,0,0,24.2,5.67,35.67,10.865,0,0,-2.106,478.77,6/9/2013
18,18,0,0,18.03,2.661,0,8.343,30.838,18.74,39.022,0,0,0,0,1.312,52.554,47.5,16.845,3.007,26.079,0,0,5.076,5.113,0,0,23.694,24.296,21.862,14.67,24.878,25.068,0,0,0,5.2,0,0,24.2,5.07,39.509,-8.545,0,0,13.898,498.558,6/9/2013
19,19,0,18.494,18.079,18.482,15.82,8.548,31.839,19.111,39.328,0,0,0,0,0,52.679,47.5,17.102,1.96,47.427,0,0,5.069,5.113,0,0,18.458,19.442,20.262,19.538,25.138,24.769,0,0,0,5.2,0,0,24.5,6.3,39.498,2.564,0,0,-.311,552.411,6/9/2013
20,20,0,18.628,18.262,14.954,0,8.548,32.104,19.433,39.578,0,0,32.701,19.901,0,53.435,47.5,6.899,27.365,25.69,0,0,6.434,6.511,0,0,7.752,8.504,0,0,24.828,25.228,0,0,0,5.2,0,0,24.4,5.83,37.044,5.982,0,0,-6.006,516.753,6/9/2013
21,21,0,0,7.019,2.637,0,8.416,31.957,20.642,39.3,0,0,0,0,0,53.375,47.5,16.948,0,25.968,0,0,6.717,0.78,0,0,7.766,8.532,0,16.024,24.668,25.018,0,0,0,5.2,0,0,24.4,6.2,38.552,-15.625,0,0,12.397,445.151,6/9/2013
22,22,0,0,0,2.686,0,8.504,31.957,1.611,39.077,0,0,0,0,0,36.735,47.5,17.358,0,25.829,0,0,6.442,6.494,0,0,14.766,15.846,0,0,25.048,25.068,0,0,0,0,0,0,24,6,40.495,-10.01,0,0,5.182,395.882,6/9/2013
23,23,0,0,0,2.661,0,8.504,31.928,2.836,38.883,0,0,0,0,0,0,47.5,16.896,0,25.857,0,0,6.425,6.506,0,0,9.106,10.323,0,0,25.518,24.888,0,0,0,0,0,0,24.3,6.2,40.382,-17.823,0,0,2.783,369.867,6/9/2013
0,00,0,0,0,2.722,0,8.584,32.576,0,0,0,0,0,0,0,0,47.5,17.05,0,25.829,0,0,6.444,6.526,0,0,16.749,17.624,0,15.272,25.419,24.868,0,0,0,0,0,0,24.2,6.2,38.049,-9.766,0,0,-8.515,353.405,7/9/2013
1,01,0,0,0,2.71,0,8.606,32.31,0,0,0,0,0,0,0,0,47.5,18.332,0,25.801,0,0,6.457,6.516,0,0,17.692,18.717,0,0,25.428,25.029,0,0,0,0,0,0,24.2,6.2,37.938,-13.55,0,0,-1.904,341.387,7/9/2013
2,02,0,0,0,2.698,0,8.423,31.78,0,0,0,0,0,0,0,0,47.5,17.153,0,25.801,0,0,6.442,6.516,0,0,12.209,13.084,0,0,25.258,25.048,0,0,0,0,0,0,24.3,6.2,37.938,-14.405,0,0,0,325.774,7/9/2013
3,03,0,0,0,2.71,0,8.46,32.281,0,0,0,0,0,0.1,0,0,47.528,0,0.274,25.857,0,0,6.459,6.526,0,0,21.848,22.559,0,0,24.949,24.769,0,0,0,0,0,0,24.2,6.2,37.938,-24.903,0,0,14.686,330.783,7/9/2013
4,04,0,0,0,2.71,0,8.577,32.487,0,0,0,0,0,0,0,0,47.5,8.437,0,25.912,0,0,6.459,6.522,0,0,22.71,23.858,0,0,24.848,24.949,0,0,0,0,0,0,24.2,6.2,37.938,-16.602,0,0,3.589,339.815,7/9/2013
5,05,0,0,0,2.637,0,8.518,32.222,0,0,0,0,0,0,0,0,47.5,16.794,0,25.912,0,0,6.467,6.502,0,0,14.247,15.258,0,24.542,25.358,24.899,0,0,0,0,0,0,24.5,6.2,37.938,-12.085,0,0,-5.713,358.214,7/9/2013
6,06,0,0,0,2.71,0,8.526,32.252,0,0,0,0,0,0,0,2.271,47.5,16.076,0,25.94,0,0,6.449,6.539,0,0,8.395,9.311,0,24.542,25.018,24.739,0,0,0,0,0,0,24.2,6.3,37.938,-19.776,0,0,6.299,349.723,7/9/2013
7,07,0,0,0,2.71,0,8.372,31.427,0,0,0,0,0,0,0,0,47.5,15.615,0,25.885,0,0,6.489,6.507,0,0,19.893,21.11,0,23.927,25.178,24.718,0,0,0,0,0,0,24.2,6.2,37.938,-28.199,0,0,18.787,372.66,7/9/2013
8,08,0,0,0,2.722,0,8.482,31.869,0,6.346,0,0,0,0,0,0,47.5,17.666,0,25.996,0,0,6.43,6.539,0,0,23.913,24.514,23.147,23.01,24.938,24.878,0,0,0,0,0,0,24.3,6.07,37.938,0,0,0,-9.302,398.989,7/9/2013
9,09,0,0,0,2.71,0,8.621,32.252,0,39.857,0,0,0,0,0,0,47.5,17.307,0,25.801,0,0,6.457,6.532,0,0,23.216,24.036,24.446,24.35,24.918,24.848,0,0,0,0,0,0,24.1,5.76,37.938,0,0,-6,4.193,436.689,7/9/2013
10,10,0,0,0,2.698,0,8.365,31.633,0,39.467,0,0,0,0,0,18.062,47.5,16.486,0,25.801,0,0,6.457,6.502,0,0,21.014,21.848,24.692,24.323,25.198,24.838,0,0,0,0,0,0,24.2,5.99,37.938,0,0,-.3,4.798,449.522,7/9/2013
11,11,0,0,0,2.661,0,8.306,31.279,0,39.328,0,0,0,0,0,22.372,47.5,16.743,0,25.801,0,0,6.444,6.516,0,0,23.106,23.968,24.542,24.323,25.119,24.928,0,0,0,0,0,0,24.3,5.67,38.052,0,0,-.8,1.794,462.235,7/9/2013
12,12,0,0,0,2.673,0,8.299,31.456,0,37.686,0,0,0,0,0,38.392,47.5,16.23,0,25.745,0,0,6.44,6.502,0,0,15.559,16.557,24.761,24.46,25.079,25.209,0,0,0,0,0,0,24.1,5.51,38.052,0,0,-.2,14.686,456.775,7/9/2013
13,13,0,0,0,2.722,0,8.291,31.78,0,37.658,0,0,0,0,0,22.062,47.5,17.255,0,25.662,0,0,6.437,6.512,0,0,9.776,10.692,24.569,24.432,24.788,24.668,0,0,0,0,0,0,24.2,5.36,38.052,0,0,-.5,1.392,432.468,7/9/2013
14,14,0,0,0,2.71,0,8.526,32.045,0,38.938,0,0,0,0,0,22.496,47.5,16.999,0,25.718,0,0,6.44,6.527,0,0,7.93,8.955,24.651,24.186,24.718,24.599,0,0,0,0,0,0,24,5.36,38.908,0,0,0,-7.91,419.917,7/9/2013
15,15,0,0,0,2.686,0,8.269,31.191,0,37.714,0,0,0,0,0,0,47.5,16.691,0,25.718,0,0,6.434,6.504,0,0,17.227,18.239,24.651,24.46,24.378,24.618,0,0,0,0,0,0,24.2,5.36,39.049,-18.555,0,0,14.283,419.777,7/9/2013
16,16,0,0,0,2.661,0,8.211,29.482,0,37.797,0,0,0,0,0,0,47.5,16.64,0,25.745,0,0,6.442,6.516,0,0,22.983,23.858,24.788,24.46,24.378,24.788,0,0,0,0,0,0,24.2,5.59,40.932,-10.01,0,0,12.195,413.427,7/9/2013
17,17,0,0,0,2.637,0,8.262,30.16,0,37.936,0,0,0,0,0,0,47.5,17.05,2.995,25.662,0,0,6.47,6.529,0,0,21.247,22.026,24.282,24.241,23.978,24.779,0,0,0,0,0,0,24.2,5.59,30.132,-7.202,0,2.7,6.793,396.963,7/9/2013
18,18,0,0,0,2.661,0,9.683,31.928,3.464,39.523,0,0,0,0,0,47.105,47.5,16.743,0,25.801,0,0,6.454,6.49,0,0,23.434,24.337,24.501,24.555,24.398,24.828,0,0,0,5.2,0,0,24.2,5.76,41.664,-3.784,0,-1.3,9.082,468.985,7/9/2013
19,19,18.278,18.519,17.982,5.152,0,8.401,31.692,19.127,39.161,0,0,0,0,0,52.337,47.5,16.127,0,25.773,0,0,6.462,6.529,0,0,18.84,19.88,24.542,24.268,24.498,24.958,0,0,0,5.2,0,0,24.3,5.84,32.909,13.672,0,-6.8,3.296,508.107,7/9/2013
20,20,0,0,14.283,2.673,0,8.255,31.309,18.773,39.105,0,0,0,0,0,51.754,47.5,16.743,0,25.857,0,0,6.613,6.66,0,0,16.954,18.116,24.61,24.364,25.509,24.878,0,0,0,5.2,0,0,24,6,47.78,1.465,0,-2.9,9.595,490.147,7/9/2013
21,21,0,0,0,2.722,0,8.577,31.928,18.45,37.129,0,0,0,0,0,51.954,47.5,16.333,0,25.94,0,0,6.621,6.685,0,0,12.975,13.85,24.569,24.405,25.198,25.148,0,0,0,5.2,0,0,24.2,5.91,44.183,2.441,0,-9.3,5.292,467.92,7/9/2013
22,22,0,0,0,2.649,0,8.555,32.34,2.852,0,0,0,0,0,0,51.943,47.5,17.563,0,25.912,0,0,6.6,6.683,0,0,12.141,13.043,24.596,24.405,25.448,24.949,0,0,0,0,0,0,24.2,6.3,39.643,2.319,0,-13.7,-1.502,417.255,7/9/2013
23,23,0,0,0,2.759,0,8.518,32.193,2.82,0,0,0,0,0,0,15.43,47.836,0,0,25.857,0,0,6.6,6.675,0,0,8.422,9.283,24.596,24.405,25.039,25.068,0,0,0,0,0,0,24,6.2,40.863,-19.654,0,-2.9,6.592,379.824,7/9/2013
0,00,0,0,0,2.722,0,8.35,31.81,0,0,0,0,0,0,0,0,47.99,0,0,25.885,0,0,6.642,6.677,0,0,7.451,8.203,24.596,24.405,25.119,24.748,0,0,0,0,0,0,24.1,6.15,32.135,-14.649,0,-6.2,2.087,347.251,8/9/2013
1,01,0,0,0,2.661,0,8.269,0.33,0,0,0,0,0,0,0,0,46.913,0,0,25.857,0,0,6.633,6.675,0,0,18.772,19.538,24.596,24.405,0,34.907,0,0,0,0,0,0,24.8,6.07,39.29,-19.898,0,-1.6,6.592,330.715,8/9/2013
2,02,0,0,0,2.698,0,8.372,0.33,0,0,0,0,0,0,0,0,47.631,0,0,25.857,0,0,6.594,6.695,0,0,14.971,16.202,24.596,24.405,0,34.527,0,0,0,0,0,0,24.2,6.07,39.953,-17.579,0,-5.2,3.589,325.336,8/9/2013
3,03,0,0,0,2.661,0,8.335,0.33,0,0,0,0,0,0.3,0,0,47.631,0,0.528,26.024,0,0,6.625,6.698,0,0,11.594,12.702,24.596,24.405,0,35.077,0,0,0,0,0,0,24,6.22,39.887,-18.921,0,-2.2,5.383,316.981,8/9/2013
4,04,0,0,0,2.661,0,8.328,0.33,0,0,0,0,0,0,0,0,47.682,0,0,25.94,0,0,6.566,6.658,0,0,9.762,10.719,24.596,24.405,0,35.257,0,0,0,0,0,0,23.8,6.22,40.174,-17.945,0,-1.9,6.684,310.009,8/9/2013
5,05,0,0,0,2.722,0,8.46,0.33,0,0,0,0,0,0,0,0,47.938,0,0,25.996,0,0,6.596,6.678,0,0,10.432,11.375,24.596,24.405,20.158,19.929,0,0,0,0,0,0,24.3,6.22,39.931,-14.649,0,-7.9,1.685,319.8,8/9/2013
6,06,0,0,0,2.71,0,8.555,0.33,0,0,0,0,0,0,0,0,41.53,0,0,25.801,0,0,6.626,6.678,0,0,7.315,0,24.596,24.405,25.308,24.868,0,0,0,0,0,0,24.5,6.15,30.744,-19.654,0,-.8,8.185,299.696,8/9/2013
7,07,0,0,0,2.686,0,8.504,0.33,0,0,0,0,0,0,0,0,40.812,0,0,26.024,0,0,6.593,6.652,0,0,24.555,0,24.583,24.405,25.708,25.148,0,0,0,0,0,0,23.8,6,40.304,-7.813,0,-9.1,0.385,318.416,8/9/2013
8,08,0,0,0,2.71,0,8.394,29.041,0,0,0,0,0,0,0,0,47.528,0,0,25.996,0,0,6.605,6.662,0,0,19.36,19.756,24.583,24.405,25.119,25.238,0,0,0,0,0,0,24.2,5.91,40.029,4.639,0,-4.8,3.992,337.711,8/9/2013
9,09,0,0,0,1.282,0,8.357,29.777,0,0,0,0,0,0,0,4.663,47.016,0,0,26.024,0,0,6.596,6.66,0,0,18.28,19.264,24.596,24.145,25.119,23.869,0,0,0,0,0,0,24.2,5.83,39.931,2.93,0,-1.8,5.383,336.329,8/9/2013
10,10,0,0,0,0,0,8.394,29.011,0,0,0,0,0,0,0,16.456,47.477,0,0,25.885,0,0,6.591,6.688,0,0,19.606,20.59,24.323,23.885,25.068,24.938,0,0,0,0,0,0,24.2,5.6,39.931,4.761,0,-5.2,2.582,350.556,8/9/2013
11,11,0,0,0,0,0,8.284,28.392,0,33.873,0,0,0,0,0,26.441,47.016,0,0,25.829,0,0,6.744,6.854,0,0,15.833,16.954,24.323,24.159,2.639,34.307,0,0,0,0,0,0,24.2,5.59,37.146,0,0,2.3,10.199,365.433,8/9/2013
12,12,0,0,0,0,0,8.233,29.63,0,39.272,0,0,0,0,0,0,46.708,0,1.908,25.69,0,0,6.715,6.799,0,0,17.077,18.813,24.501,24.173,0,34.5,0,0,0,0,0,0,24.2,5.44,30.172,-14.893,0,-.6,7.288,372.004,8/9/2013
13,13,0,0,0,0,0,8.438,30.513,0,17.423,0,0,1.5,1.1,3.727,0,47.682,0,4.992,25.634,0,0,6.752,6.818,0,0,14.11,15.204,24.446,24.104,0,34.3,0,0,0,0,0,0,24.2,5.36,30.172,-16.602,0,-2.8,1.282,367.365,8/9/2013
