,ABR,AMY-L9030,AMY1,AMY2,CEN,Date,Demanda,EEC,EEC20,EOL,GSR,HORA,HPA1,HPA2,LNI-L9040,MTR,NSL,PBP,PCA1,PCA2,PCF1,PCF2,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PEN3,PEN4,PHC1,PHC2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,PNI1,PNI2,SND-L9090,TCPI-L9150,TPC
19,,-4.7,5.5,3.5,53.405,19/11/2013,579.485,51.652,17.094,4.759,0,19,0,6.613,10.743,27.515,24.552,6.144,20.823,21.616,15.409,15.272,18.306,16.834,18.177,9.522,0,10.174,32.605,20.787,38.966,18.889,25.658,0,0,0,0,0,5.2,5.2,0,11.9,5.04,25.829,0,-4.926,-5.017,38.644
20,,4.4,10.1,8.7,53.014,19/11/2013,559.066,51.282,16.946,14.861,0,20,0,6.583,0,28.459,21.252,6.458,23.27,24.077,15.094,15.094,0,0,15.052,0,0,10.078,32.693,20.287,39.05,19.288,26.248,0,0,0,0,0,5.2,5.2,0,11.8,5.13,25.773,0,-10.858,-1.41,40.209
21,,-8.7,7.8,7.4,36.898,19/11/2013,511.172,51.8,17.168,20.638,0,21,0,6.593,17.212,28.886,18.744,7.351,24.296,25.048,20.413,19.538,0,0,0,0,0,10.122,32.576,2.739,39.189,18.679,26.868,0,0,0,0,0,0,5.2,0,12,5.13,25.745,0,0,-11.115,37.748
22,,-4,6.7,5.4,18.617,19/11/2013,447.023,51.948,17.168,15.502,0,22,0,6.581,15.625,28.212,20.46,9.085,24.405,24.856,16.379,15.272,0,0,0,0,0,10.071,32.428,0,0,18.858,26.778,0,0,0,0,0,0,5.2,0,11.9,4.97,25.745,0,-3.104,-11.518,47.491
23,,2.4,5.5,3.4,0,19/11/2013,394.381,51.652,16.946,11.343,0,23,0,6.574,11.841,30.638,22.308,8.14,23.339,24.022,16.94,15.969,0,0,0,0,0,10.181,32.635,0,0,18.998,26.918,0,0,0,0,0,0,0,0,11.9,4.9,25.662,0,-7.865,-2.6,30.192
0,,0,5.1,4.3,0,20/11/2013,373.503,45.14,13.394,13.826,0,00,0,6.6,-2.808,32.6,17.5,8.613,22.067,22.942,0,15.491,0,0,0,0,0,10.159,0,0,0,18.969,26.799,0,0,0,0,0,0,0,0,12.1,5,25.829,0,-19.758,-5.713,38.795
1,,6.7,5.1,4,0,20/11/2013,354.558,44.696,14.208,14.833,0,01,0,6.581,-14.893,30,19.7,8.98,24.214,24.938,0,0,0,0,0,0,0,0,0,0,0,19.028,26.788,0,0,0,0,0,0,0,0,12.3,4.9,25.523,0,-25.663,-.311,34.602
2,,-.3,8.7,7.1,0,20/11/2013,352.156,50.098,0,13.942,0,02,0,6.563,-7.447,30.6,16.9,10.398,21.206,22.122,0,0,0,0,0,0,0,0,0,0,0,19.699,26.948,0,0,0,0,0,0,0,0,11.8,5.05,25.439,0,-20.719,-8.606,38.519
3,,0.3,3.5,4.1,0,20/11/2013,348.377,51.578,17.02,10.598,0,03,0,6.593,-14.039,30.7,20.3,7.509,22.928,23.79,0,16.147,0,0,0,0,0,0,0,0,0,19.888,26.958,0,0,0,0,0,0,0,0,12.2,5.2,24.994,0,-29.518,-1.117,0
4,,1.8,4.3,4.2,0,20/11/2013,350.97,52.022,17.094,11.075,0,04,0,6.559,-13.794,32,18.4,6.616,23.995,24.706,0,24.583,0,0,0,0,0,0,0,0,0,19.888,26.988,0,0,0,0,0,0,0,0,12.2,5.3,25.328,0,-24.821,1.099,0
5,,1.4,4.7,4.2,1.318,20/11/2013,374.945,51.504,17.02,7.597,0,05,0,6.608,-2.197,31.5,19.5,1.575,21.083,21.917,15.764,0,0,0,0,0,0,7.757,3.853,0,0,19.588,26.588,0,0,0,0,0,0,0,0,11.8,5.2,25.495,0,-19.172,0,50.409
6,,-.2,2.2,1.5,8.14,20/11/2013,390.278,51.874,17.168,6.875,0,06,0,6.584,7.813,31.3,20.8,7.772,22.764,23.708,15.272,0,0,0,0,0,0,10.305,31.928,0,0,19.829,26.888,0,0,0,0,0,0,0,0,12.3,5.2,25.467,0,-7.508,4.193,46.702
7,,8.7,5,4.3,21.469,20/11/2013,398.139,51.43,16.872,7.82,0,07,0,6.613,1.465,32.8,16,5.145,21.753,22.477,15.614,0,0,0,0,0,0,10.049,31.309,0,0,19.749,26.518,0,0,0,0,0,0,5.2,0,11.8,5.2,25.718,0,-13.523,12.799,44.744
8,,4.3,10.9,4.4,48.818,20/11/2013,436.493,51.874,17.242,9.128,0,08,0,6.601,7.569,32.2,23.4,1.733,18.991,20.003,15.915,0,0,0,0,0,0,10.24,30.307,0,0,19.359,26.438,0,0,0,0,0,0,5.2,0,11.8,5.6,25.634,0,-7.874,-.916,43.789
9,,19.401,10.1,5.7,49.628,20/11/2013,489.359,51.356,16.576,14.441,0,09,0,6.598,-8.667,30.975,25.7,7.615,20.481,0,15.942,14.506,0,0,0,0,0,10.027,29.836,0,36.155,19.709,26.608,0,0,0,0,0,5.2,5.2,0,11.5,5,25.634,0,-25.379,10.199,40.401
10,,19.501,6.6,5.5,53.255,20/11/2013,516.538,52.836,17.242,11.632,0,10,0,6.613,-7.447,30,26.5,3.413,23.175,0,23.503,22.669,0,0,0,0,0,10.056,29.865,8.524,36.238,19.489,26.738,0,0,0,0,0,5.2,5.2,0,11.5,5,25.551,0,-21.955,9.998,50.336
11,,12.7,5.1,3.8,52.972,20/11/2013,541.312,51.948,17.094,8.348,0,11,0,6.59,-5.737,27,24.6,6.301,23.448,0,22.751,21.616,18.558,0,0,0,0,9.991,29.777,20.239,36.127,18.019,28.248,0,0,0,0,0,5.2,5.2,0,11.5,5,25.551,0,-24.097,9.082,48.282
12,,5.7,3,2.1,52.408,20/11/2013,533.373,52.17,0,6.7,0,12,0,6.601,0,32,24,2.048,23.516,0,21.233,21.219,17.479,16.98,16.724,0,0,10.086,29.571,20.368,36.127,19.168,26.958,0,0,0,0,0,5.2,5.2,0,11.4,4.7,25.217,0,-15.848,8.698,39.75
13,,1,1,0.9,51.626,20/11/2013,537.506,50.246,0,4.412,0,13,0,6.611,-3.296,31,25.2,2.257,23.161,0,18.95,18.977,18.222,16.895,16.871,0,0,9.991,29.217,20.98,36.795,19.239,26.868,0,0,0,0,0,5.2,5.2,0,11.4,4.6,25.356,0,-17.881,14.191,50.346
14,,20.801,0,0,51.35,20/11/2013,543.945,51.8,16.65,0,0,14,0,6.584,-14.161,32.5,24.2,0,23.516,0,21.671,20.331,18.319,16.883,16.858,0,0,10.086,29.394,20.577,36.155,19.028,26.628,0,0,0,0,0,5.2,5.2,0,11.8,4.8,25.411,0,-30.799,20.692,45.537
15,,1.4,0,0,48.328,20/11/2013,538.237,52.096,0,0,0,15,0,6.584,5.005,29.5,22.3,0.314,18.567,9.776,22.628,23.981,18.361,16.944,16.614,4.993,0,9.969,28.923,19.014,37.547,19.028,26.928,0,10.002,0,0,0,5.2,5.2,0,12,4.8,25.411,0,-7.617,6.299,48.316
16,,10.5,0,0,48.341,20/11/2013,533.104,53.058,5.994,0,0,16,0,6.615,-5.005,31.3,25.2,0,0,25.13,15.026,14.698,18.264,16.895,16.578,18.238,0,10.034,29.6,19.208,37.825,19.038,27.368,0,0,0,0,0,5.2,5.2,0,12,4.74,25.634,0,-21.699,18.183,43.899
17,,10.6,0,0.1,49.101,20/11/2013,505.311,51.726,16.724,4.781,0,17,0,6.64,-3.662,30.5,25.3,0,0,25.403,19.797,19.497,0,0,18.104,0,0,10.049,31.25,19.079,38.716,18.868,26.879,0,0,0,0,0,5.2,5.2,0,12,4.74,25.384,0,-21.497,17.89,43.604
18,,1,7.2,5.4,49.053,20/11/2013,589.239,51.504,16.724,14.415,0,18,0,6.584,19.288,29,26.1,0.525,24.405,24.843,20.221,19.907,18.656,17.078,18.592,18.421,0,10.005,31.751,19.046,39.495,18.899,27.058,0,0,0,0,0,5.2,5.2,0,12,4.74,25.495,0,0,-4.212,37.798
19,,-4.7,0.3,0.7,49.121,20/11/2013,578.998,51.43,16.946,7.558,0,19,0,6.588,17.823,31.5,25.74,0,24.405,24.952,20.085,19.524,18.348,17.066,18.323,18.336,0,10.188,32.428,19.272,38.938,18.849,27.218,0,0,0,0,0,5.2,5.2,0,11.9,4.88,25.467,0,0,-.806,40.893
20,,-.5,0.3,0.2,52.578,20/11/2013,556.483,51.43,16.798,0,0,20,0,6.6,2.197,31,25.1,0,23.38,24.364,15.764,14.493,17.788,0,18.128,11.377,0,10.152,32.34,20.255,39.467,18.719,27.058,0,0,0,0,0,5.2,5.2,0,12.6,5.04,25.634,0,-12.314,3.79,38.691
21,,-9,0,0,52.238,20/11/2013,509.096,51.726,17.02,0,0,21,0,6.593,10.132,32.3,23.2,0,23.639,24.446,19.551,19.702,0,0,0,0,0,10.166,32.811,12.472,39.328,19.499,27.088,0,0,0,0,0,5.2,5.2,0,12,4.97,25.94,0,-3.36,-4.102,37.677
22,,8.5,0,0,25.123,20/11/2013,437.937,51.504,16.798,0,0,22,0,6.586,0,30,22,0,24.514,24.405,19.88,18.649,0,0,0,0,0,10.02,32.428,0,20.791,19.409,26.868,0,0,0,0,0,0,5.2,0,12.2,5.05,25.829,0,-16.388,12.799,45.594
23,,-9.3,0,0,5.835,20/11/2013,385.954,52.17,17.094,0,0,23,0,6.598,-1.343,30.2,25.6,0,14.315,15.45,15.682,17.022,0,0,0,0,0,10.181,18.229,0,0,19.519,26.848,0,0,0,0,0,0,0,0,12.6,5.23,25.801,0,-16.599,-2.417,37.921
0,,-2.4,0,0,5.835,21/11/2013,364.765,51.578,16.872,0,0,00,0,6.559,-7.202,32.8,23.6,0,18.294,19.237,0,14.985,0,0,0,0,0,10.13,0,0,0,19.569,27.218,0,0,0,0,0,0,0,0,12,5.05,25.829,0,-24.491,2.399,43.515
1,,-4.2,0.6,0,5.811,21/11/2013,359.354,51.282,16.798,0,0,01,0,6.588,-12.085,31.2,20.5,0,23.175,24.186,0,0,0,0,0,0,0,10.166,0,0,0,19.598,27.148,0,0,0,0,0,0,0,0,12.2,5.05,25.885,0,-26.405,2.289,38.766
2,,-1,0.4,0.1,5.86,21/11/2013,350.774,51.43,16.724,1.123,0,02,0,6.558,-13.184,30,24.8,0.21,23.093,23.817,0,0,0,0,0,0,0,0,0,0,0,19.409,26.908,0,0,0,0,0,0,0,0,12,5.05,25.773,0,-27.961,3.589,38.963
3,,-5.2,4.6,0.5,5.86,21/11/2013,345.964,51.726,17.02,2.824,0,03,0,6.549,-9.156,33,21.8,0,18.198,19.128,0,0,0,0,0,0,0,0,0,0,0,19.428,26.808,0,0,0,0,0,0,0,0,11.9,5.13,25.829,0,-22.514,-1.813,36.981
4,,-8.9,0.4,1.1,5.884,21/11/2013,356.457,51.652,17.168,0.95,0,04,0,6.576,-8.667,31.356,21.6,0.314,24.159,24.747,0,0,0,0,0,0,0,0,0,0,0,19.468,26.938,0,0,0,0,0,0,0,0,11.8,5.15,25.69,0,-23.145,2.289,43.038
5,,-1.5,0,0,6.832,21/11/2013,381.052,51.208,16.65,0,0,05,0,6.586,0,31.5,22.9,0,23.53,24.364,0,0,0,0,0,0,0,10.174,32.752,0,0,19.359,26.468,0,0,0,0,0,0,5.2,0,11.8,5.2,25.745,0,-14.338,5.695,50.641
6,,-10.4,0,0,35.103,21/11/2013,394.082,52.022,17.242,0,0,06,0,6.598,12.696,30.6,23.3,0,18.116,19.387,17.282,0,0,0,0,0,0,10.298,33.165,0,0,19.118,27.048,0,0,0,0,0,0,5.2,0,11.9,5.2,25.745,0,0,0,39.054
7,,-17.101,0,0,51.786,21/11/2013,401.061,52.17,17.242,0,0,07,0,6.564,19.288,32,15.1,0,21.479,22.354,0,0,0,0,0,0,0,10.218,33.194,0,0,19.688,26.848,0,0,0,0,0,0,5.2,0,12,5.2,25.773,0,0,-3.516,42.916
8,,5.6,9.2,6.8,50.642,21/11/2013,460.78,51.652,17.094,13.922,0,08,0,6.586,-1.831,33,14.5,5.093,18.635,19.688,15.915,14.957,0,0,0,0,0,8.54,32.369,0,0,18.839,26.928,0,0,0,0,0,0,5.2,0,11,5,25.829,0,-11.948,-1.3,39.912
9,,-10.1,10.7,5.5,53.072,21/11/2013,503.565,52.022,17.094,8.989,0,09,0,6.633,20.508,32.7,15.1,6.616,24.118,24.979,21.575,20.973,0,0,0,0,0,8.775,30.248,0,36.572,18.998,26.749,0,0,0,0,0,0,5.2,0,11.7,4.9,25.718,0,4.01,-10.309,38.743
10,,-1.8,8.6,5.6,52.614,21/11/2013,517.875,51.504,16.946,8.037,0,10,0,6.584,16.724,30.2,15.6,5.304,24.323,25.061,20.549,19.811,0,0,0,0,0,8.694,31.486,19.111,37.825,19.028,27.128,0,0,0,0,0,5.2,5.2,0,11.9,4.88,25.829,0,0,-7.91,37.875
11,,-4.4,3.8,4.2,52.03,21/11/2013,546.103,51.652,16.798,9.59,0,11,0,6.584,11.109,30.7,15.5,9.4,22.928,23.708,21.206,19.633,6.219,0,0,0,0,8.907,31.78,19.288,38.187,19.019,27.108,0,0,0,0,0,5.2,5.2,0,11.4,4.7,25.384,0,-8.625,-4.505,49.561
12,,13.8,4.8,3.9,52.035,21/11/2013,531.877,51.578,17.02,5.642,0,12,0,6.625,-11.841,0,15.8,6.091,22.997,23.776,24.514,23.339,17.984,0,0,0,0,10.013,31.603,18.773,37.073,18.919,26.109,0,0,0,0,0,5.2,5.2,0,11.7,4.7,25.662,0,-24.583,12.195,50.395
13,,12.8,11.7,8.1,51.725,21/11/2013,522.274,51.356,16.798,12.218,0,13,0,6.605,1.587,28.1,15.5,8.507,23.516,24.255,14.711,14.041,0,0,0,0,0,9.925,31.839,18.966,38.855,19.069,26.288,0,0,0,0,0,5.2,5.2,0,11.6,4.7,25.662,0,-16.233,4.798,40.79
14,,12.8,1.9,0.6,53.203,21/11/2013,548.787,52.836,0,4.007,0,14,0,6.615,-12.574,30,16.9,2.31,23.776,24.405,24.282,23.38,18.403,0,12.22,0,0,9.939,30.307,19.175,38.827,19.199,26.109,0,0,0,0,0,5.2,5.2,0,11.6,4.6,25.662,0,-24.162,16.297,50.493
15,,-14.6,1.3,0,51.599,21/11/2013,548.612,50.32,0,1.271,0,15,0,6.628,12.696,28,15.9,0,23.735,24.774,23.981,23.38,18.278,16.993,18.287,0,0,10.034,30.661,19.659,38.716,18.868,26.058,0,0,0,0,0,5.2,5.2,0,12,4.6,25.551,0,-3.58,-3.717,38.418
16,,-8.4,1.2,0.3,52.148,21/11/2013,520.381,43.586,14.43,0,0,16,0,6.635,8.911,27.2,12,0,19.415,19.975,20.303,19.073,17.998,1.27,18.25,0,0,9.822,29.806,20.4,38.799,19.309,27.068,0,0,0,0,0,5.2,5.2,0,11.8,4.5,26.024,0,-4.605,1.794,46.37
17,,5.2,1.8,0.8,52.121,21/11/2013,493.702,43.808,14.504,3.732,0,17,0,6.636,0,31.5,16.6,0,14.424,15.6,16.557,15.258,0,0,18.079,0,0,9.807,31.162,20.319,38.493,19.409,26.388,0,0,0,0,0,5.2,5.2,0,11.9,4.7,25.272,0,-16.581,9.192,42.244
18,,-15.4,0.4,0.3,52.301,21/11/2013,597.328,51.652,16.946,4.665,0,18,0,6.616,15.992,28.5,21,2.363,18.663,19.77,20.768,19.852,18.46,17.078,18.25,18.36,0,10.005,33.607,20.642,38.938,19.069,26.558,0,0,0,0,0,5.2,5.2,0,11.9,5,35.765,0,0,-4.102,45.99
19,,2.1,10.5,8.1,52.248,21/11/2013,581.905,44.548,14.504,22.14,0,19,0,6.603,13.55,30.5,20.4,20.116,7.205,7.944,15.286,13.809,18.249,17.017,18.152,10.266,0,10.196,33.813,19.659,39.05,19.199,26.138,0,0,0,0,0,5.2,5.2,0,11.9,5.5,27.722,0,0,-10.401,45.99
20,,-3.9,3.8,2.7,52.745,21/11/2013,557.713,51.504,17.02,2.197,0,20,0,6.601,4.883,32,28.9,0,19.114,19.784,15.6,14.479,18.222,0,18.36,0,0,10.137,33.901,19.256,39.272,19.309,26.458,0,0,0,0,0,5.2,5.2,0,11.8,5.1,25.606,0,-9.54,1.099,45.99
21,,-18.301,8.5,5.8,52.714,21/11/2013,499.403,50.246,16.65,6.894,0,21,0,6.613,22.34,31,27.8,0.42,21.124,21.739,15.928,14.561,0,0,0,0,0,10.093,33.842,10.909,23.018,19.009,25.958,0,0,0,0,0,0,5.2,0,12,5.1,25.495,0,8.579,-15.418,45.99
22,,3.5,13.5,10.5,10.265,21/11/2013,450.035,51.8,16.946,20.274,0,22,0,6.606,4.395,30.7,20,7.352,19.907,20.7,15.573,14.288,0,0,0,0,0,10.254,32.811,0,0,19.019,26.298,0,0,0,0,0,0,5.2,0,11.5,5.1,25.634,0,-10.602,-7.215,45.886
23,,2.1,14.4,10.9,5.86,21/11/2013,401.068,52.096,17.02,20.753,0,23,0,6.606,-3.418,32.5,25.3,11.817,5.838,6.522,14.78,0,0,0,0,0,0,9.544,0,0,0,19.049,26.478,0,0,0,0,0,0,0,0,12,5.7,25.69,0,-18.274,-13.202,45.421
0,,29.001,18.901,13.2,5.908,22/11/2013,375.491,51.652,16.946,17.936,0,00,0,6.605,-25.269,30.93,25.872,13.498,19.292,20.303,0,0,0,0,0,0,0,0,0,0,0,19.149,26.688,0,0,0,0,0,0,0,0,11.8,5.4,25.773,0,-39.113,8.386,18.643
1,,6.1,16.501,9.9,5.86,22/11/2013,360.192,51.282,16.872,14.194,0,01,0,6.598,-9.644,31.604,25.74,10.818,22.669,23.694,0,0,0,0,0,0,0,0,0,0,0,19.659,26.338,0,0,0,0,0,0,0,0,11.8,5.1,25.801,0,-24.802,-7.416,0
2,,2.8,11.9,9.3,5.86,22/11/2013,358.987,51.504,16.872,15.26,0,02,0,6.615,-10.376,33.648,29.04,6.722,21.835,22.669,0,0,0,0,0,0,0,0,0,0,0,19.768,26.268,0,0,0,0,0,0,0,0,11.8,5.3,25.912,0,-26.725,-4.413,0
3,,3.7,19.301,10.1,5.86,22/11/2013,356.01,51.652,17.02,10.793,0,03,0,6.61,-8.911,32.165,27.06,6.09,15.176,16.243,15.901,0,0,0,0,0,0,0,0,0,0,19.688,26.348,0,0,0,0,0,0,0,0,11.8,5.1,25.885,0,-24.107,-3.9,0
4,,4.3,11.6,6.1,5.86,22/11/2013,360.178,52.022,17.02,9.805,0,04,0,6.579,-10.01,29.515,25.212,7.562,24.227,25.075,16.024,0,0,0,0,0,0,0,0,0,0,19.999,26.409,0,0,0,0,0,0,0,0,11.8,5,25.801,0,-25.654,-3.204,0
5,,13.5,4.8,8,5.86,22/11/2013,401.153,50.394,16.502,18.868,0,05,0,6.588,-9.522,30.952,20.988,7.983,25.567,25.649,13.207,0,0,0,0,0,0,10.137,0,0,0,19.758,26.288,0,0,0,0,0,0,0,0,12,5.1,25.94,0,-27.32,4.889,48.119
6,,2.6,12.5,8.2,5.884,22/11/2013,384.574,51.726,16.65,17.508,0,06,0,6.579,10.865,30.975,24.156,8.351,17.514,18.458,0,0,0,0,0,0,0,10.056,33.047,0,0,19.808,25.988,0,0,0,0,0,0,0,0,11.5,5.1,25.745,0,-6.711,-4.01,37.573
7,,-1.9,11.1,6.5,5.835,22/11/2013,420.505,50.764,16.724,12.572,0,07,0,6.613,-2.319,31.177,20.724,5.566,23.639,24.665,0,0,0,0,0,0,0,10.042,32.752,0,0,19.949,26.369,0,0,0,0,0,0,0,0,11.6,5.2,25.801,0,-17.194,-3.717,47.783
8,,2.5,10.1,5.6,30.736,22/11/2013,446.013,51.578,17.094,12.752,0,08,0,6.621,12.207,28.436,21.12,7.72,19.073,20.003,16.735,15.135,0,0,0,0,0,8.716,32.9,0,0,19.248,26.718,0,0,0,0,0,0,5.2,0,11.9,5.06,25.634,0,-9.156,-3.113,50.372
9,,-2.7,12.2,5.6,52.744,22/11/2013,505.141,51.652,16.946,14.053,0,09,0,6.628,11.963,31.604,20.724,4.936,24.214,24.952,16.01,14.506,0,0,0,0,0,8.636,32.487,0,35.849,19.149,26.478,0,0,0,0,0,0,5.2,0,11.5,4.82,25.578,0,-3.021,-7.105,37.812
10,,14.2,9.7,3.5,53.043,22/11/2013,512.478,51.06,16.798,14.374,0,10,0,6.618,8.057,31.469,23.496,8.56,24.118,24.925,18.567,17.747,0,0,0,0,0,8.665,33.636,0,36.266,23.399,23.158,0,0,0,0,0,5.2,5.2,0,11.4,4.82,25.634,0,-3.909,0,49.473
11,,16.601,7.8,5.3,52.854,22/11/2013,533.187,50.616,16.576,11.353,0,11,0,6.618,-5.493,31.289,22.836,3.255,20.96,21.712,24.323,24.009,0,0,0,0,0,7.837,32.428,20.4,36.433,23.388,23.128,0,0,0,0,0,5.2,5.2,0,11.8,4.74,25.662,0,-23.795,14.484,39.267
12,,-2.7,1.5,1.4,52.828,22/11/2013,526.729,51.06,16.798,4.217,0,12,0,6.628,7.935,30.391,21.252,2.888,23.407,24.022,1.012,23.954,16.205,0,0,0,0,10.034,31.073,19.208,36.851,23.328,23.149,0,0,0,0,0,5.2,5.2,0,11.5,4.68,25.69,0,-13.944,5.09,49.635
13,,11.3,0.4,0.1,52.909,22/11/2013,513.32,50.838,16.576,2.321,0,13,0,6.586,-5.493,30.435,21.12,1.312,23.079,23.927,20.112,18.95,0,0,0,0,0,9.873,31.986,18.982,36.211,23.449,22.849,0,0,0,0,0,5.2,5.2,0,11.8,4.74,25.801,0,-26.02,16.187,44.538
14,,13.6,0,0.5,53.12,22/11/2013,531.854,51.208,16.946,3.245,0,14,0,6.668,-7.324,30.638,19.668,0,23.175,24.036,20.085,19.333,16.611,0,0,0,0,10.034,32.222,19.32,36.712,23.309,23.128,0,0,0,0,0,5.2,5.2,0,12,4.66,25.578,0,-27.421,18.183,46.296
15,,1.4,0,0,52.889,22/11/2013,527.264,51.652,17.02,0,0,15,0,6.618,4.395,30.66,22.176,0,23.831,24.637,21.52,20.549,16.849,0,0,0,0,10.144,31.044,18.015,36.183,23.349,23.298,0,0,0,0,0,5.2,5.2,0,11.8,4.76,25.885,0,-15.995,9.284,43.069
16,,-2.6,0.1,0,52.9,22/11/2013,498.99,51.652,17.094,2.136,0,16,0,6.578,8.911,30.525,22.44,0,23.858,24.637,15.327,14.301,0,0,0,0,0,10.159,32.693,19.627,38.159,24.098,23.238,0,0,0,0,0,5.2,5.2,0,12,4.74,25.718,0,-13.834,8.698,37.785
17,,8.7,0.6,0.3,46.03,22/11/2013,479.665,51.43,16.65,2.367,0,17,0,6.569,-2.319,32.524,21.516,0,18.198,19.128,14.506,13.194,0,0,0,0,0,10.034,30.926,19.965,39.189,23.408,23.248,0,0,0,0,0,5.2,5.2,0,12.2,4.8,25.829,0,-19.199,14.686,38.522
18,,7.4,1.5,0.5,46.218,22/11/2013,581.926,52.392,17.094,0,0,18,0,6.596,-6.958,29.065,23.892,0.577,14.862,15.75,20.426,19.128,16.723,16.895,18.116,18.299,0,10.071,32.458,19.788,39.411,23.529,22.948,0,0,0,0,0,5.2,5.2,0,12.1,5,35.598,0,-23.383,15.29,44.939
19,,2.2,2.2,1.1,46.644,22/11/2013,576.055,51.356,16.872,2.57,0,19,0,6.605,-4.028,27.987,21.12,2.152,23.749,24.514,23.516,22.874,1.555,16.932,18.323,0,0,10.188,32.723,20.464,39.272,23.298,23.019,0,0,0,0,0,5.2,5.2,0,12,4.9,25.551,0,-20.737,8.698,50.304
20,,-5.1,3.4,3.4,51.588,22/11/2013,542.835,52.244,17.316,5.975,0,20,0,6.615,8.423,30.817,29.304,8.297,16.106,17.104,15.682,15.135,1.653,0,18.506,0,0,10.284,33.076,20.577,39.773,23.498,23.099,0,0,0,0,0,5.2,5.2,0,12,4.9,25.69,0,-8.46,-1.209,40.05
21,,12.2,29.701,18.801,52.722,22/11/2013,489.611,51.43,16.65,17.521,0,21,0,6.6,14.527,30.817,16.368,11.029,6.658,7.26,14.999,14.889,0,0,0,0,0,10.1,32.723,9.282,22.294,23.449,23.019,0,0,0,0,0,0,5.2,0,12,4.9,25.662,0,0,-12.214,40.05
22,,15,19.801,16.101,6.47,22/11/2013,432.871,51.282,16.798,25.827,0,22,0,6.625,10.987,29.29,16.368,11.659,22.846,23.421,16.434,13.959,0,0,0,0,0,10.013,18.789,7.38,0,23.508,23.158,0,0,0,0,0,0,0,0,12,4.96,25.523,0,-6.107,-6.116,44.423
23,,32.401,24.801,17.501,5.86,22/11/2013,393.461,52.096,17.094,31.877,0,23,0,6.586,-6.592,33.288,13.068,12.605,7.834,8.832,16.995,16.461,0,0,0,0,0,5.735,0,0,0,23.598,23.139,0,0,0,0,0,0,0,0,12,5.04,25.578,0,-21.525,2.985,40.742
0,,12.9,23.501,15.301,5.835,23/11/2013,380.824,44.03,14.282,22.557,0,00,0,6.601,3.296,29.762,14.124,17.28,17.295,18.266,15.094,14.944,0,0,0,0,0,0,0,0,0,23.728,23.619,0,0,0,0,0,0,0,0,12,4.89,25.606,0,-12.973,-10.602,24.73
1,,14.6,19.201,12.2,5.835,23/11/2013,359.092,51.208,16.946,23.315,0,01,0,6.611,5.737,28.189,12.408,12.5,20.044,20.755,20.262,19.155,0,0,0,0,0,0,0,0,0,23.838,23.498,0,0,0,0,0,0,0,0,12.2,5.04,25.578,0,-10.428,-10.218,0
2,,5.1,14.8,9.6,5.835,23/11/2013,351.229,51.282,16.946,19.362,0,02,0,6.591,9.4,28.549,12.012,7.509,21.739,22.505,23.817,22.176,0,0,0,0,0,0,0,0,0,23.408,23.229,0,0,0,0,0,0,0,0,12,5,25.773,0,-6.894,-6.702,0
3,,16.101,13.5,13.1,5.835,23/11/2013,347.877,50.986,16.798,22.586,0,03,0,6.608,0,30.076,11.22,8.139,23.503,24.391,15.504,15.258,0,0,0,0,0,0,0,0,0,23.858,23.479,0,0,0,0,0,0,0,0,12.4,5.1,25.578,0,-14.942,-1.117,0
4,,12.3,18.001,10.1,5.811,23/11/2013,351.402,44.696,14.504,34.262,0,04,0,6.546,1.221,27.493,14.256,16.123,15.928,16.954,0,0,0,0,0,0,0,0,0,0,0,23.879,23.728,0,0,0,0,0,0,0,0,12,5,25.634,0,-11.206,-9.906,28.896
5,,7.7,14.3,8.3,5.811,23/11/2013,372.239,52.17,17.02,33.585,0,05,0,6.6,9.033,30.278,9.9,24.319,17.528,18.553,0,0,0,0,0,0,0,0,0,0,0,23.678,23.598,0,0,0,0,0,0,0,0,12,5,25.662,0,-3.717,-13.202,43.751
6,,11.2,16.301,13.6,5.835,23/11/2013,353.661,44.992,14.726,39.576,0,06,0,6.596,8.667,30.593,12.804,18.331,11.649,12.606,0,0,0,0,0,0,0,0,0,0,0,23.758,23.468,0,0,0,0,0,0,0,0,12,5,25.606,0,-3.626,-13.807,38.654
7,,2,24.401,16.601,5.86,23/11/2013,373.754,51.8,16.872,26.352,0,07,0,6.611,16.724,28.639,8.58,13.603,11.485,12.524,15.942,0,0,0,0,0,0,0,0,0,0,23.508,23.449,0,0,0,0,0,0,0,0,12,5.13,25.272,0,0,-19.41,44.439
8,,-4.9,0.9,2.5,5.786,23/11/2013,408.754,53.576,17.464,7.074,0,08,0,6.591,13.916,30.278,5.544,9.19,24.364,24.815,24.391,24.132,0,0,0,0,0,6.336,28.658,0,0,23.648,23.028,0,0,0,0,0,0,5.2,0,12,4.8,25.551,0,-3.726,-3.809,44.409
9,,15.6,9.3,5,5.86,23/11/2013,445.641,52.244,16.946,15.704,0,09,0,6.586,-6.958,31.356,9.372,6.512,23.995,24.966,24.46,23.803,0,0,0,0,0,8.452,30.779,0,0,23.619,23.068,0,0,0,0,0,0,5.2,0,12,4.8,25.662,0,-22.578,7.086,49.107
