,ABR,AMY-L9030,AMY1,AMY2,CEN,Date,Demanda,EEC,EEC20,EOL,GSR,HORA,HPA1,HPA2,LNI-L9040,MTR,NSL,PBP,PCA1,PCA2,PCF1,PCF2,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PEN3,PEN4,PHC1,PHC2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,PNI1,PNI2,SND-L9090,TCPI-L9150,TPC
0,,3.5,1.7,1.5,5.811,27/11/2013,374.462,51.356,16.872,16.201,0,00,6.605,0,7.935,31.401,9.504,6.775,19.893,20.796,0,0,0,0,0,0,0,8.731,0,0,39.439,23.218,23.059,0,0,0,0,0,0,0,0,17.8,5.76,25.718,0,-8.625,-2.106,43.027
1,,-.5,2.8,2.6,2.197,27/11/2013,351,44.918,14.652,10.668,0,01,6.64,0,10.376,33.311,6.204,6.511,19.88,20.768,0,0,0,0,0,0,0,8.753,0,0,39.439,23.619,23.508,0,0,0,0,0,0,0,0,17.7,5.7,25.718,0,0,-3.516,41.774
2,,0.5,3.9,3.5,2.271,27/11/2013,354.511,51.726,17.094,9.754,0,02,6.598,0,10.132,31.626,10.428,7.457,22.108,22.969,0,15.34,0,0,0,0,0,8.709,0,0,0,23.569,23.038,0,0,0,0,0,0,0,0,17.8,5.84,25.801,0,-11.133,-4.102,40.38
3,,-5.8,0.7,1.3,2.246,27/11/2013,350.36,52.022,17.242,8.287,0,03,6.621,0,12.207,32.749,8.1,7.036,23.339,24.323,0,15.436,0,0,0,0,0,8.753,0,0,0,23.699,23.439,0,0,0,0,0,0,0,0,17.8,5.92,25.885,0,0,-3.809,48.061
4,,8.7,10.9,7.8,2.246,27/11/2013,354.788,51.504,16.946,13.676,0,04,6.618,0,4.151,31.222,7.128,13.708,22.3,22.915,0,0,0,0,0,0,0,8.775,0,0,0,23.718,23.049,0,0,0,0,0,0,0,0,17.7,5.84,25.857,0,-9.998,-3.314,42.425
5,,5.1,13.4,8.8,5.86,27/11/2013,380.243,51.874,17.02,13.686,0,05,6.596,0,7.324,30.413,14,12.92,21.342,22.368,0,15.286,0,0,0,0,0,8.65,0,0,0,23.628,23.198,0,0,0,0,0,0,0,0,17.7,5.84,25.94,0,-8.167,-4.706,41.273
6,,5,12.3,8.6,5.835,27/11/2013,384.944,51.726,17.02,14.062,0,06,6.62,0,8.789,33.176,14.256,12.08,22.231,22.846,0,16.516,0,0,0,0,0,8.731,0,0,0,23.789,23.508,0,0,0,0,0,0,0,0,17.8,5.76,25.996,0,-7.334,-5.805,42.742
7,,3.6,8.4,6.5,5.86,27/11/2013,397.199,51.208,16.724,6.459,0,07,6.623,0,7.324,31.267,8.712,8.455,23.639,24.364,20.755,21.999,0,0,0,0,0,8.606,0,0,2.588,23.848,23.388,0,0,0,0,0,0,0,0,17.8,5.8,25.857,0,-9.732,-1.007,48.532
8,,8.2,18.201,12.4,31.033,27/11/2013,439.411,52.244,17.168,10.661,0,08,6.61,0,10.132,28.504,13.068,10.083,18.594,19.305,15.668,15.641,0,0,0,0,0,8.657,0,0,37.714,23.668,23.149,0,0,0,0,0,0,0,0,17.6,5.7,25.885,0,0,-6.903,39.287
9,,11.2,23.001,14.4,50.548,27/11/2013,503.976,51.8,17.094,20.053,0,09,6.633,0,5.615,29.559,13.992,12.972,17.282,18.335,14.944,15.327,0,0,0,0,0,8.496,0,7.767,37.936,23.798,23.408,0,0,0,0,0,0,5.2,0,17.6,5.7,25.94,0,-7.407,-9.705,41.894
10,,7.1,12.8,8.9,52.109,27/11/2013,511.407,51.282,16.946,17.425,0,10,6.625,0,15.87,29.447,6.732,14.233,23.393,24.022,23.462,21.534,0,0,0,0,0,8.518,0,20.593,37.964,23.829,23.198,0,0,0,0,0,0,5.2,0,17.4,5.6,25.801,0,0,-8.716,48.648
11,,14.1,12.3,6.2,41.379,27/11/2013,554.872,51.578,16.872,16.247,0,11,6.658,0,-8.301,28.01,14.784,15.967,23.12,24.241,16.133,14.506,18.361,0,16.797,0,0,8.606,0,20.464,35.57,23.688,23.579,0,0,0,0,0,0,5.2,0,17.2,5.4,25.885,0,-24.747,3.186,50.365
12,,12,10.4,6.4,40.831,27/11/2013,549.84,51.578,16.872,23.728,0,12,6.588,0,1.953,29.492,12.012,12.394,24.2,24.843,20.262,21.37,18.207,0,16.81,0,0,8.592,0,20.432,36.183,23.569,22.589,0,0,0,0,0,0,5.2,0,17,5.5,25.773,0,-11.051,-4.303,47.614
13,,26.201,12.2,5.5,40.788,27/11/2013,534.432,51.504,16.65,12.434,0,13,6.6,0,-12.818,31.379,8.976,12.657,24.46,24.596,16.899,17.624,18.152,0,16.504,0,0,8.562,0,20.352,37.741,23.529,22.808,0,0,0,0,0,0,5.2,0,17.2,5.4,25.634,0,-27.723,10.492,47.235
14,,3.8,4.1,2.1,48.569,27/11/2013,548.633,53.798,17.686,6.427,0,14,6.613,0,7.813,32.098,10.56,6.879,24.227,24.788,23.612,23.079,18.18,16.858,16.712,0,0,8.723,0,20.819,39.217,23.609,22.709,0,0,0,0,0,0,5.2,0,17.3,5.4,25.662,0,-12.516,2.49,45.281
15,,22.701,3.9,3.5,52.445,27/11/2013,533.154,52.17,17.094,9.938,0,15,6.615,0,-6.836,12.197,11.88,4.621,24.186,24.829,22.874,20.399,18.152,16.785,16.504,0,0,8.621,0,20.561,37.741,23.378,22.919,0,0,0,0,0,5.2,5.2,0,17,5.4,25.662,0,-17.533,8.698,50.413
16,,-1,3.3,3,52.319,27/11/2013,522.077,51.43,16.872,7.268,0,16,5.157,5.14,10.62,21.047,12.804,0.262,24.186,24.911,16.284,14.793,18.291,16.736,14.966,0,0,8.643,0,22.253,39.3,23.758,23.179,0,0,0,0,0,5.2,5.2,0,17,5.3,25.578,0,-6.848,-2.802,37.87
17,,4,13.7,8.1,41.329,27/11/2013,509.81,52.318,17.316,26.448,0,17,5.15,5.153,9.522,24.146,15.18,24.949,20.659,21.465,16.174,14.957,0,0,0,0,0,8.789,0,0,39.718,23.978,23.208,0,0,0,0,0,5.2,5.2,0,17.2,5.5,25.718,0,-3.607,-11.902,46.268
18,,-2.4,15.301,10.7,52.519,27/11/2013,604.915,52.244,17.168,23.32,0,18,5.16,5.14,18.189,31.424,6.6,13.445,21.028,21.876,16.872,15.559,17.073,16.98,16.907,17.139,13.672,8.782,0,19.53,39.578,23.978,23.189,0,0,0,0,0,5.2,5.2,0,17.3,5.4,25.718,0,0,-19.007,37.695
19,,4.7,17.601,12.5,52.391,27/11/2013,596.252,51.874,17.094,23.347,0,19,6.517,6.541,5.493,27.987,11.748,18.856,24.309,24.761,16.297,15.108,16.947,8.655,16.749,0,0,8.767,0,19.192,39.217,23.678,22.938,0,0,0,0,0,5.2,5.2,0,17.4,5.8,25.69,0,-8.121,-12.909,43.051
20,,9.4,18.501,14.8,52.085,27/11/2013,559.785,52.17,16.946,30.143,0,20,6.536,6.566,6.104,30.907,15.972,16.492,22.846,23.626,16.598,15.122,2.997,0,0,0,0,8.694,0,19.337,39.328,23.619,23.158,0,0,0,0,0,5.2,5.2,0,17.7,5.6,25.634,0,-10.923,-10.913,37.676
21,,2.8,12.3,10.3,18.687,27/11/2013,496.015,51.43,16.798,23.091,0,21,6.549,6.579,15.259,30.233,13.464,15.494,24.282,24.802,20.618,19.538,0,0,0,0,0,8.665,0,5.205,39.801,23.948,23.359,0,0,0,0,0,0,5.2,0,17.8,5.63,25.718,0,0,-14.118,50.465
22,,13.6,26.101,16.001,5.884,27/11/2013,435.184,44.844,14.578,37.604,0,22,6.534,6.578,9.888,30.57,13.86,28.731,12.1,12.77,16.708,15.901,0,0,0,0,0,8.811,0,2.627,0,24.219,23.708,0,0,0,0,0,0,0,0,18,6,25.801,0,0,-22.504,38.238
23,,22.501,37.301,20.801,5.884,27/11/2013,383.2,50.246,0,43.774,0,23,6.594,6.564,8.301,30.997,15.312,27.102,15.313,16.311,0,15.696,0,0,0,0,0,0,0,0,0,24.018,23.678,0,0,0,0,0,0,0,0,18,6,25.801,0,0,-24.61,0
0,,21.301,35.901,19.501,5.908,28/11/2013,372.671,43.216,0,43.314,0,00,6.549,6.591,0,33.7,14.256,16.965,21.37,22.094,0,0,0,0,0,0,0,0,0,0,0,24.169,23.858,0,0,0,0,0,0,0,0,18,6,25.745,0,-6.528,-20.307,0
1,,12.8,36.501,19.701,5.908,28/11/2013,358.491,42.92,0,40.507,0,01,6.538,6.568,7.691,31.7,11.88,18.383,16.147,17.213,0,0,0,0,0,0,0,0,0,0,0,24.609,23.869,0,0,0,0,0,0,0,0,18,5.6,25.801,0,-4.321,-22.816,0
2,,11.2,29.401,15.901,5.884,28/11/2013,341.227,43.882,0,19.244,0,02,6.551,6.581,7.324,31.8,15.18,18.803,20.372,21.288,0,15.04,0,0,0,0,0,0,0,0,0,24.228,24.318,0,0,0,0,0,0,0,0,18,6,25.467,0,0,-11.811,0
3,,10.2,17.001,13.3,5.908,28/11/2013,340.168,50.912,0,26.11,0,03,6.556,6.526,3.052,31.873,3.168,10.872,14.971,15.86,16.981,15.764,0,0,0,0,0,0,0,0,0,24.278,24.268,0,0,0,0,0,0,0,0,18,6,25.718,0,-9.421,-9.906,0
4,,19.101,19.101,10.9,5.908,28/11/2013,342.003,50.394,0,39.454,0,04,6.524,6.541,1.953,32.3,0,10.083,18.321,19.21,16.844,15.272,0,0,0,0,0,0,0,0,0,24.378,24.538,0,0,0,0,0,0,0,0,18,5.7,25.718,0,-6.455,-7.416,0
5,,14.5,18.001,11.4,1.318,28/11/2013,368.305,51.726,11.84,17.212,0,05,6.527,6.561,9.644,32.5,0,29.624,22.846,23.626,24.337,23.544,0,0,0,0,0,0,0,0,0,24.129,24.339,0,0,0,0,0,0,0,0,17.8,5,25.718,0,-4.495,-9.906,0
6,,13.1,23.201,16.101,5.86,28/11/2013,371.712,45.14,14.948,37.172,0,06,6.59,6.556,5.493,31.9,0,26.262,13.672,14.971,16.626,15.627,0,0,0,0,0,0,0,0,0,24.259,24.718,0,0,0,0,0,0,0,0,17.9,6.1,25.801,0,0,-16.901,0
7,,0,18.801,10.3,5.835,28/11/2013,396.458,51.8,17.168,21.041,0,07,6.546,6.564,9.766,32,0,22.007,20.057,20.96,18.95,21.124,0,0,0,0,0,0,0,0,0,23.938,24.169,0,0,0,0,0,0,0,0,17.8,6.1,25.745,0,-5.521,-7.416,22.382
8,,0,33.801,21.601,5.835,28/11/2013,443.581,51.948,17.02,43.237,0,08,6.538,6.568,-10.132,30.8,0,18.855,13.782,14.889,19.333,20.522,0,0,0,0,0,0,0,0,0,24.028,23.758,0,0,0,0,0,0,0,0,17.4,5.7,25.662,0,-18.677,25.196,38.691
9,,0,36.801,19.501,5.811,28/11/2013,490.844,51.726,17.094,43.527,0,09,6.566,6.6,16.968,30,0,19.171,23.844,24.227,24.364,24.05,0,0,0,0,0,8.694,0,0,11.885,24.519,23.879,0,0,0,0,0,0,0,0,14.7,5.4,25.551,0,0,-16.517,43.385
10,,0,37.401,20.201,5.835,28/11/2013,519.515,51.948,17.02,43.79,0,10,6.524,6.611,6.47,30.6,0,30.674,23.612,24.391,22.532,22.354,0,0,0,0,0,8.636,0,0,37.992,24.339,23.789,0,0,0,0,0,0,0,0,11.6,5.4,25.467,0,-3.607,3.589,45.251
11,,0,38.301,20.101,5.835,28/11/2013,531.739,51.948,17.242,43.896,0,11,6.568,6.598,1.831,31,0,33.826,21.465,22.258,23.257,23.27,0,0,0,0,0,7.823,0,0,37.686,24.138,23.508,0,0,0,0,0,0,5.2,0,13,5.2,25.634,0,-7.123,6.995,45.688
12,,0,36.001,18.501,22.11,28/11/2013,512.67,51.874,17.02,43.864,0,12,6.553,6.559,7.202,29,0,34.194,16.79,17.624,14.342,14.452,0,0,0,0,0,8.255,0,0,36.712,23.968,23.598,0,0,0,0,0,0,0,0,18,5.05,25.523,0,-5.438,-5.603,38.841
13,,0,33.901,20.101,21.203,28/11/2013,501.069,51.578,17.094,43.506,0,13,6.546,6.584,18.555,28.9,0,29.361,18.608,19.401,15.75,15.573,0,0,0,0,0,8.687,0,0,36.127,23.948,23.829,0,0,0,0,0,0,0,0,17.8,4.9,25.523,0,6.839,-14.905,42.638
14,,0,35.601,20.101,21.605,28/11/2013,525.431,51.726,17.02,43.795,0,14,6.539,6.551,13.184,30,0,35.193,19.497,20.618,15.874,15.778,0,0,0,0,0,8.365,0,0,36.294,23.869,23.668,0,0,0,0,0,0,0,0,17.8,5.05,25.467,0,0,-16.315,41.889
15,,15.6,36.801,20.301,51.489,28/11/2013,537.964,0,0,43.606,0,15,6.554,6.584,12.696,30,0,37.819,12.852,13.973,16.147,15.463,0,0,0,0,0,8.46,21.499,18.918,36.545,23.728,23.248,0,0,0,0,0,5.2,5.2,0,17.8,5.1,25.439,0,-5.109,-27.613,50.812
16,,30.001,37.801,20.201,37.642,28/11/2013,511.53,50.764,0,43.703,0,16,6.554,6.563,1.343,31.8,0,34.877,6.658,7.615,15.709,14.288,0,0,0,0,0,8.408,15.637,0,36.962,23.688,23.198,0,0,0,0,0,0,5.2,0,18,5.2,25.3,0,-5.109,-13.404,48.593
17,,19.501,36.701,21.101,24.821,28/11/2013,491.309,45.436,14.948,43.819,0,17,6.548,6.578,8.545,32,0,24.161,20.016,21.014,24.528,23.885,0,0,0,0,0,8.533,0,0,0,23.728,23.399,0,0,0,0,0,0,5.2,0,18,5.2,25.3,0,-5.109,-20.508,38.822
18,,6.8,36.701,20.501,52.426,28/11/2013,600.163,51.578,17.168,33.232,0,18,6.534,6.583,12.207,29,0,19.539,24.241,25.034,24.993,24.104,0,0,0,0,0,8.518,27.862,0,39.662,23.898,23.489,0,0,0,0,0,5.2,5.2,0,18,5.5,25.578,0,-5.109,-21.717,37.803
19,,19.501,36.001,20.101,38.24,28/11/2013,572.211,45.066,14.948,35.241,0,19,6.556,6.546,0,32,5.016,21.429,17.651,18.54,24.35,23.612,0,0,0,0,0,9.976,28.54,0,39.105,24.259,23.999,0,0,0,0,0,5.2,5.2,0,18,5.5,25.578,0,-6.162,-17.011,37.885
20,,17.801,37.701,21.101,24.613,28/11/2013,539.423,52.836,17.168,37.134,0,20,6.538,6.576,13.062,32.2,15.444,14.758,23.393,23.995,24.364,23.68,0,0,0,0,0,9.815,0,0,39.272,24.198,24.259,0,0,0,0,0,0,5.2,0,18,5.55,25.745,0,0,-18.915,37.831
21,,9.3,37.101,19.701,14.91,28/11/2013,489.872,52.244,17.242,38.905,0,21,6.576,6.588,19.776,33,13.068,20.851,21.52,22.313,20.18,19.223,0,0,0,0,0,10.013,0,0,0,24.398,23.858,0,0,0,0,0,0,5.2,0,18.1,5.76,25.69,0,3.012,-25.214,40.305
22,,15.6,39.001,22.301,5.86,28/11/2013,420.959,51.652,16.798,43.648,0,22,6.574,6.578,13.672,30.2,12.936,31.515,11.963,12.907,16.913,15.641,0,0,0,0,0,2.783,0,0,0,23.978,23.829,0,0,0,0,0,0,0,0,18,5.7,25.745,0,0,-25.709,0
23,,27.901,38.701,21.701,5.86,28/11/2013,386.498,50.32,0,43.648,0,23,6.542,6.531,-3.418,30.2,15.576,32.828,13.495,14.356,0,0,0,0,0,0,0,2.783,0,0,0,24.238,23.848,0,0,0,0,0,0,0,0,18.1,5.7,25.745,0,-11.802,-19.007,0
0,0,26.301,39.101,22.201,5.908,29/11/2013,354.783,34.558,0,43.961,0,00,6.527,6.558,4.761,32,15.048,35.665,9.707,10.651,0,0,0,0,0,0,0,2.725,0,0,0,24.248,24.058,0,0,0,0,0,0,0,0,18,5.7,25.718,0,0,-23.511,0
1,0,28.301,33.401,18.001,5.884,29/11/2013,348.536,0,0,41.561,0,01,6.507,6.581,-7.813,31.3,16.104,27.208,22.341,22.723,0,14.151,0,0,0,0,0,2.739,0,0,0,24.508,24.368,0,0,0,0,0,0,0,0,18,5.7,25.662,0,-11.481,-10.804,0
2,0,20.301,39.101,22.001,5.884,29/11/2013,329.651,0,0,40.097,0,02,6.559,6.563,5.982,31.8,15.18,17.752,18.471,19.469,0,14.52,0,0,0,0,0,2.791,0,0,0,24.339,23.879,0,0,0,0,0,0,0,0,18,5.84,25.578,0,0,-18.11,0
3,0,24.401,39.301,20.201,5.884,29/11/2013,332.434,0,0,41.115,0,03,6.517,6.558,0,33.4,14.388,24.056,13.754,14.684,0,14.438,0,0,0,0,0,2.783,0,0,0,24.358,23.959,0,0,0,0,0,0,0,0,18,5.84,25.718,0,-6.079,-15.802,0
4,0,20.101,37.101,22.301,5.884,29/11/2013,344.467,0,0,38.696,0,04,6.526,6.559,-1.343,30.7,17.028,11.502,23.954,24.774,0,14.875,0,0,0,0,0,2.791,0,0,0,23.858,23.818,0,0,0,0,0,0,0,0,18.2,5.84,25.801,0,-6.702,-16.315,0
5,0,25.301,39.101,20.001,5.908,29/11/2013,362.447,0,0,41.989,0,05,6.534,6.581,-1.953,33.7,16.896,20.064,23.352,24.241,16.639,14.329,0,0,0,0,0,2.732,0,0,0,24.068,23.739,0,0,0,0,0,0,0,0,18.1,5.84,25.885,0,-3.681,-12.415,0
6,0,25.601,37.501,21.501,6.104,29/11/2013,376.045,44.104,0,41.818,0,06,6.556,6.569,-7.08,31.6,16.236,22.743,15.204,16.229,0,0,0,0,0,0,0,2.791,0,0,0,24.248,23.789,0,0,0,0,0,0,0,0,18.1,5.75,25.634,0,-14.173,-13.916,0
7,0,19.801,35.401,21.401,5.908,29/11/2013,394.984,45.14,0,41.774,0,07,6.556,6.573,0,31.5,12.144,30.517,23.694,24.432,0,0,0,0,0,0,0,2.747,0,0,0,18.008,29.468,0,0,0,0,0,0,0,0,18.1,5.59,25.912,0,-9.705,-20.215,0
8,0,26.401,37.401,21.401,5.835,29/11/2013,454.259,51.43,16.502,41.414,0,08,6.581,6.601,0,30.9,13.596,35.717,16.584,17.583,24.296,23.762,0,0,0,0,0,2.805,0,0,0,16.649,29.518,0,0,0,0,0,0,0,0,18,5.59,25.745,0,-16.636,-16.114,0
9,0,11.8,39.201,19.501,5.86,29/11/2013,499.67,45.584,14.652,41.618,0,09,6.534,6.566,14.649,30.4,15.708,34.036,22.245,23.134,24.282,23.817,0,0,0,0,0,2.703,0,0,0,16.999,29.497,0,0,0,0,0,0,0,0,18,5.21,25.606,0,3.287,-29.902,48.351
10,0,30.701,39.001,20.301,5.835,29/11/2013,514.251,51.208,16.28,41.802,0,10,6.578,6.579,-1.465,30,13.86,36.242,21.288,21.917,19.551,17.282,17.927,0,0,0,0,10.049,0,0,0,16.729,29.088,0,0,0,0,0,0,5.2,0,17.9,5.32,25.857,0,-10.099,-15.217,42.377
11,0,23.301,38.701,18.701,5.835,29/11/2013,531.459,51.874,16.354,41.964,0,11,6.539,6.571,10.62,31,14.256,31.409,24.036,24.761,23.94,23.106,18.376,0,0,0,0,10.1,0,0,0,17.589,28.978,0,0,0,0,0,0,5.2,0,17.9,5.29,25.411,0,-8.478,-18.513,50.498
12,0,13.7,34.201,19.601,15.665,29/11/2013,523.007,52.17,16.28,41.921,0,12,6.586,6.579,15.87,32.9,13.596,34.404,13.18,14.014,24.268,23.407,18.39,0,0,0,0,10.1,0,0,0,16.919,29.268,0,0,0,0,0,0,5.2,0,17.9,5.36,25.411,0,-3.882,-23.109,48.266
13,0,9.8,25.401,16.101,10.889,29/11/2013,514.13,51.504,16.132,39.171,0,13,6.553,6.564,13.428,30,15.972,26.998,22.737,23.53,23.626,22.901,16.191,0,0,0,0,9.939,0,0,0,16.939,29.098,0,0,0,0,0,0,5.2,0,17.9,5.25,25.551,0,0,-22.706,50.505
14,0,9,21.001,10.5,51.418,29/11/2013,538.263,50.764,16.428,26.378,0,14,6.568,6.59,2.197,30,10.824,19.486,23.954,24.856,22.983,22.258,16.219,0,0,0,0,9.917,0,0,0,16.949,28.998,0,0,0,0,0,5.2,5.2,0,17.9,5.29,25.634,0,-11.335,-12.305,50.505
15,0,7.7,13.2,6.8,51.838,29/11/2013,516.599,50.838,16.65,18.377,0,15,6.583,6.601,7.08,30.5,12.276,15.651,24.323,24.87,16.051,15.026,17.661,0,0,0,0,9.829,28.186,0,0,24.148,24.188,0,0,0,0,0,5.2,5.2,0,17.9,5.6,25.551,0,-8.844,-5.603,43.885
16,0,-.1,16.901,8.7,51.836,29/11/2013,512.169,51.282,16.872,21.061,0,16,6.553,6.593,20.997,30,13.2,13.13,24.323,24.843,16.038,15.012,17.619,0,0,0,0,9.895,28.157,0,0,23.548,22.958,0,0,0,0,0,5.2,5.2,0,17.9,4.9,25.411,0,0,-12.708,43.226
17,0,12.6,8.1,6.4,51.925,29/11/2013,484.555,51.948,16.872,17.307,0,17,6.527,6.534,0,31,15.972,14.075,20.249,20.823,15.409,14.315,0,0,0,0,0,9.903,27.479,0,0,23.558,23.418,0,0,0,0,0,5.2,5.2,0,17.8,4.97,25.411,0,-20.939,8.789,44.61
18,0,8.1,7.5,8.3,52,29/11/2013,575.175,47.212,14.948,28.088,0,18,6.559,6.569,13.672,30.2,18.612,25.369,9.338,10.117,15.532,14.506,17.619,17.103,16.7,0,0,9.851,27.744,21.464,37.324,24.129,23.718,0,0,0,0,0,5.2,5.2,0,17.8,5.08,25.606,0,0,-9.815,37.744
19,0,15.1,17.101,16.301,52.301,29/11/2013,565.211,44.03,14.282,30.852,0,19,6.538,6.563,4.395,30,19.272,22.112,10.76,11.649,0,0,18.137,16.858,17.017,0,0,9.961,28.186,20.9,37.992,23.888,23.439,0,0,0,0,0,5.2,5.2,0,17.1,5.3,25.495,0,0,-10.602,37.67
20,0,14.7,16.001,8.9,53.716,29/11/2013,543.221,44.4,14.652,27.653,0,20,6.542,6.554,4.639,33,14.784,21.849,13.932,15.026,14.26,13.987,0,1.514,0,0,0,10.02,28.363,15.099,37.964,23.829,23.378,0,0,0,0,0,5.2,5.2,0,17.8,5.6,25.662,0,-6.455,-10.401,40.819
21,0,16,13.3,11.1,32.656,29/11/2013,494.858,44.104,14.43,38.849,0,21,6.506,6.573,8.545,30,17.688,23.215,7.821,8.723,23.079,14.096,0,0,0,0,0,9.947,27.951,0,37.992,23.928,23.359,0,0,0,0,0,0,5.2,0,17.8,5.5,25.801,0,0,-11.902,37.883
22,0,16.901,35.601,18.801,0,29/11/2013,437.993,51.8,16.946,39.3,0,22,6.574,6.588,1.831,32.7,12.276,20.432,15.409,16.448,0,0,0,0,0,0,0,10.086,0,0,0,23.869,23.609,0,0,0,0,0,0,0,0,17.8,5.7,25.718,0,-12.497,-17.414,47.157
23,0,13.6,37.501,16.501,0,29/11/2013,397.642,51.504,16.946,36.279,0,23,6.566,6.551,14.527,32.1,17.952,14.128,9.653,10.869,0,16.762,0,0,0,0,0,2.791,0,0,0,23.538,23.648,0,0,0,0,0,0,0,0,17.8,5.67,25.829,0,-3.388,-20.801,28.992
0,0,22.801,37.301,19.101,0,30/11/2013,371.358,50.69,16.65,34.601,0,00,6.598,6.594,-5.127,28.234,17.292,19.749,11.375,12.155,0,0,0,0,0,0,0,2.747,0,0,0,23.829,23.829,0,0,0,0,0,0,0,0,17.8,5.7,25.801,0,-17.084,-11.902,0
1,0,15.6,33.701,18.001,0,30/11/2013,356.058,45.584,0,32.311,0,01,6.541,6.554,0,32.075,17.16,22.322,15.463,16.502,0,0,0,0,0,0,0,2.798,0,0,0,24.108,23.728,0,0,0,0,0,0,0,0,17.8,5.7,25.885,0,-12.717,-12.708,0
2,0,7.5,22.501,13.9,0,30/11/2013,344.258,50.616,0,24.128,0,02,6.561,6.586,1.221,31.693,16.236,9.4,23.721,24.405,0,0,0,0,0,0,0,2.783,0,0,0,23.888,23.628,0,0,0,0,0,0,0,0,17.8,5.8,25.996,0,-12.131,-11.206,0
3,0,17.201,36.401,19.901,0,30/11/2013,334.034,50.69,0,37.352,0,03,6.559,6.583,13.062,32.682,19.008,21.009,9.502,10.377,0,0,0,0,0,0,0,2.739,0,0,0,24.098,24.068,0,0,0,0,0,0,0,0,17.8,5.8,25.829,0,4.614,-18.513,0
4,0,5.1,18.701,13.3,0,30/11/2013,346.533,46.862,0,18.463,0,04,6.536,6.538,6.836,31.514,16.368,17.753,24.241,24.706,0,17.2,0,0,0,0,0,2.798,0,0,0,23.888,23.779,0,0,0,0,0,0,0,0,17.8,5.78,25.439,0,-5.319,-11.408,0
5,0,2.5,5.8,11.8,0,30/11/2013,372.793,45.288,14.652,24.944,0,05,6.559,6.549,8.545,31.626,17.424,24.634,20.249,21.083,16.995,16.024,0,0,0,0,0,2.783,0,0,0,24.309,23.959,0,0,0,0,0,0,0,0,18,5.76,25.578,0,-6.015,-13.807,0
6,0,15.2,0,15.701,0,30/11/2013,355.861,52.318,17.168,0,0,06,6.554,6.554,15.625,32.637,15.444,22.69,12.77,13.686,0,17.788,0,0,0,0,0,10.269,0,0,0,23.879,23.609,0,0,0,0,0,0,0,0,17.6,5.7,25.662,0,0,-22.907,43.75
7,0,17.201,0,17.601,0,30/11/2013,371.306,51.356,16.428,0,0,07,6.554,6.536,12.452,29.065,12.012,14.285,22.833,23.94,0,18.362,0,0,0,0,0,10.034,0,0,0,24.179,23.489,0,0,0,0,0,0,0,0,17.8,5.8,25.745,0,-3.525,-21.809,49.606
8,0,21.501,5.9,15.701,0,30/11/2013,408.024,51.652,16.724,0,0,08,6.524,6.581,1.953,32.592,13.332,20.589,22.6,23.667,20.221,19.715,0,0,0,0,0,10.262,0,0,0,23.638,23.959,0,0,0,0,0,0,0,0,18,5.52,25.467,0,-14.374,-5.805,48.655
9,0,25.701,6,20.001,0,30/11/2013,443.098,51.43,16.65,0,0,09,6.526,6.598,6.104,29.537,16.764,26.63,18.963,19.88,20.29,19.825,0,0,0,0,0,10.02,0,0,37.491,23.999,23.338,0,0,0,0,0,0,0,0,13,5.67,25.411,0,-7.077,-26.203,43.6
10,0,24.501,6,18.801,15.284,30/11/2013,461.372,51.43,16.502,0,0,10,6.561,6.517,2.075,29.245,16.764,35.402,15.34,16.27,21.342,21.178,0,0,0,0,0,9.822,0,0,35.654,23.798,23.288,0,0,0,0,0,0,5.2,0,12.8,5.53,25.745,0,-11.27,-20.417,37.788
11,0,26.101,5.9,20.001,15.577,30/11/2013,472.19,52.096,16.576,0,0,11,6.564,6.538,4.395,30.975,14.388,34.825,13.836,14.821,21.589,21.315,0,0,0,0,0,9.998,0,0,37.769,23.808,23.258,0,0,0,0,0,0,5.2,0,14,5.13,25.523,0,-9.284,-32.704,41.011
12,0,24.201,5.6,18.701,16.553,30/11/2013,446.131,50.172,16.206,0,0,12,6.549,6.559,10.743,29.582,17.292,28.677,18.116,19.046,20.85,19.401,0,0,0,0,0,9.91,0,0,37.797,23.529,23.128,0,0,0,0,0,0,5.2,0,12.7,5.21,25.606,0,-5.603,-19.703,39.385
13,0,25.901,5.9,20.001,20.02,30/11/2013,415.059,51.504,16.502,0,0,13,6.569,6.579,21.973,30.211,14.916,27.68,20.262,21.083,23.462,22.764,0,0,0,0,0,9.888,0,0,0,23.688,22.998,0,0,0,0,0,0,5.2,1.132,13.7,5.05,25.606,0,0,-22.816,45.402
14,0,25.801,6,19.701,7.788,30/11/2013,433.98,51.282,16.576,0,0,14,6.544,6.573,13.794,29.986,15.708,35.402,20.85,21.958,23.489,22.382,0,0,0,0,0,8.555,0,0,0,23.829,23.218,0,0,0,0,0,0,5.2,0,17.6,4.97,25.634,0,0,-40.815,39.515
15,0,23.201,5.7,17.601,0,30/11/2013,423.914,52.318,16.798,0,0,15,6.534,6.559,11.719,31.559,16.896,33.196,21.438,22.012,21.137,19.579,0,2.161,0,0,0,8.701,0,0,0,23.739,23.628,0,0,0,0,0,0,5.2,0,17.8,4.9,25.606,0,-6.629,-29.206,39.937
