,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC2,AMY1,AMY2,CEN,EEC,EEC20,PCHN,PNI1,PNI2,GSR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,AMY-L9030,TCPI-L9150,Demanda,Date
6,06,0,0,0,0,0,10.54,0,0,40.72,0,5.5,4.1,0,43.068,0,0,25.69,0,0,23.36,8,20.344,19.264,24.692,24.501,0,36.387,0,0,0,0,0,0,24.6,6,41.012,0,-8.3,0.989,365.089,5/6/2012
7,07,0,0,0,0,0,10.174,0,0,40.024,0,5.3,3.9,0,50.172,0,0,25.272,0,0,24.124,8,23.571,22.655,24.419,24.487,0,37.738,0,0,0,0,0,0,24.8,6.2,48.651,7.691,-6.4,2.087,376.109,5/6/2012
8,08,0,0,0,0,0,10.474,0,22.753,35.904,0,8.5,5,11.086,50.542,0,0,25.272,0,0,23.36,8,23.913,24.46,24.61,24.378,0,37.697,0,0,0,0,0,0,24.8,6.06,49.867,19.288,-15.8,-9.101,422.289,5/6/2012
9,09,0,0,0,0,0,10.32,27.155,22.495,39.857,0,13.7,8.6,25.21,49.95,0,0,25.3,0,0,23.922,8,23.913,24.487,24.61,24.364,0,36.748,0,0,0,0,0,0,24.7,6.1,48.542,0,-3,-2.014,472.987,5/6/2012
10,10,18.333,0,0,0,0,10.166,26.713,20.819,40.052,0,10.6,8.3,39.168,49.802,0,0,25.3,0,0,23.607,8,23.913,24.487,24.61,24.419,0,35.188,0,0,0,5.2,0,0,25,6,48.518,-9.033,4.7,8.295,494.233,5/6/2012
11,11,18.614,3.76,0,0,0,10.723,27.302,22.737,40.246,0,7.5,6.4,41.769,49.95,0,0,25.3,0,0,23.989,8.052,23.913,24.487,24.61,24.419,0,36.757,0,0,0,5.2,0,0,25,5.84,48.518,3.296,-9.2,-1.41,512.4,5/6/2012
12,12,18.39,18.616,9.705,0,0,10.254,26.713,23.703,40.274,0,5.1,5.5,41.831,42.846,0,0,25.773,0,0,23.495,8.052,23.913,24.487,24.61,24.419,0,36.687,0,0,0,5.2,0,0,25.2,5.76,40.066,0,-6.9,3.882,513.612,5/6/2012
13,13,15.896,16.761,0,0,0,10.32,28.098,22.382,38.966,0,4.2,4,41.687,50.468,0,0,26.163,0,0,23.203,7.788,23.913,24.487,24.665,24.419,0,37.298,0,0,0,5.2,0,0,24.4,5.76,42.169,18.189,-8.6,-.201,492.855,5/6/2012
14,14,16.989,17.286,0,2.82,0,10.247,27.42,22.253,33.845,0,0.8,0.6,41.808,50.172,0,0,25.745,0,0,23.293,7.788,23.913,24.487,24.419,24.419,0,37.027,0,0,0,5.2,0,0,25.3,5.61,50.966,-12.452,-1.5,9.394,506.965,5/6/2012
15,15,18.333,18.677,0,18.604,0,10.357,26.448,22.463,35.459,0,0.4,0.6,22.681,49.876,0,0,25.662,0,0,23.046,8.052,23.981,24.501,24.501,24.391,0,35.957,0,0,0,5.2,0,0,25.4,5.6,48.716,-22.34,6.3,11.39,503.555,5/6/2012
16,16,1.877,18.397,0,0,0,10.174,27.332,22.14,36.572,0,0,0,51.474,48.766,0,0,25.495,0,0,24.011,8.448,24.091,24.569,24.501,24.446,0,37.277,0,0,0,5.2,0,0,25.5,5.7,40.878,-8.911,-2.1,12.195,485.664,5/6/2012
17,17,0,0,0,0,0,10.43,27.627,24.074,41.248,0,0,0,45.86,49.876,0,0,25.467,0,0,22.147,8.844,24.091,24.569,24.501,24.446,0,36.247,0,0,0,5.2,0,0,25.5,5.76,42.112,14.527,-6.6,3.186,456.926,5/6/2012
18,18,0,0,0,0,0,10.144,27.774,23.591,40.914,0,0,0.2,31.101,42.846,0,0,25.467,0,0,22.933,7.92,24.091,24.569,24.501,24.323,0,37.267,0,0,0,0,0,0,25.2,5.8,45.907,-17.09,3.5,12.287,445.851,5/6/2012
19,19,18.586,18.848,18.384,18.311,0,10.489,28.304,24.138,41.582,0,0,0,45.832,50.098,0,0,25.439,0,0,22.574,8.712,24.022,24.569,24.569,24.391,0,37.057,0,0,0,5.2,0,0,25,5.84,42.836,12.452,-13.4,0,545.729,5/6/2012
20,20,14.496,18.665,18.311,4.688,0,10.401,28.098,23.671,41.471,0,6.6,0.9,48.36,43.216,0,0,25.411,0,0,22.484,8.052,23.325,23.885,24.487,24.501,0,37.457,0,0,0,5.2,0,0,25.2,6.07,43.273,24.781,-10.9,-.311,514.652,5/6/2012
21,21,0,4.614,2.759,0,0,10.21,27.862,23.719,41.471,0,0,0,51.738,42.846,0,0,24.994,0,0,22.664,7.788,23.284,23.79,23.257,23.298,0,37.147,0,0,0,0,0,0,25.2,6.2,50.078,0,-1.2,4.486,469.583,5/6/2012
22,22,0,0,0,0,0,10.247,27.951,23.591,41.36,0,0,0,0,49.728,0,0,24.994,0,0,22.349,5.016,23.981,24.555,24.159,24.46,0,36.677,0,0,0,0,0,0,24.9,6.38,37.988,12.085,-12.3,-.806,409.357,5/6/2012
23,23,0,0,0,0,0,10.489,2.586,0,41.805,0,0,0,0,43.512,0,0,24.966,0,0,22.911,8.316,23.885,24.665,24.542,24.473,0,35.748,0,0,0,0,0,0,25,6.45,39.196,-1.953,-7.4,4.285,363.563,5/6/2012
0,00,0,0,0,0,0,10.408,0,0,0,0,4,3.1,0,50.32,0,0,25.384,0,0,23.158,7.788,24.077,24.528,24.542,24.255,0,36.457,0,0,0,0,0,0,25.2,6.45,38.619,3.784,-4.7,1.886,327.316,6/6/2012
1,01,0,0,0,0,0,6.123,0,0,0,0,0.1,0,0,50.172,0,0,25.161,0,0,22.731,8,24.077,24.405,24.542,24.296,0,35.788,0,0,0,0,0,0,24.7,6.5,37.35,3.906,-6.5,1.392,315.177,6/6/2012
2,02,0,0,0,0,0,0,0,0,0,0,0.1,0,0,50.172,0,0,25.662,0,0,23.203,8,23.817,24.501,24.542,24.296,0,36.767,0,0,0,0,0,0,24.6,6.5,37.558,5.493,-5,3.186,306.069,6/6/2012
3,03,0,0,0,0,0,0,0,0,0,0,0.1,0,0,43.734,0,0,25.161,0,0,22.776,8.2,24.077,24.61,24.542,24.296,0,36.967,0,0,0,0,0,0,24.5,6.5,42.637,7.691,-9.9,-.403,310.822,6/6/2012
4,04,0,0,0,0,0,0,0,0,0,0,0,0,0,43.956,0,0,25.161,0,0,22.933,8.184,24.077,24.364,24.542,24.296,0,36.727,0,0,0,0,0,0,24.6,6.5,46.659,6.104,-7.3,3.296,310.109,6/6/2012
5,05,0,0,0,0,0,10.437,0,0,1.141,0,0,0,0,52.466,0,0,25.077,0,0,22.304,8.58,23.844,24.432,24.446,24.473,0,37.587,0,0,0,0,0,0,24.2,6.5,50.904,5.86,-10.7,0,341.341,6/6/2012
6,06,0,0,0,0,0,10.569,0,0,42.306,0,0,0,0,42.402,0,0,25.133,0,0,23.225,8.448,22.559,22.819,24.446,24.473,0,36.207,0,0,0,0,0,0,24.7,6.5,36.992,1.221,-3.9,4.486,349.022,6/6/2012
7,07,0,0,0,0,0,10.489,0,0,41.749,0,0,0,14.781,50.394,0,0,25.217,0,0,23.046,8.052,23.899,24.583,24.446,24.173,0,37.547,0,0,0,0,0,0,24.6,6.5,37.514,5.86,-3.1,6.391,367.869,6/6/2012
8,08,0,0,0,0,0,10.569,0,4.335,40.413,0,0,0,15.496,51.578,0,0,25.495,0,0,23.27,8.184,23.899,24.583,24.473,24.487,0,37.237,0,0,0,0,0,0,24.7,6.2,50.299,-3.296,-18.301,-8.606,425.371,6/6/2012
9,09,17.535,0,0,0,0,8.892,29.482,23.574,40.107,0,5.3,5,50.656,50.986,0,0,25.244,0,0,22.574,8.052,23.927,24.583,24.802,0,0,36.987,0,0,0,5.2,0,0,24.7,6.07,43.061,-3.052,-3.4,3.388,479.796,6/6/2012
10,10,16.317,0,15.943,0,0,10.174,28.687,21.415,39.217,0,12.5,7.8,42.085,43.66,0,0,24.938,0,0,23.652,8.448,23.927,24.583,24.637,24.364,0,37.078,0,0,0,3,0,0,24.7,6,41.041,-2.564,4.6,0.183,501.947,6/6/2012
11,11,16.555,0,16.358,0,0,10.247,28.687,21.786,39.523,0,7.8,6.6,42.57,50.024,0,0,25.69,0,0,22.888,8.316,23.927,24.583,24.555,24.364,0,37.017,0,0,0,5.2,0,0,24.2,5.84,49.142,3.54,-4.8,0.183,516.949,6/6/2012
12,12,18.502,0,18.226,0,0,10.32,26.861,22.575,40.052,0,10.4,6.1,51.957,50.024,0,0,25.328,0,0,22.911,8.448,23.927,24.583,24.555,24.46,0,36.287,0,0,0,5.2,0,0,24.5,5.84,38.006,10.498,-4.2,1.282,511.482,6/6/2012
13,13,0,0,18.055,0,0,10.218,26.89,22.833,39.328,0,5.8,4.6,45.288,51.06,0,0,25.328,0,0,23.719,7.92,23.927,24.583,24.555,24.268,0,37.357,0,0,0,5.2,0,0,24,5.76,50.717,-1.953,0.2,3.882,499.277,6/6/2012
14,14,18.516,18.763,18.226,0,0,10.357,27.126,22.737,37.574,0,3.5,3.3,39.608,50.172,0,0,25.3,0,0,13.747,8.316,23.927,24.583,24.555,24.309,0,36.797,0,0,0,5.2,0,0,24,5.84,49.567,7.691,-9.4,-1.502,519.231,6/6/2012
15,15,16.568,16.7,15.467,16.541,14.258,10.203,26.566,22.624,39.523,0,0.7,0.6,45.866,43.068,0,0,25.551,0,0,12.758,7.524,23.927,24.583,24.555,24.378,0,35.997,0,0,0,3,0,0,24.5,5.84,41.45,0,-1.2,6.189,517.758,6/6/2012
16,16,18.432,18.628,17.042,16.431,8.203,10.152,26.271,22.398,40.33,0,0.1,0,45.519,43.66,0,0,25.551,0,0,0,4.488,23.927,24.583,24.555,24.528,0,36.088,0,0,0,5.2,0,0,24.4,5.86,42.389,5.493,-4.8,2.399,505.643,6/6/2012
17,17,18.306,18.47,18.226,0,0.293,10.218,29.306,23.864,41.332,0,0.4,0.7,52.121,49.58,0,0,25.411,0,0,0,3.696,24.487,0,24.528,24.473,0,37.117,0,0,0,5.2,0,0,24.7,6.1,48.341,11.475,-4.6,5.09,474.904,6/6/2012
18,18,18.474,18.69,0,0,1.27,10.262,29.836,24.058,43.169,0,0.5,0.8,51.922,50.468,0,0,25.411,0,0,0,4.356,19.893,0,20.112,19.77,0,36.908,0,0,0,5.2,0,0,24.7,6.07,46.234,-14.649,-2,8.899,465.853,6/6/2012
19,19,18.333,18.69,18.433,18.543,16.113,10.298,29.895,24.09,43.614,0,0.2,1.2,52.07,50.542,0,0,25.328,0,0,0,3.696,22.887,24.802,24.61,24.528,0,36.228,0,0,0,5.2,0,0,24.4,6.07,47.35,-19.288,-.8,7.892,559.316,6/6/2012
20,20,18.487,18.555,18.067,18.409,8.984,10.188,29.659,24.01,43.558,0,0,0,51.836,50.172,0,0,25.411,0,0,12.781,3.96,22.887,24.473,24.637,24.364,0,37.357,0,0,0,5.2,0,0,24.2,5.9,40.912,5.371,-6.1,4.688,540.048,6/6/2012
21,21,18.698,18.738,0,0,0,10.467,30.307,24.283,43.197,0,0.6,0.1,51.925,45.214,0,0,25.384,0,0,22.394,4.356,19.36,19.292,24.378,24.282,0,37.417,0,0,0,5.2,0,0,24.4,6,40.604,12.207,-6.8,-1.813,493.002,6/6/2012
22,22,0,0,0,0,0,10.24,29.836,24.106,43.447,0,0.3,0,0.582,50.024,0,0,25.3,0,0,23.068,4.356,22.792,24.624,24.624,24.255,0,37.097,0,0,0,0,0,0,24.5,6.2,47.3,4.273,-8.6,0.787,426.181,6/6/2012
23,23,0,0,0,0,0,10.452,30.101,0,43.113,0,2.2,1.5,0,42.92,0,0,25.356,0,0,22.933,3.564,22.805,24.542,24.569,24.473,0,37.527,0,0,0,0,0,0,24.3,6.07,44.519,1.587,0.5,6.391,382.466,6/6/2012
0,00,0,0,0,0,0,10.408,0,0,43.336,0,2.9,2.2,0,50.246,0,0,25.356,0,0,22.978,3.96,22.928,24.665,24.528,24.501,0,37.338,0,0,0,0,0,0,25.1,6.3,43.812,3.784,1.1,8.386,357.286,7/6/2012
1,01,0,0,0,0,0,10.371,0,0,0,0,3,4.2,0,50.394,0,0,25.773,0,0,23.001,4.224,22.751,24.514,24.473,24.446,0,37.187,0,0,0,0,0,0,25.1,6.33,50.037,5.86,-7.8,0.897,336.844,7/6/2012
2,02,0,0,0,0,0,10.262,0,0,0,0,1.5,1.1,0,50.986,0,0,25.356,0,0,24.124,3.96,22.751,24.61,24.542,24.35,0,37.218,0,0,0,0,0,0,25,6.25,50.463,6.592,-10.4,-.806,337.086,7/6/2012
3,03,0,0,0,0,0,10.32,0,0,0,0,3.6,4.6,0,50.246,0,0,25.69,0,0,22.394,4.224,22.846,24.692,24.596,24.378,0,37.187,0,0,0,0,0,0,25.1,6.2,48.049,0,-4,1.886,336.266,7/6/2012
4,04,0,0,0,0,0,10.503,0,0,0,0,6,3.8,0,50.172,0,0,25.606,0,0,24.371,4.356,22.846,24.542,24.528,24.501,0,37.417,0,0,0,0,0,0,25.1,5.99,46.789,11.719,-8.6,-2.106,335.508,7/6/2012
5,05,0,0,0,0,0,10.357,0,0,42.055,0,12.3,9,0,30.858,0,0,25.606,0,0,23.922,3.96,22.901,24.501,24.514,24.282,0,36.318,0,0,0,0,0,0,25.3,6.2,41.268,0,-1.5,-1.41,366.202,7/6/2012
6,06,0,0,0,0,0,10.833,0,0,42.139,0,15.501,10.5,0,41.662,0,0,25.662,0,0,23.36,4.62,19.237,21.219,24.542,24.35,0,36.318,0,0,0,0,0,0,25.2,5.99,38.115,12.696,-3.4,-2.6,362.552,7/6/2012
7,07,0,0,0,0,0,10.203,0,0,41.554,0,17.301,14,0,42.18,0,0,25.244,0,0,23.293,3.828,21.876,24.268,24.446,24.214,0,36.987,0,0,0,0,0,0,24.6,6.2,42.812,-25.636,18.801,11.097,378.694,7/6/2012
8,08,0,0,0,0,0,10.313,27.685,22.753,36.071,0,21.901,15.201,0,50.024,0,0,25.606,0,0,22.956,4.092,24.118,24.528,24.706,24.487,0,36.048,0,0,0,0,0,0,24,5.9,42.307,22.95,-9.4,-15.912,445.058,7/6/2012
9,09,18.403,0,0,0,0,10.291,28.687,22.592,35.209,0,22.201,17.201,43.553,45.732,0,0,25.606,0,0,22.821,3.96,23.257,22.546,24.255,24.009,0,35.827,0,0,0,5.2,0,0,24.6,5.8,44.006,39.796,-6.7,-16.205,488.865,7/6/2012
10,10,18.361,0,18.384,0,0,8.782,28.422,22.221,35.543,0,18.801,14.5,43.127,49.876,0,0,25.718,0,0,22.484,3.696,22.176,14.219,24.637,24.378,0,36.237,0,0,0,5.2,0,0,24.7,5.8,46.76,1.221,5,0,507.801,7/6/2012
11,11,19.006,0,18.628,1.209,0,8.841,26.978,21.302,35.014,0,9.9,7.8,43.869,51.356,0,0,25.244,0,0,22.641,3.828,23.844,24.446,24.528,24.337,0,35.248,0,0,0,5.2,0,0,24.8,5.8,49.352,-5.86,-6,-5.2,530.231,7/6/2012
12,12,19.146,0,18.653,18.348,0,8.687,26.537,23.494,35.181,0,7.4,5.8,52.706,51.06,0,0,25.272,0,0,23.405,3.696,23.844,24.446,24.528,24.337,0,36.377,0,0,0,5.2,0,0,25,5.8,37.782,-3.174,-1.5,3.388,527.985,7/6/2012
13,13,18.249,0,17.811,18.458,0,8.76,27.892,23.671,35.014,0,1.5,1.3,49.796,49.802,0,0,25.244,0,0,22.439,4.224,17.637,23.161,24.528,24.405,0,36.837,0,0,0,5.2,0,0,24,5.6,49.54,-1.343,-2.9,5.383,513.928,7/6/2012
14,14,17.157,17.029,18.006,17.09,0,8.797,27.627,22.688,33.817,0,0.2,0,49.64,50.246,0,0,25.244,0,0,23.472,4.488,20.714,22.805,24.528,24.405,0,36.488,0,0,0,5.2,0,0,24.5,5.6,49.54,10.254,-8.5,-.403,527.93,7/6/2012
15,15,18.236,17.005,16.26,17.115,0,7.324,27.332,23.574,33.789,0,0,0,49.488,49.728,0,0,25.244,0,0,22.821,3.96,23.79,23.051,24.528,24.405,0,36.708,0,0,0,5.2,0,0,24.5,5.6,49.751,-3.662,-3.4,4.889,531.582,7/6/2012
16,16,18.529,17.2,0,18.738,0,9.126,28.334,24.138,33.038,0,0,0,49.23,50.468,0,0,25.244,0,0,22.372,5.016,24.05,24.214,24.555,24.35,0,36.637,0,0,0,5.2,0,0,24.6,5.6,44.773,8.301,-5.3,0.494,511.917,7/6/2012
17,17,16.387,14.49,0,0,0,10.049,29.865,23.832,36.294,0,0,0,40.835,50.098,0,0,25.189,0,0,23.113,4.62,24.05,24.159,24.555,24.337,0,36.658,0,0,0,5.2,0,0,24.6,5.7,39.315,5.249,-5.3,4.193,479.204,7/6/2012
18,18,16.401,0,0,0,0,10.02,29.512,23.768,40.914,0,0,0.1,30.724,43.216,0,0,25.551,0,0,22.709,4.62,19.169,18.95,24.555,24.487,0,36.497,0,0,0,5.2,0,0,24.6,5.8,40.966,-6.958,-2.3,8.295,448.722,7/6/2012
19,19,19.174,19.361,16.663,18.519,0,10.1,29.954,24.412,41.638,0,1.2,1,45.299,51.134,0,0,30.115,0,0,22.484,4.092,23.927,24.692,24.555,24.487,0,36.108,0,0,0,5.2,0,0,24.6,5.8,50.137,-4.273,-9,3.186,564.738,7/6/2012
20,20,19.258,19.275,16.7,18.69,0,10.144,29.924,24.493,41.861,0,7.3,6.3,45.467,51.356,0,0,25.467,0,0,23.023,4.224,23.927,24.692,24.555,24.446,0,36.037,0,0,0,5.2,0,0,24.3,5.76,46.708,21.851,-5.2,-4.303,546.759,7/6/2012
21,21,0,0,0,0,0,9.925,29.217,24.138,41.721,0,35.601,22.401,45.845,49.58,0,0,25.217,0,0,22.911,3.96,23.927,24.391,24.72,24.296,0,36.807,0,0,0,0,0,0,24.5,5.92,39.185,7.569,5.9,-7.215,508.008,7/6/2012
22,22,0,0,0,0,0,10.13,0,24.364,41.833,0,32.301,22.501,0,50.468,0,0,25.105,0,0,23.54,5.148,23.872,24.569,24.569,24.528,0,37.147,0,0,0,0,0,0,24.3,5.8,43.267,15.625,-3.5,-10.511,441.828,7/6/2012
23,23,0,0,0,0,0,10.13,0,8.814,41.36,0,30.801,22.201,0,43.512,0,0,25.411,0,0,23.27,4.092,23.981,24.487,24.487,24.405,0,36.698,0,0,0,0,0,0,24.4,5.9,31.488,5.493,2.1,-5.512,403.356,7/6/2012
0,00,0,0,0,0,0,10.291,0,0,15.531,0,26.401,21.401,0,50.468,0,0,25.411,0,0,23.8,4.5,23.981,24.432,24.446,24.282,0,36.6,0,0,0,0,0,0,24.5,6.05,35.095,8.789,0,-8.203,376.603,8/6/2012
1,01,0,0,0,0,0,10.181,0,0,0,0,27.801,19.101,9.668,43.882,0,0,25.384,0,0,23.9,4.3,23.858,24.665,24.528,24.337,0,36.6,0,0,0,0,0,0,24.6,6.2,31.637,30.519,-8.4,-8.515,346.988,8/6/2012
2,02,0,0,0,0,0,10.144,0,0,0,0,27.601,18.001,9.668,33.596,0,0,25.411,0,0,24,4.4,23.858,24.46,24.624,24.46,0,36.5,0,0,0,0,0,0,24.6,6.07,31.55,14.161,-2.5,-9.503,346.785,8/6/2012
3,03,0,0,0,0,0,5.603,0,0,0,0,26.501,17.601,0,50.098,0,0,25.411,0,0,22.1,4,24.132,24.487,24.419,24.282,0,36.5,0,0,0,0,0,0,24.8,6.07,31.969,6.836,1.4,-6.5,346.237,8/6/2012
4,04,0,0,0,0,0,0,0,0,0,0,24.801,16.701,0,50.024,0,0,25.356,0,0,22.7,4.2,24.036,24.487,24.569,24.296,0,36.9,0,0,0,0,0,0,24.7,6.2,30.339,5.86,0.7,-5.109,337.808,8/6/2012
5,05,0,0,0,0,0,9.998,0,0,0,0,27.201,20.201,14.716,50.246,0,0,25.356,0,0,17.8,4,24.063,24.487,24.72,24.282,0,36.6,0,0,0,0,0,0,24.7,6.2,34.963,15.381,-3.7,-10.108,367.91,8/6/2012
6,06,0,0,0,0,0,10.254,0,0,0,0,26.201,17.101,6.442,34.114,0,0,25.356,0,0,23.9,4.2,24.036,24.378,24.678,24.337,0,36.9,0,0,0,0,0,0,24.7,6.2,49.442,10.132,-4.1,-11.811,367.968,8/6/2012
7,07,0,0,0,0,0,10.24,0,0,40.107,0,32.701,21.801,14.463,29.97,0,0,25.356,0,0,22.4,4.2,18.895,17.87,24.665,24.296,0,36.8,0,0,0,0,0,0,24.8,6.2,40.639,14.161,0.6,-7.617,388.209,8/6/2012
8,08,0,0,0,0,0,8.672,0,22.285,39.94,0,27.201,18.601,21.343,33.226,0,0,25.384,0,0,23.2,4,23.229,24.255,24.473,24.309,0,36.5,0,0,0,0,0,0,24.8,6,50.452,-1.343,6,-9.906,443.119,8/6/2012
9,09,0,0.452,0,0,0,9.939,28.893,22.543,40.246,0,24.901,17.501,49.129,33.596,0,0,25.384,0,0,22.3,4.5,23.134,24.227,24.501,24.419,0,36.4,0,0,0,5.2,0,0,24.8,6,49.625,0,4.4,-5.914,499.204,8/6/2012
10,10,18.445,18.567,0,9.912,0,10.313,28.422,21.045,40.052,0,14.9,11,48.775,33.448,0,0,25.189,0,0,22.2,4.3,23.243,24.268,24.569,24.46,0,36.8,0,0,0,5.2,0,0,25,5.8,49.612,23.927,-10.7,-8.918,521.211,8/6/2012
11,11,18.278,18.567,16.309,18.384,0,10.027,26.919,22.269,39.912,0,16.901,14.1,50.97,33.3,0,0,25.467,0,0,22.5,4.2,22.833,23.981,24.569,24.432,0,38,0,0,0,5.2,0,0,25,5.8,39.793,5.249,9.3,2.692,530.47,8/6/2012
12,12,18.319,18.421,16.553,18.482,0,10.064,28.275,22.189,41.193,0,2.6,4.6,47.106,33.078,0,0,25.439,0,0,22.7,4.224,23.817,24.624,24.692,24.391,0,36.6,0,0,0,5.2,0,0,24.7,5.6,40.904,14.771,-13.2,0.293,521.883,8/6/2012
13,13,18.306,18.311,16.529,17.164,0,9.712,27.98,22.011,39.94,0,1.9,1.6,47.024,33.152,0,0,25.244,0,0,23.8,4.356,24.063,19.715,24.35,23.981,0,37,0,0,0,5.2,0,0,25.3,5.6,49.597,0,-5.6,6.592,520.887,8/6/2012
14,14,17.073,17.225,16.37,17.2,0,9.991,28.392,22.301,38.354,0,7.5,4.7,47.094,33.448,0,0,25.244,0,0,23.2,4.4,23.708,24.596,24.665,24.309,0,36.3,0,0,0,5.2,0,0,24.9,5.5,49.074,16.846,-6.6,-2.417,522.915,8/6/2012
15,15,18.502,18.206,8.435,18.397,0,9.954,29.247,21.963,37.825,0,5.9,6.2,48.6,34.04,0,0,25.217,0,0,23.1,4.224,23.544,24.596,24.692,24.432,0,36.1,0,0,0,5.2,0,0,25,5.5,46.141,-2.319,4.3,6.592,516.418,8/6/2012
16,16,18.474,18.211,0,0,0,9.983,29.63,22.156,39.3,0,10.6,9.8,42.01,33.67,0,0,25.69,0,0,22.8,4.2,23.913,24.487,24.542,24.309,0,35.9,0,0,0,5.2,0,0,24.9,5.4,44.472,0,0.2,1.19,498.257,8/6/2012
17,17,0,0,0,0,0,9.925,30.013,23.413,38.883,0,13,10.5,42.385,33.374,0,0,25.69,0,0,22.4,4,23.844,24.473,24.569,24.323,0,36.1,0,0,0,0,0,0,24.5,5.8,44.872,3.296,5.9,2.289,450.579,8/6/2012
18,18,0,0,0,0,0,10.269,30.337,23.413,40.914,0,14.3,11.4,30.969,32.56,0,0,25.968,0,0,22.8,4.1,18.963,18.239,19.182,19.743,0,35.7,0,0,0,0,0,0,25.3,5.6,42.721,-24.659,9.9,11.994,435.243,8/6/2012
19,19,18.516,18.6,18.055,18.47,0,9.837,31.162,23.687,41.61,0,18.601,12.9,52.45,39.59,0,0,26.024,0,0,23.3,4,24.009,24.46,24.473,24.241,0,36.7,0,0,0,5.2,0,0,24.5,5.8,41.693,19.776,-7.3,-6.5,561.912,8/6/2012
20,20,18.361,14.8,0,0,0,10.013,29.63,24.058,41.387,0,32.001,17.101,47.901,39.072,0,0,25.578,0,0,23.1,3.96,17.09,19.524,24.514,24.268,0,36,0,0,0,5.2,0,0,24.3,5.9,47.123,7.935,-5.9,-7.91,536.796,8/6/2012
21,21,4.286,0,0,0,0,10.13,31.162,23.977,41.471,0,11.8,12.5,47.728,41.662,0,0,25.968,0,0,23.1,4.2,23.995,24.528,24.514,24.227,0,36.1,0,0,0,5.2,0,0,24.7,5.92,49.007,-2.319,1.8,-.311,497.005,8/6/2012
22,22,0,0,0,0,0,10.218,31.397,0,41.527,0,13.6,12.4,32.605,41.292,0,0,25.968,0,0,23.2,4,24.036,24.528,24.665,24.514,0,36,0,0,0,0,0,0,24.5,5.9,38.906,6.104,-5.8,-4.505,443.457,8/6/2012
23,23,0,0,0,0,0,10.269,31.515,0,41.777,0,10.8,7.1,0,41.884,0,0,25.69,0,0,23.8,4.1,23.53,23.544,24.391,24.173,0,36,0,0,0,0,0,0,24.6,5.99,42.136,1.709,1.7,3.095,394.795,8/6/2012
0,00,0,0,0,0,0,9.976,30.572,0,21.515,0,4.9,6.8,0,40.774,0,0,25.69,0,0,23.427,3.3,23.858,24.2,24.583,24.514,0,36.528,0,0,0,0,0,0,24,5,39.6,-7.447,6.5,7.398,362.759,9/6/2012
1,01,0,0,0,0,0,10.305,0,0,0,0,14.8,10.7,0,41.144,0,0,25.829,0,0,22.8,4.752,23.872,24.542,24.665,24.255,0,36.218,0,0,0,0,0,0,24.6,5.92,49,0,-7.6,-7.105,358.107,9/6/2012
2,02,0,0,0,0,0,10.152,0,0,0,0,9.9,6.7,0,42.032,0,0,25.885,0,0,22.1,3.96,23.94,24.391,24.61,24.241,0,36.308,0,0,0,0,0,0,24.7,6,49,0,-8,-5.603,347.522,9/6/2012
3,03,0,0,0,0,0,10.276,32.428,0,0,0,9.6,6.8,0,42.106,0,0,25.885,0,0,22.2,4.62,20.508,19.948,24.569,24.487,0,36.207,0,0,0,0,0,0,24.6,6.3,37.7,7.691,-1.6,0,342.143,9/6/2012
4,04,0,0,0,0,0,10.144,32.075,0,0,0,9.8,5.3,0,39.96,0,0,25.912,0,0,22.978,3.696,23.817,24.186,24.555,24.255,0,36.467,0,0,0,0,0,0,24.8,6.07,37,9.644,-3.1,2.289,342.204,9/6/2012
5,05,0,0,0,0,0,9.983,31.22,0,0,0,15.401,7.8,0,39.886,0,0,25.912,0,0,22.3,3.96,23.858,24.323,23.749,24.036,0,37.277,0,0,0,0,0,0,24.7,6.2,45.2,14.893,-9.1,-7.801,367.763,9/6/2012
6,06,0,0,0,0,0,10.371,32.045,0,0,0,9.3,7.7,0,43.364,0,0,26.219,0,0,23.225,4.488,23.858,24.61,24.323,23.872,0,36.828,0,0,0,0,0,0,24.8,6.2,35.1,20.997,-5.4,-.604,341.235,9/6/2012
7,07,0,0,0,0,0,10.034,31.191,0,1.141,0,23.301,10.5,0,41.958,0,0,25.745,0,0,24,3.3,23.065,23.434,24.596,24.296,0,37.527,0,0,0,0,0,0,24.8,6.05,31,8.301,-11.3,-9.21,378.147,9/6/2012
8,08,0,0,0,0,0,10.21,30.219,0,41.666,0,19.201,16.201,0,41.884,0,0,25.745,0,0,22.9,4.356,23.038,22.969,24.596,24.2,0,36.698,0,0,0,0,0,0,24.6,6.02,30.9,-2.564,1.8,-2.417,408.584,9/6/2012
9,09,0,0,0,0,0,10.115,29.365,23.8,41.387,0,21.301,13.2,15.381,41.736,0,0,25.745,0,0,23.5,4.356,22.477,22.915,24.596,24.227,0,36.828,0,0,0,0,0,0,24.9,5.84,29.9,3.052,4.3,-2.307,436.524,9/6/2012
