,AMY-L9030,AMY1,AMY2,CEN,Date,Demanda,EEC,EEC20,EOL,GSR,HORA,LNI-L9040,MTR,NSL,PBP,PCA1,PCA2,PCF1,PCF2,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PEN3,PEN4,PHC1,PHC2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,PNI1,PNI2,SND-L9090,TCPI-L9150,TPC
23,11.1,28.901,19.301,0,25/7/2013,409.204,51.8,16.872,29.59,0,23,4.151,12.713,0,26.419,18.389,19.319,15.094,13.741,0,0,0,0,0,0,0,0,0,28.259,28.167,0,0,0,0,0,0,0,0,19,5.6,25.3,0,0,-11.115,49.162
0,11.5,28.001,17.601,0,26/7/2013,389.38,51.356,16.798,26.331,0,00,-2.441,13.41,0,19.538,22.71,23.585,0,14.684,0,0,0,0,0,0,0,0,0,28.568,28.259,0,0,0,0,0,0,0,0,19,5.8,25.495,0,0,-3.204,42.243
1,10.4,24.901,15.701,0,26/7/2013,368.726,51.948,16.872,28.693,0,01,8.179,13.589,0,22.743,23.134,24.036,0,0,0,0,0,0,0,0,0,0,0,29.038,28.559,0,0,0,0,0,0,0,0,18,5.6,25.662,0,0,-7.801,45.013
2,9.8,27.101,15,0,26/7/2013,362.024,51.356,16.798,40.581,0,02,10.498,13.836,0,33.669,9.817,10.787,0,0,0,0,0,0,0,0,0,0,0,28.989,28.928,0,0,0,0,0,0,0,0,18,5.5,25.745,0,0,-18.604,37.611
3,9,24.201,13.3,0,26/7/2013,356.901,50.986,6.29,40.895,0,03,12.085,13.612,0,19.119,16.735,17.733,0,15.627,0,0,0,0,0,0,0,0,0,29.168,28.938,0,0,0,0,0,0,0,0,19.5,5.6,25.745,0,0,-12.818,37.719
4,8.1,36.001,18.401,0,26/7/2013,367.985,44.992,14.726,32.091,0,04,7.813,13.612,0,24.476,18.717,19.524,0,0,0,0,0,0,0,0,0,0,0,28.508,28.637,0,0,0,0,0,0,0,0,19.5,5.6,25.161,0,0,-16.407,37.545
5,7.4,21.601,18.201,0,26/7/2013,384.413,45.066,14.652,36.147,0,05,-1.709,13.881,0,22.217,23.694,24.624,0,0,0,0,0,0,0,0,0,0,0,28.378,28.478,0,0,0,0,0,0,0,0,19.5,5.6,25.829,0,0,-16.315,37.663
6,10.7,17.001,14.7,28.377,26/7/2013,364.59,51.8,16.65,18.888,0,06,17.212,13.679,0,13.813,17.692,18.43,0,15.504,0,0,0,0,0,11.485,31.78,0,0,28.518,28.318,0,0,0,0,0,0,0,0,0,5.44,25.606,0,0,2.893,37.714
7,10.1,34.701,18.201,0,26/7/2013,414.976,45.214,14.8,33.777,0,07,4.761,13.679,0,24.318,19.579,20.262,0,0,0,0,0,0,0,11.499,31.397,0,0,29.248,28.528,0,0,0,0,0,0,0,0,0,5.44,25.551,0,0,-17.505,49.555
8,8.7,29.801,18.701,2.026,26/7/2013,470.883,51.578,16.65,36.527,0,08,9.644,13.634,0,27.89,23.995,24.624,23.202,22.436,0,0,0,0,0,10.73,30.69,0,0,29.468,28.637,0,0,0,0,0,0,0,0,0,5.28,25.551,0,0,-16.407,47.362
9,12.4,27.801,20.101,45.618,26/7/2013,509.711,51.726,16.502,35.284,0,09,0,13.567,0,31.567,23.352,24.364,19.114,17.377,0,0,0,0,0,9.983,30.72,0,0,29.457,28.998,0,0,0,0,0,0,0,0,0,5.13,25.328,0,0,-7.306,47.362
10,5.7,27.901,19.001,50.396,26/7/2013,526.478,51.06,16.576,30.011,0,10,9.278,13.544,0,26.262,23.913,24.555,17.309,16.01,0,0,0,0,0,9.961,30.72,0,32.091,28.938,28.488,0,0,0,0,0,5.2,0,0,0,4.34,25.857,0,4.431,-15.217,48.537
11,-1.7,24.801,17.001,45.982,26/7/2013,537.964,52.022,15.688,25.637,0,11,16.236,13.32,0,28.153,23.844,24.514,17.501,16.161,0,0,15.186,0,0,9.573,30.543,15.26,31.757,28.668,28.048,0,0,0,0,0,5.2,0,0,0,4.3,25.467,0,3.369,-13.807,43.436
12,6.1,26.001,20.501,49.761,26/7/2013,530.996,52.17,16.206,36.023,0,12,11.597,13.23,0,23.163,17.583,18.553,16.844,15.737,0,0,11.341,0,0,9.368,29.924,17.838,33.706,28.259,27.798,0,0,0,0,0,5.2,0,0,0,4.25,25.69,0,0,-11.609,37.938
13,5.9,18.901,16.101,49.467,26/7/2013,523.432,51.726,16.132,27.92,0,13,3.052,13.163,0,19.486,23.831,24.323,16.366,14.575,0,0,0,0,0,9.163,29.099,17.467,34.29,28.188,27.907,0,0,0,0,0,5.2,0,0,0,4.2,25.912,0,0,-9.613,42.707
14,2.4,13.4,13.2,47.118,26/7/2013,534.835,51.874,16.428,20.921,0,14,11.719,13.477,0,8.875,23.831,24.473,22.464,21.37,0,18.213,18.262,0,0,9.317,29.541,17.032,34.735,28.597,27.838,0,0,0,0,0,5.2,0,0,0,4.2,25.69,0,0,0.586,47.304
15,7.2,30.701,21.301,49.58,26/7/2013,534.431,45.436,14.43,41.069,0,15,17.335,13.095,0,18.541,15.258,16.311,15.969,15.778,0,18.384,18.091,0,0,10.174,29.365,14.857,34.624,27.788,28.068,0,0,0,0,0,5.2,0,0,0,4.25,25.328,0,8.057,-15.601,37.824
16,4.7,26.601,17.801,49.529,26/7/2013,528.205,51.134,14.874,40.455,0,16,8.667,13.41,0,24.423,14.916,16.092,23.243,21.944,0,0,0,0,0,10.254,29.365,1.611,36.044,29.568,28.928,0,0,0,0,0,0,0,0,0,4.35,25.634,0,0,-16.718,44.678
17,7.1,23.501,17.501,31.967,26/7/2013,460.958,44.77,14.134,30.452,0,17,20.997,13.163,0,22.69,16.133,17.336,23.489,23.749,0,0,0,0,0,9.5,31.044,2.917,35.821,28.068,28.108,0,0,0,0,0,0,0,0,0,4.4,25.634,0,10.016,-10.016,44.678
18,3.1,29.901,21.801,31.03,26/7/2013,441.238,44.918,14.208,38.428,0,18,14.771,13.432,0,20.589,8.012,8.86,16.926,15.969,0,0,0,0,0,10.884,31.073,4.19,0,28.488,28.478,0,0,0,0,0,0,0,0,0,4.4,25.718,0,0,-17.011,44.793
19,3.2,16.901,16.101,45.724,26/7/2013,570.09,52.688,16.798,30.422,0,19,0,13.432,0,21.692,23.968,24.432,20.331,20.044,0,0,0,2.246,0,9.522,31.662,2.659,36.211,28.588,28.458,0,39.473,0,0,0,5.2,0,0,0,5.03,25.857,0,0,-10.108,40.048
20,5.7,23.301,16.801,45.652,26/7/2013,565.652,52.318,16.502,32.948,0,20,8.301,13.163,0,25.106,19.893,20.645,15.368,18.157,18.39,0,18.397,2.686,0,10.21,31.633,19.917,36.99,28.458,28.308,0,0,0,0,0,5.2,0,0,0,5.07,25.94,0,0,-11.005,37.595
21,3.5,29.301,21.601,45.712,26/7/2013,510.902,52.022,16.576,34.379,0,21,18.555,13.455,0,32.093,15.969,17.104,17.227,16.803,0,0,0,3.137,0,8.445,31.751,7.654,24.02,28.088,28.208,0,0,0,0,0,0,0,0,0,5.15,25.857,0,7.819,-19.703,46.521
22,7,31.501,17.701,12.859,26/7/2013,455.156,45.066,14.282,40.057,0,22,12.696,13.522,0,26.472,14.629,15.709,17.323,16.68,0,0,0,2.893,0,11.602,31.662,11.409,0,27.808,27.999,0,0,0,0,0,0,0,0,0,5.23,25.662,0,0,-24.006,40.78
23,7.1,29.001,20.801,0,26/7/2013,417.508,43.956,14.43,38.663,0,23,12.696,13.23,0,27.47,19.428,20.508,17.514,16.749,0,0,0,2.661,0,11.639,17.817,7.477,0,28.058,28.198,0,0,0,0,0,0,0,0,0,5.13,25.885,0,0,-18.513,30.176
0,18.401,27.401,17.401,0,27/7/2013,393.877,51.874,16.502,38.127,0,00,-7.691,13.567,0,33.09,17.446,18.444,0,13.7,0,0,0,2.661,0,11.309,0,2.659,0,27.968,28.248,0,0,0,0,0,0,0,0,0,5.2,25.05,0,0,-3.9,33.743
1,8.7,31.401,18.501,0,27/7/2013,370.413,51.504,16.872,41.233,0,01,7.324,13.544,0,32.618,17.555,18.512,0,0,0,0,0,2.661,0,0,0,2.643,0,27.907,28.268,0,0,0,0,0,0,0,0,0,5.28,25.105,0,0,-17.212,35.621
2,10.1,38.801,20.801,0,27/7/2013,363.952,52.614,17.168,41.343,0,02,16.236,13.522,0,35.297,13.33,14.315,0,0,0,0,0,2.649,0,0,0,2.643,0,28.978,28.868,0,0,0,0,0,0,0,0,0,5.3,25.551,0,4.45,-23.31,30.248
3,9.8,37.301,17.701,0,27/7/2013,363.541,51.134,0,41.249,0,03,9.033,13.634,0,33.354,18.348,19.087,0,0,0,0,0,2.686,0,0,0,2.675,0,29.448,29.298,0,0,0,0,0,0,0,0,0,5.5,25.69,0,0,-20.417,34.837
4,11.8,35.801,21.201,0,27/7/2013,361.289,53.798,16.65,40.837,0,04,12.574,13.724,0,26.787,16.092,17.172,0,0,0,0,0,2.625,0,0,0,2.675,0,28.488,28.989,0,0,0,0,0,0,0,0,0,5.76,25.523,0,0,-15.601,33.94
5,14.8,35.101,17.701,0,27/7/2013,381.172,52.392,16.65,38.907,0,05,3.174,13.702,0,30.201,19.456,20.208,0,0,0,0,0,2.661,0,10.196,0,2.675,0,28.478,29.197,0,0,0,0,0,0,0,0,0,5.76,25.773,0,0,-9.906,32.5
6,12,38.201,20.901,0,27/7/2013,368.745,52.984,16.798,39.339,0,06,4.639,13.747,0,25.895,23.243,24.104,15.313,0,0,0,0,2.649,0,0,0,2.675,0,28.938,29.048,0,0,0,0,0,0,0,0,0,5.6,25.523,0,0,-13.111,0
7,9.6,38.201,21.701,0,27/7/2013,390.336,52.318,16.798,39.36,0,07,12.818,13.455,0,28.1,23.913,24.692,19.784,0,0,0,0,2.661,0,0,0,2.659,0,28.588,28.897,0,0,0,0,0,0,0,0,0,5.6,0,0,0,-25.819,40.208
8,14.4,30.301,16.501,0,27/7/2013,429.147,52.91,16.724,36.286,0,08,3.906,13.455,0,31.095,23.981,24.487,18.321,17.118,0,0,0,2.686,0,11.661,27.155,2.643,0,28.928,28.358,0,0,0,0,0,0,0,0,0,5.44,0,0,0,-10.016,39.645
9,10.4,28.901,21.001,38.616,27/7/2013,453.666,52.762,16.132,40.413,0,09,16.602,13.297,0,32.303,23.981,24.378,17.036,15.463,0,0,0,2.661,0,11.477,26.684,2.659,0,28.767,27.518,0,0,0,0,0,0,0,0,0,5.2,0,0,0,-15.912,35.507
10,3.1,38.901,22.501,48.384,27/7/2013,473.776,53.132,16.206,41.201,0,10,17.701,13.297,0,33.931,23.762,24.501,20.016,18.635,0,0,0,2.649,0,11.507,0,2.659,0,28.978,27.399,0,0,0,0,0,0,0,0,0,4.73,0,0,8.304,-32.905,37.587
11,8.8,34.801,19.001,48.417,27/7/2013,476.372,50.764,14.8,40.44,0,11,7.691,13.14,0,32.933,23.393,23.954,23.544,22.723,0,0,0,2.637,0,8.452,0,2.659,0,27.708,27.618,0,0,0,0,0,0,0,0,0,4.53,0,0,0,-20.911,50.438
12,7.7,26.201,17.301,47.774,27/7/2013,468.531,52.022,15.54,25.389,0,12,8.057,13.41,0,29.571,23.339,24.104,18.239,16.885,0,0,0,2.588,0,7.083,0,2.659,35.765,28.198,27.928,0,0,0,0,0,5.2,0,0,0,4.5,0,0,0,-19.611,40.981
13,12.7,38.401,20.101,47.631,27/7/2013,462.412,45.14,13.246,41.947,0,13,8.911,13.41,0,38.134,23.516,24.227,15.45,0,0,0,0,2.612,0,5.391,0,2.627,36.016,28.698,28.838,0,0,0,0,0,0,0,0,0,4.4,0,0,0,-16.517,37.721
14,6.2,31.501,19.401,48.058,27/7/2013,447.496,51.282,16.206,39.236,0,14,11.841,13.881,0,28.574,17.063,18.075,16.94,0,0,0,0,2.612,0,5.42,0,2.675,36.155,28.908,28.868,0,0,0,0,0,0,0,0,0,4.25,0,0,0,-18.806,37.626
15,3.6,18.401,13.1,45.289,27/7/2013,436.909,53.502,16.132,28.127,0,15,6.348,13.612,0,22.323,23.79,24.555,23.38,22.778,0,0,0,2.661,0,5.493,0,2.562,0,28.478,28.268,0,0,0,0,0,0,0,0,0,4.57,0,0,0,-13.001,50.307
16,-1.7,8,6.8,44.507,27/7/2013,421.904,52.392,16.206,18.704,0,16,6.348,13.432,0,10.031,23.407,24.036,20.467,19.141,0,0,0,2.649,0,5.391,0,2.675,37.073,27.578,28.248,0,0,0,0,0,5.2,0,0,0,4.5,0,0,0,-5.914,44.497
17,4.3,13.8,10,47.938,27/7/2013,407.972,52.022,15.614,25.519,0,17,5.127,13.432,0,6.669,18.02,19.155,20.495,19.114,0,0,0,2.649,0,5.42,0,2.659,37.324,27.878,27.968,0,0,0,0,0,5.2,0,0,0,4.82,0,0,0,-.403,33.866
18,13.8,25.301,18.801,48.191,27/7/2013,424.282,52.096,15.762,32.472,0,18,1.709,13.432,0,16.912,7.315,8.053,16.079,14.999,0,0,0,2.649,0,5.676,13.221,2.675,37.101,28.138,27.988,0,0,0,0,0,5.2,0,0,0,5.12,0,0,0,0,33.866
19,1.1,14.1,8.2,48.431,27/7/2013,556.49,51.282,15.688,20.753,0,19,-2.808,13.432,0,22.533,23.94,24.61,23.366,22.751,14.734,0,18.921,2.649,0,5.823,33.017,21.641,37.519,28.208,27.938,0,0,0,0,0,5.2,0,0,0,5.5,0,0,0,-7.215,40.43
20,-1.2,8.5,8.6,48.503,27/7/2013,539.395,44.178,14.652,31.604,0,20,15.992,13.432,0,23.005,23.735,24.514,23.311,21.589,18.376,18.36,17.103,2.649,0,5.772,32.428,21.335,37.018,28.859,25.498,0,0,0,0,0,5.2,0,0,0,5.6,0,0,4.019,-17.505,36.85
21,5.2,16.101,10.9,48.476,27/7/2013,503.474,53.502,16.206,17.842,0,21,6.47,13.612,0,17.28,19.128,20.016,15.422,15.012,17.396,18.348,18.604,2.649,0,5.808,32.075,21.27,37.825,36.998,0,0,0,0,0,0,5.2,0,0,0,5.6,0,8.433,0,-2.014,35.847
22,3.9,17.901,14.7,48.138,27/7/2013,474.083,53.354,16.058,30.163,0,22,6.714,13.612,0,17.49,11.266,12.127,16.776,16.584,0,0,0,2.673,0,5.772,32.075,10.119,37.602,37.208,0,0,0,0,0,0,5.2,0,0,0,5.67,0,25.467,0,-9.503,45.239
23,7.4,16.101,13.7,46.509,27/7/2013,449.039,50.542,0,28.191,0,23,0,13.342,0,15.389,23.53,24.296,15.094,0,0,0,0,2.612,0,5.684,30.455,2.643,36.879,28.188,28.678,0,0,0,0,0,0,0,0,0,5.7,0,25.801,0,-2.6,35.131
0,0.9,8.1,6.9,45.855,28/7/2013,415.378,50.172,0,13.568,0,00,-6.592,13.32,0,8.192,23.803,24.624,0,0,0,0,0,2.673,0,0,31.839,2.707,37.24,28.658,28.408,0,0,0,0,0,0,0,0,0,5.79,0,25.745,0,0,40.144
1,6.4,19.601,12.9,26.79,28/7/2013,381.22,50.616,0,28.433,0,01,-14.405,13.791,0,15.336,8.094,8.723,0,0,0,0,0,2.673,0,0,0,2.707,37.213,28.158,27.978,0,0,0,0,0,0,0,0,0,5.7,0,25.912,0,-6.006,34.969
2,5.8,18.201,15.201,0,28/7/2013,353.51,50.616,0,25.352,0,02,-7.569,13.567,0,21.902,23.831,24.446,0,0,0,0,0,2.673,0,0,0,2.691,0,28.788,28.299,0,0,0,0,0,0,0,0,0,5.6,0,25.467,0,-10.401,40.357
3,3.3,21.601,12.1,0,28/7/2013,350.024,50.616,0,29.083,0,03,-2.808,13.567,0,17.49,23.831,24.446,0,0,0,0,0,2.673,0,0,0,2.755,0,28.559,28.108,0,0,0,0,0,0,0,0,0,5.76,0,25.439,0,-13.916,39.594
4,10.9,34.401,22.401,0,28/7/2013,355.586,50.394,0,36.419,0,04,-8.179,13.477,0,22.112,16.366,17.159,0,0,0,0,0,2.673,0,0,0,2.691,0,27.858,28.288,0,0,0,0,0,0,0,0,0,5.76,0,25.718,0,-13.715,22.77
5,11.5,39.501,22.501,0,28/7/2013,361.455,43.586,0,41.871,0,05,-4.028,13.814,0,36.295,21.63,22.518,0,0,0,0,0,2.625,0,0,0,2.755,0,29.448,28.788,0,0,0,0,0,0,0,0,0,5.67,0,25.551,0,-21.314,0
6,8.6,39.201,22.601,0,28/7/2013,322.707,29.452,0,41.572,0,06,-4.517,13.612,0,34.509,9.598,10.555,0,0,0,0,0,2.686,0,0,0,2.675,0,29.808,29.038,0,0,0,0,0,0,0,0,0,5.84,0,25.467,0,-23.218,0
7,10.8,31.701,21.201,0,28/7/2013,334.051,34.262,0,30.372,0,07,-12.085,13.657,0,33.3,21.356,22.217,0,0,0,0,0,2.637,0,0,0,2.643,0,29.308,28.868,0,0,0,0,0,0,0,0,0,5.67,0,25.718,0,-13.715,0
8,6.2,14.2,11.3,0,28/7/2013,352.803,50.69,0,32.684,0,08,0,13.612,0,27.417,22.45,23.53,0,0,0,0,0,2.637,0,0,0,2.643,0,28.559,28.729,0,0,0,0,0,0,0,0,0,5.5,0,25.829,0,-11.005,49.52
9,9.6,24.301,17.801,0,28/7/2013,368.108,49.58,0,41.419,0,09,5.737,13.791,0,22.795,13.877,14.889,17.323,15.86,0,0,0,2.686,0,0,0,2.659,0,28.618,28.568,0,0,0,0,0,0,0,0,0,5.28,0,25.634,0,-16.315,42.049
10,6.1,17.401,13,0,28/7/2013,375.367,50.394,0,26.902,0,10,4.273,13.791,0,15.862,22.163,23.051,23.612,23.106,0,0,0,2.637,0,0,0,2.659,0,28.478,28.938,0,0,0,0,0,0,0,0,0,5.28,0,25.912,0,-7.215,48.216
11,0,11.7,9.3,0,28/7/2013,374.717,51.8,0,18.133,0,11,2.441,13.657,0,9.506,22.477,23.53,23.339,23.106,0,0,0,2.637,0,3.325,0,2.643,0,28.508,28.597,0,0,0,0,0,5.2,0,0,0,5.2,0,25.996,0,-8.313,50.459
12,4.9,12.7,12.8,29.589,28/7/2013,382.501,49.284,0,25.359,0,12,4.761,13.724,0,12.657,22.272,23.024,20.481,19.169,0,0,0,2.637,0,2.783,0,2.675,0,28.337,28.838,0,0,0,0,0,0,0,0,0,5.28,0,25.69,0,-5.402,44.691
13,5.2,10,8,44.783,28/7/2013,377.702,49.728,0,13.706,0,13,0,13.499,0,8.666,24.009,24.61,21.657,20.426,0,0,0,2.637,0,0,0,2.659,0,28.078,28.778,0,0,0,0,0,0,0,0,0,5.2,0,25.773,0,2.399,44.806
14,-.8,5.5,4.8,46.281,28/7/2013,383.878,51.8,0,10.318,0,14,3.662,13.589,0,5.146,24.009,24.61,23.448,22.901,0,0,0,2.637,0,0.681,0,2.627,0,27.758,28.868,0,0,0,0,0,5.2,0,0,0,5.28,0,25.523,0,-.604,49.621
15,4.7,9.7,5.4,45.304,28/7/2013,382.169,49.58,0,16.844,0,15,0,13.881,0,13.498,23.667,24.706,17.624,17.555,0,0,0,2.698,0,3.23,0,2.627,0,27.388,28.478,0,0,0,0,0,0,0,0,0,5.46,0,25.718,0,1.685,44.566
16,-.1,6.7,4.6,29.186,28/7/2013,380.626,50.986,15.688,13.533,0,16,4.883,13.589,0,6.091,23.557,24.378,23.803,22.655,0,0,0,2.734,0,0,0,2.61,0,27.028,26.879,0,0,0,0,0,0,0,0,0,5.44,0,25.105,0,-1.117,50.474
17,-5.1,5.4,4.3,48.219,28/7/2013,387,52.244,15.762,13.36,0,17,10.865,13.589,0,4.936,23.708,24.391,16.379,14.616,0,0,0,2.661,0,5.896,0,2.723,0,27.338,27.038,0,0,0,0,0,5.2,0,0,0,5.76,0,25.773,0,-8.112,45.36
18,-2.7,1.1,2.3,48.23,28/7/2013,417.905,52.318,15.762,9.248,0,18,10.743,13.567,0,11.029,19.962,20.604,16.038,15.846,0,0,0,2.661,0,5.794,7.359,2.627,38.883,26.069,26.938,0,0,0,0,0,5.2,0,0,0,5.76,0,25.551,0,-10.218,42.884
19,-1.5,5,3,48.593,28/7/2013,511.405,51.948,15.392,10.827,0,19,13.428,13.477,0,16.755,23.954,24.569,21.151,19.838,16.163,0,19.337,2.649,0,5.764,26.743,21.512,37.992,26.188,26.888,0,0,0,0,0,5.2,0,0,0,5.83,0,25.523,0,-3.204,45.836
20,5.5,38.101,19.701,48.248,28/7/2013,502.496,53.502,16.132,24.204,0,20,17.335,13.657,0,21.377,7.52,8.34,17.268,0,12.829,0,14.368,2.649,0,5.83,26.654,18.305,37.519,26.998,26.539,0,0,0,0,0,5.2,0,0,0,5.75,0,25.634,8.048,-18.201,38.853
21,-4.3,3.4,2.2,48.268,28/7/2013,453.546,54.094,16.28,1.97,0,21,12.818,13.657,0,7.037,23.817,24.391,23.885,22.587,0,0,0,2.649,0,10.254,25.83,0,37.853,27.168,26.738,0,0,0,0,0,5.2,0,0,0,5.75,0,25.523,0,1.794,50.107
22,-2.8,1.2,0,48.099,28/7/2013,390.993,52.466,16.724,3.008,0,22,-8.911,13.612,0,11.922,16.967,18.362,20.96,0,0,0,0,2.649,0,10.298,0,0,12.469,26.709,26.248,0,0,0,0,0,0,0,0,14,5.75,0,25.439,0,3.388,37.926
23,-.8,1.2,4.1,33.694,28/7/2013,359.246,51.578,16.502,17.094,0,23,-8.545,13.41,0,0,22.915,23.626,0,0,0,0,0,2.686,0,10.152,0,0,0,26.418,26.268,0,0,0,0,0,0,0,0,14.2,5.5,0,25.662,0,5.292,37.958
0,2.7,7.6,8,0,29/7/2013,332.692,51.948,16.798,5.258,0,00,-2.319,13.477,0,19.696,22.436,23.421,0,0,0,0,0,2.698,0,10.254,0,0,0,26.499,26.338,0,0,0,0,0,0,0,0,14,5.5,0,25.467,0,-1.703,39.986
1,1.7,8.3,8,0,29/7/2013,328.727,44.252,14.578,20.89,0,01,-5.493,13.499,0,18.015,17.473,18.731,0,0,0,0,0,2.661,0,0,0,0,0,26.658,26.288,0,0,0,0,0,0,0,0,14.9,5.67,0,25.439,0,-5.31,37.79
2,4.4,12,11.3,0,29/7/2013,320.063,43.956,14.356,17.396,0,02,-2.808,13.477,0,16.754,13.481,14.575,0,0,0,0,0,2.661,0,0,0,0,0,26.568,26.258,0,0,0,0,0,0,0,0,14.5,0,14.417,25.551,0,-4.505,37.806
3,-9.2,2.1,1.8,0,29/7/2013,322.055,51.208,6.068,3.973,0,03,-13.916,13.836,0,6.512,23.831,24.555,0,0,0,0,0,2.698,0,0,0,0,0,26.579,26.178,0,0,0,0,0,0,0,0,14.5,5.5,26.302,12.608,0,1.282,30.21
4,-.7,20.401,11.6,0,29/7/2013,328.26,44.548,14.726,19.702,0,04,-6.714,13.544,0,7.877,13.823,14.999,0,0,0,0,0,2.722,0,0,0,0,0,26.669,26.378,0,0,0,0,0,0,0,0,14.5,5.66,26.079,0,0,-7.013,38.007
5,27.501,37.501,20.401,0,29/7/2013,355.426,43.66,14.134,39.976,0,05,-13.062,13.544,0,21.692,6.043,6.754,0,0,0,0,0,2.649,0,0,0,0,0,26.608,26.239,0,0,0,0,0,0,0,0,14.5,5.6,25.662,0,0,-8.716,36.941
6,21.901,39.501,22.701,0,29/7/2013,375.735,44.548,14.578,39.732,0,06,-3.296,14.016,0,31.83,19.237,20.194,0,0,0,0,0,0,0,0,0,0,0,26.778,26.458,0,0,0,0,0,0,0,0,14.6,5.6,25.578,0,0,-15.802,22.612
7,3.1,35.801,22.601,0,29/7/2013,394.253,51.874,16.576,39.311,0,07,19.776,13.904,0,23.898,20.18,20.796,0,0,0,0,0,0,0,10.115,0,0,0,26.688,26.539,0,0,0,0,0,0,0,0,12,5.36,25.885,0,9.879,-28.309,47.171
8,16.601,26.401,20.101,8.89,29/7/2013,440.149,51.8,16.576,36.53,0,08,2.197,13.477,0,25.474,23.968,24.419,0,0,0,0,0,0,0,10.086,31.928,0,0,26.638,26.328,0,0,0,0,0,0,0,0,12,5.21,25.745,0,0,-15.015,50.542
9,18.301,15,11.2,30.363,29/7/2013,480.379,52.022,16.65,20.649,0,09,0,13.073,0,12.237,21.356,21.753,24.569,24.72,0,0,0,0,0,10.137,31.898,0,34.262,26.648,26.218,0,0,0,0,0,5.2,0,0,12,5.36,25.662,0,0,-1.007,45.856
10,21.701,31.501,21.201,33.086,29/7/2013,499.257,52.392,16.576,39.799,0,10,4.517,13.432,0,29.36,19.128,19.838,15.559,0,0,0,0,0,0,10.159,32.193,0,21.125,28.808,28.958,0,0,0,0,0,0,0,0,11.4,5.28,25.829,0,0,-24.317,45.534
11,31.301,30.701,20.601,32.544,29/7/2013,506.113,51.874,16.724,41.329,0,11,3.906,12.893,0,33.984,23.585,24.268,23.434,22.546,0,0,0,0,0,11.016,32.016,0,0,26.279,28.218,0,0,0,0,0,0,0,0,11.4,5.28,25.773,0,0,-21.918,37.832
12,18.601,32.301,21.101,32.76,29/7/2013,496.007,52.022,16.65,41.185,0,12,9.278,13.23,0,32.671,23.585,24.391,20.837,20.044,0,0,0,0,0,10.437,30.749,0,0,26.428,26.898,0,0,0,0,0,0,0,0,14.5,5.36,25.801,0,0,-15.107,37.829
13,2,22.001,17.601,32.42,29/7/2013,488.17,52.096,16.65,35.211,0,13,14.283,13.118,0,13.393,24.022,24.528,23.434,22.901,0,0,0,0,0,10.298,30.572,0,0,26.398,26.898,0,0,0,0,0,0,0,0,13.4,5.44,25.69,0,0,-18.311,50.071
14,20.401,21.201,14,44.038,29/7/2013,509.37,52.096,16.65,27.967,0,14,-2.197,13.028,0,23.425,21.411,22.149,20.358,19.36,0,0,0,0,0,10.188,30.278,1.209,35.96,26.178,27.068,0,0,0,0,0,0,0,0,15,5.44,25.662,0,0,-2.417,40.323
15,4.8,23.601,19.501,32.736,29/7/2013,511.556,52.54,16.428,36.456,0,15,19.898,13.252,0,32.881,21.917,22.737,17.35,15.942,0,0,0,0,0,10.401,32.163,0,36.044,26.158,26.718,0,0,0,0,0,0,0,0,12.8,5.51,25.606,0,14.502,-26.203,43.812
16,7.9,17.601,13.8,15.296,29/7/2013,502.852,50.912,16.206,29.288,0,16,0,13.432,0,23.531,23.872,24.432,23.106,22.614,0,0,0,0,0,10.166,31.78,0,35.487,26.109,26.879,0,0,0,0,0,0,0,0,13.1,5.44,25.773,0,0,-9.815,43.324
17,-2.9,9.9,5.3,26.193,29/7/2013,470.91,52.318,16.428,17.266,0,17,13.428,13.342,0,12.342,23.872,24.378,23.557,22.942,0,0,0,0,0,11.441,30.72,0,35.96,26.418,26.298,0,0,0,0,0,0,0,0,13.2,5.44,25.94,0,0,-5.017,48.716
18,10.5,14.5,11.4,36.056,29/7/2013,454.024,51.948,16.502,20.553,0,18,0,13.589,0,18.488,19.415,20.085,18.157,0,0,0,0,0,0,11.448,31.928,0,35.96,26.319,26.198,0,0,0,0,0,0,0,0,13.4,5.36,26.024,0,0,-1.813,37.654
19,8.9,19.201,15.801,46.754,29/7/2013,553.736,52.096,16.354,25.775,0,19,17.701,13.522,0,16.439,23.858,24.596,15.956,14.698,18.432,13.074,18.189,0,0,11.463,32.134,19.046,36.155,26.298,26.149,0,0,0,0,0,5.2,0,0,13.4,5.51,26.079,0,4.303,-10.712,37.749
20,11.2,29.901,21.001,47.643,29/7/2013,545.827,44.992,14.208,49.959,0,20,14.527,13.365,0,32.513,23.776,24.624,16.256,0,0,0,0,0,0,11.397,32.104,19.014,35.849,26.239,26.698,0,0,0,0,0,5.2,0,0,13.4,5.67,26.107,0,8.524,-22.413,37.749
21,22.501,17.901,13.8,41.618,29/7/2013,493.099,52.244,16.724,32.067,0,21,-11.475,13.365,0,26.261,23.639,24.241,25.499,0,0,0,0,0,0,11.316,31.898,0,0,26.319,26.638,0,0,0,0,0,5.2,0,0,13.2,5.6,25.968,0,0,-1.117,50.448
