,AMY-L9030,AMY1,AMY2,CEN,Date,Demanda,EEC,EEC20,EOL,GSR,HORA,HPA1,HPA2,LNI-L9040,MTR,NSL,PBP,PCA1,PCA2,PCF1,PCF2,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PEN3,PEN4,PHC1,PHC2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,PNI1,PNI2,SND-L9090,TCPI-L9150,TPC
1,-5.4,0,0,9.742,14/8/2013,348.026,0,0,3.619,0,01,,,-10.865,13.814,0,0,23.885,24.596,0,0,0,0,0,2.722,0,8.489,30.72,0,37.435,26.418,25.618,0,0,0,0,0,0,0,0,20,5.7,25.551,25.606,0,6.098,43.643
2,-11.3,1.1,0,5.957,14/8/2013,340.031,0,0,2.362,0,02,,,-3.662,13.657,0,0,23.995,24.61,0,0,0,0,0,2.673,0,8.679,30.896,0,38.103,25.988,25.598,0,0,0,0,0,0,0,0,20,5.7,25.384,25.133,0,0,40.344
3,-8.7,0,0,0,14/8/2013,334.383,0,0,6.528,0,03,,,-7.691,13.904,0,0,23.106,23.913,0,0,0,0,0,2.686,0,8.511,31.132,0,37.407,26.239,25.528,0,0,0,0,0,0,0,0,20,5.7,25.634,25.801,0,4.798,39.15
4,0,4.8,2,0,14/8/2013,344.7,0,0,8.71,0,04,,,-12.94,13.612,0,0,22.081,22.764,0,0,0,0,0,2.661,0,8.496,31.78,0,37.435,26.088,25.769,0,0,0,0,0,0,0,0,20,5.7,25.634,25.912,0,4.285,39.419
5,-1.6,0,0.9,17.469,14/8/2013,368.766,0,0,0,0,05,,,-10.132,13.702,0,0,23.899,24.501,0,18.813,0,0,0,2.6,0,8.408,31.603,0,37.157,25.908,25.979,0,0,0,0,0,0,0,0,20,5.7,25.773,26.079,0,6.189,43.882
6,-3.3,0,0,22.626,14/8/2013,372.532,0,0,2.25,0,06,,,-7.447,13.926,0,1.733,23.803,24.596,0,15.026,0,0,0,2.661,0,8.577,32.016,0,37.547,26.228,25.948,0,0,0,0,0,0,0,0,20,5.7,25.523,25.634,0,9.082,50.219
7,-4.4,0,0.9,32.945,14/8/2013,390.636,15.836,0,4.357,0,07,,,0,13.859,0,1.889,22.135,23.257,0,24.2,0,0,0,2.661,0,8.504,30.425,0,37.352,26.198,25.838,0,0,0,0,0,0,0,0,20,5.7,25.69,25.411,0,8.496,42.765
8,-9.3,1.6,1.1,51.758,14/8/2013,454.759,50.838,0,5.141,0,08,,,14.283,13.432,0,3.413,23.79,24.446,24.173,21.794,0,0,0,2.71,0,8.555,30.72,0,37.936,26.508,25.998,0,0,0,0,0,0,0,0,20,5.7,25.69,3.563,0,0,49.71
9,-5.4,3.6,2.4,52.133,14/8/2013,499.11,51.652,16.724,0,0,09,,,12.452,13.432,0,2.782,18.389,19.114,21.794,20.946,0,18.787,18.323,2.698,0,8.438,30.425,17.806,36.35,26.149,25.438,0,0,0,0,0,5.2,0,0,20,5.7,25.523,0,0,0,37.75
10,-1.8,1.2,0.9,51.878,14/8/2013,512.113,51.208,16.428,3.579,0,10,,,9.644,13.432,0,4.253,22.751,23.776,21.165,20.631,0,18.763,18.274,2.686,0,8.306,28.746,17.58,35.682,26.358,26.019,0,0,0,0,0,5.2,0,0,20,5.7,25.634,0,0,2.985,50.25
11,-11.3,1.4,1.1,52.518,14/8/2013,535.28,51.504,17.094,4.511,0,11,,,14.893,13.432,0,3.413,23.844,24.473,24.555,24.118,2.283,18.738,18.567,19.141,0,8.445,28.982,18.031,36.378,25.889,26.048,0,0,0,0,0,5.2,0,0,20,5.7,25.718,0,0,0,37.759
12,-4.7,0,1.1,51.406,14/8/2013,523.639,51.43,16.428,5.82,0,12,,,16.358,13.342,0,0,23.844,24.446,24.637,24.378,2.591,18.445,18.213,18.226,0,8.277,31.309,17.677,36.962,26.208,25.809,0,0,0,0,0,5.2,0,0,20,5.7,25.857,0,0,0,37.871
13,3.8,0,0,51.656,14/8/2013,517.041,51.43,16.724,0,0,13,,,-1.709,13.432,0,0,22.518,23.216,21.301,21.315,3.011,18.58,18.177,18.043,0,8.079,28.923,17.371,36.684,26.279,25.748,0,0,0,0,0,5.2,0,0,20,5.7,25.801,0,0,11.682,37.622
14,2.8,0,0,51.262,14/8/2013,536.346,51.356,16.354,0,0,14,,,0,13.32,0,0,22.641,23.53,23.817,24.268,16.793,18.58,18.213,18.104,0,8.328,29.158,17.516,37.324,25.738,25.608,0,0,0,0,0,5.2,0,0,20,5.7,25.718,0,0,10.895,37.88
15,-14.5,0,0,45.696,14/8/2013,538.251,51.726,16.724,0,0,15,,,15.992,13.432,0,0,23.038,23.708,23.844,23.503,16.751,18.726,18.384,18.372,0,8.907,29.394,17.886,37.686,25.918,25.498,0,0,0,0,0,5.2,0,0,20,5.7,25.773,0,0,0,44.924
16,-10.9,0,0,42.88,14/8/2013,532.08,51.726,17.094,0,0,16,,,9.156,13.432,0,0,23.079,23.721,23.844,23.503,16.513,18.506,18.104,18.226,13.281,9.251,29.158,17.709,0,25.809,25.908,0,0,0,0,0,5.2,0,0,20,5.7,40.052,0,0,0,44.957
17,-5.6,0,0,42.765,14/8/2013,494.327,51.578,16.872,0,0,17,,,32.96,12.803,0,0,22.956,23.817,20.85,19.415,16.499,18.616,17.945,14.747,4.004,9.456,29.247,17.773,0,26.008,25.639,0,0,0,0,0,5.2,0,0,20,5.7,25.745,0,0,4.193,39.738
18,-10,0,0,42.661,14/8/2013,461.616,51.652,17.02,3.027,0,18,,,11.841,13.634,0,0,23.106,23.762,0,16.038,16.611,18.665,18.238,2.686,0,9.566,29.954,18.064,0,25.809,25.589,0,0,0,0,0,5.2,0,0,20,5.7,25.829,0,0,0,50.252
19,-8.9,2.1,0,48.154,14/8/2013,569.224,51.504,16.65,0,0,19,,,16.968,13.634,0,0,23.885,24.473,23.762,22.778,18.249,18.665,18.36,18.47,15.82,9.822,30.631,18.08,36.211,26.019,25.408,0,0,0,0,0,5.2,0,0,20,5.7,36.044,0,4.724,0,50.312
20,-4.8,4.1,3.9,28.737,14/8/2013,555.096,52.54,17.02,8.806,0,20,,,0,13.589,0,2.782,23.885,24.473,23.421,22.997,18.152,18.567,18.189,9.351,0,9.771,31.162,17.79,35.654,25.918,25.358,0,0,0,0,0,5.2,0,0,20,5.7,25.356,0,0,0,50.26
21,6.8,7.9,6.6,50.052,14/8/2013,512.125,51.652,16.872,11.243,0,21,,,-2.075,13.724,0,2.362,23.885,24.473,15.737,15.368,11.289,0,18.165,2.698,0,9.705,31.279,18.66,35.598,25.948,25.759,0,0,0,0,0,5.2,0,0,20,5.7,25.912,0,0,9.485,38.296
22,12.6,13.3,9.7,49.685,14/8/2013,448.189,51.356,16.354,16.001,0,22,,,-15.015,13.634,0,8.56,9.242,10.186,0,14.889,1.723,0,1.709,2.686,0,9.595,30.838,4.045,20.986,26.038,25.558,0,0,0,0,0,0,0,0,20,5.7,25.69,0,0,3.095,37.78
23,13.8,17.601,11.2,14.347,14/8/2013,405.792,51.652,16.798,21.594,0,23,,,-14.771,13.769,0,8.297,16.926,17.774,0,0,0,0,1.27,1.318,0,9.903,31.78,5.817,0,25.958,25.759,0,0,0,0,0,0,0,0,20,5.7,25.551,0,0,0,37.808
0,13.6,21.201,12.4,0,15/8/2013,375.98,51.504,16.872,20.825,0,00,,,1.343,13.455,0,14.758,20.714,21.493,0,0,0,0,0,1.257,0,9.654,32.252,0,0,26.149,25.639,0,0,0,0,0,0,0,0,20,5.7,25.718,0,0,0,40.113
1,11.3,18.201,14.3,8.314,15/8/2013,375.53,51.8,17.094,25.591,0,01,,,0,13.589,0,15.494,23.53,24.104,0,0,0,0,0,2.661,0,9.778,0,0,0,26.109,25.838,0,0,0,0,0,0,0,0,20,5.7,25.467,0,0,0,38.041
2,14.3,23.901,14.4,8.404,15/8/2013,365.229,51.652,17.094,35.645,0,02,,,1.465,13.522,0,18.278,14.999,16.092,0,0,0,0,0,2.686,0,0,0,0,0,25.818,25.849,0,0,0,0,0,0,0,0,20,5.7,25.745,0,0,0,37.681
3,7.1,20.201,13.1,8.415,15/8/2013,354.2,50.542,3.922,25.687,0,03,,,5.127,13.881,0,14.864,21.657,22.573,0,0,0,0,0,2.673,0,0,0,0,0,25.828,25.648,0,0,0,0,0,0,0,0,20,5.7,25.745,0,0,0,50.38
4,16.301,23.201,14.2,8.41,15/8/2013,360.756,52.392,16.502,25.301,0,04,,,6.714,10.669,0,13.445,23.762,24.61,0,17.569,0,0,0,2.649,0,0,0,0,0,26.109,26.218,0,0,0,0,0,0,0,0,20,5.7,25.857,0,0,0,39.492
5,6.4,12.4,10.1,8.443,15/8/2013,377.82,51.8,16.872,26.169,0,05,,,9.278,13.14,0,14.128,18.321,19.196,21.712,20.782,0,0,0,2.661,0,0,0,0,0,25.858,25.648,0,0,0,0,0,0,0,0,20,5.7,25.773,0,0,0,46.722
6,21.401,19.201,13.5,8.402,15/8/2013,380.99,52.096,16.872,24.59,0,06,,,-3.662,13.702,0,15.914,6.221,6.987,24.651,24.282,0,0,0,0,0,10.108,0,0,0,25.898,25.558,0,0,0,0,0,0,0,0,20,5.7,25.773,0,0,3.388,46.242
7,4.8,21.301,14,8.423,15/8/2013,402.618,52.54,17.094,33.188,0,07,,,17.701,13.724,0,19.171,10.323,11.375,22.723,21.848,0,0,0,0,0,10.122,0,0,0,25.979,25.918,0,0,0,0,0,0,0,0,20,5.7,25.829,0,0,0,48.358
8,5.4,20.701,12.8,13.21,15/8/2013,468.48,51.874,16.872,21.762,0,08,,,0,12.758,0,20.851,25.69,0,24.405,24.432,0,0,0,0,0,8.57,32.546,0,6.346,26.158,25.858,0,0,0,0,0,5.2,0,0,20,5.7,25.801,0,0,0,50.061
9,5.7,10.6,9,53.063,15/8/2013,511.544,51.948,16.872,21.025,0,09,,,3.662,13.387,0,14.234,16.448,17.829,21.028,20.385,5.827,0,0,0,0,8.65,31.309,17.677,35.96,25.868,25.578,0,0,0,0,0,5.2,0,0,20,5.7,25.857,0,0,0,42.17
10,-4.5,10.1,4.5,49.887,15/8/2013,534.769,52.318,16.798,13.75,0,10,,,12.329,13.365,0,9.295,19.278,20.085,24.569,24.46,6.149,13.66,7.825,0,0,8.592,32.045,17.999,36.266,25.868,25.878,0,0,0,0,0,5.2,0,0,20,5.7,25.606,0,0,0,48.197
11,-2.2,9.6,5.8,50.249,15/8/2013,550.383,51.652,16.428,9.14,0,11,,,7.813,13.544,0,7.929,17.501,18.717,24.473,24.255,0,18.58,16.614,17.615,0,9.712,31.368,17.628,36.517,25.748,25.598,0,0,0,0,0,5.2,0,0,20,5.7,25.606,0,0,0,44.928
12,-11,2.3,1.8,50.079,15/8/2013,541.377,51.8,16.428,1.963,0,12,,,7.813,13.387,0,3.938,23.817,24.665,24.555,24.214,6.05,18.763,16.663,0,0,9.463,31.014,18.966,36.545,25.818,25.849,0,0,0,0,0,5.2,0,0,20,5.7,25.801,0,0,3.992,50.24
13,-10.3,1.6,0,53.293,15/8/2013,532.318,52.096,16.872,0,0,13,,,9.4,13.499,0,0,19.51,20.467,21.643,20.426,0,18.641,16.578,18.787,0,9.507,31.044,17.951,37.574,25.658,25.618,0,0,0,0,0,5.2,0,0,20,5.7,25.745,0,0,0,50.358
14,2.1,0,0,54.183,15/8/2013,552.506,51.652,16.724,1.046,0,14,,,-1.709,13.589,0,0,23.872,24.405,15.997,14.629,13.431,18.372,16.346,18.14,15.625,9.104,30.101,17.532,37.213,25.719,25.719,0,0,0,0,0,5.2,0,0,20,5.7,25.912,0,0,12.195,50.283
15,-.6,0,0,53.382,15/8/2013,549.879,51.8,16.354,0,0,15,,,3.54,13.589,0,0,23.872,24.432,19.51,18.116,12.213,18.787,16.553,18.372,15.723,7.859,27.862,17.709,37.797,25.509,25.889,0,0,0,0,0,5.2,0,0,20,5.7,25.662,0,0,0,44.426
16,0,2.6,1.9,53.1,15/8/2013,531.558,52.022,16.502,2.634,0,16,,,6.836,13.455,0,0,23.872,24.432,17.268,15.956,12.494,18.616,16.443,18.238,15.527,7.735,27.803,17.483,37.519,25.488,25.358,0,0,0,0,0,5.2,0,0,20,5.7,25.3,0,0,5.182,37.776
17,4.7,6.6,3.6,53.152,15/8/2013,480.759,52.244,16.502,0,0,17,,,9.644,13.522,0,5.565,23.885,24.61,14.848,13.344,17.899,0,17.579,0,0,7.823,27.921,17.709,36.962,25.209,25.388,0,0,0,0,0,5.2,0,0,20,5.7,25.69,0,0,7.398,37.85
18,0.1,3.2,2.1,53.291,15/8/2013,477.557,44.326,14.652,6.859,0,18,,,0,13.679,0,2.467,17.295,18.458,16.352,14.766,0,0,17.859,0,0,7.91,29.306,18.386,37.407,25.339,25.688,0,0,0,0,0,5.2,0,0,22,5.7,25.718,0,0,9.998,46.371
19,-5.8,3.4,0,46.78,15/8/2013,541.567,52.91,16.724,6.034,0,19,,,10.376,13.252,0,8.245,22.327,23.065,19.524,18.444,12.563,18.616,17.652,15.394,0,8.907,32.134,17.709,37.658,25.178,25.379,0,0,0,0,0,5.2,0,0,22,0,25.801,0,0,0,50.472
20,2.4,1.5,3,34.211,15/8/2013,536.038,1.776,0,9.734,0,20,,,-34.059,4.021,0,0.997,23.68,24.473,23.421,22.723,16.723,18.592,17.713,18.97,0,8.277,32.458,18.805,37.268,25.388,26.488,0,0,0,0,0,5.2,0,0,22,5.9,25.773,0,0,8.899,50.451
21,-9,0,0,48.448,15/8/2013,485.06,51.282,16.502,1.472,0,21,,,13.306,14.623,0,0,23.885,24.432,15.805,14.493,0,5.701,16.48,0,0,8.408,33.047,20.142,37.491,25.498,26.098,0,0,0,0,0,5.2,0,0,22,5.9,25.69,0,0,1.794,48.099
22,-2.7,0,0,47.853,15/8/2013,441.762,51.948,17.242,0.989,0,22,,,4.151,13.657,0,7.72,23.653,24.514,15.231,14.082,0,0,3.052,0,0,8.438,33.076,0,37.63,25.438,26.138,0,0,0,0,0,0,0,0,22,5.9,25.801,0,0,8.698,37.807
23,17.701,19.401,12.4,8.806,15/8/2013,387.022,52.17,16.798,22.093,0,23,,,5.493,0,0,19.749,12.264,13.248,0,15.327,0,0,0,0,0,8.372,31.662,0,21.042,25.388,26.098,0,0,0,0,0,0,0,0,22,5.9,25.857,0,0,0,44.288
0,8.6,10.1,8.9,8.174,16/8/2013,378.339,51.208,16.428,17.274,0,00,,,0,0,0,13.498,20.96,21.848,0,14.725,0,0,0,0,0,8.291,32.693,0,0,25.528,25.889,0,0,0,0,0,0,0,0,21.6,5.99,25.773,0,0,-1.117,47.028
1,-1.1,8.4,6.3,8.159,16/8/2013,366.408,51.948,16.946,16.17,0,01,,,4.151,0,0,6.669,16.694,17.555,0,16.051,0,0,0,0,0,8.423,32.9,0,0,25.438,25.939,0,0,0,0,0,0,0,0,21.6,5.76,25.829,0,0,-2.802,50.346
2,1.5,11.7,7.2,8.218,16/8/2013,360.991,51.504,16.798,14.807,0,02,,,4.273,0,0,11.974,10.473,11.457,0,16.161,0,0,0,0,0,8.43,31.751,0,0,25.598,25.928,0,0,0,0,0,0,0,0,21.7,5.84,25.773,0,0,-4.413,50.346
3,7.4,18.501,9.9,8.119,16/8/2013,352.479,51.504,0,16.837,0,03,,,2.686,14,0,9.715,7.725,8.655,0,15.709,0,0,0,0,0,8.394,32.841,0,0,25.339,26.198,0,0,0,0,0,0,0,0,21.7,5.76,25.857,0,0,-3.607,45.887
4,10.5,14.1,7.3,8.148,16/8/2013,357.457,51.43,0,18.321,0,04,,,-4.151,13.9,0,13.813,7.451,8.313,0,14.807,0,0,0,0,0,8.489,32.959,0,0,25.459,25.968,0,0,0,0,0,0,0,0,22,5.9,26.079,0,0,-.513,47.31
5,4.7,4.6,3.7,8.11,16/8/2013,381.904,52.096,16.872,17.587,0,05,,,0,13.9,0,11.344,19.729,20.686,0,15.573,0,0,0,0,0,8.518,33.165,0,0,25.589,26.178,0,0,0,0,0,0,0,0,22,5.6,25.996,0,0,1.996,47.31
6,-.7,6.3,3.2,17.37,16/8/2013,388.574,51.208,16.872,15.336,0,06,,,4.639,13.2,0,6.616,22.395,23.216,0,15.805,0,0,0,0,0,8.379,31.81,0,0,25.598,26.208,0,0,0,0,0,0,0,0,22.3,6.07,25.829,0,0,-.403,47.083
7,-12.5,11.6,5,36.042,16/8/2013,404.083,52.17,16.946,20.894,0,07,,,18.311,14,0,8.034,17.678,18.225,0,15.518,0,0,0,0,0,8.518,32.428,0,0,25.498,26.048,0,0,0,0,0,0,0,0,22.1,5.9,25.857,0,3.049,-12.415,38.062
8,16.101,5.9,5.2,50.02,16/8/2013,466.955,51.282,16.65,16.566,0,08,,,-15.015,13.7,0,15.441,23.899,24.2,18.321,16.858,0,0,0,0,0,8.321,31.309,0,0,25.578,25.968,0,0,0,0,0,0,0,0,22.2,5.8,25.94,0,0,11.682,49.946
9,-1.3,8.3,5.3,45.389,16/8/2013,494.231,52.244,17.094,10.177,0,09,,,20.508,13.5,0,11.921,23.885,24.473,23.079,22.286,2.381,0,9.644,0,0,8.526,30.867,19.24,36.684,25.688,25.788,0,0,0,0,0,5.2,0,0,21.8,5.4,25.885,0,4.376,-1.813,41.251
10,2.5,9.8,6.3,45.56,16/8/2013,533.676,51.504,16.946,12.942,0,10,,,6.958,13.7,0,13.918,21.288,21.835,19.756,18.512,17.788,0,18.201,0,0,8.196,30.042,18.74,35.988,25.798,25.958,0,0,0,0,0,5.2,0,0,21.7,5.3,25.996,0,0,-4.01,41.756
11,0,6.5,4.6,45.227,16/8/2013,524.175,51.8,16.946,13.494,0,11,,,11.719,0,0,8.928,20.673,21.575,17.446,16.325,17.956,19.459,18.055,0,0,8.35,29.689,19.175,36.155,25.438,25.589,0,0,0,0,0,5.2,0,0,21.7,5.2,25.384,0,0,-2.307,48.649
12,-5,5.7,4.1,48.483,16/8/2013,542.681,52.17,17.02,9.327,0,12,,,8.667,0,0,1.732,24.009,24.583,23.721,22.764,17.885,18.543,17.908,0,0,8.269,29.541,18.853,36.906,25.528,25.408,0,0,0,0,0,5.2,0,0,21.7,5.2,25.3,0,0,1.794,50.393
13,-5.4,3.9,3,47.895,16/8/2013,522.587,52.466,17.02,9.285,0,13,,,14.527,13.23,0,1.89,23.735,24.268,16.311,14.547,17.914,18.653,17.92,0,0,8.365,29.541,19.095,36.656,25.448,25.408,0,0,0,0,0,5.2,0,0,21.4,5.04,25.189,0,0,-2.216,46.152
14,-1.5,5.8,4,47.964,16/8/2013,556.389,52.54,16.724,6.441,0,14,,,3.662,13.5,0,2.678,21.944,22.805,20.59,19.456,17.647,18.58,17.798,17.823,0,8.174,29.335,19.111,36.6,25.598,25.348,0,0,0,0,0,5.2,0,0,21.4,4.9,25.217,0,0,1.794,43.687
15,-11.5,0.6,1,47.45,16/8/2013,540.693,51.948,16.65,6.652,0,15,,,9.644,13.4,0,5.198,22.122,22.751,14.192,18.704,17.872,18.628,17.408,16.761,0,8.24,29.041,19.192,37.519,25.408,25.419,0,0,0,0,0,5.2,0,0,21.4,5.1,25.022,0,0,1.685,47.645
16,-7.6,0.6,0.4,27.598,16/8/2013,480.834,51.43,16.724,6.24,0,16,,,11.353,0,0,2.782,13.139,14.123,16.653,15.258,17.577,18.567,17.591,18.409,0,8.167,27.656,19.111,37.407,25.688,25.278,0,0,0,0,0,5.2,0,0,21.4,5.2,25.606,0,0,-.201,41.647
17,-5.3,0.4,1,44.826,16/8/2013,491.22,51.874,16.058,9.803,0,17,,,2.564,11.6,0,7.352,15.026,15.997,15.874,14.096,15.392,18.397,0,0,0,8.474,28.716,18.885,37.296,25.419,25.459,0,0,0,0,0,5.2,0,0,21.4,5.4,25.439,0,0,2.985,41.401
18,-8.9,0,0,48.47,16/8/2013,476.466,52.318,17.02,0.276,0,18,,,7.202,13.3,0,4.777,23.954,24.542,17.063,15.682,0,0,0,0,0,8.423,29.954,19.594,39.356,26.098,25.198,0,0,0,0,0,5.2,0,0,21.4,5.5,25.551,0,0,4.395,50.479
19,-10,0,0,48.298,16/8/2013,553.424,52.17,16.798,1.594,0,19,,,12.452,13.8,0,0,23.954,24.446,20.481,19.305,17.592,18.592,12.207,18.238,16.309,9.588,30.072,19.143,38.771,25.939,25.748,0,0,0,0,0,5.2,0,0,21.4,5.5,25.551,0,0,1.483,46.663
20,-13.9,0,0,49.604,16/8/2013,534.538,52.17,16.724,0,0,20,,,11.475,13.7,0,2.572,23.858,24.432,24.036,23.434,16.555,18.555,0,4.321,0,9.69,30.985,20.223,38.409,25.939,25.679,0,0,0,0,0,5.2,0,0,21.5,5.51,25.885,0,0,-2.71,50.422
21,-9.1,0,0,50.806,16/8/2013,486.973,51.726,16.798,0,0,21,,,11.475,13.9,0,0,23.024,23.927,20.7,19.428,0,18.69,0,0,0,9.654,29.954,20.029,38.883,25.849,25.668,0,0,0,0,0,5.2,0,0,21.5,5.44,25.857,0,0,3.095,45.41
22,-11.3,0,0,49.846,16/8/2013,419.03,43.66,14.06,0,0,22,,,13.916,13.5,0,0,20.331,20.987,17.35,16.106,0,0,0,0,0,9.939,31.368,0,38.716,25.889,25.809,0,0,0,0,0,0,0,0,21.5,5.65,25.857,0,3.323,-4.212,40.189
23,-5.8,0,0,49.717,16/8/2013,387.812,44.77,14.43,0,0,23,,,5.737,14,0,0,23.899,24.542,0,23.175,0,0,0,0,0,9.829,30.572,0,0,25.719,25.498,0,0,0,0,0,0,0,0,21.7,5.76,25.467,0,0,5.988,50.383
0,-6.5,0,0,50.568,17/8/2013,374.436,44.178,14.504,0,0,00,,,5.615,12.197,0,0,24.077,24.35,0,14.793,0,0,0,0,0,9.734,29.453,0,0,25.958,25.788,0,0,0,0,0,0,0,0,21.6,5.67,25.662,0,0,2.783,43.984
1,-2.2,0,0,40.237,17/8/2013,359.929,44.326,14.578,0,0,01,,,0,7.817,0,0,22.655,23.434,0,15.491,0,0,0,0,0,9.742,29.718,0,0,26.128,26.038,0,0,0,0,0,0,0,0,21.7,5.84,25.745,0,0,11.499,44.399
2,-10.4,0,0,39.029,17/8/2013,342.975,44.474,14.652,0,0,02,,,15.503,9.726,0,0,23.803,24.46,0,15.901,0,0,0,0,0,9.939,29.954,0,0,25.738,25.828,0,0,0,0,0,0,0,0,21.8,5.9,25.94,0,4.23,2.49,37.684
3,-7.7,0,0,42.535,17/8/2013,345.125,50.838,8.288,0,0,03,,,8.179,1.235,0,0,20.221,20.878,0,15.573,0,0,0,0,0,9.873,30.131,0,0,25.809,25.788,0,0,0,0,0,0,0,0,21.6,6,25.885,0,0,4.999,42.598
4,-5.7,0,0,42.61,17/8/2013,352.959,45.954,14.504,0,0,04,,,1.587,11.5,0,0,21.602,22.258,0,0,0,0,0,0,0,9.851,29.659,0,0,25.798,25.719,0,0,0,0,0,0,0,0,21.6,6,25.857,0,0,6.299,45.083
5,-5.7,0,0,49.849,17/8/2013,365.269,52.17,14.8,0,0,05,,,7.813,13.163,0,0,20.59,21.219,0,15.6,0,0,0,0,0,9.859,29.777,0,0,25.719,25.948,0,0,0,0,0,0,0,0,21.8,6.07,25.912,0,0,4.083,38.989
6,-3.6,0,0,49.578,17/8/2013,359.488,52.244,16.354,0,0,06,,,1.831,13.634,0,0,23.817,24.528,0,0,0,0,0,0,0,9.939,29.954,0,0,25.979,25.878,0,0,0,0,0,0,0,0,21.7,6,26.107,0,0,7.599,30.267
7,-8.4,0,0,49.609,17/8/2013,388.339,51.948,16.946,0,0,07,,,6.592,11.86,0,0,23.858,24.501,0,23.516,0,0,0,0,0,9.72,29.482,0,0,26.109,25.988,0,0,0,0,0,0,0,0,21.7,6,25.996,0,0,5.182,38.593
8,-12.4,0,0,48.624,17/8/2013,416.224,51.134,16.502,5.424,0,08,,,7.202,0,0,0.683,23.762,24.583,24.145,23.27,0,0,0,0,0,9.8,29.512,0,6.791,25.998,25.828,0,0,0,0,0,0,0,0,21.7,5.8,25.551,0,0,-2.417,39.502
9,-4.8,0,0,50.392,17/8/2013,448.904,52.318,16.946,6.345,0,09,,,11.597,0,0,29.676,21.876,22.764,16.913,15.327,0,0,0,0,0,9.925,28.805,0,39.05,25.998,25.639,0,0,0,0,0,5.2,0,0,21.5,5.67,25.578,0,0,-4.907,30.872
10,-3.3,15.1,10.5,48.369,17/8/2013,455.486,51.948,16.724,8.248,0,10,,,7.813,0,0,1.522,22.942,23.817,15.313,13.823,0,0,0,0,0,9.859,29.954,9.894,38.716,25.748,25.598,0,0,0,0,0,5.2,0,0,21.3,5.44,25.662,0,0,-2.509,31.813
11,-.8,12.2,7.8,48.774,17/8/2013,464.252,51.874,16.576,18.417,0,11,,,11.231,0,0,7.404,18.663,19.688,16.133,14.793,0,0,0,0,0,9.771,29.63,19.127,38.855,25.648,26.058,0,0,0,0,0,5.2,0,0,21.4,5.3,25.634,0,0,-5.402,30.336
12,10,6.2,1.9,48.338,17/8/2013,461.123,51.874,16.872,6.801,0,12,,,-9.766,0,0,8.717,23.995,24.405,24.2,23.311,0,0,0,0,0,9.668,29.806,0,38.103,25.589,25.858,0,0,0,0,0,5.2,0,0,21.3,5.28,25.467,0,0,11.298,37.1
13,9.4,12.1,4.6,48.326,17/8/2013,435.806,51.578,16.798,18.373,0,13,,,2.93,0,0,17.069,16.68,17.842,15.682,14.315,0,0,0,0,0,9.419,30.484,0,38.66,25.618,25.908,0,0,0,0,0,0,0,0,21.2,5.04,25.328,0,0,-3.003,30.113
14,4.2,12.6,7.6,22.067,17/8/2013,419.712,51.06,16.65,26.209,0,14,,,7.08,0,0,16.019,23.858,24.637,20.768,19.674,0,0,0,0,0,9.375,30.189,0.628,0,25.679,25.948,0,0,0,0,0,0,0,0,21.3,5.2,25.773,0,0,-6.702,39.056
15,9.9,2.9,2.6,48.229,17/8/2013,409.014,52.17,16.872,11.47,0,15,,,2.686,0,0,6.932,23.913,24.46,20.755,19.565,0,0,0,0,0,9.302,29.158,2.498,0,24.949,25.379,0,0,0,0,0,1.2,0,0,21.3,5.2,25.745,0,0,7.984,47.205
16,-3.4,1,0.7,48.171,17/8/2013,405.2,51.504,16.724,4.581,0,16,,,0,0,0,0,23.913,24.583,19.333,18.307,0,0,0,0,0,9.273,29.07,2.933,0,25.188,25.488,0,0,0,0,0,0,0,0,21.2,5.44,25.718,0,0,5.988,46.55
17,5.2,4.2,3.1,44.753,17/8/2013,405.407,50.912,16.576,12.508,0,17,,,0,0,0,8.56,23.913,24.2,15.764,14,0,0,0,0,0,9.104,29.865,2.562,0,25.178,25.778,0,0,0,0,0,0,0,0,21.3,5.44,25.606,0,0,0.385,38.499
18,8.9,5.5,3.8,47.717,17/8/2013,440.236,51.578,16.798,12.02,0,18,,,0,0,0,8.98,23.913,24.323,16.502,14.602,0,0,0,0,0,9.346,29.129,2.61,30.31,25.498,25.358,0,0,0,0,0,5.2,0,0,21.4,5.51,25.801,0,0,6.793,45.401
19,-1.2,13,7,51.704,17/8/2013,536.503,52.318,17.168,13.311,0,19,,,16.358,0,0,9.453,19.36,20.358,17.651,15.928,18.39,18.775,18.433,0,0,9.566,29.748,20.674,38.938,25.459,25.698,0,0,0,0,0,5.2,0,0,21.4,5.63,25.745,0,0,-6.903,43.851
20,0.8,11.1,7.2,53.27,17/8/2013,527.046,51.578,16.724,15.747,0,20,,,5.371,0,0,10.556,19.374,20.59,16.338,14.834,18.376,0,18.482,0,0,9.588,30.219,21.737,39.328,25.798,25.428,0,0,0,0,0,5.2,0,0,21.3,5.7,25.912,0,0,-1.502,43.967
21,-8.6,5.8,2.9,50.174,17/8/2013,492.977,52.688,17.02,13.504,0,21,,,10.254,0,0,9.19,21.671,22.669,15.545,13.946,0,0,16.211,0,0,9.485,30.425,21.012,38.604,25.728,25.608,0,0,0,0,0,5.2,0,0,21.4,5.7,26.024,0,0,-3.406,40.721
