,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,GSR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
22,22,0,0,0,0,0,11.28,30.425,0,0,0,37.3,21.501,38.186,23.317,43.882,14.134,41.06,24.242,20.485,0,30.233,13.068,0,0,0,0,30.968,30.158,0,0,0,0,5.2,0,19.7,5.84,41.457,-14.527,0,35.801,-7.709,492.355,4/5/2013
23,23,0,0,0,0,0,11.243,30.366,0,0,0,37.5,22.601,33.248,26.902,48.766,0,41.036,26.079,0,0,29.784,18.348,0,0,0,0,31.158,30.758,0,0,0,0,5.2,0,19.5,5.91,37.712,-5.127,0,36.001,-6.702,446.075,4/5/2013
0,00,0,0,0,0,0,11.397,17.345,0,0,0,34.801,21.201,36.032,0,43.364,0,39.145,25.718,0,0,30.593,4.884,0,0,0,0,31.058,30.608,0,0,0,0,0,0,19.6,5.91,50.374,-7.813,0,30.401,-13.807,407.733,5/5/2013
1,01,0,0,0,0,0,11.426,0,0,0,0,29.501,20.401,32.461,0,52.836,0,39.978,25.662,0,0,30.413,12.936,0,0,0,0,31.098,30.678,0,0,0,0,0,0,19.5,5.67,45.095,-10.498,0,34.301,-6.702,392.775,5/5/2013
2,02,0,0,0,0,0,6.467,0,0,0,0,23.501,16.501,32.565,0,44.178,14.43,36.193,25.829,0,0,30.391,10.296,0,0,0,0,31.328,30.648,0,0,0,0,0,0,19.8,5.76,42.414,-4.517,0,24.801,-7.215,374.115,5/5/2013
3,03,0,0,0,0,0,0.645,0,0,0,0,19.601,14.8,22.848,0,50.986,16.502,23.413,25.829,0,0,30.099,6.864,0,0,0,15.709,31.118,30.558,0,0,0,0,0,0,19.7,5.76,50.386,-12.94,0,27.001,4.688,371.64,5/5/2013
4,04,0,0,0,0,0,11.36,0,0,0,0,20.401,17.501,25.947,0,51.874,16.28,33.49,25.829,0,0,30.143,12.804,0,0,0,0,31.378,30.747,0,0,0,0,0,0,20,5.67,38.539,-3.906,0,27.101,-2.911,368.837,5/5/2013
5,05,0,0,0,0,0,11.272,30.278,0,0,0,26.401,20.601,27.418,0,50.69,16.354,37.162,25.968,0,0,30.75,11.22,0,0,0,0,31.368,30.827,0,0,0,0,0,0,20,5.76,0,-2.441,0,25.501,-8.405,376.594,5/5/2013
6,06,0,0,0,0,0,11.28,0,0,0,0,29.401,20.901,26.105,0,44.548,14.578,38.875,25.885,0,0,31.446,12.54,0,0,0,0,31.528,30.787,0,0,0,0,0,0,20,5.67,0,-3.54,0,27.601,-7.801,343.398,5/5/2013
7,07,0,0,0,0,0,11.001,0,0,0,0,32.101,22.101,34.509,0,51.134,16.872,38.925,25.69,0,0,31.154,14.256,0,0,0,0,31.307,30.568,0,0,0,0,0,0,20,5.76,0,-9.644,0,39.701,0,359.08,5/5/2013
8,08,0,0,0,0,0,11.47,28.54,0,0,0,34.501,22.201,28.783,0,43.882,14.282,42.498,25.551,0,0,21.249,18.348,0,0,0,0,31.758,28.588,0,0,0,0,5.2,0,19.9,5.5,0,-3.174,0,34.501,-6.116,373.915,5/5/2013
9,09,0,0,0,0,0,11.28,30.749,0,0,0,35.901,22.301,36.558,0,43.882,13.986,42.551,25.69,0,0,23.832,15.576,0,0,0,0,30.808,31.257,0,0,0,0,5.2,0,19.8,5.5,0,5.005,0,27.701,-10.804,384.923,5/5/2013
10,10,0,0,0,0,0,11.411,30.867,0,0,0,36.701,20.501,32.303,0,41.958,0,40.856,25.718,0,0,28.908,10.164,0,0,0,0,31.217,31.628,0,0,0,5.2,5.2,0,19.7,5.44,0,-13.062,0,31.301,-6.317,388.155,5/5/2013
11,11,0,0,0,0,0,11.309,30.749,0,0,0,33.201,21.001,32.093,0,49.284,0,38.952,25.578,0,0,30.862,10.56,0,9.215,0,0,30.917,31.968,0,0,0,5.2,5.2,0,20.4,5.3,0,-14.893,0,31.401,-3.406,401.21,5/5/2013
12,12,0,0,0,0,0,10.62,30.72,0,0,0,32.801,21.201,28.574,0,51.06,6.438,37.315,25.745,0,0,26.235,20.196,0,7.274,0,15.395,31.278,31.528,0,0,0,0,5.2,0,20.4,5.04,0,9.156,0,23.301,-13.312,394.302,5/5/2013
13,13,0,0,0,0,0,9.544,29.954,0,0,0,24.201,17.601,30.832,15.51,51.208,16.798,33.912,25.411,0,0,26.729,13.86,0,13.235,0,0,30.808,31.047,0,0,0,0,5.2,0,20.6,5.13,0,-8.789,0,30.201,-1.117,405.492,5/5/2013
14,14,0,0,0,0,0,9.683,30.189,0,0,0,21.701,15.301,29.519,21.432,51.652,16.946,30.539,25.634,0,0,29.762,12.936,0,19.866,0,0,31.028,30.928,0,0,0,0,5.2,0,19.8,4.97,0,0,0,25.001,-4.212,398.602,5/5/2013
15,15,0,0,0,0,0,9.419,29.6,0,0,0,20.901,16.701,25.632,0,50.764,16.724,32.459,25.578,0,0,31.94,9.9,0,0,0,0,30.978,30.118,0,0,0,0,5.2,0,20,4.9,36.985,3.418,0,20.101,-10.309,395.072,5/5/2013
16,16,0,0,0,0,0,9.492,29.806,0,0,0,20.701,14.2,24.214,0,50.838,16.798,24.242,25.578,0,0,31.267,7.524,0,0,0,0,31.278,30.938,0,0,0,0,5.2,0,20,4.9,40.063,-4.395,0,18.401,-7.617,395.894,5/5/2013
17,17,0,0,0,0,0,9.727,30.189,0,0,0,21.001,12.7,22.375,5.518,52.17,16.65,27.361,25.606,0,0,30.683,15.576,0,0,0,0,30.808,31.078,0,0,0,0,5.2,0,19.9,5.2,37.929,-13.184,0,36.601,9.595,391.974,5/5/2013
18,18,0,0,0,0,0,9.463,29.924,0,0,0,22.101,14.3,29.151,22.25,50.912,0,37.469,25.662,0,0,29.896,10.956,0,0,0,0,31.188,31.158,0,0,0,0,5.2,0,19.8,5.2,50.524,-20.386,0,36.201,5.585,432.896,5/5/2013
19,19,0,0,0,0,0,9.947,30.513,21.979,35.765,0,22.801,11.9,26.262,46.838,51.06,16.65,29.896,25.662,0,0,32.232,13.86,10.5,11.84,0,0,31.058,31.598,0,0,0,5.2,5.2,0,19.3,5.4,44.513,-8.301,0,24.201,-3.9,549.755,5/5/2013
20,20,0,0,0,0,0,10.078,30.749,21.737,36.071,0,10.8,3,21.534,47.564,50.542,16.576,8.474,25.662,0,0,27.695,15.708,23.913,24.35,0,0,31.278,31.728,0,0,0,5.2,5.2,0,19.5,5.4,49.465,-12.574,0,14,6.885,540.492,5/5/2013
21,21,0,0,11.365,0,0,9.983,30.631,22.946,36.044,0,7.5,2.8,16.491,46.993,51.578,17.02,12.994,25.662,0,0,30.548,14.256,7.629,7.916,0,0,31.047,31.168,0,0,0,5.2,5.2,0,19.5,5.4,49.167,-5.127,0,16.801,9.888,498.799,5/5/2013
22,22,0,0,0,0,0,11.331,30.602,0,35.682,0,7.9,2.7,8.455,48.095,51.356,16.798,12.359,25.606,0,0,26.842,9.636,9.379,10.295,0,0,31.248,31.408,0,0,0,0,5.2,0,19.6,5.75,45.482,0,0,9.5,7.892,442.111,5/5/2013
23,23,0,0,0,0,0,11.397,30.602,0,0,0,5.9,2.5,11.134,42.094,51.356,15.614,8.449,25.773,0,0,30.57,4.752,0,16.858,0,0,30.798,31.238,0,0,0,0,0,0,19.6,5.75,50.484,-6.836,0,12.4,9.998,400.465,5/5/2013
0,00,0,0,0,0,0,11.316,30.631,0,0,0,9.9,7.9,11.134,22.226,51.06,16.576,15.696,25.634,0,0,28.167,3.036,0,7.274,0,0,31.098,31.588,0,0,0,0,0,0,19.5,5.76,49.475,-7.447,0,18.101,8.386,380.703,6/5/2013
1,01,0,0,0,0,0,11.346,30.484,0,0,0,8.7,7.3,9.242,0,50.986,16.798,16.384,25.69,0,0,30.413,8.712,0,6.768,0,0,31.307,31.338,0,0,0,0,0,0,19.5,5.8,50.496,-3.662,0,14.2,6.885,364.862,6/5/2013
2,02,0,0,0,0,0,11.411,30.779,0,0,0,5.3,4.2,10.556,0,51.356,16.946,12.75,25.857,0,0,32.48,13.992,0,7.26,0,0,30.898,31.898,0,0,0,0,0,0,19.3,5.8,46.468,-1.831,0,13.7,10.382,355.27,6/5/2013
3,03,0,0,0,0,0,11.463,30.867,0,0,0,3.2,2.7,8.665,0,50.542,4.44,9.667,25.718,0,0,29.717,8.976,0,9.256,0,0,30.928,31.567,0,0,0,0,0,0,19.5,5.8,50.466,-5.737,0,0.6,2.49,354.65,6/5/2013
4,04,0,0,0,0,0,11.485,30.896,0,0,0,1.3,1.2,3.937,12.285,51.8,16.576,5.046,25.69,0,0,31.356,10.824,0,10.405,0,0,31.038,31.158,0,0,0,0,0,0,19.5,5.7,50.466,-17.09,0,14.7,19.684,361.732,6/5/2013
5,05,0,0,0,0,0,11.382,31.279,0,35.793,0,1.8,1.9,3.045,50.054,51.578,16.502,5.107,25.801,0,0,32.12,0,0,7.055,0,0,31.007,31.838,0,0,0,0,0,0,19.5,5.7,42.956,-19.044,0,33.001,35.285,384.024,6/5/2013
6,06,0,0,0,0,0,11.587,30.955,0,36.628,0,3.1,2.3,4.83,53.699,44.252,12.506,6.723,25.718,0,0,28.189,12.936,0,0,0,0,30.688,30.328,0,0,0,0,0,0,19.5,5.8,37.686,-10.132,0,22.101,23.585,382.068,6/5/2013
7,07,0,0,0,0,0,11.455,30.867,0,0,0,2.3,3.5,8.139,53.639,51.874,16.798,7.937,25.773,0,0,29.11,14.784,0,10.008,0,0,31.118,31.248,0,0,0,0,0,0,19.2,5.91,50.365,-5.371,0,15.1,14.283,399.771,6/5/2013
8,08,0,0,0,0,0,11.441,29.659,1.466,35.236,0,5.2,6.4,7.824,53.6,51.726,16.65,13.131,25.662,0,0,28.863,11.88,17.063,18.143,0,0,31.248,30.338,0,0,0,0,0,0,18.5,5.76,48.457,0,0,7.9,8.295,468.221,6/5/2013
9,09,19.09,0,0,0,0,11.507,29.217,14.776,34.624,0,16.201,13.4,15.179,53.796,51.578,16.798,25.849,25.885,0,0,28.931,11.352,7.52,8.162,0,0,31.118,30.608,0,0,0,5.2,0,0,18.8,5.7,43.497,0,0,10.9,-1.904,523.388,6/5/2013
10,10,18.558,13.941,9.204,0,0,10.144,29.63,19.111,34.596,0,15.1,11.1,19.539,53.109,51.652,17.094,22.263,25.885,0,0,32.929,12.54,8.176,9.037,0,0,31.238,30.798,0,0,0,5.2,0,0,18.2,5.42,47.702,6.226,0,15.2,-.916,543.366,6/5/2013
11,11,18.403,18.714,16.724,8.338,0,9.785,30.779,19.288,34.708,0,9.6,6.9,17.753,52.336,51.43,16.502,12.06,25.773,0,0,29.425,17.424,15.463,16.571,0,0,30.278,30.278,0,0,0,5.2,0,0,19.7,5.4,47.702,0,0,13.3,2.289,564.715,6/5/2013
12,12,18.46,18.628,16.749,18.531,0,9.8,30.926,17.999,34.318,0,5.8,3.3,7.036,52.795,51.8,16.946,5.759,25.94,0,0,28.347,18.216,21.356,22.163,0,0,31.127,30.827,0,0,0,5.2,5.2,0,19.8,5.35,47.702,5.127,0,1,9.796,564.516,6/5/2013
13,13,18.487,18.519,16.785,18.763,0,10.811,31.633,18.515,36.044,0,1.5,1.2,4.042,52.377,52.022,17.168,6.585,25.411,0,0,27.605,15.048,16.489,17.528,0,0,30.598,30.588,0,0,0,5.2,5.2,0,19.6,5.21,47.702,7.813,0,5.1,11.499,534.943,6/5/2013
14,14,18.053,18.628,16.407,18.213,12.5,9.112,29.718,20.013,34.708,0,1.5,1.2,4.515,52.377,51.282,16.946,6.8,25.718,0,0,27.358,18.876,21.479,22.217,0,0,31.358,30.438,0,0,0,5.2,5.2,0,19.6,5.04,47.702,-10.01,0,11.1,11.994,584.966,6/5/2013
15,15,16.905,18.543,16.382,18.519,17.48,9.324,30.72,20.642,36.238,0,0.3,0.1,2.205,52.019,51.8,17.094,3.085,25.634,0,1.1,27.74,13.464,18.198,19.251,0,15.258,31.468,30.568,0,0,0,5.2,5.2,0,19.6,5,47.702,1.343,0,0.7,9.998,578.102,6/5/2013
16,16,18.194,18.445,16.321,18.36,17.09,9.024,30.131,19.981,35.598,0,0.6,0.1,3.99,51.902,50.986,16.502,3.683,25.411,0,1.2,28.594,8.052,8.436,9.037,0,24.856,30.428,30.418,0,0,0,5.2,5.2,0,19.6,5.2,47.702,-1.587,0,4.3,10.199,564.615,6/5/2013
17,17,18.291,18.506,9.278,4.273,0,9.046,31.073,20.062,35.849,0,3.5,2.4,5.986,52.136,51.134,16.428,1.905,25.606,0,0,28.594,6.336,15.258,16.352,0,0,30.778,30.268,0,0,0,5.2,5.2,0,19.6,5.33,47.991,-1.343,0,5.6,9.888,518.99,6/5/2013
18,18,0,0,4.675,0,0,11.302,31.751,20.561,35.988,0,4.3,4,6.564,52.817,51.8,17.02,11.644,25.578,0,0,30.795,18.084,0,22.423,16.571,15.477,30.598,30.438,0,0,0,5.2,5.2,0,19.6,5.4,47.628,-5.615,0,16.501,16.187,520.049,6/5/2013
19,19,18.46,18.58,18.213,0,0,11.411,32.045,20.368,36.099,0,7.1,6.3,11.449,52.933,51.208,16.798,18.478,25.578,0,0,30.615,9.768,12.606,13.481,18.307,16.913,31.428,30.478,0,0,0,5.2,5.2,0,19.7,5.59,46.724,0,0,9.3,9.394,589.622,6/5/2013
20,20,0,0,0,0,0,11.485,32.016,20.287,35.821,0,30.101,17.401,23.53,52.733,51.43,16.724,38.572,25.69,0,0,32.682,11.616,13.166,14.206,0,16.147,30.827,30.617,0,0,0,5.2,5.2,0,19.5,5.6,46.945,-4.639,0,33.001,-.714,580.155,6/5/2013
21,21,0,0,0,0,0,11.485,32.222,21.657,20.875,0,27.801,18.201,31.463,52.737,51.43,16.872,39.578,25.606,0,0,31.02,13.464,8.012,8.901,0,0,30.617,30.328,0,0,0,0,5.2,0,19.6,5.7,41.499,3.418,0,27.901,-12.818,535.637,6/5/2013
22,22,0,0,0,0,0,11.455,32.104,0,0,0,28.001,15.601,26.472,42.237,51.282,16.576,38.623,25.829,0,0,30.076,10.692,16.708,17.76,0,0,30.708,30.338,0,0,0,0,5.2,0,19.3,5.6,46.872,-12.085,0,40.301,5.09,488.462,6/5/2013
23,23,0,0,0,0,0,11.704,32.605,0,0,0,33.601,21.201,33.353,24.385,51.726,0,43.351,25.829,0,0,30.817,7.92,0,11.116,0,0,30.487,30.328,0,0,0,0,5.2,0,20.3,5.7,47.9,-6.348,0,51.102,4.596,436.576,6/5/2013
0,00,0,0,0,0,0,11.426,31.986,0,0,0,23.201,13.7,26.367,12.211,50.764,0,40.302,25.801,0,0,32.861,16.104,0,7.26,0,0,30.747,30.148,0,0,0,0,5.2,0,19.8,5.7,46.259,-11.475,0,41.301,8.899,415.054,7/5/2013
1,01,0,0,0,0,0,11.47,29.276,0,0,0,16.601,10.3,21.167,0,50.838,16.724,28.483,25.662,0,0,30.458,20.196,0,6.426,0,0,30.648,30.268,0,0,0,0,0,0,19.5,5.9,45.269,-8.179,0,25.601,3.79,400.222,7/5/2013
2,02,0,0,0,0,0,11.206,28.982,0,0,0,14.8,8.8,19.381,0,51.134,16.65,16.5,25.773,0,0,31.918,14.652,0,6.467,0,0,30.657,30.248,0,0,0,0,0,0,19.3,5.8,50.52,-12.085,0,21.201,6.684,393.658,7/5/2013
3,03,0,0,0,0,0,11.551,27.715,0,0,0,12.2,8.2,14.916,0,45.066,14.8,16.688,25.745,0,0,32.614,17.16,0,7.055,0,24.446,31.257,31.528,0,0,0,0,0,0,19.5,5.8,38.831,-4.761,0,17.201,6.189,387.098,7/5/2013
4,04,0,0,0,0,0,11.609,29.954,0,0,0,7.4,3.3,11.134,0,52.17,17.168,12.325,25.912,0,0,31.177,12.804,0,10.952,0,24.446,30.818,30.508,0,0,0,0,5.2,0,19.8,5.8,50.541,-8.301,0,20.501,14.997,390.221,7/5/2013
5,05,0,0,0,0,0,11.36,29.158,0,4.954,0,9.5,5.9,12.92,45.989,51.06,16.65,15.701,25.94,0,0,33.108,13.464,0,18.54,0,14.93,30.558,30.218,0,0,0,0,5.2,0,19.6,0,50.48,-7.691,0,42.501,11.682,422.103,7/5/2013
6,06,0,0,0,0,0,11.397,29.453,0,35.988,0,9,6.5,11.134,35.345,51.06,16.428,17.641,25.94,0,0,28.257,21.384,0,7.424,0,0,30.818,30.858,0,0,0,0,5.2,0,19.3,5.8,37.747,-2.075,0,28.101,18.787,409.266,7/5/2013
7,07,0,0,0,0,0,11.58,27.656,0,33.093,0,17.201,12,26.367,30.348,45.14,14.578,25.095,25.885,0,0,30.368,17.82,0,0,0,0,30.617,30.948,0,0,0,0,0,0,19.3,5.8,38.713,3.174,0,22.201,1.099,424.724,7/5/2013
8,08,0,0,0,0,0,9.954,25.859,0,32.843,0,28.901,17.901,26.367,32.548,50.394,16.428,32.397,25.745,0,0,9.254,9.504,0,25.362,0,14.233,30.747,30.628,0,0,0,0,5.2,0,18.4,5.76,49.198,-9.033,0,36.701,4.083,481.574,7/5/2013
9,09,0,0,0,0,0,10.122,26.772,15.356,33.344,0,27.101,17.501,28.731,46.055,51.504,16.798,30.078,25.773,0,0,10.49,17.688,0,15.586,0,24.692,30.588,29.048,0,0,0,5.2,5.2,0,20.2,5.5,43.01,4.761,0,18.601,-11.811,532.907,7/5/2013
10,10,0,0,0,0,0,10.034,26.271,19.127,33.232,0,21.901,14.3,28.941,47.582,51.43,16.502,32.189,25.773,0,0,10.4,8.316,15.422,16.557,0,24.692,31.338,30.258,0,0,0,5.2,5.2,0,20,5.44,46.732,0,0,17.001,-7.801,550.244,7/5/2013
11,11,0,0,0,0,0,9.969,26.33,19.337,33.594,0,16.501,13.5,18.593,52.878,51.282,16.576,19.987,25.801,0,0,10.871,16.632,21.821,22.505,20.686,19.866,30.838,30.057,0,0,0,5.2,5.2,0,19.8,5.2,50.448,-10.987,0,26.001,12.598,564.59,7/5/2013
12,12,0,17.176,16.785,0,0,9.859,26.419,20.626,34.541,0,8.8,6.5,17.805,52.729,51.504,16.872,12.593,25.773,0,0,12.691,16.5,18.936,19.934,17.829,16.776,30.728,30.218,0,0,0,5.2,5.2,0,19.8,5.13,46.998,-4.028,0,13,8.588,569.242,7/5/2013
13,13,0,18.616,16.553,0,0,9.346,26.124,20.384,34.067,0,7.2,4.8,8.928,52.122,51.726,16.872,7.695,25.551,0,0,12.331,15.048,18.881,19.866,19.059,17.692,31.538,29.927,0,0,0,5.2,5.2,0,20,5.04,47.51,-8.179,0,5.5,7.782,560.026,7/5/2013
14,14,16.765,18.519,16.614,16.443,0,9.258,25.977,20.255,34.067,0,3.3,3,8.928,51.786,51.874,16.872,5.946,25.578,0,0,10.624,10.032,19.442,20.385,20.467,19.551,31.387,30.038,0,0,0,5.2,5.2,0,19.7,5.04,48.316,-10.865,0,13.8,16.388,577.783,7/5/2013
15,15,16.681,18.641,16.578,16.883,16.016,9.016,26.095,21.625,34.735,0,1,1.5,6.984,51.701,51.948,16.798,3.771,25.495,0,0,11.635,9.504,18.403,19.278,19.032,17.241,31.238,30.227,0,0,0,5.2,5.2,0,19.8,5.97,47.153,-2.441,0,9.1,13.587,575.907,7/5/2013
16,16,18.123,18.763,16.443,18.421,0,8.987,25.977,21.963,34.318,0,3.2,2.5,5.566,52.235,51.578,16.798,4.328,26.024,0,0,10.916,15.444,18.444,19.442,14.739,15.149,30.348,29.797,0,0,0,5.2,5.2,0,19.6,5.04,41.865,-6.47,0,5.7,9.998,564.109,7/5/2013
17,17,18.348,18.812,0,0,0,9.991,28.54,22.173,34.93,0,2.9,2.4,7.824,52.653,52.096,16.798,6.448,25.523,0,0,11.433,16.764,16.612,17.788,0,24.774,31.168,30.118,0,0,0,5.2,5.2,0,18.9,5.36,45.582,8.911,0,4.6,3.882,520.867,7/5/2013
18,18,18.137,18.677,0,0,0,10.21,29.041,21.754,34.624,0,6.2,5.1,8.875,52.681,51.726,16.798,8.571,25.495,0,0,12.623,9.108,17.104,18.239,0,0,31.448,29.618,0,0,0,5.2,5.2,0,22.5,5.44,45.472,-1.953,0,9.2,9.284,509.396,7/5/2013
19,19,18.207,18.592,18.018,18.445,0,11.199,29.188,21.737,34.262,0,27.101,20.201,12.552,53.057,51.578,16.798,23.777,25.523,0,0,14.173,7.656,10.364,11.471,15.737,15.791,30.617,29.927,0,0,0,5.2,5.2,0,20.1,5.67,37.825,0,0,24.301,2.399,594.033,7/5/2013
20,20,0,0,0,0,0,11.324,29.482,23.172,34.819,0,32.801,22.101,36.873,52.737,51.208,16.576,42.249,25.578,0,0,32.39,11.088,0,22.286,0,15.942,30.668,30.028,0,0,0,0,5.2,0,19,5.873,45.499,7.08,0,10.1,-28.016,607.73,7/5/2013
21,21,0,0,0,0,0,11.14,30.455,22.849,34.234,0,29.501,21.701,31.883,52.051,51.282,16.946,38.766,25.244,0,0,31.581,3.432,0,14.233,0,0,30.628,30.038,0,0,0,0,5.2,0,19.8,5.82,38.526,-3.174,0,30.901,-5.713,543.2,7/5/2013
22,22,0,0,0,0,0,11.397,30.661,0,0,0,22.801,18.301,26.892,31.243,51.652,16.872,38.669,25.189,0,0,31.604,10.032,0,24.884,0,0,30.248,29.838,0,0,0,0,5.2,0,19.8,5.83,49.887,-11.841,0,33.701,0.897,480.747,7/5/2013
23,23,0,0,0,0,0,11.082,30.248,0,0,0,9.8,10.9,26.21,46.185,51.208,16.724,36.385,25.745,0,0,29.559,9.372,0,17.377,0,0,30.738,30.138,0,0,0,0,5.2,0,19.8,5.91,50.438,-11.719,0,40.301,14.1,440.113,7/5/2013
0,00,0,0,0,0,0,11.543,31.22,0,0,0,17.701,8.1,18.383,21.363,51.948,17.168,36.958,25.662,0,0,33.962,10.56,0,7.944,0,0,30.468,29.988,0,0,0,0,5.2,0,19.6,5.76,49.938,-14.405,0,43.301,17.798,413.03,8/5/2013
1,01,0,0,0,0,0,11.404,31.044,0,0,0,24.301,16.301,12.185,11.801,51.726,16.872,22.793,25.551,0,0,32.165,9.504,0,16.065,0,0,30.678,30.078,0,0,0,0,5.2,0,19.6,5.67,41.639,-11.475,0,39.701,13.495,394.857,8/5/2013
2,02,0,0,0,0,0,11.441,30.985,0,0,0,29.801,19.501,12.342,11.739,44.918,14.282,23.721,25.773,0,0,31.491,10.56,0,7.889,0,0,30.747,30.108,0,0,0,0,0,0,18.7,5.74,37.7,-12.452,0,37.801,11.097,384.787,8/5/2013
3,03,0,0,0,0,0,11.287,30.779,0,0,0,20.001,13.4,13.97,11.82,51.948,13.32,17.348,25.634,0,0,31.626,6.072,0,18.102,0,0,30.708,29.958,0,0,0,0,0,0,18.2,5.84,50.451,-12.085,0,37.101,19.391,379.34,8/5/2013
4,04,0,0,0,0,0,11.111,30.425,0,0,0,8.8,7.6,10.923,46.352,50.764,16.872,14.373,25.718,0,0,30.256,7.392,0,11.321,0,0,30.357,29.568,0,0,0,0,5.2,0,19.5,5.76,48.739,-12.818,0,35.401,26.991,389.482,8/5/2013
5,05,0,0,0,0,0,11.324,30.867,0,34.986,0,16.601,12.2,13.13,46.252,50.986,16.28,12.476,25.606,0,0,31.491,3.828,0,7.315,0,0,30.088,29.927,0,0,0,0,5.2,0,19.7,5.89,46.786,-17.701,0,51.502,36.897,410.723,8/5/2013
6,06,0,0,0,0,0,11.411,29.217,0,33.455,0,12.7,11.8,13.025,36.063,46.176,14.726,26.779,25.773,0,0,30.84,8.316,0,0,0,0,30.848,30.168,0,0,0,0,5.2,0,19.8,5.91,37.755,0,0,30.601,11.994,400.414,8/5/2013
7,07,0,0,0,0,0,11.368,30.926,0,0,0,17.601,15.501,15.651,25.243,51.43,16.28,36.954,25.69,0,0,31.199,10.692,0,7.315,0,0,30.678,30.068,0,0,0,0,5.2,0,19.7,5.76,41.891,-4.395,0,28.901,5.09,418.439,8/5/2013
8,08,0,0,0,0,0,9.749,29.041,0,14.445,0,22.301,16.901,26.787,47.051,50.838,15.984,34.567,25.244,0,0,31.379,18.876,0,18.526,0,0,30.718,30.268,0,0,0,0,5.2,0,19.8,5.6,46.927,12.207,0,13.2,-11.701,486.496,8/5/2013
9,09,0,0,0,0,0,9.815,29.335,20.61,33.344,0,13.2,10.5,25.842,46.269,50.838,16.872,22.962,25.662,0,0,29.851,10.296,10.323,11.116,0,23.913,30.978,30.357,0,0,0,5.2,5.2,0,19.5,5.5,49.973,4.273,0,14.2,0,532.002,8/5/2013
10,10,0,0,0,0,0,9.873,29.394,20.352,33.316,0,14.42,12.7,23.057,52.014,51.282,16.65,24.416,25.69,0,0,27.965,12.276,17.719,18.895,0,23.434,31.328,30.628,0,0,0,5.2,5.2,0,19.6,5.4,47.307,2.564,0,15.1,-2.307,558.708,8/5/2013
11,11,0,0,0,0,0,10.005,29.659,20.674,33.566,0,17.2,13.4,22.06,52.422,50.986,16.576,22.294,24.883,0,0,25.696,8.844,19.524,20.522,19.428,19.428,31.118,30.357,0,0,0,5.2,5.2,0,19.6,5.3,46.957,-3.174,0,14.6,0.183,574.369,8/5/2013
12,12,0,0,0,0,0,9.602,29.365,20.626,33.566,0,19.19,13.7,19.329,54.161,51.43,16.872,19.434,25.662,0,0,27.987,13.068,17.186,18.266,19.483,18.417,30.657,30.338,0,0,0,5.2,5.2,0,19.5,5.2,46.957,3.418,0,17.001,-.806,566.155,8/5/2013
13,13,5.715,0,18.36,0,0,9.529,28.54,21.931,32.787,0,11.6,7.7,22.638,51.078,50.986,16.576,14.617,25.94,0,0,27.403,4.884,19.456,20.358,0,14.041,30.938,30.698,0,0,0,5.2,5.2,0,19.5,5,46.978,-6.592,0,17.901,2.985,555.992,8/5/2013
14,14,18.418,18.677,18.043,12.012,0,9.478,28.716,22.237,32.982,0,6.8,6.1,11.081,51.169,51.134,16.576,12.749,25.885,0,0,25.314,6.996,14.684,15.791,15.395,14.971,30.548,30.258,0,0,0,5.2,5.2,0,19.4,5,47.977,-1.343,0,2.5,5.383,582.697,8/5/2013
15,15,18.445,16.59,18.152,10.23,0,9.353,28.392,22.237,33.455,0,6.2,4.1,11.449,51.756,51.06,16.872,16.047,25.857,0,0,27.336,8.58,12.579,13.604,15.709,15.286,30.338,30.508,0,0,0,5.2,5.2,0,19.6,5,43.577,0,0,8.5,5.896,574.146,8/5/2013
16,16,0,0,17.737,0,0,9.383,28.245,21.947,32.954,0,6.44,5.3,14.338,51.837,51.578,16.872,15.411,25.996,0,0,30.031,4.62,18.225,18.868,24.132,23.872,30.508,30.317,0,0,0,5.2,5.2,0,19.5,5.1,47.315,4.883,0,6.6,3.589,560.292,8/5/2013
17,17,0,0,0,0,0,9.595,29.158,22.011,33.26,0,9.3,5.8,15.336,51.756,51.208,16.724,9.46,25.885,0,0,31.132,8.58,8.203,9.16,19.893,20.139,30.838,30.108,0,0,0,0,5.2,0,19.3,5.2,47.2,2.197,0,7.7,2.893,516.012,8/5/2013
18,18,0,0,0,0,0,9.698,30.248,21.689,34.541,0,35.35,22.301,33.091,8.784,44.326,14.43,41.098,25.857,0,0,30.48,10.428,0,0,0,0,30.968,29.838,0,0,0,0,5.2,0,19.5,5.4,41.098,-8.911,0,33.401,-7.709,497.448,8/5/2013
19,19,0,0,0,0,0,10.027,30.896,21.915,34.68,0,30.79,20.501,31.882,52.529,52.022,16.872,42.299,25.885,0,0,32.008,7.26,16.817,17.883,16.762,18.799,31.517,29.938,0,0,0,0,5.2,0,19.3,5.6,37.71,0,0,29.801,-6.116,597.895,8/5/2013
