,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,MTL,GSR,HEM,HPA1,HPA2,PHD,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN3,PEN4,PHL1,PHL2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
11,11,19.162,0,0,0,0,0,10.284,33.165,20.4,32.564,0,0,5.9,2.6,11.186,51.651,51.136,16.818,4.909,47.316,0,0,0,0,6.635,0,0,28.594,7.524,23.885,24.911,16.407,15.737,28.608,27.798,8.839,8.682,0,0,0,4.9,4.9,18.8,0,4.9,47.92,2.686,0,1.9,-5.2,586.76,4/1/2016
12,12,23.029,0,0,0,0,0,10.21,32.693,20.094,32.564,0,0,11.5,8.3,14.706,46.926,51.749,16.656,14.953,47.65,0,0,0,0,6.655,0,0,32.367,29.436,11.143,12.592,14.957,14.11,27.218,19.389,3.525,3.413,0,0,0,4.9,4.9,18.6,0,4.75,50.265,-3.174,-7.846,11.3,-1.813,590.8,4/1/2016
13,13,12.413,13.964,0,0,0,0,10.144,32.428,19.643,31.34,0,0,8.1,5.6,11.028,52.542,49.688,15.441,10.188,47.232,0,0,0,0,6.646,0,0,28.661,29.7,11.198,12.62,0,15.586,31.658,24.989,5.672,5.554,0,0,0,4.9,4.9,18.4,0,4.59,48.431,-2.075,-7.15,5.1,-2.71,580.09,4/1/2016
14,14,7.79,17.956,10.804,14.075,0,0,8.657,30.425,19.852,30.171,0,0,2.5,2.7,5.67,49.384,51.859,16.995,6.596,47.65,0,0,0,0,6.657,0,0,32.3,28.776,17.036,18.526,0,15.887,26.978,26.168,8.772,8.649,0,0,0,4.9,4.9,18.6,0,4.67,50.532,0,-7.828,-5.8,0.989,609.11,4/1/2016
15,15,11.502,17.83,18.58,15.259,0,0,8.526,29.423,19.691,29.614,0,0,4.1,3.2,11.396,44.691,47.842,15.112,8.035,47.706,0,0,0,0,6.618,0,0,25.224,32.472,10.801,12.045,15.668,14.78,29.578,28.878,5.297,5.256,0,0,0,4.9,4.9,18.5,0,4.65,46.926,3.54,-5.2,3.6,4.395,592.68,4/1/2016
16,16,13.559,0,18.531,17.09,0,0,8.54,29.659,19.772,31.368,0,0,6.9,4.8,11.817,45.938,47.957,14.988,10.886,47.761,0,0,0,0,6.613,0,0,31.244,28.908,8.354,9.68,0,15.696,30.298,29.797,3.517,3.449,0,0,0,4.9,4.9,18.8,0,4.83,46.161,0,-10.685,3.3,-2.509,586.63,4/1/2016
17,17,13.814,0,0,0,0,0,8.555,29.865,19.643,31.368,0,0,10.9,7.2,7.036,44.66,48.611,15.548,12.314,47.706,0,0,0,0,6.615,0,0,29.582,31.02,9.242,10.637,0,15.586,27.988,27.448,3.56,3.47,0,0,0,4.9,4.9,19,0,4.75,47.068,6.714,-6.839,4.3,-3.314,542.15,4/1/2016
18,18,19.011,0,0,6.47,0,0,8.804,30.631,19.723,31.368,0,0,13.3,8.5,14.601,44.995,51.87,16.679,17.931,47.65,0,0,0,0,6.616,0,0,28.773,28.248,17.719,19.141,15.6,14.848,25.308,24.129,7.577,7.601,0,0,0,4.9,4.9,18.5,0,4.99,47.123,4.883,-12.323,5.8,-8.203,617.35,4/1/2016
19,19,29.097,17.83,0,17.054,0,0,8.811,30.749,19.723,32.592,0,0,15.901,9.3,24.634,50.439,50.582,16.223,21.282,47.622,0,0,0,0,6.61,0,0,30.031,31.548,7.137,8.272,15.299,14.889,26.698,26.608,5.651,6.516,0,0,0,4.9,4.9,18.7,0,4.98,47.089,28.321,16.013,-4.4,-26.807,638.54,4/1/2016
20,20,28.828,0,0,8.46,0,0,9.221,32.841,19.675,32.592,0,0,11.1,8.7,31.882,50.774,51.437,16.879,33.543,47.845,0,0,0,0,6.621,0,0,27.942,30.888,12.756,14.315,0,0,27.018,26.698,3.509,3.485,0,0,0,4.9,4.9,18.8,0,5.05,47.094,18.677,3.113,4.1,-21.717,613.6,4/1/2016
21,21,34.446,0,0,0,0,0,9.126,33.106,3.835,32.592,0,0,30.201,14.9,27.418,44.833,41.8,13.322,32.429,35.626,0,0,0,0,6.594,0,0,28.661,32.736,8.135,9.489,0,0,24.978,24.868,3.496,3.477,0,0,0,0,4.9,19.1,0,5.14,39.98,8.667,0,16.101,-22.504,562.95,4/1/2016
22,22,36.413,0,0,0,0,0,9.002,33.165,0,0,0,0,30.601,13.1,26.577,17.543,41.673,13.591,39.61,25.328,0,0,0,0,6.603,0,0,25.943,33.396,9.242,10.432,0,0,27.748,27.988,3.54,3.465,0,0,0,0,0,19.1,0,5.37,40.443,26.49,13.944,-0.6,-41.713,501.75,4/1/2016
23,23,19.873,0,0,0,0,0,0,0,0,0,0,0,32.401,16.401,21.43,0.094,41.24,13.333,39.992,25.885,0,0,0,0,6.623,0,0,29.38,29.964,23.872,24.843,0,0,30.008,28.908,3.516,3.425,0,0,0,0,0,19,0,5.27,39.618,43.58,28.593,-27.401,-55.501,465.8,4/1/2016
0,0,27.808,0,0,0,0,0,0,0,0,0,0,0,17.001,15.1,32.251,0,42.28,13.572,38.93,25.996,0,0,0,0,6.613,0,0,29.492,31.152,0,18.868,0,0,26.898,27.048,3.553,3.475,0,0,0,0,0,19,0,5.5,41.447,30.396,14.731,-12.3,-44.002,437.16,5/1/2016
1,1,30.461,0,0,0,0,0,0,0,0,0,0,0,32.601,16.801,24.371,0,51.228,16.778,40.007,26.052,0,0,0,0,0,0,0,29.38,29.568,0,0,0,0,26.028,26.428,0,3.441,0,0,0,0,0,19.1,0,5.45,40.116,6.226,-6.07,16.101,-24.317,425.88,5/1/2016
2,2,24.678,0,0,0,0,0,3.779,0,0,0,0,0,29.301,14.8,27.418,0,51.975,16.85,32.25,25.912,0,0,0,0,0,0,0,29.29,31.548,0,0,0,0,25.868,25.738,0,0,0,0,0,0,0,19,0,5.45,40.202,1.343,-11.032,18.001,-17.615,413.38,5/1/2016
3,3,30.538,0,0,0,0,0,8.921,31.957,0,0,0,0,27.301,12.5,14.968,0,33.048,10.588,30.646,25.94,0,0,0,0,0,0,0,29.941,31.416,0,0,0,0,26.778,26.688,0,0,0,0,0,0,0,19,0,5.45,39.706,12.452,0,8.8,-22.413,406.57,5/1/2016
4,4,31.841,0,0,0,0,0,8.877,31.692,0,0,0,0,24.601,12.2,20.011,0,33.367,10.842,37.735,25.885,0,0,0,0,0,0,0,30.233,29.04,0,0,0,0,26.588,26.528,0,0,0,0,0,0,0,19.3,0,5.45,40.37,4.883,-6.464,16.401,-17.304,417.05,5/1/2016
5,5,33.92,0,0,0,0,0,8.907,31.633,0,0,0,0,23.101,12,23.583,0,41.958,13.218,37.133,25.885,0,0,0,0,0,0,0,28.594,32.34,0,0,0,0,25.998,26.228,0,0,0,0,0,0,0,19,0,5.4,40.763,13.672,0,7.2,-23.914,432.7,5/1/2016
6,6,26.452,0,0,0,0,0,8.855,31.839,0,0,0,0,14.7,11.6,20.799,24.093,40.64,12.881,35.587,25.885,0,0,0,0,0,0,0,30.076,26.664,0,0,0,0,25.979,25.388,0,0,0,0,0,0,0,19.2,0,5.45,38.178,3.54,-8.332,16.401,-10.712,423.38,5/1/2016
7,7,28.107,0,0,0,0,0,9.038,31.986,0,0,0,0,15.1,12.6,22.374,26.197,50.689,16.677,29.367,25.69,0,0,0,0,6.544,0,0,26.662,8.58,0,0,0,0,26.588,26.518,0,0,0,0,0,0,0,19,0,5.45,48.891,5.493,0,6.2,-18.018,442.4,5/1/2016
8,8,29.555,0,0,0,0,0,9.939,30.779,0,33.288,0,0,15.301,11,25.37,47.501,52.235,16.676,26.408,25.829,0,0,0,0,6.563,0,0,32.816,0,0,12.209,0,0,26.499,26.239,0,0,0,0,0,4.9,4.9,19,0,5.3,50.351,24.659,18.027,-8.3,-26.313,504.6,5/1/2016
9,9,29.082,0,0,0,0,0,10.62,32.369,0,33.288,0,0,15,10.7,23.478,19.295,51.135,16.121,16.605,44.588,0,0,0,0,6.568,0,0,30.615,16.104,14.452,15.969,0,16.065,25.639,25.628,8.861,8.849,0,0,0,4.9,4.9,19.3,0,5.15,50.763,19.41,12.433,-7.6,-24.409,556.24,5/1/2016
10,10,26.39,0,0,0,0,0,9.961,33.224,0,33.288,0,0,18.101,9.9,24.056,41.72,51.186,16.805,17.977,47.26,0,0,0,0,6.581,0,0,29.694,13.332,17.952,19.483,0,15.34,26.158,26.239,3.491,3.488,0,0,0,4.9,4.9,18.9,0,5.2,49.777,0,-3.983,11,-10.218,578.51,5/1/2016
11,11,30.792,0,0,0,0,0,10.386,31.81,19.61,32.676,0,0,24.801,13.6,19.959,16.682,52.802,17.228,23.908,47.594,0,0,0,0,6.6,0,0,25.943,15.84,19.838,21.069,0,15.272,29.488,29.488,7.45,7.359,0,0,0,4.9,4.9,18.8,0,4.9,50.323,-2.075,-6.912,31.501,0,581.51,5/1/2016
12,12,27.858,0,0,0,0,0,10.034,30.69,19.433,32.592,0,0,12.3,8.5,22.428,36.2,47.714,14.624,21.832,47.733,0,0,0,0,6.576,0,0,29.672,16.5,19.333,20.7,0,15.19,28.268,29.638,8.837,8.792,0,0,0,4.9,4.9,18.7,0,4.83,46.618,1.831,-7.132,17.701,-5.512,588.49,5/1/2016
13,13,24.049,0,0,0,0,0,9.947,30.248,18.209,32.147,0,0,8.8,10,21.849,52.211,48.863,15.692,24.221,47.288,0,0,0,0,6.611,0,0,29.649,10.56,20.755,22.067,0,14.452,27.818,27.298,7.991,7.903,0,0,0,4.9,4.9,18.7,0,4.75,47.614,13.672,12.04,5,-14.704,583.49,5/1/2016
14,14,20.096,0,0,0,0,0,9.939,30.248,18.595,32.147,0,0,6.2,4.8,18.751,56.369,53.623,17.567,16.066,47.622,0,0,0,0,6.605,0,0,28.459,8.052,20.331,21.616,16.366,15.272,25.268,25.648,6.536,6.444,0,0,0,4.9,4.9,19,0,4.8,50.54,2.319,0,1.9,-9.101,601.67,5/1/2016
15,15,17.657,0,0,15.21,0,0,9.763,30.219,16.758,30.505,0,0,6.4,4.6,17.227,48.852,53.435,17.291,10.386,46.314,0,0,0,0,6.606,0,0,29.627,17.028,20.358,21.479,15.518,14.875,25.578,25.469,5.874,5.698,0,0,0,4.9,4.9,18.5,0,4.7,50.102,-5.86,-16.91,17.901,2.289,598.44,5/1/2016
16,16,16.957,0,0,17.298,0,0,9.939,30.248,17.032,30.505,0,0,11.5,6.7,14.601,47.773,47.665,15.034,14.482,47.539,0,0,0,0,6.616,0,0,31.244,26.4,9.366,10.828,16.133,15.463,25.728,25.348,5.369,5.196,0,0,0,4.9,4.9,18.7,0,4.75,47.025,9.4,0,-1.6,-6.702,584.16,5/1/2016
17,17,23.589,0,0,0,0,0,9.947,30.337,0,32.258,0,0,23.001,12.4,26.314,49.356,47.969,14.779,20.779,34.819,0,0,0,0,6.616,0,0,30.368,24.42,8.996,10.432,0,0,25.608,25.478,5.877,5.801,0,0,0,4.9,4.9,18.7,0,4.98,46.991,16.236,5.832,2.2,-22.907,548.28,5/1/2016
18,18,31.217,0,0,0,0,0,10.225,29.365,5.334,32.258,0,0,21.401,15.801,28.363,49.297,50.114,16.247,33.688,35.459,0,0,0,0,6.605,0,0,27.875,24.552,18.758,20.098,0,15.504,25.658,25.528,7.472,7.457,0,0,0,4.9,4.9,18.9,0,4.9,47.276,1.465,-10.721,24.301,-12.708,616.84,5/1/2016
19,19,33.846,0,0,0,0,0,10.269,32.723,19.562,32.815,0,0,35.201,18.301,28.521,44.996,47.683,14.886,39.726,33.873,0,0,0,0,6.62,0,0,29.02,28.512,7.52,8.764,15.791,14.643,25.708,25.388,7.472,7.457,0,0,0,4.9,4.9,18.9,0,4.9,44.77,9.033,-7.709,24.001,-20.307,642.66,5/1/2016
20,20,30.703,0,0,0,0,0,10.276,31.633,0,33.873,0,0,27.601,17.601,26.682,47.938,50.332,16.059,37.246,25.912,0,0,0,0,6.613,0,0,29.447,29.304,18.909,20.18,15.819,14.848,25.618,25.008,3.555,3.47,0,0,0,4.9,4.9,19.1,0,5.14,46.27,22.34,6.656,0.7,-31.404,630.64,5/1/2016
21,21,27.229,0,0,0,0,0,10.313,31.574,0,33.873,0,0,24.301,15.301,24.266,48.627,48.402,15.006,31.796,25.857,0,0,0,0,6.64,0,0,29.38,30.492,15.504,16.94,0,0,25.818,25.108,7.48,5.984,0,0,0,4.9,4.9,18.8,0,5.05,43.59,16.48,5.622,12.7,-22.01,564.34,5/1/2016
22,22,28.919,0,0,0,0,0,10.218,31.633,0,0,0,0,24.901,13.3,20.589,15.322,47.98,14.587,34.681,25.94,0,0,0,0,6.596,0,0,30.121,30.228,18.977,20.358,0,0,25.568,25.159,8.451,8.463,0,0,0,0,0,18.9,0,5.2,44.479,9.278,-3.928,19.901,-17.103,502.43,5/1/2016
23,23,35.173,0,0,0,0,0,0.19,0,0,0,0,0,22.901,11.7,34.562,0,48.837,14.729,33.208,26.079,0,0,0,0,6.6,0,0,29.088,30.492,23.913,24.72,0,0,25.398,25.138,6.012,6.036,0,0,0,0,0,19.2,0,5.22,39.578,30.885,15.134,-4.4,-38.508,465.67,5/1/2016
0,0,35.09,0,0,0,0,0,0,0,0,0,0,0,35.201,19.301,33.038,0,48.006,14.752,31.527,25.885,0,0,0,0,6.594,0,0,29.762,33.264,8.6,0,0,0,25.318,24.938,5.013,5.029,0,0,0,0,0,19.9,0,5.37,37.154,16.114,0,17.201,-26.002,436.43,6/1/2016
1,1,33.54,0,0,0,0,0,0.725,0,0,0,0,0,28.101,16.101,31.935,0,48.589,14.743,30.717,25.718,0,0,0,0,0,0,0,25.561,30.492,16.94,0,0,0,25.769,25.108,4.971,0,0,0,0,0,0,19.3,0,5.37,38.111,2.808,-7.096,23.401,-15.418,418.11,6/1/2016
2,2,35.033,0,0,0,0,0,10.386,0,0,0,0,0,15.201,14.7,34.3,0,44.837,14.65,37.238,25.912,0,0,0,0,0,0,0,29.896,32.34,0,0,0,0,25.388,24.949,6.001,0,0,0,0,0,0,19,0,5.4,38.314,9.644,-4.999,18.701,-17.908,408.12,6/1/2016
3,3,35.08,0,0,0,0,0,10.437,0,0,0,0,0,21.201,11,25.264,0,53.285,16.742,34.294,25.857,0,0,0,0,0,0,0,29.515,31.812,0,0,0,0,25.419,24.729,0,0,0,0,0,0,0,18.9,0,5.42,36.783,0,-14.603,23.701,-10.401,407.04,6/1/2016
4,4,34.156,0,0,0,0,0,10.459,31.162,0,0,0,0,16.201,8.2,25.579,0,42.493,13.371,31.463,25.912,0,0,0,0,0,0,0,30.93,25.212,0,0,0,0,25.968,25.178,0,0,0,0,0,0,0,19,0,5.45,38.368,5.249,-5.219,15.7,-13.514,406.88,6/1/2016
5,5,35.012,0,0,0,0,0,10.569,30.572,0,0,0,0,19.801,14.9,30.202,9.083,33.356,10.398,33.474,25.857,0,0,0,0,0,0,0,28.818,28.248,0,0,0,0,25.528,24.769,0,0,0,0,0,0,0,19,0,5.45,46.526,-5.127,-13.541,32.601,-4.413,422.05,6/1/2016
6,6,19.953,0,0,0,0,0,10.481,30.484,0,0,0,0,28.401,14.9,26.998,15.339,33.123,10.487,37.35,25.885,0,0,0,0,0,0,0,30.772,30.228,0,0,0,0,25.979,24.618,0,0,0,0,0,0,0,19.2,0,5.6,36.922,8.179,0,14.6,-16.81,420.75,6/1/2016
7,7,35.884,0,0,0,0,0,10.518,30.455,0,0,0,0,34.001,15,33.091,15.339,36.516,11.586,39.02,25.829,0,0,0,0,0.632,0,0,27.538,27.588,0,0,0,0,25.828,24.958,0,0,0,0,0,0,0,19.3,0,5.45,36.922,11.109,5.988,15.6,-24.409,447.18,6/1/2016
8,8,34.876,0,0,0,0,0,10.459,30.396,0,0,0,0,32.601,14.8,35.508,17.516,48.572,14.872,29.122,25.829,0,0,0,0,6.601,0,0,29.088,30.096,7.547,0,0,0,25.728,24.788,0,0,0,0,0,0,0,19,0,5.2,49.944,2.564,4.688,10.6,-31.404,506.11,6/1/2016
9,9,35.876,0,0,0,0,0,10.459,30.337,0,31.98,0,0,33.901,16.101,38.292,47.81,47.358,14.669,34.134,25.885,0,0,0,0,6.591,0,0,27.807,29.04,7.643,0,0,0,25.108,24.519,0,0,0,0,0,4.9,4.9,18.9,0,5.1,36.989,-5.249,6.043,13.3,-20.911,565.13,6/1/2016
10,10,35.057,0,0,0,0,0,10.232,29.099,0,33.149,0,0,33.601,16.101,33.931,48.074,49.578,15.852,36.62,26.024,0,0,0,0,6.635,0,0,31.401,31.944,14.93,0,0,0,25.668,24.949,0,0,0,0,0,4.9,4.9,18.8,0,5,47.649,7.447,13.404,18.001,-26.807,572.05,6/1/2016
11,11,30.386,0,0,0,0,0,10.342,28.451,0,33.149,0,0,34.801,17.801,34.141,42.35,48.594,15.263,37.168,25.467,0,0,0,0,6.593,0,0,30.301,31.152,7.643,9.024,0,0,27.928,28.608,0,8.797,0,0,0,4.9,4.9,18.9,0,4.9,48.794,8.057,6.409,20.701,-27.613,582.78,6/1/2016
12,12,30.284,0,0,0,0,0,10.269,28.628,0,33.149,0,0,28.201,16.701,26.157,45.018,48.6,15.499,34.281,25.411,0,0,0,0,6.601,0,0,28.549,26.136,17.665,19.333,0,0,25.278,25.268,5.977,6.042,0,0,0,4.9,4.9,19,0,4.9,47.821,0,5.402,19.901,-19.117,578.4,6/1/2016
13,13,24.86,0,0,0,0,0,10.247,29.777,0,33.149,0,0,16.401,11.6,23.321,45.294,53.137,16.893,17.692,25.272,0,0,0,0,6.606,0,0,31.267,25.872,20.18,21.329,0,0,28.488,27.928,8.828,8.85,0,0,0,4.9,4.9,18.7,0,4.6,50.476,-1.709,0,4.5,-8.313,576.1,6/1/2016
14,14,25.456,0,0,0,0,0,8.701,29.482,0,32.731,0,0,16.201,13.7,27.996,45.266,49.763,15.971,22.447,25.272,0,0,0,0,6.613,0,0,27.807,31.284,17.022,18.54,0,15.709,28.637,28.048,8.82,8.828,0,0,0,4.9,4.9,18.7,0,4.8,50.666,8.423,9.815,5.3,-22.413,587.14,6/1/2016
15,15,25.331,0,0,0,0,0,8.672,29.365,9.104,32.397,0,0,10.9,9.1,25.054,44.054,50.442,16.346,23.207,32.397,0,0,0,0,6.626,0,0,23.675,29.172,18.813,20.208,14.67,15.463,26.839,25.258,8.82,8.724,0,0,0,4.9,4.9,18.7,0,4.8,48.562,8.057,0,6.5,-18.311,600.25,6/1/2016
16,16,17.918,0,0,0,0,0,9.888,29.806,7.122,32.314,0,0,22.101,12.2,14.601,44.48,47.393,14.561,28.804,33.789,0,0,0,0,6.625,0,0,27.021,22.44,8.778,10.09,15.081,15.094,30.368,30.648,8.591,8.554,0,0,0,4.9,4.9,18.7,0,4.7,45.612,-2.197,-12.717,17.201,-3.9,578.69,6/1/2016
17,17,18.589,0,0,0,0,0,10.269,32.811,0,0,0,0,21.901,13.4,20.432,49.805,48.498,14.686,30.225,25.467,0,0,0,0,6.642,0,0,28.077,30.36,15.518,16.803,15.874,0,25.388,24.519,6.113,6.031,0,0,0,4.9,4.9,19,0,4.8,44.549,4.517,0,11,-14.209,538.26,6/1/2016
18,18,16.026,0,0,0,0,0,10.335,32.811,5.479,34.596,0,0,15.201,9.6,15.599,50.79,48.849,15.338,25.448,43.586,0,0,0,0,6.631,0,0,29.357,30.096,23.899,24.72,15.833,15.846,25.818,25.168,8.473,8.363,0,0,0,4.9,4.9,18.7,0,5,47.622,0,-17.148,17.901,-1.117,619.38,6/1/2016
19,19,36.608,0,0,0,0,0,10.357,33.135,0.226,35.737,0,0,33.301,18.301,34.614,49.589,40.903,13.054,40.379,36.879,0,0,0,0,6.605,0,0,29.986,28.644,12.825,14.164,15.122,15.231,24.568,24.438,3.59,3.48,0,0,0,4.9,4.9,19,0,5,46.167,0,-6.473,21.201,-23.017,650.01,6/1/2016
20,20,27.38,0,0,0,0,0,10.415,33.135,0,35.209,0,0,23.401,14.7,19.696,50.854,50.713,16.064,39.938,25.745,0,0,0,0,6.606,0,0,28.886,32.472,14.342,15.696,15.491,15.272,24.668,23.968,6.968,6.887,0,0,0,4.9,4.9,19,0,5.14,47.248,5.127,-6.281,16.201,-15.912,620.58,6/1/2016
21,21,23.908,0,0,0,0,0,10.467,31.898,0,20.791,0,0,29.801,19.001,21.482,48.095,48.475,15.176,37.597,25.801,0,0,0,0,6.596,0,0,29.02,26.664,9.748,11.129,15.846,0,24.838,24.158,7.891,7.843,0,0,0,4.9,4.9,19,0,5.14,47.806,25.88,12.735,4,-31.806,567.19,6/1/2016
22,22,27.495,0,0,0,0,0,10.364,32.134,0,0,0,0,28.901,16.101,22.112,20.843,48.075,14.83,39.447,25.912,0,0,0,0,6.59,0,0,26.909,31.548,11.662,12.948,0,0,25.148,24.788,7.663,7.448,0,0,0,0,0,19,0,5.37,44.461,7.324,-5.127,20.601,-17.908,504.87,6/1/2016
23,23,27.655,0,0,0,0,0,10.423,32.222,0,0,0,0,26.001,14.3,28.468,0,49.471,15.876,33.375,25.996,0,0,0,0,6.598,0,0,29.672,8.58,14.971,16.338,0,0,25.298,24.649,3.542,3.446,0,0,0,0,0,19.1,0,5.3,46.443,11.353,0,13.6,-19.611,462.4,6/1/2016
0,0,30.672,0,0,0,0,0,10.613,33.489,0,0,0,0,33.201,20.501,29.467,0,32.747,10.485,38.863,25.912,0,0,0,0,6.596,0,0,30.772,29.964,0,0,0,0,24.748,24.339,3.481,3.405,0,0,0,0,0,18.8,0,5.3,37.093,1.465,-5.054,25.401,-17.011,445.64,7/1/2016
1,1,35.519,0,0,0,0,0,10.518,32.134,0,0,0,0,29.801,17.201,35.086,0,32.457,10.624,35.545,26.052,0,0,0,0,0,0,0,30.121,32.604,0,0,0,0,24.708,23.948,0,3.506,0,0,0,0,0,18.8,0,5.4,32.162,7.569,0,20.901,-21.204,428.92,7/1/2016
2,2,32.458,0,0,0,0,0,10.489,0,0,0,0,0,31.601,17.601,25.264,0,53.931,16.964,29.195,26.024,0,0,0,0,0,0,0,29.47,31.68,0,0,0,0,24.859,24.488,0,0,0,0,0,0,0,18.8,0,5.37,49.634,7.813,-7.535,22.101,-16.004,421.45,7/1/2016
3,3,29.389,0,0,0,0,0,10.628,0,0,0,0,0,30.401,16.001,26.105,0,47.5,15.41,30.439,25.996,0,0,0,0,0,0,0,31.491,31.02,0,0,0,0,25.048,24.389,0,0,0,0,0,0,0,18.7,0,5.45,46.834,5.371,-7.526,20.401,-16.718,413.29,7/1/2016
4,4,30.12,0,0,0,0,0,10.657,0,0,0,0,0,28.701,13.2,25.579,10.508,49.322,15.493,29.522,25.996,0,0,0,0,0,0,0,30.188,26.4,0,0,0,0,25.339,24.458,0,0,0,0,0,0,0,19,0,5.45,39.772,4.639,-7.425,17.301,-17.707,412.91,7/1/2016
5,5,31.032,0,0,0,0,0,10.54,32.399,0,0,0,0,28.201,14.9,26.893,10.508,33.793,10.789,38.061,25.745,0,0,0,0,0,0,0,30.076,24.948,0,0,0,0,25.769,25.138,0,0,0,0,0,0,0,18.8,0,5.61,38.776,3.906,-3.671,16.201,-19.813,435.36,7/1/2016
6,6,34.595,0,0,0,0,0,9.17,30.425,0,0,0,0,28.201,14.8,36.873,6.321,40.873,12.841,39.831,25.773,0,0,0,0,0,0,0,31.401,23.76,0,0,0,0,25.549,24.978,0,0,0,0,0,0,0,18.9,0,5.53,41.47,18.799,8.643,21.201,-21.314,423.96,7/1/2016
7,7,31.412,0,0,0,0,0,9.17,30.425,0,0,0,0,21.801,16.701,28.889,6.321,49.988,16.535,39.674,25.829,0,0,0,0,0,0,0,28.594,28.908,0,0,0,0,25.968,25.298,0,0,0,0,0,0,0,19,0,5.64,47.69,9.888,8.643,17.001,-18.714,441.03,7/1/2016
8,8,31.713,0,0,0,0,0,7.508,30.396,0,0,0,0,22.301,18.201,28.101,28.867,52.026,16.964,41.288,25.912,0,0,0,0,0,0,0,28.01,23.628,23.366,0,0,0,25.728,25.419,0,0,0,0,0,0,0,19.2,0,5.4,50.175,-7.813,-3.095,31.301,-11.518,495.35,7/1/2016
9,9,25.713,0,0,0,0,0,7.354,31.692,0,0,0,0,19.901,11.5,22.27,50.593,51.039,16.454,35.324,25.857,0,0,0,0,6.574,0,0,30.795,30.492,13.891,15.354,0,0,25.438,25.289,8.737,0,0,0,0,0,4.9,19.2,0,5.4,49.747,-13.306,-10.611,21.901,-7.801,543.32,7/1/2016
10,10,21.164,0,0,0,0,0,7.354,30.307,0,35.793,0,0,17.801,13.9,18.488,50.593,48.251,14.541,35.045,25.829,0,0,0,0,6.583,0,0,31.648,30.492,15.026,16.543,0,0,29.138,27.818,3.542,3.482,0,0,0,4.9,4.9,18.8,0,5.1,48.031,2.441,0,5.4,-14.905,572.13,7/1/2016
11,11,23.635,0,0,0,0,0,7.361,30.131,0,35.793,0,0,16.601,12.2,19.381,51.227,50.668,16.465,31.113,42.222,0,0,0,0,6.601,0,0,29.941,22.044,15.532,16.981,0,15.272,19.808,29.587,4.247,4.132,0,0,0,4.9,4.9,18.7,0,5,50.809,5.005,4.45,10,-15.802,581.59,7/1/2016
12,12,25.404,0,0,0,0,0,7.398,29.63,0,35.264,0,0,17.901,12.6,17.017,52.243,47.069,14.785,26.675,33.177,0,0,0,0,6.568,0,0,29.986,27.588,19.004,20.426,0,14.588,25.549,24.788,8.836,8.828,0,0,0,4.9,4.9,18.7,0,5,45.427,-11.231,-11.563,28.601,-0.513,578.98,7/1/2016
13,13,21.963,0,0,0,0,0,7.193,30.543,0,33.706,0,0,9.2,7.9,13.025,50.471,47.759,14.729,22.4,25.801,0,0,0,0,6.558,0,0,30.054,30.756,15.026,16.42,14.329,14.725,25.708,24.469,8.824,8.746,0,0,0,4.9,4.9,18.6,0,4.91,50.086,-18.189,-17.963,22.001,2.399,575.47,7/1/2016
14,14,11.811,0,0,0,0,0,7.259,28.716,18.257,32.62,0,0,9.3,6,10.398,48.648,52.367,17.321,15.399,45.562,0,0,0,0,6.551,0,0,29.717,30.096,23.858,24.843,21.055,20.522,25.348,24.698,4.123,3.995,0,0,0,4.9,4.9,18.8,0,4.8,51.023,10.498,0,0.2,-9.613,601.82,7/1/2016
15,15,18.99,0,0,12.244,0,0,7.215,28.363,17.355,32.62,0,0,11.7,7,12.132,48.325,49.42,16.015,16.634,47.177,0,0,0,0,6.588,0,0,28.01,24.024,16.174,17.542,14.834,14.315,28.678,27.148,8.802,8.779,0,0,0,4.9,4.9,18.6,0,4.9,45.906,-3.54,0,4.9,-7.709,605.65,7/1/2016
16,16,10.532,0,0,0,0,0,7.119,29.954,16.903,32.62,0,0,10.8,7,8.822,51.215,48.831,14.827,15.047,47.288,0,0,0,0,6.574,0,0,28.908,29.304,18.745,20.071,15.627,14.52,26.568,25.558,8.857,8.789,0,0,0,4.9,4.9,18.7,0,4.8,50.064,1.587,-6.171,6.1,-1.007,587.34,7/1/2016
17,17,16.231,0,0,0,0,0,7.171,29.806,0,32.62,0,0,15.1,10.1,14.916,45.976,47.327,14.59,23.058,47.177,0,0,0,0,6.584,0,0,30.728,29.436,14.397,15.833,0,0,26.528,24.559,4.319,4.197,0,0,0,4.9,4.9,18.5,0,5.1,46.554,-1.831,-12.534,18.501,-5.109,541.6,7/1/2016
18,18,19.001,0,0,0,0,0,8.518,31.898,3.432,32.62,0,0,15.901,11.4,24.004,50.633,50.021,16.177,28.349,47.399,0,0,0,0,6.633,0,0,32.075,29.436,18.717,19.948,14.506,13.713,25.469,24.299,6.692,6.605,0,0,0,4.9,4.9,18.8,0,5.1,47.944,12.085,-4.559,11,-14.209,614.78,7/1/2016
