,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRECIOS DE ENERGIA EN EL MERCADO DE OCASION ( US$/MWh ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIQUIDACION OFICIAL MARZO 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PERIODO: 01.MARZO.2016 - 31.MARZO.2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1-Mar,2-Mar,3-Mar,4-Mar,5-Mar,6-Mar,7-Mar,8-Mar,9-Mar,10-Mar,11-Mar,12-Mar,13-Mar,14-Mar,15-Mar,16-Mar,17-Mar,18-Mar,19-Mar,20-Mar,21-Mar,22-Mar,23-Mar,24-Mar,25-Mar,26-Mar,27-Mar,28-Mar,29-Mar,30-Mar,31-Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Horas,1-Mar,2-Mar,3-Mar,4-Mar,5-Mar,6-Mar,7-Mar,8-Mar,9-Mar,10-Mar,11-Mar,12-Mar,13-Mar,14-Mar,15-Mar,16-Mar,17-Mar,18-Mar,19-Mar,20-Mar,21-Mar,22-Mar,23-Mar,24-Mar,25-Mar,26-Mar,27-Mar,28-Mar,29-Mar,30-Mar,31-Mar,Horas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:00,50.94,48.84,49.90,50.40,50.91,50.27,52.31,50.24,50.16,50.87,50.54,53.23,50.97,52.84,52.84,52.84,52.84,55.44,55.73,56.09,54.96,55.04,54.17,54.09,54.20,54.31,54.35,55.74,58.29,57.75,57.29,1:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:00,48.95,48.83,49.12,49.90,51.60,48.99,51.12,50.17,48.10,50.88,50.17,50.95,50.17,52.84,52.84,52.84,53.73,55.44,55.37,55.85,54.97,54.59,54.15,54.42,54.65,54.31,54.35,55.74,56.67,55.86,58.50,2:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:00,48.95,48.84,48.92,49.90,49.62,49.03,53.57,50.17,48.06,51.73,50.17,52.33,49.98,52.84,53.87,52.84,53.78,55.18,54.39,56.09,55.00,53.99,54.08,54.44,54.30,54.32,54.35,55.74,56.21,55.76,58.67,3:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:00,48.89,48.83,49.90,49.90,48.94,48.99,52.12,50.23,48.08,51.73,50.17,50.17,49.96,54.04,54.02,52.84,53.76,53.52,54.40,56.09,54.99,53.99,54.19,55.01,54.29,57.53,54.35,55.75,56.22,55.74,58.19,4:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:00,49.90,49.90,49.90,49.90,49.13,48.90,52.22,50.52,48.03,52.32,50.89,54.41,50.17,54.47,52.84,53.56,53.78,55.55,54.40,56.09,54.99,54.03,54.14,55.87,54.28,58.30,54.36,53.34,58.34,58.81,59.45,5:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:00,52.22,51.26,52.22,50.24,49.44,48.95,52.07,50.92,50.85,50.86,50.89,52.62,50.17,56.09,53.50,54.69,52.84,56.09,54.39,56.09,55.01,54.60,54.81,55.01,54.79,58.30,54.95,55.78,57.55,57.34,59.73,6:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:00,50.99,51.45,51.22,50.22,50.28,49.20,53.20,50.90,50.88,50.85,50.89,51.75,47.90,56.03,54.43,54.62,54.26,56.09,56.47,56.09,55.14,53.99,54.16,59.26,57.71,58.32,53.99,54.49,57.74,58.94,59.73,7:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:00,51.03,51.10,51.51,51.97,53.16,49.90,52.32,51.79,51.78,51.76,50.85,51.83,47.90,56.03,54.43,55.67,56.35,56.09,54.88,56.09,55.00,56.14,57.67,56.39,57.64,58.30,53.99,57.82,57.83,58.00,59.73,8:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:00,51.51,52.31,52.65,52.33,51.88,49.90,53.64,52.32,53.61,52.32,52.32,51.87,47.89,56.03,56.09,55.89,56.04,56.09,55.63,56.10,56.64,56.51,56.22,54.25,54.26,58.29,53.99,58.54,59.79,58.61,59.73,9:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:00,51.51,51.51,51.94,51.41,52.27,49.90,54.32,52.32,52.32,52.91,52.24,51.88,47.89,57.89,56.09,56.90,56.09,62.06,55.98,56.09,56.64,56.64,56.64,54.13,54.65,54.40,54.85,59.30,59.73,58.91,62.04,10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:00,51.95,51.55,53.00,51.51,51.30,49.90,59.37,53.86,53.86,52.98,52.91,51.88,51.92,57.89,56.90,57.19,63.49,62.32,55.90,56.13,56.64,56.64,56.64,54.59,54.45,54.59,54.29,58.67,59.86,59.82,65.72,11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:00,51.51,51.69,53.00,52.78,52.97,51.60,58.33,53.86,54.25,58.39,53.86,52.98,50.17,57.89,56.90,58.11,63.88,63.48,55.90,56.10,58.07,56.64,56.64,57.05,57.99,57.71,54.21,59.50,65.76,64.45,64.57,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:00,51.51,51.84,53.00,53.47,53.00,51.05,58.85,53.86,53.86,58.14,54.14,58.12,50.17,56.09,56.90,63.47,62.48,61.80,55.99,56.09,56.64,56.64,56.64,56.17,56.09,56.11,56.38,59.88,64.22,64.61,65.75,13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:00,51.61,53.06,52.33,58.62,53.00,51.26,58.72,58.56,53.86,59.04,58.37,58.21,50.17,58.14,57.85,62.64,62.50,63.08,56.03,56.09,58.09,56.64,56.64,56.30,56.13,56.64,55.11,59.89,64.79,65.58,67.89,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:00,55.80,53.55,55.31,58.12,53.00,51.51,59.90,58.25,59.37,58.91,57.38,58.20,50.17,60.50,58.11,62.46,64.71,62.40,56.04,56.09,58.48,56.64,56.62,56.64,56.35,56.64,55.15,64.27,67.79,67.34,67.20,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:00,57.62,53.53,57.54,59.89,53.00,52.33,61.52,58.30,58.68,54.07,54.27,54.29,47.88,62.41,58.16,62.45,64.82,62.71,56.04,56.09,58.56,56.64,56.20,56.64,57.34,56.64,55.15,64.56,66.54,67.19,67.10,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:00,52.80,53.02,54.49,54.68,53.00,52.92,55.27,59.36,53.70,53.99,53.57,52.91,47.88,62.19,56.14,62.35,62.87,63.17,56.04,56.09,58.68,56.64,56.20,56.36,56.64,57.81,54.93,63.04,66.43,67.18,67.13,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:00,51.51,51.51,51.51,52.15,53.11,51.51,53.18,54.24,52.92,53.00,52.98,51.80,50.17,56.27,56.57,57.91,62.04,60.35,56.04,56.09,57.53,56.64,56.31,56.55,54.91,54.59,54.79,59.75,64.34,65.62,67.14,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:00,52.11,53.04,53.35,54.73,55.61,53.45,58.43,57.31,53.59,53.87,53.56,52.98,52.97,56.09,57.55,61.12,64.60,65.00,57.16,56.09,58.48,57.57,57.89,56.64,57.12,57.29,55.18,59.81,59.77,66.78,67.11,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
