,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRECIOS DE ENERGIA EN EL MERCADO DE OCASION ( US$/MWh ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIQUIDACION OFICIAL ENERO 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PERIODO: 01.ENERO.2014 - 31.ENERO.2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1-Jan,2-Jan,3-Jan,4-Jan,5-Jan,6-Jan,7-Jan,8-Jan,9-Jan,10-Jan,11-Jan,12-Jan,13-Jan,14-Jan,15-Jan,16-Jan,17-Jan,18-Jan,19-Jan,20-Jan,21-Jan,22-Jan,23-Jan,24-Jan,25-Jan,26-Jan,27-Jan,28-Jan,29-Jan,30-Jan,31-Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HRS,1-Jan,2-Jan,3-Jan,4-Jan,5-Jan,6-Jan,7-Jan,8-Jan,9-Jan,10-Jan,11-Jan,12-Jan,13-Jan,14-Jan,15-Jan,16-Jan,17-Jan,18-Jan,19-Jan,20-Jan,21-Jan,22-Jan,23-Jan,24-Jan,25-Jan,26-Jan,27-Jan,28-Jan,29-Jan,30-Jan,31-Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:00,155.05,118.76,149.45,145.09,147.72,115.25,149.00,154.98,156.36,148.04,146.92,147.13,138.09,141.01,144.13,140.64,138.80,129.28,118.25,123.58,139.40,137.99,123.80,141.32,139.01,143.08,127.90,143.23,139.65,139.27,144.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:00,155.13,110.99,146.07,145.39,145.31,115.25,149.00,153.35,146.44,143.92,149.99,147.92,118.25,150.25,140.28,140.89,143.27,118.25,118.25,123.58,139.45,147.33,123.58,143.44,145.09,123.58,125.69,140.19,140.26,139.09,125.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:00,150.47,110.99,148.81,147.36,145.09,115.25,147.42,155.22,147.50,143.92,148.07,123.05,118.25,130.34,139.94,127.60,118.25,118.25,118.25,123.58,139.44,150.93,123.58,137.60,143.75,123.58,125.69,140.40,140.83,139.84,125.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:00,146.66,110.99,145.09,147.23,145.09,115.25,149.96,150.14,148.14,143.92,147.90,115.25,118.25,148.91,141.29,144.13,118.25,118.25,118.25,123.58,138.61,150.89,123.58,137.60,143.75,123.58,145.06,141.02,140.88,139.79,125.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:00,140.46,114.40,150.14,148.71,145.09,115.25,151.78,150.14,149.00,148.41,151.22,115.25,118.25,140.99,144.11,145.42,145.94,124.66,118.25,123.58,144.46,146.12,123.58,141.29,143.75,123.58,147.57,140.95,144.00,145.66,141.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:00,110.99,145.09,146.41,149.75,145.09,149.00,151.75,150.14,149.00,149.00,146.78,115.25,125.65,143.42,143.78,140.04,144.13,140.58,118.25,135.29,145.87,142.31,143.75,143.75,143.75,123.58,145.06,143.62,146.43,146.77,144.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:00,110.99,146.17,146.43,150.03,126.34,151.45,160.40,151.78,149.00,149.00,146.94,115.25,140.10,144.13,144.13,139.36,141.93,135.46,118.25,136.91,145.79,139.90,143.75,145.39,143.75,123.58,141.33,143.81,146.28,145.02,145.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:00,110.99,147.89,145.43,153.18,149.84,149.49,155.37,152.01,152.17,152.33,148.75,115.25,142.38,145.99,147.04,142.67,145.74,142.71,131.76,142.56,144.06,142.19,145.33,141.68,143.25,123.58,147.28,147.68,150.70,152.59,145.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:00,110.99,147.88,149.45,151.18,146.40,154.45,158.77,151.89,159.60,156.84,153.22,143.94,146.11,153.25,151.30,146.94,149.77,144.13,144.13,143.81,150.01,145.66,146.71,148.45,145.12,123.58,148.62,153.64,152.86,151.52,147.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:00,114.97,150.95,151.65,151.13,146.35,157.16,157.25,157.29,158.15,158.25,153.72,149.00,146.41,151.23,151.16,150.45,150.24,146.46,145.04,150.92,150.19,143.84,146.84,152.37,143.95,143.75,151.20,151.71,154.56,154.53,151.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:00,145.09,151.63,159.29,150.92,145.09,157.30,157.28,158.20,158.20,157.31,155.13,149.00,150.74,150.91,151.16,149.98,150.91,147.34,147.67,150.01,150.39,147.39,151.61,149.28,146.20,145.13,151.71,153.97,154.80,151.91,150.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:00,145.09,153.87,156.75,153.24,153.29,158.20,158.14,159.31,159.32,157.35,158.76,152.06,150.04,151.26,151.16,151.16,151.16,147.50,144.13,150.39,150.39,148.19,149.13,149.35,149.55,143.75,151.71,165.47,159.01,151.91,151.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:00,145.09,159.44,157.81,154.98,152.64,158.20,158.20,158.49,161.80,157.46,156.86,149.00,152.04,152.79,151.16,149.96,150.40,145.50,144.13,149.87,150.39,150.99,149.31,149.36,149.30,143.75,151.71,159.05,158.92,151.91,151.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:00,148.39,158.89,157.81,159.94,151.27,159.86,158.20,158.26,159.71,158.20,156.94,149.00,152.64,151.15,157.04,150.93,151.16,144.13,144.13,150.03,152.77,149.54,149.33,149.81,149.31,151.10,155.17,164.30,161.25,151.95,151.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:00,145.09,162.92,158.75,156.28,151.27,160.74,158.20,161.47,158.32,158.20,156.81,149.84,158.50,151.33,162.21,151.16,151.16,144.13,144.13,150.39,151.63,149.45,150.35,150.39,150.16,145.92,155.14,160.74,162.03,151.74,153.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:00,145.09,162.92,159.20,156.32,151.27,158.44,161.94,161.86,158.20,158.20,156.78,149.00,156.09,151.12,164.66,150.17,150.69,144.13,144.13,150.01,156.96,149.39,150.39,150.12,146.45,143.75,152.51,162.28,160.98,153.40,154.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:00,148.10,164.83,156.57,156.57,151.27,158.48,158.22,158.35,160.55,158.84,156.81,149.00,152.30,151.54,159.75,151.87,153.12,144.13,139.36,149.55,154.26,151.45,150.27,149.30,144.40,143.75,153.74,160.72,162.05,151.56,151.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:00,150.04,163.94,161.11,159.10,157.86,158.64,158.37,158.96,160.24,159.35,161.61,150.78,151.16,150.14,153.03,149.77,150.57,145.59,140.93,149.32,150.39,146.96,149.27,149.35,145.51,145.24,151.71,155.16,156.03,149.95,151.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:00,159.24,166.39,163.98,164.85,157.81,158.42,170.68,161.54,158.62,158.20,160.62,159.78,151.16,151.16,151.16,151.35,151.16,153.11,152.52,154.30,152.49,150.57,149.93,150.39,149.91,151.58,157.48,154.93,161.19,154.52,151.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:00,156.20,163.74,159.90,159.52,157.21,158.38,168.60,161.16,160.67,158.02,161.14,156.18,151.16,151.16,151.16,151.16,151.16,152.33,149.87,151.75,151.83,149.88,150.39,150.39,149.30,150.39,151.76,153.32,159.98,151.71,151.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:00,157.93,163.35,157.81,156.87,158.57,160.46,160.71,159.60,159.63,156.28,163.26,153.14,151.16,151.34,152.32,153.58,153.12,149.22,151.15,149.96,152.85,151.91,152.58,149.96,148.35,154.21,153.60,151.47,154.21,150.58,154.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:00,150.40,156.72,159.06,159.96,154.37,160.35,159.52,159.83,156.40,158.26,150.14,149.73,154.16,149.97,151.84,146.85,145.93,148.41,147.35,144.78,152.25,145.93,146.44,145.56,145.08,146.14,151.21,152.24,151.64,145.39,149.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:00,147.87,160.61,150.62,154.41,150.58,153.54,160.50,156.00,150.70,149.00,151.12,150.06,146.96,144.13,146.15,144.13,147.75,143.83,144.13,143.50,148.37,140.65,143.09,143.75,143.75,143.75,154.53,143.89,147.26,147.48,148.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24:00,145.09,151.04,145.09,153.39,145.09,149.91,156.35,153.98,148.37,146.36,145.48,149.00,140.71,144.13,143.35,139.87,142.45,140.28,145.45,138.87,141.53,140.33,138.02,142.34,144.84,139.95,154.30,141.77,144.45,140.90,140.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
