,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRECIOS DE ENERGIA EN EL MERCADO DE OCASION ( US$/MWh ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIQUIDACION OFICIAL MARZO 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PERIODO: 01.MARZO.2015 - 31.MARZO.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1-Mar,2-Mar,3-Mar,4-Mar,5-Mar,6-Mar,7-Mar,8-Mar,9-Mar,10-Mar,11-Mar,12-Mar,13-Mar,14-Mar,15-Mar,16-Mar,17-Mar,18-Mar,19-Mar,20-Mar,21-Mar,22-Mar,23-Mar,24-Mar,25-Mar,26-Mar,27-Mar,28-Mar,29-Mar,30-Mar,31-Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Horas,1-Mar,2-Mar,3-Mar,4-Mar,5-Mar,6-Mar,7-Mar,8-Mar,9-Mar,10-Mar,11-Mar,12-Mar,13-Mar,14-Mar,15-Mar,16-Mar,17-Mar,18-Mar,19-Mar,20-Mar,21-Mar,22-Mar,23-Mar,24-Mar,25-Mar,26-Mar,27-Mar,28-Mar,29-Mar,30-Mar,31-Mar,Horas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:00,94.46,93.13,93.13,93.13,93.13,93.13,95.72,93.13,93.55,93.16,93.16,93.24,93.19,93.16,94.42,89.51,89.53,88.31,88.36,89.39,90.82,90.16,85.62,84.95,85.32,86.09,86.09,86.09,84.97,85.41,85.90,1:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:00,94.43,93.13,93.13,93.13,93.13,93.14,100.13,92.72,93.84,93.16,93.16,93.25,93.16,93.16,94.35,89.49,89.47,88.72,88.60,90.22,90.41,89.30,85.19,85.01,85.29,86.09,86.09,86.09,84.89,85.63,86.27,2:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:00,94.43,93.13,93.13,93.16,93.13,93.13,97.47,92.31,93.84,93.16,93.16,93.16,93.16,93.25,94.93,89.41,89.49,88.74,88.95,90.13,89.28,89.33,84.82,84.87,85.18,86.09,86.09,86.09,85.20,85.94,86.02,3:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:00,94.58,93.13,93.13,93.13,93.13,93.13,94.73,92.44,93.84,93.16,93.16,93.16,93.18,93.24,93.25,89.48,89.51,88.53,89.02,89.34,89.10,89.16,84.50,86.02,85.11,86.09,86.09,86.09,84.93,85.73,85.64,4:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:00,94.43,93.13,93.13,93.13,93.13,93.13,93.74,92.39,93.84,93.16,93.16,93.16,93.17,93.17,93.16,89.43,89.41,88.31,89.09,90.22,88.71,89.40,84.54,86.03,85.12,86.19,86.09,86.09,84.62,85.61,85.53,5:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:00,94.46,93.13,93.13,93.13,93.13,93.13,93.47,92.51,93.84,93.16,93.16,93.16,93.20,93.16,93.16,89.40,89.30,88.31,89.59,90.22,92.27,89.42,86.09,86.09,86.08,86.26,86.25,87.19,85.00,86.81,85.26,6:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:00,94.48,93.13,93.13,93.13,93.13,93.13,93.13,92.40,93.84,93.16,93.16,93.16,93.20,93.16,93.32,89.44,89.37,91.76,90.22,90.22,89.18,89.41,86.09,86.09,86.09,86.19,86.25,86.09,84.97,86.79,86.79,7:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:00,94.43,95.51,97.29,94.78,97.01,93.13,93.13,92.31,93.84,97.17,97.36,97.77,94.47,93.16,93.34,91.80,94.16,92.52,90.54,92.54,91.95,89.41,86.21,86.09,86.28,86.22,88.36,86.12,84.59,86.80,86.79,8:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:00,94.43,97.87,93.49,97.28,95.45,97.41,93.13,92.25,98.02,97.56,97.04,98.03,100.29,97.08,93.24,93.30,90.41,94.56,94.21,94.93,92.00,90.15,89.78,89.97,88.61,93.83,94.14,85.95,84.43,87.69,86.88,9:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:00,94.43,97.67,98.49,101.06,102.65,96.44,93.13,92.29,93.84,98.93,96.78,97.69,98.63,93.88,93.23,94.33,93.50,95.58,97.45,98.02,91.91,90.16,91.38,89.42,91.30,97.75,97.12,86.22,86.09,89.28,86.93,10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:00,94.43,96.93,96.93,101.35,104.25,94.07,93.13,92.39,95.98,105.27,96.94,97.69,97.69,93.86,93.16,92.79,92.89,98.43,100.44,98.11,90.37,90.16,93.26,89.41,94.73,96.03,95.06,86.69,86.09,93.65,87.07,11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:00,94.43,103.03,104.88,101.35,102.72,104.35,93.13,92.37,97.95,105.09,105.41,97.69,101.29,93.89,93.16,93.34,92.87,100.56,99.14,100.65,90.41,90.22,94.22,90.62,94.41,96.11,95.06,87.98,86.09,93.76,88.88,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:00,94.43,104.16,102.48,101.34,100.57,102.05,93.13,91.72,94.30,104.98,105.07,97.69,101.26,93.97,93.16,93.04,92.92,98.50,99.23,101.30,90.43,90.22,93.40,95.12,95.88,96.14,95.06,88.69,87.20,94.84,88.88,13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:00,94.43,102.38,101.14,103.02,102.11,100.93,93.13,92.53,94.31,102.68,104.74,97.69,101.27,94.00,93.16,93.15,97.35,98.50,99.22,100.62,90.39,90.22,97.68,93.51,97.47,97.23,95.09,89.08,86.09,94.88,88.88,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:00,94.43,101.49,104.55,101.62,104.21,104.88,93.13,92.09,95.43,102.08,101.36,101.78,99.70,94.09,93.16,93.57,98.00,99.99,101.37,100.33,90.38,90.25,96.02,98.20,96.13,96.48,95.09,87.38,87.49,96.36,89.37,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:00,94.43,100.01,104.07,101.59,103.33,99.19,93.16,92.32,96.34,102.34,101.53,100.02,97.55,94.17,93.16,93.59,97.59,99.34,100.90,101.77,90.37,90.25,96.11,96.10,96.09,96.56,95.09,86.49,86.09,97.52,87.90,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:00,94.43,96.14,100.19,101.02,105.35,95.29,93.39,92.45,98.32,101.79,99.19,97.03,96.58,95.56,93.16,92.85,100.93,101.17,102.61,99.48,90.37,90.26,98.31,98.17,98.64,96.81,95.21,86.44,86.09,92.34,86.79,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
